algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,10,2.640582386941846,0.7871786477168401,0.8490598410367965,nan,11.546432193956877,83.26651805877685,1000.0,0.0,nan,0,31819,0,215,2112.039612180559,224.21663210532685,1.024389071499625,0.9941965485641101,0.867874989384099,0.9012428876757622,231.20637833444695,224.2166283416748,231.20637833444695,224.2166283416748,175.81123030813117,389.3359704589844,0.9216921335415291,2.51942745768465,1.024389071499625,0.9941965485641101,1.5607862631987772,1.1360681524498342,0.8983479558605038,0.9968159911932187,98.47249371337891,169.944158104992
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,11,2.703380823828384,0.7898023143907388,0.8551530464490255,nan,13.820069048139784,89.3696189880371,1000.0,0.0,nan,0,31467,0,213,2417.535387102578,220.79782471347573,1.037185639703802,0.9787543271916794,0.84221241540379,0.9074380081892014,233.97601657443576,220.797820892334,233.97601657443576,220.797820892334,182.6764899359809,1874.010595779419,0.9872717456327763,2.5834280593004126,1.037185639703802,0.9787543271916794,1.6257342710998308,1.144101948078272,0.9020524087849013,0.983578930977084,96.74226495361329,175.35040382108315
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,12,2.776799609868631,0.8004016467928886,0.7931488194068272,nan,12.556747349825772,92.92297660827637,1000.0,0.0,nan,0,30494,0,206,2461.444563975784,221.779364302405,1.0729709280857427,0.9834746658318898,0.7902286567471244,0.8911354106664657,241.8234294544567,221.77936065673828,241.8234294544567,221.77936065673828,179.0402166193182,4313.971588821411,1.028705392440513,2.6350689827890346,1.0729709280857427,0.9834746658318898,1.6712508285799217,1.152416785191999,0.8858748689929455,0.988140347750337,94.03185971069335,142.86352612842924
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,13,2.8814096167854606,0.7951926458875338,0.8374099300305049,nan,13.94806048449348,96.28210266113281,1000.0,0.0,nan,0,30762,0,214,2796.87538016332,222.51934092819968,1.0424495354033563,0.9860195708484656,0.8128288808990928,0.8770929262042045,235.03711476045495,222.5193369293213,235.03711476045495,222.5193369293213,177.99136621811812,5074.506294555664,1.0793971730924687,2.6832882606766555,1.0424495354033563,0.9860195708484656,1.7209536081261432,1.1570567992336247,0.8720584157425137,0.990440351481798,96.99899667358399,184.10149929683274
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,2.9368219950268726,0.8095876460274061,0.7733238697052002,nan,14.268704838222927,97.5011820602417,1000.0,0.0,nan,0,30430,0,202,2875.9954738765905,225.89545576190665,1.043673536022745,1.001620287195948,0.7994896769523621,0.8478624272346497,235.9547644721137,225.89545150756837,235.9547644721137,225.89545150756837,271.8036397298177,3005.7212785339357,1.1130057118696066,2.7244857920934584,1.043673536022745,1.001620287195948,1.7575977439591475,1.1624134975938385,0.845779390141154,1.0034311926478199,94.60536636352539,142.12610083454132
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,3.0361175076488394,0.8050419802467028,0.7957256092627844,nan,14.734220325946808,103.80426193237305,1000.0,0.0,nan,0,31039,0,211,3037.469857806153,220.3155554898772,1.0234755381374734,0.9766298475769092,0.8108910731971264,0.8653180006146431,230.4850845336914,220.31555183410646,230.4850845336914,220.31555183410646,164.04570960998535,2782.553765640259,1.1651587390792764,2.7753319720237988,1.0234755381374734,0.9766298475769092,1.8092280322570855,1.166271226379916,0.8612863763614937,0.9800998987295436,95.50174343872071,185.3252576457478
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,3.1070364895151963,0.8093139800429344,0.7747780678669611,nan,14.875605669888584,108.23143825531005,1000.0,0.0,nan,0,30796,0,206,3188.2093876609015,217.59648376883,1.0561560963096268,0.9645367642887268,0.7605893395163796,0.8681056216359139,238.50530728426847,217.5964804840088,238.50530728426847,217.5964804840088,198.6680339466442,6183.2710791015625,1.1917087323517572,2.832359608813795,1.0561560963096268,0.9645367642887268,1.847969082936572,1.1784230893685133,0.8625005074021941,0.9693131275694372,92.28570895385742,157.17920003607182
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,3.199267907285748,0.8106833129127821,0.7498164975643158,nan,11.196348130702972,108.11296493530273,1000.0,0.0,nan,0,30844,0,210,3531.177501693195,221.32349860253066,1.0251107997631452,0.9811140096144473,0.7849311958998442,0.8370808047056199,231.4475326538086,221.32349388122557,231.4475326538086,221.32349388122557,160.1245059967041,2605.7281050109864,1.2625731982004849,2.8828145551913127,1.0251107997631452,0.9811140096144473,1.910669740996816,1.1754069021443256,0.8332178707200067,0.9843730311069435,95.9357185974121,201.52707949519453
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,3.3214379961993545,0.8111873125036557,0.756312961379687,nan,12.346763044595718,112.75602317810059,1000.0,0.0,nan,0,30647,0,211,3723.8158593577646,217.57733722781097,1.0439834128411174,0.9645975146924564,0.7501249313354492,0.8451671069860458,235.3323802947998,217.57733322143554,235.3323802947998,217.57733322143554,144.15586471557617,7154.979262847901,1.3262748271168399,2.9421378065587813,1.0439834128411174,0.9645975146924564,1.9726200188936163,1.176214024825214,0.8381269458267424,0.9704779515923571,94.56156945800781,206.19304239057283
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,3.4434896452522823,0.8161169808109602,0.7321538856625557,nan,11.679934154857289,113.11572227478027,1000.0,0.0,nan,0,30814,0,206,3471.4763544334132,219.54956121103723,1.0627386187642143,0.9733960597756882,0.7148837528445504,0.8229212063550949,239.7537175958807,219.5495576477051,239.7537175958807,219.5495576477051,156.6160888671875,3496.4654541015625,1.3722149514901165,2.9966640341150876,1.0627386187642143,0.9733960597756882,2.0219945845401046,1.180283951323296,0.817288922048858,0.9780537287276969,93.09440484619141,164.19230428194996
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,3.535710253169853,0.8151726477344831,0.7240624777475992,nan,12.0440292040507,115.5350260925293,1000.0,0.0,nan,0,30522,0,210,3850.2824085343186,218.32690975900172,1.0047595460428804,0.9680039050393987,0.7727839191754658,0.8176773604750633,226.3998270670573,218.326904296875,226.3998270670573,218.326904296875,117.66391042073568,5452.906807022095,1.4209868443815186,3.0548450448511164,1.0047595460428804,0.9680039050393987,2.0745301245693573,1.185269367593618,0.8145452599192775,0.9705682520861533,94.12275653076172,202.83923615963025
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,3.5685444484155573,0.8177109787861506,0.7199089470505714,nan,13.776933113733927,117.83831005096435,1000.0,0.0,nan,0,30603,0,207,4049.7452447996748,217.0537379633305,1.0249562232721938,0.9621642946449234,0.7355339949329694,0.8129990196228027,231.14910252888998,217.05373291015624,231.14910252888998,217.05373291015624,163.32128270467123,3445.6715173339844,1.4531699113796774,3.1159079245891177,1.0249562232721938,0.9621642946449234,2.118265116663453,1.1968896599623364,0.8086142069045102,0.965718554755901,92.36907162475586,184.01538106052442
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,3.5985511457210695,0.8139626463254293,0.7788344247142474,nan,13.625699620497855,120.51417121887206,1000.0,0.0,nan,0,31165,0,213,4104.144619143091,215.0510497726308,1.0415499876093517,0.9533649436096434,0.702148796696412,0.812034128010273,234.91807877390008,215.0510452270508,234.91807877390008,215.0510452270508,119.44521371941818,3965.6568282699586,1.5050888911131581,3.1836689870014827,1.0415499876093517,0.9533649436096434,2.176520929468488,1.2036536401759936,0.802500697439664,0.9610157008516272,94.94730508422852,241.9779154364898
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,3.6283277516290493,0.8183133118848006,0.7787516664465268,nan,14.262345057267408,120.94405471801758,1000.0,0.0,nan,0,30467,0,207,3966.0464133486676,215.56513095760343,0.9780706000311257,0.95563908770683,0.7690003330890949,0.7972326347231865,220.27365229679987,215.56512641906738,220.27365229679987,215.56512641906738,134.12057377741888,7459.9402181243895,1.566795770097098,3.249995635779202,0.9780706000311257,0.95563908770683,2.2400757163699394,1.2052743826827872,0.7955095365013874,0.9570081471444633,91.95316552734376,189.34325913010667
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,3.6541011054764088,0.8167393137017885,0.7632641060153643,nan,12.047602621714274,120.20583744049073,1000.0,0.0,nan,0,30720,0,210,4556.399258695728,217.22821384527933,1.011322993443857,0.9625439149813334,0.7143565038839976,0.7763668659329415,227.96778462727863,217.22821014404298,227.96778462727863,217.22821014404298,123.89413248697916,3592.2544541168213,1.6197493791340731,3.3113554381042776,1.011322993443857,0.9625439149813334,2.2963918027221544,1.2077880505746024,0.7720405616039454,0.9659471065019748,93.73031759643554,223.58326329898358
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,3.681698019733423,0.819723313053449,0.748312748571237,nan,11.39991553624471,123.65239273071289,1000.0,0.0,nan,0,30651,0,207,4329.825218597681,213.75203669851712,0.909915704203483,0.9473456433850314,0.8316451087594032,0.7835841155052186,205.21384557088217,213.75203254699707,205.21384557088217,213.75203254699707,139.05282084147134,2349.6804876708984,1.69501287420424,3.3839367209653144,0.909915704203483,0.9473456433850314,2.3705824129086697,1.204644848457022,0.7863045490856441,0.9452269675823023,90.4259453125,189.4166199257512
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,3.7173021671529725,0.8204586467146874,0.7743201858798663,nan,13.675242644089918,124.0001685333252,1000.0,0.0,nan,0,30685,0,209,4115.216744938081,213.59603396061328,0.9781035633303049,0.9468645774618147,0.7314680608419272,0.7719828414916993,220.70957359900842,213.59602973937987,220.70957359900842,213.59602973937987,134.68475283109225,3009.7389652252195,1.7516018001096696,3.4533647657357607,0.9781035633303049,0.9468645774618147,2.4323069863601057,1.2068066744058759,0.7695101084003986,0.948771182233131,91.17686080932617,192.4340489526354
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,3.7449611295355805,0.8169923134644826,0.7801634958386421,nan,12.586179957670325,124.60671245574952,1000.0,0.0,nan,0,31155,0,213,4628.596016654882,212.97471712242637,1.0331755348515945,0.9442760411096006,0.6465767779771019,0.7630319544672965,233.26670927159927,212.97471305847168,233.26670927159927,212.97471305847168,128.15489600686465,4700.230238761902,1.797671845211881,3.5116866405813845,1.0331755348515945,0.9442760411096006,2.483277763359682,1.208870173431315,0.7539087378758988,0.9512405175778675,93.12095333862305,242.5621514152365
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,3.775397329723896,0.8144443134466807,0.7966276118159294,nan,13.809103853562299,124.79743640899659,1000.0,0.0,nan,0,31025,0,213,4416.607644422834,212.67895838232943,0.9482601841055479,0.94287581524632,0.7453286805573631,0.7524528995156288,213.86466620950137,212.67895446777345,213.86466620950137,212.67895446777345,148.8691935819738,3505.286454772949,1.8479348103314859,3.563309495463417,0.9482601841055479,0.94287581524632,2.534084684384258,1.2078336003843912,0.7518947809797278,0.9432976321615592,92.34298043823242,235.23624326330813
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,3.802677037520847,0.8156859772404035,0.7690531812111536,nan,12.555409550666809,125.50370166778565,1000.0,0.0,nan,0,31206,0,212,5143.033993350537,211.72756623190165,0.9781250996898209,0.9384517795946644,0.6928067300468683,0.7458272455632686,220.48810195922852,211.72756271362306,220.48810195922852,211.72756271362306,117.27043437957764,1742.8431018447875,1.8871497365289793,3.6086299916992264,0.9781250996898209,0.9384517795946644,2.575741838597078,1.2081778391236122,0.7418997999694612,0.9413905440461575,91.74664434814453,249.26811427997785
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,3.841877846994711,0.8120319798588753,0.8080847646792729,nan,12.041216265071522,125.18593629837036,1000.0,0.0,nan,0,31286,0,218,4381.437872323548,211.52257155397717,0.9908321051732046,0.9379427571481201,0.662516556002877,0.7339097082614898,223.5401382446289,211.52256729125978,223.5401382446289,211.52256729125978,80.90132834694602,1505.9141889190673,1.958105262918247,3.648182513422049,0.9908321051732046,0.9379427571481201,2.634136163119768,1.1905199415804832,0.7268347111908166,0.9431840438893448,94.44479299926758,277.392295003827
