algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,V_agg_norm_honest,V_agg_norm_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,25,1.255370164114324,0.8703875781297684,0.47053958612680435,nan,0.041717358521725,0.0,1000.0,nan,nan,0,0,0,142,1.2553701641143242,0.0,0.1155606672670244,0.0,0.0,0.0,0.9257834051784716,0.0,1.744869633724815,0.0,1.2553701641143242,2.220446049250313e-16,0.6749999999999999,0.9822643883150457,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,26,1.2882265209338715,0.8713533771038056,0.4642331527471542,nan,0.04112311384894631,0.0,1000.0,0.0,nan,0,3,0,181,1.288226520933872,0.0,0.15286049937373342,0.0,0.13636363636363635,0.0,1.2894355221228166,0.0,1.9856482852589001,0.0,1.288226520933872,4.440892098500626e-16,0.69,0.9817402697629278,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,27,1.3223351707503768,0.8721263771057128,0.45872909104824067,nan,0.04005484154018072,0.0,1000.0,0.0,nan,0,4,0,310,1.3223351707503765,0.0,0.14877647459102333,0.0,0.15384615384615385,0.0,1.2533056139945984,0.0,1.8007273490612323,0.0,1.3223351707503765,2.220446049250313e-16,0.705,0.9808212387828649,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,28,1.3577503788831171,0.8730343784093857,0.4533999698162079,nan,0.03902868264251285,0.0,1000.0,0.0,nan,0,2,0,290,1.3577503788831173,0.0,0.12402203040562022,0.0,0.07407407407407407,0.0,1.026330937941869,0.0,1.4312943838260792,0.0,1.3577503788831173,2.220446049250313e-16,0.7200000000000001,0.9799696552883133,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,29,1.3945327218869124,0.8737801780700684,0.4485051044821739,nan,0.03814046333233515,0.0,1000.0,nan,nan,0,0,0,162,1.3945327218869124,0.0,0.12110368775580162,0.0,0.0,0.0,1.101068036896842,0.0,1.648652156194051,0.0,1.3945327218869124,0.0,0.735,0.9794905717295476,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,30,1.4327504734265042,0.8744329781532287,0.4441410666704178,nan,0.03715278918389231,0.0,1000.0,0.0,nan,0,2,0,392,1.4327504734265044,0.0,0.1330695646122671,0.0,0.0625,0.0,1.04264425765723,0.0,1.3620224446058273,0.0,1.4327504734265044,2.220446049250313e-16,0.75,0.9783371887800804,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,31,1.4724814279430891,0.8750813789367676,0.4399978863596916,nan,0.037155893734759755,0.0,1000.0,0.0,nan,0,7,0,119,1.472481427943089,0.0,0.1354765382483674,0.0,0.3888888888888889,0.0,1.1906671126683552,0.0,1.8848340180185106,0.0,1.472481427943089,2.220446049250313e-16,0.7649999999999999,0.9779880549565628,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,32,1.5138153326430999,0.8756877782344819,0.4361800711154938,nan,0.03586325297753016,0.0,1000.0,0.0,nan,0,1,0,223,1.5138153326430996,0.0,0.12607967630682196,0.0,0.041666666666666664,0.0,1.0783467814326286,0.0,1.4729890922705333,0.0,1.5138153326430996,2.220446049250313e-16,0.78,0.9773213282726831,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,33,1.5568571736316952,0.8762031774520874,0.4327166934609413,nan,0.03513258591294289,0.0,1000.0,0.0,nan,0,3,0,231,1.5568571736316952,0.0,0.11952698824117865,0.0,0.12,0.0,1.0277184820175171,0.0,1.4750586318969727,0.0,1.5568571736316952,0.0,0.795,0.9766473982195004,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,34,1.5961356544147973,0.8767165784835815,0.42944149470329285,nan,0.03464031631225034,0.0,1000.0,0.0,nan,0,3,0,559,1.5961356544147978,0.0,0.12536208475932908,0.0,0.07894736842105263,0.0,1.036711451254393,0.0,1.1788997446235858,0.0,1.5961356544147978,4.440892098500626e-16,0.81,0.9750188632925626,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,35,1.6303152389904,0.8773349785804748,0.4262696250677109,nan,0.033913825474241203,0.0,1000.0,0.0,nan,0,1,0,113,1.6303152389903999,0.0,0.11560073553917542,0.0,0.058823529411764705,0.0,1.1264708042144775,0.0,1.8361454500871546,0.0,1.6303152389903999,2.220446049250313e-16,0.825,0.9746947464811355,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,36,1.6656394806877934,0.8777411776781082,0.42340735769271853,nan,0.03324686427815603,0.0,1000.0,0.0,nan,0,1,0,287,1.6656394806877939,0.0,0.11492683834074523,0.0,0.038461538461538464,0.0,0.9564894747275573,0.0,1.2938298720579882,0.0,1.6656394806877939,4.440892098500626e-16,0.84,0.9738427417164901,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,37,1.7021545775828013,0.8782213779687882,0.42077528619766236,nan,0.033039357699453833,0.0,1000.0,0.0,nan,0,2,0,156,1.7021545775828018,0.0,0.10682773031447076,0.0,0.1,0.0,0.9352746278047561,0.0,1.4502414107322692,0.0,1.7021545775828018,4.440892098500626e-16,0.855,0.9733865241928391,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,38,1.7399113538860758,0.8784899775981903,0.4184949461221695,nan,0.0322529496373357,0.0,1000.0,0.0,nan,0,3,0,527,1.7399113538860753,0.0,0.1273298286031508,0.0,0.08108108108108109,0.0,1.109134088496904,0.0,1.2120899574176685,0.0,1.7399113538860753,4.440892098500626e-16,0.8700000000000001,0.9718662577455421,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,39,1.7789660529514504,0.8789003772735595,0.416113960981369,nan,0.032284247405503105,0.0,1000.0,0.0,nan,0,2,0,198,1.7789660529514502,0.0,0.10469607237480001,0.0,0.08695652173913043,0.0,0.9835626845774443,0.0,1.3096255841462507,0.0,1.7789660529514502,2.220446049250313e-16,0.885,0.9712939729254686,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,40,1.8193813121440443,0.8792149778604508,0.41393242466449737,nan,0.031006146408617496,0.0,1000.0,0.0,nan,0,12,0,346,1.8193813121440445,0.0,0.1173783451692893,0.0,0.4,0.0,0.9651896764834722,0.0,1.254326460758845,0.0,1.8193813121440445,2.220446049250313e-16,0.8999999999999999,0.9702748850343377,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,41,1.8612273687051577,0.8795283787250519,0.4119128303527832,nan,0.030721425355688947,0.0,1000.0,0.0,nan,0,12,0,496,1.861227368705158,0.0,0.10427006292293263,0.0,0.32432432432432434,0.0,0.8151911674319087,0.0,1.056723154879905,0.0,1.861227368705158,2.220446049250313e-16,0.915,0.9688599193759571,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,42,1.904583560352156,0.8798651762008667,0.4099410095214844,nan,0.03007223108864349,0.0,1000.0,nan,nan,0,0,0,186,1.9045835603521557,0.0,0.09733424682571891,0.0,0.0,0.0,0.9089335086552993,0.0,1.2873757300169573,0.0,1.9045835603521557,2.220446049250313e-16,0.9299999999999999,0.9683178449674867,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,43,1.9495402035165759,0.8802007788419723,0.40810941356420516,nan,0.02994038164615631,0.0,1000.0,0.0,nan,0,5,0,319,1.9495402035165765,0.0,0.08110756248054839,0.0,0.1724137931034483,0.0,0.6745314731680113,0.0,0.9488414032705899,0.0,1.9495402035165765,6.661338147750939e-16,0.945,0.9674064400567277,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,44,1.9962009572946733,0.8803937765359878,0.40657044798135755,nan,0.029084121356859352,0.0,1000.0,0.0,nan,0,10,0,428,1.9962009572946728,0.0,0.08946817412158212,0.0,0.30303030303030304,0.0,0.7488133058403478,0.0,0.9595504077998075,0.0,1.9962009572946728,4.440892098500626e-16,0.96,0.9661490910052533,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,45,2.044685814238566,0.8806795781850815,0.40501586627960207,nan,0.029388164618500957,0.0,1000.0,0.0,nan,0,7,0,281,2.0446858142385658,0.0,0.10005937729086363,0.0,0.25925925925925924,0.0,0.866411445317445,0.0,1.25742401237841,0.0,2.0446858142385658,4.440892098500626e-16,0.975,0.9653384017591926,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,46,2.0786677031269156,0.8810377771854401,0.40335334050655364,nan,0.028766329351224397,0.0,1000.0,0.0,nan,0,2,0,120,2.0786677031269156,0.0,0.09812811452945093,0.0,0.10526315789473684,0.0,0.9778254879148383,0.0,1.5808555703414113,0.0,2.0786677031269156,0.0,0.99,0.9650065274896504,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,47,2.1134879265457753,0.8812103780508042,0.4020021875500679,nan,0.028555891674124832,0.0,1000.0,0.0,nan,0,11,0,431,2.1134879265457758,0.0,0.08734359703283286,0.0,0.3333333333333333,0.0,0.7294613095847043,0.0,0.9369983998211947,0.0,2.1134879265457758,4.440892098500626e-16,1.005,0.9637543594365353,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,48,2.1493007737632155,0.8814357783794403,0.4006460989713669,nan,0.027955392748117446,0.0,1000.0,0.0,nan,0,3,0,145,2.1493007737632155,0.0,0.10197492834894932,0.0,0.15,0.0,0.9940447717905044,0.0,1.4342572033405303,0.0,2.1493007737632155,0.0,1.02,0.9633322824760946,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,49,2.1861402047376153,0.881695377111435,0.3993496770858765,nan,0.027685703794387253,0.0,1000.0,0.0,nan,0,6,0,180,2.1861402047376153,0.0,0.07741459001175945,0.0,0.2727272727272727,0.0,0.6959093944592909,0.0,1.1194587024775418,0.0,2.1861402047376153,0.0,1.035,0.9628525960709632,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,50,2.2240427388792705,0.8819023785591126,0.39823009234666823,nan,0.027307752668857575,0.0,1000.0,0.0,nan,0,10,0,222,2.22404273887927,0.0,0.08647184173536772,0.0,0.4,0.0,0.748105616569519,0.0,1.0392513275146484,0.0,2.22404273887927,4.440892098500626e-16,1.05,0.9622163986449901,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,51,2.2630477569582963,0.8820789792537689,0.3971643096804619,nan,0.026845470324835995,0.0,1000.0,0.0,nan,0,7,0,165,2.2630477569582967,0.0,0.08903888651437185,0.0,0.3181818181818182,0.0,0.8423551497134295,0.0,1.1757872971621426,0.0,2.2630477569582967,4.440892098500626e-16,1.065,0.9617447138759634,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,52,2.303197848143191,0.8822565780878067,0.3961193766593933,nan,0.026552273404030574,0.0,1000.0,0.0,nan,0,1,0,163,2.3031978481431916,0.0,0.06578617298490472,0.0,0.047619047619047616,0.0,0.5823059195563907,0.0,0.9538379652159554,0.0,2.3031978481431916,4.440892098500626e-16,1.08,0.961293681958406,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,53,2.344539209861966,0.8824643768072128,0.39520856153964995,nan,0.02620298508554697,0.0,1000.0,0.0,nan,0,3,0,193,2.3445392098619666,0.0,0.07878807668560728,0.0,0.13636363636363635,0.0,0.7582146809859709,0.0,1.0621760839765721,0.0,2.3445392098619666,4.440892098500626e-16,1.095,0.9607230113270914,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,54,2.3871221095865076,0.882550977230072,0.39432965248823165,nan,0.025767593702767044,0.0,1000.0,0.0,nan,0,9,0,369,2.387122109586507,0.0,0.08605271532060457,0.0,0.28125,0.0,0.7804326703771949,0.0,0.971805639564991,0.0,2.387122109586507,4.440892098500626e-16,1.11,0.9597118850158052,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,55,2.431001419315337,0.8827163777351379,0.39345775669813154,nan,0.025781469967435387,0.0,1000.0,0.0,nan,0,3,0,109,2.431001419315337,0.0,0.079188079987109,0.0,0.17647058823529413,0.0,0.7703673699322868,0.0,1.2043700954493355,0.0,2.431001419315337,0.0,1.125,0.9593980491793986,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,56,2.4762372355197746,0.8829069789648056,0.3926336026787758,nan,0.02494855225086212,0.0,1000.0,0.0,nan,0,3,0,69,2.476237235519775,0.0,0.08263473832561953,0.0,0.21428571428571427,0.0,0.9385013686759132,0.0,1.2870499747140067,0.0,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.959186135817161,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,57,2.5228955996813527,0.8830139782428742,0.39183273845911026,nan,0.024752584352557148,0.0,1000.0,0.0,nan,0,4,0,314,2.5228955996813522,0.0,0.06933831576994498,0.0,0.14285714285714285,0.0,0.5684481486678123,0.0,0.7307830601930618,0.0,2.5228955996813522,4.440892098500626e-16,1.155,0.9582527836355077,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,58,2.5710493373515257,0.8831603767871856,0.3912214317321777,nan,0.024386786913964897,0.0,1000.0,0.0,nan,0,9,0,417,2.5710493373515257,0.0,0.07961781969019663,0.0,0.28125,0.0,0.7406938215717673,0.0,0.8795138914138079,0.0,2.5710493373515257,0.0,1.1700000000000002,0.9570610124375285,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,59,2.620779036985648,0.8832885769605636,0.3905431089401245,nan,0.024516015354058018,0.0,1000.0,0.0,nan,0,6,0,176,2.6207790369856485,0.0,0.08253779514745796,0.0,0.2608695652173913,0.0,0.8142073387685029,0.0,1.0781794786453247,0.0,2.6207790369856485,4.440892098500626e-16,1.185,0.9565314346289238,0.0
