algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,krum_score_honest,krum_score_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,2.8285507590435177,0.8712679781516393,0.47141198694705966,nan,0.9128455917040507,6.783265545368194,1000.0,0.0,nan,0,30720,0,210,1.1544246594111125,1.1675999835133553,1.3298448372827396,2.762323503530023,0.6121856927871704,16.508183410763742,1.1544246594111125,1.1675999835133553,260.2178558349609,263.5048783874512,0.8455753405888875,0.8324000164866447,260.2178558349609,263.5048783874512,6083.871213839845,624.960474570751,1.9028363037816531,0.9889861228630696,0.8333192251449407,1.1666807748550592,113.2084870300293,432.50032624349575
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,2.8435795854716077,0.8723666463295618,0.46477622161308924,nan,0.8479458192984263,6.839544808864593,1000.0,0.0,nan,0,30650,0,208,1.07273530960083,1.1764933785796166,1.3747577973341427,2.7750298023509274,0.6350674231847128,15.156790010333062,1.07273530960083,1.1764933785796166,241.96210479736328,265.4525333404541,0.9272646903991699,0.8235066214203834,241.96210479736328,265.4525333404541,5862.272860904821,623.3978634665613,1.9348665993408565,0.9670738095864407,0.8293797196644657,1.1706202803355343,111.98810385131836,390.05369404834016
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,2.85997254138194,0.8732223119338354,0.45873488903045656,nan,1.0208801948107207,6.894811515808105,1000.0,0.0,nan,0,30684,0,210,1.138968444787539,1.1844307470321656,1.407052856001427,2.787393255383867,0.7575351458329421,19.048446639180185,1.138968444787539,1.1844307470321656,257.03511399489184,267.18649986267087,0.861031555212461,0.8155692529678344,257.03511399489184,267.18649986267087,6249.515396854854,610.2431975244441,1.959189015754403,0.9516394788570631,0.8183439474710277,1.1816560525289723,113.55751290893555,406.58467932800386
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,2.8722739897392513,0.8739689793189367,0.45349212755759555,nan,1.0505460395532495,6.907791862487793,1000.0,0.0,nan,0,31155,0,213,1.1665066340390373,1.196308286488056,1.433330700993879,2.7992016375891704,0.6350283131879919,25.082252497673036,1.1665066340390373,1.196308286488056,263.36272116268384,269.8181085205078,0.8334933659609627,0.8036917135119438,263.36272116268384,269.8181085205078,6708.492081828617,601.8842297336308,1.9796790756319955,0.9393629229368675,0.8060264051784568,1.193973594821543,116.88157592773437,468.8424226756254
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,2.8826219074193515,0.8747539782524109,0.44851570506890615,nan,1.062516706831315,6.871028139591217,1000.0,0.0,nan,0,31024,0,214,1.107654753853293,1.212854516506195,1.4599544237702706,2.8103723180770532,0.7919536057640525,11.711755974292755,1.107654753853293,1.212854516506195,249.81091936896829,273.57769065856934,0.892345246146707,0.787145483493805,249.81091936896829,273.57769065856934,6560.859794470258,593.4419562843409,2.0001215814929836,0.926281798315455,0.7953869395541705,1.2046130604458294,117.92464752197266,460.44601552572516
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,2.893017617969787,0.8754999768733979,0.443648805419604,nan,0.9503015540540218,6.929740099906922,1000.0,0.0,nan,0,31206,0,212,1.1669424008578062,1.2175605615973473,1.479951371252592,2.8213173446112796,0.6335924230515957,9.532305658757686,1.1669424008578062,1.2175605615973473,262.9965467453003,274.70180145263674,0.8330575991421938,0.7824394384026527,262.9965467453003,274.70180145263674,7084.480194958098,593.2693023215826,2.0164977605960672,0.916985221231206,0.7861889317907669,1.2138110682092331,118.2966100769043,464.01108716729215
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,2.905927302491513,0.876019976735115,0.43961221804221473,nan,1.0003523609854958,6.945805261135101,1000.0,0.0,nan,0,31285,0,219,1.1655427285216071,1.226325470805168,1.5191438666873758,2.831951570573236,0.5295255617661909,10.48140539944172,1.1655427285216071,1.226325470805168,262.96200284090907,276.55648094177246,0.8344572714783929,0.7736745291948318,262.96200284090907,276.55648094177246,7106.951240815267,590.7145261126966,2.0442669482417197,0.893451237603433,0.7796980441959055,1.2203019558040946,122.19292050170898,548.9916650409502
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,2.917543740186708,0.876636643409729,0.43566735555728275,nan,1.2303893367449443,6.900060172080994,1000.0,0.0,nan,0,30683,0,205,1.1697268436352413,1.2411237707734109,1.5325183900902088,2.84211308179977,1.2560107310612996,19.19929625749588,1.1697268436352413,1.2411237707734109,263.5009129842122,280.00495094299316,0.8302731563647588,0.7588762292265891,263.5009129842122,280.00495094299316,7319.673670481944,584.6137581686779,2.0563562667740336,0.8876125215409347,0.7629175647249762,1.2370824352750238,118.32600228881836,409.5176713590378
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,2.9273323388745593,0.8771909777323404,0.4320146202047666,nan,1.1637196770081153,6.860553162097931,1000.0,0.0,nan,0,30647,0,209,1.0921801970555232,1.2544201132655144,1.5587428241420718,2.8518601292514205,0.8489323946145865,16.090293553471565,1.0921801970555232,1.2544201132655144,246.29624352088342,282.931153717041,0.9078198029444768,0.7455798867344856,246.29624352088342,282.931153717041,7030.682297715975,579.6225724102583,2.075989746185811,0.8717227451416706,0.7554818534515273,1.2445181465484727,119.57616381835938,414.6467687047187
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,2.9382661263026577,0.8776693101723989,0.4287017515301704,nan,1.1587287137905757,6.853686158657074,1000.0,0.0,nan,0,30602,0,208,1.1723812023798625,1.2634853020310401,1.5783583683225344,2.8613614007883528,0.6708139677842458,19.194927073717118,1.1723812023798625,1.2634853020310401,264.3224627176921,285.03840255737305,0.8276187976201376,0.7365146979689599,264.3224627176921,285.03840255737305,7363.164490116283,579.4888227132235,2.091559581308862,0.8601396599598564,0.7416715337982718,1.2583284662017282,120.35910012817382,408.5114768480802
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,2.9481001120308807,0.8780516439676285,0.4259744398792585,nan,1.249889868756999,6.899464447498321,1000.0,0.0,nan,0,32136,0,220,1.1969290919925855,1.266350401043892,1.5924623336797679,2.8707766840677085,0.7555074484451957,5.889068481326103,1.1969290919925855,1.266350401043892,270.1682354470958,285.649051361084,0.8030709080074144,0.733649598956108,270.1682354470958,285.649051361084,7749.318819612353,566.6549610595367,2.103788073834944,0.8531903787928989,0.7408096442842698,1.2591903557157302,126.687359375,583.1306501259829
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,2.9582460373500696,0.878532311518987,0.42297806521256764,nan,1.14653775592645,6.850689008235931,1000.0,0.0,nan,0,30566,0,208,1.1901245067516963,1.2787178343534469,1.6058855808293921,2.879877250081378,0.8213538477818171,26.416730545163155,1.1901245067516963,1.2787178343534469,268.2644971211751,288.4049900817871,0.8098754932483038,0.721282165646553,268.2644971211751,288.4049900817871,7949.141157772993,573.0092441114837,2.1154822485301867,0.8460101565968037,0.726296882303256,1.2737031176967442,121.80034396362305,419.98308543114535
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,2.970172856546066,0.8789473104476929,0.4201368426283201,nan,0.9412535056471825,6.677154085636139,1000.0,0.0,nan,0,30724,0,206,1.1765511284271877,1.3035054993629456,1.625518615459187,2.8883467967430887,0.6482545137405396,21.075312414765357,1.1765511284271877,1.3035054993629456,265.1204261779785,294.1373393249512,0.8234488715728124,0.6964945006370544,265.1204261779785,294.1373393249512,8445.821926250364,565.9959641757182,2.1306498879727473,0.8330704973834484,0.7036805971051162,1.2963194028948837,124.01782595825195,429.09811190029615
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,2.9816849270872248,0.8793586458762487,0.41768768906593323,nan,1.1950270912863992,6.652327079772949,1000.0,0.0,nan,0,30062,0,206,1.1859502683986316,1.312170724272728,1.6449795450698554,2.8966417018898083,0.6382177092812278,33.364590940475466,1.1859502683986316,1.312170724272728,267.4221940474077,296.1430534362793,0.8140497316013683,0.687829275727272,267.4221940474077,296.1430534362793,8183.5982691100535,571.7692925783554,2.1456444077978367,0.8196494641084767,0.6944094890666799,1.3055905109333201,124.34050964355468,408.74687895176334
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,2.991889135924037,0.8795879779259363,0.41569032162427905,nan,1.201556292672952,6.520500888824463,1000.0,0.0,nan,0,31182,0,220,1.2536212528745334,1.3313589870929718,1.6526768426508724,2.9045120100756527,0.68519235526522,10.899146135151387,1.2536212528745334,1.3313589870929718,283.019339243571,300.2285417175293,0.7463787471254667,0.6686410129070282,283.019339243571,300.2285417175293,8856.847174671379,564.9114344222153,2.153410909620784,0.8167722092636553,0.6769700558590037,1.3230299441409963,133.67634497070313,651.0932381531122
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,3.0030514163180846,0.8799516447385152,0.41337567279736204,nan,1.1715644231209388,6.494772651195526,1000.0,0.0,nan,0,30449,0,209,1.145340153804192,1.3391587559878826,1.6661729196604471,2.912231802808526,0.8846564247057989,15.181813171505928,1.145340153804192,1.3391587559878826,258.11656541090747,301.99950286865237,0.8546598461958078,0.6608412440121174,258.11656541090747,301.99950286865237,8233.446470238789,575.9787400142873,2.1645964729196785,0.8081813461991271,0.6726705483707464,1.3273294516292535,127.51083184814453,444.46110423192346
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,3.012821443940271,0.8802639772494634,0.41132124642531076,nan,1.3314131895701091,6.366312673091889,1000.0,0.0,nan,0,30856,0,210,1.1847637097040813,1.3569591218233108,1.6797619699108572,2.9196783258370336,1.5220611453056336,9.688453139662743,1.1847637097040813,1.3569591218233108,266.957725016276,306.09208099365236,0.8152362902959188,0.6430408781766892,266.957725016276,306.09208099365236,8703.343374998836,576.4844593420712,2.1757285122813275,0.7992623649014131,0.6550545115803563,1.3449454884196437,130.44556414794923,491.69408498679354
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,3.0230576737966532,0.8803939771652222,0.4099827370047569,nan,1.564026627851569,6.332778798341751,1000.0,0.0,nan,0,31208,0,218,1.1943063373151033,1.364795288592577,1.6812184506359846,2.926984938733849,1.7413198222284731,7.6614718651771545,1.1943063373151033,1.364795288592577,269.3859425420346,307.85416290283206,0.8056936626848967,0.6352047114074231,269.3859425420346,307.85416290283206,8821.280650278077,584.6346840488322,2.1795250458751307,0.8017543281831918,0.6527887736468038,1.3472112263531963,135.5334185180664,639.6327835323244
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,3.0323780617019445,0.8806989779074986,0.40807974408070247,nan,1.128533009971891,6.313507670164109,1000.0,0.0,nan,0,31106,0,210,1.1847033415521895,1.3708365514874459,1.6946300512499501,2.934170902739065,1.2056135279791695,6.595321635007858,1.1847033415521895,1.3708365514874459,266.784665788923,309.3204946899414,0.8152966584478106,0.6291634485125541,266.784665788923,309.3204946899414,9009.536607533708,586.2207803753178,2.1904463918455956,0.7925288522501319,0.6413403874802812,1.3586596125197188,131.1981685180664,486.7553371610709
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,3.040280062950512,0.8807439788182576,0.4067666685581207,nan,1.4098312424288855,6.1743028247356415,1000.0,0.0,nan,0,31008,0,216,1.1693593594763014,1.3885122822225093,1.7146324028659081,2.9410716200030693,0.8399907714790769,12.165252088308334,1.1693593594763014,1.3885122822225093,263.4137251112196,313.276385345459,0.8306406405236986,0.6114877177774907,263.4137251112196,313.276385345459,8631.870480082775,588.7075911528023,2.2052080897207724,0.7768167598702866,0.6295829132335995,1.3704170867664005,134.7934482421875,546.2303737441008
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,3.0470678255540586,0.8809323126077652,0.4053413352370262,nan,1.2485229737228818,6.0499701809883115,1000.0,0.0,nan,0,31099,0,213,1.2062237924999661,1.4042873096466064,1.7345126323481361,2.9477439853599656,0.5736950702137418,13.200835006833076,1.2062237924999661,1.4042873096466064,271.8732969495985,316.8338980102539,0.7937762075000339,0.5957126903533936,271.8732969495985,316.8338980102539,9355.772625112702,593.2561975046581,2.219805173552868,0.760453983897423,0.6120665587416483,1.3879334412583517,136.52099789428712,574.1102935059206
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,3.0546806707655474,0.8810476434230804,0.4042719223101934,nan,1.4587333486193703,5.8554860663414,1000.0,0.0,nan,0,31569,0,217,1.2305071637743996,1.4266102854907512,1.7357327219183667,2.9540887033686056,1.1191452514557612,6.658083834052086,1.2305071637743996,1.4266102854907512,277.9076872326079,321.7570193481445,0.7694928362256005,0.5733897145092487,277.9076872326079,321.7570193481445,9535.875620444262,596.3934324350779,2.223075114498462,0.7626253403771682,0.592023947794513,1.4079760522054872,140.37493060302734,639.0641490326902
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,3.0626068989697197,0.8814109792311986,0.4026324903964996,nan,1.442032678560777,5.7904748797416685,1000.0,0.0,nan,0,30773,0,205,1.204671409997073,1.435920349508524,1.7426358575970358,2.9603341200606827,2.9377755468541924,5.484336433410644,1.204671409997073,1.435920349508524,271.2799987792969,323.9971076965332,0.7953285900029269,0.564079650491476,271.2799987792969,323.9971076965332,9691.11094600223,606.6006577712678,2.2297151625824947,0.7585313696734983,0.5761352824091346,1.4238647175908654,135.5670030517578,455.8447039205563
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,3.069529216192163,0.8812973103920618,0.4019636429349581,nan,1.6189757760833292,5.730483275651932,1000.0,0.0,nan,0,31542,0,214,1.2021603829720442,1.4444842863082885,1.7562422483380669,2.9664494560770684,1.1099368088385637,2.982478948831558,1.2021603829720442,1.4444842863082885,271.12928682215073,325.74529708862303,0.7978396170279559,0.5555157136917114,271.12928682215073,325.74529708862303,8932.665341464824,608.1163970118981,2.2403251314336674,0.7477425461557224,0.5744996139530762,1.4255003860469238,139.51651458740236,546.9571804145633
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,3.0763339350190115,0.8815789779027303,0.40058462470769884,nan,1.3915707198056309,5.557430964708328,1000.0,0.0,nan,0,30388,0,208,1.3133959065784107,1.4637501059472562,1.756688204587671,2.9723524964141204,1.260070258920843,11.150171627998352,1.3133959065784107,1.4637501059472562,296.21626420454544,330.1461389160156,0.6866040934215892,0.5362498940527439,296.21626420454544,330.1461389160156,10423.49273567036,613.7770120241979,2.2429539213182506,0.7499416068662711,0.5440882646359538,1.455911735364046,138.57521337890626,474.82764499442703
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,3.082750523359639,0.8817726439237594,0.3993946475783984,nan,1.77899000861428,5.447784445285797,1000.0,0.0,nan,0,30484,0,204,1.2273921695622532,1.4766342694312333,1.7573475068317472,2.978079426692559,3.9888979738408867,10.868678133487702,1.2273921695622532,1.4766342694312333,277.1251498135653,333.1433555603027,0.772607830437747,0.5233657305687666,277.1251498135653,333.1433555603027,9479.32208617872,618.7205949449857,2.2456402747760715,0.7520217574623262,0.5363593945429789,1.4636406054570212,139.35409552001954,456.03332387392607
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,2.239547937131616,0.8817223125696182,0.39879888743162156,0.8574733959783974,1.5262831236634935,5.428516976833343,1000.0,0.6775750063083443,1.0,30340,466,71,139,1.2015107018607003,0.0,1.7707384784429836,0.0,0.7736567684582302,11.22758130311966,1.2015107018607003,0.0,271.01442173549106,0.0,0.7984892981392997,0.0,271.01442173549106,0.0,9725.735664445601,0.0,1.7707384784429836,0.569987129171365,0.7984892981392997,1.2015107018607003,12.647339680989583,453.8676643407947
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,2.239547937131616,0.8819539793332418,0.3978217914700508,0.9722616610845198,1.514626058665189,7.249801397323608,1000.0,0.6022846787076006,1.0,30327,381,57,149,1.1970677917653865,0.0,1.777661503269696,0.0,1.7797799760645086,9.273687863349915,1.1970677917653865,0.0,270.0630534778942,0.0,0.8029322082346136,0.0,270.0630534778942,0.0,10056.228698087762,0.0,1.777661503269696,0.5609594956971875,0.8029322082346136,1.1970677917653865,9.90231196085612,368.72838559655116
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,2.239547937131616,0.8819929760694504,0.3971363472938538,0.8971358873144639,1.6141997896707976,9.287152218818665,1000.0,0.5841166002164765,1.0,30328,443,72,137,1.1728774767655592,0.0,1.7910367644205132,0.0,1.2294393411049476,13.95840023636818,1.1728774767655592,0.0,264.71007244403546,0.0,0.8271225232344407,0.0,264.71007244403546,0.0,9476.168075155081,0.0,1.7910367644205132,0.5420235042615642,0.8271225232344407,1.1728774767655592,11.470769805908203,410.63394992338687
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,2.239547937131616,0.8821416455507278,0.3962162084380786,0.8978694722129058,1.2228457580010097,11.235200703144073,1000.0,0.6851267244874255,1.0,30236,462,119,89,1.2266949340701103,0.0,1.7979767924331471,0.0,0.6789421886205673,20.679597282111644,1.2266949340701103,0.0,276.2836380004883,0.0,0.7733050659298897,0.0,276.2836380004883,0.0,10879.136821070651,0.0,1.7979767924331471,0.5322298176412213,0.7733050659298897,1.2266949340701103,11.051345520019531,435.1654728428261
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,2.239547937131616,0.882191643913587,0.39575643012921013,0.9066271951194274,1.6120066905722898,14.644629464149475,1000.0,0.5472425539425069,1.0,30490,590,38,176,1.2306936085224152,0.0,1.7989022096211746,0.0,1.642879927859587,10.472916807532311,1.2306936085224152,0.0,277.6277295280905,0.0,0.7693063914775848,0.0,277.6277295280905,0.0,10688.569008728053,0.0,1.7989022096211746,0.532516054087498,0.7693063914775848,1.2306936085224152,15.732238006591796,605.6855771612564
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,2.239547937131616,0.8823413105805715,0.3950456530849139,0.9350743765580631,1.5463318733068614,14.74254918575287,1000.0,0.6099313404354538,1.0,30222,380,92,118,1.2205159893402686,0.0,1.7996963236257146,0.0,1.794225656069242,22.162782237529754,1.2205159893402686,0.0,275.01139362041766,0.0,0.7794840106597314,0.0,275.01139362041766,0.0,10421.92191454972,0.0,1.7996963236257146,0.5327449290283546,0.7794840106597314,1.2205159893402686,11.917160390218099,451.6166162971545
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,2.239547937131616,0.8825763106346131,0.3940844549735387,0.9452103906874797,1.1860211312770843,15.47859382867813,1000.0,0.6283846467314025,1.0,30105,255,103,103,1.2092177271842957,0.0,1.806546838053251,0.0,1.0274661540985108,22.777007989287377,1.2092177271842957,0.0,273.01013336181643,0.0,0.7907822728157043,0.0,273.01013336181643,0.0,11257.499890434032,0.0,1.806546838053251,0.5226401384011282,0.7907822728157043,1.2092177271842957,9.100337778727214,375.2499963478011
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,2.239547937131616,0.8826773118972778,0.39343356947104136,0.8459826242307452,1.3157931417226791,17.17781118631363,1000.0,0.34848472625342214,1.0,30277,561,79,139,1.1517694979906081,0.0,1.83301144134248,0.0,0.7385682344436646,14.112286552488804,1.1517694979906081,0.0,259.80461502075195,0.0,0.8482305020093918,0.0,259.80461502075195,0.0,10845.15478194771,0.0,1.83301144134248,0.4789289645352545,0.8482305020093918,1.1517694979906081,17.32030766805013,723.0103187965138
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,2.239547937131616,0.8827026438713074,0.3929221738378207,0.9023953653682456,1.3606713190674782,18.418643803596495,1000.0,0.48179312583423717,1.0,30618,938,67,153,1.2153942435979843,0.0,1.8469294407568775,0.0,0.7374541610479355,16.44487941503525,1.2153942435979843,0.0,274.17238426208496,0.0,0.7846057564020157,0.0,274.17238426208496,0.0,11356.0118186776,0.0,1.8469294407568775,0.4550841455402477,0.7846057564020157,1.2153942435979843,21.933790740966796,908.480945494208
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,2.239547937131616,0.8829016458988189,0.39219437539577484,0.9110070561523362,1.2658647139867147,20.332478139400482,1000.0,0.5078047389651081,1.0,30271,421,72,138,1.2472656647364297,0.0,1.8539489007763401,0.0,1.2337635278701782,22.530182350873947,1.2472656647364297,0.0,281.4532084147135,0.0,0.7527343352635701,0.0,281.4532084147135,0.0,11781.908124067653,0.0,1.8539489007763401,0.4425121400864227,0.7527343352635701,1.2472656647364297,14.072660420735676,589.0954062033827
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,2.239547937131616,0.8829686454931895,0.3918321034312248,0.9374447875206483,1.7269794295231502,23.46077542543411,1000.0,0.6649371048513514,1.0,30294,401,73,136,1.265218769510587,0.0,1.8545402863549543,0.0,2.787777582804362,23.016291106939317,1.265218769510587,0.0,284.9357147216797,0.0,0.7347812304894129,0.0,284.9357147216797,0.0,11087.76608143162,0.0,1.8545402863549543,0.4426601023639745,0.7347812304894129,1.265218769510587,11.397428588867188,443.51064325726475
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,2.239547937131616,0.8829349782069524,0.3916960035761197,0.8405714430424642,1.6000944785773754,26.732368779182433,1000.0,0.42602721891669093,1.0,30171,419,101,111,1.234195239841938,0.0,1.8616198745358405,0.0,1.4064966067671776,34.422890560030936,1.234195239841938,0.0,278.1852960586548,0.0,0.765804760158062,0.0,278.1852960586548,0.0,11501.909378480297,0.0,1.8616198745358405,0.42965458579770255,0.765804760158062,1.234195239841938,14.836549123128256,613.4351668522825
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,2.239547937131616,0.8829023118813832,0.39135520964860915,0.9292702870919779,1.5103758238255978,31.072336111068726,1000.0,0.544555577350815,1.0,30445,555,47,165,1.183077860623598,0.0,1.875143619808542,0.0,1.3365787267684937,13.075940704345703,1.183077860623598,0.0,266.8531541824341,0.0,0.8169221393764019,0.0,266.8531541824341,0.0,11119.096785102885,0.0,1.875143619808542,0.4018517507508249,0.8169221393764019,1.183077860623598,14.232168223063152,593.0184952054872
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,2.239547937131616,0.8828429780403773,0.39133834818998975,0.8854522462110084,1.5045783582486605,31.96949372768402,1000.0,0.5544029137814325,1.0,30481,674,60,155,1.2799167601685775,0.0,1.8760572742649655,0.0,1.4792198319184153,13.602059854269028,1.2799167601685775,0.0,288.7306671142578,0.0,0.7200832398314225,0.0,288.7306671142578,0.0,12099.499325376666,0.0,1.8760572742649655,0.4020337128783132,0.7200832398314225,1.2799167601685775,18.286275583902995,766.3016239405221
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,2.239547937131616,0.8826823111375173,0.39168740997711815,0.9235906766053744,1.834875249200397,33.135702085495,1000.0,0.7200042102861554,1.0,30893,962,15,200,1.249748597542445,0.0,1.8831724847827878,0.0,2.455163690778944,6.0927572423219685,1.249748597542445,0.0,282.11763254801434,0.0,0.7502514024575552,0.0,282.11763254801434,0.0,11856.805715377075,0.0,1.8831724847827878,0.38732814292041834,0.7502514024575552,1.249748597542445,16.92705795288086,711.4083429226246
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,2.239547937131616,0.8826189784208933,0.39158765296141307,0.8942662763289692,1.5860589617177059,33.460521969795224,1000.0,0.6443761172790833,1.0,30575,757,59,157,1.2299892494553013,0.0,1.8841985279683255,0.0,1.699763574098286,12.645173909068108,1.2299892494553013,0.0,277.12604562859786,0.0,0.7700107505446986,0.0,277.12604562859786,0.0,11943.893370928692,0.0,1.8841985279683255,0.38752478436296417,0.7700107505446986,1.2299892494553013,17.551316223144532,756.4465801588173
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,2.239547937131616,0.8825839779774348,0.3915322889884313,0.888546029024114,1.7605268768966198,34.06702514410019,1000.0,0.5134611366681948,1.0,30360,574,94,118,1.2348873242735863,0.0,1.8850882297874376,0.0,2.29984050989151,16.86711060523987,1.2348873242735863,0.0,278.59643363952637,0.0,0.7651126757264137,0.0,278.59643363952637,0.0,11476.178769882068,0.0,1.8850882297874376,0.3877326678913906,0.7651126757264137,1.2348873242735863,14.858476460774739,612.0628677270437
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,2.239547937131616,0.8825029784440994,0.3918010072906812,0.8369847240198195,1.5162403643131257,36.22391729354858,1000.0,0.4505826041967677,1.0,30383,630,71,146,1.2385556429624558,0.0,1.904986435123064,0.0,0.8084849208593369,12.638017362356186,1.2385556429624558,0.0,279.3282188415527,0.0,0.7614443570375442,0.0,279.3282188415527,0.0,12025.14693096829,0.0,1.904986435123064,0.33847785575693495,0.7614443570375442,1.2385556429624558,18.621881256103517,801.6764620645525
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,2.239547937131616,0.8823776443799337,0.3922704553604126,0.8267142779775113,1.8231660752069383,37.55874323606491,1000.0,0.5682209597695576,1.0,30675,824,23,194,1.2393647659392584,0.0,1.9123586540509943,0.0,1.4865220217477708,6.085491570234299,1.2393647659392584,0.0,279.56786673409596,0.0,0.7606352340607416,0.0,279.56786673409596,0.0,11931.101480352107,0.0,1.9123586540509943,0.320266358067103,0.7606352340607416,1.2393647659392584,19.569750671386718,835.1771036246475
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,2.239547937131616,0.8826453105608623,0.3913192491730054,0.9888851324789684,1.2733860479460821,38.10111529588699,1000.0,0.4347543228899161,1.0,30096,263,121,82,1.2191586428218417,0.0,1.919101339773521,0.0,4.13916818300883,16.032271717786788,1.2191586428218417,0.0,275.2378167046441,0.0,0.7808413571781583,0.0,275.2378167046441,0.0,12228.97763326681,0.0,1.919101339773521,0.3005975530650256,0.7808413571781583,1.2191586428218417,8.257134501139323,366.8693289980043
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,2.239547937131616,0.8826809769868851,0.39106622328360874,0.9396491228070175,1.7911016643047333,40.47791509151459,1000.0,0.3331326929218977,1.0,29892,138,155,47,1.2627056613564491,0.0,1.9194636515332097,0.0,3.260927230119705,92.02960075378418,1.2627056613564491,0.0,285.4765510559082,0.0,0.7372943386435509,0.0,285.4765510559082,0.0,12551.504166749046,0.0,1.9194636515332097,0.3006630434120882,0.7372943386435509,1.2627056613564491,7.612708028157552,334.7067777799746
