algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,krum_score_honest,krum_score_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,10,2.545225262821684,0.8379729809363683,0.7248825806379319,nan,0.8209091895505002,4.532929067611694,1000.0,0.0,nan,0,31819,0,215,1.0251122368009467,1.067818681895733,0.834323736124186,2.4968956173868864,0.630006426259091,1.5345467269420623,1.0251122368009467,1.067818681895733,231.3899335359272,240.81868774414062,0.9748877631990533,0.9321813181042671,231.3899335359272,240.81868774414062,2495.912133362171,1285.5268688028873,1.4993524886292662,1.1005711491592842,0.9358864434777874,1.0641135565222126,105.12029257202148,609.0554085889172
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,11,2.5721136577326695,0.8432323122024536,0.6834537810087205,nan,0.9401716689268748,4.852238050699234,1000.0,0.0,nan,0,31467,0,213,1.04328872429,1.0639052456617355,0.8868449558398299,2.5266352898389504,0.63055110639996,5.77436309993267,1.04328872429,1.0639052456617355,235.34654998779297,240.00534759521486,0.9567112757099999,0.9360947543382645,235.34654998779297,240.00534759521486,2785.2175579744476,1182.7781595101985,1.5427610894394783,1.0958083224029316,0.937797035919417,1.062202964080583,104.47461483764648,573.3790958911595
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,12,2.5989084190083136,0.8474446487426758,0.6491914586226145,nan,0.9579020521857522,5.123483409881592,1000.0,0.0,nan,0,30495,0,205,1.0558159134604714,1.0664501136541367,0.9193918226878716,2.5538976373059734,0.6304840553890575,13.532556843757629,1.0558159134604714,1.0664501136541367,237.9269228848544,240.49012321472168,0.9441840865395286,0.9335498863458633,237.9269228848544,240.49012321472168,3035.811223489813,1074.2759645461688,1.5731941485351124,1.095133326762705,0.9341042759294194,1.0658957240705806,101.43044158935547,496.49823273524333
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,13,2.6214300725728643,0.8509196430444718,0.6207381896177928,nan,0.9327110718278324,5.3264448142051695,1000.0,0.0,nan,0,30762,0,214,1.0752181551035713,1.0780835503339767,0.9590439705035061,2.5770434362897015,0.676566457047182,18.19402324974537,1.0752181551035713,1.0780835503339767,242.44646319221047,243.29756881713868,0.9247818448964287,0.9219164496660233,242.44646319221047,243.29756881713868,3334.0594483198015,974.4194772514305,1.6062437568179844,1.0903472318566594,0.9221409276333822,1.0778590723666177,105.56220727539062,503.12581214344544
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,2.6438588704105452,0.8542959779500962,0.5962020409107208,nan,1.007331755426195,5.51360687494278,1000.0,0.0,nan,0,30428,0,204,1.0594758921199374,1.0890438601374626,0.9850998437556178,2.5981573494770513,1.2579752604166667,14.440194987356662,1.0594758921199374,1.0890438601374626,239.52830166286893,245.60858100891113,0.9405241078800626,0.9109561398625374,239.52830166286893,245.60858100891113,3548.608847945086,906.0178237770466,1.6303228460441912,1.0886230346049146,0.9122294016431963,1.0877705983568036,102.55494183349609,426.2820887738302
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,2.667463367643508,0.8570159792900085,0.5753748005628586,nan,1.0037979781627655,5.737410039901733,1000.0,0.0,nan,0,31039,0,211,1.0822844207286835,1.09129668623209,1.0245502659306445,2.618313416962551,0.6302113272249699,11.162455739676952,1.0822844207286835,1.09129668623209,243.71123027801514,246.1839744567871,0.9177155792713165,0.90870331376791,243.71123027801514,246.1839744567871,3866.723587388906,851.9478934857241,1.662055526343407,1.0813626971489383,0.9093708889903845,1.0906291110096153,106.27234915161132,464.5143121907346
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,2.689708930663304,0.8594906453291575,0.5572291312615076,nan,1.082920713858171,5.951156849861145,1000.0,0.0,nan,0,30797,0,205,1.071264993060719,1.0930816608667373,1.0445633366930607,2.63776229349172,0.9974683143875815,21.356256747245787,1.071264993060719,1.0930816608667373,241.93566478382456,246.59290374755858,0.9287350069392811,0.9069183391332626,241.93566478382456,246.59290374755858,4062.955064154096,803.8986359640661,1.6818429194125242,1.0807733810607125,0.9080557009620124,1.0919442990379875,103.95974612426758,410.94446579701656
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,2.704830924864083,0.8615229763587315,0.5415670084953308,nan,0.8348524458706379,6.009155762195587,1000.0,0.0,nan,0,30842,0,212,1.0934633314609528,1.1159932488203048,1.0960064621401209,2.65502880450144,0.6692089512944221,13.014296329021454,1.0934633314609528,1.1159932488203048,246.84090614318848,251.74662857055665,0.9065366685390472,0.8840067511796952,246.84090614318848,251.74662857055665,4350.347443663011,767.7282264908575,1.7196153990846488,1.0656896379012764,0.8856756339470545,1.1143243660529454,108.59756042480468,446.30240879355944
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,2.72698656964645,0.8635446439186732,0.5277510797977447,nan,0.9004016444087029,6.224922821521759,1000.0,0.0,nan,0,30647,0,211,1.1160632148385048,1.1134730914235116,1.1411273830517075,2.672238677507961,0.6207691170275211,23.249790071845055,1.1160632148385048,1.1134730914235116,251.60619163513184,251.16054496765136,0.8839367851614952,0.8865269085764885,251.60619163513184,251.16054496765136,4671.98821803132,745.6114874927595,1.7535719008342086,1.052056194397592,0.8863350475827853,1.1136649524172146,108.51561611938476,447.748217974106
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,2.7484198547491854,0.8651976472139359,0.5156719659765562,nan,1.0344147736375982,6.298996133804321,1000.0,0.0,nan,0,30814,0,206,1.0839730988849292,1.1293064925074576,1.1733925992880534,2.6882338832580355,0.6343969377604398,13.798970885574818,1.0839730988849292,1.1293064925074576,244.5757196599787,254.71468437194824,0.9160269011150707,0.8706935074925423,244.5757196599787,254.71468437194824,4788.208980955129,716.670030035419,1.779329112876046,1.0429046358808607,0.8730568597667026,1.1269431402332974,107.26653958129883,392.0086095951805
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,2.7654934640593405,0.8667013138532639,0.5047355255484581,nan,0.8774731000264485,6.432474620342255,1000.0,0.0,nan,0,30523,0,209,1.092125912507375,1.1350286707282067,1.2061928710306888,2.703798803528098,0.6634883562723796,21.16677655518055,1.092125912507375,1.1350286707282067,246.06446329752603,255.99783447265625,0.9078740874926249,0.8649713292717933,246.06446329752603,255.99783447265625,5018.986711258796,696.0305239112267,1.8052352440296526,1.033006871802924,0.8679645449616188,1.132035455038381,109.78106768798828,428.9818109022546
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,2.7831363340147903,0.8680986456076304,0.49496449341376625,nan,1.0105633636315663,6.699611828327179,1000.0,0.0,nan,0,30602,0,208,1.125466341773669,1.121779895722866,1.2260582324202005,2.7200794507117116,0.7442047347625097,13.308040032684803,1.125466341773669,1.121779895722866,253.82136408487955,253.06126098632814,0.8745336582263311,0.8782201042771339,253.82136408487955,253.06126098632814,5347.8408646046,658.4096363112436,1.8236667197368048,1.0291683421666429,0.8780114375195414,1.1219885624804586,107.31621713256835,391.7120352750079
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,2.800515276647098,0.8693136449654897,0.4863140258193016,nan,1.0099864319751137,6.7533329439163206,1000.0,0.0,nan,0,31164,0,214,1.152714032875864,1.1354152032732963,1.258806148034216,2.7352759848452854,0.5770860784932187,13.472337473034859,1.152714032875864,1.1354152032732963,260.000513177169,256.1175969696045,0.8472859671241358,0.8645847967267036,260.000513177169,256.1175969696045,5629.793074206132,638.1491685461374,1.849394082758644,1.0180702992890034,0.8630839850260242,1.1369160149739757,112.32705828857422,469.19180423828794
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,2.8132815272706893,0.8703309792280197,0.47855998287598295,nan,1.0653960704803467,6.7392662191390995,1000.0,0.0,nan,0,30467,0,207,1.1026885096843426,1.1559495612978936,1.2974742075609045,2.7491692429834997,0.6298753710893484,27.96812666207552,1.1026885096843426,1.1559495612978936,248.34935701810397,260.75029121398927,0.8973114903156574,0.8440504387021065,248.34935701810397,260.75029121398927,5698.057175836977,643.5034203273132,1.8781522217299425,1.0023305345684366,0.8473011132137317,1.1526988867862684,110.7571997680664,405.55085470268665
