algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,V_agg_norm_honest,V_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,eps_n_honest,eps_n_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,93,4.183909721536838,0.7963823135693868,0.5815219243367513,0.9983606557377049,0.026114492677152157,nan,1000.0,0.8306451612903226,1.0,30408,511,0,123,0.43955801241099834,nan,0.04559279190972096,0.0,31.9375,152.04,4.183909721536838,0.0,0.76094651222229,nan,4.183909721536838,0.0,1.695,0.9358908857151295,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,94,4.231848489478358,0.7964256463448206,0.5817425890763601,1.0,0.027088054371151058,nan,1000.0,1.0,1.0,30316,416,0,54,0.48685638200153003,nan,0.04685792989385273,0.0,37.81818181818182,151.58,4.231848489478359,0.0,1.0059428756887263,nan,4.231848489478359,8.881784197001252e-16,1.71,0.9356002935971344,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,95,4.28080652274961,0.7963793126742045,0.5820840656757355,1.0,0.02960179206964217,nan,1000.0,0.9230769230769231,1.0,30556,657,0,191,0.4422307296803123,nan,0.04639175798822147,0.0,34.578947368421055,152.78,4.28080652274961,0.0,0.6608999936204207,nan,4.28080652274961,0.0,1.7249999999999999,0.9345507165696177,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,96,4.330812152917754,0.7962769804398219,0.5824271376927693,1.0,0.027464136946946383,nan,1000.0,1.0,1.0,30539,639,0,276,0.3690705604851246,nan,0.0421276255860128,0.0,31.95,152.695,4.330812152917754,0.0,0.5667951971292495,nan,4.330812152917754,0.0,1.7400000000000002,0.933060462923488,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,97,4.381894995878737,0.7965566458304724,0.5820965645710627,1.0,0.0264616326118509,nan,1000.0,0.9166666666666666,1.0,30567,668,0,153,0.4210440483358171,nan,0.04718040952079398,0.0,37.111111111111114,152.835,4.381894995878738,0.0,0.7510929372575548,nan,4.381894995878738,8.881784197001252e-16,1.7550000000000001,0.9322669181913913,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,98,4.434086025233358,0.7967039813597997,0.5821030503511428,1.0,0.025922044413164258,nan,1000.0,1.0,1.0,30139,239,0,30,0.5029107816517353,nan,0.04000712859442551,0.0,29.875,150.695,4.434086025233358,0.0,0.9987554997205734,nan,4.434086025233358,0.0,1.77,0.9321123532951231,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,99,4.4874176502831755,0.7968123118082683,0.5826452241341273,1.0,0.02709327933068077,nan,1000.0,1.0,1.0,30280,380,0,70,0.5007771278421084,nan,0.049927285494055416,0.0,31.666666666666668,151.4,4.487417650283176,0.0,0.9431878676017126,nan,4.487417650283176,8.881784197001252e-16,1.785,0.9317216065900525,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,100,4.5419237989440235,0.7969843139251073,0.5823180836439132,0.9980769230769231,0.025068217489336218,nan,1000.0,0.9962121212121212,1.0,30253,354,0,111,0.47137129093919483,nan,0.047511458974143564,0.0,25.285714285714285,151.265,4.5419237989440235,0.0,0.769534558057785,nan,4.5419237989440235,0.0,1.7999999999999998,0.9311475153051718,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,101,4.597640005893232,0.7970963122447332,0.5826138466596603,1.0,0.02584904059767723,nan,1000.0,1.0,1.0,30275,375,0,86,0.4314809487416194,nan,0.045134928209149265,0.0,28.846153846153847,151.375,4.597640005893232,0.0,0.7911677222985488,nan,4.597640005893232,0.0,1.8150000000000002,0.9307122449409432,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,102,4.65460350628586,0.7970593118667603,0.5829201157887777,0.9973365290464854,0.02683095305281527,nan,1000.0,0.8620967777937215,1.0,30753,859,0,114,0.4038372022264144,nan,0.04329471467804317,0.0,50.529411764705884,153.765,4.65460350628586,0.0,0.7359631447231069,nan,4.65460350628586,0.0,1.83,0.9301025425311708,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,103,4.712853335395463,0.7970783136288325,0.5831477546691894,0.9988851727982163,0.02640083297673199,nan,1000.0,0.9978021978021978,1.0,30512,613,0,159,0.43533211449782055,nan,0.04760526629702173,0.0,34.05555555555556,152.56,4.712853335395464,0.0,0.6946463783582052,nan,4.712853335395464,8.881784197001252e-16,1.845,0.9292432975923723,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,104,4.772430434556013,0.7967803142468135,0.5845680147409439,1.0,0.02716202971835931,nan,1000.0,1.0,1.0,30560,660,0,104,0.4097157001495361,nan,0.04136309719748008,0.0,44.0,152.8,4.772430434556013,0.0,0.7387226740519206,nan,4.772430434556013,0.0,1.8599999999999999,0.9287294557520482,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,105,4.833377763803692,0.7971446472406387,0.5835169682900111,1.0,0.027128325775265694,nan,1000.0,1.0,1.0,30067,167,0,26,0.5000388622283936,nan,0.04206452496927023,0.0,23.857142857142858,150.335,4.833377763803692,0.0,1.0131148270198278,nan,4.833377763803692,0.0,1.875,0.9285833827696833,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,106,4.895740421640309,0.7970773130655289,0.5839936618010203,1.0,0.026311502067579165,nan,1000.0,0.9090909090909091,1.0,30362,463,0,181,0.3525167769855923,nan,0.03812403462740119,0.0,25.72222222222222,151.81,4.895740421640309,0.0,0.5809028397003809,nan,4.895740421640309,0.0,1.8900000000000001,0.9276394464084098,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,107,4.959565772364041,0.7972963148355484,0.5838450558980306,0.9935691157459106,0.025244517368264496,nan,1000.0,0.9115713346482577,1.0,30398,502,0,132,0.4283645413815975,nan,0.04466658007308652,0.0,31.375,151.99,4.959565772364042,0.0,0.6847471967339516,nan,4.959565772364042,8.881784197001252e-16,1.905,0.9269737496125406,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,108,5.024903581438015,0.7973286461830139,0.584566290974617,0.9967914438502674,0.027098357987900574,nan,1000.0,0.9936862835959221,1.0,30405,507,0,62,0.5015417858958244,nan,0.048225162193285126,0.0,42.25,152.025,5.024903581438016,0.0,0.9653439521789551,nan,5.024903581438016,8.881784197001252e-16,1.92,0.9266410238460993,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,109,5.09180615939299,0.7972376485665639,0.584851232568423,0.9967713343666467,0.024993465568583745,nan,1000.0,0.8989940176833843,1.0,30918,1026,0,310,0.3760108993603633,nan,0.044862979159036434,0.0,39.46153846153846,154.59,5.09180615939299,0.0,0.5340086152920356,nan,5.09180615939299,0.0,1.935,0.9250299354281877,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,110,5.16032851478683,0.7972973122199376,0.5855042795340221,0.9996890547263682,0.026064719539135695,nan,1000.0,0.9993811881188119,1.0,30644,745,0,325,0.34076306596398354,nan,0.04080842516359101,0.0,31.041666666666668,153.22,5.160328514786829,0.0,0.533668652176857,nan,5.160328514786829,8.881784197001252e-16,1.95,0.9234030442117166,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,111,5.207853168736674,0.7973759796222051,0.5854069254795711,0.975920216207986,0.027536938233034953,nan,1000.0,0.7848648207138773,1.0,30322,427,0,97,0.41880946925708223,nan,0.04695092166408526,0.0,30.5,151.61,5.207853168736674,0.0,0.7490928300789425,nan,5.207853168736674,0.0,1.965,0.9228945955809432,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,112,5.252493593221522,0.797583644191424,0.5854430973529816,0.9990281827016521,0.024639403447508812,nan,1000.0,0.9980694980694981,1.0,30247,348,0,23,0.4931226931512356,nan,0.04031811586560444,0.0,43.5,151.235,5.252493593221522,0.0,1.0623448565602303,nan,5.252493593221522,0.0,1.98,0.9228111958164611,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,113,5.297900042856843,0.7977339792251587,0.585829295317332,0.998062015503876,0.02631383331026882,nan,1000.0,0.9195804195804196,1.0,30261,363,0,138,0.34722334519028664,nan,0.04010241408070392,0.0,22.6875,151.305,5.297900042856843,0.0,0.6048987247049809,nan,5.297900042856843,0.0,1.995,0.9221390182733266,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.7972846454381943,0.5865565462907155,0.9989462592202318,0.026118454709649085,nan,1000.0,0.997920997920998,1.0,30662,763,0,107,0.4673065404097239,nan,0.039689500012965076,0.0,50.86666666666667,153.31,5.344087390883104,0.0,0.7266331354777018,nan,5.344087390883104,8.881784197001252e-16,2.01,0.9216109637713517,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.7977053117752075,0.5863802154858907,1.0,0.027038251608610155,nan,1000.0,1.0,1.0,30424,524,0,110,0.3751223882039388,nan,0.03861847112006955,0.0,34.93333333333333,152.12,5.391070942635641,0.0,0.6801711837450664,nan,5.391070942635641,0.0,2.025,0.9210520649256683,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.7978006460269292,0.5865106530984243,0.9743475860580655,0.026665821502154522,nan,1000.0,0.8078185135202679,1.0,30395,505,0,276,0.3532505970109593,nan,0.04028131937869161,0.0,22.954545454545453,151.975,5.438866451018774,0.0,0.5021655071865428,nan,5.438866451018774,1.7763568394002505e-15,2.04,0.9197501743513836,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.7977913123369217,0.5871772487958272,0.9979919678714859,0.02605239979245446,nan,1000.0,0.7470238095238095,1.0,30286,389,0,51,0.6007481813430786,nan,0.04427313819774243,0.0,35.36363636363637,151.43,5.487490132582891,0.0,1.0129753080281345,nan,5.487490132582891,8.881784197001252e-16,2.055,0.9194794870089065,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,118,5.536958684228259,0.7977576448520025,0.5877280523379643,0.9980915443100316,0.023997790813446045,nan,1000.0,0.9962639109697934,1.0,30843,945,0,318,0.33446419596672056,nan,0.03634146408049624,0.0,37.8,154.215,5.536958684228259,0.0,0.49290724635124206,nan,5.536958684228259,0.0,2.07,0.9180070096625866,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,119,5.5872893005602045,0.7976013131936391,0.5881704713900884,0.9970561842858746,0.025913795828819274,nan,1000.0,0.9941935405418553,1.0,30516,619,0,211,0.3538507491350174,nan,0.04168484075342917,0.0,30.95,152.58,5.587289300560204,0.0,0.5686550587415695,nan,5.587289300560204,8.881784197001252e-16,2.085,0.9169042042198438,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,120,5.638499691921221,0.7978416456778844,0.5883028564850489,1.0,0.026412045405734153,nan,1000.0,1.0,1.0,30664,764,0,222,0.3432600668498448,nan,0.037158759889270164,0.0,36.38095238095238,153.32,5.63849969192122,0.0,0.5382090054807209,nan,5.63849969192122,8.881784197001252e-16,2.1,0.9158495453869931,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,121,5.690608103126535,0.797951979637146,0.5885306932528813,0.9966318415718072,0.023946708177818972,nan,1000.0,0.9933862433862434,1.0,30381,483,0,158,0.3139302160810022,nan,0.03457101609420233,0.0,28.41176470588235,151.905,5.690608103126535,0.0,0.565775545204387,nan,5.690608103126535,0.0,2.115,0.9151756818594292,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,122,5.743633332930533,0.7980319801966349,0.5890540655454,0.9753086419753088,0.025414383182158835,nan,1000.0,0.9581320450885669,1.0,30331,433,0,78,0.42511751101567197,nan,0.042703245258915695,0.0,33.30769230769231,151.655,5.743633332930534,0.0,0.7841246082232549,nan,5.743633332930534,8.881784197001252e-16,2.13,0.9147828078430138,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,123,5.797594754252546,0.7978989787896474,0.5895131981372833,1.0,0.0245927477048503,nan,1000.0,1.0,1.0,30164,264,0,44,0.3971036970615387,nan,0.03329807686198503,0.0,29.333333333333332,150.82,5.797594754252545,0.0,0.7475403613514371,nan,5.797594754252545,8.881784197001252e-16,2.145,0.9145854411884684,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,124,5.852512335191406,0.7980333133538564,0.5897732428709666,0.9985185185185184,0.02539192098710272,nan,1000.0,0.9970588235294118,1.0,30205,306,0,39,0.4174611568450928,nan,0.03563090286129888,0.0,34.0,151.025,5.852512335191406,0.0,0.7833037508858575,nan,5.852512335191406,0.0,2.16,0.9143780967061564,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,125,5.908406660859312,0.797832979162534,0.5903516966104507,1.0,0.025995954498648645,nan,1000.0,1.0,1.0,30524,624,0,96,0.3929789960384369,nan,0.03808110330216009,0.0,41.6,152.62,5.908406660859312,0.0,0.676705809434255,nan,5.908406660859312,0.0,2.175,0.9138863566753401,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,126,5.9652989560665395,0.7979773130019506,0.5904936597744623,1.0,0.023478775983676314,nan,1000.0,1.0,1.0,30150,250,0,40,0.40193071216344833,nan,0.03913163783880605,0.0,31.25,150.75,5.9652989560665395,0.0,0.8013388216495514,nan,5.9652989560665395,0.0,2.19,0.9136817584748299,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,127,6.023211108889667,0.7978456473350525,0.5913744244972865,0.9979857528862688,0.025361848762258887,nan,1000.0,0.8300160513643658,1.0,30356,461,0,129,0.3645692728459835,nan,0.03773811829598124,0.0,28.8125,151.78,6.023211108889668,0.0,0.6168668828904629,nan,6.023211108889668,8.881784197001252e-16,2.205,0.9130198958498175,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,128,6.0821656951570935,0.7979176475604375,0.591638465722402,1.0,0.025975200192381937,nan,1000.0,1.0,1.0,30273,373,0,78,0.4128432472546895,nan,0.036281097433388,0.0,31.083333333333332,151.365,6.0821656951570935,0.0,0.7318414002656937,nan,6.0821656951570935,0.0,2.22,0.9125971090902679,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,129,6.142186003886753,0.7979286450147629,0.5922084919611613,1.0,0.02407354313052363,nan,1000.0,1.0,1.0,30533,633,0,160,0.312289013630814,nan,0.033730732821947725,0.0,35.166666666666664,152.665,6.142186003886753,0.0,0.5354553841882281,nan,6.142186003886753,0.0,2.235,0.911780370208233,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,130,6.203296063712107,0.7981466460227966,0.5924886659781138,1.0,0.02425761300731789,nan,1000.0,1.0,1.0,30290,390,0,62,0.39127022298899566,nan,0.035351803081707774,0.0,35.45454545454545,151.45,6.203296063712108,0.0,0.7808157801628113,nan,6.203296063712108,1.7763568394002505e-15,2.25,0.9114859369621126,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,131,6.26552067033368,0.798142646153768,0.5927207146088282,1.0,0.027100613340735435,nan,1000.0,1.0,1.0,30355,455,0,52,0.3792776492508975,nan,0.03194929086617566,0.0,41.36363636363637,151.775,6.26552067033368,0.0,0.7054499604485251,nan,6.26552067033368,0.0,2.265,0.9112372594992466,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,132,6.328885415034608,0.7978443129857381,0.5935438199838002,1.0,0.023188465658356163,nan,1000.0,1.0,1.0,30139,239,0,206,0.3281634371070301,nan,0.03448969663181407,0.0,14.058823529411764,150.695,6.328885415034607,0.0,0.4614142161958358,nan,6.328885415034607,8.881784197001252e-16,2.2800000000000002,0.9102484353668351,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,133,6.393416714299886,0.7979593133926391,0.5939710479974747,0.9984591679506933,0.02383917197585106,nan,1000.0,0.996969696969697,1.0,30550,651,0,135,0.3146590047022876,nan,0.03247662010690711,0.0,38.294117647058826,152.75,6.393416714299887,0.0,0.5605490260264453,nan,6.393416714299887,8.881784197001252e-16,2.295,0.9096351422917971,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,134,6.459141840580268,0.7979366475343704,0.5946364929278691,1.0,0.025162886704007785,nan,1000.0,1.0,1.0,30537,637,0,100,0.3483195940653483,nan,0.03361147412518398,0.0,42.46666666666667,152.685,6.459141840580267,0.0,0.6003661334514618,nan,6.459141840580267,8.881784197001252e-16,2.31,0.9091422657158155,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,135,6.526088954243005,0.7980696453650793,0.5947686630487442,0.9976415094339622,0.024087272956967352,nan,1000.0,0.9953703703703703,1.0,30325,426,0,121,0.3087946683168411,nan,0.03076277506906786,0.0,28.4,151.625,6.526088954243007,0.0,0.5667706966400147,nan,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.908609880314675,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,136,6.594287136752883,0.798170312444369,0.595005829334259,0.9984350547730829,0.022774383736153442,nan,1000.0,0.8972222222222221,1.0,30413,515,0,66,0.3472829932967822,nan,0.03227656352246156,0.0,42.916666666666664,152.065,6.594287136752884,0.0,0.6687108129262924,nan,6.594287136752884,8.881784197001252e-16,2.3400000000000003,0.9082839077214366,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,137,6.663766425128326,0.7981946474313736,0.5956061840057373,0.9994128009395186,0.025398583973155302,nan,1000.0,0.9988344988344988,1.0,30686,787,0,129,0.3475971642662497,nan,0.033891568757599314,0.0,46.294117647058826,153.43,6.663766425128328,0.0,0.589729575549855,nan,6.663766425128328,1.7763568394002505e-15,2.355,0.9078020834506668,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,138,6.734557847718581,0.7980789790550867,0.5963569084803263,1.0,0.022523015307692382,nan,1000.0,1.0,1.0,30285,385,0,78,0.3456922907095689,nan,0.030900273570109434,0.0,29.615384615384617,151.425,6.734557847718584,0.0,0.6204528487645663,nan,6.734557847718584,2.6645352591003757e-15,2.37,0.9074806709429385,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,139,6.80669346134933,0.7981223130226135,0.5966554454962413,0.9981348777854128,0.024620052207918727,nan,1000.0,0.9963197644649258,1.0,30551,653,0,132,0.3296692231122185,nan,0.034169381792165866,0.0,38.411764705882355,152.755,6.806693461349332,0.0,0.5710588307941661,nan,6.806693461349332,1.7763568394002505e-15,2.385,0.9068821512115985,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,140,6.880206389885328,0.798053979674975,0.5974789943297704,1.0,0.0255184547806328,nan,1000.0,1.0,1.0,30254,354,0,54,0.41085207191380585,nan,0.029664114109177873,0.0,32.18181818181818,151.27,6.880206389885328,0.0,0.7401447621258822,nan,6.880206389885328,0.0,2.4,0.9066103128375457,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,141,6.95513086425999,0.7980119802554448,0.5979509603977203,1.0,0.023897063336335123,nan,1000.0,1.0,1.0,30211,311,0,154,0.3000275772064924,nan,0.030951796738675097,0.0,19.4375,151.055,6.95513086425999,0.0,0.5108996257185936,nan,6.95513086425999,0.0,2.415,0.9058420128880688,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,142,7.031502264023105,0.7981499814987183,0.5982609538237253,1.0,0.022708778114368517,nan,1000.0,1.0,1.0,30288,388,0,68,0.30276332547267276,nan,0.029390577590155006,0.0,32.333333333333336,151.44,7.0315022640231035,0.0,0.5720644593238831,nan,7.0315022640231035,1.7763568394002505e-15,2.43,0.9055075001120523,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,143,7.109357160459109,0.7981973133484522,0.5988277741273245,1.0,0.024254633912018368,nan,1000.0,1.0,1.0,30371,471,0,98,0.3655930906534195,nan,0.03195166526666878,0.0,33.642857142857146,151.855,7.109357160459111,0.0,0.5724507229668754,nan,7.109357160459111,1.7763568394002505e-15,2.445,0.9050133660997799,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,144,7.188733361329623,0.7981069799264272,0.599532787601153,1.0,0.021326765926046806,nan,1000.0,1.0,1.0,30370,470,0,54,0.3695910491726615,nan,0.03134510411985034,0.0,42.72727272727273,151.85,7.188733361329623,0.0,0.6916271068833091,nan,7.188733361329623,0.0,2.4599999999999995,0.9047761760181893,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,145,7.269669957295138,0.7980103105306625,0.6001050013303757,0.9980769230769231,0.02205015893559903,nan,1000.0,0.9962121212121212,1.0,30213,314,0,159,0.2877548662945628,nan,0.030558396855749716,0.0,19.625,151.065,7.269669957295138,0.0,0.46882012858986855,nan,7.269669957295138,0.0,2.475,0.9040609661841644,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,146,7.352207370071938,0.798183314204216,0.6005177930990855,1.0,0.02360492530796263,nan,1000.0,1.0,1.0,30477,577,0,166,0.3172466845975982,nan,0.030882058202865176,0.0,32.05555555555556,152.385,7.352207370071939,0.0,0.5027445869313346,nan,7.352207370071939,8.881784197001252e-16,2.49,0.9032718600565085,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,147,7.436387402381476,0.7981803119182587,0.6007058076063791,0.9994921279837481,0.021514111051433964,nan,1000.0,0.9157407407407407,1.0,30516,618,0,186,0.2811724316132696,nan,0.029350574453198868,0.0,32.526315789473685,152.58,7.4363874023814756,0.0,0.46441065010271576,nan,7.4363874023814756,8.881784197001252e-16,2.5050000000000003,0.9023444000132217,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,148,7.522253289750495,0.7982113124926885,0.6015661015113195,0.9977827050997784,0.020190742798149586,nan,1000.0,0.9956709956709957,1.0,30602,703,0,77,0.3683640637568065,nan,0.0310600688308896,0.0,50.214285714285715,153.01,7.522253289750496,0.0,0.6162999527794975,nan,7.522253289750496,8.881784197001252e-16,2.52,0.9020258461441809,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,149,7.609849754221228,0.7980726470549901,0.602069971760114,1.0,0.02432384847530297,nan,1000.0,1.0,1.0,30389,489,0,94,0.3141565588968141,nan,0.028964278641526283,0.0,34.92857142857143,151.945,7.609849754221229,0.0,0.5463106568370547,nan,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.9016018350587517,nan
