algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,krum_score_honest,krum_score_attacker
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,16,0.0,0.8058652291726321,2.4316888531952906e+18,0.7291912284838481,898108.3453189099,4360002117.12,,1.0,0.5738009091752482,27.30901789809577,1161.9548483555018
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,17,0.0,0.8017872311919928,4.201093008501565e+21,0.6916078131959025,76154605.22796589,235954344099.84,,1.0,0.528593658821241,0.002173586179398828,0.011514599584043026
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,18,0.0,0.7844562294147909,2.068490770388796e+25,0.7010334952060765,2179102467.4111977,13984769842872.32,,1.0,0.5396855828220859,0.0020865825936198235,29.83328090259805
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,19,0.0,0.7716262313001789,1.013560679175086e+29,0.7063091870618621,208626269536.33585,859722103086121.0,,1.0,0.5459644452894762,0.002046820196685278,1.896038787965963e+19
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,20,0.0,0.7501629822701216,2.1880654434918984e+32,0.7092923076923077,14244187002850.314,4.859331341633716e+16,,1.0,0.5495375226470869,3.7824351122676902,2658491581823730.0
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,21,0.0,0.7447754819504917,inf,0.6933740302683454,559157382728010.9,2.2891783862967547e+18,,1.0,0.5306599182402181,0.0025112402780602377,72205071155011.2
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,22,0.0,0.7275209828652441,nan,0.7131232792903028,2.2126000308228824e+16,inf,,1.0,0.5541504231244652,1.2652055525317553e+25,5.611806359086728e+30
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,23,0.0,0.7200487309508026,nan,0.6433391652086978,nan,nan,,0.9127659574468086,0.4967194133539174,0.0018647262865367036,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,24,0.0,0.7075462324544788,nan,0.6395566072985428,nan,nan,,0.907243816254417,0.49384497018657436,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,25,0.0,0.7027222331427038,nan,0.6467028117513555,nan,nan,,0.9236448766432559,0.4975264332136968,2.9243007390562147e+24,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,26,0.0,0.6978354825079441,nan,0.6575753621297142,nan,nan,,0.9627435995414597,0.4993063812921126,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,27,0.0,0.6672254841588438,nan,0.6503496503496504,nan,nan,,0.9491589491589492,0.49463212843494536,0.001656792728918726,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,28,0.0,0.6422647356055677,nan,0.6271756091705678,nan,nan,,0.8669321387091422,0.4913023037141514,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,29,0.0,0.6212362330593169,nan,0.645730237279533,nan,nan,,0.9274649170767268,0.49527980535279803,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,30,0.0,0.5900054863467813,nan,0.6384262459933379,nan,nan,,0.9131607335490831,0.4907720552710407,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,31,0.0,0.5795864854007959,nan,0.6426449206650231,nan,nan,,0.9228395061728395,0.49296867423140334,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,32,0.0,0.5633294876106083,nan,0.6264301713178764,nan,nan,,0.8728070175438597,0.4885279954678501,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,33,0.0,0.5469007367826998,nan,0.6456024821123283,nan,nan,,0.9250589729631645,0.4958179342540362,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,34,0.0,0.518815237134695,nan,0.6203878902554398,nan,nan,,0.8502431118314424,0.48836343325265313,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,35,0.0,0.5042344885319472,nan,0.6347616397699871,nan,nan,,0.8972207656004195,0.49110218140068884,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,36,0.0,0.48191823875531553,nan,0.64054749795944,nan,nan,,0.9133393017009848,0.4932314832720944,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,37,0.0,0.4672999890334904,nan,0.6546220633299284,nan,nan,,0.9407339449541284,0.5019580967299785,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,38,0.0,0.44183748910203574,nan,0.6196850858052722,nan,nan,,0.8476928041303646,0.48833534715122223,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,39,0.0,0.4298604889400303,nan,0.6356856702619414,nan,nan,,0.8954679631880534,0.49273839098031724,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,40,0.0,0.40768749022856354,nan,0.6310568023713025,nan,nan,,0.8767860144562112,0.4929124929124929,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,41,0.0,0.39056299068033695,nan,0.623038835530633,nan,nan,,0.8588815789473684,0.4888140035570533,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,42,0.0,0.37469324076548216,nan,0.6436450238154926,nan,nan,,0.9156562054208274,0.4962311557788945,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,43,0.0,0.36818024100735786,nan,0.6261890055589869,nan,nan,,0.8875853615829101,0.4837293634888825,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,44,0.0,0.34082999095320704,nan,0.6409300562330196,nan,nan,,0.9198404062386653,0.4918064578687094,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,45,0.0,0.33163299115374684,nan,0.6214108472172989,nan,nan,,0.8487734021949644,0.49012115563839703,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,46,0.0,0.32581349233165385,nan,0.6473545306019858,nan,nan,,0.9214669051878355,0.4989345215032933,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,47,0.0,0.3116104924865067,nan,0.6152158854767952,nan,nan,,0.8283848904088295,0.48930309429804425,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,48,0.0,0.30245574239641426,nan,0.6519687075709575,nan,nan,,0.9495291902071563,0.4964064192182731,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,49,0.0,0.30359299201518297,nan,0.6484528877311139,nan,nan,,0.9313743383829166,0.49736842105263157,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,50,0.0,0.29442924227565526,nan,0.6296969696969698,nan,nan,,0.8773855767606823,0.4910672086208526,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,51,0.0,0.2899617421813309,nan,0.6405791674467952,nan,nan,,0.9100904415676538,0.49422187981510013,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,52,0.0,0.28542574279010297,nan,0.6475822050290135,nan,nan,,0.9429215170859933,0.49312647289866457,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,53,0.0,0.2741572429612279,nan,0.627341618672325,nan,nan,,0.8759099373624514,0.48866641480921796,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,54,0.0,0.26234474347904324,nan,0.6190759704691594,nan,nan,,0.852994257588187,0.48584244463134285,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,55,0.0,0.2601037437282503,nan,0.6542434941807245,nan,nan,,0.9617454825067282,0.4957391993658343,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,56,0.0,0.2522072438709438,nan,0.6554185593770279,nan,nan,,0.9557153671461014,0.49871617618013037,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,57,0.0,0.23739224357530475,nan,0.6418575851393188,nan,nan,,0.9043796894084802,0.4974565697283808,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,58,0.0,0.22067974433302878,nan,0.6249701599427071,nan,nan,,0.8593467913999672,0.49104379630497985,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,59,0.0,0.21184274472296238,nan,0.6350144713344418,nan,nan,,0.8949835098073251,0.49207864096201565,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,60,0.0,0.20657074479386212,nan,0.6354967702245464,nan,nan,,0.8942174515235457,0.4928905429907434,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,61,0.0,0.19862974455580115,nan,0.6397109214379166,nan,nan,,0.9077086280056577,0.4938912938912939,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,62,0.0,0.19327324535697699,nan,0.6384952978056426,nan,nan,,0.9100983020554066,0.4917431192660551,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,63,0.0,0.18951199561357499,nan,0.62907642519293,nan,nan,,0.8959404360928913,0.4847031744509447,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,64,0.0,0.17959124544635416,nan,0.6113965706367993,nan,nan,,0.8255378858746492,0.4854680480425415,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,65,0.0,0.178429495356977,nan,0.6227316141356256,nan,nan,,0.8590250329380764,0.4883895131086142,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,66,0.0,0.1785189951583743,nan,0.6556112610875433,nan,nan,,0.947603121516165,0.5011792452830188,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,67,0.0,0.17255074547603727,nan,0.647844139252635,nan,nan,,0.9352637403172261,0.4955536010944982,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,68,0.0,0.1671554959565401,nan,0.6365610073816761,nan,nan,,0.9012822764798876,0.49204065976217876,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,69,0.0,0.16294999565929175,nan,0.6629885057471264,nan,nan,,0.9731970690320093,0.5027393166650065,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,70,0.0,0.1612652455084026,nan,0.6521600408397678,nan,nan,,0.9379588839941263,0.4998532720336496,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,71,0.0,0.16127149594947696,nan,0.6413070591169868,nan,nan,,0.908641102668316,0.49551893610870196,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,72,0.0,0.15883924588561057,nan,0.6516796525737641,nan,nan,,0.9383851388633437,0.4991683788279033,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,73,0.0,0.15734049620106816,nan,0.6379515432291992,nan,nan,,0.9104717655468192,0.4909896887347017,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,74,0.0,0.15351824617013335,nan,0.6460511399420582,nan,nan,,0.9221503056454513,0.4971888328809616,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,75,0.0,0.15144024573266507,nan,0.6412750203927966,nan,nan,,0.9138054363376252,0.49395843402609957,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,76,0.0,0.14978874618187546,nan,0.6489375402446877,nan,nan,,0.9429266467065869,0.49469860592970744,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,77,0.0,0.14917974630370737,nan,0.6380713838447089,nan,nan,,0.9096589894661667,0.4913685022663709,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,78,0.0,0.14947049612179397,nan,0.6403497967730016,nan,nan,,0.8993253762324858,0.49717892320933343,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,79,0.0,0.14767899598926307,nan,0.656527085625526,nan,nan,,0.9544599171998495,0.5003452698036894,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,80,0.0,0.14783924620598554,nan,0.6218875978183543,nan,nan,,0.8539563660045588,0.4889986947603953,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,81,0.0,0.14390624597668647,nan,0.6383616383616384,nan,nan,,0.9081542014567419,0.49215365360546837,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,82,0.0,0.13993724662810564,nan,0.6676458806249167,nan,nan,,0.9922603691208574,0.503068719187041,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,83,0.0,0.13796199625357985,nan,0.642974371922737,nan,nan,,0.9206435285610991,0.49398642095053347,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,84,0.0,0.13788274696096778,nan,0.6196395646226135,nan,nan,,0.8542144965562479,0.4861409239384041,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,85,0.0,0.13780749684199692,nan,0.6532944014218611,nan,nan,,0.9347865576748411,0.5020977656356718,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,86,0.0,0.13779049625620246,nan,0.6407851419342816,nan,nan,,0.9063433491477771,0.4955803228285934,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,87,0.0,0.13601749636232852,nan,0.6442228291939275,nan,nan,,0.9273957571324067,0.4935279805352798,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,88,0.0,0.13608724646270276,nan,0.6443926117380067,nan,nan,,0.9205691642651297,0.49568422073513724,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,89,0.0,0.13421624640002847,nan,0.6366207575012297,nan,nan,,0.8950553250345782,0.4939885496183206,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,90,0.0,0.1307814964465797,nan,0.6267383645466345,nan,nan,,0.8879159369527145,0.4842869424013755,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,91,0.0,0.13066649673506617,nan,0.6439067646313655,nan,nan,,0.9251911175828176,0.49378278608898385,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,92,0.0,0.13062074644491076,nan,0.647562289989222,nan,nan,,0.9290522102965254,0.496983261969638,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,93,0.0,0.1289662465453148,nan,0.6421553090332806,nan,nan,,0.9239328712148851,0.4920819974740115,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,94,0.0,0.12678624676540495,nan,0.6373219900129461,nan,nan,,0.897551658274006,0.49407379086216785,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,95,0.0,0.12476674649864435,nan,0.6323800171842395,nan,nan,,0.888582269748189,0.49085365853658536,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,96,0.0,0.12311699664220215,nan,0.6511118272639382,nan,nan,,0.944818555929667,0.4967056741075819,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,97,0.0,0.1213444971293211,nan,0.6410686548617583,nan,nan,,0.9066783831282953,0.49581931763575204,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,98,0.0,0.12133499674499035,nan,0.6484210526315789,nan,nan,,0.9345347554247885,0.49643450229559444,nan,nan
dpsgd-kurtosis,scale,mnist,42,500,100,0.85,0.0234,0.05,iid,1.0,10,99,0.0,0.12124349690973758,nan,0.6371800354328304,nan,nan,,0.8900836320191159,0.4961941008563273,nan,nan
