algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,10,2.432561204739881,0.7274697815179825,0.8508293538093566,0.0,0.728077434724377,0.0,1000.0,0.0,0.0,0.9300204299726175,0.0,218.06455796764743,0.0,8.427791995386924,0.0,0.9667995478352285,0.0,218.06455796764743,0.0,2979.6318852933487,0.0,0.9315212561238196,0.0,0.9667995478352285,0.0,0.9300204299726175,1.0631421440608595,0.9315212561238196,0.9667995478352285,13.52000259399414,184.73717688818758
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,11,2.432561204739881,0.7320315823554993,0.8258369458913803,0.0,0.7787717600663503,0.0,1000.0,0.0,0.0,1.0043345749416392,0.0,219.1818054199219,0.0,8.929956928888958,0.0,0.9717259279614824,0.0,219.1818054199219,0.0,3187.7009575143425,0.0,0.9152836561203003,0.0,0.9717259279614824,0.0,1.0043345749416392,1.0815246770062867,0.9152836561203003,0.9717259279614824,13.150908325195312,191.26205745086057
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,12,2.46825333037263,0.7360751810073852,0.8045855926275254,0.0,0.770230308175087,0.0,1000.0,0.0,0.0,1.0750775123973535,0.0,222.72861989339194,0.0,9.965137767791749,0.0,0.9874110963779033,0.0,222.72861989339194,0.0,3433.082295226592,0.0,0.8866970976193745,0.0,0.9874110963779033,0.0,1.0750775123973535,1.0954532491171827,0.8866970976193745,0.9874110963779033,13.363717193603515,205.98493771359554
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,13,2.46825333037263,0.7399907817840576,0.7858345634937286,0.0,0.7544618248939514,0.0,1000.0,0.0,0.0,1.1259504233524646,0.0,226.86430019802518,0.0,7.235633178993508,0.0,1.0051740357805452,0.0,226.86430019802518,0.0,3662.8040332873907,0.0,0.8552792778721562,0.0,1.0051740357805452,0.0,1.1259504233524646,1.1030525181999176,0.8552792778721562,1.0051740357805452,12.25067221069336,197.79141779751907
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,14,2.4927199322901457,0.7433783812522888,0.7695282834768296,0.0,0.7602944175402323,0.0,1000.0,0.0,0.0,1.1828929414575529,0.0,209.46692827012805,0.0,4.627991782294379,0.0,0.92812799374747,0.0,209.46692827012805,0.0,3616.876407193162,0.0,0.9323986868063608,0.0,0.92812799374747,0.0,1.1828929414575529,1.109615116381394,0.9323986868063608,0.92812799374747,7.540809417724609,130.20755065895383
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,15,2.5323147984117913,0.7460659815073013,0.7555758881568909,0.0,0.8268391528855199,0.0,1000.0,0.0,0.0,1.2306278620812103,0.0,220.59901826278022,0.0,6.975236405497012,0.0,0.9779835654967195,0.0,220.59901826278022,0.0,3938.9935128764046,0.0,0.8637452047804127,0.0,0.9779835654967195,0.0,1.2306278620812103,1.1140035934003603,0.8637452047804127,0.9779835654967195,10.14755484008789,181.19370159231465
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,16,2.5770385101908735,0.7489245800971985,0.7429171069860458,0.0,0.9732699754337469,0.0,1000.0,0.0,0.0,1.2618301749877796,0.0,218.63153902689615,0.0,11.46534287929535,0.0,0.9699159037054151,0.0,218.63153902689615,0.0,4056.9392334620825,0.0,0.8617931430538496,0.0,0.9699159037054151,0.0,1.2618301749877796,1.1196421420105909,0.8617931430538496,0.9699159037054151,10.494313873291016,194.73308320617997
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,17,2.626898729085254,0.7517201801538468,0.731070895075798,0.0,0.7516394216905941,0.0,1000.0,0.0,0.0,1.3158834018831427,0.0,215.66193320534447,0.0,5.601640522480011,0.0,0.9564224063172436,0.0,215.66193320534447,0.0,4128.941075545104,0.0,0.8663478818806735,0.0,0.9564224063172436,0.0,1.3158834018831427,1.1222014196141912,0.8663478818806735,0.9564224063172436,9.489125061035157,181.67340732398458
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,18,2.681773133119602,0.7540315816402435,0.721202463388443,0.0,0.8425092736016149,0.0,1000.0,0.0,0.0,1.3615585882191696,0.0,218.6186695928159,0.0,7.684468497400698,0.0,0.9696168673389766,0.0,218.6186695928159,0.0,4396.634636581476,0.0,0.8391578508460004,0.0,0.9696168673389766,0.0,1.3615585882191696,1.1245499976253597,0.8391578508460004,0.9696168673389766,10.056458801269532,202.2451932827479
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,19,2.7414324404760406,0.7562891802787781,0.7115943330526352,0.0,0.8128550865433433,0.0,1000.0,0.0,0.0,1.4175554831541046,0.0,212.5673134543679,0.0,7.290035919709639,0.0,0.9424711614019476,0.0,212.5673134543679,0.0,4395.807387058047,0.0,0.8603171272711321,0.0,0.9424711614019476,0.0,1.4175554831541046,1.124651968274544,0.8603171272711321,0.9424711614019476,9.352961791992188,193.41552503055405
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,20,2.8098295304016894,0.7583949811458588,0.7032097635269166,0.0,0.695669449865818,0.0,1000.0,0.0,0.0,1.4826060595460722,0.0,212.60392597743444,0.0,6.293489745685032,0.0,0.9427779533255217,0.0,212.60392597743444,0.0,4498.2364885946545,0.0,0.8484884074756077,0.0,0.9427779533255217,0.0,1.4826060595460722,1.12466497040517,0.8484884074756077,0.9427779533255217,11.905819854736329,251.90124336130063
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,21,2.873854199334829,0.7603343799114227,0.6954411202669144,0.0,0.7409877138478416,0.0,1000.0,0.0,0.0,1.5195303060145215,0.0,221.55674888974144,0.0,4.927749474843343,0.0,0.9821498621111617,0.0,221.55674888974144,0.0,4850.405806406781,0.0,0.7883432635239193,0.0,0.9821498621111617,0.0,1.5195303060145215,1.124409322888601,0.7883432635239193,0.9821498621111617,9.30538345336914,203.7170438690848
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,22,2.9459268500906735,0.762188981294632,0.6881079519987107,0.0,0.9177641937775272,0.0,1000.0,0.0,0.0,1.55839803349912,0.0,221.3321702139718,0.0,9.22683480807713,0.0,0.9817515443294882,0.0,221.3321702139718,0.0,4865.23713731561,0.0,0.7766622453927994,0.0,0.9817515443294882,0.0,1.55839803349912,1.1248058161623031,0.7766622453927994,0.9817515443294882,12.394601531982422,272.45327968967416
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,23,3.021461346902206,0.7639015818834305,0.6817121657133103,0.0,0.8278058199655443,0.0,1000.0,0.0,0.0,1.6155312047367407,0.0,206.86769104003906,0.0,5.779505230131603,0.0,0.9175854620774999,0.0,206.86769104003906,0.0,4750.203679539926,0.0,0.8451269283181145,0.0,0.9175854620774999,0.0,1.6155312047367407,1.1229219569427127,0.8451269283181145,0.9175854620774999,8.688443023681641,199.50855454067693
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,24,3.100161823503406,0.7656397800445557,0.6754143954515457,0.0,0.8324645988643169,0.0,1000.0,0.0,0.0,1.6551042316085631,0.0,214.20465545654298,0.0,4.500600743293762,0.0,0.9482519971262884,0.0,214.20465545654298,0.0,5049.301796759896,0.0,0.7945354543626308,0.0,0.9482519971262884,0.0,1.6551042316085631,1.121678053748162,0.7945354543626308,0.9482519971262884,8.568186218261719,201.97207187039587
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,25,3.1817746566688347,0.7670287809371948,0.6700316829681396,0.0,0.6548520859919096,0.0,1000.0,0.0,0.0,1.7138879843184283,0.0,200.21617126464844,0.0,3.889817099822195,0.0,0.8879663883379507,0.0,200.21617126464844,0.0,4654.708767555366,0.0,0.8598285882096541,0.0,0.8879663883379507,0.0,1.7138879843184283,1.1181816520460184,0.8598285882096541,0.8879663883379507,7.608214508056641,176.87893316710392
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,26,3.266090579530224,0.7683597811460495,0.6646262856721878,0.0,0.7466993792490526,0.0,1000.0,0.0,0.0,1.7550122596024358,0.0,221.49690940163353,0.0,4.79183047468012,0.0,0.9804882878948625,0.0,221.49690940163353,0.0,5281.063424687358,0.0,0.7283752398057417,0.0,0.9804882878948625,0.0,1.7550122596024358,1.1155380878669594,0.7283752398057417,0.9804882878948625,9.745864013671875,232.3667906862437
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,27,3.303934968169316,0.7698157795667648,0.659775208234787,0.0,0.8264595785966287,0.0,1000.0,0.0,0.0,1.8051124741426223,0.0,210.0971227792593,0.0,9.976503734405224,0.0,0.9310859851619783,0.0,210.0971227792593,0.0,5287.9724787765235,0.0,0.7803104588618646,0.0,0.9310859851619783,0.0,1.8051124741426223,1.1123451818104344,0.7803104588618646,0.9310859851619783,10.925050384521484,274.9745688963792
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,28,3.335308650633853,0.7712003803253173,0.6551174252033234,0.0,0.7215531093102915,0.0,1000.0,0.0,0.0,1.8553985951781735,0.0,210.05391777886285,0.0,6.3585225741068525,0.0,0.9308171175874248,0.0,210.05391777886285,0.0,5340.777699039829,0.0,0.7684081218860768,0.0,0.9308171175874248,0.0,1.8553985951781735,1.1081360465669636,0.7684081218860768,0.9308171175874248,11.342911560058594,288.40199574815074
