algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,29,3.3760139996779337,0.7723511810302734,0.6507227128744125,0.0,0.7032729387283325,0.0,1000.0,0.0,0.0,1.8883109263856068,0.0,207.7955554780506,0.0,4.423240491322109,0.0,0.9219241903747402,0.0,207.7955554780506,0.0,5256.574004379094,0.0,0.767915170107569,0.0,0.9219241903747402,0.0,1.8883109263856068,1.1084012739093463,0.767915170107569,0.9219241903747402,8.727413330078125,220.77610818392196
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,30,3.411208776345109,0.7735163810253143,0.6467215229272842,0.0,0.8720162552781403,0.0,1000.0,0.0,0.0,1.9393436488975235,0.0,210.78183889389038,0.0,9.992727011442184,0.0,0.9339824399398851,0.0,210.78183889389038,0.0,5456.8012262403545,0.0,0.7392555773258209,0.0,0.9339824399398851,0.0,1.9393436488975235,1.1066172684448496,0.7392555773258209,0.9339824399398851,13.490037689208984,349.2352784793827
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,31,3.4562171457165083,0.7746149795055389,0.6429081505537033,0.0,0.9915464801920785,0.0,1000.0,0.0,0.0,1.9591169099571104,0.0,207.28636169433594,0.0,8.365181472566393,0.0,0.9188232306577565,0.0,207.28636169433594,0.0,5394.8017793943445,0.0,0.747253331873152,0.0,0.9188232306577565,0.0,1.9591169099571104,1.1067044614393449,0.747253331873152,0.9188232306577565,7.462309020996094,194.21286405819643
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,32,3.5061202247651524,0.7755177811384201,0.6395487847328186,0.0,0.8970319225142399,0.0,1000.0,0.0,0.0,2.0161228077598543,0.0,200.38980611165366,0.0,8.274775216976801,0.0,0.888507370418946,0.0,200.38980611165366,0.0,5421.572081890264,0.0,0.7764118313789368,0.0,0.888507370418946,0.0,2.0161228077598543,1.100121882044493,0.7764118313789368,0.888507370418946,9.618710693359375,260.23545993073265
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,33,3.5609487158710795,0.7766497824192047,0.6361144740581512,0.0,0.9162904000282288,0.0,1000.0,0.0,0.0,2.0567661023609163,0.0,203.84187072753906,0.0,8.218201532363892,0.0,0.9040286195718922,0.0,203.84187072753906,0.0,5318.952476475504,0.0,0.7425250029563903,0.0,0.9040286195718922,0.0,2.0567661023609163,1.0944402075264454,0.7425250029563903,0.9040286195718922,10.192093536376953,265.9476238237752
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,34,3.620645994842278,0.7775281800031661,0.6330260779857636,0.0,0.9118692188670761,0.0,1000.0,0.0,0.0,2.110067406537175,0.0,207.97042003430818,0.0,14.27948768515336,0.0,0.9219500374919911,0.0,207.97042003430818,0.0,5696.925012684266,0.0,0.704708516205612,0.0,0.9219500374919911,0.0,2.110067406537175,1.0880999145958474,0.704708516205612,0.9219500374919911,15.805751922607422,432.96630096400423
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,35,3.685078640472122,0.7782967807054519,0.6300827753543854,0.0,0.9380494250970728,0.0,1000.0,0.0,0.0,2.138580067851666,0.0,205.8604045194738,0.0,5.704746807322783,0.0,0.9123003991834371,0.0,205.8604045194738,0.0,5425.460872580449,0.0,0.7053841089501101,0.0,0.9123003991834371,0.0,2.138580067851666,1.0853604799586858,0.7053841089501101,0.9123003991834371,6.999253753662109,184.46566966773526
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,36,3.754052792860233,0.7789217809438705,0.627415561079979,0.0,0.7692947754493127,0.0,1000.0,0.0,0.0,2.191063607960331,0.0,201.40306619497446,0.0,8.213658525393559,0.0,0.8926279496693277,0.0,201.40306619497446,0.0,5634.622207131644,0.0,0.7205701034802657,0.0,0.8926279496693277,0.0,2.191063607960331,1.076713961174211,0.7205701034802657,0.8926279496693277,10.472959442138672,293.0003547708455
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,37,3.827333565551222,0.7799215797185898,0.624880972981453,0.0,0.8923523530364037,0.0,1000.0,0.0,0.0,2.2374799600273536,0.0,194.72502517700195,0.0,7.06233320236206,0.0,0.862998517960927,0.0,194.72502517700195,0.0,5562.717715314869,0.0,0.7506071731448174,0.0,0.862998517960927,0.0,2.2374799600273536,1.070000235053378,0.7506071731448174,0.862998517960927,7.789001007080078,222.50870861259475
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,38,3.9046646684598763,0.7805529803037643,0.6224021385908127,0.0,0.9263526370396485,0.0,1000.0,0.0,0.0,2.2638997329788473,0.0,212.10877000963364,0.0,14.073168367952913,0.0,0.9391405253973978,0.0,212.10877000963364,0.0,5941.096364909074,0.0,0.6267092823982239,0.0,0.9391405253973978,0.0,2.2638997329788473,1.070648744171391,0.6267092823982239,0.9391405253973978,15.69604898071289,439.6411310032715
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,39,3.985785948676292,0.7813119798898697,0.6197905040979386,0.0,0.726003620935523,0.0,1000.0,0.0,0.0,2.2939013266691335,0.0,211.78873675802478,0.0,5.025847901468691,0.0,0.9382634625769882,0.0,211.78873675802478,0.0,6010.231312534173,0.0,0.614202886171963,0.0,0.9382634625769882,0.0,2.2939013266691335,1.0666046579646353,0.614202886171963,0.9382634625769882,9.74228189086914,276.47064037657196
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,40,4.070447429980684,0.7820049794912338,0.6177953996658325,0.0,0.9695636024077733,0.0,1000.0,0.0,0.0,2.331928059817008,0.0,199.1892069498698,0.0,11.796059266726177,0.0,0.8827227934612369,0.0,199.1892069498698,0.0,5848.324542924431,0.0,0.6831323355436325,0.0,0.8827227934612369,0.0,2.331928059817008,1.065444156254427,0.6831323355436325,0.8827227934612369,11.951352416992188,350.8994725754658
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,41,4.158419322614949,0.7827373796701431,0.615590084195137,0.0,0.9854098204019908,0.0,1000.0,0.0,0.0,2.380240771296655,0.0,200.30692724279456,0.0,16.62442292393865,0.0,0.8870910968878323,0.0,200.30692724279456,0.0,5613.248632071133,0.0,0.663315358194145,0.0,0.8870910968878323,0.0,2.380240771296655,1.0628948038538206,0.663315358194145,0.8870910968878323,14.822712615966797,415.3803987732639
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,42,4.24949817428469,0.7831401805877686,0.6137895214557648,0.0,0.6316101930063703,0.0,1000.0,0.0,0.0,2.4240554026710726,0.0,205.21004121199897,0.0,3.629010521847269,0.0,0.9102704435767102,0.0,205.21004121199897,0.0,5711.708877679291,0.0,0.6146033796603265,0.0,0.9102704435767102,0.0,2.4240554026710726,1.056556263944552,0.6146033796603265,0.9102704435767102,9.439661895751954,262.7386083732473
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,43,4.343509761970973,0.7839613800048828,0.6116676185131072,0.0,0.9416254671483204,0.0,1000.0,0.0,0.0,2.472065473618163,0.0,192.3837048760776,0.0,10.783826943101554,0.0,0.8521367934145723,0.0,192.3837048760776,0.0,5439.629660088379,0.0,0.6900463032311407,0.0,0.8521367934145723,0.0,2.472065473618163,1.0526432840016953,0.6900463032311407,0.8521367934145723,11.1582548828125,315.49852028512606
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,44,4.440309501886692,0.7843699806928635,0.6099961506128311,0.0,0.8759546810478875,0.0,1000.0,0.0,0.0,2.5388256050495444,0.0,192.8609942811908,0.0,11.774931943777835,0.0,0.8551360041010009,0.0,192.8609942811908,0.0,5627.561150542628,0.0,0.6722241536234365,0.0,0.8551360041010009,0.0,2.5388256050495444,1.0425246651761146,0.6722241536234365,0.8551360041010009,12.728825622558594,371.41903593581344
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,45,4.454606282957188,0.7848909808397293,0.6083385171890259,0.0,0.8631024868400009,0.0,1000.0,0.0,0.0,2.54716682808922,0.0,211.40790077492042,0.0,8.895566348676327,0.0,0.9369860391917989,0.0,211.40790077492042,0.0,6111.912670214798,0.0,0.5305133771013331,0.0,0.9369860391917989,0.0,2.54716682808922,1.044492030298453,0.5305133771013331,0.9369860391917989,11.416026641845702,330.0432841915991
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,46,4.6418344701202585,0.7856591783761978,0.6064433360099792,0.0,0.9859728640631625,0.0,1000.0,0.0,0.0,2.5691474161624654,0.0,195.13958499306128,0.0,7.1539373272343685,0.0,0.8649572050054812,0.0,195.13958499306128,0.0,5885.951812261882,0.0,0.6298437934172781,0.0,0.8649572050054812,0.0,2.5691474161624654,1.0459174816165038,0.6298437934172781,0.8649572050054812,7.4153042297363285,223.6661688659515
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,47,4.7464023579153265,0.7859535790681839,0.6052061213254929,0.0,1.1272880299524828,0.0,1000.0,0.0,0.0,2.6284316492684283,0.0,185.56563822428384,0.0,17.725737513917863,0.0,0.8222526255111751,0.0,185.56563822428384,0.0,5686.708650336187,0.0,0.6844005738243912,0.0,0.8222526255111751,0.0,2.6284316492684283,1.0447695568736828,0.6844005738243912,0.8222526255111751,12.247332122802735,375.3227709221883
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,48,4.7464023579153265,0.7865285805463791,0.6036866093873978,0.0,1.0989604145288467,0.0,1000.0,0.0,0.0,2.6428965300339824,0.0,190.64060134887694,0.0,9.318965601921082,0.0,0.8445064494801853,0.0,190.64060134887694,0.0,5944.644907847429,0.0,0.6352147445082664,0.0,0.8445064494801853,0.0,2.6428965300339824,1.0498405809009972,0.6352147445082664,0.8445064494801853,7.625624053955078,237.78579631389718
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,49,4.962911154550738,0.7868773795366287,0.6024345585107803,0.0,1.1598624410954388,0.0,1000.0,0.0,0.0,2.6630307097707973,0.0,187.12227699973366,0.0,11.989996129816229,0.0,0.8296225328738207,0.0,187.12227699973366,0.0,5782.137849487503,0.0,0.6457936831495978,0.0,0.8296225328738207,0.0,2.6630307097707973,1.0540114815658617,0.6457936831495978,0.8296225328738207,8.233380187988281,254.41406537745016
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,50,5.074807043784342,0.787199579834938,0.6012409285306931,0.0,1.055832495689392,0.0,1000.0,0.0,0.0,2.713417408098847,0.0,182.49475219726563,0.0,11.005122709274293,0.0,0.809114258471429,0.0,182.49475219726563,0.0,5706.621979442952,0.0,0.6659961116313934,0.0,0.809114258471429,0.0,2.713417408098847,1.0565056359412397,0.6659961116313934,0.809114258471429,9.124737609863281,285.3310989721475
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,51,5.189122391698059,0.7876327801942825,0.5999951646327972,0.0,1.1557877145030282,0.0,1000.0,0.0,0.0,2.7506757132982504,0.0,182.7347835193981,0.0,10.99421587857333,0.0,0.8111937213480924,0.0,182.7347835193981,0.0,5569.970681988293,0.0,0.6491262384436347,0.0,0.8111937213480924,0.0,2.7506757132982504,1.0570181495227506,0.6491262384436347,0.8111937213480924,8.040330474853516,245.0787100074849
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,52,5.194253122102357,0.7880181789398193,0.5990327134132385,0.0,1.050361299798602,0.0,1000.0,0.0,0.0,2.792260498695733,0.0,182.35795447939918,0.0,9.328181675502233,0.0,0.8079941439078145,0.0,182.35795447939918,0.0,5573.128612502119,0.0,0.6423032085100809,0.0,0.8079941439078145,0.0,2.792260498695733,1.0556291570270264,0.6423032085100809,0.8079941439078145,7.659034088134765,234.071401725089
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,5.227885876683828,0.7884289792776108,0.5977336453199387,0.0,0.794087602333589,0.0,1000.0,0.0,0.0,2.817202590360406,0.0,188.49135520241478,0.0,6.266225197098472,0.0,0.8354795818598949,0.0,188.49135520241478,0.0,5934.500135826291,0.0,0.581474407152696,0.0,0.8354795818598949,0.0,2.817202590360406,1.057218911016824,0.581474407152696,0.8354795818598949,8.29361962890625,261.1180059763568
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,5.227885876683828,0.7887301802635193,0.596844451546669,0.0,1.0988574223592877,0.0,1000.0,0.0,0.0,2.8390181856528445,0.0,188.51233530044556,0.0,17.204041078686714,0.0,0.835788964975188,0.0,188.51233530044556,0.0,5703.6544286341705,0.0,0.5657804007641971,0.0,0.835788964975188,0.0,2.8390181856528445,1.0620230975062233,0.5657804007641971,0.835788964975188,12.064789459228516,365.0338834325869
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,5.227885876683828,0.7888153793811798,0.5961300059556961,0.0,1.0173982925274794,0.0,1000.0,0.0,0.0,2.852613088311894,0.0,187.2681157729205,0.0,7.369478106498718,0.0,0.8300840195053457,0.0,187.2681157729205,0.0,6164.213289259416,0.0,0.5612543681088615,0.0,0.8300840195053457,0.0,2.852613088311894,1.0634689716343435,0.5612543681088615,0.8300840195053457,6.367115936279297,209.58325183482015
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,5.248982727291031,0.7896167813539505,0.5943430029153823,0.0,0.7503505349159241,0.0,1000.0,0.0,0.0,2.872323111746339,0.0,183.66766139439173,0.0,3.06357878446579,0.0,0.8137864959579553,0.0,183.66766139439173,0.0,5951.701834177184,0.0,0.5789552554488182,0.0,0.8137864959579553,0.0,2.872323111746339,1.0626420063478275,0.5789552554488182,0.8137864959579553,5.142694519042969,166.64765135696118
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,5.433770147819953,0.7897217804193497,0.5939028660058975,0.0,0.7957421924386706,0.0,1000.0,0.0,0.0,2.949124105954798,0.0,170.08369064331055,0.0,7.656933009624481,0.0,0.753312732829014,0.0,170.08369064331055,0.0,5391.632955892579,0.0,0.6810916204537664,0.0,0.753312732829014,0.0,2.949124105954798,1.0484950818698533,0.6810916204537664,0.753312732829014,9.524686676025391,301.93144552998444
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,5.433770147819953,0.7901519807577133,0.592996097445488,0.0,0.9948767349123955,0.0,1000.0,0.0,0.0,3.0050959296389474,0.0,175.4957733154297,0.0,13.658527344465256,0.0,0.7780491922381488,0.0,175.4957733154297,0.0,5740.142231916398,0.0,0.6148762535303831,0.0,0.7780491922381488,0.0,3.0050959296389474,1.0506533033329284,0.6148762535303831,0.7780491922381488,11.2317294921875,367.36910284264945
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,59,5.433770147819953,0.7904137790203094,0.5921220662593841,0.0,0.7550065834885058,0.0,1000.0,0.0,0.0,3.038147548853454,0.0,193.113617606785,0.0,4.175943768542746,0.0,0.8559061378376047,0.0,193.113617606785,0.0,6161.572137662937,0.0,0.46315578986769135,0.0,0.8559061378376047,0.0,3.038147548853454,1.0423584517577427,0.46315578986769135,0.8559061378376047,8.88322640991211,283.4323183324952
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,60,5.433770147819953,0.7905483793020248,0.5918310163021088,0.0,0.8219239358392466,0.0,1000.0,0.0,0.0,3.0517094669032043,0.0,194.44799613952637,0.0,7.197068909804027,0.0,0.8606626483364054,0.0,194.44799613952637,0.0,5950.184741195556,0.0,0.4317704076723506,0.0,0.8606626483364054,0.0,3.0517094669032043,1.042732807046794,0.4317704076723506,0.8606626483364054,9.333503814697266,285.60886757738666
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,61,5.433770147819953,0.7905907799005508,0.5914806516170502,0.0,1.0503219709946559,0.0,1000.0,0.0,0.0,3.1018146223859886,0.0,171.95828951322116,0.0,12.49276537161607,0.0,0.7627245167456811,0.0,171.95828951322116,0.0,5586.174005638028,0.0,0.6043101915946374,0.0,0.7627245167456811,0.0,3.1018146223859886,1.0392091784812834,0.6043101915946374,0.7627245167456811,8.9418310546875,290.48104829317737
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,5.433770147819953,0.7911275819540023,0.590394716501236,0.0,0.9969948478616201,0.0,1000.0,0.0,0.0,3.1487340101438313,0.0,169.91060344989484,0.0,11.108548494485708,0.0,0.7534534099190563,0.0,169.91060344989484,0.0,5519.644435586317,0.0,0.6082906860571641,0.0,0.7534534099190563,0.0,3.1487340101438313,1.0375478532294988,0.6082906860571641,0.7534534099190563,8.835351379394531,287.02151065048855
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,63,5.433770147819953,0.7913385801315308,0.5898656176328659,0.0,1.0270874362904578,0.0,1000.0,0.0,0.0,3.1795877140653017,0.0,178.22853660583496,0.0,14.537324622273445,0.0,0.7903507780813853,0.0,178.22853660583496,0.0,5801.575386426441,0.0,0.5160290177445859,0.0,0.7903507780813853,0.0,3.1795877140653017,1.0464216759820202,0.5160290177445859,0.7903507780813853,11.406626342773437,371.3008247312922
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,64,5.434877117588607,0.7915861790180206,0.5894536201953888,0.0,1.118784989629473,0.0,1000.0,0.0,0.0,3.219319083046185,0.0,176.38471603393555,0.0,16.125465554850443,0.0,0.7818550659560201,0.0,176.38471603393555,0.0,5556.741991572189,0.0,0.5221669226884842,0.0,0.7818550659560201,0.0,3.219319083046185,1.0454271234971095,0.5221669226884842,0.7818550659560201,9.87754409790039,311.1775515280426
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,65,5.434877117588607,0.7918657803535462,0.5887521007061005,0.0,0.9805722122008984,0.0,1000.0,0.0,0.0,3.247311229281112,0.0,170.20584575946515,0.0,10.293217273858877,0.0,0.7544416122293336,0.0,170.20584575946515,0.0,5579.130101227729,0.0,0.5548362886676421,0.0,0.7544416122293336,0.0,3.247311229281112,1.061736525663906,0.5548362886676421,0.7544416122293336,8.850703979492188,290.1147652638419
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,66,5.597033774940704,0.7921891807317734,0.5882751709222793,0.0,1.0842962813377381,0.0,1000.0,0.0,0.0,3.295964293336646,0.0,160.31412536621093,0.0,11.173387145996093,0.0,0.7109877181374844,0.0,160.31412536621093,0.0,5522.888651225604,0.0,0.6332856994867325,0.0,0.7109877181374844,0.0,3.295964293336646,1.0810711874818915,0.6332856994867325,0.7109877181374844,8.015706268310547,276.1444325612802
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,67,5.667710543269023,0.7921441791057586,0.5882274498939514,0.0,0.9154773611446907,0.0,1000.0,0.0,0.0,3.3561048568514043,0.0,168.55258915342134,0.0,10.365929126739502,0.0,0.7469417873859023,0.0,168.55258915342134,0.0,5668.81444324038,0.0,0.5589214833132152,0.0,0.7469417873859023,0.0,3.3561048568514043,1.0735502448312393,0.5589214833132152,0.7469417873859023,9.776050170898438,328.791237707942
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,68,5.667710543269023,0.7923645799160004,0.5878453142642975,0.0,1.147203356904142,0.0,1000.0,0.0,0.0,3.419859672687218,0.0,165.20523564955766,0.0,18.91807923597448,0.0,0.7329633615805513,0.0,165.20523564955766,0.0,5623.803546088707,0.0,0.5609825292930883,0.0,0.7329633615805513,0.0,3.419859672687218,1.0826981366398631,0.5609825292930883,0.7329633615805513,11.233956024169922,382.41864113403204
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,69,5.778916412211354,0.7925803805589676,0.587378658413887,0.0,0.9265456623152682,0.0,1000.0,0.0,0.0,3.4653535574280583,0.0,157.99917200991982,0.0,5.475298141178332,0.0,0.7008622359731295,0.0,157.99917200991982,0.0,5457.117769312048,0.0,0.6233838655446705,0.0,0.7008622359731295,0.0,3.4653535574280583,1.080792713404252,0.6233838655446705,0.7008622359731295,6.003968536376953,207.37047523385783
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,70,5.778916412211354,0.7928943800926208,0.5867093218564987,0.0,1.1492540915807088,0.0,1000.0,0.0,0.0,3.4899848415430808,0.0,163.78123168945314,0.0,8.508232402801514,0.0,0.7254763272915935,0.0,163.78123168945314,0.0,5365.743829160503,0.0,0.5390700817108154,0.0,0.7254763272915935,0.0,3.4899848415430808,1.0795828031202999,0.5390700817108154,0.7254763272915935,4.913436950683594,160.97231487481505
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,71,5.841474031723021,0.7930581804513931,0.5865944944620133,0.0,1.0260539840568195,0.0,1000.0,0.0,0.0,3.5137254969253373,0.0,158.49037725275213,0.0,9.54262160171162,0.0,0.7018203954077473,0.0,158.49037725275213,0.0,5354.406013160137,0.0,0.5751291025768627,0.0,0.7018203954077473,0.0,3.5137254969253373,1.0979166661298274,0.5751291025768627,0.7018203954077473,6.973576599121094,235.59386457904606
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,72,5.841474031723021,0.7931621799468994,0.5864787813425064,0.0,1.2095601725578309,0.0,1000.0,0.0,0.0,3.578446158581565,0.0,153.40831481933594,0.0,13.99002815246582,0.0,0.6808606745575525,0.0,153.40831481933594,0.0,5239.788961691595,0.0,0.6172252118587493,0.0,0.6808606745575525,0.0,3.578446158581565,1.11017780061966,0.6172252118587493,0.6808606745575525,7.670415740966797,261.9894480845798
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,73,5.841474031723021,0.7932763810157776,0.5864416304826736,0.0,1.0551432762295008,0.0,1000.0,0.0,0.0,3.632555503756064,0.0,162.08937311172485,0.0,14.774765968322754,0.0,0.7192367393707149,0.0,162.08937311172485,0.0,5355.436382537,0.0,0.5110724861733615,0.0,0.7192367393707149,0.0,3.632555503756064,1.1241819020628785,0.5110724861733615,0.7192367393707149,10.373719879150391,342.747928482368
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,74,5.841474031723021,0.7934397783279419,0.5861609784364701,0.0,1.0901203441123168,0.0,1000.0,0.0,0.0,3.693603556023038,0.0,153.9226271311442,0.0,12.56796900431315,0.0,0.6819767744557573,0.0,153.9226271311442,0.0,5207.331456948406,0.0,0.5862257269521555,0.0,0.6819767744557573,0.0,3.693603556023038,1.1313445534527427,0.5862257269521555,0.6819767744557573,7.388286102294922,249.9519099335235
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,75,5.841474031723021,0.7933263803720474,0.5863006896972657,0.0,1.2708065326397235,0.0,1000.0,0.0,0.0,3.7344944845002837,0.0,154.91640589787409,0.0,17.048380631666916,0.0,0.6874361018925624,0.0,154.91640589787409,0.0,5319.026213976492,0.0,0.5520030592496579,0.0,0.6874361018925624,0.0,3.7344944845002837,1.1518211362861572,0.5520030592496579,0.6874361018925624,8.055653106689453,276.5893631267776
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,76,5.841474031723021,0.7937123801708221,0.5860816764831543,0.0,1.3065203045095717,0.0,1000.0,0.0,0.0,3.789799671446812,0.0,148.26858883812315,0.0,15.110939582188925,0.0,0.6570651165574857,0.0,148.26858883812315,0.0,4987.153395001691,0.0,0.6388215649695623,0.0,0.6570651165574857,0.0,3.789799671446812,1.1469569082025177,0.6388215649695623,0.6570651165574857,6.227280731201172,209.46044259007104
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,77,5.841474031723021,0.7937069791555404,0.5860654742717742,0.0,1.2919195915261905,0.0,1000.0,0.0,0.0,3.8321422394818065,0.0,155.70944595336914,0.0,19.305747032165527,0.0,0.6896605108935973,0.0,155.70944595336914,0.0,5433.500482388577,0.0,0.5263357628136873,0.0,0.6896605108935973,0.0,3.8321422394818065,1.1565146535874526,0.5263357628136873,0.6896605108935973,7.474053405761719,260.8080231546517
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,78,5.841474031723021,0.793936579823494,0.5858984262943268,0.0,1.140656021080519,0.0,1000.0,0.0,0.0,3.8653298411943573,0.0,151.596535130551,0.0,8.605549536253276,0.0,0.6720813983502322,0.0,151.596535130551,0.0,5353.8044083166,0.0,0.5490739894540686,0.0,0.6720813983502322,0.0,3.8653298411943573,1.1702475372599295,0.5490739894540686,0.6720813983502322,5.760668334960937,203.44456751603082
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,79,5.841474031723021,0.7940787794589996,0.5858811101913453,0.0,1.0868493169546127,0.0,1000.0,0.0,0.0,3.9160534555134063,0.0,152.42555306174538,0.0,15.137291778217662,0.0,0.6767004660194195,0.0,152.42555306174538,0.0,5341.518003555778,0.0,0.5384821627627719,0.0,0.6767004660194195,0.0,3.9160534555134063,1.1653359452049867,0.5384821627627719,0.6767004660194195,6.706724334716797,235.0267921564542
