algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,10,0.8310261466955985,0.8370499805609385,0.7263102501630783,nan,1.4773373948900324,9.096089689731597,1000.0,0.0,nan,0,31820,0,214,399.8720140959087,413.34229598999025,4297.065358333296,1139.7820091954434,0.2643761859631606,0.7724935896403167,0.97088559991435,0.9352911803126335,399.8720140959087,413.34229598999025,1.8668809376264874,5.1451325714588165,1.7715339456152142,1.83280674735005,1.7715339456152142,1.83280674735005,0.4676231474340231,0.346760672334808,0.9383792806433761,1.827490842176708,180.53205493164063,619.2012872948426
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,11,0.8433184655764148,0.8419273136059443,0.685380426843961,nan,1.6720878183841705,9.742263684272766,1000.0,0.0,nan,0,31467,0,213,401.4945119222005,405.6007322692871,4691.425167222926,1014.242844070637,0.28571821490512084,0.8133424629511432,0.9504734045929379,0.9397490864992142,401.4945119222005,405.6007322692871,1.8132731782065497,25.965253868103026,1.7797739850369467,1.7979601486215555,1.7797739850369467,1.7979601486215555,0.4967679141235298,0.3568909397987516,0.9406345806537418,1.7964585387842942,176.69409533691407,574.5884436482801
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,12,0.8562347700821693,0.8462799801429113,0.6510023297866185,nan,1.711036118594083,10.11346218109131,1000.0,0.0,nan,0,30495,0,205,400.5174948952415,406.3284858703613,5029.503279401934,902.5035323312076,0.29943050770297797,0.8312548612437978,0.9360815395008434,0.9213927698135376,400.5174948952415,406.3284858703613,1.7594954534010454,50.555802607536314,1.777318794850971,1.801856978375146,1.777318794850971,1.801856978375146,0.5121602491193059,0.3604368086632814,0.9221585350578995,1.8005777365800468,171.34277923583986,471.6504850793256
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,13,0.869960599662744,0.8495619775851567,0.6231061112880707,nan,1.6508039060760946,10.374242358207702,1000.0,0.0,nan,0,30761,0,215,400.45598826688877,409.33702850341797,5444.709235569482,829.168893629604,0.3157424109225895,0.8480618193033024,0.9208210952141705,0.8978088781237602,400.45598826688877,409.33702850341797,1.9143980461008407,65.79536383867264,1.7759716102014327,1.81384210976283,1.7759716102014327,1.81384210976283,0.5286701742748746,0.36276348499779826,0.8996116785409813,1.8108752964331354,177.35031500244142,516.7876714612039
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,0.8822502607197166,0.8530139784018199,0.598205356001854,nan,1.831046011712816,10.672207455635071,1000.0,0.0,nan,0,30430,0,202,389.91627332899304,408.8998030090332,5702.748645346721,774.7009142206891,0.3278720082795558,0.8633963669720207,0.936155637105306,0.8816351702809334,389.91627332899304,408.8998030090332,4.034216403961182,45.07947374045849,1.724670961453259,1.8130578244348123,1.724670961453259,1.8130578244348123,0.5420817517565417,0.3657482247011017,0.8839829415795906,1.8092516915791474,170.57841412353517,412.52984130451665
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,0.895337957519392,0.855706311861674,0.5776355554660161,nan,1.788904007524252,11.19735614299774,1000.0,0.0,nan,0,31039,0,211,390.5831928253174,401.0712367248535,6157.89171766187,728.9376403694905,0.3449815392716623,0.8784458103910279,0.9139130972325802,0.886748665869236,390.5831928253174,401.0712367248535,1.6073622778058052,37.09977882027626,1.7345160136838464,1.7778984917178589,1.7345160136838464,1.7778984917178589,0.5583672477194086,0.3670481610880027,0.8887608459702244,1.7746849748264506,172.92715686035157,488.627591112976
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,0.9130254212996302,0.8581713126103083,0.5595537610848744,nan,1.9584622654047878,11.524460954666138,1000.0,0.0,nan,0,30796,0,206,382.1633467240767,398.1721649169922,6381.533278014223,686.8162817546437,0.3553951041264947,0.8924039640459804,0.9244035374034535,0.8781347703933716,382.1633467240767,398.1721649169922,2.7316453240134497,56.36038691520691,1.6921882894861449,1.7649808919407999,1.6921882894861449,1.7649808919407999,0.5701986480942891,0.3700602994555219,0.8805468862090631,1.7611860169313154,167.67645959472657,415.1202448181704
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,0.9292257243582246,0.8602469784021377,0.5438459865252177,nan,1.4109931215643883,11.785268511772156,1000.0,0.0,nan,0,30842,0,212,385.9666500091553,396.16361907958986,6715.075760203365,642.9884431007188,0.3775736067221243,0.9060528979768481,0.8968202918767929,0.8668648153543472,385.9666500091553,396.16361907958986,1.6366456598043442,47.11355785191059,1.7097443120811262,1.7561702980041844,1.7097443120811262,1.7561702980041844,0.5889653232240137,0.36868261682345604,0.8690837395411951,1.7527313360839576,170.8163804321289,472.0778015667952
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,0.9504626720186559,0.8621693110466003,0.5301667503515879,nan,1.5844519399106503,12.118253450393677,1000.0,0.0,nan,0,30647,0,211,385.79491996765137,391.5971388244629,7118.333711480554,614.1480637872882,0.3984396247706315,0.9203106509068911,0.8791341185569763,0.8629056480526924,385.79491996765137,391.5971388244629,1.519271582365036,92.71540327072144,1.7112920595908132,1.736069022805655,1.7112920595908132,1.736069022805655,0.6071880352251354,0.36786672660270214,0.8641077569789357,1.7342336921971482,168.98429296875,473.44590428229293
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,0.9703725928725887,0.8638663134972254,0.5181717500090599,nan,1.7496908957307988,12.150917701721191,1000.0,0.0,nan,0,30815,0,205,370.9586459073153,393.58278106689454,7156.896227462462,577.3449984082738,0.41386007151356885,0.9340010638333459,0.906861272725192,0.8397834786772728,370.9586459073153,393.58278106689454,1.4350707205859097,31.865955213904382,1.6441118097184075,1.7449987242630778,1.6441118097184075,1.7449987242630778,0.6219164684414796,0.36843743123800754,0.843280425286406,1.7397392168697532,165.59420263671876,388.38971636748363
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,0.9917144356987574,0.8653656468788783,0.5072461131215096,nan,1.4600386102994283,12.570673160552978,1000.0,0.0,nan,0,30523,0,209,365.59471842447914,385.9081753540039,7416.316753538523,557.5268075488681,0.4309606593103395,0.9494419305415025,0.9048369805018107,0.8451764431595802,365.59471842447914,385.9081753540039,1.5100621700286865,98.04311594545841,1.6226334389221322,1.711028665159705,1.6226334389221322,1.711028665159705,0.6383531678028046,0.3698430017928916,0.8493388062299684,1.7048615563524323,165.33111169433593,445.5002256257029
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,1.0113883728562931,0.8667076442639033,0.4975255297621091,nan,1.7521779636542003,12.61689986228943,1000.0,0.0,nan,0,30602,0,208,373.491948445638,386.24659713745115,7786.437527439997,531.0950978902205,0.44304464449078673,0.9648033278182848,0.865350196758906,0.8269439330697059,373.491948445638,386.24659713745115,1.805690199136734,50.07403104186058,1.6561096051938495,1.7121665330790932,1.6561096051938495,1.7121665330790932,0.6517481178217861,0.37255087945420295,0.8291178725238116,1.7089934994252114,163.46244561767577,399.31253981464806
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,1.0389947536735264,0.867763978044192,0.4893923745552699,nan,1.6795402482936257,12.60705159664154,1000.0,0.0,nan,0,31164,0,214,378.35504792865953,386.9431596374512,7983.860997560926,516.9583682271674,0.46124599110045283,0.9801102063925776,0.8333880932707536,0.8069901132583618,378.35504792865953,386.9431596374512,1.3633574372843693,39.828435135483744,1.6774099749038556,1.7153662435949957,1.6774099749038556,1.7153662435949957,0.6687916772173028,0.3732162102383732,0.8092803489671995,1.7120732339825222,169.15475567626953,510.1700651981822
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,1.0894371514126258,0.8687369789679845,0.48180947959423065,nan,1.8175842211796687,12.979546976089477,1000.0,0.0,nan,0,30466,0,208,355.2778085561899,379.31708694458007,7968.4593313603855,502.40539610059534,0.48211949460819425,0.9983878934787981,0.8862981887964102,0.8128051111102104,355.2778085561899,379.31708694458007,1.263721493574289,107.93453740358353,1.5774925807766706,1.6815911676893847,1.5774925807766706,1.6815911676893847,0.6886268541564359,0.3733008576033353,0.8172906041145325,1.6752377328073877,160.96405780029298,408.1421010556081
