algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,1.111312112970241,0.869720978140831,0.47453254560629526,nan,1.5369641423225402,12.828154296875,1000.0,0.0,nan,0,30719,0,211,364.2880615234375,381.94278366088867,8457.279523620931,475.99710386996276,0.5001826239804286,1.015355461049847,0.8417902171611786,0.7871035107970238,364.2880615234375,381.94278366088867,1.3285145521163941,58.31461530864239,1.6161110922210313,1.6924183329831686,1.6161110922210313,1.6924183329831686,0.706251758808196,0.37366486960804984,0.7909188624038253,1.6870945719997636,163.7057553100586,444.11722725661303
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,1.1547805138037806,0.8709109783172607,0.4678164642055829,nan,1.364701047539711,13.285685625076294,1000.0,0.0,nan,0,30650,0,208,333.21837615966797,372.23798568725584,8041.989162859491,456.44216412302194,0.5252542201517616,1.0392571824696732,0.9252529094616572,0.7998157554864883,333.21837615966797,372.23798568725584,1.199938714504242,49.26141436398029,1.4773243054775866,1.6497475276559586,1.4773243054775866,1.6497475276559586,0.7308554050789262,0.3735912075057895,0.8069159717492338,1.6399877226269943,156.89243530273438,375.58460555783654
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,1.1683441506034784,0.8716266455252966,0.4621058324972788,nan,1.7093457533763006,13.063437700271606,1000.0,0.0,nan,0,30683,0,211,351.25330528846155,374.9226608276367,8351.543078095176,446.786475225767,0.5453132170626035,1.062044022503979,0.8505717515945435,0.7726109948754311,351.25330528846155,374.9226608276367,1.6144427794676561,69.93807478487491,1.5564565946505968,1.6620243272061048,1.5564565946505968,1.6620243272061048,0.7520055392391537,0.3752383208596959,0.7773691631258933,1.6555812261581164,159.1016502685547,395.8547101207814
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,1.1838077016578676,0.8722079785664877,0.45711858173211417,nan,1.8075012845151566,13.050833616256714,1000.0,0.0,nan,0,31157,0,211,353.8631160960478,373.31011215209963,8862.701153786016,435.4220676488336,0.5637593579874158,1.085517826187568,0.8250380438916823,0.7592056858539581,353.8631160960478,373.31011215209963,1.1299900167128618,75.51103755891323,1.5673447567303207,1.65516206916091,1.5673447567303207,1.65516206916091,0.7724627452674766,0.37823072332254537,0.7643630595251163,1.648282371873721,161.35539080810548,475.500666288258
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,1.1956343244580345,0.8730219781398774,0.45226447214682897,nan,1.700199141221888,13.000357403755189,1000.0,0.0,nan,0,31024,0,214,330.0411323098575,372.1055912780762,8578.351126813635,426.728759031222,0.5834977741362496,1.1087549906482952,0.886380672454834,0.7446472112834454,330.0411323098575,372.1055912780762,1.4989837618435131,36.173634662628174,1.4634000752962666,1.6496511151443503,1.4634000752962666,1.6496511151443503,0.7936006607410677,0.3815579005542412,0.7557507543245219,1.635060019856712,160.06363500976562,462.35544192415244
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,1.2425116833418186,0.8738959779342016,0.44722673038641614,nan,1.5651704370975494,13.177644634246827,1000.0,0.0,nan,0,31207,0,211,341.36773109436035,366.85462295532227,9175.453587954591,417.2111945481741,0.6019181173366399,1.135243057908944,0.8299431540071964,0.7439346218109131,341.36773109436035,366.85462295532227,1.4092009961605072,26.970467596650124,1.5146729097678144,1.62601347768361,1.5146729097678144,1.62601347768361,0.8152480935655615,0.3868563504455553,0.7503056241958229,1.6177660282083661,157.66561657714843,460.49899263381656
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,1.2487398343261793,0.8742886439959208,0.4434653056661288,nan,1.575414996255528,13.258432898521423,1000.0,0.0,nan,0,31286,0,218,340.4809930974787,362.8245932006836,9085.634271572753,408.4136291847467,0.6317302130126852,1.1608819680556666,0.8165973790667274,0.7384152257442474,340.4809930974787,362.8245932006836,1.0271415927193381,33.963808193802834,1.5091416516200895,1.6088439354457353,1.5091416516200895,1.6088439354457353,0.8433909150298777,0.3872558481676421,0.7461630067041328,1.5989635289404909,160.1110009765625,563.1333596230996
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,1.2578313076444476,0.874741310874621,0.4397849118709564,nan,2.0908957570791245,13.174929978847503,1000.0,0.0,nan,0,30683,0,205,334.01708984375,361.51602630615236,9111.396885702225,398.368670472493,0.643993805352112,1.184679423574245,0.8197260747353236,0.7244734963774682,334.01708984375,361.51602630615236,2.4706340233484902,48.3109393954277,1.4827429723974357,1.6024059490502278,1.4827429723974357,1.6024059490502278,0.8602680526409653,0.39185883064629773,0.7298651517562147,1.5956325730132774,152.62282067871095,378.02099344585054
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,1.2713171395611327,0.875325645605723,0.43625859638055164,nan,1.8783192588732793,13.186594133377076,1000.0,0.0,nan,0,30647,0,209,307.2531550480769,358.26756118774415,8654.184910969858,387.4041114874319,0.6660934060623697,1.205073741824888,0.8990643803889935,0.716510664820671,307.2531550480769,358.26756118774415,1.4824735934917743,56.56054817199707,1.3624813537261875,1.5884037683385477,1.3624813537261875,1.5884037683385477,0.8816855403673769,0.3924230655263891,0.7276524408882212,1.5746150763669016,151.29560650634767,379.9704522801891
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,1.29134658741118,0.8757566442092259,0.4330349846680959,nan,1.8132816404104233,13.349974818229676,1000.0,0.0,nan,0,30602,0,208,326.3631057739258,352.78064880371096,8679.086501627155,376.8680386256498,0.6827854740761595,1.2258052641178443,0.8126314431428909,0.7173012825846672,326.3631057739258,352.78064880371096,1.0816477984189987,82.74119540095329,1.4475706569969946,1.563791641925353,1.4475706569969946,1.563791641925353,0.8999933900928333,0.3943418827345678,0.7226973294087176,1.5572130956086536,148.9449740600586,359.0452914893117
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,1.3869790778564828,0.8758466438452402,0.4311427636941274,nan,2.024547620959904,13.354369869232178,1000.0,0.0,nan,0,32136,0,220,329.7192223590353,349.46723861694335,9068.64471631647,363.92180836074,0.7021325347254956,1.2465790404371102,0.7837590186492257,0.7100051748752594,329.7192223590353,349.46723861694335,1.620664171550585,18.67403021812439,1.4606946641428629,1.5492723783562174,1.4606946641428629,1.5492723783562174,0.9199111370101416,0.3976758866425976,0.7176120735604666,1.540136560298338,154.95397967529297,562.7263802948536
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,1.4588257580353408,0.8764386443297069,0.428050498565038,nan,1.9288134028514226,13.211706085205078,1000.0,0.0,nan,0,30566,0,208,319.20133717854816,348.09421157836914,9263.097646479107,362.145013816194,0.7192874699903115,1.267097598655805,0.8030717571576437,0.6954963046312332,319.20133717854816,348.09421157836914,1.7902934700250626,82.81200957626105,1.4160986456310836,1.5433723176634553,1.4160986456310836,1.5433723176634553,0.9384115214565091,0.40065873808823216,0.701585481189332,1.5361681475484155,146.8985167236328,367.17234904197613
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,1.4718834262843874,0.8769146454334259,0.425017474591732,nan,1.4086070607105892,12.743324196338653,1000.0,0.0,nan,0,30724,0,206,309.6465708414714,351.1915141296387,9811.057328724948,360.82625028850657,0.737389995497711,1.2853920994458088,0.8209750627477964,0.6646264258027077,309.6465708414714,351.1915141296387,1.272485117117564,53.20451366126537,1.3741494433781487,1.5563732332597606,1.3741494433781487,1.5563732332597606,0.95659083707695,0.40153223876355304,0.6734763486486561,1.5460586791155184,147.90812335205078,379.79587600480147
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,1.5147314963463887,0.8772766449054082,0.4227896289030711,nan,1.9329603151841597,12.720981726646423,1000.0,0.0,nan,0,30061,0,207,310.4966513893821,347.8325570678711,9259.84220991516,358.3275835305627,0.758207638486136,1.304983364468274,0.8007147799838673,0.6576685813069344,310.4966513893821,347.8325570678711,1.0125912753018467,113.13571851730347,1.3769527561482533,1.5411904656082964,1.3769527561482533,1.5411904656082964,0.9769179288789913,0.4024213188083969,0.6651259660720825,1.5326283101388156,145.96394915771484,347.04756203035856
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,1.5631387292119578,0.8772029775381088,0.4216636076569557,nan,1.9768055180708568,12.547675919532775,1000.0,0.0,nan,0,31183,0,219,324.62083371480304,346.0222784423828,9831.38848562091,352.9514741233387,0.7772852147724075,1.3264110812516712,0.7287063176433245,0.6433597083389759,324.62083371480304,346.0222784423828,1.5872713973124821,28.605994580984117,1.4378978348614175,1.5344291921981374,1.4378978348614175,1.5344291921981374,0.996935561364113,0.4070985066706846,0.652503987907299,1.524086546769203,153.99071139526367,613.0872369591391
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,1.6522750440183263,0.8776619776089987,0.4191170502702395,nan,1.7697635476405804,12.479814522266388,1000.0,0.0,nan,0,30449,0,209,291.23596543532153,343.00830322265625,9011.605844817768,352.4076615879681,0.7966205883709027,1.3502541834848183,0.8401281879498408,0.6349176943302155,291.23596543532153,343.00830322265625,1.2242215688412006,47.639180080890654,1.2923427708877036,1.5209907086894296,1.2923427708877036,1.5209907086894296,1.0180740264164687,0.4124690970465716,0.6474422784478452,1.5070356702320475,144.77545639038087,375.2648166004492
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,1.7490271608794918,0.877820978363355,0.41750248342752455,nan,2.1246146043141683,12.332992413043975,1000.0,0.0,nan,0,30855,0,211,295.2499114990234,340.9725343322754,9469.822586276015,348.85263732355105,0.8170448944906301,1.375399655928532,0.8062289357185364,0.6228366328775883,295.2499114990234,340.9725343322754,2.7197420716285707,30.04500132203102,1.3103109018200343,1.511606561358418,1.3103109018200343,1.511606561358418,1.040386799065791,0.4179807705707243,0.6356314447037009,1.4975626781348104,145.24651107788085,423.6357325177009
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,1.7490271608794918,0.8775466442108154,0.4174488074580828,nan,2.5774240312368972,12.23379373550415,1000.0,0.0,nan,0,31207,0,219,294.2075420877208,338.1558999633789,9252.933917756736,346.5512504758532,0.8358822017933972,1.3996603674899761,0.793695841146552,0.6135568784177303,294.2075420877208,338.1558999633789,3.080255415128625,43.678538907766345,1.3043547209157604,1.4991357010953639,1.3043547209157604,1.4991357010953639,1.0613934680720287,0.4257960709620512,0.6321362333180124,1.4790461829602477,148.79590692138672,564.2554604071512
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,1.8131810102388999,0.8780183120568593,0.4151870330174764,nan,1.751150986977986,12.051153590679169,1000.0,0.0,nan,0,31106,0,210,285.7025615147182,336.3798258972168,9464.96933127822,343.6510976832944,0.8588502226428367,1.4246924164684425,0.8089251049927303,0.6004709005355835,285.7025615147182,336.3798258972168,2.6367474624088834,28.79016448199749,1.2687134469320454,1.4907554472906293,1.2687134469320454,1.4907554472906293,1.085187100173079,0.4297244226617312,0.6141080914813781,1.4762293351176377,142.55160208129882,402.47958034910795
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,1.8257681869896183,0.8779006447394689,0.414496327539285,nan,2.1859794888231487,11.885888893604278,1000.0,0.0,nan,0,31009,0,215,281.9381815592448,334.14908477783206,8701.892310469328,340.6355438957902,0.8876966504513293,1.4505611332968948,0.8071897029876709,0.5885723289847374,281.9381815592448,334.14908477783206,1.2128147582213085,33.998831659555435,1.2516457653628175,1.4810464597489112,1.2516457653628175,1.4810464597489112,1.1128424435895554,0.43327751293053113,0.606623304819842,1.4621051180106102,143.80940844726564,449.5223407352118
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,1.842994738729754,0.8780146445830663,0.4134281752506892,nan,1.9803095294369593,11.516854856014252,1000.0,0.0,nan,0,31098,0,214,283.5707965426975,334.2035282897949,9369.62074260602,341.1165514168122,0.9200834981627373,1.4755037169111378,0.7829177164369159,0.5670085641741752,283.5707965426975,334.2035282897949,0.8877758847342597,41.19772164106369,1.2581012048915694,1.4812870718435076,1.2581012048915694,1.4812870718435076,1.1422515856620976,0.4348531132232737,0.5848359253701814,1.462858880994265,143.88995999145507,473.75296730054146
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,1.8579623733857187,0.8777873096863429,0.41324321687221527,nan,2.395533414114089,11.18706104516983,1000.0,0.0,nan,0,31568,0,218,284.97863042922245,333.5428286743164,9366.13764188361,337.7664862840757,0.9385002332603896,1.4987442074461947,0.7608743168058849,0.5477261935174466,284.97863042922245,333.5428286743164,2.3513872169312977,16.209793229103088,1.261817595075999,1.478869066101515,1.261817595075999,1.478869066101515,1.1625978229347118,0.4403239134981069,0.5679800875855787,1.4582442656873258,145.3862339477539,528.4843754727419
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,1.8981803746009625,0.8781396444638571,0.4117010486125946,nan,2.4004148028113623,11.018927991390228,1000.0,0.0,nan,0,30772,0,206,270.9470422918146,331.2094439697266,9512.328492257157,337.9913258799537,0.9589781213677372,1.5223057726719817,0.8005955490199003,0.5367079986631871,270.9470422918146,331.2094439697266,7.383511088111184,14.26716630578041,1.203185139485858,1.4679044998526398,1.203185139485858,1.4679044998526398,1.184309181889435,0.4435844334320866,0.550465169534864,1.4541039644780687,138.44461251831055,344.4677571816389
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,1.939910467262327,0.8776286439100901,0.41242088009913763,nan,2.671188820810879,10.842509555816651,1000.0,0.0,nan,0,31543,0,213,271.3157303754021,328.58930252075197,8263.104077716944,335.2437390910317,0.9864045573531731,1.5456225461788637,0.7826710238176233,0.5255304187536239,271.3157303754021,328.58930252075197,2.197031063192031,9.98578217625618,1.2029853696443256,1.4570961251473944,1.2029853696443256,1.4570961251473944,1.2100917528834494,0.44767696950519364,0.545675074449882,1.4371888309374765,140.66045584106445,415.0430342787888
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,1.939910467262327,0.8779913123448689,0.41076766669750214,nan,2.320961898023432,10.512119297981263,1000.0,0.0,nan,0,30389,0,207,294.3465270996094,327.78425521850585,9874.580329309463,334.27838550858655,0.9963061443741238,1.567278620434081,0.6593459356914867,0.5071586704254151,294.3465270996094,327.78425521850585,3.554156845266169,35.51777581691742,1.3051327805281476,1.4532877699214257,1.3051327805281476,1.4532877699214257,1.2246951347981068,0.451653257893563,0.5150926036857316,1.445564050095236,137.58932568359376,350.9521214482428
