algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,19,2.540847004632836,0.7562843800783158,0.7115962172746658,0.0,0.829867807301608,0.0,1000.0,0.0,0.0,1.3716986967900964,0.0,0.9792144115148086,0.0,220.8548029119318,0.0,220.8548029119318,0.0,7.6059252999045635,0.0,0.8600375191731886,0.0,4564.720156938004,0.0,0.9792144115148086,0.0,1.3716986967900964,1.0846190964043192,0.8600375191731886,0.9792144115148086,9.717611328125,200.84768690527218
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,20,2.583007623166657,0.7583843804597855,0.7032167482376098,0.0,0.7119106916444642,0.0,1000.0,0.0,0.0,1.4305775303349042,0.0,0.9811919699196928,0.0,221.26669420514787,0.0,221.26669420514787,0.0,6.678879840033395,0.0,0.848560556769371,0.0,4681.440311945001,0.0,0.9811919699196928,0.0,1.4305775303349042,1.0804052382808265,0.848560556769371,0.9811919699196928,12.39093487548828,262.16065746892
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,21,2.61651991113298,0.7603281798362732,0.6954502457380295,0.0,0.7552209865479242,0.0,1000.0,0.0,0.0,1.4636914541285568,0.0,1.0244906142821153,0.0,231.10824875604538,0.0,231.10824875604538,0.0,5.135788486117408,0.0,0.7880925451006208,0.0,5057.90848143153,0.0,1.0244906142821153,0.0,1.4636914541285568,1.0775833234857004,0.7880925451006208,1.0244906142821153,9.706546447753906,212.4321562201243
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,22,2.65923430233491,0.7621955817937851,0.6881203227043152,0.0,0.9340436517127922,0.0,1000.0,0.0,0.0,1.4985814605397008,0.0,1.0261642742156831,0.0,231.34480013166154,0.0,231.34480013166154,0.0,9.559684719358172,0.0,0.7763626649975777,0.0,5083.41018090879,0.0,1.0261642742156831,0.0,1.4985814605397008,1.0752427567136167,0.7763626649975777,1.0261642742156831,12.955308807373047,284.6709701308922
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,23,2.705078380872678,0.7638923819065094,0.681723879814148,0.0,0.845611416158222,0.0,1000.0,0.0,0.0,1.5493689815174847,0.0,0.9605574652887752,0.0,216.55543663388207,0.0,216.55543663388207,0.0,5.98427034559704,0.0,0.8453947277296157,0.0,4971.823132627381,0.0,0.9605574652887752,0.0,1.5493689815174847,1.0688637529045464,0.8453947277296157,0.9605574652887752,9.095328338623046,208.81657157035
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,24,2.7539126969650387,0.7656321797370911,0.6754289693832397,0.0,0.849048750847578,0.0,1000.0,0.0,0.0,1.5844467670738085,0.0,0.9949060906865856,0.0,224.74352264404297,0.0,224.74352264404297,0.0,4.728235292434692,0.0,0.7945016227662564,0.0,5297.258810550232,0.0,0.9949060906865856,0.0,1.5844467670738085,1.0643724944353756,0.7945016227662564,0.9949060906865856,8.98974090576172,211.89035242200927
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,25,2.805573360266809,0.7670195809602738,0.670046935915947,0.0,0.6761012924344916,0.0,1000.0,0.0,0.0,1.6359735904500994,0.0,0.933554809756405,0.0,210.49536614668997,0.0,210.49536614668997,0.0,4.175906206432142,0.0,0.8597535804698342,0.0,4893.23291473721,0.0,0.933554809756405,0.0,1.6359735904500994,1.0552753835339734,0.8597535804698342,0.933554809756405,7.998823913574219,185.942850760014
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,26,2.8598836781838877,0.7683413808345795,0.66465929043293,0.0,0.7618545944040472,0.0,1000.0,0.0,0.0,1.6714754178619897,0.0,1.0329941809840206,0.0,233.35828746448863,0.0,233.35828746448863,0.0,4.997790033167059,0.0,0.7281639603051272,0.0,5562.44626379489,0.0,1.0329941809840206,0.0,1.6714754178619897,1.0486089300781063,0.7281639603051272,1.0329941809840206,10.2677646484375,244.74763560697514
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,27,2.9166645221071055,0.7698179794549942,0.6597962906360626,0.0,0.842586719072782,0.0,1000.0,0.0,0.0,1.7149311685767663,0.0,0.9828126990226649,0.0,221.76917736346905,0.0,221.76917736346905,0.0,10.456383608854734,0.0,0.7802288211308993,0.0,5581.068361498915,0.0,0.9828126990226649,0.0,1.7149311685767663,1.0408811512493403,0.7802288211308993,0.9828126990226649,11.53199722290039,290.2155547979436
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,28,2.975742680111634,0.7711825801134109,0.6551381256580353,0.0,0.7417876201647299,0.0,1000.0,0.0,0.0,1.75862067802813,0.0,0.9847053328918468,0.0,222.21466629593462,0.0,222.21466629593462,0.0,6.735652093534116,0.0,0.7680636953424524,0.0,5648.373342448937,0.0,0.9847053328918468,0.0,1.75862067802813,1.0321999499833434,0.7680636953424524,0.9847053328918468,11.999591979980469,305.01216049224263
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,29,3.109295150109345,0.7723535811901092,0.6507441411018372,0.0,0.7252802948156992,0.0,1000.0,0.0,0.0,1.7862200091630307,0.0,0.9770347301279271,0.0,220.21710132417223,0.0,220.21710132417223,0.0,4.692311400458927,0.0,0.7678422260852087,0.0,5570.821134922249,0.0,0.9770347301279271,0.0,1.7862200091630307,1.0289418129383046,0.7678422260852087,0.9770347301279271,9.249118255615235,233.9744876667345
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,30,3.109295150109345,0.7735061798095703,0.6467461448907852,0.0,0.8909994526766241,0.0,1000.0,0.0,0.0,1.8294949229570756,0.0,0.9920397559633474,0.0,223.88422060012817,0.0,223.88422060012817,0.0,10.413794487714767,0.0,0.7388703031465411,0.0,5794.351731392182,0.0,0.9920397559633474,0.0,1.8294949229570756,1.0229181809844492,0.7388703031465411,0.9920397559633474,14.328590118408203,370.83851080909966
