algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,32,3.2795479725422565,0.8772775790691376,0.43169103997945785,0.0,1.0311815763513248,0.0,1000.0,0.0,0.0,198.73770141601562,0.0,5681.287360680337,0.0,198.73770141601562,0.0,0.8617631395657858,0.0,11.531363050142923,0.0,0.8811569240884504,0.0,1.9395658803575646,0.0,0.8811569240884504,0.0,1.9395658803575646,1.0346898605410983,0.8617631395657858,0.8811569240884504,9.53940966796875,272.70179331265615
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,33,3.296052855853285,0.8776845767498016,0.4284624947309494,0.0,1.091203783750534,0.0,1000.0,0.0,0.0,201.56302124023438,0.0,5818.441660181292,0.0,201.56302124023438,0.0,0.8360694193840027,0.0,12.98243751525879,0.0,0.8938678879103525,0.0,1.9806447867957349,0.0,0.8938678879103525,0.0,1.9806447867957349,1.0299102672257472,0.8360694193840027,0.8938678879103525,10.078151062011719,290.92208300906464
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,34,3.309881583599814,0.8781431781053544,0.4255859863162041,0.0,1.0846524058203948,0.0,1000.0,0.0,0.0,206.58427911055716,0.0,6058.453656135918,0.0,206.58427911055716,0.0,0.7978230840281436,0.0,19.858005071941175,0.0,0.9158836060169983,0.0,2.0325672729642927,0.0,0.9158836060169983,0.0,2.0325672729642927,1.0229209442363258,0.7978230840281436,0.9158836060169983,15.700405212402345,460.4424778663298
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,35,3.335308650633853,0.8786271787881851,0.42257397627830506,0.0,1.13450787172598,0.0,1000.0,0.0,0.0,201.63944019990808,0.0,5980.3102631759075,0.0,201.63944019990808,0.0,0.8176557632053599,0.0,8.343959780300365,0.0,0.8935965509732673,0.0,2.058782753418821,0.0,0.8935965509732673,0.0,2.058782753418821,1.018368485982787,0.8176557632053599,0.8935965509732673,6.855740966796875,203.33054894798087
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,36,3.3634836398847234,0.8790151785612106,0.41979594153165817,0.0,0.9481874200013968,0.0,1000.0,0.0,0.0,201.3123767559345,0.0,6156.292761817826,0.0,201.3123767559345,0.0,0.8099259722691315,0.0,11.987573421918428,0.0,0.8922717979138248,0.0,2.1071666387720787,0.0,0.8922717979138248,0.0,2.1071666387720787,1.0065119289342956,0.8099259722691315,0.8922717979138248,10.468243591308594,320.12722361452694
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,37,3.3945518422428416,0.8794871773719788,0.41727755945920947,0.0,1.0103878870606422,0.0,1000.0,0.0,0.0,198.73871307373048,0.0,6133.519639338481,0.0,198.73871307373048,0.0,0.8158742606639862,0.0,9.276639622449874,0.0,0.8807378381132273,0.0,2.146581649579427,0.0,0.8807378381132273,0.0,2.146581649579427,0.9943439471393759,0.8158742606639862,0.8807378381132273,7.949548522949219,245.34078557353925
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,38,3.441958573929692,0.8796753787994385,0.41524595707654954,0.0,1.14049637962032,0.0,1000.0,0.0,0.0,208.85376265242294,0.0,6582.215296168128,0.0,208.85376265242294,0.0,0.7467853765229922,0.0,20.86931597219931,0.0,0.9246980279272965,0.0,2.173274096480615,0.0,0.9246980279272965,0.0,2.173274096480615,0.9946389104832503,0.7467853765229922,0.9246980279272965,15.455178436279297,487.0839319164416
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,39,3.479538978055132,0.8800897785425186,0.41285578805208206,0.0,0.9407003068405649,0.0,1000.0,0.0,0.0,203.33719601838484,0.0,6486.253438784663,0.0,203.33719601838484,0.0,0.7694505323534426,0.0,8.434017181396484,0.0,0.9007394798884636,0.0,2.2019817960825216,0.0,0.9007394798884636,0.0,2.2019817960825216,0.9887794580289844,0.7694505323534426,0.9007394798884636,9.353511016845703,298.36765818409447
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,40,3.5061202247651524,0.8803883788585662,0.4108896990418434,0.0,1.1302760789791744,0.0,1000.0,0.0,0.0,200.45918884277344,0.0,6558.683910288413,0.0,200.45918884277344,0.0,0.7766213615735372,0.0,16.192200915018717,0.0,0.888355220269899,0.0,2.2369525975272055,0.0,0.888355220269899,0.0,2.2369525975272055,0.9845653468345419,0.7766213615735372,0.888355220269899,12.027551330566407,393.5210346173048
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,41,3.549590509425555,0.8805219784975052,0.40938697373867033,0.0,1.2571880752975877,0.0,1000.0,0.0,0.0,193.60106844515414,0.0,6377.265684462344,0.0,193.60106844515414,0.0,0.8097349598601058,0.0,27.56845216493349,0.0,0.857422918564826,0.0,2.2855546479884405,0.0,0.857422918564826,0.0,2.2855546479884405,0.980468836774358,0.8097349598601058,0.857422918564826,14.326479064941406,471.91766065021346
