algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,42,3.596189817008292,0.8808893777132034,0.4073107718229294,0.0,0.9130184002544569,0.0,1000.0,0.0,0.0,193.0700331978176,0.0,6452.484987066372,0.0,193.0700331978176,0.0,0.8016805000927137,0.0,7.503553825875987,0.0,0.8563468027836896,0.0,2.323343561904629,0.0,0.8563468027836896,0.0,2.323343561904629,0.9681276672496657,0.8016805000927137,0.8563468027836896,8.88122152709961,296.8143094050531
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,43,3.6458605126423596,0.8811101784706116,0.4058039786815643,0.0,1.1641289581512582,0.0,1000.0,0.0,0.0,189.13597633098735,0.0,6268.887957315706,0.0,189.13597633098735,0.0,0.8182569762756084,0.0,17.093279970103296,0.0,0.8377718150389203,0.0,2.36617119331546,0.0,0.8377718150389203,0.0,2.36617119331546,0.9584162758412544,0.8182569762756084,0.8377718150389203,10.969886627197265,363.59550152431103
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,44,3.731370349393103,0.8812533783912658,0.4046144600510597,0.0,1.1836881764007336,0.0,1000.0,0.0,0.0,185.9142178622159,0.0,6429.733902573603,0.0,185.9142178622159,0.0,0.8277796398509633,0.0,22.165500033985484,0.0,0.824399277868765,0.0,2.426319049371104,0.0,0.824399277868765,0.0,2.426319049371104,0.9409903419446681,0.8277796398509633,0.824399277868765,12.27033837890625,424.36243756985783
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,45,3.731370349393103,0.8814753776788712,0.4032487645149231,0.0,1.3280667508089985,0.0,1000.0,0.0,0.0,194.72594141077113,0.0,6619.600380143233,0.0,194.72594141077113,0.0,0.7629967828591665,0.0,22.307813361839013,0.0,0.8630278598728626,0.0,2.443755376899761,0.0,0.8630278598728626,0.0,2.443755376899761,0.947502118585891,0.7629967828591665,0.8630278598728626,10.515200836181641,357.4584205277346
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,46,3.8123450255896953,0.8817947784662247,0.4015875830054283,0.0,1.269939882190604,0.0,1000.0,0.0,0.0,189.63896018580385,0.0,6601.826639458829,0.0,189.63896018580385,0.0,0.785473412589023,0.0,12.560790287820916,0.0,0.8405947187649169,0.0,2.4690396262666305,0.0,0.8405947187649169,0.0,2.4690396262666305,0.9482625344461104,0.785473412589023,0.8405947187649169,7.206280487060547,250.86941229943548
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,47,3.873262932880725,0.8817665779590607,0.4008286792039871,0.0,1.3569489735545535,0.0,1000.0,0.0,0.0,186.1614287405303,0.0,6459.109848254346,0.0,186.1614287405303,0.0,0.7986526507319827,0.0,25.80073495344682,0.0,0.8248478928016049,0.0,2.5223525315304762,0.0,0.8248478928016049,0.0,2.5223525315304762,0.9383771694775371,0.7986526507319827,0.8248478928016049,12.286654296875,426.30124998478686
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,48,3.873262932880725,0.882060178399086,0.3994879931807518,0.0,1.38403862118721,0.0,1000.0,0.0,0.0,189.80876541137695,0.0,6852.851570692195,0.0,189.80876541137695,0.0,0.7654806286096573,0.0,14.925563192367553,0.0,0.8408699413159015,0.0,2.5377472653171806,0.0,0.8408699413159015,0.0,2.5377472653171806,0.9446185266197782,0.7654806286096573,0.8408699413159015,7.592350616455078,274.1140628276878
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,49,4.002442722571478,0.88214277780056,0.3985577955245972,0.0,1.5404715741222554,0.0,1000.0,0.0,0.0,178.80062172629616,0.0,6416.223474814717,0.0,178.80062172629616,0.0,0.8268925872716036,0.0,21.88404230637984,0.0,0.7926735048982834,0.0,2.561019037801906,0.0,0.7926735048982834,0.0,2.561019037801906,0.9490326671070004,0.8268925872716036,0.7926735048982834,7.867227355957032,282.3138328918475
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,50,4.070447429980684,0.8822855775356293,0.39763558316230774,0.0,1.3272523188591003,0.0,1000.0,0.0,0.0,179.70723571777344,0.0,6529.460469988591,0.0,179.70723571777344,0.0,0.8114969849586486,0.0,18.142253952026365,0.0,0.7966773957560147,0.0,2.607043906467304,0.0,0.7966773957560147,0.0,2.607043906467304,0.9415591621839733,0.8114969849586486,0.7966773957560147,8.985361785888673,326.4730234994296
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,51,4.140570287900334,0.8822839772701263,0.3969708957672119,0.0,1.4057727564464917,0.0,1000.0,0.0,0.0,182.4375104037198,0.0,6712.627123364658,0.0,182.4375104037198,0.0,0.7821417017416521,0.0,16.130675879391756,0.0,0.8098500457403947,0.0,2.6413003335006877,0.0,0.8098500457403947,0.0,2.6413003335006877,0.9357275938697984,0.7821417017416521,0.8098500457403947,8.027250457763673,295.3555934280449
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,52,4.212705617951665,0.8823511780500412,0.3961420034766197,0.0,1.4153100422450475,0.0,1000.0,0.0,0.0,174.0388466971261,0.0,6416.003309264137,0.0,174.0388466971261,0.0,0.8310710787773132,0.0,19.37727928161621,0.0,0.7711193469292071,0.0,2.678384245757113,0.0,0.7711193469292071,0.0,2.678384245757113,0.9265308196233225,0.8310710787773132,0.7711193469292071,7.309631561279297,269.4721389890938
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,4.335173652452483,0.882523178935051,0.3952388551235199,0.0,1.1427244354378094,0.0,1000.0,0.0,0.0,182.53774053400213,0.0,7015.40153297515,0.0,182.53774053400213,0.0,0.7634608230807565,0.0,13.211801984093405,0.0,0.8092207682918762,0.0,2.7043447877702,0.0,0.8092207682918762,0.0,2.7043447877702,0.9261030817804871,0.7634608230807565,0.8092207682918762,8.031660583496095,308.6776674509066
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,4.335173652452483,0.8824779788255691,0.3949770932197571,0.0,1.5923587270081043,0.0,1000.0,0.0,0.0,180.10716342926025,0.0,6869.072546196602,0.0,180.10716342926025,0.0,0.7700428627431393,0.0,35.41848087310791,0.0,0.7984997064279749,0.0,2.7311556237234664,0.0,0.7984997064279749,0.0,2.7311556237234664,0.9336701636121791,0.7700428627431393,0.7984997064279749,11.526858459472656,439.6206429565825
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,4.6469398742873205,0.8826385782957077,0.39411883771419526,0.0,1.4318143515025867,0.0,1000.0,0.0,0.0,177.2178694781135,0.0,6706.587663098449,0.0,177.2178694781135,0.0,0.7801526925143074,0.0,14.739699742373299,0.0,0.7856260941809917,0.0,2.7463925691898825,0.0,0.7856260941809917,0.0,2.7463925691898825,0.9408585221505478,0.7801526925143074,0.7856260941809917,6.025407562255859,228.02398054534726
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,4.6469398742873205,0.8828481798171997,0.39308896124362946,0.0,1.0435636788606644,0.0,1000.0,0.0,0.0,180.88996124267578,0.0,7331.009011723196,0.0,180.88996124267578,0.0,0.7455677751983915,0.0,5.6365634713854105,0.0,0.8014626242263254,0.0,2.76876917878192,0.0,0.8014626242263254,0.0,2.76876917878192,0.9399539220353755,0.7455677751983915,0.8014626242263254,5.064918914794922,205.26825232824945
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,4.9616482219496865,0.8829445788860321,0.3923934046626091,0.0,1.0578738812889372,0.0,1000.0,0.0,0.0,168.93244280133928,0.0,6864.466990412771,0.0,168.93244280133928,0.0,0.8195189131157739,0.0,13.82008423124041,0.0,0.748205247300357,0.0,2.8422505932386466,0.0,0.748205247300357,0.0,2.8422505932386466,0.9166201357046264,0.8195189131157739,0.748205247300357,9.460216796875,384.41015146311514
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,4.9616482219496865,0.8829735779762268,0.3920367144942284,0.0,1.3175025433301926,0.0,1000.0,0.0,0.0,172.9082055091858,0.0,7114.403099810437,0.0,172.9082055091858,0.0,0.7808453068137169,0.0,23.890322536230087,0.0,0.7665600383330522,0.0,2.8969501370390756,0.0,0.7665600383330522,0.0,2.8969501370390756,0.913189620825555,0.7808453068137169,0.7665600383330522,11.06612515258789,455.321798387868
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,59,4.9616482219496865,0.8830349777936936,0.3914884118437767,0.0,1.258598822614421,0.0,1000.0,0.0,0.0,174.18950155506963,0.0,7090.735518653242,0.0,174.18950155506963,0.0,0.7622857236343882,0.0,12.5455206580784,0.0,0.7720286278715038,0.0,2.936679838727751,0.0,0.7720286278715038,0.0,2.936679838727751,0.9079748155923612,0.7622857236343882,0.7720286278715038,8.012717071533203,326.17383385804914
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,60,4.9616482219496865,0.8830817772150039,0.3912221478223801,0.0,1.4497939000527065,0.0,1000.0,0.0,0.0,173.69022623697916,0.0,6941.418755397125,0.0,173.69022623697916,0.0,0.7574982444445292,0.0,23.171338319778442,0.0,0.7688394506276989,0.0,2.957319475660542,0.0,0.7688394506276989,0.0,2.957319475660542,0.9155096514836562,0.7574982444445292,0.7688394506276989,8.337130859375,333.188100259062
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,61,4.9616482219496865,0.8831529765129089,0.39077754944562915,0.0,1.3784067642230253,0.0,1000.0,0.0,0.0,171.05598919208234,0.0,7140.857457630515,0.0,171.05598919208234,0.0,0.7640135173614209,0.0,21.324423166421745,0.0,0.7587138534097779,0.0,3.007829293008358,0.0,0.7587138534097779,0.0,3.007829293008358,0.9075475275557723,0.7640135173614209,0.7587138534097779,8.89491143798828,371.3245877967868
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,5.029758424761189,0.8831295776367187,0.39050887048244476,0.0,1.411761924624443,0.0,1000.0,0.0,0.0,164.34156271127554,0.0,6990.827823925351,0.0,164.34156271127554,0.0,0.803255184338643,0.0,22.21365261077881,0.0,0.7287716868906214,0.0,3.058122710780852,0.0,0.7287716868906214,0.0,3.058122710780852,0.9072523153039268,0.803255184338643,0.7287716868906214,8.545761260986328,363.52304684411826
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,63,5.234587902703931,0.8830231772661209,0.39057513535022736,0.0,1.5429632468149066,0.0,1000.0,0.0,0.0,170.73179626464844,0.0,6985.600606290922,0.0,170.73179626464844,0.0,0.7466404885053635,0.0,32.44833701848984,0.0,0.757166240985553,0.0,3.0915704460157905,0.0,0.757166240985553,0.0,3.0915704460157905,0.91920062273979,0.7466404885053635,0.757166240985553,10.9268349609375,447.078438802619
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,64,5.234587902703931,0.8828417791128158,0.3907908307313919,0.0,1.6195891382438796,0.0,1000.0,0.0,0.0,169.6096965244838,0.0,6773.624212373251,0.0,169.6096965244838,0.0,0.7457489956702504,0.0,37.42906366075788,0.0,0.7517006753780561,0.0,3.133140789015202,0.0,0.7517006753780561,0.0,3.133140789015202,0.9212008772895057,0.7457489956702504,0.7517006753780561,9.498143005371094,379.32295589290203
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,65,5.234587902703931,0.8829623781442643,0.3904038386940956,0.0,1.446921291259619,0.0,1000.0,0.0,0.0,164.5816456721379,0.0,7097.523676501964,0.0,164.5816456721379,0.0,0.7730618806985708,0.0,22.75850875561054,0.0,0.7294399230126053,0.0,3.167500528738474,0.0,0.7294399230126053,0.0,3.167500528738474,0.9408010912733313,0.7730618806985708,0.7294399230126053,8.558245574951172,369.0712311781021
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,66,5.234587902703931,0.8830623784065247,0.39008178961277007,0.0,1.363716778755188,0.0,1000.0,0.0,0.0,164.18331481933595,0.0,7109.3179611367805,0.0,164.18331481933595,0.0,0.7661735773086548,0.0,18.037182922363282,0.0,0.7281081188677263,0.0,3.204029240457042,0.0,0.7281081188677263,0.0,3.204029240457042,0.9480509972058605,0.7661735773086548,0.7281081188677263,8.209165740966798,355.465898056839
