algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,krum_score_honest,krum_score_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,47,4.99699626771885,0.8814359775185585,0.4030898191034794,nan,1.676367960870266,0.10418031978731354,1000.0,0.0,nan,0,50728,0,304,0.7857461617769635,0.0,2.682003406857761,0.0,176.8296718597412,0.0,0.7428107038140297,0.0,0.7857461617769635,0.0,176.8296718597412,0.0,0.003810429247096181,0.0010488256148528307,5773.063456863773,0.0,2.682003406857761,1.140303643078751,0.7428107038140297,0.7857461617769635,7.073186874389648,230.92253827455093
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,4.99699626771885,0.8812164771556854,0.4027526929974556,nan,1.1848803843770708,0.10438633283600211,1000.0,0.0,nan,0,50300,0,304,0.852634328451984,0.0,2.694927645800474,0.0,192.21696036202567,0.0,0.6220794873578208,0.0,0.852634328451984,0.0,192.21696036202567,0.0,0.004331967460789851,0.0009628483913062761,7210.624647897293,0.0,2.694927645800474,1.141486804007071,0.6220794873578208,0.852634328451984,6.727593612670899,252.37186267640524
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,4.99699626771885,0.8826119786500931,0.3965927192568779,nan,1.531006121635437,0.1059778373191754,1000.0,0.0,nan,0,50126,0,302,0.7577118379297048,0.0,2.703229081889114,0.0,171.34766540527343,0.0,0.7631746768951416,0.0,0.7577118379297048,0.0,171.34766540527343,0.0,0.0032499098684638738,0.0009780718917803217,5690.85755511931,0.0,2.703229081889114,1.1510374989770058,0.7631746768951416,0.7577118379297048,4.283691635131836,142.27143887798275
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.074807043784342,0.8795064786076545,0.4051958844065666,0.9375319553789802,1.2245029253619057,0.5331823388735454,1000.0,0.9018471364410534,0.9775580356068845,49964,399,303,0,0.7504659242845141,0.0,2.747712357234491,0.0,169.0983145577567,0.0,0.7626908676964896,0.0,0.7504659242845141,0.0,169.0983145577567,0.0,0.07100254696394716,0.02372419021402796,6122.274031148857,0.0,2.747712357234491,1.1541248725607396,0.7626908676964896,0.7504659242845141,5.9184410095214846,214.27959109020995
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8735609772801399,0.915613607764244,0.9395777728731833,1.291670523583889,0.5650042338172595,1000.0,0.9083247585148281,0.9762238127808655,50124,560,304,0,0.7335902723954242,0.0,2.8016909416192717,0.0,165.37870407104492,0.0,0.7783585786819458,0.0,0.7335902723954242,0.0,165.37870407104492,0.0,0.1024538092315197,0.06899008020758629,6101.59796555323,0.0,2.8016909416192717,1.1592291218992137,0.7783585786819458,0.7335902723954242,6.6151481628417965,244.0639186221292
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.859346979148686,0.8865264564752579,0.8806259264087996,1.035547524690628,1.134920947055022,1000.0,0.8358009964445774,0.9839109009787249,49943,374,302,1,0.7260066588986567,0.0,2.866194383684083,0.0,163.503413609096,0.0,0.7815801245825631,0.0,0.7260066588986567,0.0,163.503413609096,0.0,0.12876678364617483,0.08071309415002664,6020.314718183578,0.0,2.866194383684083,1.1582377603018346,0.7815801245825631,0.7260066588986567,5.72261947631836,210.71101513642523
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8343584776297212,3.6993813621997833,0.8719257800659471,1.0823318037119778,2.876200920343399,1000.0,0.7992584132736421,0.9695425308443866,50133,632,307,0,0.7313943041374162,0.0,2.9263582813388256,0.0,165.02651838822797,0.0,0.7592059102925387,0.0,0.7313943041374162,0.0,165.02651838822797,0.0,0.20933498713103207,0.17385339533289274,6425.663647670398,0.0,2.9263582813388256,1.1652225219896988,0.7592059102925387,0.7313943041374162,9.07645851135254,353.41150062187194
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8604719772934913,0.5739813050627709,0.8424049355141388,1.0735037516463886,10.35604019165039,1000.0,0.747290031141469,1.0,50038,489,280,25,0.7805762964265505,0.0,2.9674592514293767,0.0,175.94844748757103,0.0,0.6605257188731973,0.0,0.7805762964265505,0.0,175.94844748757103,0.0,0.29389666427265515,0.5319578609863918,6954.610827413771,0.0,2.9674592514293767,1.1818091967704936,0.6605257188731973,0.7805762964265505,9.677164611816407,382.50359550775744
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,55,5.2595085751263255,0.8611664778739214,6.868930387347937,0.8222567722533726,1.1494452059268951,35.701512910525004,1000.0,0.7542904273146208,0.9894641732696647,49922,278,255,47,0.7183223461676489,0.0,2.999298341056026,0.0,161.97446823120117,0.0,0.7549656257033348,0.0,0.7183223461676489,0.0,161.97446823120117,0.0,0.7010128647089005,2.209197187423706,6065.189575641987,0.0,2.999298341056026,1.1966200958423272,0.7549656257033348,0.7183223461676489,6.4789787292480465,242.60758302567947
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,56,5.333453146650546,0.8730934762954712,0.43441941514611243,0.9263473825723426,0.8596123059590658,89.74936612447102,1000.0,0.8725631488162816,1.0,49977,200,201,102,0.7064594453477219,0.0,3.02639352581318,0.0,159.47113545735678,0.0,0.763220876455307,0.0,0.7064594453477219,0.0,159.47113545735678,0.0,0.6630695859591166,7.572719419002533,6568.951130681307,0.0,3.02639352581318,1.2023394920950707,0.763220876455307,0.7064594453477219,4.784134063720703,197.06853392043922
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,57,5.467205393553417,0.8779439789056778,0.41074187770485876,0.8928352096984576,1.035533798592431,192.75858821868897,1000.0,0.812300745344266,1.0,50492,732,154,158,0.6732019837206161,0.0,3.1494804445704627,0.0,151.7824696132115,0.0,0.822748818567821,0.0,0.6732019837206161,0.0,151.7824696132115,0.0,0.27739807963371277,11.533119091888269,6150.416354669907,0.0,3.1494804445704627,1.1923704820480892,0.822748818567821,0.6732019837206161,10.624772872924805,430.5291448268935
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,58,5.467205393553417,0.879626978635788,0.4053646445274353,0.8630953715763833,1.067309963075738,278.9948980458577,1000.0,0.7827839114285349,1.0,50848,1100,119,197,0.7204603931488196,0.0,3.2780539077784807,0.0,162.42586557488693,0.0,0.7208123858037748,0.0,0.7204603931488196,0.0,162.42586557488693,0.0,0.2400781135810049,10.597677791416645,6223.876891581681,0.0,3.2780539077784807,1.1739366896156394,0.7208123858037748,0.7204603931488196,15.430457229614257,591.2683047002597
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,59,5.467205393553417,0.8806194767355919,0.4020037616789341,0.9364661863827926,1.0206844632824261,350.02688055674236,1000.0,0.8889906236450834,1.0,50567,682,124,185,0.7107641420340086,0.0,3.3498972554946964,0.0,160.2827936808268,0.0,0.7246902460853258,0.0,0.7107641420340086,0.0,160.2827936808268,0.0,0.7812634979685148,10.922260776162148,6515.181080404728,0.0,3.3498972554946964,1.1673670285048714,0.7246902460853258,0.7107641420340086,9.616967620849609,390.91086482428364
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,60,5.467205393553417,0.8809419760107994,0.40031827226281164,0.8881062785979971,1.3770031332969666,425.0255151494344,1000.0,0.8286434526497595,1.0,50209,473,208,96,0.7352376242179758,0.0,3.377618569572228,0.0,166.05809699164496,0.0,0.6603097021579742,0.0,0.7352376242179758,0.0,166.05809699164496,0.0,1.2147429055637784,11.997336859504381,5680.5014482968345,0.0,3.377618569572228,1.1916273088829397,0.6603097021579742,0.7352376242179758,7.4726143646240235,255.62256517335757
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,61,5.487077848531266,0.8817064756155014,0.3980358037352562,0.8216957874411808,1.2994709702638478,537.9244389979044,1000.0,0.7538897517155695,1.0,50386,602,155,155,0.6704895149247441,0.0,3.463147533695944,0.0,151.4045151930589,0.0,0.7744847169289222,0.0,0.6704895149247441,0.0,151.4045151930589,0.0,0.62883787888747,47.36471872091293,6191.334702243315,0.0,3.463147533695944,1.1942322872759268,0.7744847169289222,0.6704895149247441,9.841293487548828,402.4367556458156
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,62,5.601644911450227,0.8819029781222344,0.39673150703310966,0.9237708569575989,1.0854959156778123,783.1981409962972,1000.0,0.8632780845974399,1.0,50193,372,166,141,0.6680429921289739,0.0,3.543677538110751,0.0,150.68643697102866,0.0,0.7868957850668166,0.0,0.6680429921289739,0.0,150.68643697102866,0.0,0.27467766404151917,44.76057400385539,5773.655629055079,0.0,3.543677538110751,1.1788333650620904,0.7868957850668166,0.6680429921289739,6.780889663696289,259.81450330747856
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,63,5.601644911450227,0.8822099775075912,0.39544223800301553,0.8683619105771253,1.2510812499306418,977.8978454971314,1000.0,0.778038067611855,1.0,50132,434,206,102,0.6889495455266451,0.0,3.604687872547487,0.0,155.36657021262428,0.0,0.7064210447398099,0.0,0.6889495455266451,0.0,155.36657021262428,0.0,0.6434320617805828,69.33176124354203,6364.13267812398,0.0,3.604687872547487,1.1900321133601461,0.7064210447398099,0.6889495455266451,8.545161361694335,350.0272972968189
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,64,5.601644911450227,0.8819974768161774,0.3956601352989674,0.9189839475982219,1.584964475461415,1238.9914272816975,1000.0,0.8560861079584511,1.0,50664,868,143,169,0.7036569898264939,0.0,3.6586965909818048,0.0,158.8897705078125,0.0,0.667048420224871,0.0,0.7036569898264939,0.0,158.8897705078125,0.0,1.6815380709511893,148.59660322944322,6056.786844504464,0.0,3.6586965909818048,1.1952923699180236,0.667048420224871,0.7036569898264939,11.122283935546875,423.9750791153125
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,65,5.714774368996489,0.8823564758896828,0.39440408170223235,0.8689524026757071,1.1099743594725926,1472.8383378473918,1000.0,0.7775336113023016,1.0,50225,525,195,115,0.6790896903109648,0.0,3.703888403313587,0.0,153.55406697591147,0.0,0.7046934167544047,0.0,0.6790896903109648,0.0,153.55406697591147,0.0,0.2551087687412898,164.4957781586051,5828.257657639208,0.0,3.703888403313587,1.2157076072752513,0.7046934167544047,0.6790896903109648,9.213244018554688,349.6954594583525
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,66,5.714774368996489,0.8825979781150818,0.3934001760184765,0.9316495539455106,0.9655877240002155,1831.567515818278,1000.0,0.8762954027596523,1.0,50103,333,197,107,0.6980022377078903,0.0,3.7223661473112646,0.0,157.5467758178711,0.0,0.6518273875117302,0.0,0.6980022377078903,0.0,157.5467758178711,0.0,0.9327797740697861,434.3023489367962,5487.362073672846,0.0,3.7223661473112646,1.2293490095054056,0.6518273875117302,0.6980022377078903,6.3018710327148435,219.49448294691385
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,67,6.060769043005112,0.8826594778895378,0.3931248772144318,0.8639976545064911,1.2821195338453566,2155.8793155670164,1000.0,0.7835659648798818,1.0,50449,684,153,158,0.6363853389926672,0.0,3.857309047445926,0.0,143.49656350272042,0.0,0.7983218857220241,0.0,0.6363853389926672,0.0,143.49656350272042,0.0,0.3172650613955089,506.4508089215557,6154.235891777163,0.0,3.857309047445926,1.1752475013548702,0.7983218857220241,0.6363853389926672,10.04475944519043,430.7965124244015
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,68,6.060769043005112,0.8825354784727096,0.39346313625574114,0.9090059174734592,1.8280963762239977,2466.732947400411,1000.0,0.8419247289710988,1.0,50309,487,153,155,0.6186503733479333,0.0,3.949015349196484,0.0,139.6021201393821,0.0,0.8087258338928223,0.0,0.6186503733479333,0.0,139.6021201393821,0.0,1.6477849591862073,588.711613350908,5816.234073284152,0.0,3.949015349196484,1.163274753553509,0.8087258338928223,0.6186503733479333,7.6781166076660154,319.8928740306283
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,69,6.465834532062031,0.8788119783997536,95.1619026555121,0.9676699659687639,0.9734957069158554,2826.8121176783243,1000.0,0.9396165750250717,0.998263888888889,49990,300,246,56,0.6345142340128768,0.0,3.968473680803483,0.0,143.06386057535806,0.0,0.7349591155846914,0.0,0.6345142340128768,0.0,143.06386057535806,0.0,3.2489606936772666,637.0484847013156,6385.36153031121,0.0,3.968473680803483,1.1794426885978635,0.7349591155846914,0.6345142340128768,4.291915817260742,191.56084590933628
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,70,6.465834532062031,0.8788874780386686,5.019940987825394,0.935688542649282,1.7376196026802062,3219.1956420898437,1000.0,0.8833411694875111,1.0,49895,162,224,77,0.646667486875346,0.0,4.003979948152855,0.0,145.9720916748047,0.0,0.7227236807346344,0.0,0.646667486875346,0.0,145.9720916748047,0.0,1.899294948577881,929.0088954003652,6854.310595156809,0.0,4.003979948152855,1.1759078536179446,0.7227236807346344,0.646667486875346,3.649302291870117,171.3577648789202
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,71,6.465834532062031,0.8795149804651737,3.163418692499399,0.965108753438273,1.0344276626904805,4001.050207163493,1000.0,0.9328744263662913,1.0,49697,68,282,17,0.6512878897111078,0.0,4.016993476432307,0.0,147.31299845377603,0.0,0.705427348613739,0.0,0.6512878897111078,0.0,147.31299845377603,0.0,1.7130144834518433,3772.7856824111936,7573.345032500355,0.0,4.016993476432307,1.1785835305452426,0.705427348613739,0.6512878897111078,2.2096949768066407,113.60017548750533
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,72,6.465834532062031,0.8797314789891243,2.293136805742979,0.9401814845063292,1.618779672516717,5925.101143849691,1000.0,0.8935810631748908,1.0,50262,454,174,132,0.6141107001025163,0.0,4.073147441921979,0.0,138.32789950900607,0.0,0.7709898286395602,0.0,0.6141107001025163,0.0,138.32789950900607,0.0,1.6262694067425199,32334.95522213578,6368.885317475969,0.0,4.073147441921979,1.1997827511907126,0.7709898286395602,0.6141107001025163,6.224755477905274,286.59983928641856
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,73,6.465834532062031,0.8794729778915644,1.0945968690514565,0.8841993338263111,1.6939461747805278,10328.179188893637,1000.0,0.7970317621282724,1.0,50463,704,147,166,0.6274427432790228,0.0,4.161029675867611,0.0,141.426220703125,0.0,0.7311589638392131,0.0,0.6274427432790228,0.0,141.426220703125,0.0,1.5787766774495442,27718.736310565073,6029.597110725358,0.0,4.161029675867611,1.2147473442862244,0.7311589638392131,0.6274427432790228,10.606966552734375,452.21978330440186
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,74,6.465834532062031,0.8800869777798652,0.9369512140750885,0.9904927438382213,1.258256983757019,12964.197281239827,1000.0,0.9811686286939549,1.0,50094,225,162,139,0.6015111927503027,0.0,4.195361109829687,0.0,135.73520202636718,0.0,0.7768900871276856,0.0,0.6015111927503027,0.0,135.73520202636718,0.0,2.9302085399627686,22670.594468333722,6708.882134850699,0.0,4.195361109829687,1.2224026195500444,0.7768900871276856,0.6015111927503027,3.3933800506591796,167.72205337126746
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,75,6.465834532062031,0.8799304795265198,0.9172842001914978,0.8598600212165333,1.4174074801531704,15077.614465026856,1000.0,0.7682834064974385,1.0,50184,439,186,123,0.6676621063963729,0.0,4.247108141703585,0.0,150.70286421342328,0.0,0.6249136023900725,0.0,0.6676621063963729,0.0,150.70286421342328,0.0,0.2549754801121625,25330.22443267872,6835.874228685346,0.0,4.247108141703585,1.226133232416662,0.6249136023900725,0.6676621063963729,8.28865753173828,375.973082577694
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,76,6.465834532062031,0.8805144755542278,0.7862437868118286,0.8659817575492507,1.6643030778928236,17669.328685506185,1000.0,0.7822282517706362,1.0,50208,426,170,138,0.6199432007127444,0.0,4.3178278210741565,0.0,139.90640258789062,0.0,0.7721466367894952,0.0,0.6199432007127444,0.0,139.90640258789062,0.0,0.5748209682377902,34623.10480108599,5475.390474478986,0.0,4.3178278210741565,1.2068065321614987,0.7721466367894952,0.6199432007127444,7.694852142333985,301.14647609634426
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,77,6.465834532062031,0.8804079785943031,1.0696446512639524,0.8802366246565072,1.8158094962437947,21515.526082509357,1000.0,0.7992749133785482,1.0,50535,795,157,155,0.6029583928913126,0.0,4.394691284138705,0.0,135.91927897135417,0.0,0.7498662988344829,0.0,0.6029583928913126,0.0,135.91927897135417,0.0,2.3517003059387207,40343.54459317128,6441.248572680832,0.0,4.394691284138705,1.2221111374398959,0.7498662988344829,0.6029583928913126,10.193945922851562,483.09364295106235
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,78,6.465834532062031,0.8808029779791832,0.6222138072550297,0.9528340618500085,1.9964208432606287,24708.45199707031,1000.0,0.9122145737957682,1.0,50115,304,181,124,0.6065949536818132,0.0,4.432230877444264,0.0,137.1249062674386,0.0,0.7564416102000645,0.0,0.6065949536818132,0.0,137.1249062674386,0.0,3.1457076413290843,29273.36671013435,6076.11782254322,0.0,4.432230877444264,1.2299190187350144,0.7564416102000645,0.6065949536818132,4.799371719360352,212.6641237890127
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,79,6.465834532062031,0.8817734774947167,0.5022303228080273,0.8843294356535663,1.209797163804372,26954.007443593342,1000.0,0.8079324292774585,1.0,49920,185,221,82,0.6158386150410294,0.0,4.487283920845053,0.0,139.01114145914713,0.0,0.7425466974576315,0.0,0.6158386150410294,0.0,139.01114145914713,0.0,1.0156334737936656,55705.74896744728,6818.844517562772,0.0,4.487283920845053,1.1866891562150492,0.7425466974576315,0.6158386150410294,4.170334243774414,204.56533552688313
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,80,6.465834532062031,0.881660977602005,0.44322080686688425,0.8669274773737257,1.495701578947214,32063.22448486328,1000.0,0.7780673323297045,1.0,50293,600,193,118,0.6021261231858319,0.0,4.540661469617036,0.0,135.801758986253,0.0,0.7472677781031682,0.0,0.6021261231858319,0.0,135.801758986253,0.0,0.6170285023175753,93863.33752809883,6348.253491955221,0.0,4.540661469617036,1.2001298920010282,0.7472677781031682,0.6021261231858319,8.827114334106446,412.6364769770894
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,81,6.465834532062031,0.8814119786024094,0.4727550917863846,0.9482198353417444,1.578567199409008,35359.83745437622,1000.0,0.9054581818155851,1.0,50190,361,168,137,0.6031359924070078,0.0,4.570871202996643,0.0,135.9673900604248,0.0,0.762575626373291,0.0,0.6031359924070078,0.0,135.9673900604248,0.0,1.400142639875412,100247.85897450367,7013.886799199236,0.0,4.570871202996643,1.2033696981014477,0.762575626373291,0.6031359924070078,5.438695602416992,280.5554719679694
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,82,6.465834532062031,0.8817194744944572,0.5559479747712612,0.9529675638371291,1.597338120142619,37976.235985870364,1000.0,0.9115504995786686,1.0,49705,85,286,12,0.6002290721471661,0.0,4.5852556218492255,0.0,135.24390157063803,0.0,0.7929292519887289,0.0,0.6002290721471661,0.0,135.24390157063803,0.0,4.791746934254964,136404.13635373276,6945.496689826153,0.0,4.5852556218492255,1.205201427191089,0.7929292519887289,0.6002290721471661,2.0286585235595704,104.18245034739229
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,83,6.465834532062031,0.8814769798517227,0.4735260818898678,0.9162130262237168,1.8892282485961913,43673.39314620972,1000.0,0.8504514575420012,1.0,50199,424,181,126,0.6050495314789025,0.0,4.63881221914916,0.0,136.42117309570312,0.0,0.761951208114624,0.0,0.6050495314789025,0.0,136.42117309570312,0.0,3.389747166633606,305099.62139027356,6738.898529240732,0.0,4.63881221914916,1.205075615696865,0.761951208114624,0.6050495314789025,6.821058654785157,336.9449264620366
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,84,6.465834532062031,0.8782949786633253,792.2887097150087,0.962414149863408,1.4738227895327978,51589.73469696045,1000.0,0.9302725325525399,0.9984126984126984,50164,403,206,97,0.6002290721471661,0.0,4.677730078708589,0.0,135.27972412109375,0.0,0.675583439213889,0.0,0.6002290721471661,0.0,135.27972412109375,0.0,18.714845401900156,211897.4551935176,6854.7863981292885,0.0,4.677730078708589,1.2030707193753507,0.675583439213889,0.6002290721471661,4.734790344238281,239.9175239345251
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,85,6.885527053049437,0.8741304806619883,6486607.736533289,0.9203702483064191,2.0176025182008743,57660.11137573242,1000.0,0.8717618434700247,0.9987373737373737,50229,482,208,97,0.6002290721471661,0.0,4.722235440227301,0.0,135.5970516204834,0.0,0.7723293229937553,0.0,0.6002290721471661,0.0,135.5970516204834,0.0,242856.32977315784,816874.1359069324,6396.994685752221,0.0,4.722235440227301,1.1967415008681859,0.7723293229937553,0.6002290721471661,5.4238820648193355,255.87978743008884
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,86,6.885527053049437,0.8747869787365198,218516.88885068535,0.8835972540045767,1.3255872070789336,82422.25427937825,1000.0,0.7959706959706959,1.0,49745,108,273,30,0.618822925637353,0.0,4.740759015657323,0.0,139.44988098144532,0.0,0.6796816349029541,0.0,0.618822925637353,0.0,139.44988098144532,0.0,1.488433289527893,6749229.442893759,7622.307630979444,0.0,4.740759015657323,1.1972526665428616,0.6796816349029541,0.618822925637353,3.4862470245361328,190.5576907744861
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,87,6.885527053049437,0.8743309784308075,257320.44775142238,0.900257110362451,1.1948320766290028,120604.96888997396,1000.0,0.8361322924231421,1.0,49937,217,229,73,0.621276836047214,0.0,4.769732439256294,0.0,140.4922078450521,0.0,0.6430027733246485,0.0,0.621276836047214,0.0,140.4922078450521,0.0,0.6680489778518677,1716653.9614699313,7432.255420368684,0.0,4.769732439256294,1.186616133769914,0.6430027733246485,0.621276836047214,4.214766235351562,222.96766261106052
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,88,6.885527053049437,0.8752719792723656,117973.73039204434,0.8576415683041969,1.6438187837600708,139100.19485595703,1000.0,0.8070103580099037,1.0,49848,175,256,45,0.6059827165509213,0.0,4.788313829741726,0.0,136.56810913085937,0.0,0.6858961701393127,0.0,0.6059827165509213,0.0,136.56810913085937,0.0,2.1997132301330566,8318403.16885917,6854.41412221434,0.0,4.788313829741726,1.1891925521671696,0.6858961701393127,0.6059827165509213,3.4142027282714844,171.3603530553585
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,89,6.885527053049437,0.8744229771569372,159653.9027665223,0.8902769680597667,1.638006905714671,203831.81480305988,1000.0,0.8213648479615073,1.0,50154,412,202,102,0.601642157728255,0.0,4.838764032854426,0.0,135.61027187771268,0.0,0.6623046861754524,0.0,0.601642157728255,0.0,135.61027187771268,0.0,2.2145742972691855,1163718.146001091,6493.786874481763,0.0,4.838764032854426,1.175559630297668,0.6623046861754524,0.601642157728255,6.102462234497071,292.22040935167934
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,90,6.885527053049437,0.8750944770872593,93936.41835920498,0.8194156002167918,1.5367564048085893,223471.19903564453,1000.0,0.7201716849963012,1.0,50251,577,186,126,0.6136549732504522,0.0,4.909088593373681,0.0,138.37696293422155,0.0,0.6934071268354144,0.0,0.6136549732504522,0.0,138.37696293422155,0.0,0.7930367588996887,29671399.573108494,7449.070554985484,0.0,4.909088593373681,1.1490462367049132,0.6934071268354144,0.6136549732504522,9.686387405395507,521.4349388489838
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,91,6.885527053049437,0.8755844770371914,44102.41480889648,0.8770150526311046,1.4667091114180428,305974.2187833659,1000.0,0.7993018515938174,1.0,50001,263,216,86,0.6050780637180609,0.0,4.9416522888192596,0.0,136.6283678327288,0.0,0.6769294355596814,0.0,0.6050780637180609,0.0,136.6283678327288,0.0,2.7892374992370605,106170126.53121476,7778.885308932523,0.0,4.9416522888192596,1.14125080248156,0.6769294355596814,0.6050780637180609,4.781992874145508,272.2609858126383
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,92,7.296696307559458,0.8760959777235985,41487.2312879315,0.9195754160048808,1.9842926805669612,551881.9262426757,1000.0,0.862624338522442,1.0,50426,561,133,174,0.6002290721471661,0.0,4.985774885949183,0.0,135.42744307084516,0.0,0.7825988639484752,0.0,0.6002290721471661,0.0,135.42744307084516,0.0,4.235972881317139,16711354.149036655,7573.08949707284,0.0,4.985774885949183,1.1403874835718797,0.7825988639484752,0.6002290721471661,7.4485093688964845,416.51992233900614
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,93,7.296696307559458,0.8762429793179035,44320.120064132214,0.8339121091528636,1.9736504012888128,614307.7313208007,1000.0,0.7422687487106624,1.0,50126,399,193,116,0.6002290721471661,0.0,5.0231559617078885,0.0,135.3305039839311,0.0,0.7189115448431536,0.0,0.6002290721471661,0.0,135.3305039839311,0.0,1.852587569843639,50276750.67963732,7089.791059021104,0.0,5.0231559617078885,1.1438373941597586,0.7189115448431536,0.6002290721471661,7.4431777191162105,389.9385082461607
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,94,7.296696307559458,0.8757924776524305,31402.22555046603,0.9428335613832832,1.4368417594167922,685362.333100586,1000.0,0.8943974245718215,1.0,50178,380,179,127,0.6002290721471661,0.0,5.0698675496814065,0.0,135.52734205457898,0.0,0.7250130375226339,0.0,0.6002290721471661,0.0,135.52734205457898,0.0,1.2175076206525166,36109209.185930505,7300.266168910297,0.0,5.0698675496814065,1.0957262979649884,0.7250130375226339,0.6002290721471661,6.098730392456055,328.51197760096335
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,95,7.296696307559458,0.8772089771926403,20887.29091507867,0.8170664777490028,1.4266212745146318,745637.0117122396,1000.0,0.739533643506127,1.0,50242,441,160,149,0.604725876299221,0.0,5.11315979918851,0.0,136.620097767223,0.0,0.6969023130156777,0.0,0.604725876299221,0.0,136.620097767223,0.0,1.6206643364646218,92281147.70586793,7195.586596108415,0.0,5.11315979918851,1.0839730283524338,0.6969023130156777,0.604725876299221,7.514105377197265,395.75726278596284
