algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,krum_score_honest,krum_score_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,37,3.827333565551222,0.8770919793844223,0.4240463626384735,nan,0.8867104470729827,0.09350083860258261,1000.0,0.0,nan,0,50382,0,306,0.9015114911768844,0.0,2.2740227811647067,0.0,203.2545166015625,0.0,0.6948506087064743,0.0,0.9015114911768844,0.0,203.2545166015625,0.0,0.004508815868757665,0.0011183092502566674,6559.191851961623,0.0,2.2740227811647067,1.0926325084586275,0.6948506087064743,0.9015114911768844,10.162725830078125,327.95959259808114
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,38,3.9046646684598763,0.8777189791202545,0.42095178842544556,nan,0.9252023349205653,0.09536171203479171,1000.0,0.0,nan,0,51526,0,314,0.9089506213266757,0.0,2.3135323640766816,0.0,205.13026428222656,0.0,0.6708555138773389,0.0,0.9089506213266757,0.0,205.13026428222656,0.0,0.0036336645070049497,0.0010338597467246776,6379.5674222096695,0.0,2.3135323640766816,1.0964972099533166,0.6708555138773389,0.9089506213266757,18.46172378540039,574.1610679988703
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,39,3.985785948676292,0.8783474764227868,0.41926177084445954,nan,0.8872291743755341,0.09619817896435658,1000.0,0.0,nan,0,50333,0,305,0.8740854068711152,0.0,2.3695337802835335,0.0,196.97565155029298,0.0,0.7089926418382675,0.0,0.8740854068711152,0.0,196.97565155029298,0.0,0.004062070418149233,0.0010148421552730724,4714.427247194142,0.0,2.3695337802835335,1.0904639220797447,0.7089926418382675,0.8740854068711152,9.848782577514648,235.72136235970711
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,40,3.985785948676292,0.8809394764900208,0.4080514667928219,nan,1.1521627439392939,0.09659408594171207,1000.0,0.0,nan,0,50901,0,305,0.8283878088043461,0.0,2.3791841881412172,0.0,186.8890126546224,0.0,0.7641906076007419,0.0,0.8283878088043461,0.0,186.8890126546224,0.0,0.003002984889058603,0.0010963838890893384,6122.80540076911,0.0,2.3791841881412172,1.0971925001050695,0.7641906076007419,0.8283878088043461,8.410005569458008,275.52624303460993
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,41,4.0424604388697984,0.8779944777488708,0.41844235599040985,nan,1.4823617450892925,0.098002470433712,1000.0,0.0,nan,0,51200,0,312,0.797524673189526,0.0,2.417860201591339,0.0,179.88981533050537,0.0,0.798275638371706,0.0,0.797524673189526,0.0,179.88981533050537,0.0,0.0044066766276955605,0.0011054728329569722,5673.316605439693,0.0,2.417860201591339,1.1190578642546967,0.798275638371706,0.797524673189526,14.39118522644043,453.86532843517546
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,42,4.0424604388697984,0.8798264786601067,0.4117990107834339,nan,1.1713796357313793,0.09962577623625596,1000.0,0.0,nan,0,50193,0,303,0.8122434162055522,0.0,2.4343201787584885,0.0,182.8321736653646,0.0,0.7637967467308044,0.0,0.8122434162055522,0.0,182.8321736653646,0.0,0.004297399350131552,0.0010282554572525744,6171.031775043364,0.0,2.4343201787584885,1.1239667239205595,0.7637967467308044,0.8122434162055522,5.484965209960937,185.13095325130092
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,43,4.343509761970973,0.8816779789328575,0.4035238990187645,nan,1.0425200288494427,0.10152851317077875,1000.0,0.0,nan,0,50780,0,308,0.7908535748816572,0.0,2.5216729725842573,0.0,178.41729990641275,0.0,0.7842543919881185,0.0,0.7908535748816572,0.0,178.41729990641275,0.0,0.0030391005178292594,0.0010714665941971664,5606.145232429749,0.0,2.5216729725842573,1.1133767024583183,0.7842543919881185,0.7908535748816572,10.705037994384766,336.368713945785
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,44,4.440309501886692,0.8802674782276153,0.40760914340615273,nan,1.1127890263284956,0.10231198544924458,1000.0,0.0,nan,0,49924,0,304,0.7718130875487488,0.0,2.5752918671339478,0.0,174.0737806047712,0.0,0.8016002476215363,0.0,0.7718130875487488,0.0,174.0737806047712,0.0,0.004991245622347508,0.000982525337409849,5108.579806944036,0.0,2.5752918671339478,1.1064650013908748,0.8016002476215363,0.7718130875487488,6.092582321166992,178.80029324304124
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,45,4.637040862897982,0.8802149781584739,0.4088153301179409,nan,1.3597154161509346,0.10319580809523662,1000.0,0.0,nan,0,51514,0,314,0.7890504031052634,0.0,2.624360791444244,0.0,178.0649440989775,0.0,0.7625226378440857,0.0,0.7890504031052634,0.0,178.0649440989775,0.0,0.0037244474652278073,0.0009263226684803765,6034.411577013447,0.0,2.624360791444244,1.1294043656712505,0.7625226378440857,0.7890504031052634,15.135520248413085,512.9249840461431
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,46,4.99699626771885,0.8821504771709442,0.3999553346633911,nan,1.4501469220433916,0.10297182900210222,1000.0,0.0,nan,0,50407,0,303,0.7685188600013758,0.0,2.644624323786923,0.0,173.29485648018974,0.0,0.7826092668942043,0.0,0.7685188600013758,0.0,173.29485648018974,0.0,0.002924004661118878,0.0009337398279846335,5916.780438471425,0.0,2.644624323786923,1.137475717951316,0.7826092668942043,0.7685188600013758,6.065319976806641,207.08731534649988
