algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,krum_score_honest,krum_score_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,42,6.516452669526992,0.7024053827524185,0.8026924308538437,0.0,0.5871858469655981,0.0,1000.0,0.0,0.0,0.47650220034563023,0.0,0.6002290721471659,0.0,149.02790368121603,0.0,3.574361671562619,0.0,2.601187529771224,0.0,2148.416159934233,0.0,0.6002290721471659,0.0,149.02792955481488,0.0,3.574361671562619,2.1145268881006745,0.47650220034563023,0.6002290721471659,6.8552835693359375,98.8271433569747
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,43,6.713315700955099,0.7040177817344666,0.7978720114231109,0.0,0.7237539723643969,0.0,1000.0,0.0,0.0,0.4579537177362062,0.0,0.600229072147166,0.0,149.1997949008284,0.0,3.651340604891608,0.0,6.972515689915624,0.0,2072.4791307026103,0.0,0.600229072147166,0.0,149.19983331088363,0.0,3.651340604891608,2.1196351821631345,0.4579537177362062,0.600229072147166,8.653588104248048,120.2037895807514
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,44,6.713315700955099,0.7067989817857743,0.7898983504772187,0.0,0.7071466672826897,0.0,1000.0,0.0,0.0,0.4324830901442152,0.0,0.6002290721471661,0.0,149.01461005933356,0.0,3.8125960470634963,0.0,7.252787405794317,0.0,2148.8474546115467,0.0,0.6002290721471661,0.0,149.0145841656309,0.0,3.8125960470634963,2.0908886311892525,0.4324830901442152,0.6002290721471661,9.834964263916016,141.82393200436212
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,45,6.718843320173858,0.7078935812711715,0.7871412425041199,0.0,0.7601618599836473,0.0,1000.0,0.0,0.0,0.2916183367509533,0.0,0.600229072147166,0.0,149.19184310347944,0.0,3.897441878724735,0.0,7.487031843927172,0.0,2146.2453600406775,0.0,0.600229072147166,0.0,149.19189679181133,0.0,3.897441878724735,2.09888693613106,0.2916183367509533,0.600229072147166,8.05635952758789,115.89724944219658
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,46,6.737196365805249,0.7108953820466996,0.7797635478973388,0.0,0.7804448894764248,0.0,1000.0,0.0,0.0,0.32378691140758364,0.0,0.600229072147166,0.0,149.03181216591284,0.0,3.9684957915097803,0.0,3.7890879417720593,0.0,2203.353854706068,0.0,0.600229072147166,0.0,149.03183304636102,0.0,3.9684957915097803,2.0932960525474433,0.32378691140758364,0.600229072147166,5.663208862304687,83.72744647883059
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,47,7.215102421033301,0.7104581813812256,0.7795931998491287,0.0,0.7510586074468765,0.0,1000.0,0.0,0.0,0.32569003466403845,0.0,0.6002290721471661,0.0,149.1607217499704,0.0,4.075932224579227,0.0,8.260827700297037,0.0,2175.4346377376237,0.0,0.6002290721471661,0.0,149.16068892045453,0.0,4.075932224579227,2.073476633776817,0.32569003466403845,0.6002290721471661,9.844607635498047,143.57868609068316
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,48,7.215102421033301,0.7134635827541351,0.771238450050354,0.0,0.9382333722896874,0.0,1000.0,0.0,0.0,0.29958178419619796,0.0,0.6002290721471659,0.0,149.24049224853516,0.0,4.1385677964412935,0.0,6.237849235534668,0.0,2249.3431372886434,0.0,0.6002290721471659,0.0,149.24050369262696,0.0,4.1385677964412935,2.0692855953263547,0.29958178419619796,0.6002290721471659,5.969619689941406,89.97372549154575
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,49,7.215102421033301,0.7148869825601578,0.7682095310688019,0.0,1.0346787802197717,0.0,1000.0,0.0,0.0,0.41177194684066554,0.0,0.6002290721471659,0.0,149.06636255437678,0.0,4.178475941683774,0.0,9.800553711977871,0.0,2246.2682629550322,0.0,0.6002290721471659,0.0,149.06633619828656,0.0,4.178475941683774,2.073876567460962,0.41177194684066554,0.6002290721471659,6.5589199523925785,98.83580357002141
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,50,7.402096921222802,0.7161305819749832,0.7643028690814971,0.0,0.855051800608635,0.0,1000.0,0.0,0.0,0.40290531910955907,0.0,0.6002290721471661,0.0,149.09605834960936,0.0,4.245190042295769,0.0,8.04406699180603,0.0,2143.7117590940943,0.0,0.6002290721471661,0.0,149.096044921875,0.0,4.245190042295769,2.059349707025967,0.40290531910955907,0.6002290721471661,7.454802917480468,107.18558795470473
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,51,7.402096921222802,0.7177787810564041,0.7588995462656021,0.0,0.8533014404079453,0.0,1000.0,0.0,0.0,0.3578489199280739,0.0,0.6002290721471659,0.0,148.8953094482422,0.0,4.309797319348256,0.0,6.273118127476085,0.0,2234.4872195133225,0.0,0.6002290721471659,0.0,148.89531707763672,0.0,4.309797319348256,2.0402928416461212,0.3578489199280739,0.6002290721471659,6.551393615722656,98.31743765858617
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,52,7.402096921222802,0.7194835823774338,0.7548826149702073,0.0,0.830857244275865,0.0,1000.0,0.0,0.0,0.4134492377440135,0.0,0.6002290721471659,0.0,149.1891573951358,0.0,4.364892954852184,0.0,6.661138466426304,0.0,2344.016394349263,0.0,0.6002290721471659,0.0,149.1891871861049,0.0,4.364892954852184,2.026857933693504,0.4134492377440135,0.6002290721471659,6.265944610595703,98.44868856266905
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,7.402096921222802,0.7205899817943573,0.7518613119125366,0.0,0.7668545955622738,0.0,1000.0,0.0,0.0,0.30941035759381275,0.0,0.6002290721471659,0.0,149.0738560069691,0.0,4.43794442908132,0.0,5.45662170919505,0.0,2312.057783322153,0.0,0.6002290721471659,0.0,149.0738386674361,0.0,4.43794442908132,2.0085037398163093,0.30941035759381275,0.6002290721471659,6.55924966430664,101.73054246617473
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,7.402096921222802,0.7219521800279617,0.7474459939002991,0.0,1.1352183918934315,0.0,1000.0,0.0,0.0,0.33669180574361235,0.0,0.6002290721471661,0.0,149.08038425445557,0.0,4.50827753189863,0.0,18.20286190509796,0.0,2272.216358943301,0.0,0.6002290721471661,0.0,149.08038997650146,0.0,4.50827753189863,2.0020094275859135,0.33669180574361235,0.6002290721471661,9.541144592285157,145.42184697237127
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,7.522901414455747,0.7230445829629898,0.7444067839384079,0.0,0.8728184765752625,0.0,1000.0,0.0,0.0,0.28969538814442997,0.0,0.6002290721471661,0.0,149.09734209846047,0.0,4.5441414590098885,0.0,4.838117094600902,0.0,2233.610881857472,0.0,0.6002290721471661,0.0,149.09737710391775,0.0,4.5441414590098885,2.000516742267416,0.28969538814442997,0.6002290721471661,5.069309631347656,75.94276998315405
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,7.522901414455747,0.7246179810762405,0.7396510821580887,0.0,0.6254529000392982,0.0,1000.0,0.0,0.0,0.34461469602371964,0.0,0.6002290721471661,0.0,149.275023324149,0.0,4.591635001407974,0.0,1.2835679799318314,0.0,2395.72957220095,0.0,0.6002290721471661,0.0,149.27508435930525,0.0,4.591635001407974,1.97954816766787,0.34461469602371964,0.6002290721471661,4.179700653076172,67.08042802162657
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,7.522901414455747,0.726121181845665,0.7352229795455932,0.0,0.5931874793022871,0.0,1000.0,0.0,0.0,0.4667174393045051,0.0,0.600229072147166,0.0,149.1015227181571,0.0,4.70310605035151,0.0,4.037803973470416,0.0,2318.0679291165193,0.0,0.600229072147166,0.0,149.1015167236328,0.0,4.70310605035151,1.9056633211977447,0.4667174393045051,0.600229072147166,8.349685272216798,129.8118040305251
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,7.522901414455747,0.7267223817110061,0.7339511206150054,0.0,0.7261340917029884,0.0,1000.0,0.0,0.0,0.3096444606781006,0.0,0.6002290721471661,0.0,149.0525426864624,0.0,4.798040824369575,0.0,9.400775518268347,0.0,2306.8305801442325,0.0,0.6002290721471661,0.0,149.05252599716187,0.0,4.798040824369575,1.8607774222545217,0.3096444606781006,0.6002290721471661,9.539362731933593,147.63715712923087
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,59,7.522901414455747,0.7278351819515229,0.7302849674224854,0.0,0.709823616820833,0.0,1000.0,0.0,0.0,0.354447769810972,0.0,0.6002290721471659,0.0,149.12889961574388,0.0,4.872016193536906,0.0,2.9918850919474727,0.0,2392.345717934625,0.0,0.6002290721471659,0.0,149.12891023055366,0.0,4.872016193536906,1.8122684790073083,0.354447769810972,0.6002290721471659,6.859929382324219,110.04790302499276
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,60,7.661373397716369,0.7298219809532166,0.7265990238189697,0.0,0.7643141523003578,0.0,1000.0,0.0,0.0,0.2833656618992488,0.0,0.6002290721471661,0.0,149.25200525919595,0.0,4.915171479067681,0.0,6.392323886354764,0.0,2231.7278294619614,0.0,0.6002290721471661,0.0,149.25204531351724,0.0,4.915171479067681,1.8057796754759823,0.2833656618992488,0.6002290721471661,7.164096252441406,107.12293581417416
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,61,7.661373397716369,0.7305347813367844,0.7250424399375915,0.0,0.9406169437301847,0.0,1000.0,0.0,0.0,0.35486149805812883,0.0,0.600229072147166,0.0,149.04679577167218,0.0,4.998707895408556,0.0,10.346820794619047,0.0,2297.339914424679,0.0,0.600229072147166,0.0,149.04684213491586,0.0,4.998707895408556,1.7462470856794508,0.35486149805812883,0.600229072147166,7.750433380126953,119.46167555008331
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,7.661373397716369,0.7313839799165726,0.7206675232648849,0.0,0.8398570447013929,0.0,1000.0,0.0,0.0,0.3555726046459033,0.0,0.600229072147166,0.0,149.11748504638672,0.0,5.049450552474433,0.0,7.111738296655508,0.0,2321.0933390017317,0.0,0.600229072147166,0.0,149.1174762432392,0.0,5.049450552474433,1.7216086687694885,0.3555726046459033,0.600229072147166,7.75410922241211,120.69685362809005
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,63,7.661373397716369,0.7329239808320999,0.7174441845417022,0.0,0.9000061739498051,0.0,1000.0,0.0,0.0,0.276710226025898,0.0,0.6002290721471661,0.0,149.05048847198486,0.0,5.09658739808016,0.0,12.16611485183239,0.0,2210.781638139971,0.0,0.6002290721471661,0.0,149.050528049469,0.0,5.09658739808016,1.7171298242498627,0.276710226025898,0.6002290721471661,9.539231262207032,141.49002484095814
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,64,7.661373397716369,0.7334031820297241,0.7147653203010559,0.0,0.9536318127980589,0.0,1000.0,0.0,0.0,0.28296629312847343,0.0,0.600229072147166,0.0,149.0721163068499,0.0,5.166962459661139,0.0,15.482402852603368,0.0,2226.8146893664066,0.0,0.600229072147166,0.0,149.07210050310408,0.0,5.166962459661139,1.6742715174418858,0.28296629312847343,0.600229072147166,8.348038513183594,124.70162260451878
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,65,7.661373397716369,0.7345107805728912,0.7114459408521652,0.0,0.6953999251127243,0.0,1000.0,0.0,0.0,0.2938646565263088,0.0,0.600229072147166,0.0,149.13593644362228,0.0,5.199066966846458,0.0,4.6771280490435085,0.0,2259.8086166437847,0.0,0.600229072147166,0.0,149.13594289926382,0.0,5.199066966846458,1.677561722486063,0.2938646565263088,0.600229072147166,7.755068695068359,117.51004806547682
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,66,7.661373397716369,0.7361319808959961,0.7080360591411591,0.0,0.7607978808879853,0.0,1000.0,0.0,0.0,0.34936989545822145,0.0,0.6002290721471661,0.0,149.05472900390626,0.0,5.243843709670559,0.0,5.142928485870361,0.0,2337.2945652016797,0.0,0.6002290721471661,0.0,149.05473388671874,0.0,5.243843709670559,1.6588598787590432,0.34936989545822145,0.6002290721471661,7.452736450195313,116.86472826008398
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,67,7.661373397716369,0.7371605798006058,0.7052436985969543,0.0,0.6678435146037874,0.0,1000.0,0.0,0.0,0.3111550832359955,0.0,0.600229072147166,0.0,149.15763486664872,0.0,5.318512430953249,0.0,7.083017604104404,0.0,2294.7535479244943,0.0,0.600229072147166,0.0,149.1576148723734,0.0,5.318512430953249,1.6001755762323393,0.3111550832359955,0.600229072147166,8.651142822265625,133.0957057796207
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,68,7.661373397716369,0.737719379901886,0.7029087995290756,0.0,0.9862849374904352,0.0,1000.0,0.0,0.0,0.30768448169178825,0.0,0.6002290721471661,0.0,148.9648733700023,0.0,5.373163758673277,0.0,15.894822849946863,0.0,2358.666195292488,0.0,0.6002290721471661,0.0,148.96482624727136,0.0,5.373163758673277,1.57126372856241,0.30768448169178825,0.6002290721471661,10.129611389160157,160.3893012798892
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,69,7.661373397716369,0.7381263818740845,0.701739633321762,0.0,0.6851600157587152,0.0,1000.0,0.0,0.0,0.3353019537110078,0.0,0.600229072147166,0.0,148.95830656352797,0.0,5.410530954692114,0.0,2.952322837553526,0.0,2221.692374738405,0.0,0.600229072147166,0.0,148.95831138209292,0.0,5.410530954692114,1.5403565119060283,0.3353019537110078,0.600229072147166,5.6604156494140625,84.42431024005938
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,70,7.661373397716369,0.7389163800477981,0.6992132608890533,0.0,1.0553981572389604,0.0,1000.0,0.0,0.0,0.23404256192346415,0.0,0.6002290721471663,0.0,149.21915588378906,0.0,5.429621829091377,0.0,7.137647914886474,0.0,2165.646297643051,0.0,0.6002290721471663,0.0,149.21912231445313,0.0,5.429621829091377,1.5400127806392947,0.23404256192346415,0.6002290721471663,4.476574676513672,64.96938892929154
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,71,7.799845380976992,0.7416417814493179,0.692368921995163,0.0,0.8265052810311317,0.0,1000.0,0.0,0.0,0.3581057424572381,0.0,0.6002290721471659,0.0,149.1439299149947,0.0,5.448043694329173,0.0,5.579951045188037,0.0,2453.3712850210636,0.0,0.6002290721471659,0.0,149.1439347700639,0.0,5.448043694329173,1.5471785300097285,0.3581057424572381,0.6002290721471659,6.5623329162597654,107.94833654092682
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,72,7.799845380976992,0.7418573818206787,0.692080418586731,0.0,0.7997978620231152,0.0,1000.0,0.0,0.0,0.2660830599069595,0.0,0.6002290721471661,0.0,148.96044372558595,0.0,5.4811429169355925,0.0,6.340178279876709,0.0,2301.959669316365,0.0,0.6002290721471661,0.0,148.96045288085938,0.0,5.4811429169355925,1.5353079344522906,0.2660830599069595,0.6002290721471661,7.448022186279297,115.09798346581825
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,73,7.799845380976992,0.7421253800392151,0.690400873541832,0.0,0.7608939148940408,0.0,1000.0,0.0,0.0,0.20070995431160554,0.0,0.6002290721471661,0.0,148.9745545387268,0.0,5.534877736707345,0.0,9.654897786676884,0.0,2203.0197009327135,0.0,0.6002290721471661,0.0,148.97453784942627,0.0,5.534877736707345,1.5059226246265027,0.20070995431160554,0.6002290721471661,9.534371490478515,140.99326085969366
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,74,7.799845380976992,0.7428669823408127,0.6888316577672958,0.0,0.7609025000904998,0.0,1000.0,0.0,0.0,0.26897900893042487,0.0,0.6002290721471661,0.0,149.22855758666992,0.0,5.573173403002783,0.0,6.526233588655789,0.0,2281.7687775897884,0.0,0.6002290721471661,0.0,149.22848892211914,0.0,5.573173403002783,1.4837396230468987,0.26897900893042487,0.6002290721471661,7.162970764160156,109.52490132430985
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,75,7.799845380976992,0.7446563810110092,0.6855684216022492,0.0,0.8087970809294627,0.0,1000.0,0.0,0.0,0.22920656433472267,0.0,0.600229072147166,0.0,149.02773695725662,0.0,5.60594468961003,0.0,7.823109553410457,0.0,2361.339972204543,0.0,0.600229072147166,0.0,149.0277809729943,0.0,5.60594468961003,1.479461514940806,0.22920656433472267,0.600229072147166,7.749442321777344,122.78967855463623
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,76,7.799845380976992,0.7446693807840348,0.684704593539238,0.0,0.8044549883121536,0.0,1000.0,0.0,0.0,0.30204806849360466,0.0,0.6002290721471659,0.0,149.15479387555803,0.0,5.642782546804872,0.0,5.503273793629238,0.0,2287.244010058925,0.0,0.6002290721471659,0.0,149.1548098609561,0.0,5.642782546804872,1.4431904380984122,0.30204806849360466,0.6002290721471659,6.264501342773437,96.06424842247486
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,77,7.799845380976992,0.7456725829839707,0.6820578809976577,0.0,0.9009309321021041,0.0,1000.0,0.0,0.0,0.23038065472307304,0.0,0.6002290721471661,0.0,149.1786142985026,0.0,5.671063778946431,0.0,9.363463426629702,0.0,2218.629507485938,0.0,0.6002290721471661,0.0,149.17861811319986,0.0,5.671063778946431,1.4399736053732566,0.23038065472307304,0.6002290721471661,7.160573486328125,106.49421635932502
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,78,7.799845380976992,0.7472441809177399,0.678411939740181,0.0,0.710763084261041,0.0,1000.0,0.0,0.0,0.23788748446263766,0.0,0.600229072147166,0.0,149.1583565159848,0.0,5.687214508723927,0.0,2.884826195867438,0.0,2191.2746060881186,0.0,0.600229072147166,0.0,149.1583420602899,0.0,5.687214508723927,1.4457121426839552,0.23788748446263766,0.600229072147166,5.6680175476074215,83.26843503134852
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,79,7.799845380976992,0.7475727821588516,0.6773226424455643,0.0,0.8700208774005825,0.0,1000.0,0.0,0.0,0.3079668680544604,0.0,0.6002290721471659,0.0,148.87462754683062,0.0,5.7165974932096795,0.0,9.08249402588064,0.0,2349.148198631368,0.0,0.6002290721471659,0.0,148.87461853027344,0.0,5.7165974932096795,1.4275619796151569,0.3079668680544604,0.6002290721471659,6.550483612060547,103.36252073978021
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,80,7.817512871004668,0.7490173808336258,0.6743188226222991,0.0,0.9818549081683159,0.0,1000.0,0.0,0.0,0.2716971414961985,0.0,0.600229072147166,0.0,149.08778817313058,0.0,5.746884545940414,0.0,13.3915148462568,0.0,2226.258232712917,0.0,0.600229072147166,0.0,149.0878072466169,0.0,5.746884545940414,1.42717745947795,0.2716971414961985,0.600229072147166,8.348916137695312,124.67046103192337
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,81,7.817512871004668,0.7478145821094513,0.6758299833536148,0.0,0.843454631716013,0.0,1000.0,0.0,0.0,0.22468039274215698,0.0,0.6002290721471661,0.0,149.11994201660156,0.0,5.7821343671856535,0.0,8.413520135879516,0.0,2360.568728384812,0.0,0.6002290721471661,0.0,149.11993225097658,0.0,5.7821343671856535,1.4099497690781453,0.22468039274215698,0.6002290721471661,7.4559971008300785,118.02843641924058
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,82,7.817512871004668,0.7494465812444687,0.671797572851181,0.0,0.4906378997997804,0.0,1000.0,0.0,0.0,0.27714626254005864,0.0,0.6002290721471661,0.0,149.27363031560725,0.0,5.8022516833607565,0.0,0.43710998919877136,0.0,2352.338330515097,0.0,0.6002290721471661,0.0,149.27364002574575,0.0,5.8022516833607565,1.3892305328491343,0.27714626254005864,0.6002290721471661,3.2840198669433596,51.75144327133213
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,83,7.817512871004668,0.7509085819721222,0.6689919855594635,0.0,0.5985748790204525,0.0,1000.0,0.0,0.0,0.21616540993563832,0.0,0.6002290721471659,0.0,148.9188446044922,0.0,5.82901366163401,0.0,3.550271698832512,0.0,2245.6343554774517,0.0,0.6002290721471659,0.0,148.91884155273436,0.0,5.82901366163401,1.3705459294677986,0.21616540993563832,0.6002290721471659,5.956753784179687,89.82537421909807
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,84,7.817512871004668,0.7517681828737259,0.6673234719038009,0.0,0.6462860786123201,0.0,1000.0,0.0,0.0,0.18816299735044595,0.0,0.6002290721471661,0.0,149.11517190933228,0.0,5.85721190971306,0.0,6.981996953487396,0.0,2301.2911069098504,0.0,0.6002290721471661,0.0,149.11513137817383,0.0,5.85721190971306,1.37919141782489,0.18816299735044595,0.6002290721471661,9.543371002197265,147.28263084223042
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,85,7.817512871004668,0.7523299808502197,0.6657239427566528,0.0,0.8263860265301033,0.0,1000.0,0.0,0.0,0.23559763087806376,0.0,0.6002290721471659,0.0,149.04178272594106,0.0,5.875830853253139,0.0,6.959977117451754,0.0,2319.52254068999,0.0,0.6002290721471659,0.0,149.04180838844994,0.0,5.875830853253139,1.3854926217771089,0.23559763087806376,0.6002290721471659,6.557838439941406,102.05899179035954
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,86,7.817512871004668,0.7538159811496734,0.6627608547210694,0.0,0.8332358435930117,0.0,1000.0,0.0,0.0,0.20487797422253567,0.0,0.6002290721471659,0.0,149.06553318189538,0.0,5.89586253159876,0.0,8.423627874125605,0.0,2239.2482447574994,0.0,0.6002290721471659,0.0,149.06551128885022,0.0,5.89586253159876,1.3916057746998323,0.20487797422253567,0.6002290721471659,6.857014526367188,103.00541925884498
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,87,7.817512871004668,0.7538107808828354,0.6627529699802399,0.0,0.5962155165616423,0.0,1000.0,0.0,0.0,0.21892009326256812,0.0,0.6002290721471661,0.0,149.10896682739258,0.0,5.9244984826827025,0.0,1.8087290190160275,0.0,2321.4045858539776,0.0,0.6002290721471661,0.0,149.10891723632812,0.0,5.9244984826827025,1.3619218906298636,0.21892009326256812,0.6002290721471661,4.771486938476563,74.28494674732728
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,88,7.817512871004668,0.7545479815006256,0.6610530904531479,0.0,1.117709116699795,0.0,1000.0,0.0,0.0,0.29795908198381466,0.0,0.6002290721471661,0.0,149.06930287679037,0.0,5.954544826485,0.0,12.50432981053988,0.0,2286.9829296112657,0.0,0.6002290721471661,0.0,149.06931686401367,0.0,5.954544826485,1.3445899734422777,0.29795908198381466,0.6002290721471661,7.155326538085937,109.77518062134075
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,89,7.817512871004668,0.7542789803743363,0.6607710242271423,0.0,0.5743627470607559,0.0,1000.0,0.0,0.0,0.16259964203668964,0.0,0.600229072147166,0.0,148.92205641004773,0.0,5.98314355437078,0.0,2.1306123899088965,0.0,2201.6157007383426,0.0,0.600229072147166,0.0,148.92203352186414,0.0,5.98314355437078,1.3208016065100974,0.16259964203668964,0.600229072147166,5.361194030761719,79.25816522658035
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,90,7.817512871004668,0.7564321817159653,0.6569436112642288,0.0,0.6274561132059285,0.0,1000.0,0.0,0.0,0.19862630946169557,0.0,0.600229072147166,0.0,149.05804885061164,0.0,6.038868361987298,0.0,6.676251461631374,0.0,2305.297544438667,0.0,0.600229072147166,0.0,149.0580681248715,0.0,6.038868361987298,1.2728760955672704,0.19862630946169557,0.600229072147166,11.328411712646485,175.20261337733865
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,91,7.817512871004668,0.7562941808700562,0.6571285219192505,0.0,0.7796911997518138,0.0,1000.0,0.0,0.0,0.20966010581216085,0.0,0.6002290721471659,0.0,149.17533144743547,0.0,6.059431398907446,0.0,5.386440100877182,0.0,2266.7439076070955,0.0,0.6002290721471659,0.0,149.1753161886464,0.0,6.059431398907446,1.2748974783245037,0.20966010581216085,0.6002290721471659,6.8620652465820315,104.27021974992641
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,92,7.817512871004668,0.7569805809259414,0.6550698238611221,0.0,0.6543226131470874,0.0,1000.0,0.0,0.0,0.19048235868103802,0.0,0.6002290721471661,0.0,149.18832397460938,0.0,6.078929241242609,0.0,3.787596265474955,0.0,2333.18478032591,0.0,0.6002290721471661,0.0,149.1883684794108,0.0,6.078929241242609,1.2807480871709427,0.19048235868103802,0.6002290721471661,7.16103955078125,111.9928694556437
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,93,7.8489161018950515,0.7573811810016632,0.654504464507103,0.0,0.8842799510782172,0.0,1000.0,0.0,0.0,0.23533625048227036,0.0,0.600229072147166,0.0,149.03910358135516,0.0,6.102310692941548,0.0,9.12384437597715,0.0,2292.7978439189205,0.0,0.600229072147166,0.0,149.03912940392127,0.0,6.102310692941548,1.2775283885184159,0.23533625048227036,0.600229072147166,7.750033386230469,119.22548788378386
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,94,7.8489161018950515,0.7594823812246323,0.6495531380176545,0.0,0.5821356140077114,0.0,1000.0,0.0,0.0,0.23912295440677553,0.0,0.6002290721471659,0.0,148.95087814331055,0.0,6.134809973520225,0.0,3.174575912952423,0.0,2321.027824578574,0.0,0.6002290721471659,0.0,148.95089111328124,0.0,6.134809973520225,1.2382248253434913,0.23912295440677553,0.6002290721471659,5.9580351257324216,92.84111298314296
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,95,7.8489161018950515,0.7595267802476883,0.6496811506748199,0.0,0.6486836502264286,0.0,1000.0,0.0,0.0,0.17948995665486517,0.0,0.600229072147166,0.0,149.12194771602236,0.0,6.16663864582257,0.0,5.978043959058565,0.0,2302.0814299809554,0.0,0.600229072147166,0.0,149.12195245150863,0.0,6.16663864582257,1.2223684894885485,0.17948995665486517,0.600229072147166,8.649072967529296,133.5207229388954
