algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,krum_score_honest,krum_score_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,68,6.060769043005112,0.8828412276506424,0.39051300525665283,0.8317377848616765,1.6849620000079826,351.98283847808835,1000.0,0.332725633318443,1.0,10428,732,0,122,0.6173439921518636,0.0,6097.82965106957,0.0,139.42816727249712,0.0,0.6173439921518636,0.0,139.42816727249712,0.0,0.802553137143453,0.0,4.042687240448351,0.0,1.0038293224793893,8.123098163604736,4.042687240448351,1.2011993656779976,0.802553137143453,0.6173439921518636,9.411401290893554,411.60350144719604
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,69,6.17897963275318,0.8810962277092039,29.27367084622383,0.7647167405020808,1.0456075419982274,350.7033638000488,1000.0,0.22335140018066846,0.9973958333333334,9977,147,62,44,0.6201056335821237,0.0,6331.535596737729,0.0,139.75198364257812,0.0,0.6201056335821237,0.0,139.75198364257812,0.0,0.8137102176745733,0.0,4.0894975418291555,0.0,1.4760228767991066,7.638441593647003,4.0894975418291555,1.1814134405567875,0.8137102176745733,0.6201056335821237,4.192559509277344,189.94606790213183
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,70,6.17897963275318,0.8812304781377316,1.0447307317703962,0.9564113095634118,1.669012752863077,664.9868585586548,1000.0,0.3528668492613774,1.0,10217,291,6,102,0.6318823955803872,0.0,6364.011579298739,0.0,142.43872657189002,0.0,0.6318823955803872,0.0,142.43872657189002,0.0,0.7378205106808589,0.0,4.1299397459377625,0.0,1.781699015544011,6.447294540405274,4.1299397459377625,1.1818012238930404,0.7378205106808589,0.6318823955803872,4.629258613586426,206.83037632720902
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,71,6.17897963275318,0.8814132270589471,0.8799076290428638,0.938294043771664,1.400986974730211,692.8198627471924,1000.0,0.4177439855806747,1.0,10375,485,2,110,0.6277513552042687,0.0,6350.9529612330525,0.0,141.73778399299172,0.0,0.6277513552042687,0.0,141.73778399299172,0.0,0.7463165451498592,0.0,4.166869310854771,0.0,0.8992027833181269,8.243301520347595,4.166869310854771,1.1938539962251908,0.7463165451498592,0.6277513552042687,6.023855819702148,269.9155008524047
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,72,6.17897963275318,0.8813859782367944,0.8184454491734505,0.8971905224448894,1.58319154852315,705.1561608886718,1000.0,0.26365280009127445,1.0,10221,357,0,114,0.6230838325755051,0.0,6503.21458495578,0.0,140.62163664165297,0.0,0.6230838325755051,0.0,140.62163664165297,0.0,0.7426999399536535,0.0,4.224746390477336,0.0,1.90325591438695,7.979488143920898,4.224746390477336,1.2009319357226977,0.7426999399536535,0.6230838325755051,6.679527740478516,308.90269278539955
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,73,6.196632473644194,0.8811864783242345,0.6268225095421076,0.9033368015106789,1.5838085050168245,704.0178742218018,1000.0,0.360337175149879,1.0,10377,586,0,119,0.6276209085735173,0.0,6371.816289809402,0.0,141.7819485871688,0.0,0.6276209085735173,0.0,141.7819485871688,0.0,0.7214811677518098,0.0,4.28845133657637,0.0,1.6030267502950586,11.669786696434022,4.28845133657637,1.206107966475454,0.7214811677518098,0.6276209085735173,8.152462043762206,366.37943666404067
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,74,6.196632473644194,0.8815232284367085,0.5348918353766203,0.8784053354006222,1.554232856160716,701.4004163360596,1000.0,0.307865598556288,1.0,10316,480,0,114,0.6085514423638199,0.0,6454.062695517276,0.0,137.2611268696032,0.0,0.6085514423638199,0.0,137.2611268696032,0.0,0.7869581015486466,0.0,4.3499781323078235,0.0,0.965880949246256,5.9941977739334105,4.3499781323078235,1.1934629953736375,0.7869581015486466,0.6085514423638199,6.519903526306153,306.5679780370706
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,75,6.196632473644194,0.8814517276734114,0.48834747679531576,0.8209906469997492,1.7526428291672154,704.673847694397,1000.0,0.4213343671371028,1.0,10345,483,0,116,0.6272748994995204,0.0,6326.493229350432,0.0,141.41693918328536,0.0,0.6272748994995204,0.0,141.41693918328536,0.0,0.7075550885576951,0.0,4.394153125868675,0.0,1.2487396597862244,10.974702649116516,4.394153125868675,1.1996191928738569,0.7075550885576951,0.6272748994995204,6.717304611206055,300.5084283941455
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,76,6.310154152549523,0.8817364785075188,0.4496235429495573,0.8754816084514764,1.7765366550948885,703.4523793792724,1000.0,0.3112370881111216,1.0,10186,316,0,114,0.6112592455772224,0.0,6165.4515571096435,0.0,137.80245208740234,0.0,0.6112592455772224,0.0,137.80245208740234,0.0,0.7635708848635355,0.0,4.441540900653446,0.0,1.1933251669009526,4.052015944719314,4.441540900653446,1.1933664223977973,0.7635708848635355,0.6112592455772224,6.201110343933106,277.4453200699339
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,77,6.310154152549523,0.8819592274725437,0.4221247150748968,0.9278207267383094,1.8095595325742448,705.6407541656495,1000.0,0.37430698620374464,1.0,10369,554,0,117,0.6137497991510346,0.0,6343.486632270238,0.0,138.38709803989954,0.0,0.6137497991510346,0.0,138.38709803989954,0.0,0.7143552274931044,0.0,4.488144835277605,0.0,2.1973057190577188,15.4594287109375,4.488144835277605,1.198191061220039,0.7143552274931044,0.6137497991510346,7.2653226470947265,333.0330481941876
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,78,6.377922271843537,0.881174226924777,0.5068741154670715,0.961617973155752,1.7359973064490728,701.068666152954,1000.0,0.5303849246557119,1.0,10457,513,0,110,0.6098847522134788,0.0,5908.681378067154,0.0,137.56935446602958,0.0,0.6098847522134788,0.0,137.56935446602958,0.0,0.746975798692022,0.0,4.514582633560347,0.0,2.6613482918058122,17.758817615509034,4.514582633560347,1.2070421126279551,0.746975798692022,0.6098847522134788,4.814927406311035,206.80384823235036
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,79,6.434750033456884,0.8822004774212837,0.4075033415853977,0.8645401747036693,1.5127601654906022,706.5041661453247,1000.0,0.2466895068891073,1.0,10137,299,0,114,0.6034918749399175,0.0,6682.809383332258,0.0,136.16447529039885,0.0,0.6034918749399175,0.0,136.16447529039885,0.0,0.7505498999043515,0.0,4.572903548020775,0.0,1.1514261584532888,3.314109733104706,4.572903548020775,1.1865686105733222,0.7505498999043515,0.6034918749399175,6.467812576293945,317.43344570828225
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,80,6.434750033456884,0.8816192285716533,0.4297798789292574,0.8972960385118682,1.694292312083037,707.0864711380004,1000.0,0.5045295717252235,1.0,10726,918,0,118,0.6028734881540724,0.0,6462.900964343472,0.0,136.0460961383322,0.0,0.6028734881540724,0.0,136.0460961383322,0.0,0.7610596833021744,0.0,4.624408760316664,0.0,1.521533675815748,28.23225461959839,4.624408760316664,1.1938132107613708,0.7610596833021744,0.6028734881540724,7.822650527954101,371.6168054497497
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,81,6.434750033456884,0.8820784769952297,0.4029886249452829,0.8586476297362909,1.6230162538980182,703.141297416687,1000.0,0.4560365705773988,1.0,10387,518,0,115,0.6060930271840735,0.0,6697.749068766171,0.0,136.71049338892885,0.0,0.6060930271840735,0.0,136.71049338892885,0.0,0.7350396796276695,0.0,4.667253830673544,0.0,0.9857073269392315,9.756139502525329,4.667253830673544,1.1899333487915116,0.7350396796276695,0.6060930271840735,6.493748435974121,318.14308076639315
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,82,6.434750033456884,0.882147978246212,0.4048165453225374,0.9410919540229885,1.3998612960179646,704.4893780899048,1000.0,0.2965811965811966,1.0,9841,52,98,3,0.6002290721471661,0.0,7231.63190254131,0.0,135.48758951822916,0.0,0.6002290721471661,0.0,135.48758951822916,0.0,0.8357324004173279,0.0,4.691287322008077,0.0,2.3491652756929398,12.496603088378906,4.691287322008077,1.167963090305092,0.8357324004173279,0.6002290721471661,2.0323138427734375,108.47447853811964
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,83,6.434750033456884,0.8822079774737358,0.4033197746425867,0.9313298016003266,1.7634054323037465,1192.545567626953,1000.0,0.3885957109073971,1.0,10310,435,0,113,0.6026100069856949,0.0,6537.06640429881,0.0,135.81384785970053,0.0,0.6026100069856949,0.0,135.81384785970053,0.0,0.7653861542542776,0.0,4.740150590592094,0.0,2.6377059751086764,8.519911777973174,4.740150590592094,1.145598302760595,0.7653861542542776,0.6026100069856949,6.111623153686524,294.1679881934465
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,84,6.434750033456884,0.8819917285442352,0.4120400653779507,0.8474496638551471,1.4835892271995545,1187.843003540039,1000.0,0.5166659986652476,1.0,10715,984,0,121,0.6041933938172008,0.0,6945.67830700811,0.0,136.3368048095703,0.0,0.6041933938172008,0.0,136.3368048095703,0.0,0.7467028021812439,0.0,4.78421635854871,0.0,0.886390950679779,15.061408081054687,4.78421635854871,1.1522667421354198,0.7467028021812439,0.6041933938172008,8.521050300598144,434.1048941880069
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,85,6.644940210308988,0.8796952296234667,4220.379805444628,0.9294640441525284,1.7991215735673904,1190.3067907714844,1000.0,0.27781663826565783,0.997979797979798,10243,361,6,108,0.6002290721471661,0.0,6509.309286634529,0.0,135.29333019256592,0.0,0.6002290721471661,0.0,135.29333019256592,0.0,0.7541752383112907,0.0,4.822297170860711,0.0,241.157193005085,153.6106149959564,4.822297170860711,1.1487916990950084,0.7541752383112907,0.6002290721471661,5.411733207702636,260.37237146538115
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,86,6.644940210308988,0.8800722270086407,146.9191142683476,0.8918206793971685,1.739342650300578,1542.209658203125,1000.0,0.42754574939725315,1.0,10408,549,0,115,0.6057164855668739,0.0,6392.434286628685,0.0,136.4966149581106,0.0,0.6057164855668739,0.0,136.4966149581106,0.0,0.6976472170729386,0.0,4.856750734472717,0.0,1.6115288295243915,8.955063061714172,4.856750734472717,1.1539735905581574,0.6976472170729386,0.6057164855668739,6.483589210510254,303.6406286148626
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,87,6.644940210308988,0.8798559778928756,125.3010801742971,0.9131283916107584,1.3115938092981065,1543.4460723876953,1000.0,0.4879151019347806,1.0,10275,337,0,108,0.6089969190537854,0.0,7214.624686278373,0.0,137.4201943533761,0.0,0.6089969190537854,0.0,137.4201943533761,0.0,0.7206322082451412,0.0,4.890784074695586,0.0,1.1297440869467599,2.3358289760351183,4.890784074695586,1.1398574196197409,0.7206322082451412,0.6089969190537854,4.809706802368164,252.51186401974303
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,88,6.729846673536929,0.8799722279980778,112.98665246285498,0.8982429378925632,1.9798503973904777,1541.7159460449218,1000.0,0.3894467070745538,1.0,10306,430,5,107,0.6002290721471661,0.0,6884.018375308408,0.0,135.4628403607537,0.0,0.6002290721471661,0.0,135.4628403607537,0.0,0.7514396765652824,0.0,4.9185033881166484,0.0,3.079340710359461,160.23114855766298,4.9185033881166484,1.1481308839042186,0.7514396765652824,0.6002290721471661,5.757170715332031,292.57078095060734
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,89,6.729846673536929,0.8800309771671891,52.1887521597743,0.9376625857155828,1.7609663680195808,1819.7701141357422,1000.0,0.5542408729843886,1.0,10480,562,0,110,0.6002290721471661,0.0,6904.203794243106,0.0,135.53750228881836,0.0,0.6002290721471661,0.0,135.53750228881836,0.0,0.7427371442317963,0.0,4.954284681772449,0.0,3.959030732512474,18.32936602592468,4.954284681772449,1.1396589686622935,0.7427371442317963,0.6002290721471661,5.421500091552734,276.16815176972426
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,90,6.9782263326358835,0.8799512268602848,48.12858453273773,0.8133932357471478,1.805254465341568,1817.3384838867187,1000.0,0.3363728883535622,1.0,10469,843,0,126,0.6005674296720247,0.0,7024.378308494862,0.0,135.37727864583334,0.0,0.6005674296720247,0.0,135.37727864583334,0.0,0.720942880709966,0.0,5.031670775978102,0.0,1.8487314760684967,22.21553056716919,5.031670775978102,1.1129537873928512,0.720942880709966,0.6005674296720247,10.1532958984375,526.8283731371146
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,91,6.9782263326358835,0.8798479763418436,20.90140592262149,0.8920825185372998,1.708632718114292,1812.772890625,1000.0,0.477985953712986,1.0,10279,408,15,98,0.6002290721471661,0.0,7298.082768298421,0.0,135.1744582232307,0.0,0.6002290721471661,0.0,135.1744582232307,0.0,0.7555065330337075,0.0,5.073169782010201,0.0,2.4933123798931347,463.1166412162781,5.073169782010201,1.097446377726095,0.7555065330337075,0.6002290721471661,5.744914474487305,310.16851765268285
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,92,7.018364674727991,0.8799059788882733,13.28605627924204,0.9255868664044763,1.8311582207679749,2794.5841162109373,1000.0,0.30593859005647295,1.0,10276,444,0,116,0.6002290721471659,0.0,7080.790654805115,0.0,135.43371047973633,0.0,0.6002290721471659,0.0,135.43371047973633,0.0,0.7560102373361588,0.0,5.105304228301304,0.0,3.2102701544761656,7.969184999465942,5.105304228301304,1.1011127100684759,0.7560102373361588,0.6002290721471659,6.771685523986816,354.0395327402558
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,93,7.363646398301564,0.8800399778038264,6.153042125031352,0.8518068299516994,1.9201311724526542,2791.4928881835935,1000.0,0.36331758471228276,1.0,10293,466,0,117,0.6002290721471659,0.0,6794.475717935344,0.0,135.3630857921782,0.0,0.6002290721471659,0.0,135.3630857921782,0.0,0.7291105077380226,0.0,5.139170333788318,0.0,1.258149456410181,8.636563277244568,5.139170333788318,1.1061045823225424,0.7291105077380226,0.6002290721471659,7.106562004089356,356.70997519160557
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,94,7.3753374795794375,0.8802987292408944,3.807785846143961,0.9394331654664263,1.7034268025308847,2788.8178509521485,1000.0,0.5557784450585742,1.0,10462,538,0,112,0.6014939807603491,0.0,7232.1857206679015,0.0,135.51154613494873,0.0,0.6014939807603491,0.0,135.51154613494873,0.0,0.7362819705158472,0.0,5.175637589987989,0.0,2.4417611621320248,16.44617042541504,5.175637589987989,1.0727750865222314,0.7362819705158472,0.6014939807603491,5.420461845397949,289.28742882671605
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,95,7.3753374795794375,0.8799282278865576,5.9311378157883885,0.8989232017652107,1.6708837701724126,2799.5793615722655,1000.0,0.3506067670256413,1.0,10496,759,0,123,0.6041938293174604,0.0,7354.931286828903,0.0,136.3334221473107,0.0,0.6041938293174604,0.0,136.3334221473107,0.0,0.7115277751133993,0.0,5.225211068337603,0.0,1.3403228315023274,23.28433475494385,5.225211068337603,1.0538623886562106,0.7115277751133993,0.6041938293174604,8.861672439575194,478.07053364387866
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,96,7.498432686455008,0.8801254785060882,4.77864928431809,0.8101190967285339,1.5416036571065586,2815.7837158203124,1000.0,0.18558970226803415,1.0,10135,519,34,86,0.6002290721471661,0.0,7220.478626388375,0.0,135.50290298461914,0.0,0.6002290721471661,0.0,135.50290298461914,0.0,0.7237329917649428,0.0,5.265419986318208,0.0,1.1988403797149658,797.3065434837341,5.265419986318208,1.0481831691549588,0.7237329917649428,0.6002290721471661,8.130174179077148,433.2287175833025
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,97,7.498432686455008,0.87978122651577,5.3085226187855,0.8760982529344798,1.6966830463636489,4826.842221679687,1000.0,0.34955681599435456,1.0,10405,566,0,117,0.6002290721471659,0.0,7939.150963090641,0.0,135.37601216634116,0.0,0.6002290721471659,0.0,135.37601216634116,0.0,0.7392899649483817,0.0,5.303325430941084,0.0,2.240742217926752,13.473171353340149,5.303325430941084,1.0389159624013746,0.7392899649483817,0.6002290721471659,7.10724063873291,416.8054255622587
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,98,7.498432686455008,0.8800419786572456,4.983973146975041,0.8880529465715152,1.8139254110200065,4827.604846191406,1000.0,0.46412630758365786,1.0,10237,309,0,110,0.6021490134099808,0.0,7569.165260858276,0.0,135.55987439836775,0.0,0.6021490134099808,0.0,135.55987439836775,0.0,0.7351233107703072,0.0,5.325693895041936,0.0,2.6629626410348073,6.806836709976197,5.325693895041936,1.0344365737128145,0.7351233107703072,0.6021490134099808,4.744595603942871,264.92078413003964
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,99,7.498432686455008,0.8800672279298305,3.1285719028115273,0.8865178237365631,1.7662942230701446,4794.271018066406,1000.0,0.44794484111124844,1.0,10510,650,0,114,0.6002290721471659,0.0,7379.6822133999685,0.0,135.39488067626954,0.0,0.6002290721471659,0.0,135.39488067626954,0.0,0.7088301748037338,0.0,5.350458388609536,0.0,3.0229674518108367,12.753853435516357,5.350458388609536,1.0375646381014336,0.7088301748037338,0.6002290721471659,6.769744033813477,368.9841106699985
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,100,7.498432686455008,0.8797677272558212,4.600920386612415,0.7234136324077617,1.957292776358755,4808.015341796875,1000.0,0.23748021692450583,1.0,10067,281,28,88,0.600229072147166,0.0,7719.412187061144,0.0,135.37488114206414,0.0,0.600229072147166,0.0,135.37488114206414,0.0,0.7566622903472499,0.0,5.381004794603055,0.0,2.9197740178359184,1288.5352092123032,5.381004794603055,1.0312266320530927,0.7566622903472499,0.600229072147166,6.430306854248047,366.6720788854043
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,101,7.498432686455008,0.879841728657484,2.887084869146347,0.8654016115929909,1.7682252648201855,6659.420355224609,1000.0,0.5012369877840773,1.0,10575,745,0,118,0.6002290721471659,0.0,7822.672555899263,0.0,135.3983709161932,0.0,0.6002290721471659,0.0,135.3983709161932,0.0,0.7308783314444802,0.0,5.417774844213138,0.0,1.875518950549039,18.737582359313965,5.417774844213138,1.020513691635357,0.7308783314444802,0.6002290721471659,7.446910400390625,430.24699057445946
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,102,7.498432686455008,0.87994772747159,1.3417034550011158,0.8906577228608216,1.945889766017596,6653.722819824219,1000.0,0.43999185046062134,1.0,10577,793,0,120,0.6002290721471661,0.0,7422.835594110217,0.0,135.37665303548178,0.0,0.6002290721471661,0.0,135.37665303548178,0.0,0.7280924121538798,0.0,5.455817035546557,0.0,2.277461046973864,26.911475515365602,5.455817035546557,1.014203019708512,0.7280924121538798,0.6002290721471661,8.122599182128907,445.37013564661305
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,103,7.498432686455008,0.8798932285606861,1.4505728852748871,0.8999047405621803,1.587964840233326,6662.599471435547,1000.0,0.451897478016567,1.0,10618,814,0,120,0.603879479276847,0.0,8055.531831455594,0.0,136.22826449076334,0.0,0.603879479276847,0.0,136.22826449076334,0.0,0.7281730333343148,0.0,5.504031696349602,0.0,1.2352414354681969,10.679781732559205,5.504031696349602,0.9676400631308177,0.7281730333343148,0.603879479276847,8.173695869445801,483.33190988733566
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,104,7.498432686455008,0.8796837279200553,1.9204311348497867,0.9182155281522649,1.7847841368480162,6695.774679565429,1000.0,0.5119031828025481,1.0,10689,849,0,116,0.6002290721471659,0.0,8151.605633096594,0.0,135.32942685213956,0.0,0.6002290721471659,0.0,135.32942685213956,0.0,0.7176040736111727,0.0,5.539657848450528,0.0,2.1078748486258765,18.972569637298584,5.539657848450528,0.955639307398114,0.7176040736111727,0.6002290721471659,7.443118476867676,448.3383098203126
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,105,7.498432686455008,0.8793182262778282,2.3424625504761933,0.8600550459422808,1.9822864250132912,6677.3886444091795,1000.0,0.5261203788170102,1.0,10529,725,13,101,0.600229072147166,0.0,7825.10702354542,0.0,135.2192551462274,0.0,0.600229072147166,0.0,135.2192551462274,0.0,0.7355732760931316,0.0,5.5651670964121855,0.0,2.3393934463199817,510.0130236697197,5.5651670964121855,0.9542993215094916,0.7355732760931316,0.600229072147166,6.422914619445801,371.69258361840735
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,106,7.498432686455008,0.8796237277984619,1.2014512775093318,0.9177661943057608,1.8500534892082214,7360.919086303711,1000.0,0.3596885654889122,1.0,10535,747,0,120,0.6007286708924408,0.0,7829.386592143716,0.0,135.6130339304606,0.0,0.6007286708924408,0.0,135.6130339304606,0.0,0.719974243392547,0.0,5.589896515760054,0.0,2.4600104788939157,34.18147109985352,5.589896515760054,0.9671482483837901,0.719974243392547,0.6007286708924408,8.136782035827636,469.763195528623
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,107,7.498432686455008,0.8788384783267975,2.5843377803266048,0.8777977671562823,2.245683397117414,7458.207991333008,1000.0,0.42147034534805433,1.0,10367,506,0,117,0.600229072147166,0.0,7337.4243930733155,0.0,135.30742042943052,0.0,0.600229072147166,0.0,135.30742042943052,0.0,0.7402438709610387,0.0,5.609868006362931,0.0,4.485090054963765,26.11406241416931,5.609868006362931,0.9776716621981729,0.7402438709610387,0.600229072147166,6.42710247039795,348.5276586709825
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,108,7.498432686455008,0.8790024772286416,1.3256890372931958,0.9104970445969385,2.0816770758893757,7409.818582763672,1000.0,0.42893569525649183,1.0,10448,563,0,113,0.600229072147166,0.0,7919.554691718473,0.0,135.35916815863715,0.0,0.600229072147166,0.0,135.35916815863715,0.0,0.7193006293641196,0.0,5.6351067194938045,0.0,4.330664171112908,20.096901493072508,5.6351067194938045,0.9711615730003047,0.7193006293641196,0.600229072147166,6.091162567138672,356.3799611273313
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,109,7.498432686455008,0.8787077286839485,1.4384672705084085,0.8948324808598893,1.8120454766533591,7391.83386352539,1000.0,0.37097543793517807,1.0,10766,1163,0,127,0.6002290721471661,0.0,8021.246980154008,0.0,135.32442312529594,0.0,0.6002290721471661,0.0,135.32442312529594,0.0,0.7173278268539545,0.0,5.682534550523416,0.0,1.841265618801117,21.791009368896486,5.682534550523416,0.9596288241133232,0.7173278268539545,0.6002290721471661,11.164264907836914,661.7528758627057
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,110,7.498432686455008,0.8780877271294594,2.5807361917942764,0.8783526083384088,2.0581765853125473,7416.011138305664,1000.0,0.28319757641636767,1.0,10442,809,0,123,0.600229072147166,0.0,7928.430904704889,0.0,135.48364941827182,0.0,0.600229072147166,0.0,135.48364941827182,0.0,0.7132832438781344,0.0,5.721883800572163,0.0,2.4277761475793245,24.07273985862732,5.721883800572163,0.9543292821253737,0.7132832438781344,0.600229072147166,9.822564582824707,574.8112405911044
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,111,7.498432686455008,0.8785847283899784,1.2308951011300087,0.8661135997464303,2.002039670944214,7385.939017944336,1000.0,0.3996023821975897,1.0,10402,544,0,116,0.6002290721471659,0.0,8245.19694604794,0.0,135.37067794799805,0.0,0.6002290721471659,0.0,135.37067794799805,0.0,0.7099265635013581,0.0,5.750669761354998,0.0,3.346961909532547,13.910829753875733,5.750669761354998,0.9452455550270207,0.7099265635013581,0.6002290721471659,6.7685338973999025,412.2598473023969
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,112,7.498432686455008,0.8783519771695137,1.698474904373288,0.9165295418874825,1.980192482471466,7413.099224853516,1000.0,0.5489570909057984,1.0,10345,415,0,110,0.6002290721471661,0.0,7902.339496656752,0.0,135.45184217180525,0.0,0.6002290721471661,0.0,135.45184217180525,0.0,0.727760157414845,0.0,5.765732452525858,0.0,5.634973900658744,12.342180099487305,5.765732452525858,0.9524758025835889,0.727760157414845,0.6002290721471661,4.740814476013184,276.58188238298635
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,113,7.498432686455008,0.8780894775688648,1.8619607631117105,0.8886056537576509,2.2179093527793885,7389.617619628906,1000.0,0.4519276313954158,1.0,10535,754,0,121,0.6002290721471661,0.0,7855.90374820436,0.0,135.3544763183594,0.0,0.6002290721471661,0.0,135.3544763183594,0.0,0.7468247103691101,0.0,5.795829300289029,0.0,2.064817814826965,25.953414478302,5.795829300289029,0.958407942193138,0.7468247103691101,0.6002290721471661,8.459654769897462,490.9939842627726
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,114,7.498432686455008,0.8777002289891243,1.782235856205225,0.9113722714634633,2.070169414083163,7395.963319091797,1000.0,0.6039617223936237,1.0,10799,942,0,115,0.6011133881792415,0.0,7586.682395925007,0.0,135.43203444707962,0.0,0.6011133881792415,0.0,135.43203444707962,0.0,0.7109463842851775,0.0,5.821240111298501,0.0,5.200221073059809,28.801695003509522,5.821240111298501,0.9570409533761852,0.7109463842851775,0.6011133881792415,7.11018180847168,398.3008257860628
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,115,7.498432686455008,0.8777242287993431,1.144150667861104,0.9494156836830298,1.9176391065120697,7341.636697998047,1000.0,0.40801278380870737,1.0,10507,645,0,114,0.6002290721471659,0.0,8481.15666223816,0.0,135.4084686279297,0.0,0.6002290721471659,0.0,135.4084686279297,0.0,0.7406903401017189,0.0,5.845090120283965,0.0,1.8335358023643493,12.016660561561585,5.845090120283965,0.9579693767851251,0.7406903401017189,0.6002290721471659,6.770423431396484,424.0578331119079
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,116,7.56870831781181,0.8775807273387909,1.0868297310173511,0.876662440397357,2.2262663474449744,7410.169924316407,1000.0,0.3360080525704599,1.0,10393,682,0,121,0.600229072147166,0.0,7920.902076428268,0.0,135.36925623967096,0.0,0.600229072147166,0.0,135.36925623967096,0.0,0.7355423179956583,0.0,5.875655189588269,0.0,2.841419288745293,16.04467638015747,5.875655189588269,0.9605241880551147,0.7355423179956583,0.600229072147166,8.799001655578614,514.8586349678375
