algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,krum_score_honest,krum_score_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,44,4.942236875490335,0.8812279790639878,0.40477466478943824,nan,1.210398337670735,6.104205133120219,1000.0,0.0,nan,0,49925,0,303,0.7296035308923612,0.9010150902731996,0.8671393309320722,0.6009873653451602,164.01233564104353,203.2656270345052,5550.898402313712,380.46795619562056,164.01233564104353,203.2656270345052,2.616486965487799,4.33917975795305,0.7296035308923612,0.9010150902731996,0.2595670819282532,14.382500007748604,3.6501026409669493,1.1091461285920836,0.6070559769383471,0.8971066833817798,124.25554891967774,305.9933513497643
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,45,5.136846297897166,0.8813139775395393,0.40377761006355284,nan,1.4053821984459371,6.060930180549621,1000.0,0.0,nan,0,51515,0,313,0.767976342908178,0.8968494518879576,0.7955733432489283,0.5934600760539372,173.29683460908777,202.22601826985678,6003.409623740004,372.59555643497964,173.29683460908777,202.22601826985678,2.6696900464371947,4.381043719631478,0.767976342908178,0.8968494518879576,0.4884580654256484,8.614575585722923,3.696502250353764,1.1169350987807454,0.6042989578908926,0.889938275696613,127.22770333862304,427.67326106814795
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,46,5.234932466030192,0.881634978055954,0.4022143125534058,nan,1.469215018408639,5.927765958706538,1000.0,0.0,nan,0,50409,0,301,0.7612952681940862,0.8980672146642189,0.794051970754351,0.5773950884739558,171.6339852469308,202.56500885009766,5795.379621522549,376.61533340995896,171.6339852469308,202.56500885009766,2.6887141389777907,4.421782521022023,0.7612952681940862,0.8980672146642189,2.612900529588972,11.671998889843623,3.72855516820433,1.1282688857840906,0.5823351476790463,0.8949486360802096,123.94188110351563,307.10451474729103
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,47,5.299875387367378,0.8815629771351814,0.40154809832572935,nan,1.8470725044608116,5.772766377925873,1000.0,0.0,nan,0,50729,0,303,0.7533838142041753,0.9002832663088373,0.7945902720093727,0.5595520016551018,170.01729202270508,203.11985376993815,5524.108395790901,374.854863495562,170.01729202270508,203.11985376993815,2.726812063686411,4.461774484634932,0.7533838142041753,0.9002832663088373,3.4301481507718563,14.306411800781886,3.767789516255524,1.1308788055138124,0.5656568917941738,0.8964676961243008,124.59218893432617,313.2986524299916
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,5.41897130576944,0.8818114772439003,0.40012321040034293,nan,1.2671450887407576,5.645393513043722,1000.0,0.0,nan,0,50300,0,304,0.8217988646935075,0.9005250405846142,0.6719118910176414,0.5446845333774885,185.55542646135603,203.17307250976563,6776.540437538687,375.1140688157262,185.55542646135603,203.17307250976563,2.744225949475517,4.502110303364535,0.8217988646935075,0.9005250405846142,1.397579346384321,14.746080355246862,3.7989565618089283,1.141649888477813,0.5475854829002281,0.898729981199475,124.50161947631835,319.94000741497734
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,5.487258208698642,0.8821674764156342,0.3986806960403919,nan,1.6041683077812194,5.576910222371419,1000.0,0.0,nan,0,50128,0,300,0.7261672539954118,0.8970658444027297,0.814665412902832,0.5357048718134562,163.72951049804686,202.33609517415366,5415.994518556957,373.7322527610546,163.72951049804686,202.33609517415366,2.7550526073175883,4.543449210680733,0.7261672539954118,0.8970658444027297,2.7539061546325683,15.8988365705808,3.828090569335475,1.1595116590082768,0.5402779954378722,0.8942642281665442,123.03895220947265,278.3992968422023
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.119818423934858,0.8821449774503708,0.39796150863170626,0.9552156684636472,1.313542595931462,2.746262851158778,1000.0,0.9159108365887692,1.0,50026,338,241,61,0.7362911362891372,0.0,0.7860611421721322,0.0,165.8398219517299,0.0,5950.053752105676,0.0,165.8398219517299,0.0,2.7998164163034778,0.0,0.7362911362891372,0.0,0.9371517981801715,5.814960074822108,2.7998164163034778,1.1784371444538566,0.7860611421721322,0.7362911362891372,5.804393768310547,208.25188132369868
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8821689784526825,0.39725984767079353,0.9583114686496734,1.3876865096390247,3.341942793528239,1000.0,0.9229027273599448,1.0,50272,411,156,149,0.7187340949512468,0.0,0.8030984401702881,0.0,161.92994499206543,0.0,6103.915999122205,0.0,161.92994499206543,0.0,2.8536472879646264,0.0,0.7187340949512468,0.0,1.1185486242175102,6.777909065087636,2.8536472879646264,1.1850847979728119,0.8030984401702881,0.7187340949512468,6.477197799682617,244.1566399648882
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8823539793491364,0.39617030069231984,0.8932744615704096,1.2051293764795576,3.943607937494914,1000.0,0.8456069745441068,1.0,50055,260,190,115,0.6916400837279756,0.0,0.8393856542451041,0.0,156.10916791643416,0.0,5914.425566484073,0.0,156.10916791643416,0.0,2.9195821515164697,0.0,0.6916400837279756,0.0,0.3624913564750126,8.711550074418385,2.9195821515164697,1.1830188710286191,0.8393856542451041,0.6916400837279756,5.463820877075196,207.00489482694255
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8824964782595635,0.39540399178862573,0.8965555700661526,1.0818032757802443,5.067191818555196,1000.0,0.819713720115605,1.0,50244,520,196,112,0.7289176036074771,0.0,0.7634136568416249,0.0,164.49448464133522,0.0,6389.738097398629,0.0,164.49448464133522,0.0,2.980218991828343,0.0,0.7289176036074771,0.0,0.44551062854853546,8.209438114662966,2.980218991828343,1.1890152339292201,0.7634136568416249,0.7289176036074771,9.047196655273437,351.4355953569246
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8826019763946533,0.39469097554683685,0.8417864269367086,1.2280600585720756,6.298920849164327,1000.0,0.7475497714012093,1.0,50111,412,207,102,0.7268815448579495,0.0,0.7526662810282274,0.0,163.81951626864347,0.0,6484.360912586088,0.0,163.81951626864347,0.0,3.0239100880292136,0.0,0.7268815448579495,0.0,0.5967921614646912,11.387545148730277,3.0239100880292136,1.2062971308676114,0.7526662810282274,0.7268815448579495,9.010073394775391,356.63985019223486
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,55,5.341135793790978,0.8827099779248238,0.3940110300481319,0.8317734850487739,1.2548721134662628,7.844030145804087,1000.0,0.763010665409859,1.0,49980,216,197,109,0.6834753031024148,0.0,0.8153643682599068,0.0,154.39006423950195,0.0,6285.120628351131,0.0,154.39006423950195,0.0,3.06183423297658,0.0,0.6834753031024148,0.0,0.8109375834465027,11.845820219119389,3.06183423297658,1.2282632228816108,0.8153643682599068,0.6834753031024148,6.175602569580078,251.40482513404524
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,56,5.43638410721294,0.8830289763212203,0.39294945359230044,0.9263473825723426,0.8767699400583903,9.353286156654358,1000.0,0.8725631488162816,1.0,49977,200,201,102,0.6961536868012087,0.0,0.7812628845373789,0.0,156.99651336669922,0.0,6562.80895012655,0.0,156.99651336669922,0.0,3.0901514604422515,0.0,0.6961536868012087,0.0,0.7146751781304678,11.63989084581534,3.0901514604422515,1.2338954477269453,0.7812628845373789,0.6961536868012087,4.709895401000977,196.88426850379656
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,57,5.551877176064052,0.883139479458332,0.39231121733784674,0.8928352096984576,1.0523780499185835,11.256719083786011,1000.0,0.812300745344266,1.0,50492,732,154,158,0.6659459734117991,0.0,0.8355793825217656,0.0,150.16736820765905,0.0,6207.949827660522,0.0,150.16736820765905,0.0,3.215632540718015,0.0,0.6659459734117991,0.0,0.284307276563985,10.487642600685358,3.215632540718015,1.2210035205769476,0.8355793825217656,0.6659459734117991,10.511715774536134,434.5564879362366
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,58,5.551877176064052,0.8830964788794518,0.39197959899902346,0.8631858894084931,1.147535713095414,12.66163202603658,1000.0,0.7827973810799973,1.0,50848,1100,119,197,0.6947431139240594,0.0,0.7667444348335266,0.0,156.51490141216078,0.0,6490.931586361914,0.0,156.51490141216078,0.0,3.3533637279901365,0.0,0.6947431139240594,0.0,0.35688484969892,9.185743913253148,3.3533637279901365,1.2022907857226404,0.7667444348335266,0.6947431139240594,14.868915634155274,616.6385007043818
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,59,5.551877176064052,0.8831279796361923,0.3913210691511631,0.9364661863827926,1.0495521575212479,13.993322320779164,1000.0,0.8889906236450834,1.0,50567,682,124,185,0.7014051160657345,0.0,0.7415738205115,0.0,158.28567250569662,0.0,6369.161143231871,0.0,158.28567250569662,0.0,3.429555773364709,0.0,0.7014051160657345,0.0,0.7932896415392557,9.701465336084366,3.429555773364709,1.1960142419016326,0.7415738205115,0.7014051160657345,9.497140350341796,382.1496685939123
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,60,5.551877176064052,0.8832954773306847,0.39092250511050225,0.8874410901279305,1.6101102828979492,15.480494418144225,1000.0,0.8273525748528576,1.0,50288,393,129,176,0.6871453421181708,0.0,0.7479395535257127,0.0,154.86018880208334,0.0,5888.266774917625,0.0,154.86018880208334,0.0,3.4612491595563233,0.0,0.6871453421181708,0.0,2.4336370627085366,11.779061475594839,3.4612491595563233,1.2210504701346028,0.7479395535257127,0.6871453421181708,6.96870849609375,264.97200487129317
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,61,5.551877176064052,0.8832734766602516,0.3907375605404377,0.8216957874411808,1.3811318071988912,17.01157286723455,1000.0,0.7538897517155695,1.0,50386,602,155,155,0.6562690597041627,0.0,0.8002341573054974,0.0,147.76296644944412,0.0,6252.727155528729,0.0,147.76296644944412,0.0,3.5463556274271646,0.0,0.6562690597041627,0.0,0.6179580573852246,10.994437416791916,3.5463556274271646,1.2255434272876564,0.8002341573054974,0.6562690597041627,9.604592819213867,406.4272651093673
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,62,5.601644911450227,0.8832799792289734,0.39036535695195196,0.9237708569575989,1.197209460867776,18.703679643472036,1000.0,0.8632780845974399,1.0,50193,372,166,141,0.6275170694318946,0.0,0.8613443308406405,0.0,141.73482259114584,0.0,6193.239171661472,0.0,141.73482259114584,0.0,3.6317656781546863,0.0,0.6275170694318946,0.0,0.5058106349574195,11.378822864393394,3.6317656781546863,1.2074522728139923,0.8613443308406405,0.6275170694318946,6.3780670166015625,278.69576272476627
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,63,5.601644911450227,0.8834759771823884,0.3899917648732662,0.868744569783314,1.3131578971039166,20.373835564454396,1000.0,0.7785763682090235,1.0,50132,434,206,102,0.6634301621228939,0.0,0.7564131834290244,0.0,149.63087740811434,0.0,6425.953576266292,0.0,149.63087740811434,0.0,3.6942226135785847,0.0,0.6634301621228939,0.0,0.8577591289173473,14.00169707695643,3.6942226135785847,1.2208558996882637,0.7564131834290244,0.6634301621228939,8.22969825744629,353.42744669464605
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,64,5.601644911450227,0.8830364790558815,0.39070975199341773,0.9185526584572552,1.791701227426529,22.369957433541614,1000.0,0.8553199772334606,1.0,50664,869,143,168,0.6659877698576808,0.0,0.7372209812913623,0.0,150.3327364240374,0.0,6288.380347896993,0.0,150.3327364240374,0.0,3.763161725464885,0.0,0.6659877698576808,0.0,1.8922741327966963,12.627651189963023,3.763161725464885,1.2332951387354316,0.7372209812913623,0.6659877698576808,10.523291549682618,440.1866243527895
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,65,5.84474310031606,0.8832574793696404,0.39007856473326685,0.8682217650112257,1.1999441534280777,24.20213702519735,1000.0,0.776234752462403,1.0,50225,526,195,114,0.6349900989105908,0.0,0.7875881195068359,0.0,143.33383178710938,0.0,6262.291951604876,0.0,143.33383178710938,0.0,3.8140355060081754,0.0,0.6349900989105908,0.0,0.6800826142231623,13.950619955261548,3.8140355060081754,1.2551816492393084,0.7875881195068359,0.6349900989105908,8.600029907226563,375.73751709629255
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,66,5.84474310031606,0.8832914772629737,0.38963674277067184,0.9316495539455106,1.1811882443726063,26.561355732282003,1000.0,0.8762954027596523,1.0,50115,321,185,119,0.6490217822127038,0.0,0.7521886751055717,0.0,146.0472412109375,0.0,6350.799675727192,0.0,146.0472412109375,0.0,3.8428987196928075,0.0,0.6490217822127038,0.0,1.0444394648075104,15.052517377734183,3.8428987196928075,1.2761486839369232,0.7521886751055717,0.6490217822127038,5.8418896484375,254.03198702908767
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,67,6.060769043005112,0.8832434782385826,0.3899300381541252,0.8639976545064911,1.3013207146099635,28.433245294094085,1000.0,0.7835659648798818,1.0,50428,705,174,137,0.6314059458436861,0.0,0.8048523323876517,0.0,142.23002079554968,0.0,6192.674232983666,0.0,142.23002079554968,0.0,3.9761113704998663,0.0,0.6314059458436861,0.0,0.3181208393403462,15.222814130882423,3.9761113704998663,1.213983190416312,0.8048523323876517,0.6314059458436861,9.956101455688476,433.48719630885665
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,68,6.060769043005112,0.8828959777951241,0.39064625427126887,0.9090059174734592,1.8556837331164966,30.134862844944,1000.0,0.8419247289710988,1.0,50309,487,153,155,0.6146102898042676,0.0,0.816529246893796,0.0,138.76981700550425,0.0,5984.26790860293,0.0,138.76981700550425,0.0,4.068808951910787,0.0,0.6146102898042676,0.0,1.6801722808317705,18.17841359059016,4.068808951910787,1.1979576587015377,0.816529246893796,0.6146102898042676,7.632339935302735,329.1347349731612
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,69,6.480461563992518,0.8831879782676697,0.38986260116100313,0.968542566317804,1.006045823295911,32.267366658051806,1000.0,0.9396165750250717,1.0,49990,300,246,56,0.6290641987990493,0.0,0.7523058156172434,0.0,141.75950876871744,0.0,6371.143141432903,0.0,141.75950876871744,0.0,4.088583949405295,0.0,0.6290641987990493,0.0,1.999963382879893,18.324899934530258,4.088583949405295,1.212609816045055,0.7523058156172434,0.6290641987990493,4.252785263061523,191.1342942429871
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,70,6.480461563992518,0.8832404780387878,0.38969249054789545,0.935688542649282,1.8754908800125123,35.3342171049118,1000.0,0.8833411694875111,1.0,49895,162,224,77,0.6122025277872873,0.0,0.7912740468978882,0.0,137.90308837890626,0.0,6341.354185256225,0.0,137.90308837890626,0.0,4.129210075093433,0.0,0.6122025277872873,0.0,3.36340069770813,27.84262850522995,4.129210075093433,1.2097279598038995,0.7912740468978882,0.6122025277872873,3.4475772094726564,158.5338546314056
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,71,6.480461563992518,0.8833489778637886,0.3892148306965828,0.9641367710421419,1.2042972842852275,39.47256754080455,1000.0,0.9312347061507196,1.0,49696,68,283,17,0.6047703713681223,0.0,0.799078087011973,0.0,136.4460906982422,0.0,6997.515743217403,0.0,136.4460906982422,0.0,4.144631637434463,0.0,0.6047703713681223,0.0,2.372871001561483,63.82811043103536,4.144631637434463,1.2166219034773158,0.799078087011973,0.6047703713681223,2.0466913604736328,104.96273614826104
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,72,6.480461563992518,0.8833099773526192,0.3894199465215206,0.9401814845063292,1.6133060256640117,50.90123873869578,1000.0,0.8935810631748908,1.0,50262,454,174,132,0.6119853847784724,0.0,0.7795263926188151,0.0,138.22686937120227,0.0,6299.157520243869,0.0,138.22686937120227,0.0,4.197105541101324,0.0,0.6119853847784724,0.0,1.7806467215220134,244.7960698835055,4.197105541101324,1.2320228161212208,0.7795263926188151,0.6119853847784724,6.220209121704102,283.4620884109741
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,73,6.480461563992518,0.882996977865696,0.3901342485845089,0.8841993338263111,1.693322976430257,74.09753293514251,1000.0,0.7970317621282724,1.0,50463,704,147,166,0.6310355190345269,0.0,0.7233727157115937,0.0,142.44188639322917,0.0,6169.856588341816,0.0,142.44188639322917,0.0,4.282097489431959,0.0,0.6310355190345269,0.0,1.2670979738235473,201.59210419456164,4.282097489431959,1.2382580665732525,0.7233727157115937,0.6310355190345269,10.683141479492187,462.73924412563616
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,74,6.480461563992518,0.8831779766082763,0.38954817146062853,0.9904927438382213,1.2801916599273682,93.3683725531896,1000.0,0.9811686286939549,1.0,50094,225,162,139,0.6011584850633633,0.0,0.7841877102851867,0.0,136.06317443847655,0.0,6706.736333073197,0.0,136.06317443847655,0.0,4.316206599015407,0.0,0.6011584850633633,0.0,2.9872737407684324,178.40184113502502,4.316206599015407,1.2426509838419042,0.7841877102851867,0.6011584850633633,3.401579360961914,167.66840832682993
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,75,6.480461563992518,0.88311747610569,0.38987321227788924,0.8586720769572985,1.571293286301873,110.6015924723943,1000.0,0.7666455923822867,1.0,50184,440,186,122,0.639582002952326,0.0,0.6884875731034712,0.0,144.15008544921875,0.0,6752.1911773242355,0.0,144.15008544921875,0.0,4.367635353886007,0.0,0.639582002952326,0.0,0.689330209385265,176.06689720531304,4.367635353886007,1.2426622323266885,0.6884875731034712,0.639582002952326,7.928254699707031,371.37051475283295
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,76,6.480461563992518,0.8829689788818359,0.39037623137235644,0.8659817575492507,1.7025214406577023,128.17398654619853,1000.0,0.7822282517706362,1.0,50208,426,170,138,0.6077152850647654,0.0,0.7903737588362261,0.0,136.95823114568537,0.0,5856.606504860694,0.0,136.95823114568537,0.0,4.432956248495496,0.0,0.6077152850647654,0.0,0.6478306678208438,279.17546221256254,4.432956248495496,1.2181419839388787,0.7903737588362261,0.6077152850647654,7.532702713012696,322.1133577673382
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,77,6.480461563992518,0.8827044761180878,0.39130364209413526,0.8802366246565072,1.8487372080485025,154.93198189258575,1000.0,0.7992749133785482,1.0,50535,795,157,155,0.6035903245375384,0.0,0.7600946863492329,0.0,136.13035990397137,0.0,6392.026065982683,0.0,136.13035990397137,0.0,4.509018920735278,0.0,0.6035903245375384,0.0,2.3466705163319905,242.83157253901163,4.509018920735278,1.225890334095879,0.7600946863492329,0.6035903245375384,10.20977699279785,479.4019549487012
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,78,6.480461563992518,0.882527478337288,0.3916689717769623,0.9528340618500085,2.1082726376397267,176.8802131652832,1000.0,0.9122145737957682,1.0,50115,304,181,124,0.6013650012860678,0.0,0.7867730600493295,0.0,135.52649143763952,0.0,6340.942000819514,0.0,135.52649143763952,0.0,4.535971139059948,0.0,0.6013650012860678,0.0,3.3572514057159424,180.3720334569613,4.535971139059948,1.2337222184836796,0.7867730600493295,0.6013650012860678,4.743427200317383,221.93297002868297
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,79,6.480461563992518,0.8826839792728424,0.39138140812516214,0.8854184717094897,1.2912486642599106,192.50537982463837,1000.0,0.8100399708586843,1.0,49919,184,222,83,0.6018309789651876,0.0,0.777306079864502,0.0,135.59619649251303,0.0,6994.491140426056,0.0,135.59619649251303,0.0,4.591566590861948,0.0,0.6018309789651876,0.0,1.0315738717714946,367.4565299419562,4.591566590861948,1.1922888763965631,0.777306079864502,0.6018309789651876,4.06788589477539,209.83473421278163
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,80,6.480461563992518,0.8825639772415161,0.3920662252604961,0.8669274773737257,1.4945191970238318,224.67718805948894,1000.0,0.7780673323297045,1.0,50299,594,187,124,0.6040050533009688,0.0,0.7428074754201449,0.0,136.18502690241888,0.0,6546.707622498052,0.0,136.18502690241888,0.0,4.6408642370526705,0.0,0.6040050533009688,0.0,0.6232164456294134,415.3383086701234,4.6408642370526705,1.2022242998798756,0.7428074754201449,0.6040050533009688,8.852026748657227,425.53599546237325
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,81,6.480461563992518,0.8825674784183503,0.3918709735572338,0.9493254864473955,1.581803798675537,256.65144565820697,1000.0,0.9075728434697206,1.0,50190,360,168,138,0.6021483689070571,0.0,0.7666092291474342,0.0,135.7177906036377,0.0,6959.643821747712,0.0,135.7177906036377,0.0,4.670269387811601,0.0,0.6021483689070571,0.0,1.4154175519943237,361.2881164216995,4.670269387811601,1.2030790508416993,0.7666092291474342,0.6021483689070571,5.428711624145508,278.38575286990846
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,82,6.480461563992518,0.8827064776420593,0.39161452040076256,0.9529675638371291,1.5318367878595989,285.9326606941223,1000.0,0.9115504995786686,1.0,49704,85,287,12,0.6002290721471661,0.0,0.7640540599822998,0.0,135.021728515625,0.0,6816.136245512535,0.0,135.021728515625,0.0,4.677437667120634,0.0,0.6002290721471661,0.0,4.432228883107503,550.8797702582677,4.677437667120634,1.20869849310325,0.7640540599822998,0.6002290721471661,2.025325927734375,102.24204368268803
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,83,6.480461563992518,0.8824554798007012,0.39237490609288217,0.9162130262237168,1.8890942811965943,334.6162140949567,1000.0,0.8504514575420012,1.0,50204,419,176,131,0.6031447455074864,0.0,0.7622859537601471,0.0,136.08187103271484,0.0,6577.015702221691,0.0,136.08187103271484,0.0,4.73153465537091,0.0,0.6031447455074864,0.0,3.460711622238159,775.6263188298543,4.73153465537091,1.2056130257146491,0.7622859537601471,0.6031447455074864,6.804093551635742,328.8507851110846
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,84,6.480461563992518,0.882548977136612,0.3921802455186844,0.9632122344603753,1.5603739534105574,400.98787878195446,1000.0,0.9302725325525399,1.0,50164,403,206,97,0.6002290721471661,0.0,0.7107450621468681,0.0,135.62902178083147,0.0,7173.292156459866,0.0,135.62902178083147,0.0,4.768963622607291,0.0,0.6002290721471661,0.0,3.0276246581758772,560.2296143350999,4.768963622607291,1.2021044459351493,0.7107450621468681,0.6002290721471661,4.747015762329101,251.06522547609538
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,85,6.900154084979923,0.8786259769275785,206.16998022079468,0.9203702483064191,2.0486728847026825,447.14808300971987,1000.0,0.8717618434700247,0.9987373737373737,50231,481,206,98,0.6002290721471661,0.0,0.7851190119981766,0.0,135.4021396636963,0.0,6513.09418045256,0.0,135.4021396636963,0.0,4.812859712731056,0.0,0.6002290721471661,0.0,407.9717848300934,1588.7327410825094,4.812859712731056,1.1934130238937786,0.7851190119981766,0.6002290721471661,5.416085586547852,260.5237672181024
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,86,6.900154084979923,0.8787654791772366,11.165663355439902,0.8835972540045767,1.5732064068317413,589.5588998111089,1000.0,0.7959706959706959,1.0,49745,108,273,30,0.6002290721471661,0.0,0.7490152955055237,0.0,135.36962280273437,0.0,7408.4450437801115,0.0,135.36962280273437,0.0,4.835187813257406,0.0,0.6002290721471661,0.0,1.4907383918762207,2366.5229088346164,4.835187813257406,1.1947651953030058,0.7490152955055237,0.6002290721471661,3.3842405700683593,185.2111260945028
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,87,6.900154084979923,0.8793114795535802,8.773714685142041,0.900257110362451,1.3073571225007374,901.7252780914307,1000.0,0.8361322924231421,1.0,49968,185,198,105,0.6189341937774729,0.0,0.6793037156263987,0.0,139.37673950195312,0.0,7689.64134764157,0.0,139.37673950195312,0.0,4.854964696063449,0.0,0.6189341937774729,0.0,0.6805979410807291,1279.8120256048442,4.854964696063449,1.1856989008404504,0.6793037156263987,0.6189341937774729,4.181302185058594,230.68924042924712
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,88,6.900154084979923,0.8795099787414074,3.717359735071659,0.8457262310088158,1.7848639249801637,1009.5729673131307,1000.0,0.7997467765209701,1.0,49848,175,256,45,0.6002290721471661,0.0,0.7558757066726685,0.0,135.41465759277344,0.0,7129.109956444988,0.0,135.41465759277344,0.0,4.870915584329678,0.0,0.6002290721471661,0.0,2.782789373397827,3122.300143729051,4.870915584329678,1.1881174971409865,0.7558757066726685,0.6002290721471661,3.385366439819336,178.22774891112468
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,89,6.900154084979923,0.8792479770630598,4.335343355387449,0.8902769680597667,1.7661207715670268,1371.247076250712,1000.0,0.8213648479615073,1.0,50153,412,203,102,0.6002290721471661,0.0,0.6976200805770026,0.0,135.47615220811633,0.0,6745.12324384922,0.0,135.47615220811633,0.0,4.918447141316641,0.0,0.6002290721471661,0.0,2.073068936665853,1045.4892387803395,4.918447141316641,1.1749031539049941,0.6976200805770026,0.6002290721471661,6.096426849365234,303.5305459732149
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,90,6.900154084979923,0.879630477577448,3.307826124280691,0.8198451053521792,1.6783935001918249,1455.8441494496662,1000.0,0.7205193643906397,1.0,50251,577,186,126,0.6002290721471661,0.0,0.7474309887204852,0.0,135.44169725690568,0.0,7342.524611864193,0.0,135.44169725690568,0.0,4.98835316399097,0.0,0.6002290721471661,0.0,1.1911711054188865,3246.883508913517,4.98835316399097,1.1516663336014386,0.7474309887204852,0.6002290721471661,9.480918807983398,513.9767228304935
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,91,6.900154084979923,0.8801969790458679,2.0483114759624006,0.8817769573930093,1.5213048372949873,1834.032022590637,1000.0,0.8061045726822529,1.0,49999,262,218,87,0.6002290721471661,0.0,0.6958237971578326,0.0,135.6962672642299,0.0,7688.803057006901,0.0,135.6962672642299,0.0,5.023275776816099,0.0,0.6002290721471661,0.0,3.0957513877323697,8734.99790879488,5.023275776816099,1.1417784966053777,0.6958237971578326,0.6002290721471661,4.749369354248047,269.10810699524154
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,92,7.300194468373703,0.8811824783682823,0.8759092044830322,0.9195754160048808,1.9148150465705178,3068.9220389493307,1000.0,0.862624338522442,1.0,50426,561,133,174,0.6002290721471661,0.0,0.7625029032880609,0.0,135.40861372514203,0.0,7427.760248066086,0.0,135.40861372514203,0.0,5.06603918007918,0.0,0.6002290721471661,0.0,4.221638982946223,1824.6711814165114,5.06603918007918,1.139034711992257,0.7625029032880609,0.6002290721471661,7.447473754882813,408.5268136436347
