algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,S_agg_norm_honest,S_agg_norm_attacker,eps_n_honest,eps_n_attacker,V_agg_norm_honest,V_agg_norm_attacker,n_rejected_honest,n_rejected_attacker,D_threshold_honest,D_threshold_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,22,1.148899646893674,0.660998232960701,1.4403384974598885,nan,0.0350892153447089,0.037056740820407864,1000.0,nan,nan,0,0,0,11346,0.924077173937922,0.40946452170610426,1.1488996468936743,1.148899646893674,0.44876377478889795,0.2128479704260826,0.0,0.0,0.08768618710752273,0.08857536462375235,1.1488996468936743,2.220446049250313e-16,0.63,0.9835908550384734,0.7329474957985201
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,23,1.1932226547715872,0.669462231695652,1.4084661743044853,nan,0.03473889889816443,0.03661836083978415,1000.0,nan,nan,0,0,0,10944,1.0588291337092717,0.3976961898803711,1.1932226547715867,1.193222654771587,0.49028534938891727,0.20519854128360748,0.0,0.0,0.08430678726407936,0.08618600232967583,1.193222654771587,2.220446049250313e-16,0.6450000000000001,0.9831310376023685,0.7281654312270859
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,24,1.2237170788729461,0.6774144834280014,1.3774684634804726,nan,0.03377430729175869,0.03609350077807903,1000.0,nan,nan,0,0,0,11032,0.9287673956469485,0.38842226088047027,1.2237170788729461,1.2237170788729463,0.44880165081275136,0.20006058916449546,0.0,0.0,0.08251021008254839,0.08382819532025333,1.2237170788729463,2.220446049250313e-16,0.66,0.9825721052105628,0.7246533718541243
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,25,1.255370164114324,0.6850117333233356,1.3472614449262619,nan,0.03311591488974435,0.03557233810424805,1000.0,nan,nan,0,0,0,10794,0.9712109587022236,0.3889180779457092,1.2553701641143242,1.2553701641143242,0.43094499728509356,0.19780168280005456,0.0,0.0,0.07731620342565625,0.08149921510764421,1.2553701641143242,2.220446049250313e-16,0.6749999999999999,0.9822594950725471,0.7181870261397113
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,26,1.2882265209338715,0.6918549831211567,1.318199135363102,nan,0.03308434368056409,0.03500569719821214,1000.0,nan,nan,0,0,0,10426,1.0356759604285746,0.3594948598742485,1.2882265209338717,1.2882265209338717,0.5087425252970528,0.18792236536741258,0.0,0.0,0.07888241432424782,0.07921948588094456,1.288226520933872,4.440892098500626e-16,0.69,0.9816959395678431,0.7169555898454558
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,27,1.3223351707503768,0.6983799815177918,1.2902727246284484,nan,0.032225414138773216,0.03446692902594805,1000.0,nan,nan,0,0,0,10700,0.8292311715043109,0.3587707459926605,1.3223351707503763,1.322335170750376,0.45490447334621265,0.18358954429626465,0.0,0.0,0.07731860196886287,0.076980782909002,1.3223351707503765,2.220446049250313e-16,0.705,0.9805001924743296,0.7138562562798582
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,28,1.3577503788831171,0.7044224824011326,1.2632895550131797,nan,0.03179387655109167,0.03383559126406908,1000.0,nan,nan,0,0,0,11646,0.739373328594061,0.37722938239574433,1.3577503788831173,1.3577503788831171,0.37762208397571856,0.18836131155490876,0.0,0.0,0.07405595169873282,0.0747418724381194,1.3577503788831173,2.220446049250313e-16,0.7200000000000001,0.9793828567100846,0.7025685223021962
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,29,1.3945327218869124,0.7103014813363552,1.2371430733799935,nan,0.031311056266228356,0.03329137500375509,1000.0,nan,nan,0,0,0,10784,0.8958618342876434,0.32823035299777986,1.3945327218869124,1.3945327218869128,0.44717148856984246,0.1746403208374977,0.0,0.0,0.07331364202769627,0.07258449135721093,1.3945327218869124,0.0,0.735,0.9788266960982158,0.6995043777384509
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,30,1.4327504734265042,0.7157832290232181,1.2121020197868346,nan,0.030300072609232023,0.032679950408637526,1000.0,nan,nan,0,0,0,11106,0.7282310884732467,0.32554847925901415,1.432750473426504,1.4327504734265037,0.3956292437819334,0.16777456879615785,0.0,0.0,0.07099946921294518,0.0704548992346305,1.4327504734265044,2.220446049250313e-16,0.75,0.977557603488726,0.6962727057681747
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,31,1.4724814279430891,0.720935732126236,1.1876862916350364,nan,0.030397835790234452,0.032071195635944606,1000.0,nan,nan,0,0,0,10838,0.8363214766277987,0.31133579581975934,1.4724814279430891,1.4724814279430887,0.42198691473287697,0.16131435796618462,0.0,0.0,0.07198041205529651,0.06839252633317282,1.472481427943089,2.220446049250313e-16,0.7649999999999999,0.9771175149926926,0.6931341093066233
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,32,1.5138153326430999,0.7257037319242954,1.1643237689137458,nan,0.029009507223963737,0.03149714773520827,1000.0,nan,nan,0,0,0,11440,0.6801511973142624,0.31249902725219725,1.5138153326430999,1.5138153326431,0.3439456053078175,0.15969700798392295,0.0,0.0,0.06809270677462972,0.06637582550370472,1.5138153326430996,2.220446049250313e-16,0.78,0.9764707948956379,0.6869717692938104
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,33,1.5568571736316952,0.7302997310459614,1.1418848276138305,nan,0.028654755610558722,0.030925196874886752,1000.0,nan,nan,0,0,0,10802,0.8410665459103055,0.2906159710884094,1.556857173631695,1.5568571736316952,0.42559250195821124,0.15201470181345939,0.0,0.0,0.06756408951187526,0.06443848142517619,1.5568571736316952,0.0,0.795,0.9759228197437181,0.6851241618913878
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,34,1.5961356544147973,0.7345004814863205,1.1205297562479972,nan,0.02830932321476525,0.03030006293207407,1000.0,nan,nan,0,0,0,11926,0.623551589661631,0.2933382999897003,1.5961356544147975,1.596135654414798,0.3634276117744117,0.14974923595786094,0.0,0.0,0.06715399957685211,0.0625251715160645,1.5961356544147978,4.440892098500626e-16,0.81,0.9745735400487153,0.6789961085593296
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,35,1.6303152389904,0.7384887312352657,1.099900947511196,nan,0.027149523491971195,0.029718650914728643,1000.0,nan,nan,0,0,0,11106,0.7035858780145645,0.29172834247350693,1.6303152389903997,1.6303152389903994,0.36104455729946494,0.14807824805378914,0.0,0.0,0.06520541620143526,0.06068544024963003,1.6303152389903999,2.220446049250313e-16,0.825,0.9741714610251058,0.6733508413397177
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,36,1.6656394806877934,0.7420204797387123,1.080338331758976,nan,0.026775610125200314,0.02914646515622735,1000.0,nan,nan,0,0,0,11030,0.6658607084642757,0.29468974024057387,1.6656394806877939,1.6656394806877934,0.35924342240799556,0.14876799523830414,0.0,0.0,0.06129881170049887,0.05889294311328502,1.6656394806877939,4.440892098500626e-16,0.84,0.9731684951737277,0.6656331169501075
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,37,1.7021545775828013,0.7455392315983772,1.0614444249868393,nan,0.026379724432315146,0.028568253330886365,1000.0,nan,nan,0,9,0,10613,0.7979411355086735,0.2655098444223404,1.7021545775828013,1.7021545775828013,0.41102961131504606,0.14023711368441583,0.0,0.09,0.06221910919800315,0.05715604431088225,1.7021545775828018,4.440892098500626e-16,0.855,0.9727890569930199,0.6637047807210616
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,38,1.7399113538860758,0.7487172302603722,1.043608927577734,nan,0.026166132127400488,0.02801052965223789,1000.0,nan,nan,0,78,0,11962,0.5677207745611668,0.24792721673846244,1.7399113538860758,1.7399113538860755,0.3605361944064498,0.13161540597677232,0.0,0.78,0.06413396172481037,0.05547111785550534,1.7399113538860753,4.440892098500626e-16,0.8700000000000001,0.9711323242637143,0.662950904790199
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,39,1.7789660529514504,0.7518969796597957,1.0263077583909035,nan,0.0251454527489841,0.027444814182817936,1000.0,nan,nan,0,0,0,11194,0.6235840231180191,0.2557795163989067,1.7789660529514504,1.7789660529514506,0.32702664881944654,0.13028008475899697,0.0,0.0,0.058406561608451146,0.05385497997101471,1.7789660529514502,2.220446049250313e-16,0.885,0.9704926281151421,0.6587370734263184
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,40,1.8193813121440443,0.7546892324090004,1.0098842352628707,nan,0.025150755032276113,0.026906116399914026,1000.0,nan,nan,0,17,0,11489,0.5701545365154743,0.23731513887643815,1.8193813121440445,1.8193813121440439,0.33880947592357796,0.12415560200810433,0.0,0.17,0.059430332699118966,0.05229830469070496,1.8193813121440445,2.220446049250313e-16,0.8999999999999999,0.9695263567904172,0.6571355235426815
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,41,1.8612273687051577,0.7574112309515476,0.9941718253493309,nan,0.024347305422027905,0.02631103167310357,1000.0,nan,nan,0,100,0,11724,0.5704054981470108,0.24891293942928314,1.8612273687051581,1.8612273687051581,0.3379052738348643,0.12539076946675778,0.0,1.0,0.059436684736169115,0.05079610976533313,1.861227368705158,2.220446049250313e-16,0.915,0.9681624250960619,0.6512247151589673
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,42,1.904583560352156,0.7599619831144809,0.979030069410801,nan,0.023903418003636247,0.02579191090539098,1000.0,nan,nan,0,0,0,10904,0.6402458215461058,0.23449207678437234,1.9045835603521555,1.9045835603521561,0.3388739806764266,0.12100031122565269,0.0,0.0,0.05470258160601354,0.049352649836453155,1.9045835603521557,2.220446049250313e-16,0.9299999999999999,0.967723171051518,0.6477324840004203
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,43,1.9495402035165759,0.762345981746912,0.9646799542009831,nan,0.023483451157808304,0.025313924886286258,1000.0,nan,nan,0,62,0,11258,0.5193033635616302,0.2152816389501095,1.9495402035165765,1.9495402035165759,0.28111335039138796,0.11376276589930058,0.0,0.62,0.05188529848242172,0.04796055305784174,1.9495402035165765,6.661338147750939e-16,0.945,0.9666942038846122,0.6452850578755467
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,44,1.9962009572946733,0.7644832308590412,0.9510315103828907,nan,0.022734672796946985,0.02477301871404052,1000.0,nan,nan,0,58,0,11034,0.5473205750739133,0.21622583627700806,1.9962009572946733,1.9962009572946726,0.34392819746776865,0.11163541026413441,0.0,0.58,0.05431625862438912,0.04659988628778529,1.9962009572946728,4.440892098500626e-16,0.96,0.9652251097394733,0.6434449362719085
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,45,2.044685814238566,0.7665057307481766,0.9378620181977749,nan,0.02256635211408138,0.024219066854566335,1000.0,nan,nan,0,246,0,11572,0.5338300377130508,0.20306945353746414,2.044685814238566,2.0446858142385658,0.3073277676105499,0.10652705609798431,0.0,2.46,0.05563083202495025,0.04525714893416647,2.0446858142385658,4.440892098500626e-16,0.975,0.964218354118799,0.644615336143661
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,46,2.0786677031269156,0.7684559817612171,0.925249521434307,nan,0.02222221704820792,0.023816666323691605,1000.0,nan,nan,0,231,0,10591,0.7144821713368098,0.19873420059680938,2.078667703126915,2.078667703126915,0.37472171783447267,0.10297011040151119,0.0,2.31,0.054588141827841,0.04399152971737503,2.0786677031269156,0.0,0.99,0.96392767687867,0.645756482803004
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,47,2.1134879265457753,0.7703929799795151,0.9132192780077457,nan,0.021741302417857305,0.02330451099202037,1000.0,nan,nan,0,209,0,12005,0.45350378059915136,0.20272399008274078,2.113487926545776,2.113487926545776,0.2681024856865406,0.1030479485541582,0.0,2.09,0.05119103836776811,0.042753880138755446,2.1134879265457758,4.440892098500626e-16,1.005,0.9626295338466685,0.6419616622066304
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,48,2.1493007737632155,0.7720987315475941,0.9017387084662914,nan,0.021125436178408563,0.022883473448455333,1000.0,nan,nan,0,150,0,10378,0.6623724550008774,0.18915486589074135,2.1493007737632155,2.149300773763216,0.3971789153292775,0.09809737786650657,0.0,1.5,0.05629517667495518,0.041569999326390265,2.1493007737632155,0.0,1.02,0.9621721115382638,0.6420473855475736
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,49,2.1861402047376153,0.7738442300260067,0.8906444196403026,nan,0.020804880768992007,0.02244440294802189,1000.0,nan,nan,0,106,0,10626,0.5798409730195999,0.18225836843252183,2.1861402047376153,2.1861402047376157,0.3063987656496465,0.09480286948382854,0.0,1.06,0.04736306865177298,0.04045581285380626,2.1861402047376153,0.0,1.035,0.9617879667964324,0.6417225752640503
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,50,2.2240427388792705,0.7753947305679322,0.880101573318243,1.0,0.020675080517927807,0.1100812616944313,1000.0,1.0,1.0,10579,679,0,164,0.7880684194110689,0.07705688320100307,2.22404273887927,0.0,0.37873266282535734,0.058751094862818716,32.333333333333336,105.79,0.04825670253027762,0.0,2.22404273887927,4.440892098500626e-16,1.05,0.9611704865253657,0.6166500285680876
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,51,2.2630477569582963,0.7769234795868397,0.8700049766898155,1.0,0.02008379568510196,0.11253890611231326,1000.0,1.0,1.0,10384,484,0,104,0.9347815338303062,0.07877723403275012,2.2630477569582967,0.0,0.4416554885752061,0.0539848106727004,28.470588235294116,103.84,0.0500109364245811,0.0,2.2630477569582967,4.440892098500626e-16,1.065,0.9607740570978555,0.5995586775877115
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,52,2.303197848143191,0.7783404806256294,0.8603863629698754,1.0,0.019944545867688516,0.11851459816098213,1000.0,1.0,1.0,10184,284,0,128,0.7329012646394617,0.0829602187126875,2.3031978481431916,0.0,0.36900831496014314,0.061576175801455975,16.705882352941178,101.84,0.0438010781154268,0.0,2.3031978481431916,4.440892098500626e-16,1.08,0.9602912367626,0.5898375952919214
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,53,2.344539209861966,0.7797592303156853,0.8511013343930245,1.0,0.019285864403678313,0.1297042343765497,1000.0,1.0,1.0,10588,688,0,130,0.8156659570005205,0.0907929641008377,2.344539209861967,0.0,0.38409822682539624,0.0716385505348444,38.22222222222222,105.88,0.04763191776293571,0.0,2.344539209861967,8.881784197001252e-16,1.095,0.9597593113044096,0.5659955008604479
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,54,2.3871221095865076,0.7809209805727005,0.8422960118949413,1.0,0.019070729684944335,0.15113866820931435,1000.0,1.0,1.0,10701,801,0,264,0.6935588029714731,0.10579706773161889,2.387122109586507,0.0,0.3705773880848518,0.08381885558366775,30.807692307692307,107.01,0.04760105774703309,0.0,2.387122109586507,4.440892098500626e-16,1.11,0.9587754765787541,0.5438649439800094
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,55,2.431001419315337,0.7821097302436829,0.8338209417462349,1.0,0.018861561268568038,0.194826198220253,1000.0,1.0,1.0,10092,192,0,104,0.7628050486246745,0.13637833938002586,2.431001419315337,0.0,0.41283306082089744,0.10255076296627522,12.8,100.92,0.04511670422714928,0.0,2.431001419315337,0.0,1.125,0.958371725073815,0.5393951526063707
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,56,2.4762372355197746,0.7833064812421798,0.8256485880911351,1.0,0.018409352904806536,0.2803268471360207,1000.0,1.0,1.0,10126,226,0,60,0.930963878830274,0.19622879214584826,2.476237235519775,0.0,0.4681822657585144,0.13652196407318115,18.833333333333332,101.26,0.04416716407036086,0.0,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.9581277623430108,0.5307894226171352
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.7842959801852704,0.8181149739027024,0.9796737944496279,0.017823368683457373,0.4449257716536522,1000.0,1.0,0.961779796714414,10392,519,27,280,0.44714955151081087,0.3114480383694172,2.5228955996813522,0.0,0.28539094775915147,0.2013457690179348,19.68,104.19,0.03946230130773377,0.0,2.5228955996813522,4.440892098500626e-16,1.155,0.9569689221916874,0.5143166159303304
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.785102479159832,0.8109704332053661,0.850313229969985,0.017835460810197726,0.7615490475296974,1000.0,1.0,0.7440464491294213,10456,763,207,322,0.4364844196372562,0.5330843293666839,2.5710493373515253,0.0,0.29408920777064784,0.3256782324612141,20.59259259259259,106.63,0.046030586371820746,0.0,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.9557014029643467,0.49901523795587077
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.785865980386734,0.8041130299866199,0.573951424632563,0.017825392726808786,1.3539502891898154,1000.0,1.0,0.4229222501171497,10155,578,323,144,0.41893251314759256,0.9477651917934418,2.6207790369856485,0.0,0.2844349592924118,0.5617781408131123,12.75,104.78,0.04329895748208144,0.0,2.6207790369856485,4.440892098500626e-16,1.185,0.9551100423829708,0.49921784584856826
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.7867537304759026,0.7972765855491162,0.3614134091562838,0.019022083786480567,2.4140689539909364,1000.0,1.0,0.21021460131784242,10070,579,409,104,0.47675295261775746,1.6898482429981232,2.6721741937302523,0.0,0.29889598927077127,0.9979817909002304,10.0,104.79,0.0433717670933075,0.0,2.6721741937302523,4.440892098500626e-16,1.2,0.9547077332781867,0.5022941956518783
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.7875992305576801,0.7904626733064651,0.21843497756248956,0.017036641016602516,4.276969261169434,1000.0,1.0,0.10884804825470093,9925,495,470,164,0.49921367670360367,2.993878399133682,2.725334547975326,0.0,0.30073737392300054,1.7829018381237984,1.3157894736842106,103.95,0.0409253885610831,0.0,2.725334547975326,4.440892098500626e-16,1.215,0.9540587174652019,0.5003509010398413
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.7886322274804115,0.7836781187355518,0.521693848109327,0.01651107333600521,7.604787462949753,1000.0,0.9898989898989901,0.4236639674399443,10056,456,299,211,0.5323624028400942,5.3233511352539065,2.7803716539313506,0.0,0.2972895855253393,3.188422502279282,7.136363636363637,103.55,0.040191251993894554,0.0,2.7803716539313506,0.0,1.2299999999999998,0.9532375161489784,0.5005927660410887
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.7890499797463417,0.7780277408659458,0.8053686049469538,0.018200832660551423,13.539083919525147,1000.0,0.9888004715590922,0.7142827237610866,10289,530,138,323,0.5554092118033657,9.477358548641204,2.837410719872669,0.0,0.3411501910951402,5.697529315948486,14.518518518518519,104.27,0.04264078171965401,0.0,2.837410719872669,4.440892098500626e-16,1.245,0.9520633940587756,0.4928189298375237
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.7901662304997444,0.7713657450675965,0.9692876446317054,0.01616297876867263,24.116224193572997,1000.0,0.9923835125448028,0.9497784796670341,10858,1010,49,195,0.6195390354032102,16.88135660648346,2.8797317800857956,0.0,0.3462933781354324,10.166315069198609,41.78260869565217,109.07,0.041114291908951175,0.0,2.8797317800857956,0.0,1.26,0.9513455032306138,0.4744257984173181
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.7909342300891876,0.7657088401913643,1.0,0.017557504549622537,43.04716342926025,1000.0,1.0,1.0,10680,780,0,238,0.5562361752986908,30.13301342010498,2.9146882802902803,0.0,0.28946006536483765,18.14933786392212,31.2,106.8,0.0376210406951,0.0,2.9146882802902803,0.0,1.275,0.9504353247136983,0.4555228911228855
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.7920087306201458,0.759601670652628,1.0,0.015607997361156676,76.92941673278808,1000.0,1.0,1.0,10176,276,0,146,0.6460021154748069,53.85059024810791,2.9504496656185597,0.0,0.34226153294245404,32.42637295722962,15.333333333333334,101.76,0.036905128734787934,0.0,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.9498722687321794,0.44959532309774314
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.7928034809231758,0.7542405848205089,1.0,0.015402895398437977,137.4108490371704,1000.0,0.8888888888888888,1.0,10233,334,0,237,0.48963666233149444,96.18759260177612,2.9870369056922645,0.0,0.2796336222778667,57.92595827102661,15.181818181818182,102.33,0.035549018775734714,0.0,2.9870369056922645,0.0,1.305,0.9489481599003249,0.43819185797662585
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.7934584796428681,0.7491500382125378,1.0,0.015108465389521033,245.45319534301757,1000.0,0.9230769230769231,1.0,10428,529,0,325,0.4938597215546502,171.81723262786866,3.0244720059477883,0.0,0.2989737352839223,103.47386123657226,19.59259259259259,104.28,0.03760473986234189,0.0,3.0244720059477883,4.440892098500626e-16,1.32,0.9477347010408873,0.42206129193208364
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.7941484798491001,0.7442172022163868,1.0,0.014782899292185903,438.9166788482666,1000.0,1.0,1.0,10039,139,0,52,0.5614914138956616,307.24166801452634,3.062778081137312,0.0,0.2897691826025645,184.96614475250243,11.583333333333334,100.39,0.03048925081839782,0.0,3.062778081137312,0.0,1.335,0.9475207777021746,0.41819142041493906
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.7948252306878567,0.7395633645355701,1.0,0.014839156244236689,784.7725506591797,1000.0,1.0,1.0,10223,323,0,70,0.7450498938560486,549.3407723999023,3.101979435118868,0.0,0.37124797472587,330.6891784667969,24.846153846153847,102.23,0.0380580092089487,0.0,3.101979435118868,4.440892098500626e-16,1.3499999999999999,0.9472613608854136,0.40953556554776516
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.7953609792888164,0.7351293471455574,1.0,0.01454656056183226,1401.5614904785157,1000.0,1.0,1.0,10377,477,0,118,0.5499605150783763,981.0930267333985,3.142101647529123,0.0,0.3014344844747992,590.8014598083496,28.058823529411764,103.77,0.03219409462639091,0.0,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9468255232777666,0.3984836670249691
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.7959344780445099,0.7307484658062458,1.0,0.014340492700667758,2505.0254138183595,1000.0,1.0,1.0,10221,321,0,150,0.6409232036063546,1753.5177590942383,3.1831716679912256,0.0,0.3544043349592309,1055.80345703125,16.894736842105264,102.21,0.03719418007811542,0.0,3.1831716679912256,4.440892098500626e-16,1.38,0.9462602124925388,0.38921960924078375
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.7964667287468911,0.7264999368786812,1.0,0.014131324203765911,4483.17797241211,1000.0,1.0,1.0,10377,477,0,228,0.558367836734523,3138.224500732422,3.225217918574415,0.0,0.3133581403804862,1888.619349975586,20.73913043478261,103.77,0.037516716337992924,0.0,3.225217918574415,8.881784197001252e-16,1.395,0.9454066204427439,0.3778226147900819
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.7969737294316291,0.722538733780384,1.0,0.014141345200570006,8009.581451416016,1000.0,1.0,1.0,10316,416,0,178,0.5758321818552519,5606.706839599609,3.2682704052928386,0.0,0.3135055970204504,3375.586931152344,21.894736842105264,103.16,0.03584359155341488,0.0,3.2682704052928386,0.0,1.41,0.9447266907367042,0.3679058297543027
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.7974269784986973,0.7186987645924091,1.0,0.013783287502040989,14322.087194824218,1000.0,1.0,1.0,10345,445,0,154,0.5369848734454105,10025.4606640625,3.3123608395086923,0.0,0.3302169293165207,6035.0577465820315,23.42105263157895,103.45,0.03285920910150035,0.0,3.3123608395086923,0.0,1.425,0.9441817320719025,0.35870993936095363
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.7979157288372517,0.7149633145332337,1.0,0.013724560383707285,25615.448012695313,1000.0,0.875,1.0,10186,287,0,143,0.5082384496927261,17930.813354492188,3.3575227701898553,0.0,0.2801219969987869,10792.41887939453,15.944444444444445,101.86,0.03107049666729669,0.0,3.3575227701898553,4.440892098500626e-16,1.4400000000000002,0.9436883639315338,0.3488835558929548
