algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,V_agg_norm_honest,V_agg_norm_attacker,eps_n_honest,eps_n_attacker,n_rejected_honest,n_rejected_attacker,S_agg_norm_honest,S_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,35,1.6303152389904,0.8786364787817001,0.42309934094548224,nan,0.033664520829916,0.03579829058299462,1000.0,nan,nan,0,255,0,50825,0.4607604755596681,0.13584846667945386,1.6303152389903997,1.6303152389903999,0.0,0.85,0.589061745188453,0.2614483024676641,0.11624220214840987,0.07278588427811238,1.6303152389903999,2.220446049250313e-16,0.825,0.9753082396713714,0.7053710248494734
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,36,1.6656394806877934,0.8790359798073769,0.42025833919644356,nan,0.03254213401426872,0.03521325600643953,1000.0,nan,nan,0,34,0,50430,0.4061679393053055,0.13295173287391662,1.6656394806877939,1.6656394806877937,0.0,0.11333333333333333,0.5427267253398895,0.25783943603436155,0.09744236454170561,0.07079967290106676,1.6656394806877939,4.440892098500626e-16,0.84,0.9750776736322465,0.7017870283026955
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,37,1.7021545775828013,0.8794129776954651,0.4176917169988155,nan,0.03169197235256434,0.03455939737459024,1000.0,0.0,nan,0,144,0,50544,0.5578295305371285,0.12951673338810601,1.7021545775828013,1.702154577582801,0.1,0.4766666666666667,0.702324116230011,0.25035776421427725,0.10874478572562016,0.06895799498360611,1.7021545775828018,4.440892098500626e-16,0.855,0.9742916450168022,0.6991276028562213
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,38,1.7399113538860758,0.8797869765758515,0.41524978414177893,nan,0.031542327255010605,0.034012208729982375,1000.0,0.0,nan,0,660,0,51180,0.5376243111160066,0.12551190095643203,1.7399113538860758,1.7399113538860755,0.1111111111111111,2.1933333333333334,0.5218279030587938,0.24079883515834807,0.1368760237045583,0.06717707869959898,1.7399113538860753,4.440892098500626e-16,0.8700000000000001,0.9719243000928851,0.7005137271942654
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,39,1.7789660529514504,0.8801364779472352,0.4128939129412174,nan,0.030502025596797468,0.033444217710445326,1000.0,0.0,nan,0,130,0,50508,0.41533252894878386,0.12221044120689233,1.7789660529514504,1.7789660529514504,0.2,0.4266666666666667,0.6223897457122802,0.23617818156878154,0.09545943336178801,0.0654969552100155,1.7789660529514502,2.220446049250313e-16,0.885,0.9711518155721274,0.699564144458165
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,40,1.8193813121440443,0.8804994788765907,0.4106316131353378,nan,0.030653864352239504,0.03298630074287454,1000.0,nan,nan,0,274,0,50932,0.28554117017322117,0.11828899989525476,1.8193813121440445,1.8193813121440439,0.0,0.9133333333333333,0.38065701723098755,0.22795946031808853,0.08492205147016617,0.06391663721325924,1.8193813121440445,2.220446049250313e-16,0.8999999999999999,0.9708276716159654,0.6973680800570532
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,41,1.8612273687051577,0.8809459763765335,0.40847852289676667,nan,0.03043953632004559,0.03261504602308075,1000.0,0.0,nan,0,453,0,51059,0.4081600122153759,0.11517898331085841,1.8612273687051581,1.861227368705158,0.25,1.4966666666666666,0.555538346990943,0.22227798273166022,0.10326855469003209,0.06244921284462517,1.861227368705158,2.220446049250313e-16,0.915,0.9691797058579273,0.6988367583065513
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,42,1.904583560352156,0.8811729779839516,0.40662836998701096,nan,0.030622705817222595,0.0319945997868975,1000.0,nan,nan,0,208,0,50288,0.512502521276474,0.11296546081701915,1.9045835603521555,1.9045835603521566,0.0,0.6933333333333334,0.6130289236704508,0.21849476511279742,0.11003103590779449,0.06102813067128607,1.9045835603521557,2.220446049250313e-16,0.9299999999999999,0.9689535268822488,0.6995993612571615
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,43,1.9495402035165759,0.8815349766612053,0.4047770293056965,nan,0.02934618464981516,0.031646569184958936,1000.0,0.0,nan,0,328,0,50760,0.35176801805694896,0.11228256039321423,1.9495402035165765,1.949540203516576,0.3333333333333333,1.08,0.4753069654107094,0.21904853095610938,0.08735647184369466,0.05970278131389447,1.9495402035165765,6.661338147750939e-16,0.945,0.967987680320238,0.694236045014438
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,44,1.9962009572946733,0.8817784783244133,0.40318774834275245,nan,0.02873494742172105,0.03133522458995382,1000.0,0.0,nan,0,45,0,50183,0.3781512996980122,0.10938379280269146,1.9962009572946733,1.9962009572946735,0.2857142857142857,0.14333333333333334,0.648934509072985,0.2114417100449403,0.0776115748022393,0.058464693294456346,1.9962009572946728,4.440892098500626e-16,0.96,0.9675898815938007,0.6921508603563388
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,45,2.044685814238566,0.8819524800777435,0.4016787503659725,nan,0.0288544617155019,0.030805348766346774,1000.0,0.0,nan,0,602,0,51226,0.43007935057668123,0.10621238514780998,2.044685814238566,2.044685814238566,0.47058823529411764,1.98,0.4700390521217795,0.20448439160982768,0.10314306179138225,0.057252633444002284,2.0446858142385658,4.440892098500626e-16,0.975,0.9657098546184291,0.6935114753242734
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,46,2.0786677031269156,0.8823129773139954,0.40004667431116103,nan,0.028964099873389517,0.030377019171913464,1000.0,nan,nan,0,290,0,50420,0.3763013354369572,0.10353054918348789,2.078667703126915,2.078667703126915,0.0,0.9666666666666667,0.43656701701028006,0.20058157136042912,0.09986130433534875,0.05605261597180193,2.0786677031269156,0.0,0.99,0.9654820768442152,0.6951223678627689
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,47,2.1134879265457753,0.8824539786577225,0.39878097668290136,nan,0.02737768040969968,0.03006772553548217,1000.0,0.0,nan,0,326,0,50706,0.29105075169354677,0.1021633646140496,2.113487926545776,2.1134879265457758,0.125,1.0833333333333333,0.35666830092668533,0.19862667952974639,0.08305508235267747,0.05494960866968756,2.1134879265457758,4.440892098500626e-16,1.005,0.9651601388278571,0.6914183184596987
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,48,2.1493007737632155,0.8827614775300026,0.39747988671064377,nan,0.027462865891201154,0.02967801020791133,1000.0,0.0,nan,0,243,0,50361,0.5885183449302401,0.09981475614011287,2.1493007737632155,2.1493007737632155,0.14285714285714285,0.8066666666666666,0.6278932860919407,0.19312178110082945,0.12383249353928694,0.053860348213259794,2.1493007737632155,0.0,1.02,0.964867812356031,0.6941029282095422
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,49,2.1861402047376153,0.8829729768633843,0.39607812479138377,nan,0.027344059944152833,0.02938564336548249,1000.0,nan,nan,0,31,0,50397,0.19856857359409333,0.09770309766133627,2.1861402047376153,2.1861402047376153,0.0,0.10333333333333333,0.369161057472229,0.1889656719068686,0.054302173390862817,0.05281386267822308,2.1861402047376153,0.0,1.035,0.9647777885953842,0.6928864262332862
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,50,2.2240427388792705,0.8831414777040482,0.394930374622345,0.9955484497946644,0.02683127937572343,0.14473082696398099,1000.0,0.9912462006079028,1.0,50267,369,0,30,0.6567335554531643,0.06407273811598618,2.22404273887927,0.0,52.714285714285715,167.55666666666667,1.425436019897461,0.10131157852709294,0.08730243214684284,0.0,2.22404273887927,4.440892098500626e-16,1.05,0.9644639225663452,0.6782666663217345
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,51,2.2630477569582963,0.8833059769868851,0.3939130701124668,0.997950697950698,0.025738045340403914,0.16264075701435407,1000.0,0.9959385226741468,1.0,50428,530,0,30,0.6965408697724342,0.07053138744086027,2.2630477569582967,0.0,66.25,168.09333333333333,1.5302806198596954,0.11384853015343348,0.0963295429565367,0.0,2.2630477569582967,4.440892098500626e-16,1.065,0.9641495646698309,0.6572156693834061
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,52,2.303197848143191,0.8834479779005051,0.3929193024337292,0.9804002783825618,0.025532754138112068,0.24631554519136747,1000.0,1.0,0.9633379567259553,50234,345,11,30,0.3863893279007503,0.10499538900951544,2.3031978481431916,0.0,47.714285714285715,167.48333333333332,0.805437966116837,0.17242088181277115,0.060470803146520265,0.0,2.3031978481431916,4.440892098500626e-16,1.08,0.9638638578527807,0.6438900991130126
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,53,2.344539209861966,0.8834104740619659,0.39254144370555877,0.8221746100088669,0.02603404935110699,0.5294312871992588,1000.0,0.9982517482517482,0.7070371770588548,50288,541,152,91,0.3431607789613984,0.20481746070086956,2.344539209861967,0.0,35.36363636363637,168.13333333333333,0.2914043441414833,0.3706019002199173,0.08168781331372348,0.0,2.344539209861967,8.881784197001252e-16,1.095,0.9629562468445655,0.6326647743781637
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,54,2.3871221095865076,0.8831394776701927,0.3924247761070728,0.7087739430078211,0.025019869377667255,1.31584569444259,1000.0,0.9876623376623376,0.55882616870935,50132,420,186,94,0.3713751584291458,0.4854291947185993,2.387122109586507,0.0,21.272727272727273,167.72666666666666,0.3237761001695286,0.9210919802387555,0.0836217817860205,0.0,2.387122109586507,4.440892098500626e-16,1.11,0.9620606828580138,0.6261808919302343
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,55,2.431001419315337,0.8827114781737327,0.3932408155500889,0.6441440371279936,0.024482375010848045,3.1219882001479466,1000.0,0.9940476190476191,0.4991393221823677,50025,278,152,47,0.4474188834428787,1.1485467727979024,2.431001419315337,0.0,15.75,167.25666666666666,0.5728249810636044,2.1853917131821317,0.08091618233899803,0.0,2.431001419315337,0.0,1.125,0.9616123116894314,0.6253406511043836
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,56,2.4762372355197746,0.881760476231575,0.395921560972929,0.48512132822477655,0.02427266010393699,7.040536747773488,1000.0,1.0,0.3325980209541854,49988,278,190,24,0.568263312180837,2.5901285511255265,2.476237235519775,0.0,14.666666666666666,167.26,0.8935766716798147,4.928375626007716,0.07847603317056909,0.0,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.9613789388719193,0.6228125677745218
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.8785684788227082,0.4080196894705296,0.5666907197377486,0.02454639665250267,16.748191420237223,1000.0,1.0,0.46740598351000273,50248,746,398,144,0.5276106255395072,6.158882503509521,2.5228955996813522,0.0,24.857142857142858,168.82,1.0789886968476432,11.723733717600505,0.0735501327301072,0.0,2.5228955996813522,4.440892098500626e-16,1.155,0.959937418152077,0.607307184475845
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.8811614775657653,0.39683394879102707,0.9274917520730066,0.024300183904798406,41.054665864308674,1000.0,0.9950458754372958,0.8827516217982189,50824,1071,143,226,0.5291765708672372,15.108350015481314,2.5710493373515253,0.0,48.8421052631579,169.89,0.9691924546894274,28.73826557000478,0.08088640051436577,0.0,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.9577372678511525,0.5756108596243947
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.8822459796071053,0.3941947294771671,0.9963439462854667,0.028817218728363514,101.8532726097107,1000.0,0.9968380252957975,0.9959839357429718,50687,793,4,74,0.5806943575541178,37.469294983545936,2.6207790369856485,0.0,65.75,168.97,1.1662299384673436,71.29728922843933,0.07767960919675064,0.0,2.6207790369856485,4.440892098500626e-16,1.185,0.9569963630590087,0.5469144557248496
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.8815229779481888,0.4010112161934376,0.9987789987789988,0.0474927102526029,255.34671595255534,1000.0,0.9975845410628019,1.0,50417,519,0,50,0.6223970916536119,93.72374894460042,2.6721741937302523,0.0,57.666666666666664,168.05666666666667,1.2880396710501776,178.74269719441733,0.07339118806488956,0.0,2.6721741937302523,4.440892098500626e-16,1.2,0.9565381352075215,0.5353387001043622
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.8841004759073258,0.3877975310385227,0.9989966966711152,0.023611690275944196,641.4344161478679,1000.0,0.998006851448147,1.0,50541,643,0,114,0.4941262213083414,235.13418491363527,2.725334547975326,0.0,49.46153846153846,168.47,0.8701968376453106,449.00408378601077,0.06886293876799464,0.0,2.725334547975326,4.440892098500626e-16,1.215,0.9554213600973521,0.5132956942151066
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.8839279776811599,0.38811292335391046,0.994147994147994,0.022894347914391093,1614.5530727640787,1000.0,0.9885964912280701,1.0,50359,461,0,52,0.4313448700639937,591.1179844919841,2.7803716539313506,0.0,51.22222222222222,167.86333333333334,0.9134306311607361,1130.187130686442,0.05890897834018828,0.0,2.7803716539313506,0.0,1.2299999999999998,0.954918360958755,0.4939694463262262
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.8845864781737327,0.38607167825102806,0.9910043704302077,0.023281874135136604,4052.1494295247394,1000.0,0.9827129859387924,1.0,50338,442,0,94,0.4703461311080239,1483.3841723632813,2.837410719872669,0.0,40.18181818181818,167.79333333333332,0.8635360598564148,2836.5045299275716,0.07292036396730654,0.0,2.837410719872669,4.440892098500626e-16,1.245,0.9540312075850194,0.47939252630205714
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.8845329791307449,0.38590837627649305,0.989155885730649,0.02296832070818969,10194.993221435547,1000.0,0.9794014250905221,1.0,50807,920,0,117,0.5874418999467578,3728.210423075358,2.8797317800857956,0.0,65.71428571428571,169.35666666666665,1.1121861125741686,7136.495177815756,0.07832316303475859,0.0,2.8797317800857956,0.0,1.26,0.9529659327355723,0.45658903478498875
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.8845879778265953,0.38561355471611025,0.9994623655913979,0.022433271010716755,25601.536551106772,1000.0,0.9989316239316239,1.0,50420,521,0,119,0.3570048237840335,9359.581743570963,2.9146882802902803,0.0,43.416666666666664,168.06666666666666,0.6650150964657465,17921.075277913413,0.050657659472954954,0.0,2.9146882802902803,0.0,1.275,0.9518571718297789,0.44339695595849776
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.8846504783630371,0.3854027958214283,1.0,0.023695838870480657,64346.32734212239,1000.0,1.0,1.0,50300,400,0,40,0.5164792723953724,23509.83348388672,2.9504496656185597,0.0,50.0,167.66666666666666,1.0773382633924484,45042.42829752604,0.05656087520607304,0.0,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.9514850102886061,0.4357345703985018
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.8845744767785072,0.38540637627243995,0.9851928042086664,0.0270298481253641,161467.98125,1000.0,0.9730493604263424,1.0,50602,709,0,133,0.4183824232646397,58990.96413085938,2.9870369056922645,0.0,50.642857142857146,168.67333333333335,0.7342654722077506,113027.5851953125,0.05840217772917287,0.0,2.9870369056922645,0.0,1.305,0.9502130958752829,0.4126785422173971
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.8848489785194397,0.38459312930703166,0.9850787510361979,0.02223132940178568,405849.9994661458,1000.0,0.9734848484848485,1.0,50462,567,0,75,0.45617683909156104,148179.52794270834,3.0244720059477883,0.0,51.54545454545455,168.20666666666668,0.9022410132668235,284094.99344401044,0.05794872082574405,0.0,3.0244720059477883,4.440892098500626e-16,1.32,0.9495600913947044,0.3931406272386046
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.8850379773974418,0.3838910548388958,0.9984423676012462,0.023314811599751312,1018539.4568489584,1000.0,0.9969135802469137,1.0,50236,337,0,19,0.4166681617498398,371864.4310546875,3.062778081137312,0.0,56.166666666666664,167.45333333333335,0.828434272048374,712977.6029166667,0.04194695295844401,0.0,3.062778081137312,0.0,1.335,0.9493803524059639,0.386139092578593
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.885170978307724,0.38354852348566054,0.9944347826086956,0.021380794048309327,2558975.4467708333,1000.0,0.9890225563909775,1.0,50119,222,0,17,0.7567972421646119,933775.436484375,3.101979435118868,0.0,44.4,167.06333333333333,1.6119598150253296,1791282.7808333333,0.07494886636502207,0.0,3.101979435118868,4.440892098500626e-16,1.3499999999999999,0.9492260190946029,0.37850720755822165
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.8851224774122238,0.3835011895000935,0.98989898989899,0.020069899658362072,6406847.850208334,1000.0,0.9803921568627452,1.0,49979,80,0,5,0.6294234196345011,2338856.63640625,3.142101647529123,0.0,26.666666666666668,166.59666666666666,1.4462413787841797,4484793.422083333,0.043817453830029975,0.0,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9491833732961691,0.37703007732708277
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.885341477394104,0.383134795576334,1.0,0.020919881761074066,16074007.102916667,1000.0,1.0,1.0,50436,536,0,50,0.5065908597575294,5864577.922083333,3.1831716679912256,0.0,59.55555555555556,168.12,0.9954668680826823,11251804.79875,0.05651972567053065,0.0,3.1831716679912256,4.440892098500626e-16,1.38,0.9487354896571009,0.36472879888582527
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.8850189772248268,0.3835721465945244,0.9961954370941044,0.021930007512370744,40275938.14666667,1000.0,0.9925009678668215,1.0,50610,714,0,156,0.4473915974299113,14694277.48125,3.225217918574415,0.0,47.6,168.7,0.7620163083076477,28193156.08416667,0.059466693593561895,0.0,3.225217918574415,8.881784197001252e-16,1.395,0.9473148588637513,0.3476926901516511
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.8852189773321152,0.382893119007349,0.9989528795811518,0.020607154443860055,100969667.90333334,1000.0,0.9979166666666668,1.0,50256,357,0,7,1.0292034506797791,36827825.27166667,3.2682704052928386,0.0,71.4,167.52,2.434683060646057,70678765.99666667,0.07297768889212206,0.0,3.2682704052928386,0.0,1.41,0.9472324213707073,0.3382274895427669
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.8850304785370827,0.3836243495345116,0.9945439557958188,0.020429145883430134,252792505.52666667,1000.0,0.989283083287291,1.0,50370,474,0,88,0.46206970377401874,92216557.87,3.3123608395086923,0.0,43.09090909090909,167.9,0.7543544715101068,176954750.12,0.05884748056653028,0.0,3.3123608395086923,0.0,1.425,0.9464417369045156,0.32770782634460355
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.8854059800505638,0.38247412621974947,1.0,0.020909185097976166,633901896.2133334,1000.0,1.0,1.0,50378,478,0,86,0.3699276501482183,231152014.93333334,3.3575227701898553,0.0,43.45454545454545,167.92666666666668,0.6488109989599748,443731319.82666665,0.039309519342622785,0.0,3.3575227701898553,4.440892098500626e-16,1.4400000000000002,0.9457366477067137,0.319751998594009
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,77,3.4037917280656296,0.8854619765281677,0.3823181584477425,0.9902242436932336,0.020205910503864288,1589113720.1066666,1000.0,0.9812769637769637,1.0,50692,799,0,151,0.4125743925571442,579410928.7733333,3.4037917280656296,0.0,53.266666666666666,168.97333333333333,0.7175276319185893,1112379578.6666667,0.05949661681106022,0.0,3.4037917280656296,0.0,1.4549999999999998,0.9443854405118401,0.3063088251087729
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,78,3.4512053828263247,0.8855304765701294,0.3821181607246399,0.997524702463188,0.019874577011380876,3984527230.4,1000.0,0.9950783830987101,1.0,50296,399,0,29,0.5145122962338584,1452548123.36,3.4512053828263243,0.0,57.0,167.65333333333334,1.0307645116533553,2789169013.0133333,0.049982633308494916,0.0,3.4512053828263243,4.440892098500626e-16,1.47,0.9441549392722983,0.3023902926244229
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,79,3.499803714624289,0.8856184780597687,0.38207308545708657,0.9988814317673378,0.018919800718625385,9977204695.04,1000.0,0.9977777777777778,1.0,50141,242,0,25,0.5437532812356949,3637612451.733333,3.49980371462429,0.0,40.333333333333336,167.13666666666666,1.0365444322427113,6984043168.64,0.04944528973124396,0.0,3.49980371462429,8.881784197001252e-16,1.485,0.943902593824518,0.29512116174772435
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,80,3.549629201256186,0.8854109793901443,0.38239225655794146,0.9981738691416111,0.020149424385565978,24979688299.52,1000.0,0.9963909522010995,1.0,50486,588,0,130,0.3424414029488197,9106846920.533333,3.5496292012561854,0.0,45.23076923076923,168.28666666666666,0.5787374354325808,17485781452.8,0.041004444441481255,0.0,3.5496292012561854,4.440892098500626e-16,1.5,0.9427656927337218,0.28800078348659397
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,81,3.600727022539671,0.8854864776134491,0.38232486218214035,0.9991496598639455,0.019529919605702162,62539966943.57333,1000.0,0.9983108108108107,1.0,50358,459,0,39,0.5321187227964401,22798357670.4,3.600727022539672,0.0,57.375,167.86,1.0334838554263115,43777975939.41333,0.04939374563986028,0.0,3.600727022539672,8.881784197001252e-16,1.515,0.9424171044991295,0.2818408182150001
