algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,D_threshold_honest,D_threshold_attacker,eps_n_honest,eps_n_attacker,n_rejected_honest,n_rejected_attacker,S_agg_norm_honest,S_agg_norm_attacker,V_agg_norm_honest,V_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.7976329771677653,0.5879440699021021,0.9743475860580655,0.026828612708909946,nan,1000.0,0.8078185135202679,1.0,30395,505,0,276,0.040325763659000445,0.0,5.438866451018774,0.0,22.954545454545453,151.975,0.5028346221555363,nan,0.3540961728854613,nan,5.438866451018774,1.7763568394002505e-15,2.04,0.9197393015646267,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.7976093123356501,0.5886805913845699,0.9979919678714859,0.026201817799698223,nan,1000.0,0.7470238095238095,1.0,30286,389,0,51,0.04431111288505574,0.0,5.487490132582891,0.0,35.36363636363637,151.43,1.0147197409109636,nan,0.5999457727779042,nan,5.487490132582891,8.881784197001252e-16,2.055,0.9194686059653687,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,118,5.536958684228259,0.7976103130976359,0.5891415635744731,0.9948142551822026,0.026247884929180145,nan,1000.0,0.934945054945055,1.0,30843,949,0,314,0.037813475446424306,0.0,5.536958684228259,0.0,37.96,154.215,0.5059579527378082,nan,0.3379801070690155,nan,5.536958684228259,0.0,2.07,0.9179944376578469,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,119,5.5872893005602045,0.7974119788408279,0.5896927374601364,0.9970561842858746,0.026011393498629333,nan,1000.0,0.9941935405418553,1.0,30516,619,0,211,0.041754377726866826,0.0,5.587289300560204,0.0,30.95,152.58,0.5682253420352936,nan,0.3549342691898346,nan,5.587289300560204,8.881784197001252e-16,2.085,0.916891255659969,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,120,5.638499691921221,0.797629647453626,0.5899375408887864,1.0,0.026632758123534068,nan,1000.0,1.0,1.0,30664,764,0,222,0.03719185593958908,0.0,5.63849969192122,0.0,36.38095238095238,153.32,0.5383998581341335,nan,0.3442070966675168,nan,5.63849969192122,8.881784197001252e-16,2.1,0.9158365224633073,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,121,5.690608103126535,0.7978083135684332,0.5899141013622284,0.9950379808870374,0.02425272116327987,nan,1000.0,0.9903634041565076,1.0,30381,484,0,157,0.03476787729160439,0.0,5.690608103126535,0.0,28.470588235294116,151.905,0.5696811903925503,nan,0.31677625372129325,nan,5.690608103126535,0.0,2.115,0.9151627175367074,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,122,5.743633332930533,0.797975645462672,0.5901718362172444,0.9753086419753088,0.026601072400808334,nan,1000.0,0.9581320450885669,1.0,30331,433,0,78,0.04391237334794657,0.0,5.743633332930534,0.0,33.30769230769231,151.655,0.793185307429387,nan,0.42704015053235567,nan,5.743633332930534,8.881784197001252e-16,2.13,0.9147692299837183,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,123,5.797594754252546,0.7976056470473607,0.5912938366333643,0.9987261146496816,0.02887005503806803,nan,1000.0,0.9974683544303797,1.0,30164,265,0,43,0.035402658661353885,0.0,5.797594754252545,0.0,29.444444444444443,150.82,0.8046601745817397,nan,0.4145718316237132,nan,5.797594754252545,8.881784197001252e-16,2.145,0.9145719171572881,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,124,5.852512335191406,0.7977829792102178,0.5912318738301595,0.9985185185185184,0.02538295193678803,nan,1000.0,0.9970588235294118,1.0,30205,306,0,39,0.03563460653197565,0.0,5.852512335191406,0.0,34.0,151.025,0.7833622429105971,nan,0.4177659915553199,nan,5.852512335191406,0.0,2.16,0.9143645747736664,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,125,5.908406660859312,0.7976469798882803,0.5918713176250457,1.0,0.026751000558336575,nan,1000.0,1.0,1.0,30524,624,0,96,0.038264640716398374,0.0,5.908406660859312,0.0,41.6,152.62,0.6804093798001607,nan,0.3894115308920542,nan,5.908406660859312,0.0,2.175,0.9138728259030111,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,126,5.9652989560665395,0.7977123123407364,0.5926052524646124,1.0,0.023105226457118988,nan,1000.0,1.0,1.0,30150,250,0,40,0.03906660882945491,0.0,5.9652989560665395,0.0,31.25,150.75,0.7994814366102219,nan,0.40143148601055145,nan,5.9652989560665395,0.0,2.19,0.9136682017020936,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,127,6.023211108889667,0.7975973139206568,0.5931264527638753,0.9965778853914447,0.029019298614002764,nan,1000.0,0.8277673741156887,1.0,30356,462,0,128,0.03940522779465944,0.0,6.023211108889668,0.0,28.875,151.78,0.6362038888037205,nan,0.3711249865591526,nan,6.023211108889668,8.881784197001252e-16,2.205,0.9130063310907607,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,128,6.0821656951570935,0.7979259804884593,0.5928013350566228,1.0,0.025956466794013977,nan,1000.0,1.0,1.0,30273,373,0,78,0.036280733569276705,0.0,6.0821656951570935,0.0,31.083333333333332,151.365,0.7365276515483856,nan,0.4098724250992139,nan,6.0821656951570935,0.0,2.22,0.9125836149274568,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,129,6.142186003886753,0.7977693116664887,0.5938423226277033,1.0,0.023956896944178477,nan,1000.0,1.0,1.0,30533,633,0,160,0.03364572589134232,0.0,6.142186003886753,0.0,35.166666666666664,152.665,0.5344658411211438,nan,0.3129105038113064,nan,6.142186003886753,0.0,2.235,0.9117668716221639,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,130,6.203296063712107,0.7980303108692169,0.5938744060198466,1.0,0.024079212241552093,nan,1000.0,1.0,1.0,30290,390,0,62,0.03529481624284889,0.0,6.203296063712108,0.0,35.45454545454545,151.45,0.7804603305729952,nan,0.3901404657147147,nan,6.203296063712108,1.7763568394002505e-15,2.25,0.9114723789108682,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,131,6.26552067033368,0.7979773135979971,0.5941107151905696,1.0,0.027148360217159443,nan,1000.0,1.0,1.0,30355,455,0,52,0.03204289736933776,0.0,6.26552067033368,0.0,41.36363636363637,151.775,0.7082869464700873,nan,0.3812567022713748,nan,6.26552067033368,0.0,2.265,0.9112237284135326,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,132,6.328885415034608,0.7976936457554499,0.5948561429977417,1.0,0.02317420020699501,nan,1000.0,1.0,1.0,30139,239,0,206,0.03449056178685178,0.0,6.328885415034607,0.0,14.058823529411764,150.695,0.46143869091482725,nan,0.32846182058839235,nan,6.328885415034607,8.881784197001252e-16,2.2800000000000002,0.9102349073047108,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,133,6.393416714299886,0.7978076473871867,0.595413661201795,0.9986980438108258,0.02454223713892348,nan,1000.0,0.9142967594460131,1.0,30550,653,0,133,0.034786463874584846,0.0,6.393416714299887,0.0,38.411764705882355,152.75,0.5823625185910393,nan,0.32194098830223083,nan,6.393416714299887,8.881784197001252e-16,2.295,0.9096204588276795,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,134,6.459141840580268,0.7978583137194316,0.5958995805184046,0.9995395948434623,0.02551313874622186,nan,1000.0,0.9990842490842491,1.0,30537,638,0,99,0.03488418316623234,0.0,6.459141840580267,0.0,42.53333333333333,152.685,0.6152257800102234,nan,0.35243186155955,nan,6.459141840580267,8.881784197001252e-16,2.31,0.9091277843557333,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,135,6.526088954243005,0.7978983136018117,0.5966626755396525,0.9953703703703703,0.02556225781639417,nan,1000.0,0.9910714285714286,1.0,30325,427,0,120,0.031859681721172504,0.0,6.526088954243007,0.0,28.466666666666665,151.625,0.5804356455802917,nan,0.3152530709902445,nan,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.9085948117560492,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,136,6.594287136752883,0.7980613140265147,0.59668716609478,0.9984350547730829,0.025181925234695274,nan,1000.0,0.8972222222222221,1.0,30413,515,0,66,0.03398616948512379,0.0,6.594287136752884,0.0,42.916666666666664,152.065,0.6979660044113795,nan,0.3569227655728658,nan,6.594287136752884,8.881784197001252e-16,2.3400000000000003,0.908268456725132,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,137,6.663766425128326,0.7980653132994969,0.5972121439377467,0.9866136130479523,0.028915180112509167,nan,1000.0,0.8459340659340658,1.0,30686,791,0,125,0.03549118053059231,0.0,6.663766425128328,0.0,46.529411764705884,153.43,0.6101328555275413,nan,0.35419442022548003,nan,6.663766425128328,1.7763568394002505e-15,2.355,0.9077870483510757,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,138,6.734557847718581,0.7979259802897771,0.59775532523791,1.0,0.022649554822307367,nan,1000.0,1.0,1.0,30285,385,0,78,0.030984180267796906,0.0,6.734557847718584,0.0,29.615384615384617,151.425,0.6221184822229239,nan,0.3477366245709933,nan,6.734557847718584,2.6645352591003757e-15,2.37,0.9074656511294436,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,139,6.80669346134933,0.7978173132737477,0.5992451681693395,0.9981348777854128,0.0251599411096643,nan,1000.0,0.9963197644649258,1.0,30551,653,0,132,0.035180473283392834,0.0,6.806693461349332,0.0,38.411764705882355,152.755,0.5845590794787687,nan,0.3354497008463916,nan,6.806693461349332,1.7763568394002505e-15,2.385,0.9068671023877662,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,140,6.880206389885328,0.7979446468750636,0.5988078268369039,1.0,0.025408534333109856,nan,1000.0,1.0,1.0,30254,354,0,54,0.02956905379912276,0.0,6.880206389885328,0.0,32.18181818181818,151.27,0.7389403662898324,nan,0.4131984060460871,nan,6.880206389885328,0.0,2.4,0.9065952417578036,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,141,6.95513086425999,0.7978199785947799,0.5995058077573776,0.9942028985507245,0.02446181559935212,nan,1000.0,0.9888250319284803,1.0,30211,313,0,152,0.03209293683932461,0.0,6.95513086425999,0.0,19.5625,151.055,0.5218168180435896,nan,0.3036996191367507,nan,6.95513086425999,0.0,2.415,0.9058266460277414,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,142,7.031502264023105,0.7979916485150655,0.5999332205454508,1.0,0.022650265134871006,nan,1000.0,1.0,1.0,30288,388,0,68,0.029389857083964636,0.0,7.0315022640231035,0.0,32.333333333333336,151.44,0.5720676233371099,nan,0.3035275811950366,nan,7.0315022640231035,1.7763568394002505e-15,2.43,0.905492132036914,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,143,7.109357160459109,0.7980689809719721,0.6003285390138626,1.0,0.02440311081175293,nan,1000.0,1.0,1.0,30371,471,0,98,0.032051306813829644,0.0,7.109357160459111,0.0,33.642857142857146,151.855,0.5740896165370941,nan,0.36554411905152456,nan,7.109357160459111,1.7763568394002505e-15,2.445,0.9049979368989808,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,144,7.188733361329623,0.797861980398496,0.6019848754008611,1.0,0.021984390237114647,nan,1000.0,1.0,1.0,30370,470,0,54,0.03164385638055864,0.0,7.188733361329623,0.0,42.72727272727273,151.85,0.6974460861899636,nan,0.37158543142405426,nan,7.188733361329623,0.0,2.4599999999999995,0.9047608204857129,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,145,7.269669957295138,0.7977873116731644,0.6018204295635223,0.9980769230769231,0.022143338224850595,nan,1000.0,0.9962121212121212,1.0,30213,314,0,159,0.030549781518050226,0.0,7.269669957295138,0.0,19.625,151.065,0.46874532476067543,nan,0.2894165385514498,nan,7.269669957295138,0.0,2.475,0.9040456108462336,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,146,7.352207370071938,0.7980583123366038,0.6018404759963354,1.0,0.023614124705394108,nan,1000.0,1.0,1.0,30477,577,0,166,0.03086856141783606,0.0,7.352207370071939,0.0,32.05555555555556,152.385,0.5024580856164297,nan,0.31885606629980934,nan,7.352207370071939,8.881784197001252e-16,2.49,0.903256524157314,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,147,7.436387402381476,0.7980343135197957,0.6022095811367035,0.9994921279837481,0.022268030792474747,nan,1000.0,0.8452991452991453,1.0,30516,619,0,185,0.029690505511443033,0.0,7.4363874023814756,0.0,32.578947368421055,152.58,0.47026995138118144,nan,0.2845602074736043,nan,7.4363874023814756,8.881784197001252e-16,2.5050000000000003,0.9023289833926876,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,148,7.522253289750495,0.7980196454127629,0.6030379656950633,0.9977827050997784,0.020423519691186293,nan,1000.0,0.9956709956709957,1.0,30602,703,0,77,0.031209309234755338,0.0,7.522253289750496,0.0,50.214285714285715,153.01,0.6180684055600848,nan,0.37066767258303507,nan,7.522253289750496,8.881784197001252e-16,2.52,0.9020103541713899,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,149,7.609849754221228,0.7979779799779256,0.6035009773572286,1.0,0.02489949536642858,nan,1000.0,1.0,1.0,30389,489,0,94,0.02914906508173995,0.0,7.609849754221229,0.0,34.92857142857143,151.945,0.5488733329943248,nan,0.315559273319585,nan,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.9015864533851338,nan
