algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,3.2868197733511293,0.697139314537247,22.244274329642455,nan,71.00331244468688,150.3223998260498,1000.0,0.0,nan,0,30722,0,208,281.533896891276,230.5106509399414,1.6032213380146931,2.9618165063943764,281.533896891276,230.5106509399414,1.2489726776702532,1.0213991661592972,0.412244544737041,0.7015471778810024,0.0,13282.0955644989,1957.6123025012023,230.51065448521797,1.2489726776702532,1.0213991661592972,2.1466594053665666,1.0925725905631622,0.6813632732430517,1.0372763878926194,100.65027728271484,150.93263086912327
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,3.3617142228711767,0.6914723167320093,23.349639827211696,nan,118.31590994199117,150.44567729949952,1000.0,0.0,nan,0,30650,0,208,226.62913767496744,228.06090682983398,1.6780494519689906,3.0001489323267805,226.62913767496744,228.06090682983398,1.0050349486083363,1.0107812260539617,0.7095095813274384,0.7021312150359154,9983.831834475199,13459.616544981003,2815.9406793073044,228.06091136607992,1.0050349486083363,1.0107812260539617,2.2068892441121064,1.0802580879327337,0.7025488584109072,1.0104559650664735,96.66346203613281,158.80694084980726
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,3.421505118817384,0.6907773171365261,23.35693993916114,nan,99.18953704833984,147.0335493850708,1000.0,0.0,nan,0,30687,0,207,247.93969139685998,228.51172195434572,1.7329409878726076,3.0373479102578758,247.93969139685998,228.51172195434572,1.0990685047268411,1.0129900011379291,0.5745849889129974,0.6862227900326252,1665.3745492788462,11279.106362304687,2125.303083414791,228.51172635386567,1.0990685047268411,1.0129900011379291,2.254703756826715,1.0733846709155395,0.6794092153164037,1.0182436187278627,97.85112075805664,146.66257071033084
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,3.4757701199316005,0.688776982538402,22.972459034522373,nan,76.37597743903889,146.99928508758546,1000.0,0.0,nan,0,31155,0,213,270.6246472526999,226.22368843078613,1.7776191640481462,3.0792444540706594,270.6246472526999,226.22368843078613,1.1985482703197372,1.0030324010359732,0.42994437339332175,0.686063211709261,1033.981058443294,8881.412704925537,1743.221857651133,226.22369369806844,1.1985482703197372,1.0030324010359732,2.298269280057151,1.0707174621652564,0.6659986022559385,1.0183493124545169,99.69071337890625,149.7590206393659
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,3.5509768989895667,0.6903019827355941,22.87795609066884,nan,63.42145477322971,141.06964809417724,1000.0,0.0,nan,0,31026,0,212,277.4537658691406,228.71079376220703,1.8226715883164264,3.116758070642062,277.4537658691406,228.71079376220703,1.2305600222347837,1.0139506936931244,0.3718093487105387,0.6584116089344024,263.8789624326369,9256.65581954956,1568.9513993460132,228.71079712355152,1.2305600222347837,1.0139506936931244,2.3403061812466803,1.0659163880653177,0.6359588973039615,1.0309200880950056,100.9177455444336,144.82866642718506
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,3.6414999510026087,0.6929063136378925,22.134380533099176,nan,56.95406864210963,138.33029434204101,1000.0,0.0,nan,0,31209,0,209,283.07100009918213,228.64354248046874,1.856890692264841,3.1550409929796843,283.07100009918213,228.64354248046874,1.2557320741218123,1.0134350348597407,0.32180513854837045,0.6456175620853901,0.0,3257.940888671875,1586.4175319394608,228.6435470619347,1.2557320741218123,1.0134350348597407,2.376150812550778,1.0648653039026585,0.6216314566382034,1.0313829636939682,100.51568899536133,142.22277984683663
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,3.669404253950087,0.6847219825784365,24.11286658724149,nan,74.66460758447647,135.23809448242187,1000.0,0.0,nan,0,31287,0,217,261.08340731534093,228.67984825134278,1.925944423523786,3.192141276838991,261.08340731534093,228.67984825134278,1.1571928229316095,1.0140334210300603,0.43795307590202853,0.6311980554461479,0.8286358443173495,9915.715494300128,1770.5145893350862,228.67985223027347,1.1571928229316095,1.0140334210300603,2.432423164849868,1.0490345952908409,0.6120476520679019,1.0282203887860695,102.95960922241211,169.37458282285317
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,3.6902184025905345,0.6891556508342425,23.63175547550122,nan,80.77243741353352,131.53374004364014,1000.0,0.0,nan,0,30681,0,207,255.54170862833658,229.35646125793457,1.9496257884039692,3.2273976774980495,255.54170862833658,229.35646125793457,1.1343150660473025,1.0166270012313214,0.45344635161260766,0.6139052148163319,3064.668701171875,7166.445126953125,1452.8929385943372,229.35646621165571,1.1343150660473025,1.0166270012313214,2.4607345440416015,1.0501822945690882,0.6048226376538569,1.0232885898058108,97.87558551025391,126.61201701092638
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,3.70728200140454,0.6880866491173705,24.233095052440962,nan,89.33561097658597,126.56234279632568,1000.0,0.0,nan,0,30649,0,207,239.98516845703125,230.8229564666748,1.9971651149022216,3.2606824861621497,239.98516845703125,230.8229564666748,1.0641406410598853,1.0233727742427063,0.534542378038168,0.5906849393248558,1944.6221736027644,8671.749812169075,1882.4470705842568,230.8229619720858,1.0641406410598853,1.0233727742427063,2.5025720634061925,1.0406829316260295,0.5872583980256683,1.0258609539076047,98.56879696655274,141.272808624025
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,3.7244673491448266,0.6895803170651198,24.042314227322738,nan,80.69519333044688,125.09711601257324,1000.0,0.0,nan,0,30604,0,206,245.8957544962565,229.67710556030272,2.0333108812824556,3.29547864118965,245.8957544962565,229.67710556030272,1.0908935039441525,1.0181025746302894,0.4826019044655065,0.5838517671823502,1229.262846628825,7858.337489957809,1691.6429611650738,229.67711027377845,1.0908935039441525,1.0181025746302894,2.5381779852453334,1.0359124826302188,0.5781206428776231,1.0222228159122062,97.77234033203125,132.47027517747316
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,3.7512467437616106,0.6875549829999605,25.465803570946058,nan,66.04463624954224,122.87563022613526,1000.0,0.0,nan,0,32139,0,217,262.09451360287875,229.0354640197754,2.059486794356322,3.330617697953144,262.09451360287875,229.0354640197754,1.16122003734223,1.0153548499322689,0.36854670642186765,0.5734796500205994,19.244208377340566,2433.6237014865874,1214.5761923731582,229.03546837255203,1.16122003734223,1.0153548499322689,2.5679391557950506,1.0359006935521498,0.5523430683938243,1.030399241458857,103.67053323364257,147.48469219818605
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,3.7803408857594976,0.6918659833570321,25.269962967832882,nan,72.06784188747406,120.29894857406616,1000.0,0.0,nan,0,30566,0,208,252.9026222229004,228.6400089263916,2.0862253498159835,3.366620931469237,252.9026222229004,228.6400089263916,1.1220854273231171,1.0137348675008022,0.4076849833363667,0.5614417466521263,259.9493641455968,4680.432504692078,1557.8233646195106,228.64001324527197,1.1220854273231171,1.0137348675008022,2.5983835824772847,1.0363401134398385,0.5527385336342532,1.0198679180567822,97.52566650390625,128.84376604897707
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,3.802286704636865,0.6921593172599873,24.854091171522935,nan,61.05351522564888,115.69006986618042,1000.0,0.0,nan,0,30723,0,207,253.9937655131022,229.85869132995606,2.1243467463104366,3.399595605589336,253.9937655131022,229.85869132995606,1.127152817969962,1.0186502633136256,0.3844187112990767,0.5399386144429446,8.28720611333847,3632.3305669133365,1920.706029606579,229.85869705364348,1.127152817969962,1.0186502633136256,2.6344462900219967,1.0302588219218676,0.5311356010574426,1.0247919173507767,98.03932690429687,138.0404235320153
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,3.827333565551222,0.6916406513005495,25.294060813486578,nan,76.75191428444602,112.99258327484131,1000.0,0.0,nan,0,30063,0,205,239.58276644620028,229.5759804534912,2.16330492286499,3.4339926858203227,239.58276644620028,229.5759804534912,1.0624660549420937,1.0172113537218137,0.46183111535554583,0.5273479127883911,412.48508522727275,8288.030393066407,1903.4267017971179,229.57598545860958,1.0624660549420937,1.0172113537218137,2.671580028047123,1.024115851841534,0.523932345149712,1.0195706035484635,97.1012130432129,133.7057816229804
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,3.9046646684598763,0.6909566505253315,26.271284618477026,nan,50.066806552931666,108.47831886291505,1000.0,0.0,nan,0,31184,0,218,266.84181531270343,230.3579192352295,2.178689826248197,3.4656587079172065,266.84181531270343,230.3579192352295,1.1818553025295893,1.0215061510769454,0.27179120416985825,0.5062672972679139,175.2021167752488,1802.9367679309844,1008.4672027020075,230.35792330293705,1.1818553025295893,1.0215061510769454,2.6934773789158006,1.0281813911867461,0.4811448587216936,1.0386864173040145,104.95157482910156,140.54959505087118
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,3.985785948676292,0.6921243163198233,25.994776973525685,nan,63.13534641265869,104.82195083618164,1000.0,0.0,nan,0,30450,0,208,248.79248985877405,230.67799293518067,2.2061212968843735,3.4965781892428978,248.79248985877405,230.67799293518067,1.1036947271019824,1.0228945451033917,0.36986408576082724,0.48920440271496773,205.35001858381125,1794.4893700218202,1535.9773420964266,230.67799855004145,1.1036947271019824,1.0228945451033917,2.722304053827783,1.0265373530758282,0.4819207213985178,1.0278260116103481,98.73980191040039,132.20661031452366
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,4.070447429980684,0.6919223161538443,26.996839483479658,nan,74.97307357788085,100.6076264667511,1000.0,0.0,nan,0,30856,0,210,236.0648620605469,231.4140887451172,2.2360442567994685,3.5265202755966594,236.0648620605469,231.4140887451172,1.047814122678491,1.0259057000226453,0.43684501325090724,0.46952853925526145,1155.8045761744181,3975.290505371094,1356.020648998317,231.41409416294184,1.047814122678491,1.0259057000226453,2.7522346643183453,1.0243822383914694,0.46724829325495765,1.0274341946265415,99.64758135986328,133.24625713512626
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,4.070447429980684,0.689371984899044,29.423231367866197,nan,72.7561328307442,97.7142638540268,1000.0,0.0,nan,0,31207,0,219,241.4267757249915,231.13492820739745,2.2423221367746553,3.555890907363613,241.4267757249915,231.13492820739745,1.0701620143790738,1.0246665527831431,0.38746084378141427,0.45601421445608137,940.1228190919627,2063.1572393012048,727.9803854223071,231.13493320890012,1.0701620143790738,1.0246665527831431,2.767749645010239,1.032745072893723,0.44894368743582425,1.0293589098087326,103.55960296630859,125.94107101298617
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,4.24949817428469,0.6911559816698233,28.787795079549152,nan,58.731396819864,94.16859603881836,1000.0,0.0,nan,0,31108,0,208,244.00157383510046,231.36042846679686,2.2716466228155614,3.584101249977777,244.00157383510046,231.36042846679686,1.0834683425331424,1.025341081308956,0.3510028359347156,0.4394702928513288,949.6717878069196,2019.1140954589844,1612.3771520629525,231.3604340652623,1.0834683425331424,1.025341081308956,2.7966284736804474,1.030428547165914,0.43368270221192423,1.0291437993329684,99.37621545410157,137.69073388386758
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,4.343509761970973,0.6844643145923813,30.738531478643417,nan,79.36066783799066,90.20530668258667,1000.0,0.0,nan,0,31011,0,213,222.88250223795572,231.74894073486328,2.3182568912102783,3.6104328795029006,222.88250223795572,231.74894073486328,0.9894972556914754,1.02716747393482,0.4788878991579016,0.4209790727496147,789.9797593222725,1610.1395989608764,1444.3039146694525,231.74894602553394,0.9894972556914754,1.02716747393482,2.8351272865273276,1.021590030105155,0.4257605354805742,1.0240570889422502,100.72334637451172,144.69451933831385
