algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,2.717449102527731,0.7096283154686293,17.970563875635467,nan,117.86810387505426,174.09880683898925,1000.0,0.0,nan,0,30429,0,203,270.79708014594183,232.82030426025392,1.1068311298179736,2.612607590490008,270.79708014594183,232.82030426025392,1.1980746040508385,1.0323334108870508,0.6218861738840739,0.8125339257717132,13026.761067708334,29141.210244140624,1609.3262175048942,232.82030819392304,1.1980746040508385,1.0323334108870508,1.7091417140867875,1.1230556129406757,0.8043242139679393,1.0394705914539124,98.00246914672852,122.09599519265733
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,2.7565919115492346,0.7058843150734901,19.988898179332416,nan,104.75244096654933,173.2949668121338,1000.0,0.0,nan,0,31040,0,210,279.54316329956055,231.2919522857666,1.1580117230658538,2.643795437236611,279.54316329956055,231.2919522857666,1.2411796492725022,1.0252853239393216,0.5579549820977263,0.8087884020805359,0.0001140580206993036,8902.48046221764,1526.3418517905975,231.29195708827493,1.2411796492725022,1.0252853239393216,1.7523252087341563,1.1206070720256032,0.7902081487484759,1.041277496186224,101.46216213989258,141.3597220926091
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,2.8070114360303924,0.7114353162546952,18.44533627907435,nan,95.41794688593258,175.08390243530275,1000.0,0.0,nan,0,30797,0,205,289.7195836847479,227.3920585632324,1.1841239684313036,2.680416281951108,289.7195836847479,227.3920585632324,1.2829583767643933,1.0079660475652705,0.4944343978369778,0.817140885591507,1944.3652839660645,21047.835224609375,1354.7283690378056,227.39206356291297,1.2829583767643933,1.0079660475652705,1.782640893839225,1.1257916151295553,0.800317324618522,1.0223021405566939,97.33065426635743,120.76084954399691
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,2.874022981557446,0.7053426497181257,19.745295677781105,nan,99.3748055845499,173.0773193359375,1000.0,0.0,nan,0,30843,0,211,273.41279220581055,226.8993310546875,1.2543340454995997,2.717931266820051,273.41279220581055,226.8993310546875,1.210823547005126,1.0058404236088376,0.5648049756418914,0.8077724662423134,4.348781228065491,22170.943156471254,2040.695816620853,226.8993352329197,1.210823547005126,1.0058404236088376,1.8397729340277802,1.1191620890901688,0.7897748743459858,1.0210243586752292,99.50894177246094,156.06200022503515
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,2.914554931705747,0.7005503147592147,20.64619854211807,nan,105.41359058022499,166.28009311676024,1000.0,0.0,nan,0,30646,0,212,266.52621364593506,230.60537628173827,1.3171818966313287,2.7501936820604804,266.52621364593506,230.60537628173827,1.1823654979886196,1.022334106538907,0.5844514962518588,0.7760438567399979,14.71977424621582,21025.602436523437,1911.2689789700055,230.60538032306755,1.1823654979886196,1.022334106538907,1.8903866108029896,1.1117013291779505,0.7618518300371727,1.0341882836833303,100.77098934936524,153.4027594562672
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,2.9570414382344037,0.7012419832994541,21.43281159490347,nan,123.39665707674894,163.8724394226074,1000.0,0.0,nan,0,30814,0,206,244.0129255814986,230.38862129211427,1.3635091954996825,2.782735594699804,244.0129255814986,230.38862129211427,1.0816401253137597,1.021453401681373,0.6920271136543967,0.764807884991169,8726.418235085228,21264.878020019532,1995.1803635679303,230.38862664856947,1.0816401253137597,1.021453401681373,1.931199755179731,1.1087237943766923,0.7610136267698207,1.0245910981740567,97.52373287963867,136.04941865792225
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,3.0218392609987275,0.7036896496266126,19.903137341737747,nan,67.16161482334137,162.29408409118653,1000.0,0.0,nan,0,30522,0,210,297.1386372884115,229.4554320526123,1.4105272173875312,2.8166369371361015,297.1386372884115,229.4554320526123,1.3192505102616494,1.0173333203919788,0.38866378806220986,0.7574262765049934,2.4455641150474547,28167.190760439335,1654.5748929738872,229.45543608455853,1.3192505102616494,1.0173333203919788,1.9729711052869594,1.1053790324329407,0.7316986610322411,1.038397310382886,100.69633193969726,141.41942122304
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,3.120507304589649,0.7063853154083093,19.65203289469083,nan,82.09506432712078,161.45250980377196,1000.0,0.0,nan,0,30604,0,206,284.1962203979492,227.9333048248291,1.4397007933539336,2.8542836188297813,284.1962203979492,227.9333048248291,1.2601792687840465,1.010388651506061,0.4453444844887902,0.7535056886076927,0.043358479936917625,5270.496730554253,1497.0934516286895,227.93331003442822,1.2601792687840465,1.010388651506061,2.005533923544273,1.1085281737975794,0.7360626015820945,1.0245277430500979,97.99403121948242,127.10356685285983
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,3.196183069527252,0.7004143160333236,22.224680610497792,nan,88.34455143777947,157.89150077819824,1000.0,0.0,nan,0,31165,0,213,273.4291365774054,228.65208038330078,1.4903266415709076,2.890821825601862,273.4291365774054,228.65208038330078,1.2125223752327476,1.013655865594999,0.4891040829059325,0.7369070130586625,0.0,7804.997620384693,1805.4347653700818,228.65208534120472,1.2125223752327476,1.013655865594999,2.0505247151832897,1.1054578035903437,0.7154081287075124,1.030909124422018,101.85113934326172,160.06735522054495
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,3.2434441803106266,0.6970133168871204,23.123188767234485,nan,117.98040265303392,155.21043033599852,1000.0,0.0,nan,0,30467,0,207,236.7962188720703,228.62444679260253,1.5512858687447157,2.9276364990390875,236.7962188720703,228.62444679260253,1.051375106197572,1.0135192955608097,0.6767392809001299,0.7243846045434474,4411.788036346436,20566.162412109374,2313.3498094444612,228.6244505734308,1.051375106197572,1.0135192955608097,2.1018261208624645,1.0983427559754788,0.7214766739924469,1.0158297440973258,97.60648040771484,151.5968752749283
