algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,V_agg_norm_honest,V_agg_norm_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_n_honest,eps_n_attacker,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,55,2.431001419315337,0.7881959813833237,0.5975289127230644,0.9853981067355125,0.032474728176991145,81.15256719589233,1000.0,0.7472222222222222,0.9759615384615384,10089,195,3,101,0.7202646732330322,27.156639766693115,1.23884068330129,56.80679523468017,2.431001419315337,0.0,0.08273549956795456,0.0,12.8,100.92,2.431001419315337,0.0,1.125,0.9575766919243763,0.6339805582155664
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,56,2.4762372355197746,0.7889027318358421,0.5957001221179962,1.0,0.03353381265575687,284.63394393920896,1000.0,0.8333333333333334,1.0,10126,227,0,59,0.8166932463645935,95.2059300994873,1.5736474792162578,199.24375637054445,2.476237235519775,0.0,0.08006941401155689,0.0,18.916666666666668,101.26,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.9573300638176446,0.6250047747729381
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.7892162299156189,0.5947467514872551,1.0,0.0306876876950264,1005.1023504638672,1000.0,0.8888888888888888,1.0,10419,520,0,279,0.5133451306819916,335.273716506958,0.8608205652236939,703.5716320800781,2.5228955996813522,0.0,0.06703750311586948,0.0,20.8,104.19,2.5228955996813522,4.440892098500626e-16,1.155,0.9561674663578411,0.6043451143800592
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.7895712286233902,0.5940232180058956,0.9916867792973987,0.030708894478502096,3520.9648809814453,1000.0,0.787719298245614,1.0,10663,769,0,316,0.6203653679953681,1173.581829223633,1.024239065470519,2464.6753747558596,2.5710493373515253,0.0,0.08020371521545308,0.0,28.48148148148148,106.63,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.9548886027587626,0.5738827599749641
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.7897484801709652,0.5938420087099076,1.0,0.03166793696582317,12328.94783935547,1000.0,1.0,1.0,10478,578,0,144,0.6960336118936539,4104.047947998047,1.2146019339561462,8630.263381347657,2.6207790369856485,0.0,0.07742241084227955,0.0,28.9,104.78,2.6207790369856485,4.440892098500626e-16,1.185,0.9542884185088849,0.5560562947646739
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.7899354782700538,0.5934103746712208,0.9994977398292316,0.030440822791527298,42809.25681640625,1000.0,0.9157509157509157,1.0,10479,581,0,102,0.6854195752564598,14255.682065429688,1.2548608569537891,29966.479345703126,2.6721741937302523,0.0,0.07530453277961847,0.0,34.1764705882353,104.79,2.6721741937302523,4.440892098500626e-16,1.2,0.9538811951725678,0.540831307642441
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.7903339801728726,0.5918191567063331,1.0,0.031245260842536624,149419.3891015625,1000.0,0.8181818181818182,1.0,10395,498,0,161,0.6312539985305384,49700.221787109374,1.0795692989700718,104593.569765625,2.725334547975326,0.0,0.07136952897867248,0.0,26.210526315789473,103.95,2.725334547975326,4.440892098500626e-16,1.215,0.9532242786378741,0.5200679352030196
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.7907709799706936,0.5906391328573227,0.9855072463768116,0.031260060485113754,516901.75671875,1000.0,0.7307692307692308,1.0,10355,461,0,206,0.542451177131046,172108.7452734375,0.9573829417878931,361831.224140625,2.7803716539313506,0.0,0.07339655564974369,0.0,20.954545454545453,103.55,2.7803716539313506,0.0,1.2299999999999998,0.9523942928355137,0.504972359397661
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.7909864799678326,0.5903054584562778,0.9867908966602404,0.031133340188750514,1791201.36375,1000.0,0.7463429640720219,1.0,10427,538,0,315,0.6187086138460371,596407.6678125,0.9028754388844525,1253840.9278125,2.837410719872669,0.0,0.07334458721766855,0.0,19.925925925925927,104.27,2.837410719872669,4.440892098500626e-16,1.245,0.9512065180468513,0.4904502187249985
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.7908087287843227,0.5921854665875435,0.9931548906927303,0.03227182388629602,6217846.4125,1000.0,0.986780976820189,1.0,10907,1017,0,188,0.5863134342691173,2069888.8225,1.06158839619678,4352492.37625,2.8797317800857956,0.0,0.07185929522264287,0.0,44.21739130434783,109.07,2.8797317800857956,0.0,1.26,0.9504833590455163,0.4626812250048099
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.7916799792647362,0.5892509385943413,1.0,0.02972603537142277,21593608.675,1000.0,1.0,1.0,10680,780,0,238,0.4780355179309845,7187479.775,0.8929440259933472,15115525.835,2.9146882802902803,0.0,0.059996328644911584,0.0,31.2,106.8,2.9146882802902803,0.0,1.275,0.9495738554971649,0.4406321745823603
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.7920919786393642,0.5881224848330021,1.0,0.02906040143635538,74888403.96,1000.0,1.0,1.0,10176,276,0,146,0.5406254248486625,24927062.99,1.0180734329753451,52421881.96,2.9504496656185597,0.0,0.05952114377455126,0.0,15.333333333333334,101.76,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.9490117925445613,0.4339101395995579
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.7920149800181389,0.5881753692030907,0.9811265969802555,0.032037004828453064,259285299.68,1000.0,0.8593189964157707,1.0,10233,336,0,235,0.4827742021192204,86325901.84,0.82373600656336,181499707.88,2.9870369056922645,0.0,0.06194500980038232,0.0,15.272727272727273,102.33,2.9870369056922645,0.0,1.305,0.9480843401107415,0.4217111377655876
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.7921774788200855,0.5884824867546559,1.0,0.02991594505254869,896483839.68,1000.0,0.6,1.0,10428,537,0,317,0.5246033767859141,298593545.2,0.8297080728742812,627538678.72,3.0244720059477883,0.0,0.0696677846843459,0.0,19.88888888888889,104.28,3.0244720059477883,4.440892098500626e-16,1.32,0.9468527236941593,0.4040574910054933
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.7926712282001972,0.5867608764767647,1.0,0.028353694826364517,3101542245.76,1000.0,1.0,1.0,10039,139,0,52,0.5214383403460184,1033290283.52,1.007506579471131,2171079528.32,3.062778081137312,0.0,0.054653836568753056,0.0,11.583333333333334,100.39,3.062778081137312,0.0,1.335,0.9466395777937088,0.40097137294081736
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.7929569780826569,0.5860764686763287,0.9975308641975309,0.030132924278195087,10760956175.36,1000.0,0.710801393728223,1.0,10223,326,0,67,0.6464689511519212,3584074393.6,1.2292209359315724,7532669158.4,3.101979435118868,0.0,0.06538682302357948,0.0,25.076923076923077,102.23,3.101979435118868,4.440892098500626e-16,1.3499999999999999,0.9463783385175562,0.39205050828751437
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.7926037301123142,0.5875351771712303,0.9988532110091743,0.03027930757140412,37243943505.92,1000.0,0.8868686868686869,1.0,10377,479,0,116,0.5489662815542782,12408771532.8,0.9777635160614463,26070759792.64,3.142101647529123,0.0,0.05567885866233441,0.0,28.176470588235293,103.77,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9459449249047516,0.3807726442870477
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.7932739788293839,0.5854052211344242,1.0,0.029408579104040797,129107607429.12,1000.0,0.6666666666666666,1.0,10221,324,0,147,0.6432842408355913,43007921899.52,1.0671655535697937,90375323115.52,3.1831716679912256,0.0,0.06863317566353892,0.0,17.05263157894737,102.21,3.1831716679912256,4.440892098500626e-16,1.38,0.9453719706557294,0.37114616399951567
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.7933762298524379,0.5855070108175278,0.9981818181818183,0.029672547769935234,447208270561.28,1000.0,0.9058441558441559,1.0,10377,479,0,226,0.5229232544484346,148989571563.52,0.8935102379840353,313045781381.12,3.225217918574415,0.0,0.060742966673168475,0.0,20.82608695652174,103.77,3.225217918574415,8.881784197001252e-16,1.395,0.9445184266222227,0.3583116175502247
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.7935919798910618,0.5849035786092281,1.0,0.028866653281607126,1548289791098.88,1000.0,0.875,1.0,10316,417,0,177,0.5636666275952992,515870219141.12,1.0547174560396295,1083802840924.16,3.2682704052928386,0.0,0.0634404205744764,0.0,21.94736842105263,103.16,3.2682704052928386,0.0,1.41,0.9438391704847182,0.3482393973961697
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.7933554796874523,0.5854994793236256,0.9960342687615416,0.02950043731222027,5378933349416.96,1000.0,0.9095309983896941,1.0,10345,449,0,150,0.6358727577485537,1791157413478.4,0.8892996405300341,3765253258608.64,3.3123608395086923,0.0,0.06095450576751927,0.0,23.63157894736842,103.45,3.3123608395086923,0.0,1.425,0.9432864183097686,0.3401023546583986
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.7941309790313243,0.5840733547508716,1.0,0.028428563848137856,18652626403983.36,1000.0,0.875,1.0,10186,287,0,143,0.4659046729405721,6211124287242.24,0.861086948050393,13056838210682.88,3.3575227701898553,0.0,0.051594397882095355,0.0,15.944444444444445,101.86,3.3575227701898553,4.440892098500626e-16,1.4400000000000002,0.942796924836402,0.3323374495850977
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,77,3.4037917280656296,0.7940809808671474,0.584313879609108,0.9923853036360176,0.02899949394521259,64432788345978.88,1000.0,0.7391381766381766,1.0,10369,476,0,195,0.5488747727303278,21467251726090.24,0.9152374494643438,45102950588088.32,3.4037917280656296,0.0,0.06053923848779008,0.0,22.666666666666668,103.69,3.4037917280656296,0.0,1.4549999999999998,0.9420729863235585,0.3235450868593254
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,78,3.4512053828263247,0.7942269796133041,0.5843921425938606,0.9978341146552895,0.031013749007667814,222943508095303.7,1000.0,0.9956935852113713,1.0,10457,560,0,63,0.5528913182871682,74279590654115.84,1.1530695600169045,156060453091409.9,3.4512053828263243,0.0,0.05190525317191175,0.0,40.0,104.57,3.4512053828263243,4.440892098500626e-16,1.47,0.9418560812854373,0.3155383250972114
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,79,3.499803714624289,0.7944827291369438,0.5837912946939469,0.9918900653300292,0.028413788170406695,772709645759283.2,1000.0,0.9843928980526918,1.0,10137,239,0,174,0.49303139510907623,257430413230735.38,0.8726776995156941,540896745572270.06,3.49980371462429,0.0,0.056364468056725715,0.0,12.578947368421053,101.37,3.49980371462429,8.881784197001252e-16,1.485,0.9411896937815977,0.30676270553868407
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,80,3.549629201256186,0.7942489801347256,0.5854517216980457,0.9973301959364677,0.029628148869327877,2689474940150743.0,1000.0,0.9284493284493285,1.0,10726,830,0,206,0.4402608055135478,895323833588777.0,0.7870920352313829,1882632414014996.5,3.5496292012561854,0.0,0.05097713820827415,0.0,36.08695652173913,107.26,3.5496292012561854,4.440892098500626e-16,1.5,0.9404430335842798,0.2942143163521564
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,81,3.600727022539671,0.7948394805192948,0.5833134923875332,0.9810136765888978,0.028971199730509205,9297581880880660.0,1000.0,0.9681020733652311,1.0,10387,489,0,144,0.544504176629217,3097443191813570.5,0.9330881865401017,6508307151260221.0,3.600727022539672,0.0,0.05640769304004869,0.0,25.736842105263158,103.87,3.600727022539672,8.881784197001252e-16,1.515,0.9398812183792221,0.28794456060284207
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,82,3.653145283543021,0.7949739800393582,0.5830676381289959,1.0,0.030187634751200676,3.2174074210937732e+16,1000.0,1.0,1.0,9939,39,0,16,0.65793576836586,1.0718856113438064e+16,1.3596160809199016,2.2521851613722704e+16,3.6531452835430205,0.0,0.04893288382040348,0.0,6.5,99.39,3.6531452835430205,4.440892098500626e-16,1.53,0.9398139405524625,0.2862170663227039
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,83,3.706935258484402,0.7949507300555706,0.5834856815636158,1.0,0.02862676057136721,1.1149632991863506e+17,1000.0,0.8888888888888888,1.0,10310,411,0,137,0.4855998622046577,3.714236588142625e+16,0.8422161075803969,7.80474293453167e+16,3.706935258484401,0.0,0.052160887411141915,0.0,22.833333333333332,103.1,3.706935258484401,8.881784197001252e-16,1.5450000000000002,0.9393318628274839,0.27798933560589384
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,84,3.7621516572892535,0.7949879804253578,0.5839027643203736,0.998410174880763,0.02776370495557785,3.8663911531261984e+17,1000.0,0.89196675900277,1.0,10715,818,0,287,0.4198209303617477,1.2879427909231574e+17,0.6873129320144653,2.7064737566795235e+17,3.762151657289252,0.0,0.049807761453019246,0.0,32.72,107.15,3.762151657289252,1.3322676295501878e-15,1.56,0.9382200179320438,0.2597832600807278
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,85,3.818852916980401,0.7952797301113605,0.5830186899006367,1.0,0.02560090005863458,1.3402631536075028e+18,1000.0,0.625,1.0,10249,352,0,117,0.599229272454977,4.464762444007971e+17,0.7946873786859214,9.381841923038879e+17,3.818852916980402,0.0,0.05709658292647024,0.0,22.0,102.49,3.818852916980402,8.881784197001252e-16,1.575,0.9377669138737875,0.255302736045661
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,86,3.874737541093223,0.7952022305130959,0.5833187624812126,1.0,0.028989292583183238,4.650629990482371e+18,1000.0,1.0,1.0,10408,508,0,156,0.46479792814505727,1.5488868885150564e+18,0.7946642731365404,3.25544095650402e+18,3.8747375410932245,0.0,0.04873905890554775,0.0,26.736842105263158,104.08,3.8747375410932245,1.3322676295501878e-15,1.5899999999999999,0.9371980097934539,0.2461835474871483
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,87,3.916240373005058,0.7956327296793461,0.5829261784255505,0.9991935483870968,0.028068697479154383,inf,1000.0,0.7987179487179488,1.0,10275,378,0,67,0.6931812912225723,5.355971288787331e+18,1.0936319444860731,inf,3.9162403730050594,0.0,0.06095218847500471,0.0,27.0,102.75,3.9162403730050594,1.3322676295501878e-15,1.6050000000000002,0.9369231664267372,0.2417426158035121
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,88,3.958594794875645,0.7955929785966873,0.5832625485956668,1.0,0.028067757649456754,nan,1000.0,0.6666666666666666,1.0,10311,415,0,122,0.4827070043367498,nan,0.847712541327757,nan,3.958594794875645,0.0,0.04813110806319564,0.0,24.41176470588235,103.11,3.958594794875645,0.0,1.62,0.9364938584543157,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,89,4.00182186932881,0.7956632316112519,0.5832620440423488,0.9944727220589289,0.02882472483906895,nan,1000.0,0.989227761485826,1.0,10480,583,0,89,0.5428959857672453,nan,1.0329145193099976,nan,4.0018218693288095,0.0,0.05716310588131946,0.0,36.4375,104.8,4.0018218693288095,8.881784197001252e-16,1.635,0.9361620967462274,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,90,4.045943537463281,0.7957167293131352,0.5831456826627255,0.9945913292706736,0.027200246726473174,nan,1000.0,0.8657738095238096,1.0,10469,575,0,394,0.46117758651574453,nan,0.6159829358259837,nan,4.045943537463281,0.0,0.052178086879014554,0.0,19.166666666666668,104.69,4.045943537463281,0.0,1.65,0.9346758795061922,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,91,4.090982666874294,0.7961109808087349,0.5827503134310246,1.0,0.027768868733854854,nan,1000.0,1.0,1.0,10294,394,0,112,0.5743162561865414,nan,0.9508810008273405,nan,4.090982666874295,0.0,0.05919983488317609,0.0,23.176470588235293,102.94,4.090982666874295,8.881784197001252e-16,1.6649999999999998,0.9342286528292977,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,92,4.136963102650078,0.7960334785282612,0.5830282370746136,1.0,0.02773805521428585,nan,1000.0,0.5384615384615384,1.0,10276,382,0,178,0.471701417863369,nan,0.7630322009325028,nan,4.136963102650078,0.0,0.05031664257709899,0.0,19.1,102.76,4.136963102650078,0.0,1.6800000000000002,0.9335592099768404,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,93,4.183909721536838,0.7960282304883003,0.5838754354417324,1.0,0.028440851718187332,nan,1000.0,0.7692307692307693,1.0,10293,396,0,187,0.41137401121003286,nan,0.6808182682309832,nan,4.183909721536837,0.0,0.0447161658163327,0.0,18.857142857142858,102.93,4.183909721536837,8.881784197001252e-16,1.695,0.932907205213478,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,94,4.231848489478358,0.7962539803981781,0.5835204002261162,1.0,0.026507879607379436,nan,1000.0,1.0,1.0,10462,562,0,88,0.44631436094641685,nan,0.8684104420244694,nan,4.2318484894783595,0.0,0.04895619915548878,0.0,35.125,104.62,4.2318484894783595,1.7763568394002505e-15,1.71,0.9325660943191527,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,95,4.28080652274961,0.7957902303338051,0.5850306290388108,0.9964490194904942,0.029680073332901184,nan,1000.0,0.8403066528066527,1.0,10496,600,0,282,0.44718951789232403,nan,0.6624597196395581,nan,4.280806522749609,0.0,0.04920887633054068,0.0,23.076923076923077,104.96,4.280806522749609,8.881784197001252e-16,1.7249999999999999,0.9314945260706423,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,96,4.330812152917754,0.7963964802026748,0.5837036430835724,1.0,0.02925107697956264,nan,1000.0,1.0,1.0,10169,269,0,336,0.3916005070010821,nan,0.579707125822703,nan,4.330812152917753,0.0,0.04353942220262352,0.0,11.208333333333334,101.69,4.330812152917753,8.881784197001252e-16,1.7400000000000002,0.9302154571908122,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,97,4.381894995878737,0.7965339797735215,0.5832318219542504,1.0,0.027078052184411457,nan,1000.0,0.9,1.0,10405,506,0,177,0.44247878307387944,nan,0.7536299370584034,nan,4.381894995878738,0.0,0.04777938374464038,0.0,24.095238095238095,104.05,4.381894995878738,8.881784197001252e-16,1.7550000000000001,0.9295598832814546,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,98,4.434086025233358,0.7966922284662723,0.5834986770153046,1.0,0.026898639143577645,nan,1000.0,1.0,1.0,10237,337,0,82,0.4396259848560606,nan,0.8307921886444092,nan,4.434086025233357,0.0,0.042994927471654835,0.0,24.071428571428573,102.37,4.434086025233357,8.881784197001252e-16,1.77,0.9292567823146477,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,99,4.4874176502831755,0.7966492293775082,0.5841088305413723,0.9904180141334291,0.026942336931824684,nan,1000.0,0.9822510822510823,1.0,10510,613,0,151,0.44627755880355835,nan,0.7853652864694596,nan,4.487417650283176,0.0,0.04644884594299208,0.0,30.65,105.1,4.487417650283176,8.881784197001252e-16,1.785,0.9286815589666608,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,100,4.5419237989440235,0.7967559793591499,0.5847672455012798,0.9952047952047953,0.02542188704798096,nan,1000.0,0.7704425204425205,1.0,10095,199,0,170,0.44795725376982437,nan,0.7121057039812991,nan,4.541923798944024,0.0,0.048159055234822175,0.0,10.473684210526315,100.95,4.541923798944024,8.881784197001252e-16,1.7999999999999998,0.9280602776087548,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,101,4.597640005893232,0.7967207300662994,0.5844470076262951,0.9987858884410609,0.026038105091588062,nan,1000.0,0.9975929549902153,1.0,10575,677,0,186,0.3998706178231673,nan,0.6718743335116993,nan,4.597640005893233,0.0,0.04345037771591898,0.0,30.772727272727273,105.75,4.597640005893233,8.881784197001252e-16,1.8150000000000002,0.9273816533208902,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,102,4.65460350628586,0.7968864810466766,0.5845049162209034,0.9989165763813651,0.02756233187392354,nan,1000.0,0.720679012345679,1.0,10577,683,0,230,0.39493247990806896,nan,0.6037820478280386,nan,4.654603506285859,0.0,0.04220199303583224,0.0,28.458333333333332,105.77,4.654603506285859,8.881784197001252e-16,1.83,0.9265037631858772,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,103,4.712853335395463,0.7966764779388904,0.5862053447961807,1.0,0.02627280098386109,nan,1000.0,0.9285714285714286,1.0,10618,719,0,215,0.42411184186736745,nan,0.6748124584555626,nan,4.712853335395464,0.0,0.04643757731921311,0.0,29.958333333333332,106.18,4.712853335395464,8.881784197001252e-16,1.845,0.9256804639472644,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,104,4.772430434556013,0.7967854772508144,0.5853528743982315,1.0,0.02715127347883853,nan,1000.0,1.0,1.0,10689,789,0,176,0.40639797530391,nan,0.702082254669883,nan,4.772430434556013,0.0,0.043979595773926086,0.0,35.86363636363637,106.89,4.772430434556013,0.0,1.8599999999999999,0.9250478722246767,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,105,4.833377763803692,0.7969227297604085,0.5850336666405201,0.9956439956439956,0.02692400262151894,nan,1000.0,0.9916333666333667,1.0,10542,644,0,182,0.39368125796318054,nan,0.651033530109807,nan,4.833377763803691,0.0,0.04096802693709412,0.0,33.89473684210526,105.42,4.833377763803691,8.881784197001252e-16,1.875,0.9243892166021497,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,106,4.895740421640309,0.7969534803926944,0.5855902300775051,0.9992000000000001,0.02738523910132547,nan,1000.0,0.9984126984126984,1.0,10535,636,0,231,0.35610806693633396,nan,0.600666455924511,nan,4.89574042164031,0.0,0.038852061495781416,0.0,26.5,105.35,4.89574042164031,8.881784197001252e-16,1.8900000000000001,0.9235589431104297,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,107,4.959565772364041,0.7973304788768292,0.5851121678948402,0.9966307649820492,0.026073500612064412,nan,1000.0,0.7641354372123603,1.0,10367,472,0,151,0.4242938851055346,nan,0.7007460343210321,nan,4.959565772364042,0.0,0.043858393736043444,0.0,24.842105263157894,103.67,4.959565772364042,8.881784197001252e-16,1.905,0.9230129392281932,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,108,5.024903581438015,0.7970722310245038,0.5865399983525276,0.9959192491855808,0.025356467502812546,nan,1000.0,0.8927951807228915,1.0,10448,552,0,124,0.473452079627249,nan,0.8231995271311866,nan,5.024903581438016,0.0,0.049070832387172345,0.0,30.666666666666668,104.48,5.024903581438016,8.881784197001252e-16,1.92,0.9225413129936074,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,109,5.09180615939299,0.7972102293372154,0.5861621321737767,0.9974995790181022,0.025140398266640576,nan,1000.0,0.7107484823150868,1.0,10766,876,0,414,0.38681363427277765,nan,0.5238753448833119,nan,5.0918061593929895,0.0,0.04372401143328724,0.0,26.545454545454547,107.66,5.0918061593929895,8.881784197001252e-16,1.935,0.921023173337128,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,110,5.16032851478683,0.7971784806251526,0.5870384040474892,1.0,0.025946444992361397,nan,1000.0,0.9090909090909091,1.0,10442,543,0,389,0.3523457831349866,nan,0.540503761891661,nan,5.160328514786829,0.0,0.04013526511843513,0.0,18.724137931034484,104.42,5.160328514786829,8.881784197001252e-16,1.95,0.9196544106817082,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,111,5.207853168736674,0.7969817295670509,0.5882559809088707,0.9786555380103767,0.02960669882595539,nan,1000.0,0.688568376068376,1.0,10402,509,0,151,0.40806720703840255,nan,0.7020294278860092,nan,5.207853168736674,0.0,0.043886096005924274,0.0,25.45,104.02,5.207853168736674,0.0,1.965,0.9190953806598884,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,112,5.252493593221522,0.7975149804353714,0.5870229759812355,0.999244142101285,0.02547612413764,nan,1000.0,0.8169533169533169,1.0,10345,448,0,77,0.4205110307250704,nan,0.8307277177061353,nan,5.252493593221523,0.0,0.03942565172426538,0.0,32.0,103.45,5.252493593221523,8.881784197001252e-16,1.98,0.9188602138461156,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,113,5.297900042856843,0.7975432331860065,0.5873000387847424,0.9978018135038592,0.026265908181667328,nan,1000.0,0.9293080054274084,1.0,10535,638,0,237,0.33865253925323485,nan,0.5781988620758056,nan,5.297900042856844,0.0,0.039660614608855844,0.0,25.52,105.35,5.297900042856844,8.881784197001252e-16,1.995,0.9180308133086775,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.797399480342865,0.587793364226818,0.9968253968253968,0.024937599365200316,nan,1000.0,0.877005347593583,1.0,10799,902,0,155,0.4201731766973223,nan,0.6654042828650701,nan,5.3440873908831055,0.0,0.03904695511321747,0.0,42.95238095238095,107.99,5.3440873908831055,8.881784197001252e-16,2.01,0.9174998372003061,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.7976659782230854,0.5878392767906189,1.0,0.025446803774684668,nan,1000.0,1.0,1.0,10507,607,0,152,0.3545498177409172,nan,0.6394171237945556,nan,5.3910709426356425,0.0,0.03683245662148481,0.0,30.35,105.07,5.3910709426356425,1.7763568394002505e-15,2.025,0.916966370850402,nan
