algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,V_agg_norm_honest,V_agg_norm_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_n_honest,eps_n_attacker,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.79757797986269,0.5881362642347813,0.9935550809442368,0.025337261720918693,nan,1000.0,0.6788060897435897,1.0,10393,503,0,300,0.3552793241464175,nan,0.5401728852437093,nan,5.438866451018773,0.0,0.03880610793292573,0.0,19.346153846153847,103.93,5.438866451018773,8.881784197001252e-16,2.04,0.9159526791733695,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.7976272289454936,0.588695555627346,0.9993243243243244,0.025050693246371606,nan,1000.0,0.7262952101661779,1.0,10363,467,0,106,0.49381766775075125,nan,0.8164729931775261,nan,5.487490132582891,0.0,0.04228522145691795,0.0,27.470588235294116,103.63,5.487490132582891,8.881784197001252e-16,2.055,0.9155369581194708,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,118,5.536958684228259,0.7976844799518585,0.589017229527235,0.9949999999999999,0.02422111719075976,nan,1000.0,0.9004329004329005,1.0,10492,595,0,375,0.3209699268998771,nan,0.48814165489426975,nan,5.536958684228259,0.0,0.03595217003747947,0.0,20.517241379310345,104.92,5.536958684228259,0.0,2.07,0.9143319785365795,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,119,5.5872893005602045,0.797550226598978,0.5894149999320507,0.9977272727272728,0.02534692446616563,nan,1000.0,0.8849206349206349,1.0,10151,253,0,238,0.361968686634844,nan,0.5524313097650354,nan,5.587289300560204,0.0,0.04080695919174199,0.0,11.5,101.51,5.587289300560204,8.881784197001252e-16,2.085,0.9134614039848351,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,120,5.638499691921221,0.7975699786841869,0.5904529014229775,1.0,0.025006421340199616,nan,1000.0,1.0,1.0,10708,808,0,256,0.35277790977404666,nan,0.5652409814871274,nan,5.63849969192122,0.0,0.037236683907517734,0.0,31.076923076923077,107.08,5.63849969192122,8.881784197001252e-16,2.1,0.912580168520243,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,121,5.690608103126535,0.797674729079008,0.5904562996327877,0.9967532467532468,0.024687254801392555,nan,1000.0,0.9109195402298851,1.0,10564,667,0,219,0.3297405404349168,nan,0.5774104235072931,nan,5.690608103126535,0.0,0.03547103395363147,0.0,27.791666666666668,105.64,5.690608103126535,0.0,2.115,0.9118753876882931,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,122,5.743633332930533,0.79786047950387,0.5909301339089871,0.9818028772574228,0.023950724225295216,nan,1000.0,0.8946364018495166,1.0,10538,642,0,124,0.3786490528207076,nan,0.6704713451234918,nan,5.743633332930534,0.0,0.03890900811507417,0.0,33.78947368421053,105.38,5.743633332930534,8.881784197001252e-16,2.13,0.9114348728331702,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,123,5.797594754252546,0.7977172295749188,0.5912287385761738,1.0,0.02375415510808428,nan,1000.0,1.0,1.0,10120,220,0,66,0.3669310087958972,nan,0.6791443278392156,nan,5.797594754252544,0.0,0.03302880187737424,0.0,18.333333333333332,101.2,5.797594754252544,1.7763568394002505e-15,2.145,0.9112172174003081,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,124,5.852512335191406,0.7978707318007946,0.5916230988502502,1.0,0.025288750184699893,nan,1000.0,0.9090909090909091,1.0,10372,473,0,105,0.36524141393601894,nan,0.643298614770174,nan,5.852512335191407,0.0,0.035995139930221035,0.0,29.5625,103.72,5.852512335191407,8.881784197001252e-16,2.16,0.9108191498036825,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,125,5.908406660859312,0.7976464805006981,0.5923192436993122,0.9976689976689976,0.02599046060017177,nan,1000.0,0.995475113122172,1.0,10569,670,0,161,0.3624941138994126,nan,0.6143156644843873,nan,5.9084066608593115,0.0,0.03635886716903585,0.0,31.904761904761905,105.69,5.9084066608593115,8.881784197001252e-16,2.175,0.9102461090135647,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,126,5.9652989560665395,0.7978897273540497,0.5921838122606278,1.0,0.022389869563854657,nan,1000.0,1.0,1.0,10335,435,0,60,0.39170406185663664,nan,0.8006755938896766,nan,5.965298956066539,0.0,0.036275156998240625,0.0,33.46153846153846,103.35,5.965298956066539,8.881784197001252e-16,2.19,0.9100363435931805,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,127,6.023211108889667,0.7978414800763131,0.5929817813634872,0.9991928974979822,0.024353027240269713,nan,1000.0,0.7765293383270911,1.0,10300,404,0,142,0.37763892942004734,nan,0.6582705643441942,nan,6.023211108889668,0.0,0.03735030424821376,0.0,22.444444444444443,103.0,6.023211108889668,8.881784197001252e-16,2.205,0.9095312656688906,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,128,6.0821656951570935,0.7979169802367687,0.593174923658371,1.0,0.023718507091204325,nan,1000.0,1.0,1.0,10321,421,0,90,0.3840589940547943,nan,0.6948493778705597,nan,6.0821656951570935,0.0,0.03454061620733278,0.0,28.066666666666666,103.21,6.0821656951570935,0.0,2.22,0.9091888955345253,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,129,6.142186003886753,0.7978569789230824,0.5938265724480152,1.0,0.026074251625686884,nan,1000.0,0.9375,1.0,10729,830,0,317,0.29583993394459995,nan,0.48557389101811815,nan,6.142186003886752,0.0,0.034885772412043846,0.0,29.642857142857142,107.29,6.142186003886752,8.881784197001252e-16,2.235,0.9080229011186789,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,130,6.203296063712107,0.7978769788146018,0.5942491985857487,1.0,0.024308259249664843,nan,1000.0,1.0,1.0,10469,569,0,94,0.35041163861751556,nan,0.646810207515955,nan,6.2032960637121075,0.0,0.033580292273774036,0.0,35.5625,104.69,6.2032960637121075,8.881784197001252e-16,2.25,0.9077065937853389,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,131,6.26552067033368,0.7979662294685841,0.5946051022410392,1.0,0.02366183779668063,nan,1000.0,1.0,1.0,10267,367,0,106,0.3419872000813484,nan,0.622481981292367,nan,6.2655206703336805,0.0,0.03223846353586802,0.0,22.9375,102.67,6.2655206703336805,8.881784197001252e-16,2.265,0.9073552518894673,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,132,6.328885415034608,0.7979259803891182,0.5949857707321644,0.9996391194514616,0.025290265229755436,nan,1000.0,0.9992826398852224,1.0,10768,869,0,349,0.3174132792086437,nan,0.4507544718939683,nan,6.328885415034606,0.0,0.03371831852482764,0.0,29.96551724137931,107.68,6.328885415034606,1.7763568394002505e-15,2.2800000000000002,0.9061551570644237,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,133,6.393416714299886,0.7979064795374871,0.5957214410603047,0.9991150442477876,0.02370486306873235,nan,1000.0,0.8318713450292398,1.0,10349,452,0,195,0.3058299164880406,nan,0.5303077033974908,nan,6.393416714299888,0.0,0.03342069312020376,0.0,20.545454545454547,103.49,6.393416714299888,1.7763568394002505e-15,2.295,0.9055317688798471,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,134,6.459141840580268,0.7979972295463085,0.5960542680323124,1.0,0.022619210085586497,nan,1000.0,1.0,1.0,10441,541,0,132,0.34132567989198787,nan,0.6046269724243566,nan,6.459141840580269,0.0,0.034030426919412944,0.0,28.473684210526315,104.41,6.459141840580269,8.881784197001252e-16,2.31,0.9050687106535573,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,135,6.526088954243005,0.7979944807291031,0.5967010655999183,0.9971509971509972,0.023088947217911483,nan,1000.0,0.9944444444444444,1.0,10499,600,0,151,0.3146984688937664,nan,0.5836181089282035,nan,6.526088954243007,0.0,0.0314794374344201,0.0,30.0,104.99,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.9046011693462888,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,136,6.594287136752883,0.7979797305166721,0.5967818666994572,0.999231950844854,0.023514310221957123,nan,1000.0,0.8222778473091364,1.0,10586,690,0,258,0.2987369486819143,nan,0.4935603543468144,nan,6.594287136752883,0.0,0.031613556313409286,0.0,30.0,105.86,6.594287136752883,0.0,2.3400000000000003,0.9037062327067215,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,137,6.663766425128326,0.7979994800686836,0.597385850250721,1.0,0.02470759731595931,nan,1000.0,0.8571428571428571,1.0,10697,799,0,192,0.3302273594814798,nan,0.560267158176588,nan,6.663766425128329,0.0,0.032933853814218865,0.0,34.73913043478261,106.97,6.663766425128329,2.6645352591003757e-15,2.355,0.9031710049674421,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,138,6.734557847718581,0.7980812291800976,0.5980107283592224,0.9915325905181186,0.024281597696244717,nan,1000.0,0.8432950213052254,1.0,10397,503,0,148,0.33526975810527804,nan,0.5692091405391693,nan,6.734557847718581,0.0,0.03326259028133979,0.0,25.15,103.97,6.734557847718581,0.0,2.37,0.9027024204519455,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,139,6.80669346134933,0.7980577285587788,0.5982606819272042,0.9958039696749356,0.025003924551937316,nan,1000.0,0.9366621559017871,1.0,10696,802,0,288,0.29905745663024763,nan,0.49752891725964016,nan,6.8066934613493295,0.0,0.03405067347228851,0.0,29.703703703703702,106.96,6.8066934613493295,8.881784197001252e-16,2.385,0.9017389451736288,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,140,6.880206389885328,0.7980609790980816,0.5990892891585827,1.0,0.02271619573649433,nan,1000.0,1.0,1.0,10475,575,0,124,0.33575408160686493,nan,0.6147033224503199,nan,6.88020638988533,0.0,0.030879303562548626,0.0,31.944444444444443,104.75,6.88020638988533,1.7763568394002505e-15,2.4,0.9012919460211822,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,141,6.95513086425999,0.7980547307431698,0.5993933871388435,1.0,0.02363044565374201,nan,1000.0,1.0,1.0,10275,375,0,212,0.2865712202408097,nan,0.4733063700524243,nan,6.955130864259989,0.0,0.030477269852757147,0.0,17.045454545454547,102.75,6.955130864259989,8.881784197001252e-16,2.415,0.900566436956871,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,142,7.031502264023105,0.7981539799273014,0.5998189686238766,0.9956709956709957,0.02216820377442572,nan,1000.0,0.9917355371900828,1.0,10320,421,0,129,0.2837819109360377,nan,0.5170803897910647,nan,7.031502264023104,0.0,0.029368891909358825,0.0,23.38888888888889,103.2,7.031502264023104,8.881784197001252e-16,2.43,0.9001455620879059,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,143,7.109357160459109,0.7980979783833027,0.6004639652371406,1.0,0.02358441748138931,nan,1000.0,1.0,1.0,10461,561,0,124,0.33799995647536385,nan,0.5560333066516452,nan,7.10935716045911,0.0,0.031080575200712644,0.0,31.166666666666668,104.61,7.10935716045911,8.881784197001252e-16,2.445,0.8996891150279335,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,144,7.188733361329623,0.7979899804294109,0.601352750658989,1.0,0.02269665886544519,nan,1000.0,1.0,1.0,10620,720,0,108,0.3498169862561756,nan,0.6192471070422066,nan,7.188733361329623,0.0,0.03377522817927632,0.0,40.0,106.2,7.188733361329623,0.0,2.4599999999999995,0.8993232037719755,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,145,7.269669957295138,0.7981079812347889,0.6015572503209115,0.9986013986013986,0.023423916039367516,nan,1000.0,0.8438228438228438,1.0,10475,578,0,241,0.27599678312738735,nan,0.45860397070646286,nan,7.269669957295137,0.0,0.02959910228661781,0.0,24.083333333333332,104.75,7.269669957295137,8.881784197001252e-16,2.475,0.8985774144939009,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,146,7.352207370071938,0.7981612302362919,0.6020719683170319,1.0,0.023578972725028343,nan,1000.0,1.0,1.0,10383,483,0,210,0.2997758842327378,nan,0.49795527485283936,nan,7.352207370071938,0.0,0.030710584469962113,0.0,21.954545454545453,103.83,7.352207370071938,0.0,2.49,0.8978630072903979,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,147,7.436387402381476,0.7981384804844857,0.6022394521534443,1.0,0.02348650970424597,nan,1000.0,1.0,1.0,10726,826,0,260,0.2769153324457315,nan,0.45082990252054655,nan,7.436387402381474,0.0,0.029774146826033594,0.0,31.76923076923077,107.26,7.436387402381474,2.6645352591003757e-15,2.5050000000000003,0.8969558661131479,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,148,7.522253289750495,0.7980794793367386,0.6031377182900906,1.0,0.02336031522013639,nan,1000.0,0.9230769230769231,1.0,10654,755,0,115,0.33944248212011235,nan,0.5821012415383992,nan,7.522253289750495,0.0,0.030858465960406815,0.0,39.73684210526316,106.54,7.522253289750495,0.0,2.52,0.8966077349073444,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,149,7.609849754221228,0.7981082297861576,0.6037448093295097,1.0,0.02363306237384677,nan,1000.0,1.0,1.0,10482,582,0,152,0.28748693913221357,nan,0.5114183157682419,nan,7.609849754221229,0.0,0.029362954741870395,0.0,29.1,104.82,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.8960980019954957,nan
