algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,krum_score_honest,krum_score_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.730282185782017,0.8386506464083989,0.5874471890926362,0.8276283013367194,5.740421590350923,162.8671375465393,1000.0,0.5687018144682876,1.0,30677,822,21,196,36.13166055225191,63.49965005874634,151.2054159981864,0.0,0.6703536991315118,0.0,5085.092440353183,0.0,0.6703536991315118,0.0,3.6744008791359786,0.0,0.6876476917948041,0.0,151.2054159981864,0.0,3.6744008791359786,1.1114318614848568,0.6876476917948041,0.6703536991315118,10.584379119873047,355.95647082472277
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.730282185782017,0.8405166441202163,0.5799291074275971,0.9910209066971225,4.762015912267897,164.36975403785706,1000.0,0.4365726227795193,1.0,30096,262,121,83,46.340719858805336,79.42195625305176,153.72225443522134,0.0,0.6808421576084069,0.0,4781.892706950414,0.0,0.6808421576084069,0.0,3.7097039076515905,0.0,0.6705421970950233,0.0,153.72225443522134,0.0,3.7097039076515905,1.1041264398631392,0.6705421970950233,0.6808421576084069,4.611667633056641,143.45678120851244
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.730282185782017,0.8411579781770706,0.5790653129418691,0.9396491228070175,6.108128488063812,173.83436020851136,1000.0,0.3331326929218977,1.0,29875,155,172,30,50.821524143218994,598.5538712692261,151.45155715942383,0.0,0.6698899338969744,0.0,4857.494101731643,0.0,0.6698899338969744,0.0,3.7401338086317386,0.0,0.6510073319077492,0.0,151.45155715942383,0.0,3.7401338086317386,1.109105002545964,0.6510073319077492,0.6698899338969744,4.038708190917969,129.53317604617715
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,5.952188591327961,0.8408973119656244,0.5807548354069392,0.787686454678126,5.548028135299683,232.36522468566895,1000.0,0.5744740556609815,1.0,30036,279,145,60,40.46278381347656,2721.7164191627503,145.70723876953124,0.0,0.6467117505627574,0.0,4882.737442276197,0.0,0.6467117505627574,0.0,3.775686169694445,0.0,0.6948247671127319,0.0,145.70723876953124,0.0,3.775686169694445,1.1231264446713534,0.6948247671127319,0.6467117505627574,4.856907958984375,162.75791474253987
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,5.952188591327961,0.8406973115603129,0.5844291496276856,0.9483229383363231,5.744752963383992,446.2762894153595,1000.0,0.48340478211695687,1.0,30376,504,65,145,35.76213035583496,2241.2480710315704,148.1585713704427,0.0,0.6561467631454388,0.0,5384.221690388816,0.0,0.6561467631454388,0.0,3.8340079124017286,0.0,0.6600496073563894,0.0,148.1585713704427,0.0,3.8340079124017286,1.1388979677619877,0.6600496073563894,0.6561467631454388,7.407928568522135,269.21108451944076
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,5.952188591327961,0.8391723134120306,0.595036963224411,0.9116005658437584,5.6049575209617615,583.9380917263031,1000.0,0.5050605994744385,1.0,30459,667,59,157,28.079932022094727,596.5624345779419,149.23877868652343,0.0,0.6620553310381476,0.0,4712.730317560408,0.0,0.6620553310381476,0.0,3.9099886407383733,0.0,0.6292662382125854,0.0,149.23877868652343,0.0,3.9099886407383733,1.1518002810424386,0.6292662382125854,0.6620553310381476,9.949251912434896,314.18202117069393
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,5.952188591327961,0.8392919792731603,0.5965337410569191,0.8757332709542298,5.276668779055277,617.3467900657654,1000.0,0.6897126162369536,1.0,30515,594,31,180,22.656391398111978,176.15475584983827,149.34810587565104,0.0,0.6622448343801204,0.0,5094.099432289887,0.0,0.6622448343801204,0.0,3.972356599813993,0.0,0.6291802942752838,0.0,149.34810587565104,0.0,3.972356599813993,1.1367138567842048,0.6291802942752838,0.6622448343801204,7.467405293782552,254.70497161449438
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,5.952188591327961,0.838508979678154,0.602814251879851,0.923122838399464,5.46861207485199,633.2469333362579,1000.0,0.5575651738002408,1.0,30402,478,42,170,21.583677291870117,231.16111917495726,150.05553109305245,0.0,0.6646828284044533,0.0,5077.924327233631,0.0,0.6646828284044533,0.0,4.018144950855432,0.0,0.6182087691766875,0.0,150.05553109305245,0.0,4.018144950855432,1.1490926234197902,0.6182087691766875,0.6646828284044533,7.002591451009114,236.96980193756937
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,5.96769429129071,0.8378313116232554,0.6094928480188052,0.9105940148530953,5.944502025842667,646.8045687580109,1000.0,0.5331547332222976,1.0,30426,561,63,150,44.462026596069336,3661.9440526771546,140.792160987854,0.0,0.6246593837463427,0.0,4281.95498594257,0.0,0.6246593837463427,0.0,4.087297243531805,0.0,0.7039878591895103,0.0,140.792160987854,0.0,4.087297243531805,1.1510505232840076,0.7039878591895103,0.6246593837463427,7.508915252685547,228.37093258360372
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,5.96769429129071,0.8370933133363724,0.6161504728595416,0.8897288577412716,5.747821653590483,863.8743987751008,1000.0,0.33499149366565073,1.0,30120,435,121,92,38.60459540872013,1967.748741455078,142.79004714068245,0.0,0.6332207980505782,0.0,4740.021070720246,0.0,0.6332207980505782,0.0,4.1505888308999515,0.0,0.6450077382957234,0.0,142.79004714068245,0.0,4.1505888308999515,1.1620069487008435,0.6450077382957234,0.6332207980505782,8.091436004638672,268.60119400748056
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,5.96769429129071,0.8381556445360183,0.6143751012285551,0.959859269311149,5.744228016246449,985.8480771827698,1000.0,0.7565467275087027,1.0,30496,473,17,188,49.04537651755593,122.64355186462403,137.75622003728694,0.0,0.6118598941859742,0.0,4307.988087720794,0.0,0.6118598941859742,0.0,4.184862118573899,0.0,0.6932408918033947,0.0,137.75622003728694,0.0,4.184862118573899,1.1779950772044787,0.6932408918033947,0.6118598941859742,5.051061401367187,157.9595632164291
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,5.96769429129071,0.8368456451098124,0.621551851828893,0.7884053777750833,5.520413130521774,993.44286485672,1000.0,0.5574541924904984,1.0,30272,514,103,109,39.826303482055664,7244.858348464966,138.93846797943115,0.0,0.6157868537451688,0.0,5095.650743413813,0.0,0.6157868537451688,0.0,4.252971714461821,0.0,0.6985105462372303,0.0,138.93846797943115,0.0,4.252971714461821,1.1653179872470758,0.6985105462372303,0.6157868537451688,7.410051625569661,271.7680396487367
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,5.96769429129071,0.8364223116636276,0.6272987956802051,0.8482516425550699,5.575881332159042,1614.4509940242767,1000.0,0.47545636308360695,1.0,30292,494,81,131,35.35875105857849,3630.935723991394,139.16193294525146,0.0,0.617046976772603,0.0,5340.2214320385465,0.0,0.617046976772603,0.0,4.30716067032721,0.0,0.6673947740346193,0.0,139.16193294525146,0.0,4.30716067032721,1.1758963275916736,0.6673947740346193,0.617046976772603,7.4219697570800784,284.8118097087225
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,5.96769429129071,0.8361769785483678,0.6288670631249745,0.8918182969169296,5.7813421828406195,1924.85848320961,1000.0,0.7124433007272729,1.0,30493,541,36,174,41.788072313581196,371.65309999465944,139.43766893659318,0.0,0.6177409707145056,0.0,5633.349797168774,0.0,0.6177409707145056,0.0,4.355934708288992,0.0,0.6596261731215886,0.0,139.43766893659318,0.0,4.355934708288992,1.1778028092256847,0.6596261731215886,0.6177409707145056,6.507091217041015,262.88965720120945
