algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_rejected_honest,n_rejected_attacker,eps_n_honest,eps_n_attacker,V_agg_norm_honest,V_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.8835463112592697,0.39087322215239206,0.9980506822612085,0.024169237166643143,21311.089060058595,1000.0,0.9961685823754789,1.0,30356,457,0,243,22.85,151.78,2.5228955996813522,0.0,0.5092837452888489,6630.425125732422,0.06644515324717079,0.0,0.7124482154846191,14917.762058105469,2.5228955996813522,4.440892098500626e-16,1.155,0.959057916792806,0.5517472486255727
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.8838553114732106,0.38935924897591273,0.9989070592553322,0.024245870144416887,108531.7387890625,1000.0,0.8731022267206477,1.0,30685,790,0,301,32.916666666666664,153.425,2.5710493373515253,0.0,0.5640347748994827,33797.417875976564,0.080438144479623,0.0,0.8702129100759824,75972.21565429687,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.957322384534858,0.5216941622281085
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.8841809775431951,0.3882136849562327,0.9974603174603174,0.023774382099509238,553768.030234375,1000.0,0.8954816285998014,1.0,30343,446,0,113,29.733333333333334,151.715,2.6207790369856485,0.0,0.658837745587031,172353.8454296875,0.07051639807289084,0.0,0.9846486290295918,387637.615546875,2.6207790369856485,4.440892098500626e-16,1.185,0.9566372751581694,0.5108681548035454
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.8843353106578191,0.38748576839764914,0.9973644206896556,0.02377219560245673,2797868.9571875,1000.0,0.994772067871483,1.0,30367,470,0,67,39.166666666666664,151.835,2.672174193730253,0.0,0.681375707189242,871630.7790625,0.07613776993279744,0.0,1.2954108913739522,1958508.22375,2.672174193730253,0.0,1.2,0.9562595795475415,0.5019743042119232
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.8844639792044957,0.38693876266479493,0.996296360406381,0.023580425651744008,14247041.7325,1000.0,0.812211106278092,1.0,30272,378,0,152,23.625,151.36,2.725334547975326,0.0,0.5679391026496887,4435235.77375,0.07128689516229428,0.0,0.8366148509085178,9972929.02,2.725334547975326,4.440892098500626e-16,1.215,0.9553641146561352,0.48745762027495576
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.8843246426184972,0.38674333930015564,0.9992592592592592,0.023763757781125605,71822396.14,1000.0,0.7680995475113122,1.0,30492,596,0,124,37.25,152.46,2.78037165393135,0.0,0.45647506788372993,22381345.4875,0.06303757837456708,0.0,0.8480851277709007,50275676.13,2.78037165393135,4.440892098500626e-16,1.2299999999999998,0.9546508660149297,0.467825885048647
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.8845806445678075,0.38603144307931264,0.9907003520370116,0.02357941424768222,366158305.04,1000.0,0.8513736263736262,1.0,30541,647,0,182,34.05263157894737,152.705,2.837410719872669,0.0,0.6284782164975217,113979452.68,0.07425201958772783,0.0,0.9220806203390423,256310810.16,2.837410719872669,4.440892098500626e-16,1.245,0.9536338426385549,0.45028479009703404
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.8846409777800243,0.3856643829743067,0.9888899996786914,0.022814951423141692,1837958606.08,1000.0,0.9788503501507253,1.0,30908,1023,0,139,56.833333333333336,154.54,2.879731780085795,0.0,0.5748659571011862,573012603.6,0.07651524775104063,0.0,0.9866509073310428,1286570992.8,2.879731780085795,4.440892098500626e-16,1.26,0.9528542462146816,0.4259053398432112
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.8843333115180333,0.38614155381917953,0.9995698924731183,0.022520496166850392,9367561808.64,1000.0,0.9991452991452991,1.0,30634,735,0,179,38.68421052631579,153.17,2.9146882802902807,0.0,0.40524399280548096,2916642076.8,0.04899007774233306,0.0,0.6974265795004996,6557293171.2,2.9146882802902807,4.440892098500626e-16,1.275,0.9518892948644683,0.41090021010090416
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.88467831214269,0.3851781686147054,1.0,0.02286420646123588,47033306465.28,1000.0,1.0,1.0,30454,554,0,138,34.625,152.27,2.9504496656185597,0.0,0.4390743859112263,14665350184.96,0.054009235301861656,0.0,0.8135889992117882,32923313704.96,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.9511451510688156,0.4010450760292762
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.8849209785461426,0.3843431144952774,0.973952258295537,0.021750266011804343,239475918356.48,1000.0,0.7173513104838709,1.0,30454,564,0,212,28.2,152.27,2.9870369056922645,0.0,0.40419501438736916,74581511731.2,0.057380638949363405,0.0,0.6634448915719986,167633139671.04,2.9870369056922645,0.0,1.305,0.9499182186273379,0.3842772766280812
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.8845289774735768,0.3852325917283694,0.9930426716141002,0.022329736146188918,1205344945930.24,1000.0,0.8312280701754385,1.0,30698,807,0,211,38.42857142857143,153.49,3.0244720059477888,0.0,0.4568666758991423,375790369873.92,0.0618097257956414,0.0,0.7621960526420957,843741440737.28,3.0244720059477888,0.0,1.32,0.9487562245485861,0.3614336582706145
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.8850499747196833,0.3836198588212331,1.0,0.02218064417441686,6130851591618.56,1000.0,1.0,1.0,30217,317,0,28,35.22222222222222,151.085,3.062778081137313,0.0,0.46741389897134566,1909592802263.04,0.042331469602651696,0.0,0.9209565012198355,4291596052725.76,3.062778081137313,8.881784197001252e-16,1.335,0.9486007261206191,0.35357303469074425
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.8850939786434173,0.38332710216442745,1.0,0.02255507232621312,30818381935411.2,1000.0,0.6,1.0,30047,149,0,36,18.625,150.235,3.1019794351188676,0.0,0.7054541781544685,9610017682227.2,0.0728168409620969,0.0,1.2752743661403656,21572866822635.52,3.1019794351188676,0.0,1.3499999999999999,0.9484074259591817,0.35136332212398097
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.8851786456505457,0.38314144521951676,0.9988317757009346,0.022704764269292355,157082330689699.84,1000.0,0.8868312757201645,1.0,30181,283,0,56,28.3,150.905,3.142101647529123,0.0,0.5476193577051163,48920796505047.04,0.05157704445474912,0.0,0.9354567468166352,109957629324820.48,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9481089855920299,0.3456989487877214
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.8850716449817022,0.3833724403381348,0.9991721854304636,0.021129878610372542,789693630712381.5,1000.0,0.8874269005847952,1.0,30441,543,0,106,36.2,152.205,3.1831716679912256,0.0,0.5572902540365855,246245105483120.62,0.061555698489443894,0.0,0.9258570472399393,552785530543144.94,3.1831716679912256,4.440892098500626e-16,1.38,0.9475422119427981,0.32981937094983166
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.8852729779481888,0.3826930541793505,0.9974808324205915,0.02103732815012336,4021793934740029.5,1000.0,0.852891156462585,1.0,30518,622,0,202,31.1,152.59,3.2252179185744145,0.0,0.46788508743047713,1252578418533335.0,0.05603328308349802,0.0,0.7410728096961975,2815255698147901.5,3.2252179185744145,4.440892098500626e-16,1.395,0.946451818966507,0.31614278510184457
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.8853239786624908,0.38244844595591226,0.9969496166244581,0.020867683490117393,2.0241638865334436e+16,1000.0,0.9230285622000738,1.0,30546,650,0,124,43.333333333333336,152.73,3.268270405292838,0.0,0.5360917905966441,6310780920806769.0,0.059590790484204306,0.0,1.0256704131762187,1.4169147022392688e+16,3.268270405292838,4.440892098500626e-16,1.41,0.9457569766253746,0.30287499959657044
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.8853556454181671,0.3824394190311432,0.9937878188735613,0.02110776025801897,1.030891122548382e+17,1000.0,0.8889949046945874,1.0,30444,550,0,98,39.285714285714285,152.22,3.3123608395086923,0.0,0.7216682987553733,3.2104871238995804e+16,0.05587644317578054,0.0,0.8897886148520878,7.216237687328474e+16,3.3123608395086923,0.0,1.425,0.9452167592261618,0.2939467911922492
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.8853473085165023,0.38240103602409364,0.9993548387096775,0.02028956264257431,5.175666827565256e+17,1000.0,0.9079254079254079,1.0,30489,591,0,120,36.9375,152.445,3.357522770189856,0.0,0.41406239196658134,1.6139957812368243e+17,0.04320337036069598,0.0,0.7251457832753658,3.622966698722093e+17,3.357522770189856,0.0,1.4400000000000002,0.94463587692881,0.2848085098591377
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,77,3.4037917280656296,0.8854323101043701,0.3820776344339053,0.988045173938949,0.02035569684470401,2.6324308311888886e+18,1000.0,0.621800670308133,1.0,30241,351,0,176,20.647058823529413,151.205,3.40379172806563,0.0,0.5014635359539705,8.200235432232668e+17,0.057385418503512205,0.0,0.7061204209047205,1.8427015416313283e+18,3.40379172806563,4.440892098500626e-16,1.4549999999999998,0.943676561484941,0.27936988118538836
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,78,3.4512053828263247,0.8853766455252965,0.3821308699250221,0.9980747685824795,0.019790472632104702,inf,1000.0,0.9961720757434411,1.0,30513,616,0,45,56.0,152.565,3.4512053828263243,0.0,0.4797467210076072,4.1272521209388887e+18,0.04473878908115714,0.0,0.9567434245889838,9.264126051064805e+18,3.4512053828263243,4.440892098500626e-16,1.47,0.9434759353193712,0.27212501705754943
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,79,3.499803714624289,0.8854653100172679,0.381894320944945,1.0,0.020055049448274076,nan,1000.0,1.0,1.0,30375,475,0,148,29.6875,151.875,3.499803714624289,0.0,0.4072536677122116,nan,0.04536487742716762,0.0,0.66153784096241,nan,3.499803714624289,0.0,1.485,0.9426695692511476,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,80,3.549629201256186,0.8855583117405573,0.38167166550954185,0.9987012987012986,0.01958947954699397,nan,1000.0,0.9067599067599068,1.0,30373,475,0,150,29.6875,151.865,3.549629201256186,0.0,0.39101748168468475,nan,0.04640430948551027,0.0,0.6812955681234598,nan,3.549629201256186,0.0,1.5,0.9418747957065549,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,81,3.600727022539671,0.885521643559138,0.3817734771966934,0.9994331065759637,0.019048052972980907,nan,1000.0,0.922037422037422,1.0,30529,631,0,84,45.07142857142857,152.645,3.6007270225396715,0.0,0.5324400812387466,nan,0.05665486654695236,0.0,0.9518988643373761,nan,3.6007270225396715,4.440892098500626e-16,1.515,0.9414059360713086,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,82,3.653145283543021,0.88556897799174,0.3816697814067205,1.0,0.019530221447348596,nan,1000.0,1.0,1.0,30012,112,0,12,22.4,150.06,3.653145283543021,0.0,0.5641253471374512,nan,0.0448502708922236,0.0,1.1812833309173585,nan,3.653145283543021,0.0,1.53,0.9413344871894431,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,83,3.706935258484402,0.8856779779990515,0.3814797028899193,0.9968069039913701,0.01903646948436896,nan,1000.0,0.8281075808249722,1.0,30394,499,0,109,33.266666666666666,151.97,3.7069352584844024,0.0,0.46293426553408307,nan,0.04810680829991475,0.0,0.7326037844022115,nan,3.7069352584844024,4.440892098500626e-16,1.5450000000000002,0.9407871408323458,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,84,3.7621516572892535,0.8853553110361099,0.38253746956586837,1.0,0.018976164449538504,nan,1000.0,1.0,1.0,30661,761,0,86,54.357142857142854,153.305,3.762151657289253,0.0,0.4932935727494104,nan,0.04536906608206791,0.0,0.7692347977842603,nan,3.762151657289253,4.440892098500626e-16,1.56,0.9403406998864811,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,85,3.818852916980401,0.8856919781366984,0.38161356618007025,0.9934426229508198,0.018898751431455214,nan,1000.0,0.6169354838709677,1.0,30150,257,0,91,21.416666666666668,150.75,3.818852916980401,0.0,0.6321951821446419,nan,0.055074866162707424,0.0,0.6077011457333962,nan,3.818852916980401,0.0,1.575,0.9398304051607275,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,86,3.874737541093223,0.8857003114620845,0.38161385655403135,1.0,0.018204342743212528,nan,1000.0,1.0,1.0,30299,399,0,56,36.27272727272727,151.495,3.874737541093224,0.0,0.4468977072022178,nan,0.038425689284687474,0.0,0.780605207790028,nan,3.874737541093224,8.881784197001252e-16,1.5899999999999999,0.939570964288538,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,87,3.916240373005058,0.885760310292244,0.38158519327640533,0.9887060246545024,0.01855384490706704,nan,1000.0,0.8896413475833647,1.0,30388,494,0,44,44.90909090909091,151.94,3.916240373005059,0.0,0.6215702403675426,nan,0.05888299395506371,0.0,0.9788834886117415,nan,3.916240373005059,8.881784197001252e-16,1.6050000000000002,0.9392943305323039,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,88,3.958594794875645,0.8858003107706706,0.38154968867699307,0.9955808989907071,0.017962813191115857,nan,1000.0,0.7434341755319149,1.0,30189,294,0,47,29.4,150.945,3.9585947948756446,0.0,0.4559661835432053,nan,0.04105992826518595,0.0,0.8263999402523041,nan,3.9585947948756446,4.440892098500626e-16,1.62,0.9390371398958726,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,89,4.00182186932881,0.8858116459846497,0.38162558794021606,0.9904488830345843,0.017628005920694426,nan,1000.0,0.9813961767187522,1.0,30475,583,0,68,44.84615384615385,152.375,4.00182186932881,0.0,0.5020854954536145,nan,0.05475953998470759,0.0,0.8471707976781405,nan,4.00182186932881,0.0,1.635,0.938642530978153,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,90,4.045943537463281,0.8858123073975245,0.3816629076997439,0.9890360210464761,0.017756430189246716,nan,1000.0,0.9216314348980181,1.0,30680,789,0,267,34.30434782608695,153.4,4.045943537463281,0.0,0.4021413864000984,nan,0.04467341312061466,0.0,0.5167112415251525,nan,4.045943537463281,0.0,1.65,0.9371926385250477,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,91,4.090982666874294,0.8857883111635844,0.3818058515588442,1.0,0.018471177108585833,nan,1000.0,1.0,1.0,30129,229,0,52,22.9,150.645,4.090982666874294,0.0,0.6687387555837632,nan,0.057293879022559224,0.0,1.080058753490448,nan,4.090982666874294,0.0,1.6649999999999998,0.936894734747115,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,92,4.136963102650078,0.8858309789498647,0.38182704846064247,0.9933461711742254,0.01745780324563384,nan,1000.0,0.7177446859466837,1.0,30284,393,0,147,24.5625,151.42,4.136963102650079,0.0,0.4397153537720442,nan,0.04278399387214929,0.0,0.6085251960903406,nan,4.136963102650079,8.881784197001252e-16,1.6800000000000002,0.9361049364290789,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,93,4.183909721536838,0.8858293082316716,0.3818844359119733,0.9983606557377049,0.01745517842937261,nan,1000.0,0.7667493796526055,1.0,30408,513,0,121,32.0625,152.04,4.183909721536838,0.0,0.3736787810921669,nan,0.038261661648744776,0.0,0.6012522131204605,nan,4.183909721536838,0.0,1.695,0.9355170819253996,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,94,4.231848489478358,0.8858523110548655,0.3819348269701004,0.9957509591583976,0.017322664403102615,nan,1000.0,0.9915941679632428,1.0,30316,419,0,51,38.09090909090909,151.58,4.231848489478359,0.0,0.38991913199424744,nan,0.0401129295094133,0.0,0.7415182861414823,nan,4.231848489478359,8.881784197001252e-16,1.71,0.9352217293974434,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,95,4.28080652274961,0.8858676437536875,0.3820329691966375,1.0,0.017622956025757287,nan,1000.0,0.9230769230769231,1.0,30556,657,0,191,34.578947368421055,152.78,4.28080652274961,0.0,0.39238620431799637,nan,0.03897001610860873,0.0,0.5153524389392451,nan,4.28080652274961,0.0,1.7249999999999999,0.9341596836923676,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,96,4.330812152917754,0.8858103110392889,0.3822759460409482,1.0,0.017554152477532625,nan,1000.0,1.0,1.0,30539,639,0,276,31.95,152.695,4.330812152917754,0.0,0.315595406293869,nan,0.03360121709838456,0.0,0.44136437922716143,nan,4.330812152917754,0.0,1.7400000000000002,0.9326627283231202,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,97,4.381894995878737,0.885687977472941,0.3826166302959124,1.0,0.016758748433656163,nan,1000.0,0.8461538461538461,1.0,30567,669,0,152,37.166666666666664,152.835,4.381894995878738,0.0,0.3660030911366145,nan,0.04098368631384111,0.0,0.6111994369162453,nan,4.381894995878738,8.881784197001252e-16,1.7550000000000001,0.9318593251808702,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,98,4.434086025233358,0.8858866439263026,0.38237982541322707,1.0,0.0163242113776505,nan,1000.0,1.0,1.0,30139,239,0,30,29.875,150.695,4.434086025233358,0.0,0.41621435433626175,nan,0.031172346252415377,0.0,0.7657750993967056,nan,4.434086025233358,0.0,1.77,0.9317041870924363,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,99,4.4874176502831755,0.885904310743014,0.3825316204627355,0.9991235758106924,0.016865512123331428,nan,1000.0,0.9982578397212544,1.0,30280,381,0,69,31.75,151.4,4.487417650283176,0.0,0.4343469813466072,nan,0.04476806538672448,0.0,0.7532274425029755,nan,4.487417650283176,8.881784197001252e-16,1.785,0.931306384557466,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,100,4.5419237989440235,0.8858943126598994,0.3826402696967125,0.9911259449505718,0.016065140587410758,nan,1000.0,0.9827887454059807,1.0,30253,358,0,107,25.571428571428573,151.265,4.5419237989440235,0.0,0.4278760126658848,nan,0.040920079347107084,0.0,0.6089817051376615,nan,4.5419237989440235,0.0,1.7999999999999998,0.9307224058640459,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,101,4.597640005893232,0.8859423102935156,0.38276273558537166,0.9990966576332431,0.017061671815239467,nan,1000.0,0.9982078853046595,1.0,30275,376,0,85,28.923076923076923,151.375,4.597640005893232,0.0,0.3662788180204538,nan,0.039420655104785526,0.0,0.6202126695559576,nan,4.597640005893232,0.0,1.8150000000000002,0.9302827708585428,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,102,4.65460350628586,0.8857899783054988,0.38326488196849823,0.9969460565747946,0.01628180976737948,nan,1000.0,0.8614233771203208,1.0,30753,860,0,113,50.588235294117645,153.765,4.65460350628586,0.0,0.3309297158437617,nan,0.03576621919794395,0.0,0.5424418291624855,nan,4.65460350628586,0.0,1.83,0.9296640872023673,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,103,4.712853335395463,0.885857310295105,0.3831347810228666,0.9951519966512472,0.016016004503601126,nan,1000.0,0.8584848484848485,1.0,30512,618,0,154,34.333333333333336,152.56,4.712853335395464,0.0,0.3631117708153195,nan,0.03885491790374124,0.0,0.5187038001086977,nan,4.712853335395464,8.881784197001252e-16,1.845,0.9287941645113412,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,104,4.772430434556013,0.8857253110408783,0.38382268091042837,0.9982487119883637,0.015907029248774053,nan,1000.0,0.9198670762435944,1.0,30560,664,0,100,44.266666666666666,152.8,4.772430434556013,0.0,0.33446539839108785,nan,0.031220261300375116,0.0,0.535403174161911,nan,4.772430434556013,0.0,1.8599999999999999,0.9282766158703625,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,105,4.833377763803692,0.8859149783849716,0.38347309629122417,1.0,0.015803924096482142,nan,1000.0,1.0,1.0,30067,167,0,26,23.857142857142858,150.335,4.833377763803692,0.0,0.4180111118725368,nan,0.03457995620990872,0.0,0.7790738344192505,nan,4.833377763803692,0.0,1.875,0.9281287669165009,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,106,4.895740421640309,0.8858846449851989,0.38364003648360573,1.0,0.015351291435460249,nan,1000.0,1.0,1.0,30362,462,0,182,25.666666666666668,151.81,4.895740421640309,0.0,0.28172414501508075,nan,0.0275144382398564,0.0,0.4126684284872479,nan,4.895740421640309,0.0,1.8900000000000001,0.9271826937486543,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,107,4.959565772364041,0.8859189770619075,0.3838241512576739,0.9906370169804785,0.015656424628105015,nan,1000.0,0.9062821087707965,1.0,30398,506,0,128,31.625,151.99,4.959565772364042,0.0,0.35868757404386997,nan,0.03580046721207473,0.0,0.513086473569274,nan,4.959565772364042,8.881784197001252e-16,1.905,0.926508212574857,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,108,5.024903581438015,0.8858793089787166,0.38409342060486473,0.9967914438502674,0.015318898251280189,nan,1000.0,0.9936862835959221,1.0,30405,507,0,62,42.25,152.025,5.024903581438016,0.0,0.39786582191785175,nan,0.03831936124392795,0.0,0.6945888325572014,nan,5.024903581438016,8.881784197001252e-16,1.92,0.926170583741905,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,109,5.09180615939299,0.8859006446599961,0.3842422977089882,0.9899021467701712,0.015219922786435256,nan,1000.0,0.886900462122646,1.0,30918,1035,0,301,39.80769230769231,154.59,5.09180615939299,0.0,0.31228705380971616,nan,0.036273008424760375,0.0,0.38536684215068817,nan,5.09180615939299,0.0,1.935,0.9245408823373628,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,110,5.16032851478683,0.885818977355957,0.38457427471876143,0.9977410027783162,0.014903637347742915,nan,1000.0,0.8849302054747601,1.0,30644,750,0,320,31.25,153.22,5.160328514786829,0.0,0.28810381703078747,nan,0.03227858515535277,0.0,0.3892170029381911,nan,5.160328514786829,8.881784197001252e-16,1.95,0.922894071811567,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,111,5.207853168736674,0.8858029766877492,0.3848431479930878,0.9611054013931712,0.014596016678426946,nan,1000.0,0.7697133055623621,1.0,30322,429,0,95,30.642857142857142,151.61,5.207853168736674,0.0,0.34394246126924244,nan,0.03836244074314683,0.0,0.5519537989582334,nan,5.207853168736674,0.0,1.965,0.9223790196288072,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,112,5.252493593221522,0.8859126438697179,0.3848263864715894,0.9990281827016521,0.015183834009803832,nan,1000.0,0.9980694980694981,1.0,30247,348,0,23,43.5,151.235,5.252493593221522,0.0,0.34469520673155785,nan,0.03137767802586266,0.0,0.6941868513822556,nan,5.252493593221522,0.0,1.98,0.9222930147437626,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,113,5.297900042856843,0.8858829762538274,0.3850230446457863,0.9936205107974635,0.014471847855020314,nan,1000.0,0.9116769158844895,1.0,30261,367,0,134,22.9375,151.305,5.297900042856843,0.0,0.2741883210837841,nan,0.030890309353526473,0.0,0.43010407499969006,nan,5.297900042856843,0.0,1.995,0.9216139256609641,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.8858859785397848,0.38532930225133893,0.9989462592202318,0.015002937925358614,nan,1000.0,0.997920997920998,1.0,30662,763,0,107,50.86666666666667,153.31,5.344087390883104,0.0,0.4020142396291097,nan,0.03157246053709835,0.0,0.5432432552178701,nan,5.344087390883104,8.881784197001252e-16,2.01,0.9210801350873625,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.8858739761511485,0.38563808719317116,1.0,0.014302636310458184,nan,1000.0,0.9,1.0,30424,525,0,109,35.0,152.12,5.391070942635641,0.0,0.2926927536725998,nan,0.02799171640105546,0.0,0.47030302286148074,nan,5.391070942635641,0.0,2.025,0.9205141691546432,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.8858886442581813,0.385797234972318,0.9392537215892011,0.014220958956601944,nan,1000.0,0.7597941463823275,1.0,30395,511,0,270,23.227272727272727,151.975,5.438866451018774,0.0,0.296839214861393,nan,0.030856060498675675,0.0,0.3405142602595416,nan,5.438866451018774,1.7763568394002505e-15,2.04,0.9191902791004982,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.8857689770062764,0.3864468980828921,0.9794734493529674,0.013804948042062197,nan,1000.0,0.5776190476190476,1.0,30286,395,0,45,35.90909090909091,151.43,5.487490132582891,0.0,0.5456092560833151,nan,0.03638953477308562,0.0,0.7730055315928026,nan,5.487490132582891,8.881784197001252e-16,2.055,0.9189148411463572,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,118,5.536958684228259,0.885891644358635,0.38624563535054524,0.9791221979867667,0.014142249561846256,nan,1000.0,0.9627869672986097,1.0,30843,953,0,310,38.12,154.215,5.536958684228259,0.0,0.2650935071706772,nan,0.026932107023091848,0.0,0.3308645057678223,nan,5.536958684228259,0.0,2.07,0.9174190157577424,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,119,5.5872893005602045,0.8858433117469152,0.3865709771712621,0.9934335701409479,0.014105827687308193,nan,1000.0,0.9112591212316631,1.0,30516,624,0,206,31.2,152.58,5.587289300560204,0.0,0.29217625260353086,nan,0.033462881457488804,0.0,0.42144363969564436,nan,5.587289300560204,8.881784197001252e-16,2.085,0.9163036659281311,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,120,5.638499691921221,0.8858899766206741,0.38666869471470516,1.0,0.013638780762751898,nan,1000.0,0.8823529411764706,1.0,30664,766,0,220,36.476190476190474,153.32,5.63849969192122,0.0,0.2671295049644652,nan,0.026309716985727788,0.0,0.3481011688709259,nan,5.63849969192122,8.881784197001252e-16,2.1,0.9152345728739332,nan
