algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,krum_score_honest,krum_score_attacker,nsr_honest,nsr_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,10,2.7628130090115928,0.837969730347395,0.7252373637259006,nan,0.7638436034321785,4.612512431144714,1000.0,0.0,nan,0,11424,0,118,0.9383913151951426,0.9516820483443437,0.9523937251743613,2.717303124961642,0.9629172086715698,0.9482286769151688,0.9383913151951426,0.9516820483443437,211.73398462931314,214.65083786010743,0.6747362340490023,3.4097426414489744,2284.4749187084853,1150.6798213858397,211.73398462931314,214.65083786010743,1.3053756051318175,1.1926896603056654,0.95107161854544,0.9491096483799821,53.093398834228516,339.7907603751752
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,11,2.8668466859657658,0.8432767306268215,0.6836044941842556,nan,0.8495939696828524,4.911934819221496,1000.0,0.0,nan,0,11771,0,119,0.9467182175581184,0.9430444247908635,1.0224960416239768,2.7890619596141444,0.9431992148359617,0.9473001891374588,0.9467182175581184,0.9430444247908635,213.47886021931967,212.79557464599608,0.7357458546757698,6.475775279998779,2525.7143191764694,1040.8264314469538,213.47886021931967,212.79557464599608,1.3758092252220104,1.2059463140687896,0.9465064521758787,0.9437554814554934,52.80610021972656,329.39957360986136
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,12,2.9816818154207625,0.8475932298600674,0.649367625117302,nan,0.7733146068842515,5.1850772190094,1000.0,0.0,nan,0,11960,0,118,0.9443896638014356,0.936182761710169,1.0987746665846734,2.869011535742554,0.9352036273997762,0.9444568836688996,0.9443896638014356,0.936182761710169,212.9771038552989,211.26052352905273,0.6660184367843296,6.756595215797424,2758.023059866601,940.6249559044512,212.9771038552989,211.26052352905273,1.4528220404162493,1.2170153740473502,0.9427265999762993,0.9377173856784546,52.049051483154294,314.99405193475394
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,13,3.0939611067707684,0.8511299777030945,0.6205966386198998,nan,0.8833587408065796,5.440548982620239,1000.0,0.0,nan,0,10438,0,114,0.9351899372503973,0.929607012222675,1.1452541831499987,2.9579781621675094,0.9349791556596756,0.941337149143219,0.9351899372503973,0.929607012222675,210.86119079589844,209.69823959350586,0.517187450826168,8.129387137889863,2906.155015535054,855.7526838162323,210.86119079589844,209.69823959350586,1.5077989789535013,1.2327557053453873,0.9402774835626284,0.9305374997272954,50.374095550537106,287.39673738464865
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,14,3.2153519476079317,0.8544069784879684,0.5961759141087533,nan,0.8541915575663249,5.557252502441406,1000.0,0.0,nan,0,10787,0,111,0.9148238058355834,0.9407802715583476,1.198419887754387,3.0391428801378253,0.947702145576477,0.9178451031446457,0.9148238058355834,0.9407802715583476,206.52792358398438,212.18676315307619,0.47927329341570535,1.7536460855603218,3049.4366417890956,788.2479755379105,206.52792358398438,212.18676315307619,1.5665644862310746,1.2442101930606664,0.9217394999835802,0.9373946455945088,48.63319033813477,249.13269436125498
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,15,3.3374425246324297,0.8571612279117108,0.5753402096033097,nan,0.8871452198142097,5.836235661506652,1000.0,0.0,nan,0,10853,0,115,0.9304716327218967,0.9260830984197959,1.252868296331329,3.1367484845584346,0.918946195216406,0.9240449446439744,0.9304716327218967,0.9260830984197959,209.9463871547154,208.79568328857422,0.4681476652622223,2.7965021455287933,3322.452384874595,734.4704264261759,209.9463871547154,208.79568328857422,1.6296443339767501,1.2586966884530322,0.9231600377185285,0.9268447448689209,50.57688491821289,286.43708544996815
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,16,3.453944986459939,0.859530978500843,0.5572114431858063,nan,1.0695457771420478,6.069432983398437,1000.0,0.0,nan,0,11696,0,114,0.9228669628433399,0.9163841997702541,1.287778782251145,3.2491513303497808,0.9170055866241456,0.924613179564476,0.9228669628433399,0.9163841997702541,208.03420486450196,206.68200912475587,1.089193357527256,11.861762900352478,3506.0391110334517,685.6632736634441,208.03420486450196,206.68200912475587,1.6800532918708726,1.2835786681461092,0.9233452474077543,0.9174646602824351,49.65777001953125,277.37421917402685
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,17,3.5159959205848335,0.8617024759948254,0.5415249283611775,nan,0.7876441180706024,6.233023409843445,1000.0,0.0,nan,0,10689,0,113,0.9137931094839387,0.9140207505565715,1.348957525429983,3.362273818384107,0.9168765942255656,0.916606770157814,0.9137931094839387,0.9140207505565715,206.33057573106555,206.10906768798827,0.47928236093786025,2.9505988454818723,3658.375452016422,643.9592308146813,206.33057573106555,206.10906768798827,1.751620784020808,1.2976661062969905,0.9166479297613693,0.9139860256471872,48.64971426391602,260.49336243552744
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,18,3.559487686317853,0.8636214773356915,0.5277618344128132,nan,0.9257419960839408,6.3925572204589844,1000.0,0.0,nan,0,11041,0,115,0.9380467875349423,0.9103732558275252,1.3999461007617913,3.458028633849464,0.8769540985425314,0.9100853312015533,0.9380467875349423,0.9103732558275252,211.7033429827009,205.3175439453125,0.6357636551062266,3.547969244718552,3927.6427124958172,611.4494315297023,211.7033429827009,205.3175439453125,1.8115626073793263,1.309969427315403,0.904335282558252,0.9151761001734404,49.955049194335935,287.2508802307647
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,19,3.6062265923918364,0.8652532298862934,0.5156486470252275,nan,0.9354706903298696,6.527303872108459,1000.0,0.0,nan,0,11156,0,114,0.8968490336844158,0.9080566195461656,1.4511054037458138,3.522579599953245,0.9154856668578254,0.9019328981637955,0.8968490336844158,0.9080566195461656,202.2029596964518,204.76615951538085,0.43247756196392906,6.9600526809692385,3913.780128920167,583.5259838924044,202.2029596964518,204.76615951538085,1.8654002429873002,1.3134904679743489,0.904000269659495,0.9063469878045426,48.23253845214844,257.6012814196069
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,20,3.6548944894892337,0.8667654787003994,0.5047173771262169,nan,0.7853959405964072,6.68235032081604,1000.0,0.0,nan,0,11150,0,116,0.8963215898790473,0.9020297445353702,1.51234253818213,3.570530494188489,0.9052303379232233,0.8982583820819855,0.8963215898790473,0.9020297445353702,202.24575528231534,203.54500534057618,0.6105725602670149,3.5320088052749634,4137.93837747344,556.0527128729844,202.24575528231534,203.54500534057618,1.923980129383402,1.3103322427367634,0.8995156200205694,0.9010004051711152,49.60781430053711,293.27983118342826
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,21,3.700973496890642,0.8681917276978492,0.4948852504044771,nan,0.8846464236577352,6.749078521728515,1000.0,0.0,nan,0,10623,0,111,0.9037037563360609,0.9042870233857906,1.5461042028176657,3.6092122191952996,0.8851205031077067,0.8844009393453598,0.9037037563360609,0.9042870233857906,203.5111562093099,203.89668594360353,0.5643109083175659,1.9927750134468079,4300.348102414677,537.0713795734102,203.5111562093099,203.89668594360353,1.9587258060931927,1.312563780113788,0.8844947954882746,0.9042109450749564,46.884671875,236.42471898712236
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,22,3.7524488375708307,0.8694392298161984,0.4862662923336029,nan,1.003866926483486,6.8359044694900515,1000.0,0.0,nan,0,11228,0,118,0.9084985198436304,0.9029471086382784,1.5970169198060549,3.6450380475958544,0.8679411346497743,0.8748586189746856,0.9084985198436304,0.9029471086382784,204.8337621274202,203.69309219360352,0.7319829088190327,7.70904767036438,4437.569001534844,521.0784416089657,204.8337621274202,203.69309219360352,2.0066211453640146,1.3098158924750787,0.8735651056456372,0.9039851774002547,50.16097149658203,308.343862392396
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,23,3.7984673057342686,0.8705562287569046,0.47830953054130076,nan,0.9393374224503835,6.856496214866638,1000.0,0.0,nan,0,10830,0,114,0.8868443997397147,0.9070079920546144,1.655012013953945,3.679233098435818,0.8838176296816932,0.8584397321939469,0.8868443997397147,0.9070079920546144,200.103879292806,204.66246673583984,0.44550567534234786,3.497170395851135,4516.793857999373,506.9480727298153,200.103879292806,204.66246673583984,2.0598562308503197,1.3029151592392194,0.8623109368954675,0.9039321898370871,48.13623300170899,263.9941934339405
