algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,krum_score_honest,krum_score_attacker,nsr_honest,nsr_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,24,3.8469881121483853,0.8714899778366089,0.4713276170194149,nan,0.9364442621406756,6.872956161499023,1000.0,0.0,nan,0,10915,0,117,0.8911037789440608,0.9100374914225603,1.7067078051633717,3.7123977927666867,0.8671850781691702,0.8431156122684479,0.8911037789440608,0.9100374914225603,200.89044028834292,205.37393997192382,0.49688177202877243,7.907761206626892,4756.595547966253,493.6435930662013,200.89044028834292,205.37393997192382,2.107845802684035,1.2975017134795939,0.84695863623579,0.9070144616991023,48.7086247253418,279.47934943595783
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,25,3.8916065407571656,0.8725989766418933,0.4645830245316029,nan,0.7520612478256226,6.900930304527282,1000.0,0.0,nan,0,10683,0,111,0.8325323816178191,0.9107195727463109,1.7674398905674644,3.7454871326835564,0.9310072617871421,0.8306129211187363,0.8325323816178191,0.9107195727463109,187.73130580357142,205.37193298339844,0.44956241122313906,1.8239719790220261,4557.393847679606,484.55475815704995,187.73130580357142,205.37193298339844,2.163049338990683,1.2888019294865092,0.8429420506745054,0.9011176369936891,46.330863159179685,224.51797936643894
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,26,3.9315347699848022,0.873471227735281,0.4584907054156065,nan,0.8429151300121757,6.994986691474915,1000.0,0.0,nan,0,10312,0,114,0.9199034382388144,0.9043426856390127,1.8137942957826296,3.779976922444009,0.8069495541207931,0.8271307623386384,0.9199034382388144,0.9043426856390127,207.80259166044348,203.98436798095702,0.4673272809561561,10.462746500968933,5099.244594863712,471.04313569918594,207.80259166044348,203.98436798095702,2.207030821114906,1.2841015436622742,0.8241984500334814,0.9066036496919754,47.86216171264648,267.58294336520345
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,27,3.964154574238969,0.8742144775390625,0.4531935358792543,nan,0.8954463575197302,6.899761595726013,1000.0,0.0,nan,0,10581,0,119,0.8843390284364092,0.9141785599029119,1.8714941861427508,3.8125098996504945,0.8415473103523254,0.8024585849046707,0.8843390284364092,0.9141785599029119,199.38512851880944,206.26390640258788,0.36808235489803814,8.7709004971385,5073.07297413349,455.17966054851274,199.38512851880944,206.26390640258788,2.2596973288442994,1.275804851991129,0.8097678587688664,0.9085988101164929,50.424497192382816,324.39728891984316
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,28,3.989421382207361,0.8749932280182838,0.448073693215847,nan,0.8368747463593116,6.808130650520325,1000.0,0.0,nan,0,11523,0,123,0.8679443570376293,0.9223134872245456,1.9424062517652732,3.843087272610439,0.8515969457534643,0.7796595287322998,0.8679443570376293,0.9223134872245456,195.7451142531175,207.95706115722658,0.5449857001121228,4.669480655193329,5131.350627836318,454.01899675067324,195.7451142531175,207.95706115722658,2.3225424559343066,1.2646137816872378,0.794503757641429,0.9110944603605788,51.770158172607424,357.63403199762325
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,29,4.020977444610587,0.8757332257926465,0.44335444152355197,nan,0.8144980602794223,6.882754211425781,1000.0,0.0,nan,0,10671,0,113,0.8779585077362999,0.9152387128978359,1.977586046187453,3.875195301665223,0.8266721169153849,0.7768498259782791,0.8779585077362999,0.9152387128978359,198.2980719672309,206.4382485961914,0.4439365201526218,2.0432238548994066,5391.806119016924,445.7851579604844,198.2980719672309,206.4382485961914,2.3571078972830075,1.2640562783288136,0.7844498364602105,0.9095519019409911,48.42638031005859,283.2620518767062
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,30,4.0664616468294215,0.8762924779951572,0.43917315535247325,nan,0.907735858972256,6.89433798789978,1000.0,0.0,nan,0,10984,0,122,0.8685116744932773,0.9129424798297048,2.043580907692706,3.9081937106985207,0.8276318667026666,0.7676565527915955,0.8685116744932773,0.9129424798297048,195.84672957200272,206.0961299133301,0.3334177629305766,4.886289353370667,5302.750219620116,444.0961292696144,195.84672957200272,206.0961299133301,2.4165034682938695,1.25300380763077,0.7800324112176895,0.9037742184110769,51.40325592041015,364.5622372741689
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,31,4.126566825901654,0.8768644760549068,0.4352577520906925,nan,1.1624901189523584,6.910343351364136,1000.0,0.0,nan,0,10727,0,111,0.847127901261043,0.9096757380793024,2.074144270519927,3.9420010398906307,0.8450045445386101,0.7597252529859543,0.847127901261043,0.9096757380793024,191.18135250315947,205.16405700683595,0.7998244166374207,2.8505289578437805,5337.954808753646,434.3769130053876,191.18135250315947,205.16405700683595,2.447715624394068,1.2550597342102763,0.7721162611602718,0.9005875908492987,47.532977386474606,268.36584609870147
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,32,4.173873611721446,0.8774067287147045,0.43161244481801986,nan,0.986285600066185,6.891984066963196,1000.0,0.0,nan,0,11324,0,116,0.8422795766395416,0.9086054120780135,2.1320400027241395,3.9759060105450033,0.8400734096765519,0.7487342602014542,0.8422795766395416,0.9086054120780135,190.0560501098633,204.92572662353516,0.39236980676651,5.783232378959656,5400.316402136698,427.26050357434235,190.0560501098633,204.92572662353516,2.5008132042883124,1.2454983614673731,0.7639574517806371,0.8975511061716015,48.58738732910156,301.46475680033643
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,33,4.2107819332424095,0.8778799775242806,0.42839075610041616,nan,1.1234709488021002,6.849773917198181,1000.0,0.0,nan,0,10689,0,113,0.8329059495599311,0.9088275586126001,2.171016943174398,4.010359469677239,0.8414543701542748,0.735849831700325,0.8329059495599311,0.9088275586126001,187.6449491712782,205.0202081298828,0.5632463892300924,6.100996475219727,5398.495627543776,421.68485140326425,187.6449491712782,205.0202081298828,2.538885448474966,1.2429428493624624,0.7519589985831309,0.8972462962147352,47.75925979614258,278.6828128722288
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,34,4.278015955057926,0.8782992279529571,0.4254655274003744,nan,1.1410873573401878,6.760482549667358,1000.0,0.0,nan,0,11802,0,124,0.8466008275706783,0.9120488434224793,2.218133283616924,4.0444531050201284,0.8105702071354307,0.7186191749572753,0.8466008275706783,0.9120488434224793,191.2278858053273,205.65609497070312,0.48982807377289084,9.541956868171692,5562.777813153145,414.4708360961275,191.2278858053273,205.65609497070312,2.583397247897565,1.2400300255045542,0.7392903372298839,0.8973357235798263,52.22243637084961,405.5352803821079
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,35,4.332157757426648,0.878769478648901,0.4225274968892336,nan,1.1360703874379396,6.717258462905884,1000.0,0.0,nan,0,10993,0,113,0.834426560575285,0.911172607347092,2.256390482099612,4.0786957055553845,0.8158923462033272,0.7069845217466354,0.834426560575285,0.911172607347092,188.20812034606934,205.46480270385743,0.6654458772391081,5.9225468254089355,5638.423618982382,413.7952949854682,188.20812034606934,205.46480270385743,2.6208515267907666,1.235685318081903,0.7220062906372136,0.9005869457233947,47.1156203918457,263.1886148045299
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,36,4.367961181219241,0.8791157285869121,0.41977177396416665,nan,0.8735152117230676,6.578857517242431,1000.0,0.0,nan,0,10913,0,117,0.8076401826989684,0.916759908340261,2.3274130135859155,4.111454881455084,0.8423855697566812,0.6859810572862625,0.8076401826989684,0.916759908340261,182.21303419633344,206.73299179077148,0.3666325821117921,1.7786871317028998,5686.913426172935,410.82691435481485,182.21303419633344,206.73299179077148,2.6842213871597496,1.216719499788313,0.714185149698961,0.8970825807656017,49.363971862792965,332.3895736225721
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,37,4.437267819274576,0.8795569775998593,0.41729996740818026,nan,1.015428819826671,6.490162239074707,1000.0,0.0,nan,0,10513,0,109,0.8168984675923748,0.9181042771880986,2.37417183519208,4.143877979379434,0.817347811801093,0.6708286580443382,0.8168984675923748,0.9181042771880986,184.10771942138672,207.0751202392578,0.3884132759911673,2.9664507871866226,5808.294554042184,407.8362676881209,184.10771942138672,207.0751202392578,2.728113064029551,1.205865364140573,0.6888222383302555,0.905675493553536,46.57004019165039,244.19950105080528
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,38,4.472553968754223,0.879696728438139,0.41530531629920003,nan,1.1380770187824965,6.506443681716919,1000.0,0.0,nan,0,11912,0,128,0.8640492456327978,0.9116016008383716,2.4081019284115808,4.177910091422822,0.7365141035988927,0.6669790273904801,0.8640492456327978,0.9116016008383716,194.8054928779602,205.73589736938476,0.9014724725857377,14.75995174407959,6139.098047871664,402.81595496843534,194.8054928779602,205.73589736938476,2.762063561013829,1.2103532203548302,0.6838360155622164,0.9000737571521717,53.61473101806641,473.4654660574735
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,39,4.516992761648841,0.8801254782080651,0.4129325960576534,nan,0.9065352335572243,6.335900468826294,1000.0,0.0,nan,0,11078,0,116,0.8232903559175089,0.9177789336810817,2.4520012763437067,4.20967332906901,0.7840159565210343,0.6444581419229507,0.8232903559175089,0.9177789336810817,185.8388343811035,207.0022120666504,0.4662361145019531,3.91278555393219,5898.329122829442,403.72712257198384,185.8388343811035,207.0022120666504,2.8035356868887673,1.203543786863755,0.667717777689298,0.902030837387153,48.83399578857422,316.6785894275744
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,40,4.569914724921273,0.8803929783403873,0.4109430277347565,nan,1.1265669241547585,6.209411883354187,1000.0,0.0,nan,0,11388,0,118,0.805748392883053,0.9203682866579591,2.500111026504419,4.241717480429302,0.7979646474123001,0.6269718590378761,0.805748392883053,0.9203682866579591,181.8073387145996,207.57404739379882,0.7489411570131779,9.159540357589721,6015.859817911227,401.27450033489475,181.8073387145996,207.57404739379882,2.8484323172893955,1.19624326118539,0.660067237432926,0.8981837910886225,50.24156173706055,369.0161713267179
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,41,4.614028504321939,0.8805152280628681,0.4095497466623783,nan,1.3562537332375844,6.145396981239319,1000.0,0.0,nan,0,11698,0,126,0.776220874351731,0.9183572173101049,2.5557539841206847,4.274448666299994,0.8303765813509624,0.6162030118703842,0.776220874351731,0.9183572173101049,175.0461680094401,207.13613143920898,1.0230191498994827,10.13350296497345,5799.8833737872565,400.1988424434379,175.0461680094401,207.13613143920898,2.899492920556547,1.1975235216414903,0.6656276817505177,0.8855565227812493,51.929996368408204,428.032770915923
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,42,4.649705116861994,0.8809087263047695,0.407454167753458,nan,0.9484450448961819,6.048269910812378,1000.0,0.0,nan,0,10791,0,113,0.7705160585299344,0.9181993970319807,2.607527623499268,4.307561375769486,0.8273041809306425,0.6025358173251152,0.7705160585299344,0.9181993970319807,173.9251152487362,207.12418502807617,0.7579672073616701,3.647966034412384,5901.258024966915,396.5530305822405,173.9251152487362,207.12418502807617,2.9475343739533115,1.1879850201813875,0.6351944684472859,0.8967411341727087,47.33829092407227,279.9533789653232
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,43,4.6994803245969905,0.8810759793221951,0.4059478384256363,nan,1.1319626128673554,6.014742360115052,1000.0,0.0,nan,0,11199,0,121,0.7616913733945262,0.9136407382483077,2.6643977769541207,4.34119451568133,0.8290842056274415,0.5954989013075829,0.7616913733945262,0.9136407382483077,171.74470703125,206.18400115966796,0.4918448054790497,7.117412781715393,5708.310307410025,393.5850217922549,171.74470703125,206.18400115966796,2.999757124699562,1.1809245867817122,0.6422159621715545,0.8832508652775515,49.82403558349609,364.13251972895216
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,44,4.771371533964227,0.8812129786610603,0.4047007092088461,nan,1.168053671165749,5.88376650094986,1000.0,0.0,nan,0,10969,0,123,0.7697304357679867,0.9150836717722908,2.732218679456448,4.375820708462919,0.804833996075171,0.579142977297306,0.7697304357679867,0.9150836717722908,173.64240406177663,206.48689834594725,0.8209129483611496,6.62226215839386,5866.94185383999,393.58335246919165,173.64240406177663,206.48689834594725,3.060939085257742,1.1668373651113786,0.6271245324705529,0.8841818027005097,50.67406948852539,395.5315306011978
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,45,4.856179458786536,0.8814582271873951,0.40338050574064255,nan,1.3485573279857634,5.7062644243240355,1000.0,0.0,nan,0,11698,0,120,0.7782943456638399,0.9190916831576551,2.7642084061440153,4.40929000157963,0.7793914937973022,0.5585773137211799,0.7782943456638399,0.9190916831576551,175.55669677734375,207.42929260253905,0.9440932083129883,18.54779438495636,5974.22622630116,391.3627194896188,175.55669677734375,207.42929260253905,3.093224725231138,1.1760776037483076,0.6027401497364044,0.8909322156588924,50.263693359375,376.98385521298184
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,46,5.06084771048709,0.8817069779336453,0.40188286498188974,nan,1.3225661595662435,5.500455193519592,1000.0,0.0,nan,0,10713,0,109,0.7462499986114908,0.9244465688483392,2.79973481268401,4.441301043434644,0.8178847908973694,0.5356082397699357,0.7462499986114908,0.9244465688483392,168.31695251464845,208.42384567260743,1.967638897895813,7.991813993453979,6039.196731336953,395.50686948570905,168.31695251464845,208.42384567260743,3.1280480588341364,1.177532964199574,0.5724269203517748,0.9012035379478808,46.734277709960935,260.2772758372504
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,47,5.06084771048709,0.8816699773073197,0.40111915558576583,nan,1.3727372490933962,5.387384552955627,1000.0,0.0,nan,0,12090,0,124,0.7571765120948962,0.9237469042816933,2.863752632384703,4.473200625545352,0.7885219774075917,0.5220103171467781,0.7571765120948962,0.9237469042816933,170.87672751290458,208.4936344909668,0.6599401522959981,21.091449718475342,5868.368442332777,393.50539439210706,170.87672751290458,208.4936344909668,3.1856422310168333,1.1683273668030114,0.5803097428288311,0.8873096309908314,51.26782363891601,407.3297116490569
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,48,5.070411056488787,0.8819864784181118,0.3997975816577673,nan,1.3359313309192657,5.111817653179169,1000.0,0.0,nan,0,10416,0,112,0.7821961007125624,0.9324850775348749,2.8844493028953946,4.502420495164705,0.7359129041433334,0.49303473576903345,0.7821961007125624,0.9324850775348749,176.56117248535156,210.31835418701172,0.9162943437695503,6.490652096271515,6284.822904070977,396.6915539173219,176.56117248535156,210.31835418701172,3.208043541349257,1.1748852396511118,0.5265351727861782,0.9117555634904178,47.7136283569336,280.45264371373565
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,49,5.10558258510668,0.8820452263951302,0.3989155979454517,nan,1.5233523212373257,5.097858643531799,1000.0,0.0,nan,0,10621,0,111,0.7453937227661576,0.9253360443722678,2.899574035990108,4.5330361261931,0.7832817360758781,0.4895589658617973,0.7453937227661576,0.9253360443722678,168.25709629058838,208.6518927001953,1.9202769957482815,9.073837909698486,5912.554787395962,398.0953577316002,168.25709629058838,208.6518927001953,3.226266454030706,1.1882612779598452,0.5300724514085671,0.9005164138059076,47.114605621337894,268.8208247429908
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,50,5.074807043784342,0.882136228531599,0.3978608375787735,0.9153988373090413,1.3071598595096952,10.573995084762574,1000.0,0.48902118150933593,1.0,10579,728,0,115,0.7493136777140211,0.0,2.9526247221809125,0.0,0.7645906011263529,0.0,0.7493136777140211,0.0,168.99212573823473,0.0,0.8426140177817572,8.90779619693756,6128.266434202752,0.0,168.99212573823473,0.0,2.9526247221809125,1.1052998725174632,0.7645906011263529,0.7493136777140211,8.872086601257324,321.7339877956445
