algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,7.298469338925659,0.8822359774510066,3.7682760891318323,0.9269540932174026,1.7207762263715267,1824.3055426502228,1000.0,0.5431568646140277,1.0,30334,495,74,139,135.51895236968994,0.0,0.7421922758221626,0.0,1.7604248896241188,379.29670180976393,0.6002290721471661,0.0,0.6002290721471661,0.0,135.51895236968994,0.0,5.132070674968962,0.0,7051.378721885365,0.0,5.132070674968962,1.1290353674564286,0.7421922758221626,0.6002290721471661,7.227677459716797,376.07353183388614
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,7.298469338925659,0.8821393090486527,4.5055457861224815,0.9513091030350399,1.2762373089790344,1867.756492614746,1000.0,0.5797638357797417,1.0,30238,341,78,129,135.4480341131037,0.0,0.7653725147247314,0.0,1.3058171489021995,252.56638584017753,0.6002290721471661,0.0,0.6002290721471661,0.0,135.4480341131037,0.0,5.167980285232762,0.0,7603.089658634684,0.0,5.167980285232762,1.0940613303116045,0.7653725147247314,0.6002290721471661,4.966427917480469,278.7799541499384
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,7.298469338925659,0.8822076451778412,4.093627122839292,0.8652504554570662,1.3487674170418789,1878.9412571525575,1000.0,0.5094238170757441,1.0,30483,704,73,144,135.33554398386102,0.0,0.716055115586833,0.0,0.7566429423658472,1561.1500159943105,0.600229072147166,0.0,0.600229072147166,0.0,135.33554398386102,0.0,5.218829110064856,0.0,7450.634769950123,0.0,5.218829110064856,1.0789262083485776,0.716055115586833,0.600229072147166,8.571251118977864,471.87353543017457
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,7.478182185104568,0.8822929777701696,2.683605265617371,0.7281644572843788,1.251342210173607,2040.557511487007,1000.0,0.47159543765755857,1.0,30420,818,119,97,135.46642608642577,0.0,0.7447294175624848,0.0,0.8469450235366821,4605.944516838789,0.6002290721471659,0.0,0.6002290721471659,0.0,135.46642608642577,0.0,5.26421742943396,0.0,7214.150551457133,0.0,5.26421742943396,1.071012853705205,0.7447294175624848,0.6002290721471659,9.031095072428386,480.9433700971422
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,7.478182185104568,0.8822809771696727,2.062559534013271,0.8875282028623533,1.408801782462332,2487.5366150474547,1000.0,0.5064979002846075,1.0,30535,639,32,182,135.41342078314887,0.0,0.7394109567006429,0.0,1.221282187435362,17.002080130577088,0.600229072147166,0.0,0.600229072147166,0.0,135.41342078314887,0.0,5.305835780599553,0.0,7998.893706925413,0.0,5.305835780599553,1.0625344400358125,0.7394109567006429,0.600229072147166,8.124805246988933,479.93362241552484
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,7.478182185104568,0.8821196440855662,2.4309813222289085,0.9126679636920964,1.7304460033774376,2485.5737921762466,1000.0,0.5375162378252056,1.0,30024,179,115,90,135.23431396484375,0.0,0.7728718519210815,0.0,4.058989390730858,4299.050810527801,0.6002290721471661,0.0,0.6002290721471661,0.0,135.23431396484375,0.0,5.322282122424927,0.0,7401.161908434998,0.0,5.322282122424927,1.0623630688659105,0.7728718519210815,0.6002290721471661,3.606248372395833,197.3643175582666
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,7.478182185104568,0.8825469770034154,1.3781167178352673,0.8968800449236609,1.4088777701059978,2927.391969704628,1000.0,0.4904183529423458,1.0,30219,302,61,148,135.53145472208658,0.0,0.7232845773299535,0.0,1.4273998787005742,30.58168673157692,0.6002290721471661,0.0,0.6002290721471661,0.0,135.53145472208658,0.0,5.339069823264423,0.0,7472.6190320018095,0.0,5.339069823264423,1.0685518800104952,0.7232845773299535,0.6002290721471661,5.4212581888834634,298.9047612800724
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,7.478182185104568,0.882201311190923,2.758080393075943,0.8943014933825049,1.6431749207632882,2947.431803188324,1000.0,0.4679958894507214,1.0,30153,353,100,112,135.46146937779017,0.0,0.7702940617288861,0.0,2.3162455218178883,2613.6463582110405,0.6002290721471661,0.0,0.6002290721471661,0.0,135.46146937779017,0.0,5.368051603396165,0.0,8126.950316883353,0.0,5.368051603396165,1.0647282121030213,0.7702940617288861,0.6002290721471661,6.321535237630209,379.25768145455646
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,7.478182185104568,0.8822826441129049,2.3614291298389434,0.8236993897871806,1.3272669727985675,3205.9279108190535,1000.0,0.5157745886178433,1.0,30195,332,80,129,135.4409907414363,0.0,0.6958398360472459,0.0,1.315627735394698,929.4192353180051,0.6002290721471661,0.0,0.6002290721471661,0.0,135.4409907414363,0.0,5.395830624885746,0.0,7642.696221046023,0.0,5.395830624885746,1.061435849856852,0.6958398360472459,0.6002290721471661,5.869109598795573,331.18350291199437
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,7.478182185104568,0.8822949798901876,1.3091715448101362,0.925070085818241,1.4849531808320213,3291.4656484508514,1000.0,0.6657689944843268,1.0,30711,801,42,172,135.29143299775964,0.0,0.7315439581871033,0.0,1.2570954035310185,619.0432346323132,0.6002290721471661,0.0,0.6002290721471661,0.0,135.29143299775964,0.0,5.429733247379446,0.0,7805.956920949199,0.0,5.429733247379446,1.057343494913851,0.7315439581871033,0.6002290721471661,7.666514536539713,442.3375588537881
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,7.478182185104568,0.8820936431487402,2.1629119229316713,0.845372919274377,1.399845129913754,3319.281219882965,1000.0,0.5459647299331164,1.0,30487,582,25,190,135.39944203694662,0.0,0.7496309131383896,0.0,0.9846452160014046,15.574504849910737,0.600229072147166,0.0,0.600229072147166,0.0,135.39944203694662,0.0,5.480645774062912,0.0,8300.673481515156,0.0,5.480645774062912,1.0042130264885507,0.7496309131383896,0.600229072147166,8.123966522216797,498.0404088909095
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,7.478182185104568,0.8819463113943736,1.8748213890194894,0.9016801981780312,1.3997992038726808,3359.6487743997573,1000.0,0.6735019058010764,1.0,30503,609,57,155,135.3973846435547,0.0,0.7175365726153056,0.0,1.568475349744161,70.637614454031,0.6004003383277684,0.0,0.6004003383277684,0.0,135.3973846435547,0.0,5.509710306012439,0.0,8204.09935145787,0.0,5.509710306012439,1.0024670779709373,0.7175365726153056,0.6004003383277684,6.769869232177735,410.2049675728935
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,7.478182185104568,0.8822006462017695,1.7102060168981552,0.9219708900023861,1.6498439056532723,3322.729715409279,1000.0,0.4940084586466166,1.0,29887,169,180,24,135.49627031598772,0.0,0.7707517743110657,0.0,2.0789851972035,5367.213028380871,0.6002290721471661,0.0,0.6002290721471661,0.0,135.49627031598772,0.0,5.526322855137128,0.0,7963.934851088328,0.0,5.526322855137128,0.9946466817026522,0.7707517743110657,0.6002290721471661,3.16157964070638,185.82514652539433
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,7.478182185104568,0.8820099786917368,1.6232894770304362,0.8422102594740511,1.3932450744840834,3918.1710366249085,1000.0,0.42429390865505934,1.0,30298,493,64,151,135.80774603949652,0.0,0.7052246265941196,0.0,0.8617659111817678,32.51917403012514,0.6017771910969208,0.0,0.6017771910969208,0.0,135.80774603949652,0.0,5.5509487706651806,0.0,8261.020057743806,0.0,5.5509487706651806,1.005909836699679,0.7052246265941196,0.6017771910969208,8.148464762369791,495.6612034646284
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,7.478182185104568,0.8816136443614959,2.2118321407834687,0.8675134868843996,1.7438429147005081,3910.238849477768,1000.0,0.586483478173387,1.0,30300,519,98,115,135.51004314422607,0.0,0.7315856888890266,0.0,2.249172158539295,469.77480037093164,0.6002290721471661,0.0,0.6002290721471661,0.0,135.51004314422607,0.0,5.573379600933046,0.0,8019.054761737201,0.0,5.573379600933046,1.016143072907504,0.7315856888890266,0.6002290721471661,7.2272023010253905,427.6829206259841
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,7.478182185104568,0.8816883099079132,1.7487561799089113,0.9498724438602146,1.7495008955399196,3978.0971943950653,1000.0,0.6057106002461142,1.0,30379,388,26,181,135.63997650146484,0.0,0.7017856538295746,0.0,3.3967318634192147,21.21853398323059,0.6002290721471661,0.0,0.6002290721471661,0.0,135.63997650146484,0.0,5.590032508551727,0.0,8016.497991673557,0.0,5.590032508551727,1.0245477526073565,0.7017856538295746,0.6002290721471661,5.425599060058594,320.65991966694224
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,7.478182185104568,0.8814119776089986,1.9186768810947736,0.8800336573082527,1.663849576161458,3976.16225561142,1000.0,0.5796615836876523,1.0,30885,1147,33,189,135.38893655630258,0.0,0.7538549189384167,0.0,1.0975099343519945,17.654903998970987,0.600229072147166,0.0,0.600229072147166,0.0,135.38893655630258,0.0,5.642098012715239,0.0,8032.839714950871,0.0,5.642098012715239,1.0111720228525825,0.7538549189384167,0.600229072147166,11.733707834879556,696.1794419624088
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,7.478182185104568,0.8814049768447876,1.1778031582633655,0.8256183742259983,1.74783722559611,3983.293593082428,1000.0,0.48711871917055305,1.0,30605,888,39,182,135.46997197469076,0.0,0.7498368546366692,0.0,2.0966595908006034,564.4706885701418,0.6002290721471661,0.0,0.6002290721471661,0.0,135.46997197469076,0.0,5.690108427184914,0.0,8495.233240312149,0.0,5.690108427184914,0.9984158066877435,0.7498368546366692,0.6002290721471661,10.83759775797526,679.618659224972
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,7.478182185104568,0.8811079772313436,1.535808061559995,0.8154465846658517,1.7961576644863402,3981.5390953826904,1000.0,0.48229288326283865,1.0,30267,369,55,155,135.4213420322963,0.0,0.773630406175341,0.0,2.3685880388532365,136.73730091452597,0.6002290721471661,0.0,0.6002290721471661,0.0,135.4213420322963,0.0,5.718054310433246,0.0,8841.149523672519,0.0,5.718054310433246,0.9889644798439705,0.773630406175341,0.6002290721471661,6.319662628173828,412.5869777713842
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,7.478182185104568,0.881468979716301,1.1686750129858652,0.9555805805467739,1.7184734120965004,4048.6066382551194,1000.0,0.8028174982490364,1.0,30172,242,75,129,135.1713161468506,0.0,0.764132559299469,0.0,4.825271815061569,202.34632053375245,0.6002290721471661,0.0,0.6002290721471661,0.0,135.1713161468506,0.0,5.72886969264944,0.0,7439.097531385037,0.0,5.72886969264944,0.9964750513664512,0.764132559299469,0.6002290721471661,3.6045684305826824,198.37593417026764
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,7.478182185104568,0.8809413117170334,2.466574664811293,0.7650534111353955,1.8233846463263035,4047.9383485126496,1000.0,0.5071019004596132,1.0,30146,403,115,98,135.5589780807495,0.0,0.7028262373059988,0.0,1.9339430704712868,1956.5824911499024,0.6002290721471661,0.0,0.6002290721471661,0.0,135.5589780807495,0.0,5.755665603733212,0.0,8118.254052449958,0.0,5.755665603733212,0.9983981558996491,0.7028262373059988,0.6002290721471661,7.22981216430664,432.97354946399776
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,7.478182185104568,0.8808999772866567,1.569717882076899,0.933536787770201,1.5279646674791971,4235.524699664116,1000.0,0.7616061433122691,1.0,30607,713,55,157,136.22561340332032,0.0,0.6701006598770618,0.0,1.8414763847986857,29.746259390711785,0.6033582848673947,0.0,0.6033582848673947,0.0,136.22561340332032,0.0,5.779348062615101,0.0,8044.074117521508,0.0,5.779348062615101,0.9976492753033434,0.6701006598770618,0.6033582848673947,6.811280670166016,402.2037058760754
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,7.478182185104568,0.8808423097928365,1.403932085732619,0.9206144793954046,1.581203689177831,4201.403456926346,1000.0,0.5169570554264703,1.0,30388,459,36,175,135.61760355631512,0.0,0.7044349233309428,0.0,1.4847579956054688,350.33079457312823,0.6002290721471663,0.0,0.6002290721471663,0.0,135.61760355631512,0.0,5.803396315167925,0.0,8471.105493078525,0.0,5.803396315167925,1.0014759080514959,0.7044349233309428,0.6002290721471663,6.780880177815755,423.55527465392623
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,7.5242409951336455,0.8803536450862884,1.859721225698789,0.7191377687575103,1.836618334054947,4273.356102652549,1000.0,0.44711828795252545,1.0,30314,643,81,138,135.25557708740234,0.0,0.726408449086276,0.0,2.02968168258667,2261.603519064188,0.6002290721471659,0.0,0.6002290721471659,0.0,135.25557708740234,0.0,5.838340202318782,0.0,8341.917126934555,0.0,5.838340202318782,1.0046492427442129,0.726408449086276,0.6002290721471659,9.918742319742838,611.7405893085341
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,7.5242409951336455,0.8803233114878336,2.5262948937217393,0.9026539751434147,1.5275523391636936,4499.323133134842,1000.0,0.46717579559374384,1.0,30229,291,57,149,135.37337424538353,0.0,0.7553966478867964,0.0,2.118919638070193,592.3614933562279,0.6002290721471661,0.0,0.6002290721471661,0.0,135.37337424538353,0.0,5.869316052539218,0.0,9066.152244748699,0.0,5.869316052539218,0.9693106190068786,0.7553966478867964,0.6002290721471661,4.963690388997396,332.4255823074523
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,7.540775868079667,0.8800479765733084,1.1406144065658252,0.829406033661033,1.9727546405792236,4536.591798901558,1000.0,0.5063490842251666,1.0,30821,1064,22,199,135.46704833984376,0.0,0.7323192131519317,0.0,2.0043760919570923,14.443820886611938,0.6002290721471661,0.0,0.6002290721471661,0.0,135.46704833984376,0.0,5.912650138314319,0.0,7798.953612964796,0.0,5.912650138314319,0.9598558239128616,0.7323192131519317,0.6002290721471661,11.28892069498698,649.9128010803996
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,7.540775868079667,0.8800386456648509,1.2129519825180373,0.8855485356819157,1.5190973609685898,4533.301732873917,1000.0,0.4869572123141716,1.0,30457,672,59,158,135.43055572509766,0.0,0.7556191056966781,0.0,1.6767621457576751,1288.981602704525,0.6002290721471659,0.0,0.6002290721471659,0.0,135.43055572509766,0.0,5.944724710203419,0.0,8911.071875966005,0.0,5.944724710203419,0.9530518587041733,0.7556191056966781,0.6002290721471659,9.028703715006511,594.0714583977336
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,7.540775868079667,0.8798509766658147,1.0148098436991373,0.8504391756744537,1.9100503836359297,4658.31186580658,1000.0,0.5484040011774177,1.0,30625,808,39,178,135.43089149111793,0.0,0.7593017192113967,0.0,2.2127243677775064,23.592113395929335,0.6002290721471659,0.0,0.6002290721471659,0.0,135.43089149111793,0.0,5.972573689660328,0.0,8397.989421634014,0.0,5.972573689660328,0.9615541530847629,0.7593017192113967,0.6002290721471659,9.480162404378255,587.8592595143809
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,7.594761190061966,0.8796369789044062,0.9955132307608923,0.866103042239083,1.917054064133588,4659.340149273872,1000.0,0.507720018617305,1.0,30295,512,86,129,135.31995705997244,0.0,0.7115937296081992,0.0,2.9276942645802215,292.56095570445063,0.6002290721471661,0.0,0.6002290721471661,0.0,135.31995705997244,0.0,5.994182911422069,0.0,8019.6495953186395,0.0,5.994182911422069,0.9718564875709957,0.7115937296081992,0.6002290721471661,7.668130900065104,454.44681040138954
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,7.594761190061966,0.8794569756587346,1.0338011982043585,0.8676759297760845,2.142521849045387,4707.469078321457,1000.0,0.5583503701181949,1.0,30263,368,68,143,135.40400578425482,0.0,0.783402681350708,0.0,4.191613820882944,524.2042329716683,0.6002290721471661,0.0,0.6002290721471661,0.0,135.40400578425482,0.0,6.011494535954874,0.0,8482.899059995436,0.0,6.011494535954874,0.9731374102948059,0.783402681350708,0.6002290721471661,5.867506917317709,367.5922925998022
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,7.594761190061966,0.879136644800504,1.3325865842898688,0.8806965174129353,2.090936647521125,4716.87704395771,1000.0,0.4605873768346197,1.0,30044,222,120,86,135.37514411078558,0.0,0.6909559766451517,0.0,3.0232461293538413,6603.686474733353,0.6002290721471661,0.0,0.6002290721471661,0.0,135.37514411078558,0.0,6.02173611990867,0.0,7473.650726669593,0.0,6.02173611990867,0.9770674107481757,0.6909559766451517,0.6002290721471661,4.061254323323568,224.20952180008777
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,7.594761190061966,0.8795713116725286,0.9964390351374944,0.9702174296291943,1.3121840324666765,5435.9764301967625,1000.0,0.5236741540201357,1.0,30123,222,82,123,135.3251020643446,0.0,0.6290093594127231,0.0,0.9357448683844672,1432.3924704033136,0.6002290721471661,0.0,0.6002290721471661,0.0,135.3251020643446,0.0,6.037181151765935,0.0,8280.091765632395,0.0,6.037181151765935,0.9728372365256762,0.6290093594127231,0.6002290721471661,4.059753061930339,248.4027529689718
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,7.594761190061966,0.8794329784313838,1.02458779245615,0.9406848561059465,1.7820441166559855,5609.80055876255,1000.0,0.7117874476445178,1.0,30452,581,72,139,135.44275410970053,0.0,0.7894802093505859,0.0,2.8293567180633543,1051.143850134611,0.6002290721471663,0.0,0.6002290721471663,0.0,135.44275410970053,0.0,6.058165777815305,0.0,9972.52890071954,0.0,6.058165777815305,0.9757753935606047,0.7894802093505859,0.6002290721471663,6.772137705485026,498.62644503597693
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,7.594761190061966,0.8794656447569529,1.0585175655285517,0.9158983053316537,1.9543703645467758,5699.002397627831,1000.0,0.6375080695019553,1.0,30011,225,139,65,135.30488395690918,0.0,0.762944720685482,0.0,4.2259736359119415,923.0475403022766,0.6002290721471661,0.0,0.6002290721471661,0.0,135.30488395690918,0.0,6.067568127972911,0.0,9449.832586712302,0.0,6.067568127972911,0.9770344363501007,0.762944720685482,0.6002290721471661,3.6081302388509116,251.9955356456614
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,7.594761190061966,0.8790323118368785,1.041202572484811,0.8692447900648377,1.9980571269989014,5756.584633903503,1000.0,0.4934811723904792,1.0,30278,454,78,136,135.4249963760376,0.0,0.7071228083223104,0.0,2.0871236473321915,457.2501354122162,0.6002290721471661,0.0,0.6002290721471661,0.0,135.4249963760376,0.0,6.097743996596982,0.0,8933.263002561838,0.0,6.097743996596982,0.9582024779689697,0.7071228083223104,0.6002290721471661,7.222666473388672,476.4406934699647
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,7.594761190061966,0.8791166430711747,1.2921581664681434,0.8400892132334139,1.2740065654118855,5872.79741563797,1000.0,0.580815330788228,1.0,30146,370,127,81,135.43261082967123,0.0,0.750742127497991,0.0,1.6117509802182515,2200.5382596427203,0.6002290721471661,0.0,0.6002290721471661,0.0,135.43261082967123,0.0,6.116044173456438,0.0,10830.586341380409,0.0,6.116044173456438,0.9550695059112358,0.750742127497991,0.6002290721471661,5.417304433186849,433.22345365521636
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,7.694785814026281,0.8790659767389297,1.0295631376902263,0.8724983264621825,1.7232224841912587,6068.375126705169,1000.0,0.5368323276608303,1.0,30488,623,45,170,135.40364922417535,0.0,0.7620684570736356,0.0,2.1762583520677357,459.3160845720768,0.600229072147166,0.0,0.600229072147166,0.0,135.40364922417535,0.0,6.13879132735308,0.0,9519.243447868312,0.0,6.13879132735308,0.9603277448955048,0.7620684570736356,0.600229072147166,8.124218953450521,571.1546068720987
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,7.694785814026281,0.8788936438163122,1.0754713925719261,0.9416396861559294,1.938090373169292,6099.423622894287,1000.0,0.569115450853275,1.0,30199,336,91,116,135.35839150168678,0.0,0.7535190365531228,0.0,2.952035893093456,1690.1775974023342,0.6002290721471661,0.0,0.6002290721471661,0.0,135.35839150168678,0.0,6.15613657695038,0.0,9275.366487753397,0.0,6.15613657695038,0.9551745097200881,0.7535190365531228,0.6002290721471661,4.963141021728515,340.09677121762456
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,7.694785814026281,0.8788993088404338,0.9940896257758141,0.8529955008056186,2.024957916953347,6245.750747814179,1000.0,0.7115311388328783,1.0,30302,353,53,154,135.58178433504972,0.0,0.7158564491705461,0.0,4.616743564605713,2268.59740760684,0.6002290721471661,0.0,0.6002290721471661,0.0,135.58178433504972,0.0,6.1693934376005135,0.0,8976.89204199018,0.0,6.1693934376005135,0.9599551118344823,0.7158564491705461,0.6002290721471661,4.971332092285156,329.15270820630667
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,7.722778042391953,0.8787203119198481,1.008398426969846,0.7570422607933329,1.7317207175142624,6561.975501403808,1000.0,0.30417007397337864,1.0,29988,382,151,63,135.38102273380056,0.0,0.7071356387699351,0.0,2.4885486013749065,5397.808919055462,0.6002290721471661,0.0,0.6002290721471661,0.0,135.38102273380056,0.0,6.198053675230458,0.0,9246.639388854428,0.0,6.198053675230458,0.9489289265830079,0.7071356387699351,0.6002290721471661,7.671591288248698,523.9762320350844
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,7.7428604639808505,0.8783343114455541,1.0758099546035131,0.9166519613525264,2.123238034108106,7100.52144701004,1000.0,0.5559464707709101,1.0,30503,619,47,167,135.3892561968635,0.0,0.7434764066163231,0.0,3.1337381811702953,1909.888458352089,0.6002290721471661,0.0,0.6002290721471661,0.0,135.3892561968635,0.0,6.220134188017697,0.0,8872.41285599803,0.0,6.220134188017697,0.950191519329667,0.7434764066163231,0.6002290721471661,7.672057851155599,502.7700618398884
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,7.7428604639808505,0.8782146449883779,1.0624100962281227,0.9279587099788354,1.9207714378833771,7274.888011245727,1000.0,0.6960869956253826,1.0,30472,591,65,146,135.3819844563802,0.0,0.7126907577117284,0.0,1.8021649996439615,1684.5870056688786,0.6002290721471663,0.0,0.6002290721471663,0.0,135.3819844563802,0.0,6.24622601235553,0.0,8814.4716813338,0.0,6.24622601235553,0.9323369241543907,0.7126907577117284,0.6002290721471663,6.76909922281901,440.72358406669
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,7.7428604639808505,0.8781833122173945,0.9804586657881736,0.9047152812377534,1.7272323846817017,7476.891642570496,1000.0,0.44744785675735904,1.0,30269,391,56,156,135.8677225748698,0.0,0.6350690265496571,0.0,2.44020045598348,1709.014257888794,0.601668425912062,0.0,0.601668425912062,0.0,135.8677225748698,0.0,6.2628186645511335,0.0,8663.879191753478,0.0,6.2628186645511335,0.9385264634071299,0.6350690265496571,0.601668425912062,6.79338612874349,433.19395958767393
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,7.809718901553548,0.8778653101126352,1.7287119804819424,0.9516344984550698,1.612462654709816,7647.565239143371,1000.0,0.6819297440868012,1.0,30323,462,90,119,135.39488728841147,0.0,0.68644101669391,0.0,2.4286403159300485,4516.144551787376,0.6002290721471661,0.0,0.6002290721471661,0.0,135.39488728841147,0.0,6.278556659271328,0.0,10162.811455481846,0.0,6.278556659271328,0.9380486259456456,0.68644101669391,0.6002290721471661,5.415795491536458,406.5124582192738
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,7.934151724343932,0.87767964442571,1.048197857240836,0.8643987320680326,2.348463507259593,8123.993244361877,1000.0,0.613518892795912,1.0,30667,722,19,194,135.5820285572725,0.0,0.7316497389008018,0.0,5.818625225740321,120.74256206989288,0.6002290721471661,0.0,0.6002290721471661,0.0,135.5820285572725,0.0,6.299997361886684,0.0,8959.698185143963,0.0,6.299997361886684,0.9393440644679304,0.7316497389008018,0.6002290721471661,7.682981618245443,507.71623049149116
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,7.934151724343932,0.8775323102871577,1.0311802142858506,0.9231553408874945,2.1555527448654175,8219.413563804626,1000.0,0.5960100531563091,1.0,30189,350,96,113,135.40809396597055,0.0,0.7329569917458755,0.0,5.493366314814641,998.854303817749,0.6002290721471661,0.0,0.6002290721471661,0.0,135.40809396597055,0.0,6.318046884753863,0.0,9799.852771479864,0.0,6.318046884753863,0.9422406341329479,0.7329569917458755,0.6002290721471661,5.867684071858724,424.6602867641275
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,7.934151724343932,0.8773509768644968,1.0496882605552673,0.9211581439203922,1.996481643003576,8299.484670314789,1000.0,0.6062012592208607,1.0,30504,618,47,167,135.52423993278953,0.0,0.7174160988891826,0.0,2.9874507293981662,440.4778766107559,0.6002290721471661,0.0,0.6002290721471661,0.0,135.52423993278953,0.0,6.340702293888486,0.0,9870.398085137811,0.0,6.340702293888486,0.9410869503348249,0.7174160988891826,0.6002290721471661,7.679706929524739,559.3225581578092
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,7.934151724343932,0.8775373095273972,1.057892681558927,0.8989488169348101,1.6332542896270752,8336.330209236145,1000.0,0.38975630792164323,1.0,30224,232,30,176,135.28198658336294,0.0,0.7677338502623818,0.0,2.533408761024475,749.0706560540199,0.6002290721471661,0.0,0.6002290721471661,0.0,135.28198658336294,0.0,6.35463479154287,0.0,10936.170296346236,0.0,6.35463479154287,0.9448196503364368,0.7677338502623818,0.6002290721471661,4.960339508056641,400.99291086602864
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,8.058584547134318,0.8772083087762197,1.0277015271782874,0.8073074353748291,2.1561237685382366,8466.871889514923,1000.0,0.40290226019592557,1.0,30126,337,85,128,135.53030681610107,0.0,0.7661903724074364,0.0,3.168963313102722,3000.6446469020843,0.6002290721471661,0.0,0.6002290721471661,0.0,135.53030681610107,0.0,6.374767901161651,0.0,9580.421774686803,0.0,6.374767901161651,0.9514053748267325,0.7661903724074364,0.6002290721471661,7.228283030192057,510.95582798329616
