algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,0,0.0,0.4578939877947171,1.9724697025616964,nan,0.2352038327852885,0.23516964085400105,,0.0,nan,0,3,0,30797
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,1,0.0,0.5723289839426676,1.7055281003316243,nan,0.20453617538015048,0.20567613825201989,,nan,nan,0,3,0,31165
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,2,0.0,0.6218856499592463,1.4809296413262685,nan,0.18757495601971944,0.1904026099294424,,0.0,nan,0,314,0,30992
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,3,0.0,0.6510029844443004,1.3047678180535633,nan,0.16607708136240643,0.16950523428618908,,nan,nan,0,0,0,31382
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,4,0.0,0.6733439832925796,1.175306210120519,nan,0.1428460321823756,0.1464245155453682,,nan,nan,0,72,0,31136
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,5,0.0,0.6909619824091593,1.0810386776924132,nan,0.12296768516302109,0.12658444318920373,,0.0,nan,0,137,0,30729
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,6,0.0,0.7023516501983007,1.0107580675681431,nan,0.10723122206827004,0.11105464491993189,,0.0,nan,0,119,0,31053
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,7,0.0,0.710499981045723,0.9569445709387462,nan,0.0954041363298893,0.09940915588289499,,nan,nan,0,26,0,31022
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,8,0.0,0.7167193168401718,0.9139593789974848,nan,0.08628490164875985,0.09065578561276197,,0.0,nan,0,128,0,31786
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,9,0.0,0.7229529805978139,0.878825706243515,nan,0.0791300464173158,0.0838240971043706,,0.0,nan,0,73,0,31665
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,10,0.0,0.7278873157501221,0.8494637503226599,nan,0.07352482552329699,0.07855643518269062,,0.0,nan,0,262,0,31772
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,11,0.0,0.7326796483993531,0.8244045084714889,nan,0.06857957415282727,0.07408812370151281,,0.0,nan,0,620,0,31060
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,12,0.0,0.7366059805949529,0.8030714209874471,nan,0.0645937424649795,0.07053377717733383,,0.0,nan,0,183,0,30517
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,13,0.0,0.7402936458587647,0.7844602435827255,nan,0.06116948064416647,0.0672660362161696,,0.0,nan,0,247,0,30729
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,14,0.0,0.7435719803969065,0.7683133629957835,nan,0.058245174065232275,0.06466060724109411,,nan,nan,0,140,0,30492
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,15,0.0,0.7465856488545736,0.7539652021725972,nan,0.05592086548606555,0.06302515165880322,,0.0,nan,0,348,0,30902
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,16,0.0,0.7493033136924108,0.7413545099894205,nan,0.05379409670829773,0.0611316804215312,,0.0,nan,0,204,0,30798
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,17,0.0,0.7521546479066213,0.7298563013474146,nan,0.051803569979965686,0.05943527776747942,,0.0,nan,0,285,0,30769
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,18,0.0,0.7546489822864533,0.7196121118466059,nan,0.04997190222144127,0.05868873620405793,,0.0,nan,0,343,0,30515
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,19,0.0,0.7566126467784245,0.7102854430675507,nan,0.048528358253339926,0.05736493978649378,,0.0,nan,0,346,0,30674
trimmed-mean,scale,fashion_mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,20,0.0,0.7588249810536702,0.7017009862263998,nan,0.04715864520519972,0.0567443448677659,,0.0,nan,0,273,0,30459
