algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,krum_score_honest,krum_score_attacker,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,10,0.409245771177864,0.835293313662211,0.7289023955663045,nan,2.256918562086005,13.434958786964417,1000.0,0.0,nan,0,31821,0,213,4.642250562969007,11.910447118282319,634.4791034899259,660.5842272949219,0.9644861754618193,0.9209510132670402,0.1207392171987329,0.35180224794994985,6769.20790957781,1219.376404793974,2.810914966007007,2.9290916972693095,634.4791034899259,660.5842272949219,2.810914966007007,2.9290916972693095,0.21316442949921968,0.15811704752306224,0.9247280364711535,2.9188389214976946,288.34389685058596,744.9804624815463
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,11,0.4656610142136095,0.8397966464360554,0.6887135118246078,nan,2.5471626851293774,14.449269299507142,1000.0,0.0,nan,0,31468,0,212,4.554263538784451,52.29349760532379,641.3270941840278,649.2042373657226,0.9421988328297933,0.9291878032684326,0.1320499822577994,0.37327177931343875,7392.437173592869,1104.5724285647054,2.842843181722741,2.877810354971998,641.3270941840278,649.2042373657226,2.842843181722741,2.877810354971998,0.22853870108005517,0.16548212869631487,0.9302621084615725,2.874923157180775,282.7694703369141,707.9567096752256
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,12,0.4726300341469811,0.8443666481971741,0.6540520886580149,nan,2.5946321270682593,14.999903683662415,1000.0,0.0,nan,0,30495,0,205,4.4636078747836025,109.17864175081253,644.0244085138494,653.3872213745117,0.9259176579388705,0.9110527768731117,0.13905054359909003,0.39455401919853317,7944.064449860398,1002.2465691348297,2.8578767396731326,2.8974286400929063,644.0244085138494,653.3872213745117,2.8578767396731326,2.8974286400929063,0.24125193383886728,0.1727216457440328,0.9118277232793836,2.895366692677658,275.52342553710935,575.6680455508606
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,13,0.4794799040277946,0.8474283111095429,0.6272433958450954,nan,2.5372058083029354,15.34466866016388,1000.0,0.0,nan,0,30762,0,214,4.807451809153838,106.56206074476242,644.5067964441636,662.6832998657227,0.9149570920888115,0.8852945697307587,0.14761243722018125,0.41206238224186537,8668.236634227495,920.6016233935889,2.8583136593687217,2.9364532354252773,644.5067964441636,662.6832998657227,2.8583136593687217,2.9364532354252773,0.25339241522885486,0.17820325486993632,0.8876183618048918,2.9303317018171597,286.9865510253906,662.9606949211703
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,0.48552629850280316,0.8511096461613973,0.6017294663190842,nan,2.7896815803315906,15.933333387374878,1000.0,0.0,nan,0,30430,0,202,9.560138066609701,120.81049220800399,631.6114162868923,660.2558404541015,0.9288127952151828,0.8774989968538285,0.1532438573343891,0.42699341974063765,9085.841856325686,874.255658791633,2.7937362544005238,2.9275664739856357,631.6114162868923,660.2558404541015,2.7937362544005238,2.9275664739856357,0.2627436822968885,0.18252677268178044,0.8797086819507288,2.92180345017575,275.4713416748047,513.2474169305156
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,0.4919153735537577,0.8535183117787043,0.5816380149126053,nan,2.7472445517778397,16.449610743522644,1000.0,0.0,nan,0,31039,0,211,4.20185050368309,77.77912260055543,635.6358947753906,659.1300656127929,0.9068157188594341,0.8684484827518463,0.16183792459832663,0.442271062099351,9922.225754714118,819.1496165893196,2.822737291440534,2.921806249894087,635.6358947753906,659.1300656127929,2.822737291440534,2.921806249894087,0.2740111795987364,0.18641755188917764,0.8712905002412973,2.9144678085271574,283.9923748779297,645.1710707865798
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,0.49890290619945943,0.8559823125600815,0.56365274310112,nan,2.996466701680964,17.083773984909058,1000.0,0.0,nan,0,30796,0,206,6.916215549815785,129.61829614639282,625.0055874911221,652.9475384521485,0.9174367677081715,0.8678261587023735,0.1664729912666874,0.45762269767147196,10349.503920331355,778.3803030549029,2.7674986036820033,2.894324720675369,625.0055874911221,652.9475384521485,2.7674986036820033,2.894324720675369,0.2829328738286013,0.19106822118991332,0.8704124937690265,2.887712932585666,274.9291383056641,539.041207469251
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,0.5057303738531044,0.8580219773451487,0.5478671864668528,nan,2.162094086408615,17.399876461029052,1000.0,0.0,nan,0,30841,0,213,4.326194792985916,118.56695244550706,636.4499168395996,654.7446789550781,0.886094156652689,0.8532293123006821,0.17764653492026283,0.47217021442043716,10896.788706832253,731.8599305330109,2.8192895070997475,2.9024702457478613,636.4499168395996,654.7446789550781,2.8192895070997475,2.9024702457478613,0.29545600672033256,0.19327799473706095,0.8556637452156456,2.896308709551705,282.2642689208984,641.4412108318364
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,0.5129587488401123,0.8599426454305649,0.5344802244504293,nan,2.4309849813580513,17.67124699115753,1000.0,0.0,nan,0,30646,0,212,4.015107870101929,155.30313668847083,637.8439674377441,656.2885195922852,0.8708922900259495,0.8388891381025314,0.18757179761527717,0.4833317259351446,11658.088003436538,701.512115519693,2.829330106848367,2.9095239452670683,637.8439674377441,656.2885195922852,2.829330106848367,2.9095239452670683,0.3058757689432242,0.1943759386388332,0.8412597419487106,2.9035836609397574,282.92641479492187,653.6636623178464
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,0.5197583163095025,0.8615416457255681,0.5227084071437518,nan,2.6872620582580566,17.994246115684508,1000.0,0.0,nan,0,30814,0,206,3.904557076367465,99.12171568512916,620.0904374556108,655.1969558715821,0.8922097737138922,0.8290943270921707,0.19455444955152743,0.4948539176375973,11655.0717840397,681.7026736330607,2.748291738361443,2.9048734235916855,620.0904374556108,655.1969558715821,2.748291738361443,2.9048734235916855,0.31467423678595535,0.19624674284536311,0.8323847058260045,2.8967103973474546,275.7207719726562,529.0926487020977
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,0.5264334853364072,0.8630776470899582,0.5118013754487037,nan,2.296117830276489,18.595268740653992,1000.0,0.0,nan,0,30523,0,209,4.089586687088013,182.31120636224747,610.3094482421875,646.2122589111328,0.8971964160601298,0.833491869866848,0.201629928874263,0.5078255903622363,12244.05496611204,662.964638062915,2.708697626328562,2.8651682395665126,610.3094482421875,646.2122589111328,2.708697626328562,2.8651682395665126,0.3241081934694523,0.19840340685305846,0.8379363730896351,2.854251685154562,276.79418701171875,632.5075042085272
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,0.5338206770975019,0.8643679777781169,0.5022507644693057,nan,2.6598458091417947,18.645549569129944,1000.0,0.0,nan,0,30603,0,207,4.7597459355990095,101.37283042669296,631.6390482584635,650.2212533569336,0.8482479701439539,0.8147143745422363,0.20649975307841736,0.5163295173801261,12874.267189017997,659.759984410231,2.800776151996486,2.8823215649129486,631.6390482584635,650.2212533569336,2.800776151996486,2.8823215649129486,0.3304316587991009,0.19992688090029948,0.8166125025951637,2.877705786823338,275.24783850097657,572.8864063005244
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,0.5410764672572116,0.8650799769163132,0.4952030681570371,nan,2.5603576773091365,18.904285850524904,1000.0,0.0,nan,0,31164,0,214,3.706948907751786,91.33327093839645,643.0770392166941,648.0384017944336,0.8158128057655535,0.8067235082387925,0.21431996060339312,0.5247617006519976,13113.222819500668,656.65073374632,2.8509974510387637,2.8728804474152634,643.0770392166941,648.0384017944336,2.8509974510387637,2.8728804474152634,0.3384966566228349,0.20029951727196232,0.8075120774306119,2.8709819226154756,283.6522882080078,760.9627606395535
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,0.5483705852508537,0.8660073137283325,0.4878230969111125,nan,2.7662875468914327,19.39535849571228,1000.0,0.0,nan,0,30467,0,207,3.578668502660898,258.3765238022804,604.6978712815505,639.9843927001953,0.8735452202650217,0.8097036549448967,0.22378130645072464,0.5343067070237467,13169.15519768692,650.8304466225053,2.685018522599796,2.8371913292495488,604.6978712815505,639.9843927001953,2.685018522599796,2.8371913292495488,0.34799146667993347,0.20019799089426235,0.8136000885090358,2.827903787059657,271.7159017333984,602.730213788862
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,0.5553884340656995,0.8670369791984558,0.48035945226748783,nan,2.3897178570429483,19.02247025489807,1000.0,0.0,nan,0,30719,0,211,3.767287317911784,131.1710157752037,619.983955891927,650.7603692626953,0.8345015525817872,0.7780939200520516,0.23105835159696392,0.5414083500524779,14261.123541753195,655.2450879848382,2.750440652306934,2.883556098281016,619.983955891927,650.7603692626953,2.750440652306934,2.883556098281016,0.3551983509791695,0.1997557040983388,0.7820293362750563,2.8742689741432885,278.90366638183593,689.9317414465312
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,0.5632955503426327,0.8682843112945556,0.4735044633348783,nan,2.1709668238957724,19.32681142807007,1000.0,0.0,nan,0,30650,0,208,3.4666919509569802,104.94792915940285,568.7737833658854,645.4317858886719,0.9206978231668472,0.7756587302684784,0.24134632979842124,0.548502571450745,13639.414795839528,647.5217065844979,2.5216841414649935,2.860553818840641,568.7737833658854,645.4317858886719,2.5216841414649935,2.860553818840641,0.36420882645935077,0.19788232222554972,0.7838684902438577,2.84137251634768,271.82328515625,586.3546377339478
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,0.571373268260649,0.8688033105929692,0.46847459534804026,nan,2.628779934002803,19.478589692115783,1000.0,0.0,nan,0,30683,0,211,4.371276176892794,150.79502884864806,606.3018657977765,642.8579473876953,0.8385423238460834,0.7680209219455719,0.24872658390642394,0.5554572064084532,14036.32481830777,643.6858210795328,2.6866313491266065,2.8497582654320466,606.3018657977765,642.8579473876953,2.6866313491266065,2.8497582654320466,0.3714188329072357,0.19700845627313096,0.7723250450662604,2.839802162558945,272.9070274658203,622.4187737078153
