algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,krum_score_honest,krum_score_attacker,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,0.7149823327038373,0.8714346446593603,0.4322777776916822,0.8953090170208716,2.9863770256439843,26.796118779182436,1000.0,0.6811793560663729,1.0,30237,462,118,89,3.6063642700513205,167.9593765747547,497.38909912109375,0.0,0.7492591391007105,0.0,0.3835011253014811,0.0,18510.71699086683,0.0,2.208576859515319,0.0,497.3890864054362,0.0,2.208576859515319,0.0,0.3835011253014811,0.13546076819457584,0.7492591391007105,2.208576859515319,19.89556345621745,740.4286796346732
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,0.7149823327038373,0.8706913117567698,0.4352362045645714,0.9066271951194274,4.039148295626921,30.827451167106627,1000.0,0.5472425539425069,1.0,30500,580,28,186,9.676293821895824,74.60389935016632,499.2094331629136,0.0,0.7341502904891968,0.0,0.3882695382463971,0.0,17346.393118953616,0.0,2.213015117956629,0.0,499.2094331629136,0.0,2.213015117956629,0.0,0.3882695382463971,0.13571356395553094,0.7341502904891968,2.213015117956629,28.288534545898436,982.962276740705
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,0.7149823327038373,0.8708939784765244,0.4344435030221939,0.9350743765580631,3.803675624040457,31.951671166419985,1000.0,0.6099313404354538,1.0,30213,390,101,108,8.547497749328613,156.58645963668823,487.43946955754205,0.0,0.7501989694742056,0.0,0.39052773913146005,0.0,16526.46213847561,0.0,2.1632174027255817,0.0,487.43946955754205,0.0,2.1632174027255817,0.0,0.39052773913146005,0.13645429626133732,0.7501989694742056,2.1632174027255817,21.122377014160158,716.1466926672765
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,0.7477834278189478,0.8715823111931483,0.43188535898923874,0.9479515148571752,2.882170671224594,39.4173407793045,1000.0,0.631924068929598,1.0,30105,253,103,105,4.814921021461487,163.95359292507172,476.42473754882815,0.0,0.7685297966003418,0.0,0.3944224232282385,0.0,19028.59289620936,0.0,2.1102808261248853,0.0,476.42478637695314,0.0,2.1102808261248853,0.0,0.3944224232282385,0.1363579329084205,0.7685297966003418,2.1102808261248853,15.880826212565104,634.2864298736454
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,0.7531974317193402,0.8715086476008097,0.4321399771173795,0.8459826242307452,3.1127441257238386,46.268535532951354,1000.0,0.34848472625342214,1.0,30296,542,60,158,2.167252814769745,102.485460896492,446.3037139892578,0.0,0.833787351846695,0.0,0.4088487739105522,0.0,17750.737682196715,0.0,1.9785687583915401,0.0,446.30370025634767,0.0,1.9785687583915401,0.0,0.4088487739105522,0.13673552512538958,0.833787351846695,1.9785687583915401,29.753580017089845,1183.3825121464477
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,0.7531974317193402,0.8711256468296051,0.43293891896804176,0.9023953653682456,3.357013744612535,47.85211043357849,1000.0,0.48179312583423717,1.0,30628,928,57,163,3.724155311783155,118.44791656017304,473.7448132832845,0.0,0.7497054239114126,0.0,0.42177172257665224,0.0,18724.438737261527,0.0,2.100113672632746,0.0,473.744820912679,0.0,2.100113672632746,0.0,0.42177172257665224,0.13702924474871106,0.7497054239114126,2.100113672632746,37.89958567301432,1497.955098980922
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,0.7531974317193402,0.871673643986384,0.43103272408246995,0.9108394867869714,2.914110843340556,49.48689287662506,1000.0,0.5076250949943337,1.0,30269,423,74,136,6.493902619679769,161.28389713287353,482.62291463216144,0.0,0.7139024873574574,0.0,0.42789994614971627,0.0,18740.63391417667,0.0,2.138756826260832,0.0,482.62294311523436,0.0,2.138756826260832,0.0,0.42789994614971627,0.13649842169876766,0.7139024873574574,2.138756826260832,24.13114715576172,937.0316957088332
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,0.7531974317193402,0.8711149773995082,0.43295164267222086,0.9368635611329705,4.1001795927683515,56.247058520317076,1000.0,0.6641147364302987,1.0,30294,402,73,135,11.72758960723877,163.09768609046935,502.3805109659831,0.0,0.6450289065639178,0.0,0.43045848528366376,0.0,14389.957161985863,0.0,2.2308717079463043,0.0,502.3805109659831,0.0,2.2308717079463043,0.0,0.43045848528366376,0.13663208168538316,0.6450289065639178,2.2308717079463043,20.095220438639323,575.5982864794345
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,0.7561729693720465,0.8704229785998663,0.4357290168603261,0.8405714430424642,4.04825259372592,62.97281060695648,1000.0,0.42602721891669093,1.0,30172,419,100,111,4.833684489130974,249.79432571411132,466.2208957672119,0.0,0.7311025820672512,0.0,0.4360012978423879,0.0,17321.465985687377,0.0,2.0683695444004435,0.0,466.2208786010742,0.0,2.0683695444004435,0.0,0.4360012978423879,0.13575083747249395,0.7311025820672512,2.0683695444004435,24.865113525390626,923.81151923666
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,0.7586852822113332,0.870279977718989,0.43528565963109334,0.93072189433007,3.5647934041917324,72.0286096572876,1000.0,0.5462350205993615,1.0,30436,562,56,158,5.046122759580612,88.71980507850647,439.29673767089844,0.0,0.7931766994297504,0.0,0.4449085582236639,0.0,16718.198300439235,0.0,1.9476116451042351,0.0,439.29675102233887,0.0,1.9476116451042351,0.0,0.4449085582236639,0.1354622204832695,0.7931766994297504,1.9476116451042351,23.42916005452474,891.6372426900925
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,0.7649330301549249,0.8696083132425944,0.43816783249378205,0.8854522462110084,3.7869883524744132,76.00250492572785,1000.0,0.5544029137814325,1.0,30464,691,77,138,7.815634777671413,105.43996288776398,472.444869192023,0.0,0.6892478230752443,0.0,0.45027868674396015,0.0,18091.92476082579,0.0,2.0942875877462,0.0,472.444869192023,0.0,2.0942875877462,0.0,0.45027868674396015,0.1363554234405268,0.6892478230752443,2.0942875877462,29.92150838216146,1145.8219015189668
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,0.7703202044806904,0.8682683110237122,0.4452859171231588,0.9235906766053744,4.952798452642229,80.44260025978089,1000.0,0.7200042102861554,1.0,30893,962,15,200,13.50522878434923,43.90940558195114,453.14471605088977,0.0,0.7310184207227495,0.0,0.4584177991212086,0.0,16605.947764760036,0.0,2.007373119009232,0.0,453.1446990966797,0.0,2.007373119009232,0.0,0.4584177991212086,0.13525432082396532,0.7310184207227495,2.007373119009232,27.18868194580078,996.3568658856019
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,0.7703202044806904,0.8679573130607605,0.44604729384183883,0.8937759537483241,3.6615512182838037,80.3640003490448,1000.0,0.6437176449349217,1.0,30575,757,59,157,6.035649174138119,86.19600474119187,441.5967808773643,0.0,0.7485281103535703,0.0,0.4629062966868236,0.0,16993.431702106274,0.0,1.9599768441751408,0.0,441.59681139494245,0.0,1.9599768441751408,0.0,0.4629062966868236,0.1378871034221104,0.7485281103535703,1.9599768441751408,27.96779805501302,1076.2506744667307
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,0.7703202044806904,0.8677626452843348,0.44680519461631774,0.888546029024114,3.929521031677723,83.72017634391784,1000.0,0.5134611366681948,1.0,30360,574,94,118,7.513805955648422,116.64138261795044,452.7548370361328,0.0,0.7057613767683506,0.0,0.4663503520101231,0.0,15270.133962441962,0.0,2.0067868787039322,0.0,452.7548522949219,0.0,2.0067868787039322,0.0,0.4663503520101231,0.14005396488306626,0.7057613767683506,2.0067868787039322,24.146925455729168,814.4071446635713
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,0.8153514952642072,0.8672643123070399,0.4502845448255539,0.8369847240198195,3.517203062772751,88.80352080345153,1000.0,0.4505826041967677,1.0,30385,628,69,148,2.600929629802704,87.2637123632431,446.29867095947264,0.0,0.7108698949217797,0.0,0.48010635161145954,0.0,16803.187577804027,0.0,1.9789767979541764,0.0,446.29871673583983,0.0,1.9789767979541764,0.0,0.48010635161145954,0.1372617315069702,0.7108698949217797,1.9789767979541764,29.753247782389323,1120.212505186935
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,0.8427867389642941,0.8659646439552308,0.4575118186076482,0.8267142779775113,4.507413228352864,88.85768553733826,1000.0,0.5682209597695576,1.0,30677,822,21,196,6.188383624667213,41.16083253860474,431.98438662574404,0.0,0.7399554536456153,0.0,0.4904025634917963,0.0,16285.228825939506,0.0,1.9150799349621663,0.0,431.984369187128,0.0,1.9150799349621663,0.0,0.4904025634917963,0.13887252064789535,0.7399554536456153,1.9150799349621663,30.23890584309896,1139.9660178157653
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,0.8776362916920085,0.8674046444892883,0.4513675124446551,0.9888851324789684,2.598198930422465,89.4172500038147,1000.0,0.4347543228899161,1.0,30096,263,121,82,26.234403875139023,129.9062333583832,422.9029235839844,0.0,0.7550686332914565,0.0,0.4948910249710182,0.0,17471.939994617278,0.0,1.8732833435121097,0.0,422.9029269748264,0.0,1.8732833435121097,0.0,0.4948910249710182,0.13840247292445323,0.7550686332914565,1.8732833435121097,12.687087809244792,524.1581998385184
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,0.8776362916920085,0.8675329774618149,0.4516382211446762,0.9396491228070175,4.596745416522026,95.95933212280273,1000.0,0.3331326929218977,1.0,29875,155,172,30,20.676999926567078,735.4548473358154,442.26658630371094,0.0,0.6869249492883682,0.0,0.4978969906684214,0.0,16606.79129781077,0.0,1.9561613188756684,0.0,442.26658630371094,0.0,1.9561613188756684,0.0,0.4978969906684214,0.13793998220431294,0.6869249492883682,1.9561613188756684,11.793775634765625,442.84776794162053
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,0.8776362916920085,0.8673219778140386,0.45238641093174614,0.7919528216089666,4.082576954364777,132.97867245674132,1000.0,0.5807596996364961,1.0,30036,278,145,61,11.593896961212158,3794.4916607761384,426.67442321777344,0.0,0.7159544467926026,0.0,0.5017700092884474,0.0,16047.120763169256,0.0,1.8938806365299157,0.0,426.6743927001953,0.0,1.8938806365299157,0.0,0.5017700092884474,0.1392786021029763,0.7159544467926026,1.8938806365299157,14.222479756673177,534.9040254389753
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,0.8776362916920085,0.8668909784158071,0.45496568143367766,0.9479452261916872,4.415877588589987,304.3515417861938,1000.0,0.4830429343424998,1.0,30376,504,65,145,12.5742293993632,1628.6922092866898,421.71534220377606,0.0,0.7210499902566274,0.0,0.5108257516456777,0.0,16949.704095177865,0.0,1.8675954075078431,0.0,421.715234375,0.0,1.8675954075078431,0.0,0.5108257516456777,0.14312432756436214,0.7210499902566274,1.8675954075078431,21.08576171875,847.4852047588934
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,0.8874810161843661,0.8650223126014074,0.46500521103541054,0.9121906166789073,4.606557375192642,311.46386176109314,1000.0,0.5057145230156859,1.0,30460,665,58,159,12.256226634979248,376.02829981803893,427.35765075683594,0.0,0.68877814412117,0.0,0.5196738701127529,0.0,15671.240007149836,0.0,1.8956688010523037,0.0,427.35766754150393,0.0,1.8956688010523037,0.0,0.5196738701127529,0.14647398181877877,0.68877814412117,1.8956688010523037,28.490511169433592,1044.7493338099891
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,0.9547132483555867,0.865264642238617,0.464920147061348,0.8760137966521675,3.9946752429008483,325.25029004096984,1000.0,0.6900116730577496,1.0,30515,594,31,180,7.399266370137533,123.6494830584526,417.11443481445315,0.0,0.7078589002291361,0.0,0.5277864906226433,0.0,16263.698637609055,0.0,1.849495498551997,0.0,417.11436564127604,0.0,1.849495498551997,0.0,0.5277864906226433,0.14685957395535149,0.7078589002291361,1.849495498551997,20.8557182820638,813.1849318804527
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,0.9547132483555867,0.8646093126138051,0.46697238822778064,0.9220921230830343,4.50679213660104,330.2478306388855,1000.0,0.5564420830545086,1.0,30401,480,43,168,6.773658548082624,197.60295413970948,427.2035566057478,0.0,0.6646226878677096,0.0,0.5339448777063384,0.0,16179.950141321775,0.0,1.8923627326214756,0.0,427.20353262765065,0.0,1.8923627326214756,0.0,0.5339448777063384,0.1489758442509741,0.6646226878677096,1.8923627326214756,19.93616485595703,755.0643399283496
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,0.9739763350447208,0.8628523101409277,0.4755550932884216,0.9066381097586431,5.210241872817278,339.37860493659974,1000.0,0.530039631575768,1.0,30426,563,63,148,14.163226246833801,2309.5613856554032,399.32083320617676,0.0,0.7371335178613663,0.0,0.5456532437033927,0.0,12984.119982156528,0.0,1.7718007664770448,0.0,399.3208808898926,0.0,1.7718007664770448,0.0,0.5456532437033927,0.15249933696738885,0.7371335178613663,1.7718007664770448,21.297113647460936,692.4863990483482
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,0.9739763350447208,0.8621479775508245,0.4806926688551903,0.89221745457232,4.796633678324082,367.8688545703888,1000.0,0.33624775973708754,1.0,30120,435,121,92,19.301032346837662,1202.3716821289063,412.3289274327895,0.0,0.683580177671769,0.0,0.5546939902793065,0.0,15457.585969571839,0.0,1.8285587433657475,0.0,412.3289058909697,0.0,1.8285587433657475,0.0,0.5546939902793065,0.15520839245747797,0.683580177671769,1.8285587433657475,23.36530466715495,875.9298716090709
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,0.9739763350447208,0.8620256451765697,0.48534652521212895,0.9590295662894407,5.613632939078591,417.3774431705475,1000.0,0.75578834416518,1.0,30497,470,16,191,27.696073878895152,125.85130390167237,388.80349176580256,0.0,0.7442893873561512,0.0,0.5617416931700099,0.0,13604.383179196971,0.0,1.7268758798871156,0.0,388.80350841175425,0.0,1.7268758798871156,0.0,0.5617416931700099,0.1593393052453731,0.7442893873561512,1.7268758798871156,14.256128641764322,498.8273832372223
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,1.0363025211554682,0.8618926457564036,0.48466917912165325,0.7915657494122763,4.234557054936886,417.1606956386566,1000.0,0.5601360866197609,1.0,30271,515,104,108,6.957338750362396,8675.791687936782,384.5348072052002,0.0,0.7482710257172585,0.0,0.5744166763124,0.0,16004.373283453828,0.0,1.7042720402470322,0.0,384.53486824035645,0.0,1.7042720402470322,0.0,0.5744166763124,0.16152707397169058,0.7482710257172585,1.7042720402470322,20.508526306152344,853.5665751175375
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,1.0363025211554682,0.8617916470766067,0.4886042236288389,0.8482516425550699,4.485513865947723,570.2413075351715,1000.0,0.47545636308360695,1.0,30300,486,73,139,8.406200647354126,2816.0009952616692,389.3975944519043,0.0,0.7191620916128159,0.0,0.581956658593548,0.0,16355.472171733254,0.0,1.7265527117330466,0.0,389.39756202697754,0.0,1.7265527117330466,0.0,0.581956658593548,0.16396443450832535,0.7191620916128159,1.7265527117330466,20.767869974772136,872.2918491591068
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,1.0363025211554682,0.8619046459595362,0.4874658626317978,0.8918507982080689,4.2194609216281345,649.8082721138001,1000.0,0.7124928747346992,1.0,30493,541,36,174,9.483095850263323,250.8845665693283,389.44706072126115,0.0,0.7072399514062064,0.0,0.5905760246135288,0.0,18123.304511202325,0.0,1.7252842059231308,0.0,389.4471522739955,0.0,1.7252842059231308,0.0,0.5905760246135288,0.1667838822031508,0.7072399514062064,1.7252842059231308,18.174200439453124,845.7542105227751
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,1.0363025211554682,0.8629863101243973,0.4836316152413686,0.9627297774333807,3.9854607820510863,657.2156440734864,1000.0,0.5580066637693756,1.0,29856,78,156,46,21.036719512939452,13303.480367984772,395.6480651855469,0.0,0.6734999299049378,0.0,0.5933302422091074,0.0,17834.97194907709,0.0,1.7526978617228768,0.0,395.64805297851564,0.0,1.7526978617228768,0.0,0.5933302422091074,0.16696664747419754,0.6734999299049378,1.7526978617228768,6.594134216308594,297.2495324846182
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,1.0363025211554682,0.861016310652097,0.4948390996456146,0.879798515324481,5.566397062937418,1006.5523083209991,1000.0,0.5467952931274696,1.0,30312,480,82,128,29.667764282226564,801.049105834961,370.4297790527344,0.0,0.7436616619427999,0.0,0.6035068217447053,0.0,13917.161728516836,0.0,1.6434763070646785,0.0,370.4297627766927,0.0,1.6434763070646785,0.0,0.6035068217447053,0.171706306393278,0.7436616619427999,1.6434763070646785,18.521488138834634,695.8580864258419
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,1.0363025211554682,0.8611626452207566,0.4947177787621816,0.8872299199688076,4.507161804607937,1031.637861738205,1000.0,0.7753311924447716,1.0,30632,666,29,181,13.95537533078875,142.0141105699539,379.7203914097377,0.0,0.7004391380718776,0.0,0.6113263881840257,0.0,16941.95867459847,0.0,1.6831022997928071,0.0,379.72035217285156,0.0,1.6831022997928071,0.0,0.6113263881840257,0.17486878343592088,0.7004391380718776,1.6831022997928071,17.72028310139974,790.6247381479285
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,1.0363025211554682,0.8582276441156864,2226.778222570221,0.9176476339250048,5.447646160920461,1037.5122751998902,1000.0,0.35555097377402795,0.997979797979798,29985,304,165,44,6190.069229841232,16054.511224842072,361.8831609090169,0.0,0.7491174389918646,0.0,0.6193423488767604,0.0,14652.748017523138,0.0,1.6039376540674235,0.0,361.88307698567706,0.0,1.6039376540674235,0.0,0.6193423488767604,0.17811119901060762,0.7491174389918646,1.6039376540674235,14.475323079427083,586.1099207009255
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,1.0608920490780818,0.8581036459406217,199.12214649260045,0.8770321584410381,5.339758016846397,1461.664729719162,1000.0,0.597454661482032,1.0,30201,345,98,110,31.137893850153144,12402.694051065446,378.9325062144886,0.0,0.6771254214373502,0.0,0.6234797007375494,0.0,12103.228039682972,0.0,1.6793710839293559,0.0,378.9324202104048,0.0,1.6793710839293559,0.0,0.6234797007375494,0.17965516679115495,0.6771254214373502,1.6793710839293559,13.894188741048177,443.7850281217091
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,1.0608920490780818,0.8586686439315478,64.88987398376068,0.920637011528852,4.255568027496338,1740.7466191768647,1000.0,0.7859399766700389,1.0,30330,389,58,149,11.950952356511896,977.5383182907104,370.3066517223011,0.0,0.6942342682318254,0.0,0.6316903459351018,0.0,17766.749418073305,0.0,1.6411577288362613,0.0,370.3067432750355,0.0,1.6411577288362613,0.0,0.6316903459351018,0.17868573551048839,0.6942342682318254,1.6411577288362613,13.577913920084635,651.4474786626879
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,1.0608920490780818,0.8586073114474615,19.550835873087248,0.9358580520205795,5.517672872543335,1779.914270296097,1000.0,0.5304377603962858,1.0,30036,287,153,54,24.684668350219727,20363.475330696107,368.2090606689453,0.0,0.6870666384696961,0.0,0.6381997380564517,0.0,14664.9125829339,0.0,1.6337469676182774,0.0,368.2090179443359,0.0,1.6337469676182774,0.0,0.6381997380564517,0.18049633367868279,0.6870666384696961,1.6337469676182774,12.273633931477864,488.83041943113
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,1.0608920490780818,0.8590806446472804,11.235705735087395,0.9055039781350835,4.756213738368108,2351.3392876338958,1000.0,0.7099758989245962,1.0,30454,464,21,187,17.18617996802697,136.02581996917723,362.020266019381,0.0,0.6962936841524564,0.0,0.6488294379854513,0.0,16822.649907157433,0.0,1.60612349550708,0.0,362.0203857421875,0.0,1.60612349550708,0.0,0.6488294379854513,0.1820370126164546,0.6962936841524564,1.60612349550708,15.687550048828125,728.9814959768222
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,1.0608920490780818,0.8555789774656296,25.065175349811714,0.8627041028155938,5.1763382528139195,2367.142994747162,1000.0,0.5384507307571414,1.0,30625,891,55,165,12.40601460830025,2668.8106012535095,360.56152211064875,0.0,0.6907112831654756,0.0,0.6660212033516276,0.0,15471.590682580169,0.0,1.5969512043168546,0.0,360.5614929199219,0.0,1.5969512043168546,0.0,0.6660212033516276,0.18507490606942295,0.6907112831654756,1.5969512043168546,27.643047790527344,1186.1552856644798
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,1.0877847888144874,0.8574349804719289,6.025832600096861,0.7873947812652866,5.174878120422363,2446.152292842865,1000.0,0.4231729770559909,1.0,29971,233,158,48,33.282375526428225,18216.39969578743,352.1604736328125,0.0,0.7073295921087265,0.0,0.6732502952317319,0.0,15354.218589058495,0.0,1.5609934586030356,0.0,352.1604766845703,0.0,1.5609934586030356,0.0,0.6732502952317319,0.18838764445041747,0.7073295921087265,1.5609934586030356,11.738682556152344,511.80728630194983
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,1.0877847888144874,0.856020646293958,9.538307770987352,0.8245893784920066,5.165613919496536,2922.078706693649,1000.0,0.3812854102173767,1.0,30220,392,64,148,20.748167872428894,331.69167276382444,356.4778366088867,0.0,0.6798142902553082,0.0,0.6830772734951945,0.0,14107.220503025805,0.0,1.5783574293028,0.0,356.4778366088867,0.0,1.5783574293028,0.0,0.6830772734951945,0.19199092720658825,0.6798142902553082,1.5783574293028,19.012151285807292,752.3850934947096
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,1.0877847888144874,0.8555573113759358,3.916720399657885,0.9261673111560336,5.711193956434727,2940.9484178447724,1000.0,0.5422268050902181,1.0,30334,496,74,138,22.12023389339447,1457.71458984375,350.76725578308105,0.0,0.6874328684061766,0.0,0.6926917030644967,0.0,13724.980005307909,0.0,1.553634695646458,0.0,350.7671527862549,0.0,1.553634695646458,0.0,0.6926917030644967,0.19443707937703555,0.6874328684061766,1.553634695646458,18.707581481933595,731.9989336164218
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,1.3945298688720982,0.8567226445674896,5.066959681510926,0.9513091030350399,4.291972062804482,3003.856982898712,1000.0,0.5797638357797417,1.0,30238,341,78,129,17.07298582250422,979.2435673713684,337.1807667125355,0.0,0.7249180186878551,0.0,0.7030504037751538,0.0,16144.613198865829,0.0,1.494247542793852,0.0,337.18076393821025,0.0,1.494247542793852,0.0,0.7030504037751538,0.1975500917605203,0.7249180186878551,1.494247542793852,12.363294677734375,591.9691506250803
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,1.3945298688720982,0.8563306454817454,2.1896804461876553,0.8652504554570662,4.384373476630763,3043.001687517166,1000.0,0.5094238170757441,1.0,30484,703,72,145,9.70411077298616,7472.519131064415,349.42088558799344,0.0,0.664363537964068,0.0,0.719859657546042,0.0,16674.29421074929,0.0,1.549636236872776,0.0,349.42093056126646,0.0,1.549636236872776,0.0,0.719859657546042,0.20149064718184956,0.664363537964068,1.549636236872776,22.12999226888021,1056.038633347455
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,1.3945298688720982,0.85551731189092,2.8289685514569283,0.7280806951269951,4.316473913192749,3235.538344078064,1000.0,0.4715224052984112,1.0,30420,818,119,97,6.644213700294495,30890.07915377617,335.38387603759764,0.0,0.7064075529575348,0.0,0.735770784281319,0.0,15131.248680248633,0.0,1.4859220359710905,0.0,335.3838409423828,0.0,1.4859220359710905,0.0,0.735770784281319,0.20826991585693502,0.7064075529575348,1.4859220359710905,22.35892272949219,1008.7499120165755
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,1.3945298688720982,0.8549956448872884,2.4406959795951844,0.8884186167962453,4.73871601290173,4230.470292539597,1000.0,0.5073911464719713,1.0,30535,639,32,182,12.787613206439548,157.0407162284851,336.96895175509985,0.0,0.6865795966651704,0.0,0.7505570138379613,0.0,16681.809391002964,0.0,1.493686190409476,0.0,336.96888732910156,0.0,1.493686190409476,0.0,0.7505570138379613,0.21093183098974713,0.6865795966651704,1.493686190409476,20.218133239746095,1000.9085634601778
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,1.3945298688720982,0.8557236454884212,2.478851471443971,0.9100075568063373,5.603127837181091,4229.438200492859,1000.0,0.5344934782234987,1.0,30024,180,115,89,40.92168140411377,29341.921493530273,330.2618293762207,0.0,0.6982191205024719,0.0,0.7575164527689858,0.0,11857.156335605836,0.0,1.465718437043876,0.0,330.26185607910156,0.0,1.465718437043876,0.0,0.7575164527689858,0.21399146879868955,0.6982191205024719,1.465718437043876,8.806982828776041,316.19083561615565
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,1.3945298688720982,0.8554416463772456,3.2285401253898938,0.8961763498206752,4.346690475940704,5169.699140911102,1000.0,0.489609448522492,1.0,30221,301,59,149,15.505816380182901,282.91366077423095,343.2156804402669,0.0,0.6363733857870102,0.0,0.7647752707023842,0.0,14695.722076934575,0.0,1.5200755952965752,0.0,343.2155507405599,0.0,1.5200755952965752,0.0,0.7647752707023842,0.21739492416681871,0.6363733857870102,1.5200755952965752,13.728622029622397,587.8288830773831
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,1.3945298688720982,0.853895645737648,5.703768123189608,0.8921959969286042,5.84903301511492,5221.907794675827,1000.0,0.4663245312522696,1.0,30153,354,100,111,30.748083523341588,15893.630848140716,311.9198957170759,0.0,0.7476726302078792,0.0,0.7796686695347663,0.0,14879.600825176607,0.0,1.3821164788884828,0.0,311.9199000767299,0.0,1.3821164788884828,0.0,0.7796686695347663,0.22710599168684473,0.7476726302078792,1.3821164788884828,14.556262003580729,694.3813718415751
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,1.3945298688720982,0.8546269770463307,2.487393776575724,0.8236993897871806,4.387647243646475,5641.885970020294,1000.0,0.5157745886178433,1.0,30192,335,83,126,15.196862881000225,3793.644650835991,333.1590364896334,0.0,0.6488326512850248,0.0,0.7878239838290856,0.0,15737.989307683585,0.0,1.4763623789379863,0.0,333.15906935471753,0.0,1.4763623789379863,0.0,0.7878239838290856,0.22817692023039052,0.6488326512850248,1.4763623789379863,14.436893005371093,681.9795366662886
