algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,22,3.6577936137702682,0.761900729984045,0.688038050532341,nan,0.888145633365797,6.356980180740356,1000.0,0.0,nan,0,11229,0,117,0.9700272961166935,0.952124821207248,0.7912715582743935,0.813579415678978,1.5731410025847397,3.4541319616368042,4825.741802539868,671.8334665601923,0.9700272961166935,0.952124821207248,218.72134598441747,214.79184127807616,218.72134598441747,214.79184127807616,0.5334871618644051,5.220838284492492,1.9493391943951526,1.2580283721019618,0.809408027709015,0.9554724384667378,53.01955017089844,356.3508162288724
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,23,3.6867561167546516,0.763880981206894,0.681531567722559,nan,0.7804180085659027,6.317140254974365,1000.0,0.0,nan,0,10831,0,113,0.9617514461862743,0.9606628146685757,0.7895396202802658,0.7909097719192505,1.6275696561687363,3.50337318744298,4799.682096202709,656.0285551390743,0.9617514461862743,0.9606628146685757,217.01244269476996,216.76972152709962,217.01244269476996,216.76972152709962,0.39081565539042157,2.4970894718170165,2.002730362423585,1.2543203519677202,0.7907007657370325,0.9608288771034791,51.16639224243164,303.9942664911124
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,24,3.7079750145493118,0.7655212301015853,0.6753219467401504,nan,0.8089035796491724,6.385403707027435,1000.0,0.0,nan,0,10916,0,116,0.9587610203590049,0.9570896275530457,0.7811758675073323,0.783300624191761,1.6764521029535413,3.5510441071095395,5086.580180762334,638.670531569464,0.9587610203590049,0.9570896275530457,216.122802734375,215.9861296081543,216.122802734375,215.9861296081543,0.40667475054138585,5.644833779335022,2.0513705037847414,1.2519341976241498,0.78296137732618,0.9573564885892912,51.40989242553711,321.0241531828614
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,25,3.7397889225980157,0.7668577298521996,0.6699303780496121,nan,0.6742872446775436,6.447819786071777,1000.0,0.0,nan,0,10683,0,111,0.8843101032505957,0.9532158981266161,0.8645233511924744,0.776046559214592,1.733722008487629,3.589832586273998,4782.1526590018275,626.5272487808937,0.8843101032505957,0.9532158981266161,199.40581512451172,214.9584632873535,199.40581512451172,214.9584632873535,0.4140107844557081,1.3101603609323502,2.104944124044903,1.2442675597066266,0.7869121301592442,0.9447537829664031,48.57505548095703,259.2057242082299
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,26,3.777480726456681,0.7683082309365272,0.6644252987205982,nan,0.7375722527503967,6.354021193981171,1000.0,0.0,nan,0,10312,0,114,0.981805040218724,0.9627863813638851,0.7266675041002386,0.7513333749771118,1.777465773769339,3.622843873545215,5321.4283694852975,608.3950102052182,0.981805040218724,0.9627863813638851,221.8063991771025,217.1615771484375,221.8063991771025,217.1615771484375,0.41572776612113505,4.104839963912964,2.146541393724514,1.2395052394594854,0.747749445020643,0.9655497762402291,50.973733001708986,302.6075666035437
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,27,3.806955703307726,0.7697632296383381,0.659668006002903,nan,0.7817131786242776,6.144233021736145,1000.0,0.0,nan,0,10581,0,119,0.949905585602107,0.9812511349257375,0.7556574513082919,0.7145958960056304,1.8295127980829662,3.6508182398806235,5318.398365490357,601.8528019511215,0.949905585602107,0.9812511349257375,214.1725782311481,221.4047557067871,214.1725782311481,221.4047557067871,0.36808264903400256,3.2676037713885306,2.193773886442498,1.2297489490484157,0.7222740730134453,0.9753897720440831,54.13288973999023,365.01688520278077
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,28,3.83229193350963,0.7710572302341461,0.6550237385928631,nan,0.7445307179139211,6.2217674684524535,1000.0,0.0,nan,0,11524,0,122,0.9192365972279349,0.9730835456715677,0.7837306536160983,0.712484150826931,1.8935596007363222,3.679012181826045,5135.406975776674,594.4064319861118,0.9192365972279349,0.9730835456715677,207.31349416879507,219.40728118896484,207.31349416879507,219.40728118896484,0.47417041200857896,3.8342167031764984,2.2506501169542665,1.2171032587559956,0.7271858101326322,0.9619722705958975,54.66175793457031,385.92244913760936
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,29,3.861987509068662,0.7722317311167717,0.6506908525526524,nan,0.713848642177052,6.161369602680207,1000.0,0.0,nan,0,10672,0,112,0.9476990718089157,0.9761398117313772,0.7334689100583395,0.6954599234461785,1.9235691533668777,3.707121424038229,5441.967745324744,586.7059316461167,0.9476990718089157,0.9761398117313772,214.0634994506836,220.18033325195313,214.0634994506836,220.18033325195313,0.36769704189565444,1.338274866938591,2.2802796075011478,1.2146849776431021,0.7012579044548132,0.9718013937771032,51.74235263061524,313.2520251609141
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,30,3.9014609089190575,0.7733994795382023,0.6466892404854298,nan,0.7751439488851107,6.168817420005798,1000.0,0.0,nan,0,10982,0,124,0.9326335442436953,0.9727900801105386,0.741076396061824,0.6868707424402237,1.983214890301199,3.7333389763415776,5488.139653254272,580.3584611340349,0.9326335442436953,0.9727900801105386,210.30213928222656,219.60049530029298,210.30213928222656,219.60049530029298,0.278703032204738,1.535046843290329,2.333239707509275,1.2015943966612679,0.6980560360446809,0.964503810804682,54.855810302734376,401.4549541960291
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,31,3.9268320619465475,0.7745392297208309,0.6427349036931992,nan,1.004739035578335,6.040448255538941,1000.0,0.0,nan,0,10727,0,111,0.9276679879371074,0.9798666086773273,0.7351941676700816,0.664025257229805,2.0076185445686265,3.757163614314061,5398.187975787041,568.9045284101842,0.9276679879371074,0.9798666086773273,209.34038947610293,220.9959912109375,209.34038947610293,220.9959912109375,0.5901261690784904,2.069267965555191,2.3575275585177136,1.2006632328884788,0.6743660390886486,0.972282193697979,51.316771484375,297.31929685879624
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,32,3.958134922332725,0.775510729700327,0.6393070445954799,nan,0.8488591216504574,5.961704065799713,1000.0,0.0,nan,0,11323,0,117,0.9131024124364527,0.9820404534922875,0.742541316151619,0.6476048257946968,2.058445775658742,3.7790166971070054,5393.002659753485,567.2094168162321,0.9131024124364527,0.9820404534922875,206.011083984375,221.49455764770508,206.011083984375,221.49455764770508,0.27089462578296664,4.179506859779358,2.402559959948394,1.1882903865403847,0.6634275741875172,0.9705507799829817,52.539354888916016,329.1619897533859
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,33,4.000719486081567,0.7765467312932014,0.6359716117382049,nan,0.9331520290838348,5.877285797595977,1000.0,0.0,nan,0,10689,0,113,0.9259644687752494,0.9839554381220189,0.7120129358437326,0.6313493457436562,2.0905083774069317,3.8006533176316135,5597.8859081812625,561.844121086746,0.9259644687752494,0.9839554381220189,208.6542731391059,221.9733413696289,208.6542731391059,221.9733413696289,0.30041860044002533,3.1477602314949036,2.432537365451868,1.1821240358803728,0.6436539611826508,0.9751093580521729,51.90622210693359,313.89271691187463
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,34,4.043568288667389,0.7774712298810482,0.6328199933469295,nan,0.9196522831916809,5.898955376148224,1000.0,0.0,nan,0,11802,0,124,0.934203493677253,0.9772509164241677,0.6874930524620516,0.6270136795938015,2.12714444985317,3.8235012376026076,5619.130480288713,552.8826092983508,0.934203493677253,0.9772509164241677,211.00933416958512,220.3597817993164,211.00933416958512,220.3597817993164,0.3724939576510725,7.366427855491638,2.4664158074030578,1.1774068172780934,0.6406098176804624,0.9675735888299002,56.310497741699216,436.48608971641545
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,35,4.096253170405897,0.7783204807341099,0.6298563715815544,nan,0.93402293138206,5.6983852708339695,1000.0,0.0,nan,0,10994,0,112,0.9176251723799898,0.9867251900866174,0.6978278961032629,0.5997703033685684,2.1615669062260565,3.845963774109537,5600.8572145216385,548.7038049593295,0.9176251723799898,0.9867251900866174,206.9480972290039,222.496923828125,206.9480972290039,222.496923828125,0.4062054920941591,3.3101786947250367,2.4984462798027525,1.1711281551525428,0.6132954885733539,0.9771941531615651,51.121723876953126,288.9681918565583
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,36,4.171252844837775,0.7789107301831245,0.6272876785695553,nan,0.7585750086741014,5.698850011825561,1000.0,0.0,nan,0,10913,0,117,0.8630264607980681,0.9807354870730091,0.7629987881942228,0.5942829784750938,2.2237372577972354,3.8676981396803223,5459.679329453402,546.7049083011611,0.8630264607980681,0.9807354870730091,194.70139936967328,221.1586541748047,194.70139936967328,221.1586541748047,0.3448509479110891,1.448256275355816,2.5525294341738527,1.1512275096276963,0.6247071408834614,0.9595092692201508,52.798592407226565,349.56687215618194
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,37,4.259771620011398,0.7798097304999828,0.6247344328463078,nan,0.8550474366971424,5.591041209697724,1000.0,0.0,nan,0,10513,0,109,0.8686351771049304,0.982275736765242,0.7424467865909848,0.5779254147410393,2.267450337884753,3.8897577215257737,5541.164819948897,537.6374083027667,0.8686351771049304,0.982275736765242,195.73983546665735,221.54947387695313,195.73983546665735,221.54947387695313,0.36906734321798595,2.1710145181417464,2.591911814612957,1.13974332223461,0.5981297937401554,0.9683198785613442,49.79061016845703,262.6800966191225
