algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,10,2.708735056842882,0.7275157319009304,0.8505075818300247,nan,0.7484518761436144,4.48742591381073,1000.0,0.0,nan,0,11425,0,117,0.9493484400175104,0.9749588155563599,0.9508077129721642,0.9225038707256317,0.9476590673257616,2.6421393626436367,2936.961521285057,1440.4534486741925,0.9493484400175104,0.9749588155563599,214.20414352416992,219.90399963378906,214.20414352416992,219.90399963378906,0.6710283855597178,3.3247259998321534,1.2865551263893362,1.1721186985592826,0.9279820337410896,0.970001968677873,54.26259881591797,429.0648427565212
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,11,2.7782710833554702,0.7321309810876846,0.8255908644199371,nan,0.8122959683338801,4.779511394500733,1000.0,0.0,nan,0,11771,0,119,0.9724957282879161,0.9659308479729957,0.9144243448972702,0.9217525768280029,1.0164940456008913,2.697810199483432,3204.7309979704164,1300.929701203811,0.9724957282879161,0.9659308479729957,219.28894488016763,217.95929763793944,219.28894488016763,217.95929763793944,0.7253712440530459,6.111859560012817,1.3527572763773992,1.1813658719912905,0.9203342093575385,0.9672014699694318,54.11772888183594,414.0130281433422
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,12,2.873420175309413,0.7358967296779155,0.8043712851405144,nan,0.715378638194955,5.035417160987854,1000.0,0.0,nan,0,11960,0,118,0.9879470923219303,0.9603664900522908,0.8860927638800248,0.9171898061037064,1.0914290808303329,2.757541992315476,3454.513825272229,1180.0254228657964,0.9879470923219303,0.9603664900522908,222.79982459026834,216.71729721069335,222.79982459026834,216.71729721069335,0.5787064199862273,5.771001482009888,1.4246516631273616,1.1875236084259055,0.9113749120293594,0.9655238384441747,53.59225137329101,394.9127205356819
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,13,2.9680104407617702,0.7398887310922145,0.7856692312657834,nan,0.8366243332624436,5.279873948097229,1000.0,0.0,nan,0,10436,0,116,0.9697703419958449,0.9540218521696944,0.8955980092287064,0.9135328364372254,1.1365529310572837,2.823633435482448,3568.173733503968,1071.6938148411384,0.9697703419958449,0.9540218521696944,218.67208557128907,215.20658737182617,218.67208557128907,215.20658737182617,0.5121504411101341,7.227138303518295,1.4739690319423167,1.197370514541114,0.9105436985691389,0.956646600474053,51.7882008972168,357.0657123083864
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,14,3.045043820273931,0.7433102297782898,0.7693134737014771,nan,0.8031928082307179,5.429713048934937,1000.0,0.0,nan,0,10787,0,111,0.9462498369377851,0.9591084255475241,0.9115536053975423,0.8967627078294754,1.189122145247549,2.8883955701814354,3629.1130202017594,989.4858549026023,0.9462498369377851,0.9591084255475241,213.63080647786458,216.3201075744629,213.63080647786458,216.3201075744629,0.47927278677622476,1.5395778799057007,1.528976830234326,1.204882788856611,0.8986919553383537,0.9574312183375582,49.672945709228514,306.7705615865732
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,15,3.143941477523299,0.7461762312054634,0.7552802036702633,nan,0.8307693458738781,5.6151106071472165,1000.0,0.0,nan,0,10853,0,115,0.9702787169342104,0.9562318290496076,0.8726969616753715,0.889017117023468,1.2424369891912663,2.9592080770267337,3891.965130285502,923.9612149008116,0.9702787169342104,0.9562318290496076,218.9291519891648,215.58468429565428,218.9291519891648,215.58468429565428,0.46814772202855065,2.4321667850017548,1.5857912067583597,1.2125660695135807,0.8861846933680132,0.9586697186824726,52.31196124267578,348.2547784521535
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,16,3.3084493390494973,0.7488377316296101,0.7426465205848217,nan,1.0083929017186164,5.805662541389466,1000.0,0.0,nan,0,11696,0,114,0.9630716248376932,0.9506366833022102,0.8698249787092209,0.8844175177812577,1.275022745125432,3.0342711199887678,4015.417765429448,866.7042458527183,0.9630716248376932,0.9506366833022102,217.09433822631837,214.4134426879883,217.09433822631837,214.4134426879883,0.9383880659937859,10.67049280643463,1.626872420098099,1.227132512335645,0.8819854279359182,0.952709173558124,51.56646206665039,333.9575597877216
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,17,3.468119430100983,0.7516239804029464,0.7309614525735378,nan,0.7084090361992518,5.967643222808838,1000.0,0.0,nan,0,10687,0,115,0.9636545930603576,0.9469501132296547,0.8577755358484056,0.8775754368305206,1.3351772884421513,3.1152641387677558,4190.362507109996,817.0471494668386,0.9636545930603576,0.9469501132296547,217.60164727105035,213.53658660888672,217.60164727105035,213.53658660888672,0.46257195042239296,2.4268453121185303,1.6911946585072724,1.2333574815182498,0.8745551129518929,0.9494982542207792,50.54097662353516,314.26248014932753
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,18,3.5171678777683315,0.7539982317388058,0.7209302513301372,nan,0.8597102732885451,6.079964528083801,1000.0,0.0,nan,0,11040,0,116,0.9787958190617905,0.947550965947284,0.8281686504681905,0.8655755311250687,1.3846992328291337,3.1958665082930673,4365.696787369522,776.3398579392357,0.9787958190617905,0.947550965947284,220.9000273204985,213.70614791870116,220.9000273204985,213.70614791870116,0.5678763063181014,3.051419824361801,1.7469326879219202,1.2419552891309678,0.8590834278705691,0.9529736264051736,52.01903073120117,338.627236657367
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,19,3.5475801020981987,0.7563069798052311,0.7114031080901623,nan,0.8385953423049715,6.156487016677857,1000.0,0.0,nan,0,11156,0,114,0.9547871528001539,0.950433959275352,0.8454240196281009,0.850688117146492,1.434084642353011,3.2681008266632743,4399.473432624985,741.1805833213579,0.9547871528001539,0.950433959275352,215.26163906521268,214.326787109375,215.26163906521268,214.326787109375,0.43247704870171017,5.5802742910385135,1.8008878792150638,1.2471233184799093,0.8498851192199578,0.9510980057452372,50.614776428222655,306.6171602387711
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,20,3.584251479323516,0.7583259803056717,0.7030179902911187,nan,0.731556315313686,6.214026508331298,1000.0,0.0,nan,0,11150,0,116,0.9371873815035842,0.9535727134786106,0.8553167473186146,0.8353036576509476,1.4937810026138185,3.335398279657874,4562.149048318103,719.4553428238797,0.9371873815035842,0.9535727134786106,211.45919453014028,215.17659637451172,211.45919453014028,215.17659637451172,0.56596185808832,2.721628484725952,1.8621044580226296,1.2488979252198764,0.8389125754598712,0.9506179814831142,52.339523834228515,344.62562669077255
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,21,3.62308253010945,0.7601734812557698,0.6953715604543685,nan,0.8144960820674896,6.243141794204712,1000.0,0.0,nan,0,10623,0,111,0.9467872867162235,0.958027074125347,0.8319692969322204,0.8181030178070068,1.5253942515029895,3.394415913360935,4742.476145681429,700.5517140376418,0.9467872867162235,0.958027074125347,213.2117665608724,216.0185806274414,213.2117665608724,216.0185806274414,0.5164184590180715,1.8157866883277893,1.8991985838745784,1.2555472187922208,0.8199116629102956,0.9565610148980699,49.60006912231445,282.38462717797125
