algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,30,3.411208776345109,0.8762023792266845,0.4391960622668266,0.0,0.9783733123913407,0.0,1000.0,0.0,0.0,0.8696199671047127,0.0,196.25567770004272,0.0,0.8261358281597495,0.0,13.619000732898712,0.0,1.988068213111585,0.0,0.8696199671047127,0.0,196.25567770004272,0.0,5400.990234966739,0.0,1.988068213111585,1.1333493803741135,0.8261358281597495,0.8696199671047127,12.560363372802735,345.6633750378713
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,31,3.4593488841826265,0.8767275780439376,0.4353264489173889,0.0,1.0993441591660182,0.0,1000.0,0.0,0.0,0.8635139555035816,0.0,194.78673553466797,0.0,0.8226633866628011,0.0,10.271842214796278,0.0,2.0115414078651916,0.0,0.8635139555035816,0.0,194.78673553466797,0.0,5382.7729377253045,0.0,2.0115414078651916,1.135081580275573,0.8226633866628011,0.8635139555035816,7.012322479248047,193.77982575811097
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,32,3.5061202247651524,0.8773067779541016,0.43167269724607465,0.0,1.0096617452800274,0.0,1000.0,0.0,0.0,0.8264814382814798,0.0,186.40608024597168,0.0,0.8618294646342596,0.0,11.05567729473114,0.0,2.0730024296512255,0.0,0.8264814382814798,0.0,186.40608024597168,0.0,5329.372602276162,0.0,2.0730024296512255,1.130430790767127,0.8618294646342596,0.8264814382814798,8.94749185180664,255.80988490925577
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,33,3.5609487158710795,0.8777031767368316,0.4284338114261627,0.0,1.0718819975852967,0.0,1000.0,0.0,0.0,0.8349877634904839,0.0,188.2855090332031,0.0,0.8385586333274841,0.0,12.456171379089355,0.0,2.1212369613670266,0.0,0.8349877634904839,0.0,188.2855090332031,0.0,5446.940927095637,0.0,2.1212369613670266,1.12750668395345,0.8385586333274841,0.8349877634904839,9.414275451660156,272.3470463547818
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,34,3.620645994842278,0.8781651780605316,0.42554849219322205,0.0,1.065029869738378,0.0,1000.0,0.0,0.0,0.8547357282618375,0.0,192.7920231066252,0.0,0.7991410980099126,0.0,19.200760991949785,0.0,2.1836803536574405,0.0,0.8547357282618375,0.0,192.7920231066252,0.0,5655.00893507855,0.0,2.1836803536574405,1.125037689466876,0.7991410980099126,0.8547357282618375,14.652193756103516,429.7806790659698
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,35,3.685078640472122,0.8786573776006699,0.4225338356494904,0.0,1.112779761061949,0.0,1000.0,0.0,0.0,0.8331429539420537,0.0,187.99810431985293,0.0,0.8177138707217049,0.0,8.004662794225355,0.0,2.216189361694628,0.0,0.8331429539420537,0.0,187.99810431985293,0.0,5578.892446898587,0.0,2.216189361694628,1.1232065087442815,0.8177138707217049,0.8331429539420537,6.391935546875,189.68234319455198
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,36,3.754052792860233,0.8790319789648056,0.4197511419057846,0.0,0.9237999789989911,0.0,1000.0,0.0,0.0,0.8302046582247274,0.0,187.3087927011343,0.0,0.810043243261484,0.0,11.31360243833982,0.0,2.275117673576447,0.0,0.8302046582247274,0.0,187.3087927011343,0.0,5729.4442142263,0.0,2.275117673576447,1.11486639612607,0.810043243261484,0.8302046582247274,9.740057220458985,297.9310991397675
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,37,3.827333565551222,0.8795107777118683,0.4172334890961647,0.0,0.9859424978494644,0.0,1000.0,0.0,0.0,0.8178465027978039,0.0,184.54727478027343,0.0,0.8159753084182739,0.0,8.771143507957458,0.0,2.324224707145709,0.0,0.8178465027978039,0.0,184.54727478027343,0.0,5697.0574254482,0.0,2.324224707145709,1.106743634285241,0.8159753084182739,0.8178465027978039,7.381890991210938,227.882297017928
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,38,3.9624474760738986,0.8797095791101456,0.41518860632181165,0.0,1.1186398887956464,0.0,1000.0,0.0,0.0,0.8566512104948121,0.0,193.48475564492716,0.0,0.7473321363732621,0.0,20.0003161301484,0.0,2.362128110851318,0.0,0.8566512104948121,0.0,193.48475564492716,0.0,6100.851129180524,0.0,2.362128110851318,1.111588046998679,0.7473321363732621,0.8566512104948121,14.31787191772461,451.46298355935875
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,39,4.029778285581956,0.8801087774038315,0.41279757833480835,0.0,0.9152603706587916,0.0,1000.0,0.0,0.0,0.8328294078305308,0.0,188.00672448199728,0.0,0.7699269600536512,0.0,7.976722655089005,0.0,2.399235449629209,0.0,0.8328294078305308,0.0,188.00672448199728,0.0,5998.517662448224,0.0,2.399235449629209,1.1090336836695935,0.7699269600536512,0.8328294078305308,8.648309326171875,275.9318124726183
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,40,4.070447429980684,0.8804261780977249,0.41082368808984754,0.0,1.1067756325006486,0.0,1000.0,0.0,0.0,0.8198744631588489,0.0,185.00643208821614,0.0,0.7768910268942515,0.0,15.475695244471233,0.0,2.443990355198125,0.0,0.8198744631588489,0.0,185.00643208821614,0.0,6055.9940574907605,0.0,2.443990355198125,1.1075529566517472,0.7768910268942515,0.8198744631588489,11.100385925292969,363.35964344944557
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,41,4.158419322614949,0.8805551784038543,0.4093019491434097,0.0,1.2283193920109723,0.0,1000.0,0.0,0.0,0.7895311118006585,0.0,178.2712587923617,0.0,0.8103204788388433,0.0,26.24414838326944,0.0,2.509025461891933,0.0,0.7895311118006585,0.0,178.2712587923617,0.0,5874.936565025119,0.0,2.509025461891933,1.1109964291535426,0.8103204788388433,0.7895311118006585,13.192073150634766,434.7453058118588
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,42,4.319166740671117,0.8809211767911911,0.40722875505685807,0.0,0.8844279309977656,0.0,1000.0,0.0,0.0,0.7871000517387658,0.0,177.45791891346806,0.0,0.8020639808281608,0.0,6.999923664590587,0.0,2.560861832089494,0.0,0.7871000517387658,0.0,177.45791891346806,0.0,5933.72141766631,0.0,2.560861832089494,1.1041989958800311,0.8020639808281608,0.7871000517387658,8.16306427001953,272.9511852126502
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,43,4.343509761970973,0.8811465781927109,0.40570594507455826,0.0,1.1291000575854861,0.0,1000.0,0.0,0.0,0.7680013053817942,0.0,173.38449096679688,0.0,0.8193842152069355,0.0,15.942641422666352,0.0,2.6157755352513643,0.0,0.7680013053817942,0.0,173.38449096679688,0.0,5757.560562674985,0.0,2.6157755352513643,1.100620327980422,0.8193842152069355,0.7680013053817942,10.056300476074219,333.9385126351491
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,44,4.750388837637706,0.8813051781654357,0.40450104290246963,0.0,1.153435676386862,0.0,1000.0,0.0,0.0,0.754632422376878,0.0,170.18078012177438,0.0,0.828276790452726,0.0,21.042348197012238,0.0,2.6952017994376,0.0,0.754632422376878,0.0,170.18078012177438,0.0,5892.741402354903,0.0,2.6952017994376,1.092698051067263,0.828276790452726,0.754632422376878,11.231931488037109,388.9209325554236
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,45,4.750388837637706,0.88153737616539,0.403128150165081,0.0,1.2996445794900258,0.0,1000.0,0.0,0.0,0.7883129248578421,0.0,177.867835715965,0.0,0.7636792339660503,0.0,21.294299160992658,0.0,2.7225831033020933,0.0,0.7883129248578421,0.0,177.867835715965,0.0,6054.629586072559,0.0,2.7225831033020933,1.102621619169212,0.7636792339660503,0.7883129248578421,9.60486312866211,326.94999764791817
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,46,4.750388837637706,0.8818565782308578,0.4014686255455017,0.0,1.2430780435863293,0.0,1000.0,0.0,0.0,0.7659421025306715,0.0,172.79704846833883,0.0,0.7866910413691872,0.0,11.941260965246903,0.0,2.7557855577869876,0.0,0.7659421025306715,0.0,172.79704846833883,0.0,6027.444429222502,0.0,2.7557855577869876,1.1048465459922097,0.7866910413691872,0.7659421025306715,6.566287841796875,229.04288831045506
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,47,4.750388837637706,0.8818331768512726,0.40069343799352647,0.0,1.3293070097764332,0.0,1000.0,0.0,0.0,0.7505298415923084,0.0,169.38849061908144,0.0,0.7991566116159613,0.0,24.598631020748254,0.0,2.8232087285343694,0.0,0.7505298415923084,0.0,169.38849061908144,0.0,5885.285388211652,0.0,2.8232087285343694,1.1005472946964778,0.7991566116159613,0.7505298415923084,11.179640380859375,388.4288356219691
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,48,4.750388837637706,0.8820939772129058,0.39935732650756833,0.0,1.3586448222398757,0.0,1000.0,0.0,0.0,0.7634016159601295,0.0,172.32196273803712,0.0,0.7662861898541451,0.0,14.348710870742797,0.0,2.845365267873165,0.0,0.7634016159601295,0.0,172.32196273803712,0.0,6225.778004290967,0.0,2.845365267873165,1.1093893671694905,0.7662861898541451,0.7634016159601295,6.892878509521484,249.0311201716387
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,49,5.106357456933448,0.8821929768323898,0.3984140622019768,0.0,1.506213209845803,0.0,1000.0,0.0,0.0,0.7181423608597095,0.0,161.98902546275747,0.0,0.8277645761316473,0.0,20.766599438407205,0.0,2.8786272393717502,0.0,0.7181423608597095,0.0,161.98902546275747,0.0,5824.52807973637,0.0,2.8786272393717502,1.1242356798384743,0.8277645761316473,0.7181423608597095,7.127517120361328,256.27923550840023
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,50,5.106357456933448,0.8823369773626327,0.3974846723675728,0.0,1.2970343625545502,0.0,1000.0,0.0,0.0,0.72038126541652,0.0,162.49727111816406,0.0,0.8122920846939087,0.0,17.235024909973145,0.0,2.9400502776717756,0.0,0.72038126541652,0.0,162.49727111816406,0.0,5910.967609162049,0.0,2.9400502776717756,1.1273935703944094,0.8122920846939087,0.72038126541652,8.124863555908203,295.5483804581025
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,51,5.189122391698059,0.882348177075386,0.39681007039546967,0.0,1.3784848045219074,0.0,1000.0,0.0,0.0,0.7310932321839217,0.0,164.695669000799,0.0,0.7825168777595867,0.0,15.422665119171143,0.0,2.9895816227362793,0.0,0.7310932321839217,0.0,164.695669000799,0.0,6065.7157117378265,0.0,2.9895816227362793,1.1300102414816313,0.7825168777595867,0.7310932321839217,7.246609436035156,266.8914913164644
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,52,5.240353392683349,0.8824121767282486,0.3959667461514473,0.0,1.3733324607213337,0.0,1000.0,0.0,0.0,0.6954757231284423,0.0,156.9662606375558,0.0,0.8315623033614385,0.0,18.210153443472727,0.0,3.0445526137944516,0.0,0.6954757231284423,0.0,156.9662606375558,0.0,5800.251118488608,0.0,3.0445526137944516,1.1358736525559583,0.8315623033614385,0.6954757231284423,6.592582946777344,243.61054697652153
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,5.310496494634338,0.8825977783203125,0.3950691606402397,0.0,1.1169480735605413,0.0,1000.0,0.0,0.0,0.7281377561393835,0.0,164.2473574551669,0.0,0.7638409029353749,0.0,12.520943760871887,0.0,3.0838460016371734,0.0,0.7281377561393835,0.0,164.2473574551669,0.0,6315.299253565362,0.0,3.0838460016371734,1.1408906226811917,0.7638409029353749,0.7281377561393835,7.226883728027344,277.8731671568759
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,5.310496494634338,0.8825415769815445,0.3947879667878151,0.0,1.5622145319357514,0.0,1000.0,0.0,0.0,0.7161859413088354,0.0,161.54079627990723,0.0,0.7710200101137161,0.0,34.194904088974,0.0,3.1317067907711946,0.0,0.7161859413088354,0.0,161.54079627990723,0.0,6171.9091895998645,0.0,3.1317067907711946,1.1617642082514448,0.7710200101137161,0.7161859413088354,10.338610961914062,395.0021881343913
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,5.406519963491813,0.8827129781246186,0.39392569291591645,0.0,1.3969710925046135,0.0,1000.0,0.0,0.0,0.7032111006261045,0.0,158.62713892319624,0.0,0.7811572376419517,0.0,13.784698163761812,0.0,3.1596571333494086,0.0,0.7032111006261045,0.0,158.62713892319624,0.0,6020.144973522625,0.0,3.1596571333494086,1.17796155301456,0.7811572376419517,0.7032111006261045,5.393322723388672,204.68492909976925
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,5.406519963491813,0.8829119781255722,0.3929048898816109,0.0,1.01283640733787,0.0,1000.0,0.0,0.0,0.718434464999455,0.0,162.15240696498327,0.0,0.7458854338952473,0.0,5.283862675939288,0.0,3.1916341961098578,0.0,0.718434464999455,0.0,162.15240696498327,0.0,6574.323529120106,0.0,3.1916341961098578,1.1801629609345246,0.7458854338952473,0.718434464999455,4.540267395019531,184.08105881536298
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,5.5480813607438595,0.8830025781393052,0.39220015305280687,0.0,1.022115775517055,0.0,1000.0,0.0,0.0,0.6750810065119357,0.0,152.42123467581612,0.0,0.8194262044770377,0.0,12.936158503804888,0.0,3.29105834596687,0.0,0.6750810065119357,0.0,152.42123467581612,0.0,6201.1309746127035,0.0,3.29105834596687,1.1644344175096353,0.8194262044770377,0.6750810065119357,8.535589141845703,347.26333457831146
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,5.5480813607438595,0.8830637778043747,0.39183448380231856,0.0,1.289602492004633,0.0,1000.0,0.0,0.0,0.6849263046786765,0.0,154.49593257904053,0.0,0.7811973094940186,0.0,22.827646702528,0.0,3.3756220105384855,0.0,0.6849263046786765,0.0,154.49593257904053,0.0,6359.343714765368,0.0,3.3756220105384855,1.171035283882414,0.7811973094940186,0.6849263046786765,9.887739685058595,406.99799774498354
