algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,70,6.058208645917022,0.88310757791996,0.38941015082597735,0.0,1.744346821308136,0.0,1000.0,0.0,0.0,0.6214577944427303,0.0,140.27654012044272,0.0,0.7582237521807352,0.0,18.25652027130127,0.0,4.109687851121869,0.0,0.6214577944427303,0.0,140.27654012044272,0.0,6052.503801114597,0.0,4.109687851121869,1.2267414420643088,0.7582237521807352,0.6214577944427303,4.208296203613282,181.57511403343793
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,71,6.058208645917022,0.8831099792718887,0.38941781252622604,0.0,1.3866245177659122,0.0,1000.0,0.0,0.0,0.6264562600163109,0.0,141.4572955044833,0.0,0.7527068582448092,0.0,17.92943216453899,0.0,4.143184454498336,0.0,0.6264562600163109,0.0,141.4572955044833,0.0,6329.030145415815,0.0,4.143184454498336,1.2387864635214147,0.7527068582448092,0.6264562600163109,6.224121002197266,278.4773263982959
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,72,6.058208645917022,0.8831151779890061,0.3894808937311173,0.0,1.5836677718162537,0.0,1000.0,0.0,0.0,0.6145202229147431,0.0,138.45392578125,0.0,0.7711657667160035,0.0,26.12559387207031,0.0,4.217262247101679,0.0,0.6145202229147431,0.0,138.45392578125,0.0,6360.73754466048,0.0,4.217262247101679,1.236809596949266,0.7711657667160035,0.6145202229147431,6.9226962890625,318.036877233024
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,73,6.058208645917022,0.8829283764362336,0.38990090060234067,0.0,1.6169682759791613,0.0,1000.0,0.0,0.0,0.6201758002824289,0.0,139.76151943206787,0.0,0.742346353828907,0.0,36.342464566230774,0.0,4.296528614635859,0.0,0.6201758002824289,0.0,139.76151943206787,0.0,6350.647156337969,0.0,4.296528614635859,1.2408544937511252,0.742346353828907,0.6201758002824289,8.944737243652344,406.44141800563
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,74,6.2116780614080875,0.8829513784646988,0.3897762481570244,0.0,1.5036431613067787,0.0,1000.0,0.0,0.0,0.6068514519601375,0.0,136.98202006022134,0.0,0.7780508746703466,0.0,25.25230634212494,0.0,4.3649530605869025,0.0,0.6068514519601375,0.0,136.98202006022134,0.0,6528.842357797031,0.0,4.3649530605869025,1.2339619656263916,0.7780508746703466,0.6068514519601375,6.575136962890625,313.3844331742575
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,75,6.2116780614080875,0.8828699791431427,0.3900854303240776,0.0,1.652595199071444,0.0,1000.0,0.0,0.0,0.6237307331973779,0.0,140.55683253361627,0.0,0.7289242916382276,0.0,29.172713793241062,0.0,4.404030366490253,0.0,0.6237307331973779,0.0,140.55683253361627,0.0,6339.260157322671,0.0,4.404030366490253,1.2429726851017944,0.7289242916382276,0.6237307331973779,7.308955291748047,329.64152818077895
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,76,6.308007653943343,0.8827899765968322,0.3902658790946007,0.0,1.6179191583678836,0.0,1000.0,0.0,0.0,0.6102526600777031,0.0,137.70821852911087,0.0,0.7595501627240863,0.0,23.630866595676967,0.0,4.45946158264515,0.0,0.6102526600777031,0.0,137.70821852911087,0.0,6203.21306998828,0.0,4.45946158264515,1.2206411462263222,0.7595501627240863,0.6102526600777031,5.783745178222656,260.5349489395078
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,77,6.308007653943343,0.8826119781732559,0.39086008697748187,0.0,1.8428930416703224,0.0,1000.0,0.0,0.0,0.6072944383458556,0.0,137.10561307271323,0.0,0.7536880647142729,0.0,37.63607931137085,0.0,4.501137729929222,0.0,0.6072944383458556,0.0,137.10561307271323,0.0,6213.424690752264,0.0,4.501137729929222,1.2277448856317863,0.7536880647142729,0.6072944383458556,6.581069427490235,298.24438515610865
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,78,6.631370582395493,0.8826203776597976,0.39092937248945236,0.0,1.567798470195971,0.0,1000.0,0.0,0.0,0.6075290985728407,0.0,137.0474315442537,0.0,0.7482436048357111,0.0,16.37200601477372,0.0,4.532293155689756,0.0,0.6075290985728407,0.0,137.0474315442537,0.0,6275.940193909349,0.0,4.532293155689756,1.2349772834468375,0.7482436048357111,0.6075290985728407,5.207802398681641,238.48572736855525
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,79,6.631370582395493,0.8826007784605027,0.39099902868270875,0.0,1.5672074596990238,0.0,1000.0,0.0,0.0,0.603091583091343,0.0,135.8526701493697,0.0,0.7916424978863109,0.0,25.881375659595836,0.0,4.583656436605848,0.0,0.603091583091343,0.0,135.8526701493697,0.0,6887.937112962143,0.0,4.583656436605848,1.2216262455859732,0.7916424978863109,0.603091583091343,5.977517486572266,303.06923297033416
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,80,6.631370582395493,0.8824701781272888,0.3915584715604782,0.0,1.6666763520666532,0.0,1000.0,0.0,0.0,0.60324091163431,0.0,136.04767172677177,0.0,0.7565429827996663,0.0,33.2479145526886,0.0,4.631382669590832,0.0,0.60324091163431,0.0,136.04767172677177,0.0,6497.671353148805,0.0,4.631382669590832,1.2262922227754811,0.7565429827996663,0.60324091163431,7.6186696166992185,363.86959577633314
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,81,6.631370582395493,0.8824125785827637,0.39184659576416014,0.0,1.6825620818138123,0.0,1000.0,0.0,0.0,0.6034489362939819,0.0,136.09816345214844,0.0,0.7569763875007629,0.0,28.19139602661133,0.0,4.684153902103112,0.0,0.6034489362939819,0.0,136.09816345214844,0.0,6688.802546599118,0.0,4.684153902103112,1.2201739228132735,0.7569763875007629,0.6034489362939819,6.804908172607422,334.44012732995594
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,82,6.631370582395493,0.8825095769166946,0.3915825255513191,0.0,1.4181774746287952,0.0,1000.0,0.0,0.0,0.6002290721471661,0.0,135.5464005903764,0.0,0.7942757498134266,0.0,6.57197747447274,0.0,4.7156006633883685,0.0,0.6002290721471661,0.0,135.5464005903764,0.0,6993.847034089198,0.0,4.7156006633883685,1.2009430336909142,0.7942757498134266,0.6002290721471661,2.982020812988281,153.86463474996236
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,83,6.631370582395493,0.8824041779041291,0.3920263120532036,0.0,1.7930368483066559,0.0,1000.0,0.0,0.0,0.6002290721471659,0.0,135.2925941467285,0.0,0.7815309256315232,0.0,30.603151035308837,0.0,4.758711636081968,0.0,0.6002290721471659,0.0,135.2925941467285,0.0,6564.555622608049,0.0,4.758711636081968,1.1831896325304625,0.7815309256315232,0.6002290721471659,5.411703765869141,262.58222490432195
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,84,6.986552376242915,0.8823689783811569,0.39255844116210936,0.0,1.6047176122665405,0.0,1000.0,0.0,0.0,0.6002290721471661,0.0,135.39246940612793,0.0,0.777775077149272,0.0,38.38359200954437,0.0,4.801447072935043,0.0,0.6002290721471661,0.0,135.39246940612793,0.0,6855.83770542087,0.0,4.801447072935043,1.1945952967771578,0.777775077149272,0.6002290721471661,8.665118041992187,438.7736131469357
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,85,6.986552376242915,0.8823059767484664,0.3927506669163704,0.0,1.6352126489986072,0.0,1000.0,0.0,0.0,0.6065937507114082,0.0,136.79468258944425,0.0,0.7174002744934775,0.0,24.436653353951193,0.0,4.840337095885099,0.0,0.6065937507114082,0.0,136.79468258944425,0.0,6670.023670854863,0.0,4.840337095885099,1.1913516950267673,0.7174002744934775,0.6065937507114082,6.018966033935547,293.48104151761396
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,86,6.986552376242915,0.8821757777929305,0.39334835970401766,0.0,1.863907719435899,0.0,1000.0,0.0,0.0,0.6002290721471659,0.0,135.33230590820312,0.0,0.7400918939839238,0.0,34.05243678714918,0.0,4.873149845423189,0.0,0.6002290721471659,0.0,135.33230590820312,0.0,6622.84369090247,0.0,4.873149845423189,1.1954817330235137,0.7400918939839238,0.6002290721471659,6.225286071777344,304.65080978151366
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,87,6.986552376242915,0.8821575772762299,0.39343651181459427,0.0,1.473509818315506,0.0,1000.0,0.0,0.0,0.6076321930154711,0.0,137.07568168640137,0.0,0.725498428568244,0.0,9.570710331201553,0.0,4.90726477079984,0.0,0.6076321930154711,0.0,137.07568168640137,0.0,6942.936216285598,0.0,4.90726477079984,1.182078240345259,0.725498428568244,0.6076321930154711,4.386421813964843,222.17395892113913
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,88,6.986552376242915,0.8819249792098999,0.39421052706241605,0.0,2.0489397856096425,0.0,1000.0,0.0,0.0,0.6002290721471661,0.0,135.34047317504883,0.0,0.801923431456089,0.0,44.72324585914612,0.0,4.944861776513347,0.0,0.6002290721471661,0.0,135.34047317504883,0.0,6757.090916533604,0.0,4.944861776513347,1.1693465191196106,0.801923431456089,0.6002290721471661,6.496342712402344,324.340363993613
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,89,6.986552376242915,0.8819923774003983,0.3944758749604225,0.0,1.5759320490890079,0.0,1000.0,0.0,0.0,0.6048544445000269,0.0,136.294308980306,0.0,0.7032999760574765,0.0,17.77370752228631,0.0,4.976237924992708,0.0,0.6048544445000269,0.0,136.294308980306,0.0,6960.003954799617,0.0,4.976237924992708,1.1612699831941682,0.7032999760574765,0.6048544445000269,4.906595123291016,250.56014237278623
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,90,6.986552376242915,0.881638578414917,0.39556868118047717,0.0,1.8232067533229526,0.0,1000.0,0.0,0.0,0.600229072147166,0.0,135.40589543392784,0.0,0.7515707800262853,0.0,56.95014662491648,0.0,5.055924826474287,0.0,0.600229072147166,0.0,135.40589543392784,0.0,7069.405999710262,0.0,5.055924826474287,1.116599466966501,0.7515707800262853,0.600229072147166,10.290848052978516,537.2748559779801
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,91,6.986552376242915,0.8816663776636123,0.39564497125148773,0.0,1.6448836378429248,0.0,1000.0,0.0,0.0,0.6005788896013768,0.0,135.53440856933594,0.0,0.7185214641301528,0.0,24.899437158004098,0.0,5.0912930690434335,0.0,0.6005788896013768,0.0,135.53440856933594,0.0,7133.381127983127,0.0,5.0912930690434335,1.1086566883320976,0.7185214641301528,0.6005788896013768,6.234582794189453,328.1355318872238
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,92,6.986552376242915,0.8815527774095535,0.39611464709043503,0.0,1.8664124409357707,0.0,1000.0,0.0,0.0,0.6002290721471661,0.0,135.45085080464682,0.0,0.7435619657238325,0.0,39.76141595840454,0.0,5.120459287168434,0.0,0.6002290721471661,0.0,135.45085080464682,0.0,7105.07020448073,0.0,5.120459287168434,1.1107925197406563,0.7435619657238325,0.6002290721471661,6.501640838623047,341.0433698150751
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,93,7.344505350941831,0.8814187779426574,0.3970268768668175,0.0,1.7809264889130225,0.0,1000.0,0.0,0.0,0.600229072147166,0.0,135.32990206204929,0.0,0.736987265256735,0.0,35.785401637737564,0.0,5.156041581177535,0.0,0.600229072147166,0.0,135.32990206204929,0.0,7059.865586871032,0.0,5.156041581177535,1.110767896033207,0.736987265256735,0.600229072147166,7.0371549072265625,367.11301051729356
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,94,7.344505350941831,0.8814697762727738,0.3971421561837196,0.0,1.6189722925424577,0.0,1000.0,0.0,0.0,0.6002290721471659,0.0,135.23902053833007,0.0,0.757084709405899,0.0,19.72547345161438,0.0,5.190745421891263,0.0,0.6002290721471659,0.0,135.23902053833007,0.0,7288.23281167263,0.0,5.190745421891263,1.084452983283113,0.757084709405899,0.6002290721471659,5.409560821533203,291.5293124669052
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,95,7.344505350941831,0.8813507788181305,0.39770354515314105,0.0,1.6228198717380393,0.0,1000.0,0.0,0.0,0.6050229066381524,0.0,136.49218960466055,0.0,0.7078327264251381,0.0,32.357346370302395,0.0,5.233493292339182,0.0,0.6050229066381524,0.0,136.49218960466055,0.0,7374.866576677778,0.0,5.233493292339182,1.0686739404092858,0.7078327264251381,0.6050229066381524,7.916546997070313,427.742261447311
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,96,7.46161770660286,0.8810987775325775,0.3986164476275444,0.0,1.5693602204322814,0.0,1000.0,0.0,0.0,0.600229072147166,0.0,135.37569667271205,0.0,0.7405902351651873,0.0,40.45468493870327,0.0,5.290858266553046,0.0,0.600229072147166,0.0,135.37569667271205,0.0,7429.934989740565,0.0,5.290858266553046,1.044075935854601,0.7405902351651873,0.600229072147166,9.476298767089844,520.0954492818396
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,97,7.46161770660286,0.8811545779705048,0.3988149279356003,0.0,1.642546193940299,0.0,1000.0,0.0,0.0,0.600229072147166,0.0,135.44794518607003,0.0,0.7426838832242149,0.0,30.545741285596574,0.0,5.326179921793427,0.0,0.600229072147166,0.0,135.44794518607003,0.0,7667.682952706366,0.0,5.326179921793427,1.0397667536322803,0.7426838832242149,0.600229072147166,7.585084930419922,429.3902453515566
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,98,7.46161770660286,0.8811515777111053,0.3990289689898491,0.0,1.7576088138989039,0.0,1000.0,0.0,0.0,0.6050906179683594,0.0,136.65484728131975,0.0,0.7183742863791329,0.0,21.09055655343192,0.0,5.344213757697542,0.0,0.6050906179683594,0.0,136.65484728131975,0.0,7179.64873612162,0.0,5.344213757697542,1.035421122488597,0.7183742863791329,0.6050906179683594,3.8263357238769533,201.03016461140533
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,99,7.46161770660286,0.8810337775945664,0.39965628272295,0.0,1.7414329466612444,0.0,1000.0,0.0,0.0,0.6002290721471659,0.0,135.32601265285325,0.0,0.7264434980309528,0.0,29.985526789789613,0.0,5.368256082377267,0.0,0.6002290721471659,0.0,135.32601265285325,0.0,7394.1812721377155,0.0,5.368256082377267,1.037699631466225,0.7264434980309528,0.6002290721471659,6.22499658203125,340.13233851833496
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,100,7.46161770660286,0.8808755757808685,0.400533189535141,0.0,2.1198610533838687,0.0,1000.0,0.0,0.0,0.6002290721471659,0.0,135.39468649159306,0.0,0.7792021502619204,0.0,45.163707235585086,0.0,5.395639829878786,0.0,0.6002290721471659,0.0,135.39468649159306,0.0,7453.326952760786,0.0,5.395639829878786,1.0355523739738628,0.7792021502619204,0.6002290721471659,6.228155578613281,342.85303982699605
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,101,7.46161770660286,0.8807811778783798,0.40102843433618546,0.0,1.6901379078626633,0.0,1000.0,0.0,0.0,0.6004080845516049,0.0,135.52193603515624,0.0,0.7225892225901286,0.0,36.03579235076904,0.0,5.438741415168106,0.0,0.6004080845516049,0.0,135.52193603515624,0.0,7808.7045947376155,0.0,5.438741415168106,1.0036160188232464,0.7225892225901286,0.6004080845516049,8.131316162109375,468.5222756842569
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,102,7.46161770660286,0.8805185770988464,0.40219125163555147,0.0,1.8378881679640875,0.0,1000.0,0.0,0.0,0.600229072147166,0.0,135.38876681857639,0.0,0.7145130546004684,0.0,43.280587655526624,0.0,5.475349424249441,0.0,0.600229072147166,0.0,135.38876681857639,0.0,7478.537477652206,0.0,5.475349424249441,0.9912009575082239,0.7145130546004684,0.600229072147166,7.310993408203125,403.84102379321905
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,103,7.46161770660286,0.8804111784696579,0.40278688293695447,0.0,1.7389457034213203,0.0,1000.0,0.0,0.0,0.600229072147166,0.0,135.34000614711218,0.0,0.7718075577701841,0.0,35.71457154410226,0.0,5.518226297038824,0.0,0.600229072147166,0.0,135.34000614711218,0.0,8307.396190769436,0.0,5.518226297038824,0.9527532194902497,0.7718075577701841,0.600229072147166,7.579040344238281,465.2141866830884
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,104,7.46161770660286,0.8802743784189224,0.40359996604919435,0.0,1.8527097642421722,0.0,1000.0,0.0,0.0,0.6002290721471659,0.0,135.31917622884114,0.0,0.730114025870959,0.0,44.08109525044759,0.0,5.55653632953297,0.0,0.6002290721471659,0.0,135.31917622884114,0.0,7755.453994247287,0.0,5.55653632953297,0.9410141389801153,0.730114025870959,0.6002290721471659,8.119150573730469,465.3272396548371
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,105,7.46161770660286,0.8801315767765046,0.40430188822746277,0.0,1.9648430269697439,0.0,1000.0,0.0,0.0,0.6002290721471659,0.0,135.2661776335343,0.0,0.7433566166007001,0.0,51.43550810606583,0.0,5.581282323764929,0.0,0.6002290721471659,0.0,135.2661776335343,0.0,7813.474817297296,0.0,5.581282323764929,0.9399761836073193,0.7433566166007001,0.6002290721471659,6.222244171142578,359.4198415956756
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,106,7.464470151954794,0.8799263780117035,0.40524188154935836,0.0,1.8513541548482833,0.0,1000.0,0.0,0.0,0.6002290721471659,0.0,135.31142893145162,0.0,0.7139005141873513,0.0,46.667897255189956,0.0,5.6095898509688045,0.0,0.6002290721471659,0.0,135.31142893145162,0.0,7795.291195324659,0.0,5.6095898509688045,0.9461869078574678,0.7139005141873513,0.6002290721471659,8.38930859375,483.3080541101289
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,107,7.464470151954794,0.8797609771490097,0.4061944222450256,0.0,2.0872254967689514,0.0,1000.0,0.0,0.0,0.6002290721471659,0.0,135.43642009388316,0.0,0.7320627597245303,0.0,43.49114418029785,0.0,5.633643770000708,0.0,0.6002290721471659,0.0,135.43642009388316,0.0,7572.683126305698,0.0,5.633643770000708,0.9428606499722622,0.7320627597245303,0.6002290721471659,5.959202484130859,333.1980575574508
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,108,7.464470151954794,0.8796173765659332,0.40703107410669326,0.0,2.0320530378300212,0.0,1000.0,0.0,0.0,0.6002290721471659,0.0,135.418841154679,0.0,0.7133670397426771,0.0,39.765179675558336,0.0,5.657120271855106,0.0,0.6002290721471659,0.0,135.418841154679,0.0,7825.670422202323,0.0,5.657120271855106,0.9417576181896801,0.7133670397426771,0.6002290721471659,6.2292666931152345,359.980839421307
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,109,7.464470151954794,0.8791961773633957,0.4087759187221527,0.0,1.932181571659289,0.0,1000.0,0.0,0.0,0.600229072147166,0.0,135.39577765213815,0.0,0.7491661043543565,0.0,59.4320663652922,0.0,5.700131965995006,0.0,0.600229072147166,0.0,135.39577765213815,0.0,7949.789039553112,0.0,5.700131965995006,0.9295994992703798,0.7491661043543565,0.600229072147166,10.2900791015625,604.1839670060365
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,110,7.464470151954794,0.8789055780172348,0.4101349737048149,0.0,2.1621324717998505,0.0,1000.0,0.0,0.0,0.6002290721471661,0.0,135.3058638572693,0.0,0.7454166449606419,0.0,76.13886094093323,0.0,5.732731198888281,0.0,0.6002290721471661,0.0,135.3058638572693,0.0,8053.608588759618,0.0,5.732731198888281,0.9278238973446805,0.7454166449606419,0.6002290721471661,8.659575286865234,515.4309496806155
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,111,7.464470151954794,0.8788331781625748,0.41080372595787046,0.0,2.051163513660431,0.0,1000.0,0.0,0.0,0.6002290721471661,0.0,135.43016540527344,0.0,0.7205700874328613,0.0,39.93813606262207,0.0,5.759921227824301,0.0,0.6002290721471661,0.0,135.43016540527344,0.0,8069.372334881755,0.0,5.759921227824301,0.9231269305942564,0.7205700874328613,0.6002290721471661,6.771508270263672,403.46861674408774
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,112,7.540422492281175,0.8787129784822464,0.4115246444940567,0.0,1.9599283337593079,0.0,1000.0,0.0,0.0,0.6002290721471659,0.0,135.4927498953683,0.0,0.7252976411864871,0.0,40.767746471223376,0.0,5.776246742299477,0.0,0.6002290721471659,0.0,135.4927498953683,0.0,7418.265474494296,0.0,5.776246742299477,0.9319435154898736,0.7252976411864871,0.6002290721471659,5.6906954956054685,311.5671499287604
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,113,7.540422492281175,0.8782559787034988,0.41351776045560834,0.0,2.162327430465005,0.0,1000.0,0.0,0.0,0.6002290721471661,0.0,135.45875919226444,0.0,0.7438368508310029,0.0,62.569024981874406,0.0,5.805830249819325,0.0,0.6002290721471661,0.0,135.45875919226444,0.0,7910.030294244574,0.0,5.805830249819325,0.938835039246261,0.7438368508310029,0.6002290721471661,8.940278106689453,522.0619994201419
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,114,7.540422492281175,0.8781759769916534,0.4143755872249603,0.0,2.0298658198323745,0.0,1000.0,0.0,0.0,0.600229072147166,0.0,135.44533670359644,0.0,0.7274226073561043,0.0,58.1762334889379,0.0,5.832013615416956,0.0,0.600229072147166,0.0,135.44533670359644,0.0,8120.080127995789,0.0,5.832013615416956,0.9408988677588846,0.7274226073561043,0.600229072147166,7.855829528808593,470.96464742375576
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,115,7.540422492281175,0.8780183775424957,0.4152923434376717,0.0,1.969843520649842,0.0,1000.0,0.0,0.0,0.600229072147166,0.0,135.41814041137695,0.0,0.7239104424204145,0.0,46.488938740321565,0.0,5.858515510002988,0.0,0.600229072147166,0.0,135.41814041137695,0.0,8125.8930710859195,0.0,5.858515510002988,0.9435645840942061,0.7239104424204145,0.600229072147166,7.58341586303711,455.05001198081135
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,116,7.540422492281175,0.8777141774892807,0.41707161152362826,0.0,2.1700574159622192,0.0,1000.0,0.0,0.0,0.6002290721471661,0.0,135.48828587387547,0.0,0.7326730995467214,0.0,74.28579654115619,0.0,5.888876730371125,0.0,0.6002290721471661,0.0,135.48828587387547,0.0,7692.086335808497,0.0,5.888876730371125,0.9468991253914176,0.7326730995467214,0.6002290721471661,8.942226867675782,507.67769816336084
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,117,7.540422492281175,0.8775299770832061,0.4178798618912697,0.0,2.074805515507857,0.0,1000.0,0.0,0.0,0.6002290721471661,0.0,135.53503545125326,0.0,0.726415087779363,0.0,43.560938676198326,0.0,5.917656051290265,0.0,0.6002290721471661,0.0,135.53503545125326,0.0,7927.1446843824915,0.0,5.917656051290265,0.9298901373499686,0.726415087779363,0.6002290721471661,6.505681701660157,380.5029448503596
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,118,7.664855315071561,0.8769603772163391,0.4202191178202629,0.0,2.3061629552995004,0.0,1000.0,0.0,0.0,0.6002290721471659,0.0,135.32832680979084,0.0,0.7243527308587105,0.0,83.40014082385647,0.0,5.949627316439554,0.0,0.6002290721471659,0.0,135.32832680979084,0.0,7420.780842605584,0.0,5.949627316439554,0.9228191845368863,0.7243527308587105,0.6002290721471659,8.390356262207032,460.0884122415463
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,119,7.664855315071561,0.877066379070282,0.42021704721450803,0.0,1.8357568259040515,0.0,1000.0,0.0,0.0,0.6002290721471661,0.0,135.2384179433187,0.0,0.7328707662721475,0.0,44.169610460599266,0.0,5.972270029057614,0.0,0.6002290721471661,0.0,135.2384179433187,0.0,8593.999419867732,0.0,5.972270029057614,0.9193243301084333,0.7328707662721475,0.6002290721471661,6.491444061279297,412.5119721536512
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,120,7.664855315071561,0.876724578499794,0.42192992216348646,0.0,2.151674633845687,0.0,1000.0,0.0,0.0,0.6002290721471661,0.0,135.35475730895996,0.0,0.7038084445521235,0.0,68.88031178712845,0.0,5.9991938949276395,0.0,0.6002290721471661,0.0,135.35475730895996,0.0,8170.020534509107,0.0,5.9991938949276395,0.9212868983991229,0.7038084445521235,0.6002290721471661,8.662704467773438,522.8813142085828
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,121,7.664855315071561,0.8763619778156281,0.42366597402095796,0.0,2.2861067878788917,0.0,1000.0,0.0,0.0,0.600229072147166,0.0,135.47935380606816,0.0,0.7267528402394262,0.0,65.49778800175108,0.0,6.02214044638141,0.0,0.600229072147166,0.0,135.47935380606816,0.0,7794.071968982094,0.0,6.02214044638141,0.9291681506095504,0.7267528402394262,0.600229072147166,7.857802520751953,452.0561742009615
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,122,7.664855315071561,0.8762567772865295,0.424396617770195,0.0,2.389227264805844,0.0,1000.0,0.0,0.0,0.600229072147166,0.0,135.26843823884664,0.0,0.750528799860101,0.0,42.78711188466925,0.0,6.037720151354315,0.0,0.600229072147166,0.0,135.26843823884664,0.0,8174.3122130094,0.0,6.037720151354315,0.9322984727513839,0.750528799860101,0.600229072147166,5.140200653076172,310.6238640943572
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,123,7.664855315071561,0.8761115783452987,0.42556330931186676,0.0,2.442071129294003,0.0,1000.0,0.0,0.0,0.6002290721471661,0.0,135.40078555836396,0.0,0.738587456590989,0.0,41.66257723639993,0.0,6.0502425014095556,0.0,0.6002290721471661,0.0,135.40078555836396,0.0,7800.103355442278,0.0,6.0502425014095556,0.9352675250947572,0.738587456590989,0.6002290721471661,4.603626708984375,265.2035140850375
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,124,7.664855315071561,0.8761493768692017,0.4257846657037735,0.0,1.8306977075079214,0.0,1000.0,0.0,0.0,0.6002290721471659,0.0,135.50654668393344,0.0,0.7184681477754012,0.0,36.504001451575235,0.0,6.074788584685035,0.0,0.6002290721471659,0.0,135.50654668393344,0.0,9056.270720167708,0.0,6.074788584685035,0.9237692626130026,0.7184681477754012,0.6002290721471659,6.233301147460938,416.58845312771456
