algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,2.1208091494738204,0.8700126467148462,0.4791271106402079,nan,1.2375559348326464,8.138592736721039,1000.0,0.0,nan,0,30466,0,208,278.61249366173377,290.68313064575193,278.61249366173377,290.68313064575193,1.23706411371088,1.288653887034841,0.974891916640794,2.084148594859641,6361.327238695212,600.5997448791088,0.8954705962767968,0.8494079703092575,0.7901042929062476,35.515741781294345,1.23706411371088,1.288653887034841,1.4185945879283326,0.7611153014073873,0.852219304288497,1.2855052154235196,123.51717709350586,405.63440615771907
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,2.1327478380332536,0.87100164492925,0.47198357979456584,nan,1.0576494057973227,8.034610834121704,1000.0,0.0,nan,0,30720,0,210,290.7015045166016,296.95243591308594,290.7015045166016,296.95243591308594,1.2896597932295413,1.3158171953180682,1.0030103722486283,2.0954966676196003,6789.25192077273,593.8080448356485,0.8450501759847006,0.8216250160336495,0.7869803110758463,22.14378754347563,1.2896597932295413,1.3158171953180682,1.4400048903970173,0.7518988168646874,0.8232593295186065,1.3139922602886362,127.50201950073242,441.20077555744126
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,2.147303225433189,0.8721033120155335,0.4653191184997559,nan,0.9731046656767527,8.065912730693817,1000.0,0.0,nan,0,30651,0,207,269.45263799031574,299.10094573974607,269.45263799031574,299.10094573974607,1.1946156308890115,1.3256017089918144,1.0425695510828794,2.1065080861842937,6524.038544844294,592.7406851657424,0.9269522875547409,0.8092957729101181,0.7871150970458984,17.905846574306487,1.1946156308890115,1.3256017089918144,1.4681449651234453,0.7363112073531402,0.8159555756258514,1.3181874026841085,126.10724160766601,393.67319914256
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,2.165231401384778,0.8729526454210281,0.45935472518205644,nan,1.1812389813936675,8.1022061252594,1000.0,0.0,nan,0,30684,0,210,285.7305720402644,300.8026184082031,285.7305720402644,300.8026184082031,1.2661204694700905,1.3334562036389974,1.071372771521441,2.1171599011205053,6914.66208997264,586.3494254802067,0.8593070598749014,0.7986419032514095,0.9655925723222586,16.591831563711168,1.2661204694700905,1.3334562036389974,1.4896876233610667,0.7253386223749454,0.8023444714960358,1.3293465109432423,127.75004223632813,414.3209845313713
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,2.178033331576451,0.873667645851771,0.4541404761870702,nan,1.2206171014729668,8.235984299182892,1000.0,0.0,nan,0,31157,0,211,292.02444817038145,299.8809587097168,292.02444817038145,299.8809587097168,1.293454553850299,1.3296047412727123,1.0955324911777458,2.1278608575785647,7414.487844001256,574.20082249202,0.8311796048108269,0.7985127621889114,0.7776781495879678,35.15992760658264,1.293454553850299,1.3296047412727123,1.5084638377380735,0.7168535177449386,0.8010719157583702,1.326772698940081,129.8812147216797,481.7729156928507
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,2.186244660834989,0.8744169785579046,0.449192678630352,nan,1.2169223287526298,8.11775921344757,1000.0,0.0,nan,0,31024,0,214,276.0091714298024,304.87572250366213,276.0091714298024,304.87572250366213,1.223817431476729,1.3515946415979971,1.1209638924736156,2.137991060942037,7231.225447183425,562.763834424565,0.8907840006491717,0.7749721792340278,0.9819312165765202,15.265024071931839,1.223817431476729,1.3515946415979971,1.527774759860984,0.7077718107817405,0.7840449947365967,1.3415844454133814,131.33460083007813,470.96719897406246
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,2.1951486462569316,0.8752419777711232,0.4442933557430903,nan,1.0959386602044106,8.188535282611847,1000.0,0.0,nan,0,31207,0,211,289.35972690582275,305.1476213073731,289.35972690582275,305.1476213073731,1.2839174074876274,1.3525031484368304,1.1401222946281673,2.148031728958103,7794.45888451168,560.1559364389573,0.8328156359493732,0.7704656717181205,0.8068590983748436,9.642730378210544,1.2839174074876274,1.3525031484368304,1.5432860683601417,0.7013542849953934,0.7750841875871023,1.3474227231813336,131.31855978393554,473.4850588799567
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,2.2066158374304634,0.8757233122984568,0.44032101611296337,nan,1.141287554394115,8.262861316204072,1000.0,0.0,nan,0,31285,0,219,289.4419465498491,304.96322052001955,289.4419465498491,304.96322052001955,1.282913651910718,1.352282919494049,1.177296841136769,2.157974295992074,7809.537483042546,553.603195113881,0.8302240615541284,0.7669723376631736,0.7070892128077421,15.837865247428418,1.282913651910718,1.352282919494049,1.569567823078891,0.6841232881074246,0.7732405265172323,1.3454084875713763,134.72073385620118,565.0609272994245
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,2.2180127104456124,0.8763046443462372,0.43640109479427336,nan,1.4279900540908177,8.189955832958221,1000.0,0.0,nan,0,30682,0,206,288.5787467956543,308.20758071899417,288.5787467956543,308.20758071899417,1.281048860647896,1.3661246320804594,1.1904082401257006,2.1676208599490923,7990.06867635234,541.480123032285,0.8284149120251337,0.7506087422370911,1.5628607620795567,25.5071674901247,1.281048860647896,1.3661246320804594,1.5812932880550572,0.6801883665312911,0.7550128650552822,1.361309022376729,130.20892221069337,408.35369744537013
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,2.228963878056483,0.876873646179835,0.43274701754252115,nan,1.3324275016784668,8.130990200042724,1000.0,0.0,nan,0,30648,0,208,269.2918208195613,310.7144850158691,269.2918208195613,310.7144850158691,1.1941526101437014,1.3775746517590894,1.2162353707024753,2.176913518785874,7672.685881611004,536.8162485362537,0.9046047421602103,0.7363518464565277,1.0399998426437378,24.41489672422409,1.1941526101437014,1.3775746517590894,1.6005066299358348,0.6686359409569718,0.7466208025323393,1.3663798792661317,131.28738134765624,414.2163323363876
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,2.2380913582142306,0.8773489785194397,0.4294600454966227,nan,1.3194669137398403,8.162680821418762,1000.0,0.0,nan,0,30602,0,208,288.23478444417316,311.1609962463379,288.23478444417316,311.1609962463379,1.278445343667441,1.3792853201302961,1.2354330889419034,2.186150588354786,7944.303050292408,532.4165012367735,0.8237596501906713,0.7309813004732132,0.8017919758955637,32.95562290340662,1.278445343667441,1.3792853201302961,1.6157200887070562,0.6603412790962233,0.7362329051742014,1.3735773969342855,131.38203332519532,403.62987370172715
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,2.2478478748804207,0.8776319772005081,0.426895887752374,nan,1.4384748132332512,8.06392567396164,1000.0,0.0,nan,0,32136,0,220,293.4933783489725,314.2023063659668,293.4933783489725,314.2023063659668,1.300256539947549,1.3929431264964518,1.251089022268111,2.1951479013695474,8344.055486093703,527.4564824367501,0.8000978322132773,0.7145648372173309,0.9599014598390331,7.866304723024368,1.300256539947549,1.3929431264964518,1.6287125739086854,0.6555087917834655,0.7233866259388859,1.3833835233994798,139.18161795043946,594.8091453350105
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,2.2574807171667515,0.8781323107083638,0.42388787438472114,nan,1.3280966579914093,8.086875984668731,1000.0,0.0,nan,0,30566,0,208,290.09439849853516,314.4497787475586,290.09439849853516,314.4497787475586,1.2869687111202788,1.3942099413702582,1.265304591718101,2.2040909168299954,8549.114833594484,527.527825197724,0.8087918311357498,0.7095301875472069,1.0310672372579575,33.75865955680609,1.2869687111202788,1.3942099413702582,1.6408191217628592,0.6503362148990384,0.7151487711465584,1.3881396830542216,132.74217706298828,416.18988608535716
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,2.268399647039365,0.8785596438248953,0.42101723223924636,nan,1.0630649079879124,7.838880352973938,1000.0,0.0,nan,0,30725,0,205,285.6825014750163,320.5055601501465,285.6825014750163,320.5055601501465,1.2678015594319043,1.420344902995086,1.2844806742059038,2.21247265699043,9090.973819438464,523.9598961275963,0.8230071092645327,0.6813899692893028,0.8047990699609121,26.327738670408724,1.2678015594319043,1.420344902995086,1.655677467319714,0.64076137905233,0.6894060338162026,1.4117103741141508,135.05860409545897,427.76733011756176
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,2.277997086316403,0.8789723114172617,0.41861047277847924,nan,1.3693385557694868,7.816725511550903,1000.0,0.0,nan,0,30060,0,208,288.0476989746094,321.5045751953125,288.0476989746094,321.5045751953125,1.277414322919567,1.4245358264103276,1.3032693085095006,2.2207545554840777,8771.619605066251,524.4977920640317,0.8105197846889496,0.6735257691144944,0.7910823822021484,49.421460313797,1.277414322919567,1.4245358264103276,1.6702634072993314,0.6305992659239602,0.680667637225011,1.4168659849961174,134.9388794555664,402.7747481370703
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,2.2892931070340286,0.8791083123286565,0.41679928183555603,nan,1.3772059939801693,7.690827033519745,1000.0,0.0,nan,0,31182,0,220,304.6176420847575,324.2182357788086,304.6176420847575,324.2182357788086,1.3492909028366054,1.4377354343979725,1.3121510951194502,2.2287871939457404,9459.485294050637,518.383404759829,0.7398161279658476,0.6572124640643596,0.9142001134653887,13.796526025533677,1.3492909028366054,1.4377354343979725,1.6788055346499662,0.6287849878144502,0.6660628566252333,1.4282592345878258,144.3089411315918,661.4086560183622
