algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,10,1.9274457740402082,0.8378443131844203,0.7251178272565206,nan,0.9646164178848267,5.455487411022187,1000.0,0.0,nan,0,31819,0,215,269.6365854363692,279.72228088378904,269.6365854363692,279.72228088378904,1.1945548822007788,1.240319959879598,0.6000878110080137,1.840099202050358,2906.5830959947257,1269.2049183614859,0.9742212546499152,0.9349222281575202,0.8543775458084909,2.095415014028549,1.1945548822007788,1.240319959879598,1.0960923674249512,0.8096164244794388,0.9383317327390522,1.2363494736882847,122.13510260009765,618.1321249923939
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,11,1.9441924593087208,0.8430393129587174,0.6837815121809642,nan,1.1017041272587247,5.849111535549164,1000.0,0.0,nan,0,31467,0,213,273.5892571343316,277.5430294799805,273.5892571343316,277.5430294799805,1.2128107307665335,1.2303043408036638,0.6401892282583217,1.882082529722827,3229.3113685314624,1139.933652224728,0.9554156793488396,0.9403485709428787,0.8500008881092072,9.29151185899973,1.2128107307665335,1.2303043408036638,1.1369465488441237,0.8137493806578955,0.9415926441140131,1.2288599142868366,120.86642504882812,572.2286701570238
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,12,1.9615738952889197,0.8472819797197978,0.6495045020182928,nan,1.1238123178482056,6.128170940876007,1000.0,0.0,nan,0,30495,0,205,275.8110046386719,279.17655700683594,275.8110046386719,279.17655700683594,1.2239286991397214,1.2380001877191922,0.6651408295221288,1.9107873867548575,3508.9802537399705,1028.069132693954,0.9426726319573142,0.9305165562033654,0.8448262973265215,20.391622164845465,1.2239286991397214,1.2380001877191922,1.1633994524152205,0.8165148689104229,0.9311502852711068,1.2372666030065183,117.73846490478516,488.425218659861
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,13,1.9770236210279328,0.8506959782044092,0.6211392108599345,nan,1.0924003930652844,6.280214939117432,1000.0,0.0,nan,0,30761,0,215,279.98267499138325,284.97391372680664,279.98267499138325,284.97391372680664,1.2416868323998995,1.2627724228450896,0.6962394864044719,1.9293260522816325,3840.6088745653215,950.9073455715828,0.9241089014446034,0.9058387559652329,0.9079903890104855,23.447536844015122,1.2416868323998995,1.2627724228450896,1.1894741127553359,0.8139562266476111,0.9072700576848148,1.2611205563125172,123.50897644042969,510.94363996385397
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,1.992450233345583,0.8540496452649434,0.5965738224983216,nan,1.1862302819887798,6.522026300430298,1000.0,0.0,nan,0,30429,0,203,275.74251641167535,285.9811701965332,275.74251641167535,285.9811701965332,1.2196573381973772,1.2680344588657912,0.7166671470887642,1.9477454069516467,4076.256589702497,888.9587370146482,0.9400217466884189,0.897978219985962,1.734746555487315,18.80584522485733,1.2196573381973772,1.2680344588657912,1.209098451033917,0.8138863008766253,0.8997887067817615,1.2659512335738499,119.35583337402343,428.95611342050427
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,2.008442487039476,0.8568256451686224,0.5757779008150101,nan,1.1768986470997334,6.902090208530426,1000.0,0.0,nan,0,31038,0,212,279.74328422546387,281.83107650756835,279.74328422546387,281.83107650756835,1.242297243076227,1.2493172911609138,0.748247293532393,1.967731324699899,4432.746776468961,821.4361071671224,0.9171020612120628,0.9109827563166618,0.8293966092169285,14.628403193950653,1.242297243076227,1.2493172911609138,1.2360409059993953,0.8106613034552286,0.9114360381607656,1.2487972875990851,121.68421569824218,470.42233971385576
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,2.024367915575487,0.8592683108647664,0.5576291443904241,nan,1.2734988548538901,7.062040929794311,1000.0,0.0,nan,0,30797,0,205,276.88830011541194,284.64305908203124,276.88830011541194,284.64305908203124,1.2260324451718387,1.2617475954467914,0.7644776131028811,1.9847652965714726,4646.44010513048,787.16613805053,0.9280689467083324,0.8968428736925125,1.3346619714390149,23.777002551555633,1.2260324451718387,1.2617475954467914,1.2525926864903176,0.8113819760917099,0.8984707732336216,1.2598856681812727,119.94876623535156,417.0881375330825
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,2.0377965861319915,0.8613103127479553,0.5419618568817774,nan,0.9679070375859737,7.19917581319809,1000.0,0.0,nan,0,30843,0,211,282.05874729156494,287.4544245910645,282.05874729156494,287.4544245910645,1.2494685272059178,1.2742601840194006,0.8056817709361779,2.0004608978741736,4957.751105937547,749.6483343888933,0.9042963869869709,0.882555696964264,0.873073872178793,19.639924674630166,1.2494685272059178,1.2742601840194006,1.2835934217113762,0.8017010220871784,0.8841661184474274,1.2724237649961796,124.00764974975586,458.5073691455588
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,2.0539722453752636,0.8632993108034134,0.5281641493240993,nan,1.0526538863778114,7.447043042182923,1000.0,0.0,nan,0,30648,0,210,286.2647294998169,286.2460249328613,286.2647294998169,286.2460249328613,1.269800146076886,1.2690096531154218,0.842245883925852,2.0159247746433677,5310.05984857594,719.5239955263851,0.8831212483346462,0.8838165426254272,0.8157895319163799,33.995342412292956,1.269800146076886,1.2690096531154218,1.3117174402128582,0.7929143721197732,0.8837650393446287,1.2690682081496045,123.65888131713868,457.7315133649842
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,2.069996403792644,0.8649833130836487,0.5161050485571226,nan,1.1997908733107827,7.483976972103119,1000.0,0.0,nan,0,30814,0,206,277.6854622580788,290.92981018066405,277.6854622580788,290.92981018066405,1.2307178717833958,1.2898582373334895,0.8687032908535773,2.029267654571179,5420.548471107723,693.0223012218968,0.9142444783991034,0.8620700687170029,0.8151058012788946,17.697754240632058,1.2307178717833958,1.2898582373334895,1.3329290363406179,0.7869452804834723,0.8647900616388186,1.2867750903142903,122.48100424194335,396.46098685312853
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,2.0817396235636543,0.8664796463648479,0.5051701533794403,nan,1.0135931770006816,7.689718608856201,1000.0,0.0,nan,0,30522,0,210,278.28493143717446,290.14558563232424,278.28493143717446,290.14558563232424,1.235129750650412,1.2864248237909388,0.8964358840475095,2.0426631589369895,5669.372674326174,672.7250024298253,0.9070784091949463,0.8616892564296722,0.8528695185979207,29.801230084896087,1.235129750650412,1.2864248237909388,1.3549267940033014,0.780633857185697,0.8648559415063193,1.2828460977578788,124.40678219604492,439.17118120171546
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,2.0961486996989427,0.867844646970431,0.495405623515447,nan,1.1771687964598339,7.956748731136322,1000.0,0.0,nan,0,30603,0,207,286.5137481689453,287.43086044311525,286.5137481689453,287.43086044311525,1.2704290773702935,1.2741374669344938,0.9135536909175134,2.057307401726159,6022.828070944989,633.1615452128614,0.8724657793839773,0.8691745007038116,0.9662725031375885,18.688148467540742,1.2704290773702935,1.2741374669344938,1.3710551752409714,0.7788041515030256,0.8693607994970286,1.2739275580912373,121.84867413330078,397.81249178782434
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,2.1101760275700876,0.8690379784504573,0.4868368164698283,nan,1.1665163949916237,8.023873481750488,1000.0,0.0,nan,0,31164,0,214,292.8996662340666,289.8765786743164,292.8996662340666,289.8765786743164,1.298567151547351,1.2850819350552354,0.9416229504509118,2.0709643696477067,6306.382713216506,615.6753550104712,0.8440298955691489,0.8560342860221862,0.753507673740387,19.90414335668087,1.298567151547351,1.2850819350552354,1.3933595181296299,0.7716317593760696,0.8549928092248907,1.2862518853445055,127.0808187866211,485.9126851064157
