algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,5.1302971577061625,0.8830523107449214,0.39544436991214754,nan,1.5719451362436467,0.08204294478520752,1000.0,0.0,nan,0,30481,0,207,167.66361860795453,0.0,0.3237744351658462,0.0008549119182862341,167.66361860795453,0.0,5881.366872820602,0.0,0.7870821410959418,0.0,2.821948101399559,0.0,0.7430654943422756,0.0,0.7430654943422756,0.0,2.821948101399559,1.1321773416504761,0.7870821410959418,0.7430654943422756,6.147666015625,215.65011867008874
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.1302971577061625,0.8793979795773824,0.4130729149778684,0.8375435668099471,1.3935255344424928,0.82725849121809,1000.0,0.6635613715921799,0.9752137006242333,30204,603,207,2,163.8551962716239,0.0,0.22977238254887716,0.09514645386487246,163.8551962716239,0.0,5930.534739563853,0.0,0.8018549127238137,0.0,2.8824823509073827,0.0,0.7267117302170759,0.0,0.7267117302170759,0.0,2.8824823509073827,1.1339745216487132,0.8018549127238137,0.7267117302170759,7.646575826009115,276.7582878463131
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8653599777072668,0.7142483474810918,0.9607381760119934,1.3608933307907798,1.5550581729412079,1000.0,0.5975848685664933,0.9838211747366713,30181,527,203,3,161.88159040971235,0.0,0.5301088297908957,0.2634457720071077,161.88159040971235,0.0,6030.518037751223,0.0,0.8068928230892528,0.0,2.9221017777422404,0.0,0.7164555847840877,0.0,0.7164555847840877,0.0,2.9221017777422404,1.1391841392669748,0.8068928230892528,0.7164555847840877,5.935658315022787,221.11899471754484
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8765783132612706,2.1597099151213963,0.8979218775586139,1.3234378810112293,10.693518376350402,1000.0,0.5856047395458983,0.998805256869773,30203,569,197,11,161.48257328913763,0.0,0.5925041391299322,0.9802523812651635,161.48257328913763,0.0,5947.661597570024,0.0,0.7973165145287147,0.0,2.979600078652902,0.0,0.7158982793058567,0.0,0.7158982793058567,0.0,2.979600078652902,1.146697763332007,0.7973165145287147,0.7158982793058567,6.99757817586263,257.7320025613677
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8798023123542468,0.41804059902826946,0.8953090170208716,1.036266913016637,66.24163893222808,1000.0,0.6811793560663729,1.0,30214,485,141,66,164.87251790364584,0.0,0.4080805877844493,7.324702100753784,164.87251790364584,0.0,6568.842896536895,0.0,0.7589097221692404,0.0,3.0214944860855706,0.0,0.73148058055641,0.0,0.73148058055641,0.0,3.0214944860855706,1.1506695607976969,0.7589097221692404,0.73148058055641,6.594900716145833,262.75371586147577
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8807096451520919,0.40116883516311647,0.9066271951194274,1.437265867696089,263.95238623142245,1000.0,0.5472425539425069,1.0,30432,648,96,118,161.814671235926,0.0,1.0867590220535503,4.141645043492317,161.814671235926,0.0,6354.590048155958,0.0,0.768476780723123,0.0,3.070993776806439,0.0,0.7176680037915898,0.0,0.7176680037915898,0.0,3.070993776806439,1.1682876442081631,0.768476780723123,0.7176680037915898,9.169498036702475,360.09343606217095
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.194253122102357,0.8813949783643087,0.39985688487688703,0.9339315787813243,1.263680100440979,310.4907756090164,1000.0,0.6084923032821311,1.0,30192,410,122,88,169.35026198167068,0.0,0.7065862440145932,11.901458270549774,169.35026198167068,0.0,5666.090209750224,0.0,0.6995888719191918,0.0,3.1024897961806195,0.0,0.750271953762897,0.0,0.750271953762897,0.0,3.1024897961806195,1.1817199188475436,0.6995888719191918,0.750271953762897,7.338511352539062,245.53057575584302
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.387102109771749,0.8824876443545023,0.3945434444149335,0.9464514276428023,0.9484303504228592,406.31277057170865,1000.0,0.6300180405608036,1.0,30105,254,103,104,160.40652770996093,0.0,0.5426378577947617,37.85811017513275,160.40652770996093,0.0,6719.144643358903,0.0,0.7619551658630371,0.0,3.1442161967812674,0.0,0.7100844315400711,0.0,0.7100844315400711,0.0,3.1442161967812674,1.1790342736524557,0.7619551658630371,0.7100844315400711,5.346884256998698,223.9714881119634
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.403673017101606,0.8827276444435119,0.39361337035894395,0.8459826242307452,1.0506815418601037,555.8737641191483,1000.0,0.34848472625342214,1.0,30242,596,114,104,149.19654006958007,0.0,0.26998190507292746,18.30072831749916,149.19654006958007,0.0,6066.599230526304,0.0,0.8415744513273239,0.0,3.2638457631736135,0.0,0.6620598433033928,0.0,0.6620598433033928,0.0,3.2638457631736135,1.1756678605114064,0.8415744513273239,0.6620598433033928,9.946436004638672,404.4399487017535
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.403673017101606,0.8827623128890991,0.3928862535953522,0.9023953653682456,1.2246498204767704,669.4392952537537,1000.0,0.48179312583423717,1.0,30607,949,78,142,152.9837214152018,0.0,0.43353037474056083,70.64679580539465,152.9837214152018,0.0,6383.629194912282,0.0,0.7955390736460686,0.0,3.387047792335785,0.0,0.6777365973892309,0.0,0.6777365973892309,0.0,3.387047792335785,1.1743376958956653,0.7955390736460686,0.6777365973892309,12.238697713216146,510.6903355929826
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.403673017101606,0.8828123102585475,0.3922527268528938,0.9115946002181412,1.044877286752065,889.5189213609696,1000.0,0.5084766314623085,1.0,30209,481,134,78,157.51408894856772,0.0,0.7813700556755065,114.23443199694157,157.51408894856772,0.0,6615.561729630018,0.0,0.7462530016899109,0.0,3.4407171026153605,0.0,0.6980462884781143,0.0,0.6980462884781143,0.0,3.4407171026153605,1.1675756880965336,0.7462530016899109,0.6980462884781143,7.875704447428386,330.77808648150085
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.403673017101606,0.8831779768069585,0.3912050797541936,0.9368635611329705,1.5452460249265034,1215.1526283216476,1000.0,0.6641147364302987,1.0,30277,419,90,118,157.57033665974936,0.0,2.103385627269745,168.57042934417726,157.57033665974936,0.0,6136.40436124798,0.0,0.7285758952299753,0.0,3.469436536397183,0.0,0.69777234310822,0.0,0.69777234310822,0.0,3.469436536397183,1.1812716427917722,0.7285758952299753,0.69777234310822,6.302813466389974,245.4561744499192
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.403673017101606,0.8832493104537328,0.39079746703306834,0.8405714430424642,1.3568742740899324,1587.8099142169951,1000.0,0.42602721891669093,1.0,30173,419,99,111,155.5774164199829,0.0,0.5700513124465942,259.6802079764009,155.5774164199829,0.0,6579.572042283845,0.0,0.7371851801872253,0.0,3.526693553547967,0.0,0.6897064175174707,0.0,0.6897064175174707,0.0,3.526693553547967,1.1787521274260768,0.7371851801872253,0.6897064175174707,8.297462209065754,350.91050892180505
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.5260080853606715,0.8805469762782255,2.8882797808448473,0.9278909767471504,1.2559751905500889,2102.315581240654,1000.0,0.5437109827562203,0.9985915492957746,30389,612,103,108,145.42530059814453,0.0,0.5676481816917658,1.9290501409769059,145.42530059814453,0.0,6096.419364991813,0.0,0.8172709606587887,0.0,3.6093921828198936,0.0,0.644028087214359,0.0,0.644028087214359,0.0,3.6093921828198936,1.1781140240459802,0.8172709606587887,0.644028087214359,7.756016031901042,325.1423661328967
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.5260080853606715,0.88099397773544,0.43005731374025347,0.8854522462110084,1.3102987549806897,2129.852030143738,1000.0,0.5544029137814325,1.0,30464,691,77,138,154.1657176770662,0.0,0.9893084497828233,54.22780312329531,154.1657176770662,0.0,6567.9006109774455,0.0,0.7184016986897117,0.0,3.6717497913175854,0.0,0.6828338160345746,0.0,0.6828338160345746,0.0,3.6717497913175854,1.1972034112497234,0.7184016986897117,0.6828338160345746,9.763828786214193,415.9670386952382
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.683324163089125,0.8813349764545758,0.42186456988255183,0.9232812599189746,1.6636583970652685,2323.9691951942445,1000.0,0.7195330745606063,1.0,30893,963,15,199,151.3563927544488,0.0,1.5894031557771895,9.451313441991806,151.3563927544488,0.0,6212.3752182222215,0.0,0.7364480197429657,0.0,3.7444059763075126,0.0,0.6703134225799102,0.0,0.6703134225799102,0.0,3.7444059763075126,1.1821911490083192,0.7364480197429657,0.6703134225799102,9.081383565266927,372.7425130933334
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.683324163089125,0.8821753112475077,0.3943396580219269,0.8937759537483241,1.2645897739811947,2347.478715953827,1000.0,0.6437176449349217,1.0,30575,757,59,157,145.39516569438734,0.0,0.7078173474261635,63.618012605905534,145.39516569438734,0.0,6362.684340792182,0.0,0.769486643766102,0.0,3.794672064805174,0.0,0.6441957777195535,0.0,0.6441957777195535,0.0,3.794672064805174,1.2102221554953583,0.769486643766102,0.6441957777195535,9.208360493977864,402.9700082501716
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.828091133818005,0.8825493117173513,0.3933287419875463,0.8887228321153164,1.4898418337106705,2559.2494955825805,1000.0,0.5136295648389021,1.0,30360,574,94,118,142.8934564590454,0.0,1.3454965651035309,40.92990037322044,142.8934564590454,0.0,5925.042155092312,0.0,0.7858783453702927,0.0,3.8443232645877297,0.0,0.6329512594246077,0.0,0.6329512594246077,0.0,3.8443232645877297,1.2394858729258262,0.7858783453702927,0.6329512594246077,7.620984344482422,316.00224827158996
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.828091133818005,0.8825246451298395,0.3924566273887952,0.8369847240198195,1.332670484483242,2809.6377782058717,1000.0,0.4505826041967677,1.0,30383,630,71,146,144.82577743530274,0.0,0.3469944804906845,77.17818186670542,144.82577743530274,0.0,6421.3827424615065,0.0,0.7801817059516907,0.0,3.9525515876259,0.0,0.641638676957976,0.0,0.641638676957976,0.0,3.9525515876259,1.200516360183973,0.7801817059516907,0.641638676957976,9.655051829020183,428.0921828307671
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.987257455445792,0.882745643655459,0.3915708749492963,0.8275392285573363,1.5064125515165783,2957.066886062622,1000.0,0.5684872697560037,1.0,30675,824,23,194,147.6983628045945,0.0,0.6055297056833903,8.303705063611268,147.6983628045945,0.0,6175.72617160442,0.0,0.7241281299364,0.0,4.043259338282797,0.0,0.6553105952607163,0.0,0.6553105952607163,0.0,4.043259338282797,1.1908585985280777,0.7241281299364,0.6553105952607163,10.338885396321615,432.30083201230957
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.987257455445792,0.8801596430440743,128.04110342045624,0.9875762319554082,0.9290104541513655,2990.9886971092224,1000.0,0.4347543228899161,0.9973958333333334,30096,263,121,82,141.08436584472656,0.0,9.791776809427473,57.10866417646408,141.08436584472656,0.0,6320.335666927641,0.0,0.7814336551560296,0.0,4.0775102129314575,0.0,0.623885618276211,0.0,0.623885618276211,0.0,4.0775102129314575,1.1803647439600604,0.7814336551560296,0.623885618276211,4.232530975341797,189.61007000782925
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.987257455445792,0.8804463085780541,2.6946441891789434,0.9396491228070175,1.6958067938685417,3282.958361053467,1000.0,0.3331326929218977,1.0,29875,155,172,30,141.1505584716797,0.0,2.5958523750305176,1708.4927655601502,141.1505584716797,0.0,6217.45995010273,0.0,0.7439735904335976,0.0,4.111671037110742,0.0,0.6264586940143413,0.0,0.6264586940143413,0.0,4.111671037110742,1.1833989057528302,0.7439735904335976,0.6264586940143413,3.764014892578125,165.79893200273946
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,6.22648715174656,0.8809319788217544,2.255300218661626,0.7919528216089666,1.4676787912845612,5331.126146087647,1000.0,0.5807596996364961,1.0,30036,278,145,61,138.67679138183593,0.0,1.545007574558258,44225.360240158436,138.67679138183593,0.0,5959.747420479545,0.0,0.762274193763733,0.0,4.146746406766747,0.0,0.6151295642785028,0.0,0.6151295642785028,0.0,4.146746406766747,1.1917466928701894,0.762274193763733,0.6151295642785028,4.622559712727864,198.6582473493182
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,6.22648715174656,0.8805119775732358,1.3130041681726774,0.9479452261916872,1.534336789449056,14077.645567474365,1000.0,0.4830429343424998,1.0,30376,504,65,145,142.06076354980468,0.0,1.3576332410176595,53684.6822146821,142.06076354980468,0.0,6462.050600261759,0.0,0.7396565477053324,0.0,4.204498450214064,0.0,0.6287460530563975,0.0,0.6287460530563975,0.0,4.204498450214064,1.1966287558852733,0.7396565477053324,0.6287460530563975,7.103038177490235,323.10253001308786
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,6.22648715174656,0.8804066444436709,1.6974995930989583,0.9121906166789073,1.654229426383972,16584.7155267334,1000.0,0.5057145230156859,1.0,30459,666,59,158,140.91977310180664,0.0,1.4695634961128234,7844.8983518594505,140.91977310180664,0.0,6292.268511698541,0.0,0.7326015651226043,0.0,4.274376724658003,0.0,0.6241449954362954,0.0,0.6241449954362954,0.0,4.274376724658003,1.2056968292703247,0.7326015651226043,0.6241449954362954,9.394651540120442,419.48456744656943
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,6.22648715174656,0.8806846449275811,0.7938632668058078,0.8760137966521675,1.4482920388380687,17588.36767440796,1000.0,0.6900116730577496,1.0,30515,594,31,180,139.12488708496093,0.0,1.0411862472693125,230.35581774964928,139.12488708496093,0.0,6451.875930901318,0.0,0.7480068206787109,0.0,4.342543301007794,0.0,0.6174919088698186,0.0,0.6174919088698186,0.0,4.342543301007794,1.1859263985353425,0.7480068206787109,0.6174919088698186,6.956244354248047,322.5937965450659
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,6.22648715174656,0.8814879786968232,0.7189303555091222,0.9213955324526688,1.4196227959224157,17990.240338897704,1000.0,0.5556396418248521,1.0,30401,481,43,167,149.3389674595424,0.0,0.7712294501917702,354.4334135746956,149.3389674595424,0.0,6456.034888918039,0.0,0.6342697548014777,0.0,4.377850835914912,0.0,0.6616480919863308,0.0,0.6616480919863308,0.0,4.377850835914912,1.1849637770897246,0.6342697548014777,0.6616480919863308,6.9691518147786455,301.2816281495085
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,6.287443267044094,0.8815806422630946,0.6649687272310257,0.9066381097586431,1.817074004560709,18417.24934387207,1000.0,0.530039631575768,1.0,30426,563,63,148,137.8746395111084,0.0,1.8692972213029861,102944.61297265827,137.8746395111084,0.0,6130.689420580653,0.0,0.7679282166063786,0.0,4.437338271637189,0.0,0.6111028297741395,0.0,0.6111028297741395,0.0,4.437338271637189,1.1729399420266742,0.7679282166063786,0.6111028297741395,7.353314107259115,326.97010243096815
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,6.287443267044094,0.8815923098723094,0.4625927007198334,0.8947019266220095,1.7770121272872477,24342.911804504394,1000.0,0.33764831996117717,1.0,30119,434,122,93,136.68222225413604,0.0,2.205233139150283,46889.04865224958,136.68222225413604,0.0,6358.6310163124235,0.0,0.736731701037463,0.0,4.493235272025604,0.0,0.6059227784280249,0.0,0.6059227784280249,0.0,4.493235272025604,1.1783545879250261,0.736731701037463,0.6059227784280249,7.745325927734375,360.32242425770403
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,6.287443267044094,0.8818633109331131,0.44618095954259235,0.9583722463910848,1.893688608299602,27772.82090286255,1000.0,0.7547442901799496,1.0,30496,472,17,189,135.83869101784447,0.0,3.3629402464086358,144.06470335721968,135.83869101784447,0.0,6160.833664934395,0.0,0.7565911628983237,0.0,4.517761636592685,0.0,0.6015367703006302,0.0,0.6015367703006302,0.0,4.517761636592685,1.1895702750842572,0.7565911628983237,0.6015367703006302,4.9807520039876305,225.89723438092784
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,6.287443267044094,0.8815603117148082,0.48478204707304634,0.7915657494122763,1.4861691296100616,28047.71826034546,1000.0,0.5601360866197609,1.0,30271,515,104,108,136.0564136505127,0.0,0.8062855787575245,533537.585136221,136.0564136505127,0.0,6579.604277262455,0.0,0.7690308131277561,0.0,4.581979217747962,0.0,0.6034230441985677,0.0,0.6034230441985677,0.0,4.581979217747962,1.1675950904457781,0.7690308131277561,0.6034230441985677,7.2563420613606775,350.9122281206643
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,6.287443267044094,0.8814686459302902,0.5267171870668729,0.8482516425550699,1.5369869507849216,42039.46664093018,1000.0,0.47545636308360695,1.0,30292,494,81,131,137.7222557067871,0.0,0.9865693189203739,170548.22705572963,137.7222557067871,0.0,6708.5399919486135,0.0,0.7287297248840332,0.0,4.62875875528079,0.0,0.6098509947425084,0.0,0.6098509947425084,0.0,4.62875875528079,1.1724212215050227,0.7287297248840332,0.6098509947425084,7.345186971028646,357.78879957059274
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,6.287443267044094,0.8815073120594025,0.5029972806572914,0.8918507982080689,1.5193624688046319,48027.92592178345,1000.0,0.7124928747346992,1.0,30493,541,36,174,136.74558476039343,0.0,1.0887953894478934,2599.895732834935,136.74558476039343,0.0,7172.335734609821,0.0,0.7509265009846006,0.0,4.672602694430835,0.0,0.6065261155542336,0.0,0.6065261155542336,0.0,4.672602694430835,1.165975669448247,0.7509265009846006,0.6065261155542336,6.3814606221516925,334.70900094845837
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,6.35210979724761,0.8822009797890981,0.41993286391099294,0.9627297774333807,1.4756169080734254,48881.853796691896,1000.0,0.5580066637693756,1.0,29858,78,154,46,135.4111541748047,0.0,2.906596279144287,1060432.2296659565,135.4111541748047,0.0,6964.657705967531,0.0,0.7321014165878296,0.0,4.686322979521164,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,4.686322979521164,1.1681169373533695,0.7321014165878296,0.6002290721471661,2.256852569580078,116.0776284327922
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,6.35210979724761,0.881708646217982,0.4403003304203351,0.879798515324481,1.9586451530456543,78308.92199890137,1000.0,0.5467952931274696,1.0,30312,480,82,128,135.70355529785155,0.0,3.546971400578817,24376.145209989547,135.70355529785155,0.0,6609.791043760136,0.0,0.7949756979942322,0.0,4.729292720946542,0.0,0.6012724615870492,0.0,0.6012724615870492,0.0,4.729292720946542,1.1699135243434986,0.7949756979942322,0.6012724615870492,6.785177764892578,330.4895521880067
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,6.35210979724761,0.8820189766089122,0.4517544118563334,0.8872299199688076,1.6341176799365453,81004.88304718018,1000.0,0.7753311924447716,1.0,30632,666,29,181,135.6828602382115,0.0,1.690393090248108,249.63872465014458,135.6828602382115,0.0,7113.523114411018,0.0,0.7468763760157994,0.0,4.767898279669633,0.0,0.6017279644249653,0.0,0.6017279644249653,0.0,4.767898279669633,1.1737540810460154,0.7468763760157994,0.6017279644249653,6.331866811116536,331.9644120058476
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,6.530651755744239,0.8794846462706725,26366484.897380438,0.9191240118777607,1.8624432335297267,80943.39395599366,1000.0,0.3566484276809639,0.997979797979798,29985,302,165,46,135.3866055806478,0.0,1136243.1124134164,2430932.289798207,135.3866055806478,0.0,6768.992624343721,0.0,0.7626857310533524,0.0,4.802510320354821,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,4.802510320354821,1.1711273536180475,0.7626857310533524,0.6002290721471661,5.415464223225912,270.75970497374885
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,6.530651755744239,0.879052645166715,644279.6596940671,0.8762261284654369,1.9935044266960837,107160.47913162231,1000.0,0.596334569452849,1.0,30201,346,98,109,135.68877896395597,0.0,4.36432869867845,2375381.1048910148,135.68877896395597,0.0,6347.337970721738,0.0,0.736763363534754,0.0,4.826991479888791,0.0,0.602624923933199,0.0,0.602624923933199,0.0,4.826991479888791,1.1778819548354302,0.736763363534754,0.602624923933199,4.975255228678385,232.73572559313038
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,6.818249948460414,0.8795749768118064,256054.5821993337,0.920637011528852,1.4319382933053104,133021.9114161682,1000.0,0.7859399766700389,1.0,30330,389,58,149,137.60128645463422,0.0,1.396888705817136,33832.261690233645,137.60128645463422,0.0,7188.799349161708,0.0,0.7062278958884153,0.0,4.870399212874292,0.0,0.6102523334644577,0.0,0.6102523334644577,0.0,4.870399212874292,1.157033832462824,0.7062278958884153,0.6102523334644577,5.045380503336588,263.58930946926256
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,6.818249948460414,0.8793046448628108,205135.27260048877,0.9358580520205795,2.0761376142501833,136063.2419239807,1000.0,0.5304377603962858,1.0,30036,287,153,54,135.51874389648438,0.0,2.87389190196991,2722215.680111189,135.51874389648438,0.0,6882.732963092889,0.0,0.7510157108306885,0.0,4.893154781251024,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,4.893154781251024,1.1607213344857656,0.7510157108306885,0.6002290721471661,4.517291463216146,229.42443210309628
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,6.818249948460414,0.8796489772200584,109127.78131291489,0.9060006576372879,1.749862198646252,182574.8419819641,1000.0,0.7107936430533771,1.0,30454,463,21,188,135.40581688514123,0.0,2.197254831974323,194.09639137506485,135.40581688514123,0.0,7325.8649761725,0.0,0.7496211574627802,0.0,4.9372182228613815,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,4.9372182228613815,1.147060082501235,0.7496211574627802,0.6002290721471661,5.86758539835612,317.45414896747496
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,6.818249948460414,0.8795846430957317,82228.16765517066,0.8621384238601805,1.733957678079605,183121.65072555543,1000.0,0.5378176676750759,1.0,30625,892,55,164,137.40287050993547,0.0,1.258214119983756,149417.40501463175,137.40287050993547,0.0,7064.733222579547,0.0,0.6850354535424191,0.0,5.012089257634721,0.0,0.6091565973080436,0.0,0.6091565973080436,0.0,5.012089257634721,1.1203500270547546,0.6850354535424191,0.6091565973080436,10.534220072428385,541.6295470644318
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,6.818249948460414,0.8791283126672109,112738.67053279618,0.7882157588854368,1.7813162088394165,187300.60953796387,1000.0,0.4241436623598155,1.0,29963,240,166,41,135.8217544555664,0.0,4.118091368675232,3032895.229921662,135.8217544555664,0.0,7058.20400129906,0.0,0.7236191689968109,0.0,5.0381104963782235,0.0,0.6023686462316702,0.0,0.6023686462316702,0.0,5.0381104963782235,1.1175018032348483,0.7236191689968109,0.6023686462316702,4.527391815185547,235.2734667099687
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,6.818249948460414,0.8792649790644645,106955.58207541307,0.8245893784920066,1.8427548296749592,227413.4330592346,1000.0,0.3812854102173767,1.0,30220,392,64,148,136.09782695770264,0.0,2.4498852342367172,427.91874995470044,136.09782695770264,0.0,7076.656304740204,0.0,0.7223148755729198,0.0,5.07277658794053,0.0,0.6030882633480007,0.0,0.6030882633480007,0.0,5.07277658794053,1.1209539370214139,0.7223148755729198,0.6030882633480007,7.258550771077474,377.4216695861442
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,7.23794246944782,0.8788749760389328,55271.28969341358,0.9261673111560336,2.103791046887636,227113.6864225769,1000.0,0.5422268050902181,1.0,30334,496,74,138,135.4222650527954,0.0,2.618959903717041,92450.88105244517,135.4222650527954,0.0,6801.705588908851,0.0,0.739533357322216,0.0,5.103749315485232,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.103749315485232,1.129652210737759,0.739533357322216,0.6002290721471661,7.2225208028157555,362.75763140847204
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,7.23794246944782,0.8793089772264163,58234.36784761866,0.9526439766071102,1.5213320011442357,232680.82727478028,1000.0,0.5814155732805357,1.0,30238,340,78,130,135.49377996271306,0.0,1.9980494759299539,55672.7548669231,135.49377996271306,0.0,7553.647957804208,0.0,0.7518739754503424,0.0,5.139239101906385,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.139239101906385,1.0959529254944116,0.7518739754503424,0.6002290721471661,4.968105265299479,276.9670917861543
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,7.23794246944782,0.8791826452811559,52151.493162169354,0.8647749694046571,1.4743054038599919,233776.3250239563,1000.0,0.5088669782702664,1.0,30483,705,73,143,137.56353679456208,0.0,0.7040483308465857,932560.7998871196,137.56353679456208,0.0,7416.417537341761,0.0,0.6762337037607243,0.0,5.189962279718582,0.0,0.6094084926941172,0.0,0.6094084926941172,0.0,5.189962279718582,1.0793277143713702,0.6762337037607243,0.6094084926941172,8.712357330322266,469.7064440316449
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,7.441932089044895,0.879791977405548,9383.438814609945,0.7286510222807479,1.4819182083010674,248627.81702758788,1000.0,0.47230941890223044,1.0,30420,817,119,98,136.54462203979492,0.0,1.004911758005619,7656483.85196002,136.54462203979492,0.0,7255.630520370881,0.0,0.7245297998189926,0.0,5.231131208149384,0.0,0.6055442553751662,0.0,0.6055442553751662,0.0,5.231131208149384,1.0752086357107802,0.7245297998189926,0.6055442553751662,9.102974802652994,483.7087013580586
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,7.441932089044895,0.8797433131933212,23458.864723260005,0.8879526732605857,1.6257342000802357,322564.1500868225,1000.0,0.5068476300963489,1.0,30535,639,32,182,135.95042249891492,0.0,1.5270683964093525,358.2916711962223,135.95042249891492,0.0,7565.767474053904,0.0,0.6991764869954851,0.0,5.273338993481595,0.0,0.6021569176422077,0.0,0.6021569176422077,0.0,5.273338993481595,1.066338083702577,0.6991764869954851,0.6021569176422077,8.157025349934896,453.94604844323425
