algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,krum_score_honest,krum_score_attacker,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,10,2.7113654228125212,0.7276014819741249,0.8505724251270295,nan,0.5860059586438265,4.305202572345734,1000.0,0.0,nan,0,50849,0,307,0.516019425608895,9.968895910978317,208.04805547540838,227.5314641825358,2838.5840945656355,1493.4282810758407,0.9219045725644108,1.008680712493169,0.9811378771608527,0.8852354109287262,0.9555227087476116,2.5882159301620717,208.04805547540838,227.5314641825358,0.9219045725644108,1.008680712493169,1.935138641596288,1.0493700639546395,0.8886274595735923,1.0056114599554957,141.09593572998048,958.5058187259485
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,11,2.7737650420267537,0.732241481244564,0.8255139794945717,nan,0.7688153661214389,4.686975487073263,1000.0,0.0,nan,0,51285,0,309,0.5066555600899917,12.152652297814686,218.65134605994592,221.47909627278645,3174.2023333617667,1319.5413537217332,0.9693041777475704,0.9817209358186856,0.9179870027762193,0.9041264480352402,1.0305369537375524,2.636370498229197,218.65134605994592,221.47909627278645,0.9693041777475704,0.9817209358186856,1.994037080432539,1.0467100194116554,0.904702126027677,0.9812052238221217,138.57239276123047,874.2540729004456
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,12,2.844897239792916,0.7364164793491363,0.8042114162445069,nan,0.9041151441633701,4.791206531524658,1000.0,0.0,nan,0,50288,0,304,0.4962272457778454,14.78833783954382,222.4272232055664,225.48828002929687,3386.2089637021795,1219.4701518974261,0.986093174969821,0.9996375890946282,0.8881830498576164,0.872911765575409,1.0696066861761895,2.6807224195359307,222.4272232055664,225.48828002929687,0.986093174969821,0.9996375890946282,2.0362761261920346,1.0526731298622638,0.8733084223100117,0.9992857861303476,138.8518035888672,785.8614345576904
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,13,2.934360568662443,0.7400889804959297,0.7852574470639229,nan,0.6506487876176834,5.043415669600169,1000.0,0.0,nan,0,50590,0,306,0.48585697412490847,20.48688432008028,219.77826690673828,223.2199673461914,3562.488646203935,1117.3064647003134,0.9758714931500962,0.9897727799884024,0.888649845123291,0.8728186651070913,1.1327929886772712,2.727283918241053,219.77826690673828,223.2199673461914,0.9758714931500962,0.9897727799884024,2.08948754641554,1.0508974021775888,0.8733293483334202,0.9893243513807151,138.32754574584962,741.6336517442666
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,14,3.013772354378667,0.7431759795546532,0.7692977297306061,nan,0.7732513206345695,5.156463664372762,1000.0,0.0,nan,0,50347,0,303,0.47928119131496977,17.9893624629577,211.52784293038505,225.18524703979492,3586.555500454295,1033.5426935481019,0.9376692858615703,0.9981663445016447,0.9214235884802682,0.8518354070186615,1.1844689831624513,2.7709096724012516,211.52784293038505,225.18524703979492,0.9376692858615703,0.9981663445016447,2.136333396705731,1.0510321169129164,0.8534221082246265,0.9967869327411218,138.07253802490234,670.3373931352212
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,15,3.1802369177356598,0.7462664791941642,0.7550601825118065,nan,0.7899659706486596,5.363608404795329,1000.0,0.0,nan,0,50393,0,305,0.4702679514884949,15.798916317621867,221.0067867702908,223.37239959716797,3962.9860585987367,967.2395256234765,0.9795615629654653,0.9903466039794676,0.8619118332862854,0.8493814033269882,1.2367244089455287,2.8214106925276874,221.0067867702908,223.37239959716797,0.9795615629654653,0.9903466039794676,2.187536179094824,1.0532205786728004,0.8497463673063852,0.9900324765712928,138.001561920166,651.6774644288632
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,16,3.2796065169884105,0.7488524812459946,0.742328180372715,nan,0.9751064360141755,5.544185704390208,1000.0,0.0,nan,0,50964,0,306,0.6709147870540619,11.87347065726916,212.8423583984375,222.0751054382324,3995.2225619321243,911.7984569222713,0.9434268498509599,0.9844212099476548,0.8928783357143402,0.8447710084915161,1.2809732428702052,2.8735457792854846,212.8423583984375,222.0751054382324,0.9434268498509599,0.9844212099476548,2.2365167647193727,1.059547702680844,0.8463228577567685,0.9830988112348582,137.5019104309082,626.9835253920053
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,17,3.395583297013823,0.7517699807882309,0.731090531051159,nan,0.7845404771241274,5.807389556566874,1000.0,0.0,nan,0,50685,0,307,0.48744780638001184,20.40183116833369,220.66357838023794,218.11538696289062,4175.978472609954,854.773419160984,0.9784133458385704,0.9666650387686504,0.840281914580952,0.8542072399457296,1.3353333144777741,2.935655137542872,220.66357838023794,218.11538696289062,0.9784133458385704,0.9666650387686504,2.2955264083168325,1.0645520348224824,0.853714704321895,0.9670805737454001,135.72383090209962,604.7355778940095
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,18,3.5120055487482396,0.7543779829144478,0.7208538374304772,nan,0.7493189062391009,5.888636886278788,1000.0,0.0,nan,0,50865,0,309,0.43847983862672535,19.62944870173931,214.38693782261439,218.84868418375652,4226.106867010045,798.7412244143035,0.950086651827777,0.9701516284735547,0.8625397639615195,0.8385176255305609,1.4311723527660039,2.9976405787362177,214.38693782261439,218.84868418375652,0.950086651827777,0.9701516284735547,2.3710532883481323,1.0533270592650237,0.839588676288629,0.9692570116804309,137.3120447692871,597.5757269248634
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,19,3.5421464403336675,0.756180479824543,0.7114473581314087,nan,0.9374577336841159,5.962292815049489,1000.0,0.0,nan,0,50564,0,306,0.436679955985811,22.389384584526223,218.76912265353732,219.36013666788736,4403.463265764898,768.2231415636729,0.969466768634025,0.9724682720750366,0.8276727000872294,0.8240431332588196,1.474142041575119,3.0575310185274716,218.76912265353732,219.36013666788736,0.969466768634025,0.9724682720750366,2.4241754277465306,1.0601052328071683,0.8241488487975112,0.9723808496447158,135.55392620849608,540.1962237219719
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,20,3.585947000302452,0.758441480398178,0.7029002463817596,nan,0.7342764368424048,6.044512660503387,1000.0,0.0,nan,0,50832,0,306,0.42825032426760745,14.692569734553496,215.1344029353215,219.2976259358724,4654.541119920844,730.8407898817647,0.9535278495059273,0.9720791052699098,0.8353584546309251,0.8126998996734619,1.5334275312206336,3.1191208689365513,215.1344029353215,219.2976259358724,0.9535278495059273,0.9720791052699098,2.484843533850184,1.0607725774369086,0.8136409898154652,0.9713086058292332,137.1720700378418,559.5225430470009
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,21,3.6244685517852706,0.7602369827032089,0.6952796649932861,nan,0.7438398812498365,6.097758305867513,1000.0,0.0,nan,0,50323,0,303,0.5190033061163766,13.942223890423774,217.2736358642578,219.51333129882812,4816.78649225983,717.9672671364287,0.9644513699347073,0.9733244623540767,0.8101775050163269,0.7992309655745824,1.5644162152401517,3.178194743882885,217.2736358642578,219.51333129882812,0.9644513699347073,0.9733244623540767,2.532683332425792,1.071316901898336,0.7994805609364463,0.9731221442858827,134.74982968139648,498.2153711734949
