algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,krum_score_honest,krum_score_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,1.8172355242838145,0.8787793109814326,0.4061049520969391,0.8953090170208716,1.8440506408611934,16.30143713235855,1000.0,0.6811793560663729,1.0,30237,462,118,89,1.295586923758189,64.12094198524952,11402.46405471126,0.0,1.3113702002251855,0.0,295.3456204732259,0.0,0.7622615545988083,0.0,295.3456204732259,0.0,1.3113702002251855,0.0,0.9564944706737654,0.0,0.9564944706737654,0.36377226025888904,0.7622615545988083,1.3113702002251855,11.813824818929037,456.0985621884504
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,1.8172355242838145,0.8786223125457764,0.4064851474761963,0.9066271951194274,2.517776468220879,21.602081785202028,1000.0,0.5472425539425069,1.0,30490,590,38,176,3.5379874846514534,28.110203959941863,10908.33295762443,0.0,1.305942737008992,0.0,294.5997116986443,0.0,0.7549962787067189,0.0,294.5997116986443,0.0,1.305942737008992,0.0,0.9690542821882093,0.0,0.9690542821882093,0.3678613264041194,0.7549962787067189,1.305942737008992,16.693983662923177,618.1388675987178
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,1.8172355242838145,0.8788046443462372,0.40584408144156137,0.9350743765580631,2.357808461556068,22.813960664272308,1000.0,0.6099313404354538,1.0,30213,389,101,109,3.075160888525156,60.69450226783752,10471.5765068402,0.0,1.280887338650684,0.0,288.6183049128606,0.0,0.7666100859642029,0.0,288.6183049128606,0.0,1.280887338650684,0.0,0.9789039499405032,0.0,0.9789039499405032,0.37225588940253695,0.7666100859642029,1.280887338650684,12.506793212890624,453.7683152964086
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,1.850579477951605,0.8791036434968312,0.4044985866546631,0.9464514276428023,1.7871564686298371,27.170200204849245,1000.0,0.6300180405608036,1.0,30119,240,89,118,1.7333738684654236,61.93097702980042,11512.169276079247,0.0,1.2515602943653388,0.0,282.56555938720703,0.0,0.782737672328949,0.0,282.56555938720703,0.0,1.2515602943653388,0.0,0.9939388239400381,0.0,0.9939388239400381,0.37356640627190973,0.782737672328949,1.2515602943653388,9.418851979573567,383.7389758693082
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,1.8671594723245926,0.879188645084699,0.4040284748872121,0.8459826242307452,1.8989824265241624,33.566390628814695,1000.0,0.34848472625342214,1.0,30286,552,70,148,0.7833848834037781,34.32961936682463,10937.670236907737,0.0,1.1763457989091062,0.0,265.34758911132815,0.0,0.8443924903869628,0.0,265.34758911132815,0.0,1.1763457989091062,0.0,1.0320970171902597,0.0,1.0320970171902597,0.37551524356834887,0.8443924903869628,1.1763457989091062,17.68983927408854,729.1780157938492
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,1.8873920394821384,0.879124311208725,0.40391030341386797,0.9031865046087519,2.102521720031897,36.51833698272705,1000.0,0.4825296578207691,1.0,30617,938,68,153,1.3529057900110881,46.9390194696188,11381.03333282035,0.0,1.2372898484386423,0.0,279.11002985636395,0.0,0.7723071003953615,0.0,279.11002985636395,0.0,1.2372898484386423,0.0,1.0700978865739712,0.0,1.0700978865739712,0.37628261393629686,0.7723071003953615,1.2372898484386423,22.328802388509114,910.4826666256281
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,1.9118497715272944,0.8793856422106425,0.402918008963267,0.9102995989231398,1.8081505695978801,40.73268093347549,1000.0,0.5071846417982259,1.0,30269,422,74,137,2.395779999097188,66.60982845902443,11486.454120880757,0.0,1.2701623358316192,0.0,286.6256479899088,0.0,0.7270232558250427,0.0,286.62563069661456,0.0,1.2701623358316192,0.0,1.0872143216712427,0.0,1.0872143216712427,0.3760001343323435,0.7270232558250427,1.2701623358316192,14.331282399495443,574.3227060440379
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,1.9118497715272944,0.879169977903366,0.4031281778216362,0.9368635611329705,2.7166552444299064,46.42999322891235,1000.0,0.6641147364302987,1.0,30294,402,73,135,5.508398691813151,68.97531535387039,9987.601204347915,0.0,1.2779303804867976,0.0,287.8036702473958,0.0,0.7063661267360052,0.0,287.8036702473958,0.0,1.2779303804867976,0.0,1.0942675470715895,0.0,1.0942675470715895,0.3787413848549023,0.7063661267360052,1.2779303804867976,11.512146809895833,399.5040481739166
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,1.97539815988882,0.8790209780136744,0.4036913697918256,0.8405714430424642,2.5202686488628387,50.91393940925598,1000.0,0.42602721891669093,1.0,30171,419,101,111,1.765026643872261,106.21003224849701,10900.847400918488,0.0,1.2188584290041202,0.0,274.73319149017334,0.0,0.75376370921731,0.0,274.7332019805908,0.0,1.2188584290041202,0.0,1.1138623694716556,0.0,1.1138623694716556,0.37990518665868145,0.75376370921731,1.2188584290041202,14.652436879475912,581.378528048986
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,2.015129565549102,0.8789826444784801,0.4033055286606153,0.9292702870919779,2.201258350163698,59.36093633890152,1000.0,0.544555577350815,1.0,30436,564,56,156,1.8411619067192078,32.79240077972412,10535.174502673975,0.0,1.153234589625471,0.0,260.1211919784546,0.0,0.8090110458433628,0.0,260.1211881637573,0.0,1.153234589625471,0.0,1.140323098376156,0.0,1.140323098376156,0.38226994082498034,0.8090110458433628,1.153234589625471,13.873130238850912,561.8759734759453
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,2.032076581106301,0.8787493107716242,0.40403415203094484,0.8854522462110084,2.331229169117777,62.18586944818497,1000.0,0.5544029137814325,1.0,30464,691,77,138,3.093635653194628,36.30900569558143,11332.996110782904,0.0,1.235041282149236,0.0,278.60651759097453,0.0,0.7117074571157757,0.0,278.60651759097453,0.0,1.235041282149236,0.0,1.1583995557328963,0.0,1.1583995557328963,0.3874083389729284,0.7117074571157757,1.235041282149236,17.645079447428387,717.7564203495837
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,2.110725214064083,0.8781286440292995,0.40619387487570446,0.9235906766053744,3.0332460403442383,65.04825556755065,1000.0,0.7200042102861554,1.0,30893,962,15,200,5.222023791737026,16.472612861394882,10656.018842836322,0.0,1.1931347447248082,0.0,269.33656311035156,0.0,0.7429126501083374,0.0,269.3365724351671,0.0,1.1931347447248082,0.0,1.1831457460707355,0.0,1.1831457460707355,0.3859604551390043,0.7429126501083374,1.1931347447248082,16.160193786621093,639.3611305701792
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,2.110725214064083,0.8781136441230774,0.40619775364796323,0.8937759537483241,2.2582530253811886,65.79619489431381,1000.0,0.6437176449349217,1.0,30578,754,56,160,2.200068812621267,31.58958423614502,10837.787674973777,0.0,1.1608027886704768,0.0,261.53759444387333,0.0,0.764686035482507,0.0,261.53759444387333,0.0,1.1608027886704768,0.0,1.1995993876102216,0.0,1.1995993876102216,0.395600897452309,0.764686035482507,1.1608027886704768,16.56404764811198,686.3932194150057
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,2.110725214064083,0.877940311630567,0.4064509845773379,0.8892624118779014,2.520111110061407,68.4161212348938,1000.0,0.5142504741423148,1.0,30360,573,94,119,3.417033366858959,41.13164674043655,10088.028605618538,0.0,1.1673014075691728,0.0,263.3512125015259,0.0,0.7452856581658125,0.0,263.3512125015259,0.0,1.1673014075691728,0.0,1.213223473423229,0.0,1.213223473423229,0.4044023589564097,0.7452856581658125,1.1673014075691728,14.04539800008138,538.0281922996553
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,2.290256130587336,0.8777279776334762,0.4076240611076355,0.8369847240198195,2.241245669126511,71.82321058273315,1000.0,0.4505826041967677,1.0,30400,613,54,163,0.9476294815540314,29.88724488377571,10691.172960397187,0.0,1.1551719554963376,0.0,260.51670150756837,0.0,0.7458443626761436,0.0,260.51670150756837,0.0,1.1551719554963376,0.0,1.2543352479683059,0.0,1.2543352479683059,0.40708978814119684,0.7458443626761436,1.1551719554963376,17.367780100504557,712.7448640264791
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,2.358076456414292,0.877064311504364,0.40960753013690315,0.8267142779775113,2.7796735621633983,74.3199245762825,1000.0,0.5682209597695576,1.0,30675,824,23,194,2.2278192270369757,14.803700773715972,10454.123203065934,0.0,1.136481925671679,0.0,256.3583279564267,0.0,0.7537353521301633,0.0,256.3583279564267,0.0,1.136481925671679,0.0,1.2870656353752488,0.0,1.2870656353752488,0.40989637336859275,0.7537353521301633,1.136481925671679,17.94508295694987,731.7886242146153
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,2.385472823132534,0.877799643278122,0.4075238198041916,0.9910209066971225,1.6112798849741619,75.15012400388717,1000.0,0.4365726227795193,1.0,30096,262,121,83,8.75194341606564,43.11914135456085,10869.895068524953,0.0,1.1069577108038713,0.0,249.90406290690103,0.0,0.7739117874039544,0.0,249.90405782063803,0.0,1.1069577108038713,0.0,1.299967278999495,0.0,1.299967278999495,0.4114038579273159,0.7739117874039544,1.1069577108038713,7.497121887207031,326.0968520557486
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,2.385472823132534,0.8777349795897802,0.4075792808334033,0.9450793650793651,2.924839600920677,81.30119613170623,1000.0,0.33662731657781164,1.0,29912,117,135,68,7.801726698875427,295.39017162799837,10700.870730212126,0.0,1.1439763903610694,0.0,258.6343879699707,0.0,0.7201746925711632,0.0,258.6343879699707,0.0,1.1439763903610694,0.0,1.311954271343289,0.0,1.311954271343289,0.4134128693587179,0.7201746925711632,1.1439763903610694,6.896917012532552,285.3565528056567
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,2.385472823132534,0.8777109779914221,0.4077624647816022,0.7919528216089666,2.5884497582912447,108.1363541984558,1000.0,0.5807596996364961,1.0,30036,278,145,61,4.706971335411072,1378.3242582035064,10168.77309313323,0.0,1.104708941980371,0.0,248.87400665283204,0.0,0.7516842603683471,0.0,248.87400665283204,0.0,1.104708941980371,0.0,1.3270959788685683,0.0,1.3270959788685683,0.4183617539931966,0.7516842603683471,1.104708941980371,8.295800221761068,338.959103104441
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,2.385472823132534,0.8775203128655752,0.40840204219023385,0.9479452261916872,2.752367913722992,177.13773240089415,1000.0,0.4830429343424998,1.0,30376,504,65,145,4.6460877100626625,592.057810921669,10799.79451779322,0.0,1.101140293919037,0.0,248.64315592447917,0.0,0.7432115614414215,0.0,248.64320475260416,0.0,1.101140293919037,0.0,1.3529230997268726,0.0,1.3529230997268726,0.4266582946485726,0.7432115614414215,1.101140293919037,12.432157796223958,539.9897258896609
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,2.39991571818882,0.8765839779376984,0.41160432308912276,0.9121906166789073,2.859192672371864,202.4607535648346,1000.0,0.5057145230156859,1.0,30459,666,59,158,4.563097584247589,196.55357222795487,10207.889714203484,0.0,1.1182514593582504,0.0,252.09644317626953,0.0,0.7108544901013374,0.0,252.09644317626953,0.0,1.1182514593582504,0.0,1.3785792568507627,0.0,1.3785792568507627,0.43034632002179785,0.7108544901013374,1.1182514593582504,16.806429545084637,680.525980946899
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,2.541769272151146,0.8766673103968302,0.41159525483846665,0.876977709282747,2.508898888031642,210.12519526481628,1000.0,0.690409513353288,1.0,30515,594,31,180,2.7826277017593384,60.64195050418377,10550.86632448844,0.0,1.0926492581416594,0.0,246.42462158203125,0.0,0.7277097860972087,0.0,246.4246388753255,0.0,1.0926492581416594,0.0,1.4053419804520701,0.0,1.4053419804520701,0.431339008960107,0.7277097860972087,1.0926492581416594,12.321231079101562,527.5433162244219
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,2.541769272151146,0.876523645122846,0.4121698636809985,0.9220921230830343,2.8056138030120303,213.47053689956664,1000.0,0.5564420830545086,1.0,30401,480,43,168,2.5855681896209717,96.16032988905907,10612.793531968715,0.0,1.1171449654612216,0.0,252.19992174421037,0.0,0.6861133830887931,0.0,252.19991193498885,0.0,1.1171449654612216,0.0,1.4246976588312634,0.0,1.4246976588312634,0.4377433646607624,0.6861133830887931,1.1171449654612216,11.769329681396485,495.26369815854014
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,2.638618770877701,0.8756706460316976,0.4150452779730161,0.9071962122103073,3.2337980084121227,217.9314670562744,1000.0,0.5306950622873785,1.0,30426,562,63,149,5.568824157118797,846.2971428132057,8980.729279775744,0.0,1.0450391736381321,0.0,235.52684116363525,0.0,0.7585653252899647,0.0,235.52681732177734,0.0,1.0450391736381321,0.0,1.4516568112746333,0.0,1.4516568112746333,0.4435240855976595,0.7585653252899647,1.0450391736381321,12.561431528727214,478.97222825470635
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,2.638618770877701,0.8752919779221217,0.41670512934525805,0.89221745457232,2.97703712126788,257.6057814502716,1000.0,0.33624775973708754,1.0,30125,429,116,98,7.035654011894675,509.06340197563173,10249.059546607345,0.0,1.0817022255694544,0.0,243.92162906422334,0.0,0.7020977980950299,0.0,243.92163983513328,0.0,1.0817022255694544,0.0,1.4767428384046786,0.0,1.4767428384046786,0.4462672903965198,0.7020977980950299,1.0817022255694544,13.822225646972656,580.7800409744162
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,2.638618770877701,0.875122311313947,0.41825701475143434,0.9583722463910848,3.4309942072088067,290.37617816925047,1000.0,0.7547442901799496,1.0,30504,464,9,197,10.318797414953059,50.108864979743956,9357.473150524782,0.0,1.025345661425544,0.0,230.86370572176847,0.0,0.7573538205840371,0.0,230.86366965553978,0.0,1.025345661425544,0.0,1.4900508521160398,0.0,1.4900508521160398,0.4520574998141763,0.7573538205840371,1.025345661425544,8.46500254313151,343.1073488525754
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,2.820341760504479,0.8751506451765696,0.4182242753108342,0.7915657494122763,2.5944782439619303,291.8187800502777,1000.0,0.5601360866197609,1.0,30271,515,104,108,2.4624497517943382,3892.7776928174494,10387.556506153927,0.0,1.0164806321719988,0.0,229.35059356689453,0.0,0.7557167820632458,0.0,229.3506088256836,0.0,1.0164806321719988,0.0,1.5218988755722302,0.0,1.5218988755722302,0.4563566105579061,0.7557167820632458,1.0164806321719988,12.232031656901041,554.0030136615428
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,2.820341760504479,0.8749636447429657,0.41952240278323494,0.8482516425550699,2.705618631094694,458.1531980419159,1000.0,0.47545636308360695,1.0,30292,494,81,131,3.049996256828308,1277.0791017025708,10596.291453867034,0.0,1.031941729205155,0.0,232.74255466461182,0.0,0.7240952476859093,0.0,232.7425832748413,0.0,1.031941729205155,0.0,1.546124971158002,0.0,1.546124971158002,0.46280289365973365,0.7240952476859093,1.031941729205155,12.412936248779296,565.1355442062418
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,2.820341760504479,0.8750336448351542,0.4192362450559934,0.8918507982080689,2.6444059695516313,521.7178179073334,1000.0,0.7124928747346992,1.0,30493,541,36,174,3.4884797164372037,149.86728606939315,11407.157574454166,0.0,1.014333358785107,0.0,228.95881543840682,0.0,0.7332621897969928,0.0,228.9588405064174,0.0,1.014333358785107,0.0,1.569502905617732,0.0,1.569502905617732,0.46752922209024966,0.7332621897969928,1.014333358785107,10.684744720458985,532.3340201411944
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,2.820341760504479,0.8754386448860169,0.4181195964415868,0.9627297774333807,2.517357957363129,533.0401665687561,1000.0,0.5580066637693756,1.0,29857,78,155,46,8.602728080749511,6142.854836730957,11245.737197189279,0.0,1.027731671816966,0.0,231.995947265625,0.0,0.703630781173706,0.0,231.99598693847656,0.0,1.027731671816966,0.0,1.5760932924111952,0.0,1.5760932924111952,0.4678289121119513,0.703630781173706,1.027731671816966,3.86659912109375,187.428953286488
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,2.820341760504479,0.8747033133109411,0.421390858789285,0.879798515324481,3.4403805176417035,838.3542423725128,1000.0,0.5467952931274696,1.0,30315,477,79,131,11.258933194478352,428.97144493103025,9272.61123142845,0.0,0.9592762016094866,0.0,216.20563456217448,0.0,0.7778188387552897,0.0,216.2056854248047,0.0,0.9592762016094866,0.0,1.6082853865592746,0.0,1.6082853865592746,0.4832098779635809,0.7778188387552897,0.9592762016094866,10.810281728108723,463.63056157142256
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,2.820341760504479,0.8745759781201681,0.42195101936658225,0.8872299199688076,2.835495548588889,864.6923471832275,1000.0,0.7753311924447716,1.0,30632,666,29,181,5.185949393681118,64.0667086982727,10781.622652935375,0.0,0.9891386262176642,0.0,223.15353502546037,0.0,0.7271066393171038,0.0,223.15351758684432,0.0,0.9891386262176642,0.0,1.6324139775989424,0.0,1.6324139775989424,0.4900297925200553,0.7271066393171038,0.9891386262176642,10.413831634521484,503.1423904703174
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,2.820341760504479,0.8718356438974539,3193.18924381574,0.9176476339250048,3.3665179163217545,871.9953638648986,1000.0,0.35555097377402795,0.997979797979798,29985,304,165,44,3406.570292750994,9292.433363723754,9743.424008315611,0.0,0.9480395934608171,0.0,213.8967653910319,0.0,0.7677345275878906,0.0,213.89679972330728,0.0,0.9480395934608171,0.0,1.6564225191117559,0.0,1.6564225191117559,0.5003613152612659,0.7677345275878906,0.9480395934608171,8.555870615641275,389.7369603326245
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,3.0151513605237943,0.8717573107530673,153.08242946614823,0.8762261284654369,3.4484376311302185,1328.0482888031006,1000.0,0.596334569452849,1.0,30201,346,98,109,12.845896764235063,6751.241650826931,8540.005738406824,0.0,0.9755195913091442,0.0,220.10985634543678,0.0,0.7192724699323828,0.0,220.10988131436434,0.0,0.9755195913091442,0.0,1.6697718712683463,0.0,1.6697718712683463,0.5077645797077954,0.7192724699323828,0.9755195913091442,8.070694732666016,313.13354374158354
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,3.0151513605237943,0.8717703120658795,98.1847169255217,0.9217095345114874,2.6374793648719788,1659.7147637939454,1000.0,0.7877060182140638,1.0,30330,388,58,150,4.396783297712153,507.49681336700917,10952.428023802577,0.0,0.9709559552589234,0.0,219.08353493430397,0.0,0.7124526067213579,0.0,219.08362509987572,0.0,0.9709559552589234,0.0,1.696061840678014,0.0,1.696061840678014,0.5090935237801992,0.7124526067213579,0.9709559552589234,8.033062947591146,401.58902753942783
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,3.0151513605237943,0.8718556456267834,56.00883273333311,0.9358580520205795,3.565964913368225,1685.3005438137054,1000.0,0.5304377603962858,1.0,30036,287,153,54,9.25804624557495,10621.690978794099,9754.111895201055,0.0,0.949450890259169,0.0,213.98155670166017,0.0,0.7283161818981171,0.0,213.9816101074219,0.0,0.949450890259169,0.0,1.7147865054033737,0.0,1.7147865054033737,0.5170117646411906,0.7283161818981171,0.949450890259169,7.132718556722005,325.1370631733685
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,3.0151513605237943,0.872403646906217,25.370645951330662,0.9060006576372879,2.9509314482028666,2308.0639768791198,1000.0,0.7107936430533771,1.0,30454,463,21,188,6.492050060859094,54.14818229198456,10726.998616276467,0.0,0.9496922383293348,0.0,214.0631091778095,0.0,0.7152090393579923,0.0,214.0631091778095,0.0,0.9496922383293348,0.0,1.7434514631075455,0.0,1.7434514631075455,0.5187119677292529,0.7152090393579923,0.9496922383293348,9.276068064371744,464.8366067053136
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,3.0151513605237943,0.8712313115596771,42.28351571669181,0.8627041028155938,3.1945194524267446,2320.3392309188844,1000.0,0.5384507307571414,1.0,30626,890,54,166,4.835300455922666,1362.5952972507478,10042.944847655699,0.0,0.9434249109065153,0.0,213.0078463347062,0.0,0.7108606411063153,0.0,213.00784898840863,0.0,0.9434249109065153,0.0,1.791381353443367,0.0,1.791381353443367,0.5239502486839499,0.7108606411063153,0.9434249109065153,16.330601552327472,769.9591049869371
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,3.0151513605237943,0.871994978984197,31.86178703745206,0.7873947812652866,3.1981699228286744,2380.996119003296,1000.0,0.4231729770559909,1.0,29963,241,166,40,13.797699451446533,9322.810346689224,10024.02048307237,0.0,0.9238421925071562,0.0,208.41803131103515,0.0,0.7249322354793548,0.0,208.41799774169922,0.0,0.9238421925071562,0.0,1.8125369866767658,0.0,1.8125369866767658,0.5318481598968094,0.7249322354793548,0.9238421925071562,6.947267710367838,334.1340161024124
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,3.0151513605237943,0.871349313656489,18.88829394300779,0.8245893784920066,3.21300046145916,2896.4139389705656,1000.0,0.3812854102173767,1.0,30220,392,64,148,7.052681922912598,138.97799724578857,9501.25521062516,0.0,0.9308066721404513,0.0,210.225811958313,0.0,0.7024087570607662,0.0,210.22585010528564,0.0,0.9308066721404513,0.0,1.8431655714326787,0.0,1.8431655714326787,0.5452388643311,0.7024087570607662,0.9308066721404513,11.212043304443359,506.7336112333419
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,3.3283643789808535,0.8708129781484604,12.422140130698681,0.9261673111560336,3.5957195796072483,2885.5507422542573,1000.0,0.5422268050902181,1.0,30334,496,74,138,8.255274921655655,835.5257208061219,9103.855518397831,0.0,0.9111831799342199,0.0,205.72259140014648,0.0,0.716998815536499,0.0,205.72257232666016,0.0,0.9111831799342199,0.0,1.8734124425480922,0.0,1.8734124425480922,0.5580418190273572,0.716998815536499,0.9111831799342199,10.971871541341146,485.53896098121766
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,3.6999613182242435,0.8717179771264394,11.45555419564247,0.9513091030350399,2.636475392363288,2950.5832208633424,1000.0,0.5797638357797417,1.0,30265,314,51,156,5.982437523928556,605.0504317355156,10265.765326630572,0.0,0.8883158634935456,0.0,200.45501015403053,0.0,0.7366266088052229,0.0,200.4549921209162,0.0,0.8883158634935456,0.0,1.9028517294254785,0.0,1.9028517294254785,0.5669861751469771,0.7366266088052229,0.8883158634935456,7.35001703898112,376.4113953097876
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,3.6999613182242435,0.8713159785668055,7.428032668530941,0.8652504554570662,2.7968416402214453,2965.9563867473603,1000.0,0.5094238170757441,1.0,30483,704,73,144,3.5259784711034676,4119.198704824447,10511.588378024171,0.0,0.9111250426178904,0.0,205.44059673108552,0.0,0.6911639869213104,0.0,205.44061439915708,0.0,0.9111250426178904,0.0,1.9510076881608447,0.0,1.9510076881608447,0.5774108825973329,0.6911639869213104,0.9111250426178904,13.01123779296875,665.7339306081975
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,3.6999613182242435,0.8708566453059514,6.488959559599558,0.7280806951269951,2.675176551938057,3184.1154240608216,1000.0,0.4715224052984112,1.0,30420,818,119,97,3.063045072555542,13765.644299800397,9691.293702541787,0.0,0.8765110769296985,0.0,197.8317771911621,0.0,0.7282328397035599,0.0,197.83175735473634,0.0,0.8765110769296985,0.0,1.9958820335796357,0.0,1.9958820335796357,0.5921373594938585,0.7282328397035599,0.8765110769296985,13.188785146077475,646.0862468361191
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,3.6999613182242435,0.8709849768877029,3.864470312098662,0.8884186167962453,2.964221431149377,4045.9257042694094,1000.0,0.5073911464719713,1.0,30535,639,32,182,5.08691147963206,68.88815174102783,10817.48607369607,0.0,0.8767954460245879,0.0,197.8010779486762,0.0,0.7150346173180474,0.0,197.80110761854382,0.0,0.8767954460245879,0.0,2.039293158489078,0.0,2.039293158489078,0.6023762959844424,0.7150346173180474,0.8767954460245879,11.868064676920573,649.0491644217641
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,3.6999613182242435,0.8708016443252563,8.151023470958075,0.9126679636920964,3.660764768719673,4080.5091497135163,1000.0,0.5375162378252056,1.0,30024,179,115,90,17.721882581710815,13963.473788146972,8182.8332472190905,0.0,0.8442843184998434,0.0,190.22788047790527,0.0,0.7502452097833157,0.0,190.22789001464844,0.0,0.8442843184998434,0.0,2.0614400882604165,0.0,2.0614400882604165,0.6129627456832824,0.7502452097833157,0.8442843184998434,5.072743479410807,218.2088865925091
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,3.6999613182242435,0.8709589763482412,5.336835008859635,0.8961763498206752,2.8738923768202462,4847.173159017563,1000.0,0.489609448522492,1.0,30219,303,61,147,6.111494580904643,117.56293163776398,9649.220056291771,0.0,0.8798124936501354,0.0,198.65105183919272,0.0,0.6845657154917717,0.0,198.6511141459147,0.0,0.8798124936501354,0.0,2.084395095962762,0.0,2.084395095962762,0.6228656059793288,0.6845657154917717,0.8798124936501354,7.946042073567709,385.96880225167087
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,3.6999613182242435,0.8698999780416489,15.845954816440742,0.8943014933825049,3.5637302909578596,4885.797144727707,1000.0,0.4679958894507214,1.0,30153,353,100,112,11.294229575565883,7630.32959364891,9982.956805531872,0.0,0.8205619313619646,0.0,185.1853528703962,0.0,0.7608230071408408,0.0,185.1853310721261,0.0,0.8205619313619646,0.0,2.1271023449451376,0.0,2.1271023449451376,0.6433097093115712,0.7608230071408408,0.8205619313619646,8.641983133951824,465.8713175914874
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,3.6999613182242435,0.8706703096628189,4.872741885681947,0.8236993897871806,2.755029852573688,5258.142731895447,1000.0,0.5157745886178433,1.0,30191,336,84,125,5.987571441210234,2260.980323547125,10106.850022084154,0.0,0.8684898831923674,0.0,195.98047579251804,0.0,0.6752629417639512,0.0,195.98053095890924,0.0,0.8684898831923674,0.0,2.154054380171944,0.0,2.154054380171944,0.6491777984404332,0.6752629417639512,0.8684898831923674,8.492487284342447,437.96350095698
