algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,30,3.754052792860233,0.7735277801752091,0.6466948094367981,0.0,0.8532120757736266,0.0,1000.0,0.0,0.0,2.050159557497359,0.0,0.8795858820496827,0.0,0.7392636826261878,0.0,198.5056962966919,0.0,9.592912346124649,0.0,0.8795858820496827,0.0,198.5056962966919,0.0,5139.8267639894175,0.0,2.050159557497359,1.1902601704545497,0.7392636826261878,0.8795858820496827,12.704364562988282,328.94891289532274
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,31,3.842484129540802,0.7746303799152374,0.6428804813623429,0.0,0.9717166754934523,0.0,1000.0,0.0,0.0,2.074426457023128,0.0,0.8634937397844245,0.0,0.7473875019285414,0.0,194.80407545301648,0.0,7.972854110929701,0.0,0.8634937397844245,0.0,194.80407545301648,0.0,5069.242563535492,0.0,2.074426457023128,1.1927420937385116,0.7473875019285414,0.8634937397844245,7.012946716308594,182.4927322872777
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,32,3.9366727124911343,0.7755287798643112,0.6395238635540008,0.0,0.8783811721950769,0.0,1000.0,0.0,0.0,2.142163394576207,0.0,0.8335545476604532,0.0,0.776220690459013,0.0,187.99584833780924,0.0,7.948202033837636,0.0,0.8335545476604532,0.0,187.99584833780924,0.0,5086.821393097932,0.0,2.142163394576207,1.1933475751240894,0.776220690459013,0.8335545476604532,9.023800720214844,244.16742686870072
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,33,4.0361732605315135,0.7766849809885025,0.6360855569839478,0.0,0.8978184247016907,0.0,1000.0,0.0,0.0,2.191271527380728,0.0,0.8457943020396673,0.0,0.7432601976394654,0.0,190.71131286621093,0.0,7.791607041358947,0.0,0.8457943020396673,0.0,190.71131286621093,0.0,4981.416712888877,0.0,2.191271527380728,1.1928069143492224,0.7432601976394654,0.8457943020396673,9.535565643310546,249.0708356444438
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,34,4.140570287900334,0.7775227793455124,0.6329848960638046,0.0,0.8934568107912415,0.0,1000.0,0.0,0.0,2.2568601696339803,0.0,0.8611908833493103,0.0,0.7049349824848928,0.0,194.26447898463198,0.0,13.72931402607968,0.0,0.8611908833493103,0.0,194.26447898463198,0.0,5324.03871837295,0.0,2.2568601696339803,1.1939248918640128,0.7049349824848928,0.8611908833493103,14.764100402832032,404.6269425963443
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,35,4.24949817428469,0.7783079805374146,0.6300475450754166,0.0,0.9200928754666272,0.0,1000.0,0.0,0.0,2.290577419391041,0.0,0.8503693393597866,0.0,0.7057705574175891,0.0,191.88509683048025,0.0,5.415863345651066,0.0,0.8503693393597866,0.0,191.88509683048025,0.0,5061.136464685112,0.0,2.290577419391041,1.1941523218886834,0.7057705574175891,0.8503693393597866,6.524093292236328,172.0786397992938
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,36,4.408033096376021,0.7789297797679902,0.6273799721002579,0.0,0.7476819570247943,0.0,1000.0,0.0,0.0,2.355538810157113,0.0,0.8307098657726283,0.0,0.7204284232396346,0.0,187.43264829195462,0.0,7.758244711619157,0.0,0.8307098657726283,0.0,187.43264829195462,0.0,5246.709034802044,0.0,2.355538810157113,1.1941515024550133,0.7204284232396346,0.8307098657726283,9.746497711181641,272.8288698097063
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,37,4.4797831391553204,0.7799379805326462,0.6248372762203217,0.0,0.8710713997483254,0.0,1000.0,0.0,0.0,2.411894488366131,0.0,0.8012707629222942,0.0,0.7508745804429054,0.0,180.79690170288086,0.0,6.6631881415843965,0.0,0.8012707629222942,0.0,180.79690170288086,0.0,5162.319469242698,0.0,2.411894488366131,1.193778070872718,0.7508745804429054,0.8012707629222942,7.231876068115234,206.49277876970788
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,38,4.600708120017436,0.7805537799596787,0.6223526298999786,0.0,0.9080750797245953,0.0,1000.0,0.0,0.0,2.446320310011894,0.0,0.8703332678801314,0.0,0.6268313865403872,0.0,196.56838989257812,0.0,13.602019206897632,0.0,0.8703332678801314,0.0,196.56838989257812,0.0,5507.599537110959,0.0,2.446320310011894,1.1988285453246572,0.6268313865403872,0.8703332678801314,14.54606085205078,407.56236574621096
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,39,4.725290135231795,0.7813527806997299,0.6197419670820237,0.0,0.7068654240473456,0.0,1000.0,0.0,0.0,2.484135467335479,0.0,0.8675911512811707,0.0,0.6146327030399571,0.0,195.83606952169666,0.0,4.768433062926583,0.0,0.8675911512811707,0.0,195.83606952169666,0.0,5559.777270518279,0.0,2.484135467335479,1.1995280313903514,0.6146327030399571,0.8675911512811707,9.008459197998047,255.74975444384086
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,40,4.853437842064421,0.7820249775648117,0.6177425299882888,0.0,0.9501680205265681,0.0,1000.0,0.0,0.0,2.532928027246169,0.0,0.8146029228474551,0.0,0.6835410684347153,0.0,183.81779937744142,0.0,11.309453415870667,0.0,0.8146029228474551,0.0,183.81779937744142,0.0,5398.952310160963,0.0,2.532928027246169,1.2038019264091895,0.6835410684347153,0.8146029228474551,11.029067962646485,323.9371386096578
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,41,4.985096786764875,0.7827603799104691,0.6155284147262573,0.0,0.9623518046495076,0.0,1000.0,0.0,0.0,2.5960026777851106,0.0,0.8172808916529565,0.0,0.663268352682526,0.0,184.5436727162954,0.0,16.05440567635201,0.0,0.8172808916529565,0.0,184.5436727162954,0.0,5173.009514353793,0.0,2.5960026777851106,1.210990564733813,0.663268352682526,0.8172808916529565,13.656231781005859,382.80270406218074
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,42,5.120242663777142,0.7831371803283691,0.6137357906103135,0.0,0.6116138272311377,0.0,1000.0,0.0,0.0,2.653543424258849,0.0,0.8367532131929863,0.0,0.6148978364856347,0.0,188.63654692276666,0.0,3.4100392694058628,0.0,0.8367532131929863,0.0,188.63654692276666,0.0,5252.822174967108,0.0,2.653543424258849,1.2141086683215463,0.6148978364856347,0.8367532131929863,8.677281158447265,241.62982004848698
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,43,5.194253122102357,0.783968581199646,0.6116037819385528,0.0,0.9139887115051006,0.0,1000.0,0.0,0.0,2.7145496210796445,0.0,0.7821193723179092,0.0,0.6904737558858148,0.0,176.57613820043105,0.0,10.119339679849558,0.0,0.7821193723179092,0.0,176.57613820043105,0.0,4994.750311888283,0.0,2.7145496210796445,1.2207397882874147,0.6904737558858148,0.7821193723179092,10.241416015625,289.6955180895204
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,44,5.194253122102357,0.7843967822790145,0.6099274059534073,0.0,0.8528517037630081,0.0,1000.0,0.0,0.0,2.7971350430398014,0.0,0.7850695925557092,0.0,0.6721049998745774,0.0,177.05924340450403,0.0,11.235334446935942,0.0,0.7850695925557092,0.0,177.05924340450403,0.0,5167.945212682073,0.0,2.7971350430398014,1.2191595269551738,0.6721049998745774,0.7850695925557092,11.685910064697266,341.0843840370168
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,45,5.2504428101002105,0.7849113799333572,0.6082638565301896,0.0,0.8380384555569401,0.0,1000.0,0.0,0.0,2.80999973919055,0.0,0.8576603617982222,0.0,0.528248933730302,0.0,193.5097373679832,0.0,8.381559195341888,0.0,0.8576603617982222,0.0,193.5097373679832,0.0,5594.587918197529,0.0,2.80999973919055,1.2208322724803315,0.528248933730302,0.8576603617982222,10.449525817871093,302.10774758266655
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,46,5.266410932420567,0.7857081799507141,0.606374133348465,0.0,0.9648766203930503,0.0,1000.0,0.0,0.0,2.84199560702806,0.0,0.78998961389453,0.0,0.630240117248736,0.0,178.22671026932565,0.0,6.90100948434127,0.0,0.78998961389453,0.0,178.22671026932565,0.0,5381.514619028849,0.0,2.84199560702806,1.2253662668020335,0.630240117248736,0.78998961389453,6.772614990234375,204.49755552309622
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,47,5.266410932420567,0.7859703794717788,0.6051327437162399,0.0,1.1067464405840093,0.0,1000.0,0.0,0.0,2.920427883363747,0.0,0.7521217617337427,0.0,0.684672317721627,0.0,169.73830991802794,0.0,17.035240202239066,0.0,0.7521217617337427,0.0,169.73830991802794,0.0,5205.785962399282,0.0,2.920427883363747,1.2322622068121156,0.684672317721627,0.7521217617337427,11.202728454589844,343.58187351835255
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,48,5.266410932420567,0.7865665798187256,0.6036132556200028,0.0,1.077246966958046,0.0,1000.0,0.0,0.0,2.9461110761347156,0.0,0.7670489609510893,0.0,0.6354900479316712,0.0,173.15545501708985,0.0,8.93749406337738,0.0,0.7670489609510893,0.0,173.15545501708985,0.0,5402.057283817788,0.0,2.9461110761347156,1.2437225762213704,0.6354900479316712,0.7670489609510893,6.926218200683594,216.0822913527115
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,49,5.357641533963334,0.7869143795967102,0.6023569703102112,0.0,1.1338873911987652,0.0,1000.0,0.0,0.0,2.974078753763017,0.0,0.7541408544711454,0.0,0.6459224224090576,0.0,170.09859605269,0.0,11.352639610117132,0.0,0.7541408544711454,0.0,170.09859605269,0.0,5261.798241363431,0.0,2.974078753763017,1.251706987161354,0.6459224224090576,0.7541408544711454,7.48433822631836,231.519122619991
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,50,5.357641533963334,0.787222580909729,0.6011618903875351,0.0,1.0344573068618774,0.0,1000.0,0.0,0.0,3.036727473967244,0.0,0.7383231511424418,0.0,0.6660950255393981,0.0,166.52846313476562,0.0,10.597195625305176,0.0,0.7383231511424418,0.0,166.52846313476562,0.0,5214.170227068774,0.0,3.036727473967244,1.2563024049355815,0.6660950255393981,0.7383231511424418,8.326423156738281,260.70851135343867
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,51,5.357641533963334,0.7876515808105469,0.5999133400917053,0.0,1.13784551078623,0.0,1000.0,0.0,0.0,3.084098943901576,0.0,0.7376052333843073,0.0,0.6494878828525543,0.0,166.16265938498756,0.0,10.650473659688776,0.0,0.7376052333843073,0.0,166.16265938498756,0.0,5067.316042877222,0.0,3.084098943901576,1.254645829310025,0.6494878828525543,0.7376052333843073,7.311157012939453,222.96190588659775
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,52,5.357641533963334,0.7880741800069809,0.5989460824728012,0.0,1.0256471875168027,0.0,1000.0,0.0,0.0,3.1361640806671787,0.0,0.736461154959387,0.0,0.6426638733773005,0.0,166.21151660737536,0.0,8.852034591493153,0.0,0.736461154959387,0.0,166.21151660737536,0.0,5085.531041667845,0.0,3.1361640806671787,1.2534291164820945,0.6426638733773005,0.736461154959387,6.980883697509766,213.59230375004944
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,5.357641533963334,0.7884515796899796,0.5976516344547271,0.0,0.7752415402369066,0.0,1000.0,0.0,0.0,3.1717748695371637,0.0,0.7548039361476033,0.0,0.5803240686655045,0.0,170.28932744806463,0.0,6.0492942766709765,0.0,0.7548039361476033,0.0,170.28932744806463,0.0,5362.3901981463005,0.0,3.1717748695371637,1.2566671524093083,0.5803240686655045,0.7548039361476033,7.492730407714844,235.94516871843723
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,5.357641533963334,0.788758978843689,0.5967449071407318,0.0,1.0735219111666083,0.0,1000.0,0.0,0.0,3.2084346676181514,0.0,0.7505134821526095,0.0,0.5652331872843206,0.0,169.2784652709961,0.0,16.45989181101322,0.0,0.7505134821526095,0.0,169.2784652709961,0.0,5125.335589868242,0.0,3.2084346676181514,1.2653168123694265,0.5652331872843206,0.7505134821526095,10.83382177734375,328.0214777515675
