algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,5.357641533963334,0.7888351789712906,0.5960364983081817,0.0,0.9967823764857124,0.0,1000.0,0.0,0.0,3.230333447501051,0.0,0.7435063594164388,0.0,0.5614695952219122,0.0,167.73562442555146,0.0,6.989978495766135,0.0,0.7435063594164388,0.0,167.73562442555146,0.0,5529.554043843419,0.0,3.230333447501051,1.2676562952214134,0.5614695952219122,0.7435063594164388,5.70301123046875,188.0048374906763
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,5.364052166943298,0.7896501811742782,0.5942495992183685,0.0,0.7344164614166532,0.0,1000.0,0.0,0.0,3.255908389481159,0.0,0.7319036689846421,0.0,0.5793472155928612,0.0,165.1912798200335,0.0,2.9599109292030334,0.0,0.7319036689846421,0.0,165.1912798200335,0.0,5355.455884768558,0.0,3.255908389481159,1.263630171202823,0.5793472155928612,0.7319036689846421,4.625355834960938,149.95276477351962
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,5.737175848148997,0.7897441798448562,0.5938045037984848,0.0,0.7770686021872929,0.0,1000.0,0.0,0.0,3.3484076957924835,0.0,0.6869866102740169,0.0,0.6814813358443124,0.0,155.10581534249442,0.0,7.319826313427517,0.0,0.6869866102740169,0.0,155.10581534249442,0.0,4923.662025548268,0.0,3.3484076957924835,1.2405644755874117,0.6814813358443124,0.6869866102740169,8.685925659179688,275.72507343070305
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,5.737175848148997,0.7901845808029175,0.5928928766250611,0.0,0.9731171801686287,0.0,1000.0,0.0,0.0,3.4283988253142352,0.0,0.6982496769529802,0.0,0.6144959656521678,0.0,157.49845123291016,0.0,13.093954205513,0.0,0.6982496769529802,0.0,157.49845123291016,0.0,5153.964064844142,0.0,3.4283988253142352,1.2478120059752729,0.6144959656521678,0.6982496769529802,10.07990087890625,329.8537001500251
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,59,5.737175848148997,0.7904281796216964,0.5920204641819,0.0,0.7399737290714098,0.0,1000.0,0.0,0.0,3.4706967437079594,0.0,0.766519022063768,0.0,0.4630152450307556,0.0,172.9460037894871,0.0,3.983767084453417,0.0,0.766519022063768,0.0,172.9460037894871,0.0,5522.20050959654,0.0,3.4706967437079594,1.23682775562427,0.4630152450307556,0.766519022063768,7.955516174316406,254.02122344144078
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,60,5.737175848148997,0.7905867788791656,0.5917251480817795,0.0,0.8000515839084983,0.0,1000.0,0.0,0.0,3.497309370716523,0.0,0.7636419603370809,0.0,0.43114859564229846,0.0,172.52836926778158,0.0,6.8506587743759155,0.0,0.7636419603370809,0.0,172.52836926778158,0.0,5284.27560727488,0.0,3.497309370716523,1.2424273998023692,0.43114859564229846,0.7636419603370809,8.281361724853516,253.64522914919422
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,61,5.737175848148997,0.790629181265831,0.5913695737123489,0.0,1.029684644479018,0.0,1000.0,0.0,0.0,3.5656511226662047,0.0,0.6831363398458781,0.0,0.6039359191289315,0.0,154.01728762113132,0.0,12.072974810233482,0.0,0.6831363398458781,0.0,154.01728762113132,0.0,5000.138784376161,0.0,3.5656511226662047,1.2352556452236356,0.6039359191289315,0.6831363398458781,8.008898956298829,260.00721678756037
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,5.737175848148997,0.7911689805984498,0.5902792506217956,0.0,0.9781727865338326,0.0,1000.0,0.0,0.0,3.631951012420855,0.0,0.6737372148686719,0.0,0.6085616132387748,0.0,151.93372755784256,0.0,10.65087153361394,0.0,0.6737372148686719,0.0,151.93372755784256,0.0,4942.295145344304,0.0,3.631951012420855,1.2401331611029913,0.6085616132387748,0.6737372148686719,7.900553833007812,256.99934755790383
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,63,5.737175848148997,0.7913759804964066,0.5897468687295914,0.0,1.007277686148882,0.0,1000.0,0.0,0.0,3.6821105845490365,0.0,0.6989145439742468,0.0,0.5166745516471565,0.0,157.60894966125488,0.0,14.069138824939728,0.0,0.6989145439742468,0.0,157.60894966125488,0.0,5136.725360025948,0.0,3.6821105845490365,1.258496502976041,0.5166745516471565,0.6989145439742468,10.086972778320312,328.75042304166067
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,64,5.737175848148997,0.7915989798307419,0.5893326046466827,0.0,1.102447016962937,0.0,1000.0,0.0,0.0,3.736115947929542,0.0,0.6916471946761412,0.0,0.522947544498103,0.0,156.03890773228235,0.0,15.572530456951686,0.0,0.6916471946761412,0.0,156.03890773228235,0.0,4915.235821397365,0.0,3.736115947929542,1.2531603882821092,0.522947544498103,0.6916471946761412,8.738178833007812,275.2532059982524
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,65,5.737175848148997,0.7918981794118881,0.5886228303909302,0.0,0.9539798498153687,0.0,1000.0,0.0,0.0,3.775503691486435,0.0,0.6695333069768418,0.0,0.5556664879505451,0.0,151.05349614070013,0.0,9.680904681865986,0.0,0.6695333069768418,0.0,151.05349614070013,0.0,4951.5064388176215,0.0,3.775503691486435,1.2701465477074854,0.5556664879505451,0.6695333069768418,7.854781799316406,257.4783348185163
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,66,5.737175848148997,0.7921999808549881,0.5881313807964325,0.0,1.0534783506393433,0.0,1000.0,0.0,0.0,3.8296977797487823,0.0,0.6425538847653182,0.0,0.6338878917694092,0.0,144.88465515136718,0.0,10.527954521179199,0.0,0.6425538847653182,0.0,144.88465515136718,0.0,5008.1349093102845,0.0,3.8296977797487823,1.2784541188165714,0.6338878917694092,0.6425538847653182,7.244232757568359,250.40674546551423
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,67,5.882778680100549,0.7921955790519715,0.5880747047662735,0.0,0.8927624513363016,0.0,1000.0,0.0,0.0,3.9035943494028884,0.0,0.6667142496578199,0.0,0.5596428356807808,0.0,150.4452362060547,0.0,9.920793599095838,0.0,0.6667142496578199,0.0,150.4452362060547,0.0,5067.735612115579,0.0,3.9035943494028884,1.2601272632521094,0.5596428356807808,0.6667142496578199,8.725823699951173,293.9286655027036
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,68,6.020528306676429,0.7924129794836045,0.58767893409729,0.0,1.1234620515914524,0.0,1000.0,0.0,0.0,3.97865112463409,0.0,0.6556450461198235,0.0,0.5610123655813581,0.0,147.77858644373276,0.0,18.166377600501566,0.0,0.6556450461198235,0.0,147.77858644373276,0.0,5047.703364872861,0.0,3.97865112463409,1.258628029331418,0.5610123655813581,0.6556450461198235,10.048943878173828,343.24382881135455
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,69,6.270577268040447,0.7926283786296845,0.5872163078784942,0.0,0.9029744032182192,0.0,1000.0,0.0,0.0,4.025659021887175,0.0,0.6345535650686824,0.0,0.6228644989038769,0.0,143.0500592683491,0.0,5.25233268737793,0.0,0.6345535650686824,0.0,143.0500592683491,0.0,4955.05502417321,0.0,4.025659021887175,1.2477182856543172,0.6228644989038769,0.6345535650686824,5.435902252197265,188.29209091858206
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,70,6.270577268040447,0.7929703793525695,0.5865333046913147,0.0,1.1339699149131774,0.0,1000.0,0.0,0.0,4.065188734776301,0.0,0.6402627359736672,0.0,0.5394230047861736,0.0,144.53739522298176,0.0,8.256981722513835,0.0,0.6402627359736672,0.0,144.53739522298176,0.0,4743.914435405298,0.0,4.065188734776301,1.2498883834579464,0.5394230047861736,0.6402627359736672,4.336121856689453,142.31743306215893
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,71,6.270577268040447,0.7930939806699753,0.5864291585683823,0.0,0.9941116530786861,0.0,1000.0,0.0,0.0,4.094085354476972,0.0,0.6368332257469166,0.0,0.5757865783843127,0.0,143.81097620183772,0.0,9.097803289240057,0.0,0.6368332257469166,0.0,143.81097620183772,0.0,4881.225491773023,0.0,4.094085354476972,1.264203946977194,0.5757865783843127,0.6368332257469166,6.32768295288086,214.77392163801304
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,72,6.270577268040447,0.7932203805446625,0.5863101950883866,0.0,1.180112190246582,0.0,1000.0,0.0,0.0,4.1646784660468406,0.0,0.6236785443015168,0.0,0.6179065525531768,0.0,140.5206268310547,0.0,13.224274787902832,0.0,0.6236785443015168,0.0,140.5206268310547,0.0,4811.465614567766,0.0,4.1646784660468406,1.2614220817685575,0.6179065525531768,0.6236785443015168,7.026031341552734,240.5732807283883
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,73,6.270577268040447,0.7933343797922134,0.5862626705169678,0.0,1.0343168547842652,0.0,1000.0,0.0,0.0,4.229921471965246,0.0,0.6472689615321683,0.0,0.5108501262729988,0.0,145.86951684951782,0.0,14.277247533202171,0.0,0.6472689615321683,0.0,145.86951684951782,0.0,4837.087912419733,0.0,4.229921471965246,1.2626284097370746,0.5108501262729988,0.6472689615321683,9.33564907836914,309.5736263948629
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,74,6.270577268040447,0.7934743798971177,0.5859880019426346,0.0,1.0643103135128815,0.0,1000.0,0.0,0.0,4.289117113024544,0.0,0.6278147931952871,0.0,0.585281603038311,0.0,141.70841026306152,0.0,11.925622045993805,0.0,0.6278147931952871,0.0,141.70841026306152,0.0,4816.377966261965,0.0,4.289117113024544,1.2529923259084728,0.585281603038311,0.6278147931952871,6.802003692626953,231.18614238057435
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,75,6.42072753289115,0.7933745807409287,0.5861228489875794,0.0,1.2455791865403836,0.0,1000.0,0.0,0.0,4.328878504223928,0.0,0.6244554086551907,0.0,0.5531784284573334,0.0,140.72847982553336,0.0,16.285185172007633,0.0,0.6244554086551907,0.0,140.72847982553336,0.0,4850.837633523293,0.0,4.328878504223928,1.2654697290088255,0.5531784284573334,0.6244554086551907,7.3178809509277345,252.24355694321125
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,76,6.42072753289115,0.7937793786525726,0.5858719109296798,0.0,1.2713321504138766,0.0,1000.0,0.0,0.0,4.383387500389701,0.0,0.6130778458105207,0.0,0.6397581228188106,0.0,138.34147498721168,0.0,14.302357889357067,0.0,0.6130778458105207,0.0,138.34147498721168,0.0,4674.639116889671,0.0,4.383387500389701,1.2454154211983728,0.6397581228188106,0.6130778458105207,5.810341949462891,196.33484290936613
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,77,6.440220827663834,0.7937705793380737,0.585863674402237,0.0,1.2650172871847947,0.0,1000.0,0.0,0.0,4.426153571625215,0.0,0.6238467775644685,0.0,0.5260290051810443,0.0,140.84677950541177,0.0,18.465453505516052,0.0,0.6238467775644685,0.0,140.84677950541177,0.0,4926.674936246051,0.0,4.426153571625215,1.2475034169092372,0.5260290051810443,0.6238467775644685,6.760645416259766,236.48039693981048
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,78,6.440220827663834,0.7939991798400879,0.5856863048076629,0.0,1.1005744887025732,0.0,1000.0,0.0,0.0,4.455751837344748,0.0,0.6101889593408122,0.0,0.5484946636777175,0.0,137.6390750282689,0.0,8.037207051327353,0.0,0.6101889593408122,0.0,137.6390750282689,0.0,4878.15688520258,0.0,4.455751837344748,1.2566164615063629,0.5484946636777175,0.6101889593408122,5.230284851074218,185.36996163769805
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,79,6.480461563992518,0.7941505804061889,0.5856626673936843,0.0,1.0595197921449488,0.0,1000.0,0.0,0.0,4.509794152788699,0.0,0.6164879512909216,0.0,0.5379879359494556,0.0,138.86876678466797,0.0,14.282803437926553,0.0,0.6164879512909216,0.0,138.86876678466797,0.0,4890.728074136686,0.0,4.509794152788699,1.242924326305005,0.5379879359494556,0.6164879512909216,6.110225738525391,215.19203526201417
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,80,6.840420053878556,0.7940801787376404,0.5858228404521942,0.0,1.0278916920402221,0.0,1000.0,0.0,0.0,4.554831944779467,0.0,0.6199040347478126,0.0,0.46321598147707327,0.0,139.80230821881975,0.0,11.853394423212324,0.0,0.6199040347478126,0.0,139.80230821881975,0.0,4731.341353317608,0.0,4.554831944779467,1.246557013182149,0.46321598147707327,0.6199040347478126,7.828929260253906,264.95511578578606
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,81,6.840420053878556,0.794198781132698,0.5857540792226792,0.0,1.159309824705124,0.0,1000.0,0.0,0.0,4.606010258314924,0.0,0.6068767875942329,0.0,0.5380731010437012,0.0,136.86882080078124,0.0,13.515764656066894,0.0,0.6068767875942329,0.0,136.86882080078124,0.0,4676.0436529569015,0.0,4.606010258314924,1.2463993583712982,0.5380731010437012,0.6068767875942329,6.843441040039062,233.80218264784506
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,82,6.840420053878556,0.7944421793222427,0.58533755505085,0.0,1.1692160259593616,0.0,1000.0,0.0,0.0,4.636981787053889,0.0,0.602607492401905,0.0,0.6873147921128706,0.0,136.0823350386186,0.0,4.664983088319952,0.0,0.602607492401905,0.0,136.0823350386186,0.0,5181.209718988218,0.0,4.636981787053889,1.229383770524122,0.6873147921128706,0.602607492401905,2.9938113708496092,113.98661381774077
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,83,6.840420053878556,0.7944033808708191,0.5859917155504226,0.0,1.1633128650486468,0.0,1000.0,0.0,0.0,4.678864159739635,0.0,0.6120613611416472,0.0,0.5132388032972812,0.0,137.96020050048827,0.0,12.449410873651505,0.0,0.6120613611416472,0.0,137.96020050048827,0.0,4919.732846930861,0.0,4.678864159739635,1.2112529180999068,0.5132388032972812,0.6120613611416472,5.518408020019531,196.78931387723446
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,84,7.078575386384277,0.7945461803674698,0.5856022523641586,0.0,0.9358981704572216,0.0,1000.0,0.0,0.0,4.722557423688637,0.0,0.6168542475136762,0.0,0.480825066100806,0.0,139.14297580718994,0.0,13.488014936447144,0.0,0.6168542475136762,0.0,139.14297580718994,0.0,5004.188349961734,0.0,4.722557423688637,1.2154312723390412,0.480825066100806,0.6168542475136762,8.905150451660155,320.268054397551
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,85,7.078575386384277,0.7947273789644241,0.5856283956766128,0.0,1.0890669077634811,0.0,1000.0,0.0,0.0,4.757654679760285,0.0,0.6049634800171533,0.0,0.4908206517046148,0.0,136.4307535344904,0.0,11.102307254617864,0.0,0.6049634800171533,0.0,136.4307535344904,0.0,4830.935922892267,0.0,4.757654679760285,1.2159617441550465,0.4908206517046148,0.6049634800171533,6.002953155517578,212.56118060725973
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,86,7.078575386384277,0.7946815812587738,0.5859555714130401,0.0,1.1713160263455433,0.0,1000.0,0.0,0.0,4.7896221611756715,0.0,0.6064451234979108,0.0,0.47877368849256763,0.0,136.73593670388928,0.0,13.206290607867034,0.0,0.6064451234979108,0.0,136.73593670388928,0.0,4845.803870448929,0.0,4.7896221611756715,1.220805348318809,0.47877368849256763,0.6064451234979108,6.289853088378906,222.90697804065076
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,87,7.078575386384277,0.7949543795585632,0.5858753311634064,0.0,0.7243722921703011,0.0,1000.0,0.0,0.0,4.82061895480703,0.0,0.6252116482940158,0.0,0.3409465765580535,0.0,141.0343017578125,0.0,2.782907634973526,0.0,0.6252116482940158,0.0,141.0343017578125,0.0,4677.321939217192,0.0,4.82061895480703,1.2051663879671646,0.3409465765580535,0.6252116482940158,4.51309765625,149.67430205495015
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,88,7.078575386384277,0.7948381785154343,0.5860213751792908,0.0,1.2931885694464047,0.0,1000.0,0.0,0.0,4.85987148941419,0.0,0.6103489600670221,0.0,0.5256030497451624,0.0,137.62222544352213,0.0,17.125743349393208,0.0,0.6103489600670221,0.0,137.62222544352213,0.0,4916.905239438108,0.0,4.85987148941419,1.1930455637296076,0.5256030497451624,0.6103489600670221,6.605866821289062,236.0114514930292
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,89,7.078575386384277,0.7950429785251617,0.5860903915166855,0.0,0.9943048275179334,0.0,1000.0,0.0,0.0,4.890898109471839,0.0,0.6086053041609847,0.0,0.46262843575742507,0.0,137.147093878852,0.0,7.786792576313019,0.0,0.6086053041609847,0.0,137.147093878852,0.0,4877.125250176821,0.0,4.890898109471839,1.1872995476265926,0.46262843575742507,0.6086053041609847,4.937295379638672,175.57650900636554
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,90,7.088778819612119,0.7948629795312881,0.5865823506116867,0.0,1.0855448253844913,0.0,1000.0,0.0,0.0,4.974414971254118,0.0,0.6054115925994763,0.0,0.4534289953543952,0.0,136.57388024581107,0.0,20.664023298966256,0.0,0.6054115925994763,0.0,136.57388024581107,0.0,4958.3403076829645,0.0,4.974414971254118,1.1458989509599744,0.4534289953543952,0.6054115925994763,10.379614898681641,376.83386338390534
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,91,7.088778819612119,0.7951287800073623,0.5863841239213944,0.0,1.0355017463798109,0.0,1000.0,0.0,0.0,5.011592450594128,0.0,0.6044451473202505,0.0,0.4483842114391534,0.0,136.40445012631625,0.0,9.979543758475263,0.0,0.6044451473202505,0.0,136.40445012631625,0.0,5205.1746213332035,0.0,5.011592450594128,1.1405884448213093,0.4483842114391534,0.6044451473202505,6.274604705810547,239.43803258132738
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,92,7.109962310015258,0.7950377786159515,0.586869978427887,0.0,1.0708384787042935,0.0,1000.0,0.0,0.0,5.044007669725339,0.0,0.6057332304317238,0.0,0.4386371849104762,0.0,136.6942927042643,0.0,11.16436125834783,0.0,0.6057332304317238,0.0,136.6942927042643,0.0,4827.329780161591,0.0,5.044007669725339,1.141088628360029,0.4386371849104762,0.6057332304317238,6.561326049804688,231.71182944775634
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,93,7.410760062281233,0.7951505799293518,0.5873186511993408,0.0,1.0673413315358071,0.0,1000.0,0.0,0.0,5.077640631154661,0.0,0.6100565900340903,0.0,0.464933381200983,0.0,137.54456916222205,0.0,13.485599334423359,0.0,0.6100565900340903,0.0,137.54456916222205,0.0,4917.840314429991,0.0,5.077640631154661,1.1417490206160525,0.464933381200983,0.6100565900340903,7.152317596435547,255.72769635035954
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,94,7.410760062281233,0.7952763797044754,0.5873002296686173,0.0,0.9269487220793963,0.0,1000.0,0.0,0.0,5.109947623681366,0.0,0.6060844639575974,0.0,0.4474081411957741,0.0,136.55351181030272,0.0,5.0105973243713375,0.0,0.6060844639575974,0.0,136.55351181030272,0.0,5159.087863763982,0.0,5.109947623681366,1.118578080806573,0.4474081411957741,0.6060844639575974,5.462140472412109,206.36351455055927
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,95,7.410760062281233,0.79512517952919,0.5880041557550431,0.0,1.130697337460929,0.0,1000.0,0.0,0.0,5.1547403805234895,0.0,0.601159069240542,0.0,0.49965817622583486,0.0,135.6227516963564,0.0,14.42165414218245,0.0,0.601159069240542,0.0,135.6227516963564,0.0,4895.071535295494,0.0,5.1547403805234895,1.1060172416807559,0.49965817622583486,0.601159069240542,7.866119598388672,283.9141490471386
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,96,7.535192885071618,0.7952473796606064,0.5883250490427018,0.0,0.8898675161812987,0.0,1000.0,0.0,0.0,5.209903871105026,0.0,0.6026139754747851,0.0,0.4208710198955877,0.0,135.91302315848213,0.0,13.850662306376867,0.0,0.6026139754747851,0.0,135.91302315848213,0.0,4845.788107569354,0.0,5.209903871105026,1.083908795096034,0.4208710198955877,0.6026139754747851,9.51391162109375,339.2051675298548
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,97,7.535192885071618,0.7954025795459747,0.5879825133085251,0.0,1.000400558380144,0.0,1000.0,0.0,0.0,5.249026855817156,0.0,0.6004846688875115,0.0,0.4687317793390581,0.0,135.50532749720983,0.0,10.716733625956945,0.0,0.6004846688875115,0.0,135.50532749720983,0.0,4998.962810828612,0.0,5.249026855817156,1.0760515180045385,0.4687317793390581,0.6004846688875115,7.58829833984375,279.94191740640224
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,98,7.535192885071618,0.7954193792343139,0.5885618941783906,0.0,1.0935307741165161,0.0,1000.0,0.0,0.0,5.266672877724137,0.0,0.6091259315540896,0.0,0.4336189829877445,0.0,137.56654902866907,0.0,7.039514643805368,0.0,0.6091259315540896,0.0,137.56654902866907,0.0,5063.313965061208,0.0,5.266672877724137,1.0724814821837867,0.4336189829877445,0.6091259315540896,3.8518633728027343,141.77279102171383
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,99,7.535192885071618,0.7954315778017044,0.588870108962059,0.0,1.1214553085358248,0.0,1000.0,0.0,0.0,5.2913037342366875,0.0,0.6030066462101779,0.0,0.46196248997812683,0.0,135.95293459684953,0.0,13.165851883266283,0.0,0.6030066462101779,0.0,135.95293459684953,0.0,5049.287699417289,0.0,5.2913037342366875,1.0745490844776562,0.46196248997812683,0.6030066462101779,6.253834991455078,232.26723417319533
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,100,7.535192885071618,0.7955887806415558,0.5889278804063797,0.0,1.2253649539273719,0.0,1000.0,0.0,0.0,5.319917268879371,0.0,0.6003616890957133,0.0,0.4673410679983056,0.0,135.42471114448878,0.0,13.272572766179623,0.0,0.6003616890957133,0.0,135.42471114448878,0.0,5083.127276047828,0.0,5.319917268879371,1.0734758145243777,0.4673410679983056,0.6003616890957133,6.2295367126464845,233.82385469820005
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,101,7.535192885071618,0.795459781050682,0.5897365562915802,0.0,1.1082832939922809,0.0,1000.0,0.0,0.0,5.370694958113785,0.0,0.60070739523319,0.0,0.4995783089970549,0.0,135.58916880289715,0.0,16.561789385477702,0.0,0.60070739523319,0.0,135.58916880289715,0.0,5331.386624637327,0.0,5.370694958113785,1.0351905547143678,0.4995783089970549,0.60070739523319,8.135350128173828,319.88319747823965
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,102,7.535192885071618,0.7955369803905487,0.5899887428283691,0.0,1.219817774163352,0.0,1000.0,0.0,0.0,5.407997931445492,0.0,0.600229072147166,0.0,0.48355865478515625,0.0,135.38876681857639,0.0,16.814855063403094,0.0,0.600229072147166,0.0,135.38876681857639,0.0,5109.770114668171,0.0,5.407997931445492,1.0229509347923433,0.48355865478515625,0.600229072147166,7.310993408203125,275.9275861920812
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,103,7.535192885071618,0.7954803791046142,0.5906262570619583,0.0,1.039392733148166,0.0,1000.0,0.0,0.0,5.451093000895709,0.0,0.600229072147166,0.0,0.5020459701440164,0.0,135.34000614711218,0.0,12.02164203780038,0.0,0.600229072147166,0.0,135.34000614711218,0.0,5270.902351019344,0.0,5.451093000895709,0.9888674312440657,0.5020459701440164,0.600229072147166,7.579040344238281,295.17053165708325
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,104,7.535192885071618,0.7955647802352905,0.5909037998914719,0.0,1.1121301802496115,0.0,1000.0,0.0,0.0,5.493137898599293,0.0,0.6015537322498541,0.0,0.39675008816023666,0.0,135.6175572713216,0.0,18.123005851109824,0.0,0.6015537322498541,0.0,135.6175572713216,0.0,5101.580180362814,0.0,5.493137898599293,0.9710200952831753,0.39675008816023666,0.6015537322498541,8.137053436279297,306.0948108217689
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,105,7.535192885071618,0.7954309792518616,0.591522876739502,0.0,1.1818963017152704,0.0,1000.0,0.0,0.0,5.5197513745327695,0.0,0.6002290721471659,0.0,0.430741623044014,0.0,135.2661776335343,0.0,22.44161124203516,0.0,0.6002290721471659,0.0,135.2661776335343,0.0,5173.630165267547,0.0,5.5197513745327695,0.9676410178185281,0.430741623044014,0.6002290721471659,6.222244171142578,237.98698760230715
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,106,7.535192885071618,0.7953269791603088,0.5922729456424713,0.0,1.168263494728073,0.0,1000.0,0.0,0.0,5.550114765668186,0.0,0.6002290721471659,0.0,0.4528281010927693,0.0,135.31142893145162,0.0,18.116050289523216,0.0,0.6002290721471659,0.0,135.31142893145162,0.0,5100.65446887447,0.0,5.550114765668186,0.9702219734928857,0.4528281010927693,0.6002290721471659,8.38930859375,316.2405770702171
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,107,7.535192885071618,0.7956005786657333,0.5921673971414566,0.0,1.4429758800701662,0.0,1000.0,0.0,0.0,5.575896005774549,0.0,0.6002290721471659,0.0,0.5096004913476381,0.0,135.43642009388316,0.0,19.703787456859242,0.0,0.6002290721471659,0.0,135.43642009388316,0.0,5112.855203780528,0.0,5.575896005774549,0.9655418617651426,0.5096004913476381,0.6002290721471659,5.959202484130859,224.96562896634327
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,108,7.535192885071618,0.7954485783576966,0.5931584233045578,0.0,1.1558070150406465,0.0,1000.0,0.0,0.0,5.599549358177229,0.0,0.6002290721471659,0.0,0.4303714014265848,0.0,135.418841154679,0.0,12.612741874611896,0.0,0.6002290721471659,0.0,135.418841154679,0.0,5104.548684167027,0.0,5.599549358177229,0.9646027451251841,0.4303714014265848,0.6002290721471659,6.2292666931152345,234.80923947168324
