algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,V_agg_norm_honest,V_agg_norm_attacker,n_rejected_honest,n_rejected_attacker,S_agg_norm_honest,S_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,56,2.4762372355197746,0.7891884821653367,0.594968449473381,1.0,0.03337819424147407,7296.403100585938,1000.0,0.8333333333333334,1.0,10126,227,0,59,2.476237235519775,0.0,0.8195004065831503,2272.2175524902345,18.916666666666668,101.26,1.5691486795743306,5107.482084960938,0.0799975694600731,0.0,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.9573308334618413,0.5915876132053265
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.7892069804668427,0.5955602490901947,1.0,0.030819921791553496,36993.79577148437,1000.0,0.8888888888888888,1.0,10419,520,0,279,2.5228955996813522,0.0,0.517357839345932,11517.113071289063,20.8,104.19,0.8634983968734741,25895.656337890625,0.0671239174926437,0.0,2.5228955996813522,4.440892098500626e-16,1.155,0.9561684315656298,0.571639870975033
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.78973872885108,0.5934073933959008,0.9916867792973987,0.03066954016685486,186839.770859375,1000.0,0.787719298245614,1.0,10663,769,0,316,2.5710493373515253,0.0,0.6187058852778541,58198.74759765625,28.48148148148148,106.63,1.0241465634769864,130787.83640625,0.08016409548540378,0.0,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.9548896341077975,0.5420598253322279
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.789897730499506,0.5930706185102462,1.0,0.0316692054271698,948980.998125,1000.0,1.0,1.0,10478,578,0,144,2.6207790369856485,0.0,0.6975851222872734,295504.00640625,28.9,104.78,1.2175123780965804,664286.68625,0.07749371252121068,0.0,2.6207790369856485,4.440892098500626e-16,1.185,0.95428953573555,0.5247744134969892
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.7902569787204266,0.5920853242278099,0.9994977398292316,0.0301226974629304,4799855.07625,1000.0,0.9157509157509157,1.0,10479,581,0,102,2.6721741937302523,0.0,0.6915506860789131,1495489.814375,34.1764705882353,104.79,1.2531007037443274,3359898.47,0.07518444723127295,0.0,2.6721741937302523,4.440892098500626e-16,1.2,0.9538823337376267,0.5112222280919294
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.7904544806480408,0.5915132510662079,1.0,0.031245963745995572,24476827.16,1000.0,0.8181818181818182,1.0,10395,498,0,161,2.725334547975326,0.0,0.6313141066777078,7620748.66,26.210526315789473,103.95,1.0795945493798507,17133778.54,0.07137008043881432,0.0,2.725334547975326,4.440892098500626e-16,1.215,0.9532254186516533,0.4904641604548227
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.7908999800682068,0.5903341889381408,0.9855072463768116,0.03116786319085143,123525863.08,1000.0,0.7307692307692308,1.0,10355,461,0,206,2.7803716539313506,0.0,0.5422428060661663,38496196.29,20.954545454545453,103.55,0.9571988392959941,86468102.3,0.07336255567909648,0.0,2.7803716539313506,0.0,1.2299999999999998,0.9523954583595124,0.47601831143270434
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.7911192300915718,0.5899378749728202,0.9874596891315481,0.031068088486790657,628461090.4,1000.0,0.7473393698938788,1.0,10427,537,0,316,2.837410719872669,0.0,0.6206312919104541,195730623.44,19.88888888888889,104.27,0.9034888280762566,439922755.04,0.07342666448887458,0.0,2.837410719872669,4.440892098500626e-16,1.245,0.9512079106309589,0.46257988900638664
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.7911844791471958,0.5900587365031242,0.9931548906927303,0.03190899105823558,3177792609.28,1000.0,0.986780976820189,1.0,10907,1017,0,188,2.8797317800857956,0.0,0.5868780301964801,990236944.0,44.21739130434783,109.07,1.0628941396008367,2224454788.48,0.07185293904744124,0.0,2.8797317800857956,0.0,1.26,0.9504848793870474,0.43621411306398766
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.7919552294909954,0.5881584294140338,1.0,0.029646505191922187,16144105994.24,1000.0,1.0,1.0,10680,780,0,238,2.9146882802902803,0.0,0.48162935256958006,5028583284.48,31.2,106.8,0.8916731452941895,11300873968.64,0.05995265030584521,0.0,2.9146882802902803,0.0,1.275,0.9495752344782739,0.41570326852032397
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.7922729776799678,0.5875972275435924,1.0,0.02905929968174961,81647153930.24,1000.0,1.0,1.0,10176,276,0,146,2.9504496656185597,0.0,0.542465564277437,25443995095.04,15.333333333333334,101.76,1.0180653631687164,57153006653.44,0.05952148100795554,0.0,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.9490131729347677,0.40932673591932406
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.7921769800782203,0.5874704167246818,0.9790079529124589,0.029977528293701736,415604069335.04,1000.0,0.8556152927120669,1.0,10233,337,0,234,2.9870369056922645,0.0,0.4832080981948159,129444034027.52,15.318181818181818,102.33,0.8166069252924486,290922842193.92,0.06141713194286367,0.0,2.9870369056922645,0.0,1.305,0.9480857472816248,0.3975509879314675
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.7925364780426025,0.5867170386016369,1.0,0.029663671221998002,2096984834048.0,1000.0,0.6,1.0,10428,537,0,317,3.0244720059477883,0.0,0.5157823695076836,653702851133.44,19.88888888888889,104.28,0.8266167155018559,1467889345167.36,0.06956972941488862,0.0,3.0244720059477883,4.440892098500626e-16,1.32,0.946853924979983,0.38140326478192477
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.7928562282025814,0.5862199707329273,1.0,0.02835939343397816,10664476740157.44,1000.0,1.0,1.0,10039,139,0,52,3.062778081137312,0.0,0.5209711839755377,3322384863723.52,11.583333333333334,100.39,1.0075894171992938,7465133570785.28,0.054659659063970516,0.0,3.062778081137312,0.0,1.335,0.9466407801407893,0.37831714671724875
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.793086729645729,0.5855960184335709,0.9975308641975309,0.03007063069022619,54209930288168.96,1000.0,0.710801393728223,1.0,10223,326,0,67,3.101979435118868,0.0,0.6461819777121911,16885918083317.76,25.076923076923077,102.23,1.2289700416418223,37946950177259.52,0.06537206577668062,0.0,3.101979435118868,4.440892098500626e-16,1.3499999999999999,0.9463795445287434,0.3696646687128473
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.79301647990942,0.5856770376861096,0.9988532110091743,0.02997541131780428,274838596752506.88,1000.0,0.8868686868686869,1.0,10377,479,0,116,3.142101647529123,0.0,0.5554567154716042,85614013521592.31,28.176470588235293,103.77,0.9798798876650193,192387013305958.4,0.05583493637689182,0.0,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9459461585379865,0.3600410235071363
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.7933714804053307,0.585134207457304,1.0,0.029407454654574394,1391220113004298.2,1000.0,0.6666666666666666,1.0,10221,324,0,147,3.1831716679912256,0.0,0.6434327316911597,433430313314549.75,17.05263157894737,102.21,1.0670614524891502,973854066553651.2,0.06862798645416754,0.0,3.1831716679912256,4.440892098500626e-16,1.38,0.9453732043439788,0.35024027581555106
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.7936189791560173,0.5846562923491001,0.9981818181818183,0.02946330161522264,7057287044409590.0,1000.0,0.9058441558441559,1.0,10377,479,0,226,3.225217918574415,0.0,0.5208539366722107,2198375860367523.8,20.82608695652174,103.77,0.8929648036542146,4940100839281787.0,0.0607235588009654,0.0,3.225217918574415,8.881784197001252e-16,1.395,0.9445196173278644,0.33818745516301657
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.7936992296576499,0.5844554345309735,1.0,0.028859828549780343,3.572270589890527e+16,1000.0,0.875,1.0,10316,417,0,177,3.2682704052928386,0.0,0.5635763438124406,1.1130147402772644e+16,21.94736842105263,103.16,1.0546599783395465,2.5005893607395164e+16,0.0634380398399299,0.0,3.2682704052928386,0.0,1.41,0.9438403631254523,0.3282233926614068
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.7935844795405864,0.5846059522032738,0.9960342687615416,0.029510658626493654,1.817666496808511e+17,1000.0,0.9095309983896941,1.0,10345,449,0,150,3.3123608395086923,0.0,0.6397032047572889,5.6604939552513064e+16,23.63157894736842,103.45,0.8894558611669039,1.2723665122036285e+17,0.06096240106660609,0.0,3.3123608395086923,0.0,1.425,0.9432876108226956,0.32039652976687344
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.7942144793272018,0.5835937298834324,1.0,0.028262732033100393,9.224052455881729e+17,1000.0,0.875,1.0,10186,287,0,143,3.3575227701898553,0.0,0.46340084903770024,2.872750444285788e+17,15.944444444444445,101.86,0.8524455163213942,6.456836622566346e+17,0.050818655687433906,0.0,3.3575227701898553,4.440892098500626e-16,1.4400000000000002,0.9427984294974159,0.312772464036582
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,77,3.4037917280656296,0.7942529805004597,0.5836015222966671,0.9923853036360176,0.028782499688012258,4.647933911005251e+18,1000.0,0.7391381766381766,1.0,10369,476,0,195,3.4037917280656296,0.0,0.549828073808125,1.4487062777760527e+18,22.666666666666668,103.69,0.9129807494935536,3.2535536901497974e+18,0.060451151074467205,0.0,3.4037917280656296,0.0,1.4549999999999998,0.9420744076821623,0.30441047311002023
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,78,3.4512053828263247,0.7945134788751602,0.5832032495737076,0.9978341146552895,0.030712366104125977,inf,1000.0,0.9956935852113713,1.0,10457,560,0,63,3.4512053828263243,0.0,0.5529654026031494,7.337234674915213e+18,40.0,104.57,1.1525945109980447,inf,0.05187329078999969,0.0,3.4512053828263243,4.440892098500626e-16,1.47,0.9418574967415587,0.2969382562082929
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,79,3.499803714624289,0.7946007308363915,0.5832454489171505,0.9918900653300292,0.028400952682683344,nan,1000.0,0.9843928980526918,1.0,10137,239,0,174,3.49980371462429,0.0,0.4940741171962337,nan,12.578947368421053,101.37,0.8726195536161724,nan,0.05636167784687704,0.0,3.49980371462429,8.881784197001252e-16,1.485,0.9411911078428374,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,80,3.549629201256186,0.7946829798817635,0.5832618886232376,0.9973301959364677,0.029373542527141777,nan,1000.0,0.9284493284493285,1.0,10726,830,0,206,3.5496292012561854,0.0,0.4393326419851054,nan,36.08695652173913,107.26,0.7865198980207029,nan,0.05091625751450529,0.0,3.5496292012561854,4.440892098500626e-16,1.5,0.940444436825673,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,81,3.600727022539671,0.7949327312409877,0.5828524187207222,0.9810136765888978,0.028807833790779114,nan,1000.0,0.9681020733652311,1.0,10387,489,0,144,3.600727022539672,0.0,0.5445858585207086,nan,25.736842105263158,103.87,0.9336608460074977,nan,0.056460075361568975,0.0,3.600727022539672,8.881784197001252e-16,1.515,0.9398825854852839,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,82,3.653145283543021,0.7950759805738926,0.5825845570862294,1.0,0.03018390542517106,nan,1000.0,1.0,1.0,9939,39,0,16,3.6531452835430205,0.0,0.6577595174312592,nan,6.5,99.39,1.3596739570299785,nan,0.04893450479018351,0.0,3.6531452835430205,4.440892098500626e-16,1.53,0.9398153080105421,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,83,3.706935258484402,0.7950619797408581,0.583032960742712,1.0,0.02863056647280852,nan,1000.0,0.8888888888888888,1.0,10310,411,0,137,3.706935258484401,0.0,0.48551907307571834,nan,22.833333333333332,103.1,0.8421829342842102,nan,0.05215981670086586,0.0,3.706935258484401,8.881784197001252e-16,1.5450000000000002,0.9393332258536716,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,84,3.7621516572892535,0.7952302297949791,0.5830322235822678,0.998410174880763,0.027642650827765465,nan,1000.0,0.89196675900277,1.0,10715,818,0,287,3.762151657289252,0.0,0.4224109017848969,nan,32.72,107.15,0.6904090046882629,nan,0.049870234731272806,0.0,3.762151657289252,1.3322676295501878e-15,1.56,0.9382215295241041,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,85,3.818852916980401,0.7954684808850289,0.5823492343723774,1.0,0.025439413147978485,nan,1000.0,0.625,1.0,10249,352,0,117,3.818852916980402,0.0,0.6006647795438766,nan,22.0,102.49,0.7938080739695579,nan,0.05696178695012889,0.0,3.818852916980402,8.881784197001252e-16,1.575,0.9377684482384243,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,86,3.874737541093223,0.7954757305979728,0.5823217509686947,1.0,0.028893131468641132,nan,1000.0,1.0,1.0,10408,508,0,156,3.8747375410932245,0.0,0.46658799209092794,nan,26.736842105263158,104.08,0.7940247780398318,nan,0.04869238775005669,0.0,3.8747375410932245,1.3322676295501878e-15,1.5899999999999999,0.9371995455581233,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,87,3.916240373005058,0.7957579793035984,0.58243358284235,0.9991935483870968,0.02806723237569843,nan,1000.0,0.7987179487179488,1.0,10275,378,0,67,3.9162403730050594,0.0,0.6931072218077523,nan,27.0,102.75,1.0936745532921381,nan,0.060953202117580395,0.0,3.9162403730050594,1.3322676295501878e-15,1.6050000000000002,0.9369247023615145,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,88,3.958594794875645,0.7958457300066948,0.5822268982231616,1.0,0.02758119726443992,nan,1000.0,0.6666666666666666,1.0,10311,415,0,122,3.958594794875645,0.0,0.47637295722961426,nan,24.41176470588235,103.11,0.8468032900024863,nan,0.04805502546177206,0.0,3.958594794875645,0.0,1.62,0.9364953964314465,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,89,4.00182186932881,0.795862981081009,0.5823510773479939,0.9944727220589289,0.02848058065865189,nan,1000.0,0.989227761485826,1.0,10480,583,0,89,4.0018218693288095,0.0,0.542535949498415,nan,36.4375,104.8,1.0296062529087067,nan,0.05702495235539161,0.0,4.0018218693288095,8.881784197001252e-16,1.635,0.9361636056377264,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,90,4.045943537463281,0.7958174797892571,0.5825521591305732,0.9945913292706736,0.02676150097201268,nan,1000.0,0.8657738095238096,1.0,10469,575,0,394,4.045943537463281,0.0,0.4603081037600835,nan,19.166666666666668,104.69,0.6106971263885498,nan,0.051758599025519665,0.0,4.045943537463281,0.0,1.65,0.9346769850811734,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,91,4.090982666874294,0.7962324801087379,0.5821290928125381,1.0,0.027772709946422017,nan,1000.0,1.0,1.0,10294,394,0,112,4.090982666874295,0.0,0.5743796176770154,nan,23.176470588235293,102.94,0.9509003057199366,nan,0.05920049571053854,0.0,4.090982666874295,8.881784197001252e-16,1.6649999999999998,0.9342297593121387,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,92,4.136963102650078,0.7961699797213078,0.5824176943302155,1.0,0.027707742620259525,nan,1000.0,0.5384615384615384,1.0,10276,382,0,178,4.136963102650078,0.0,0.47193982899188996,nan,19.1,102.76,0.7622288763523102,nan,0.050283662438151,0.0,4.136963102650078,0.0,1.6800000000000002,0.9335603145748643,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,93,4.183909721536838,0.7964457301795482,0.5822974413633346,1.0,0.027922562722648894,nan,1000.0,0.7692307692307693,1.0,10293,396,0,187,4.183909721536837,0.0,0.4077161905311403,nan,18.857142857142858,102.93,0.6803889757110959,nan,0.04462792181660341,0.0,4.183909721536837,8.881784197001252e-16,1.695,0.932908395207957,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,94,4.231848489478358,0.7965194824337959,0.5825315670669079,1.0,0.026440636720508337,nan,1000.0,1.0,1.0,10462,562,0,88,4.2318484894783595,0.0,0.4466773085296154,nan,35.125,104.62,0.8683522529900074,nan,0.04895311040171465,0.0,4.2318484894783595,1.7763568394002505e-15,1.71,0.9325672836290237,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,95,4.28080652274961,0.7963382303714752,0.5827975131571292,0.9964490194904942,0.026562047764085807,nan,1000.0,0.8403066528066527,1.0,10496,600,0,282,4.280806522749609,0.0,0.4464676139446405,nan,23.076923076923077,104.96,0.6554395258426666,nan,0.04850757897841456,0.0,4.280806522749609,8.881784197001252e-16,1.7249999999999999,0.931495814723193,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,96,4.330812152917754,0.7965357300639152,0.5830245941877366,1.0,0.02924503688700497,nan,1000.0,1.0,1.0,10169,269,0,336,4.330812152917753,0.0,0.3911222778260708,nan,11.208333333333334,101.69,0.5796975083649158,nan,0.043538398139434054,0.0,4.330812152917753,8.881784197001252e-16,1.7400000000000002,0.9302167420605044,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,97,4.381894995878737,0.7966692312061787,0.5826534803211689,1.0,0.027069835435776485,nan,1000.0,0.9,1.0,10405,506,0,177,4.381894995878738,0.0,0.4423169961997441,nan,24.095238095238095,104.05,0.7536490105447315,nan,0.047779236581642556,0.0,4.381894995878738,8.881784197001252e-16,1.7550000000000001,0.9295611649092722,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,98,4.434086025233358,0.796754480600357,0.5829820628464222,1.0,0.026913426417325224,nan,1000.0,1.0,1.0,10237,337,0,82,4.434086025233357,0.0,0.44119054079055786,nan,24.071428571428573,102.37,0.8310824717794146,nan,0.04300604392295543,0.0,4.434086025233357,8.881784197001252e-16,1.77,0.9292580678941436,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,99,4.4874176502831755,0.7967989787459373,0.5833357189595699,0.9904180141334291,0.026909212581813335,nan,1000.0,0.9822510822510823,1.0,10510,613,0,151,4.487417650283176,0.0,0.44687690734863283,nan,30.65,105.1,0.7845974087715148,nan,0.046410596950107824,0.0,4.487417650283176,8.881784197001252e-16,1.785,0.9286828116352874,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,100,4.5419237989440235,0.797043229341507,0.5830004419386386,0.9952047952047953,0.02540181430154725,nan,1000.0,0.7704425204425205,1.0,10095,199,0,170,4.541923798944024,0.0,0.4545748704358151,nan,10.473684210526315,100.95,0.7120889801728097,nan,0.04814781156871575,0.0,4.541923798944024,8.881784197001252e-16,1.7999999999999998,0.9280615498067488,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,101,4.597640005893232,0.7969539794325828,0.5836071044206619,0.9987858884410609,0.02598522611978379,nan,1000.0,0.9975929549902153,1.0,10575,677,0,186,4.597640005893233,0.0,0.4020156616514379,nan,30.772727272727273,105.75,0.6712936081669547,nan,0.04342840605176134,0.0,4.597640005893233,8.881784197001252e-16,1.8150000000000002,0.9273829018486989,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,102,4.65460350628586,0.7970564796030521,0.5838627210259437,0.9989165763813651,0.027494414011016488,nan,1000.0,0.720679012345679,1.0,10577,683,0,230,4.654603506285859,0.0,0.3960870951414108,nan,28.458333333333332,105.77,0.6022392163674036,nan,0.04191647367722326,0.0,4.654603506285859,8.881784197001252e-16,1.83,0.9265058837324001,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,103,4.712853335395463,0.7970627284049988,0.584169595092535,1.0,0.026016590495904286,nan,1000.0,0.9285714285714286,1.0,10618,719,0,215,4.712853335395464,0.0,0.42082303017377853,nan,29.958333333333332,106.18,0.6745251889030138,nan,0.04637818695898083,0.0,4.712853335395464,8.881784197001252e-16,1.845,0.9256826652268021,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,104,4.772430434556013,0.7969639794528485,0.5845359696447849,1.0,0.02727941389788281,nan,1000.0,1.0,1.0,10689,789,0,176,4.772430434556013,0.0,0.40791245753114874,nan,35.86363636363637,106.89,0.7026779326525602,nan,0.044013051833306255,0.0,4.772430434556013,0.0,1.8599999999999999,0.9250501055320013,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,105,4.833377763803692,0.7970504793524742,0.584437465518713,0.9956439956439956,0.026930755004286766,nan,1000.0,0.9916333666333667,1.0,10542,644,0,182,4.833377763803691,0.0,0.39391619594473587,nan,33.89473684210526,105.42,0.6512359098384255,nan,0.040978021408997346,0.0,4.833377763803691,8.881784197001252e-16,1.875,0.9243914604483345,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,106,4.895740421640309,0.7971549794077873,0.58462980017066,0.9992000000000001,0.026892531973620255,nan,1000.0,0.9984126984126984,1.0,10535,636,0,231,4.89574042164031,0.0,0.3543141620854537,nan,26.5,105.35,0.5987149712940057,nan,0.038686944395403655,0.0,4.89574042164031,8.881784197001252e-16,1.8900000000000001,0.9235612397214936,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,107,4.959565772364041,0.7974152298271656,0.5845116099715233,0.9966307649820492,0.0254636734331909,nan,1000.0,0.7641354372123603,1.0,10367,472,0,151,4.959565772364042,0.0,0.4229160249233246,nan,24.842105263157894,103.67,0.6954533018563923,nan,0.04365277125838406,0.0,4.959565772364042,8.881784197001252e-16,1.905,0.9230152088273137,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,108,5.024903581438015,0.7973072291910648,0.5854301564395428,0.9959192491855808,0.025192565388149686,nan,1000.0,0.8927951807228915,1.0,10448,552,0,124,5.024903581438016,0.0,0.4718216525183784,nan,30.666666666666668,104.48,0.8220469885402255,nan,0.04898797462954843,0.0,5.024903581438016,8.881784197001252e-16,1.92,0.9225435819801566,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,109,5.09180615939299,0.797319229990244,0.5855165296792983,0.9974995790181022,0.025145385922356087,nan,1000.0,0.7107484823150868,1.0,10766,876,0,414,5.0918061593929895,0.0,0.38673951318769745,nan,26.545454545454547,107.66,0.5240035273812034,nan,0.04373196303521793,0.0,5.0918061593929895,8.881784197001252e-16,1.935,0.9210254545793162,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,110,5.16032851478683,0.7974269787967205,0.5857257087528706,1.0,0.02573801763355732,nan,1000.0,0.9090909090909091,1.0,10442,543,0,389,5.160328514786829,0.0,0.3513231585765707,nan,18.724137931034484,104.42,0.5396351238776897,nan,0.04006809021652645,0.0,5.160328514786829,8.881784197001252e-16,1.95,0.9196566512369995,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,111,5.207853168736674,0.7973554813861847,0.5861460819840432,0.9786555380103767,0.026698772236704825,nan,1000.0,0.688568376068376,1.0,10402,509,0,151,5.207853168736674,0.0,0.4077999860048294,nan,25.45,104.02,0.6960605055093765,nan,0.0433280386327266,0.0,5.207853168736674,0.0,1.965,0.9190975834740394,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,112,5.252493593221522,0.7976552304625512,0.5862167276442051,0.999244142101285,0.02549441158771515,nan,1000.0,0.8169533169533169,1.0,10345,448,0,77,5.252493593221523,0.0,0.42113958512033733,nan,32.0,103.45,0.8309882581233978,nan,0.03943828226487509,0.0,5.252493593221523,8.881784197001252e-16,1.98,0.9188624219807968,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,113,5.297900042856843,0.7976722308993339,0.586556103527546,0.9978018135038592,0.026209622025489807,nan,1000.0,0.9293080054274084,1.0,10535,638,0,237,5.297900042856844,0.0,0.33836577415466307,nan,25.52,105.35,0.5779841148853302,nan,0.03962934340463138,0.0,5.297900042856844,8.881784197001252e-16,1.995,0.9180330920059885,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.7975144796073437,0.5871322999894619,0.9968253968253968,0.02470121497199649,nan,1000.0,0.9318181818181819,1.0,10799,901,0,156,5.3440873908831055,0.0,0.41720316665513174,nan,42.904761904761905,107.99,0.6542029352415175,nan,0.038254315071888874,0.0,5.3440873908831055,8.881784197001252e-16,2.01,0.9175027631652696,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.7977829806506633,0.5870765000581741,1.0,0.025311192497611046,nan,1000.0,1.0,1.0,10507,607,0,152,5.3910709426356425,0.0,0.35425355583429335,nan,30.35,105.07,0.6375749349594116,nan,0.036747561907924116,0.0,5.3910709426356425,1.7763568394002505e-15,2.025,0.9169692076614544,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.7977197289466857,0.5873121938109398,0.9935550809442368,0.025201597895759802,nan,1000.0,0.6788060897435897,1.0,10393,503,0,300,5.438866451018773,0.0,0.35504200137578523,nan,19.346153846153847,103.93,0.5397440619193591,nan,0.03877375236963181,0.0,5.438866451018773,8.881784197001252e-16,2.04,0.9159554844029199,nan
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.7977634784579277,0.5878483076393605,0.9993243243243244,0.024611059466705602,nan,1000.0,0.7262952101661779,1.0,10363,467,0,106,5.487490132582891,0.0,0.49363429581417756,nan,27.470588235294116,103.63,0.8089209444382611,nan,0.04164247335471657,0.0,5.487490132582891,8.881784197001252e-16,2.055,0.9155402618563376,nan
