algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,5.1302971577061625,0.8827989792823792,0.39821168621381126,nan,1.2487336803566327,0.082502121925354,1000.0,0.0,nan,0,30772,0,206,0.519265519539741,0.0008719392542843706,0.7681280027959311,0.0,0.783228413625197,0.0,2.736335501600679,0.0,173.049560546875,0.0,6223.776530515079,0.0,0.7681280027959311,0.0,173.049560546875,0.0,2.736335501600679,1.1104971469724219,0.783228413625197,0.7681280027959311,6.345150553385417,228.20513945221958
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,5.1302971577061625,0.8825983093182246,0.39774819602568945,nan,1.5017693936824799,0.08084341489709913,1000.0,0.0,nan,0,31542,0,214,0.29959030652774826,0.0008653028911794536,0.7409869861929937,0.0,0.8144251248415779,0.0,2.7930419428669886,0.0,167.11903022317324,0.0,5702.427123147008,0.0,0.7409869861929937,0.0,167.11903022317324,0.0,2.7930419428669886,1.114458501830636,0.8144251248415779,0.7409869861929937,9.47007837931315,323.13753697833044
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,5.1302971577061625,0.8829316421349843,0.3963803365826607,nan,1.2751157121224836,0.08055868724361062,1000.0,0.0,nan,0,30390,0,206,0.28774191824380646,0.001082111371215433,0.812511453561401,0.0,0.6869210384108804,0.0,2.808008190443883,0.0,183.46049915660512,0.0,6534.26526867272,0.0,0.812511453561401,0.0,183.46049915660512,0.0,2.808008190443883,1.1176475485273925,0.6869210384108804,0.812511453561401,6.726884969075521,239.58972651799965
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,5.1302971577061625,0.8830523107449214,0.39544436991214754,nan,1.5719451362436467,0.08204294478520752,1000.0,0.0,nan,0,30481,0,207,0.3237744351658462,0.0008549119182862341,0.7430654943422756,0.0,0.7870821410959418,0.0,2.821948101399559,0.0,167.66361860795453,0.0,5881.366872820602,0.0,0.7430654943422756,0.0,167.66361860795453,0.0,2.821948101399559,1.1321773416504761,0.7870821410959418,0.7430654943422756,6.147666015625,215.65011867008874
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.1302971577061625,0.8821593129634857,0.3973340365290642,0.854260596466535,1.3935255344424928,1.65451698243618,1000.0,0.6754463070512191,0.995969473648045,30227,581,184,24,0.39372298972947256,0.3589882317185402,0.7267117302170759,0.0,0.8018549127238137,0.0,2.8824823509073827,0.0,163.8551962716239,0.0,5930.534739563853,0.0,0.7267117302170759,0.0,163.8551962716239,0.0,2.8824823509073827,1.1339745216487132,0.8018549127238137,0.7267117302170759,7.646575826009115,276.7582878463131
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8812856437762578,0.40168151875336966,0.9680209212615966,1.3608933307907798,4.937890491485596,1000.0,0.600413990473276,0.994283427656777,30229,481,155,49,1.001731200651689,1.24689972281456,0.7164555847840877,0.0,0.8068928230892528,0.0,2.9221017777422404,0.0,161.88159040971235,0.0,6030.518037751223,0.0,0.7164555847840877,0.0,161.88159040971235,0.0,2.9221017777422404,1.1391841392669748,0.8068928230892528,0.7164555847840877,5.935658315022787,221.11899471754484
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8828663130601248,0.39447309881448744,0.8985219816583047,1.3234378810112293,23.009022052288056,1000.0,0.5856451998219993,1.0,30277,494,123,86,0.6542621209071233,1.6280923372507095,0.7158982793058567,0.0,0.7973165145287147,0.0,2.979600078652902,0.0,161.48257328913763,0.0,5947.661597570024,0.0,0.7158982793058567,0.0,161.48257328913763,0.0,2.979600078652902,1.146697763332007,0.7973165145287147,0.7158982793058567,6.99757817586263,257.7320025613677
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8831009791294734,0.39342479954163234,0.8953090170208716,1.0283891359965007,53.79365271568298,1000.0,0.6811793560663729,1.0,30214,485,141,66,0.4080805877844493,1.4251342231035233,0.7339584672837941,0.0,0.7546999603509903,0.0,3.0210269614576735,0.0,165.4302520751953,0.0,6517.3433527436055,0.0,0.7339584672837941,0.0,165.4302520751953,0.0,3.0210269614576735,1.1502348324618146,0.7546999603509903,0.7339584672837941,6.617210083007812,260.6937341097442
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8830823119481405,0.393136325776577,0.9066271951194274,1.437265867696089,90.068164935112,1000.0,0.5472425539425069,1.0,30409,672,119,94,1.0867590220535503,2.3551713359355926,0.7176680037915898,0.0,0.768476780723123,0.0,3.070526252178542,0.0,161.814671235926,0.0,6354.590048155958,0.0,0.7176680037915898,0.0,161.814671235926,0.0,3.070526252178542,1.1678792898011785,0.768476780723123,0.7176680037915898,9.169498036702475,360.09343606217095
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.282587690936505,0.8833133111397425,0.3922116181254387,0.9350743765580631,1.3502104419928331,118.24288020849228,1000.0,0.6099313404354538,1.0,30192,410,122,88,0.9717547618425809,4.02105689227581,0.7034596057824264,0.0,0.7807265153298011,0.0,3.1060799413165,0.0,158.78351182204025,0.0,6078.309680517764,0.0,0.7034596057824264,0.0,158.78351182204025,0.0,3.1060799413165,1.1866364414080104,0.7807265153298011,0.7034596057824264,6.880618845621745,263.3934194891031
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.387102109771749,0.8835409770409266,0.39130167951186495,0.9464514276428023,0.9484303504228592,232.95863563776015,1000.0,0.6300180405608036,1.0,30105,254,103,104,0.5426378577947617,6.461956100463867,0.7100844315400711,0.0,0.7619551658630371,0.0,3.1478063419171476,0.0,160.40652770996093,0.0,6719.144643358903,0.0,0.7100844315400711,0.0,160.40652770996093,0.0,3.1478063419171476,1.1838354143441085,0.7619551658630371,0.7100844315400711,5.346884256998698,223.9714881119634
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.403424626907799,0.8836229777336121,0.3905978443225225,0.8459826242307452,1.0465969190001487,316.78743281602857,1000.0,0.34848472625342214,1.0,30242,596,114,104,0.26554905995726585,3.664891690611839,0.6640809547048139,0.0,0.8380005866289139,0.0,3.266948065071459,0.0,149.6520034790039,0.0,6138.605042732672,0.0,0.6640809547048139,0.0,149.6520034790039,0.0,3.266948065071459,1.1794118280265948,0.8380005866289139,0.6640809547048139,9.976800231933593,409.24033618217805
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.403424626907799,0.8836269793907802,0.39025717000166577,0.9023953653682456,1.2233962006866932,383.02348616361616,1000.0,0.48179312583423717,1.0,30607,949,78,142,0.43353037474056083,5.994252532422543,0.6782646386263632,0.0,0.7945959717035294,0.0,3.3894641642841354,0.0,153.10254096984863,0.0,6362.753510598407,0.0,0.6782646386263632,0.0,153.10254096984863,0.0,3.3894641642841354,1.176856408005541,0.7945959717035294,0.6782646386263632,12.24820327758789,509.0202808478726
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.403424626907799,0.8837563099463781,0.3895791345834732,0.9115946002181412,1.044877286752065,515.4795028781891,1000.0,0.5084766314623085,1.0,30209,481,134,78,0.7813700556755065,7.585637522935867,0.6980462884781143,0.0,0.7462530016899109,0.0,3.443133474563712,0.0,157.51408894856772,0.0,6615.561729630018,0.0,0.6980462884781143,0.0,157.51408894856772,0.0,3.443133474563712,1.1699981190004387,0.7462530016899109,0.6980462884781143,7.875704447428386,330.77808648150085
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.403424626907799,0.8838173101345698,0.3892709970474243,0.9368635611329705,1.5480735997358959,714.2878459429741,1000.0,0.6641147364302987,1.0,30277,419,90,118,2.103385627269745,7.751145164966584,0.6968747143577443,0.0,0.7302114814519882,0.0,3.4725377994761457,0.0,157.36649322509766,0.0,6089.223100578626,0.0,0.6968747143577443,0.0,157.36649322509766,0.0,3.4725377994761457,1.184457884323052,0.7302114814519882,0.6968747143577443,6.294659729003906,243.56892402314503
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.403424626907799,0.8838409767548243,0.3890171234806379,0.8405714430424642,1.357208551838994,893.2793788027764,1000.0,0.42602721891669093,1.0,30171,419,101,111,0.5700513124465942,9.649825591146946,0.6895487066710915,0.0,0.73747543618083,0.0,3.52982228152952,0.0,155.5419397354126,0.0,6580.234663313991,0.0,0.6895487066710915,0.0,155.5419397354126,0.0,3.52982228152952,1.1818324649454934,0.73747543618083,0.6895487066710915,8.295570119222004,350.94584871007953
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.5260080853606715,0.881176309933265,0.6825673559308052,0.9278909767471504,1.2626855336129665,1126.7835658168792,1000.0,0.5437109827562203,0.9985915492957746,30371,631,121,89,0.5819989833980799,1.608590926527977,0.6411596841915832,0.0,0.8234896473586559,0.0,3.613671954607636,0.0,144.7786808013916,0.0,6144.758223162049,0.0,0.6411596841915832,0.0,144.7786808013916,0.0,3.613671954607636,1.1825245515406988,0.8234896473586559,0.6411596841915832,7.721529642740886,327.72043856864263
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.5260080853606715,0.8825536441802978,0.40548456569512686,0.8854522462110084,1.3102987549806897,1149.369772090912,1000.0,0.5544029137814325,1.0,30464,691,77,138,0.9893084497828233,9.046744640171529,0.6828338160345746,0.0,0.7184016986897117,0.0,3.6760295631053284,0.0,154.1657176770662,0.0,6567.9006109774455,0.0,0.6828338160345746,0.0,154.1657176770662,0.0,3.6760295631053284,1.2013217373308007,0.7184016986897117,0.6828338160345746,9.763828786214193,415.9670386952382
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.728529028573941,0.8827679765224457,0.3944938220580419,0.9235906766053744,1.6914734343687694,1451.7398525047302,1000.0,0.7200042102861554,1.0,30893,962,15,200,1.6524706714683108,4.153770145177841,0.6646557782828298,0.0,0.7471776339742873,0.0,3.7530725560951046,0.0,150.07689751519098,0.0,6297.347159450646,0.0,0.6646557782828298,0.0,150.07689751519098,0.0,3.7530725560951046,1.1884110016129192,0.7471776339742873,0.6646557782828298,9.004613850911458,377.84082956703884
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.728529028573941,0.8829356443881988,0.39090904901425044,0.8937759537483241,1.2655814697867946,1499.3118723297118,1000.0,0.6437176449349217,1.0,30575,757,59,157,0.7078173474261635,7.259844747781753,0.6440388956181337,0.0,0.7697871578367133,0.0,3.8034535403724985,0.0,145.3598488255551,0.0,6377.617555901635,0.0,0.6440388956181337,0.0,145.3598488255551,0.0,3.8034535403724985,1.2160241378759682,0.7697871578367133,0.6440388956181337,9.206123758951822,403.91577854043686
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.828091133818005,0.8831516456604004,0.39032801737387973,0.8887228321153164,1.4623102769255638,1704.3869306182862,1000.0,0.5136295648389021,1.0,30360,574,94,118,1.262523353099823,11.116981409788131,0.6386223870239904,0.0,0.7743596956133842,0.0,3.849171583282967,0.0,144.1708688735962,0.0,6058.762044225967,0.0,0.6386223870239904,0.0,144.1708688735962,0.0,3.849171583282967,1.2427061611954613,0.7743596956133842,0.6386223870239904,7.689113006591797,323.13397569205154
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.828091133818005,0.8832459785540898,0.3902388126651446,0.8369847240198195,1.3316377624869347,2024.7447248268127,1000.0,0.4505826041967677,1.0,30383,630,71,146,0.3469944804906845,9.575544537603855,0.641638676957976,0.0,0.7798255771398545,0.0,3.957399906321138,0.0,144.82577743530274,0.0,6440.4293820420235,0.0,0.641638676957976,0.0,144.82577743530274,0.0,3.957399906321138,1.2034049418861288,0.7798255771398545,0.641638676957976,9.655051829020183,429.3619588028016
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.987257455445792,0.8831169766187668,0.3906022185087204,0.8267142779775113,1.5480939149856567,2263.282680740356,1000.0,0.5682209597695576,1.0,30675,824,23,194,0.7062543545450483,3.5130655938386917,0.6423320899350226,0.0,0.749746112596421,0.0,4.050313886896708,0.0,144.78285798572358,0.0,6315.260385707686,0.0,0.6423320899350226,0.0,144.78285798572358,0.0,4.050313886896708,1.1953729701379316,0.749746112596421,0.6423320899350226,10.134800059000652,442.068226999538
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.987257455445792,0.8807869763672351,48.690898967385294,0.9875762319554082,0.9290104541513655,2327.404607563019,1000.0,0.4347543228899161,0.9973958333333334,30096,263,121,82,2.8146113753318787,11.975219390392304,0.623885618276211,0.0,0.7814336551560296,0.0,4.0845647615453675,0.0,141.08436584472656,0.0,6320.335666927641,0.0,0.623885618276211,0.0,141.08436584472656,0.0,4.0845647615453675,1.1847151623540004,0.7814336551560296,0.623885618276211,4.232530975341797,189.61007000782925
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.987257455445792,0.8809359754125278,2.4737274610002835,0.9396491228070175,1.6958067938685417,2711.6008501434326,1000.0,0.3331326929218977,1.0,29875,155,172,30,2.5958523750305176,1194.580255832672,0.6264586940143413,0.0,0.7439735904335976,0.0,4.118725585724653,0.0,141.1505584716797,0.0,6217.45995010273,0.0,0.6264586940143413,0.0,141.1505584716797,0.0,4.118725585724653,1.1875352958438057,0.7439735904335976,0.6264586940143413,3.764014892578125,165.79893200273946
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,6.22648715174656,0.8810316452880701,1.9553957343101502,0.7919528216089666,1.4682526409626007,6054.666699829101,1000.0,0.5807596996364961,1.0,30034,278,147,61,1.545007574558258,45287.6719070071,0.6151295642785028,0.0,0.762478256225586,0.0,4.153800955380658,0.0,138.67679138183593,0.0,5944.88529887937,0.0,0.6151295642785028,0.0,138.67679138183593,0.0,4.153800955380658,1.1956472752881988,0.762478256225586,0.6151295642785028,4.622559712727864,198.16284329597897
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,6.22648715174656,0.8812053105731805,0.9655096582571665,0.9479452261916872,1.5472930828730265,20451.204141960145,1000.0,0.4830429343424998,1.0,30376,504,65,145,1.4318125247955322,13114.067009923458,0.6269485433232279,0.0,0.7465511322021484,0.0,4.212094933169667,0.0,141.65494384765626,0.0,6531.771634073933,0.0,0.6269485433232279,0.0,141.65494384765626,0.0,4.212094933169667,1.2006518130552466,0.7465511322021484,0.6269485433232279,7.082747192382812,326.5885817036966
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,6.22648715174656,0.8816006451845169,0.6754503938555717,0.9121906166789073,1.6537689328193665,23158.797159385682,1000.0,0.5057145230156859,1.0,30459,666,59,158,1.4695634961128234,610.5799159902334,0.6241449954362954,0.0,0.7323212027549744,0.0,4.281973207613605,0.0,140.91977310180664,0.0,6309.656167992576,0.0,0.6241449954362954,0.0,140.91977310180664,0.0,4.281973207613605,1.2092508352911184,0.7323212027549744,0.6241449954362954,9.394651540120442,420.64374453283835
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,6.22648715174656,0.881782311697801,0.7063785687088966,0.8760137966521675,1.4484754463036855,23724.700334968566,1000.0,0.6900116730577496,1.0,30515,594,31,180,1.0411862472693125,7.540854485183954,0.6174919088698186,0.0,0.7481266578038533,0.0,4.3500394494063945,0.0,139.12488708496093,0.0,6467.511750565861,0.0,0.6174919088698186,0.0,139.12488708496093,0.0,4.3500394494063945,1.1890851076972015,0.7481266578038533,0.6174919088698186,6.956244354248047,323.37558752829307
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,6.22648715174656,0.8819959783554077,0.5896026543776194,0.9220921230830343,1.4279324965817588,23686.369561767577,1000.0,0.5564420830545086,1.0,30401,480,43,168,0.8058229855128697,9.4422171869874,0.6602720025918993,0.0,0.6371829360723495,0.0,4.385135353171449,0.0,149.02802167619978,0.0,6508.851092837127,0.0,0.6602720025918993,0.0,149.02802167619978,0.0,4.385135353171449,1.1879438239837596,0.6371829360723495,0.6602720025918993,6.95464101155599,303.74638433239926
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,6.287443267044094,0.8820296428600947,0.48496179789304733,0.9066381097586431,1.8200836293399334,23614.26657371521,1000.0,0.530039631575768,1.0,30426,563,63,148,1.8692972213029861,33146.668163922426,0.6105005832009891,0.0,0.7687286585569382,0.0,4.445059356921446,0.0,137.73943901062012,0.0,6114.801089040364,0.0,0.6105005832009891,0.0,137.73943901062012,0.0,4.445059356921446,1.176130721501506,0.7687286585569382,0.6105005832009891,7.34610341389974,326.1227247488194
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,6.287443267044094,0.8819646435976028,0.4667469498515129,0.8947019266220095,1.7772100217202131,27377.24304271698,1000.0,0.33764831996117717,1.0,30121,434,120,93,2.206170180264641,6715.125047808886,0.6059227784280249,0.0,0.7368852110470042,0.0,4.50095635730986,0.0,136.68222225413604,0.0,6338.89916532184,0.0,0.6059227784280249,0.0,136.68222225413604,0.0,4.50095635730986,1.181161789817811,0.7368852110470042,0.6059227784280249,7.745325927734375,359.20428603490427
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,6.287443267044094,0.8820796440045039,0.4422496251265208,0.9583722463910848,1.8931743936105208,29118.449739532472,1000.0,0.7547442901799496,1.0,30496,472,17,189,3.4430664886127818,9.365690722465516,0.6026199733337635,0.0,0.7581106641075828,0.0,4.5248192914576295,0.0,136.08227955211294,0.0,6179.0579030524,0.0,0.6026199733337635,0.0,136.08227955211294,0.0,4.5248192914576295,1.191777326281385,0.7581106641075828,0.6026199733337635,4.989683583577474,226.56545644525474
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,6.287443267044094,0.8823306439320246,0.43833413064479826,0.7915657494122763,1.4861691296100616,29282.997028160094,1000.0,0.5601360866197609,1.0,30271,515,104,108,0.8062855787575245,109858.4451840192,0.6034230441985677,0.0,0.7690308131277561,0.0,4.589036872612907,0.0,136.0564136505127,0.0,6579.604277262455,0.0,0.6034230441985677,0.0,136.0564136505127,0.0,4.589036872612907,1.1694561130112346,0.7690308131277561,0.6034230441985677,7.2563420613606775,350.9122281206643
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,6.287443267044094,0.8819919786850612,0.44109585801760354,0.8482516425550699,1.5444378070533276,40876.59592670441,1000.0,0.47545636308360695,1.0,30292,494,81,131,0.9865693189203739,30269.729356912376,0.6098509947425084,0.0,0.7314512655138969,0.0,4.635816410145735,0.0,137.7222557067871,0.0,6677.462151712418,0.0,0.6098509947425084,0.0,137.7222557067871,0.0,4.635816410145735,1.1739246432276595,0.7314512655138969,0.6098509947425084,7.345186971028646,356.1313147579956
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,6.287443267044094,0.8823296455542247,0.4172100137670835,0.8918507982080689,1.5185118594339915,46450.162904624936,1000.0,0.7124928747346992,1.0,30493,541,36,174,1.0887953894478934,245.2841184002161,0.6065261155542336,0.0,0.7505955078772136,0.0,4.679660349295779,0.0,136.74558476039343,0.0,7179.531092578357,0.0,0.6065261155542336,0.0,136.74558476039343,0.0,4.679660349295779,1.1672223174298308,0.7505955078772136,0.6065261155542336,6.3814606221516925,335.0447843203233
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,6.35210979724761,0.8822403130928675,0.45219205717245736,0.9627297774333807,1.4756169080734254,46532.518012046814,1000.0,0.5580066637693756,1.0,29856,78,156,46,2.906596279144287,269932.17380759236,0.6002290721471661,0.0,0.7321014165878296,0.0,4.6933806343861075,0.0,135.4111541748047,0.0,6964.657705967531,0.0,0.6002290721471661,0.0,135.4111541748047,0.0,4.6933806343861075,1.1692784911299618,0.7321014165878296,0.6002290721471661,2.256852569580078,116.0776284327922
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,6.35210979724761,0.8820166462659835,0.4527022193868955,0.879798515324481,1.9573029041290284,64434.31049819946,1000.0,0.5467952931274696,1.0,30312,480,82,128,3.546971400578817,1850.8045722103118,0.6012724615870492,0.0,0.7945566455523173,0.0,4.736350375811487,0.0,135.70355529785155,0.0,6609.709136483186,0.0,0.6012724615870492,0.0,135.70355529785155,0.0,4.736350375811487,1.1708143036877958,0.7945566455523173,0.6012724615870492,6.785177764892578,330.4854568241593
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,6.35210979724761,0.8821826448043187,0.42125134507815043,0.8872299199688076,1.6341176799365453,65327.4960490036,1000.0,0.7753311924447716,1.0,30632,666,29,181,1.690393090248108,6.3175725543498995,0.6017279644249653,0.0,0.7468763760157994,0.0,4.774955934534578,0.0,135.6828602382115,0.0,7113.523114411018,0.0,0.6017279644249653,0.0,135.6828602382115,0.0,4.774955934534578,1.1744199387917493,0.7468763760157994,0.6017279644249653,6.331866811116536,331.9644120058476
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,6.472948789275205,0.8795886460443337,1569573.9918211298,0.9191240118777607,1.8646074086427689,65898.65459754944,1000.0,0.3566484276809639,0.997979797979798,29985,302,165,46,96788.12283008297,310461.6475593805,0.6002290721471661,0.0,0.7633568793535233,0.0,4.809567975219766,0.0,135.3866055806478,0.0,6773.1991182901575,0.0,0.6002290721471661,0.0,135.3866055806478,0.0,4.809567975219766,1.171517314662524,0.7633568793535233,0.6002290721471661,5.415464223225912,270.9279647316062
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,6.472948789275205,0.8799206453561783,92662.20288992127,0.8762261284654369,1.9916063222018154,91288.89198333741,1000.0,0.596334569452849,1.0,30201,346,98,109,4.31892227042805,281917.1647027069,0.6028954275689046,0.0,0.7362551201473583,0.0,4.834004389744024,0.0,135.7499445134943,0.0,6354.635543689228,0.0,0.6028954275689046,0.0,135.7499445134943,0.0,4.834004389744024,1.1780638655414208,0.7362551201473583,0.6028954275689046,4.977497965494791,233.00330326860504
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,6.804826445546942,0.8797786438961824,34621.554147180315,0.920637011528852,1.4266720712184906,109555.27369277953,1000.0,0.7859399766700389,1.0,30330,389,58,149,1.396888705817136,3431.6658773979543,0.6102523334644577,0.0,0.7047624289989471,0.0,4.877627164670158,0.0,137.60128645463422,0.0,7217.173930884257,0.0,0.6102523334644577,0.0,137.60128645463422,0.0,4.877627164670158,1.1567977693493718,0.7047624289989471,0.6102523334644577,5.045380503336588,264.6297107990894
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,6.804826445546942,0.8798759776850541,37098.145233641466,0.9358580520205795,2.0794297456741333,110385.4290538025,1000.0,0.5304377603962858,1.0,30036,287,153,54,2.874439525604248,553835.0644135141,0.6002290721471661,0.0,0.752028864622116,0.0,4.9003827330468885,0.0,135.51874389648438,0.0,6889.102428663378,0.0,0.6002290721471661,0.0,135.51874389648438,0.0,4.9003827330468885,1.1603542163340788,0.752028864622116,0.6002290721471661,4.517291463216146,229.6367476221126
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,6.804826445546942,0.8799386444191138,20446.60835117201,0.9060006576372879,1.7468221416840186,139639.2742886734,1000.0,0.7107936430533771,1.0,30454,463,21,188,2.197254831974323,9.43781684398651,0.6002290721471661,0.0,0.7485422354478103,0.0,4.944446174657246,0.0,135.40581688514123,0.0,7355.639288065499,0.0,0.6002290721471661,0.0,135.40581688514123,0.0,4.944446174657246,1.1463583767424628,0.7485422354478103,0.6002290721471661,5.86758539835612,318.744369149505
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,6.804826445546942,0.8791149765253067,19356.752178647715,0.862693979415736,1.776710543943488,140859.13822395325,1000.0,0.5384387856874984,1.0,30625,891,55,165,1.6922213331512783,22907.872955497503,0.6020419285689436,0.0,0.7134201876495195,0.0,5.020002695965483,0.0,135.80446923297384,0.0,7033.933823254998,0.0,0.6020419285689436,0.0,135.80446923297384,0.0,5.020002695965483,1.120126240241996,0.7134201876495195,0.6020419285689436,10.411675974527995,539.2682597828831
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,6.804826445546942,0.8797763129075368,6894.934262514114,0.7882157588854368,1.7813162088394165,144980.72651618958,1000.0,0.4241436623598155,1.0,29963,240,166,41,4.118091368675232,392229.6206574786,0.6023686462316702,0.0,0.7236191689968109,0.0,5.046023934708986,0.0,135.8217544555664,0.0,7058.20400129906,0.0,0.6023686462316702,0.0,135.8217544555664,0.0,5.046023934708986,1.1170931278340426,0.7236191689968109,0.6023686462316702,4.527391815185547,235.2734667099687
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,6.804826445546942,0.8803569785753886,7233.867052356302,0.8245893784920066,1.8405754379928112,171273.56736312865,1000.0,0.3812854102173767,1.0,30220,392,64,148,2.4444412142038345,16.76350207567215,0.6030882633480007,0.0,0.7213987037539482,0.0,5.080690026271292,0.0,136.09782695770264,0.0,7092.899223148317,0.0,0.6030882633480007,0.0,136.09782695770264,0.0,5.080690026271292,1.1202911766431358,0.7213987037539482,0.6030882633480007,7.258550771077474,378.28795856791027
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,7.224518966534347,0.8797146426637967,6148.443397634526,0.9261673111560336,2.0892596878111362,171767.9035610962,1000.0,0.5422268050902181,1.0,30334,496,74,138,2.618959903717041,9273.273970879316,0.6002290721471661,0.0,0.7350598238408566,0.0,5.111662753815994,0.0,135.4222650527954,0.0,6795.143163077723,0.0,0.6002290721471661,0.0,135.4222650527954,0.0,5.111662753815994,1.128934461255126,0.7350598238408566,0.6002290721471661,7.2225208028157555,362.4076353641452
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,7.224518966534347,0.8803729776541392,4341.770436263482,0.9526439766071102,1.5213320011442357,173508.75513572694,1000.0,0.5814155732805357,1.0,30238,340,78,130,1.9980494759299539,4691.988652666807,0.6002290721471661,0.0,0.7518739754503424,0.0,5.147152540237147,0.0,135.49377996271306,0.0,7553.647957804208,0.0,0.6002290721471661,0.0,135.49377996271306,0.0,5.147152540237147,1.0949566306534808,0.7518739754503424,0.6002290721471661,4.968105265299479,276.9670917861543
