algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,eps_n_honest,eps_n_attacker,V_agg_norm_honest,V_agg_norm_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,56,2.4762372355197746,0.7863099803527196,0.6098735755681992,0.4229878338200979,0.03286623116582632,14.688836891651153,1000.0,0.9956709956709957,0.2913551619063942,30007,309,201,49,0.08362126199491357,0.0,10.8,151.04,2.476237235519775,0.0,0.7975251197814941,5.421405826807022,1.5250938892364503,10.282185604572296,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.9606151161287271,0.6432133629083793
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.7868173115452131,0.6181015984217326,0.8862500994743334,0.045749992784112695,35.47932614326477,1000.0,0.7847439916405434,0.8492379070963086,30281,460,75,240,0.07804373503635356,0.0,19.25,151.78,2.5228955996813522,0.0,0.5604018881917,13.10730651140213,0.9411874294281006,24.83552764415741,2.5228955996813522,4.440892098500626e-16,1.155,0.9591812137176203,0.6301448224695317
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.789727313319842,0.593542558948199,0.9894228844589212,0.031160651007667184,87.33634684562684,1000.0,0.8739035087719298,0.980811565201668,30666,788,19,303,0.08117435299093012,0.0,32.041666666666664,153.425,2.5710493373515253,0.0,0.540189458678166,32.21694475650787,0.91202990959088,61.13544147491455,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.957457230893043,0.5996971977148224
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.7890699793895085,0.5977375549077988,1.0,0.033076782897114756,218.11680292129518,1000.0,1.0,1.0,30343,443,0,116,0.07400056258961515,0.0,29.533333333333335,151.715,2.6207790369856485,0.0,0.6883752783139546,80.17247659683227,1.0875441034634907,152.68175882339477,2.6207790369856485,4.440892098500626e-16,1.185,0.956777639757609,0.5868389426290407
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.7887686462203661,0.605456259449323,0.9977405771798296,0.05286444056158265,547.3874964904785,1000.0,0.9955269278940775,1.0,30367,470,0,67,0.08254637514732212,0.0,39.166666666666664,151.835,2.672174193730253,0.0,0.7271317094564438,200.71524656295776,1.4684399962425232,383.17124015808105,2.672174193730253,0.0,1.2,0.9564030569411606,0.5756254064563193
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.7904449794689814,0.5916779869794846,0.997732426303855,0.031500405399128795,1377.0610856628418,1000.0,0.8960000000000001,1.0,30272,375,0,155,0.07442198549857221,0.0,23.4375,151.36,2.725334547975326,0.0,0.580318059772253,504.0907266998291,0.9380170553922653,963.9427397155762,2.725334547975326,4.440892098500626e-16,1.215,0.9555171645224638,0.5605042903899733
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.7909209809700648,0.5911391778786977,0.9992592592592592,0.031263339100405574,3467.8980541992187,1000.0,0.8321078431372548,1.0,30492,595,0,125,0.06791627245434945,0.0,37.1875,152.46,2.78037165393135,0.0,0.5079041626304388,1267.9846685791015,0.9888050071895123,2427.5285888671874,2.78037165393135,4.440892098500626e-16,1.2299999999999998,0.9548115280427154,0.5399252423060821
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.7911829809347789,0.5898339583476384,0.991447178026556,0.030145989436852306,8751.114423828125,1000.0,0.8526556776556776,1.0,30541,646,0,183,0.0736958754766126,0.0,34.0,152.705,2.837410719872669,0.0,0.6099287961658678,3195.7617263793945,0.9886940686326278,6125.7799859619145,2.837410719872669,4.440892098500626e-16,1.245,0.953805789285646,0.5175752710842311
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.7912119799852371,0.5898519939184189,0.993051222910687,0.030493968890772924,22022.396401367187,1000.0,0.9865865320497842,1.0,30908,1017,0,145,0.07624051749827929,0.0,56.5,154.54,2.879731780085795,0.0,0.5909907221794128,8041.252309570313,1.128789159986708,15415.677229003906,2.879731780085795,4.440892098500626e-16,1.26,0.9530399709529027,0.4859368289014055
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.791734979947408,0.589177581469218,1.0,0.03141131506938683,55491.6914453125,1000.0,1.0,1.0,30634,734,0,180,0.0558768345183763,0.0,38.63157894736842,153.17,2.9146882802902807,0.0,0.4269706230414541,20247.203706054686,0.8314833986131769,38844.183100585935,2.9146882802902807,4.440892098500626e-16,1.275,0.9520806602574207,0.46779669118441325
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.792036982178688,0.5885123219092687,1.0,0.03404516936279833,139352.4144921875,1000.0,1.0,1.0,30454,554,0,138,0.05969863384918923,0.0,34.625,152.27,2.9504496656185597,0.0,0.4707794114947319,50860.19036621094,0.9541660398244858,97546.68869140625,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.9513418088794524,0.45514114182665155
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.7920836482445399,0.5875468631585439,0.9860053019416393,0.030113669205456974,350673.201953125,1000.0,0.9000413564929695,1.0,30454,558,0,218,0.06271088967861276,0.0,27.9,152.27,2.9870369056922645,0.0,0.4422200798988342,127906.4228125,0.7933336734771729,245471.2371875,2.9870369056922645,0.0,1.305,0.9501282791743312,0.43783494245118576
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.7927053109804789,0.5865237774451574,0.9936738519212747,0.030856034851499965,880753.3965625,1000.0,0.8322592194772646,1.0,30698,804,0,214,0.06392927919876196,0.0,38.285714285714285,153.49,3.0244720059477888,0.0,0.48153166685785564,321268.5390625,0.8658503662972223,616527.367578125,3.0244720059477888,0.0,1.32,0.9489842202701854,0.4138162853003708
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.7927153140306473,0.5865271627902985,1.0,0.029168173463808164,2213161.3365625,1000.0,1.0,1.0,30217,317,0,28,0.04975953110602627,0.0,35.22222222222222,151.085,3.062778081137313,0.0,0.5492477582560645,807018.36453125,1.1273752198451095,1549212.90203125,3.062778081137313,8.881784197001252e-16,1.335,0.9488297821397943,0.40580303883023844
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.7930826465288798,0.5854152558247249,1.0,0.027850381564348936,5547295.5275,1000.0,0.6,1.0,30047,149,0,36,0.07177659939355438,0.0,18.625,150.235,3.1019794351188676,0.0,0.7175104841589928,2023482.508125,1.3533883392810822,3883106.816875,3.1019794351188676,0.0,1.3499999999999999,0.948638606208239,0.40360780506192934
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.7929033142328262,0.5858165379365285,1.0,0.02892984412610531,13931761.48625,1000.0,1.0,1.0,30181,281,0,58,0.056040439061867474,0.0,28.1,150.905,3.142101647529123,0.0,0.5696788400411605,5079070.614375,1.107599490880966,9752232.84125,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9483445716103888,0.3964028331275828
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.7934309794505437,0.5846393380562465,0.9991721854304636,0.029939575990041097,34918195.205,1000.0,0.8874269005847952,1.0,30441,543,0,106,0.06516679020433107,0.0,36.2,152.205,3.1831716679912256,0.0,0.5758345504601796,12731973.75625,1.049458094437917,24442736.0975,3.1831716679912256,4.440892098500626e-16,1.38,0.9477831660511686,0.37735368290053345
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.7935476477940877,0.5849591644605001,0.9984848484848485,0.030858223512768745,87561981.15,1000.0,0.854591836734694,1.0,30518,621,0,203,0.06113170119682955,0.0,31.05,152.59,3.2252179185744145,0.0,0.4925740137696266,31921047.925,0.860965371131897,61293385.56,3.2252179185744145,4.440892098500626e-16,1.395,0.946702198704584,0.3613452707691434
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.7936086465915044,0.5842641709248225,0.9995501574448943,0.028398534407218297,219502407.8,1000.0,0.9991055456171735,1.0,30546,647,0,127,0.06229932153034776,0.0,43.13333333333333,152.73,3.268270405292838,0.0,0.5515767494837444,80015362.58,1.0874967058499654,153651682.54,3.268270405292838,4.440892098500626e-16,1.41,0.9460152156087364,0.34784852979815806
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.7937403148412705,0.584052771727244,0.9951529951529952,0.02898858753698213,550075679.04,1000.0,0.9904857756307032,1.0,30444,547,0,101,0.060614359170789354,0.0,39.07142857142857,152.22,3.3123608395086923,0.0,0.713583162852696,200520996.64,1.0189430841377802,385052968.68,3.3123608395086923,0.0,1.425,0.9454803937292556,0.3382382732483196
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.7942976460854212,0.5834803982575735,1.0,0.030399931245483458,1378841261.6,1000.0,1.0,1.0,30489,589,0,122,0.05097470938841959,0.0,36.8125,152.445,3.357522770189856,0.0,0.46005902998149395,502581340.32,0.8843484856188297,965188863.84,3.357522770189856,0.0,1.4400000000000002,0.9449034982834005,0.32685757862762344
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,77,3.4037917280656296,0.7943076463540395,0.5834930197397867,0.9891191635625568,0.028020032078904265,3453880598.08,1000.0,0.7616118449451782,1.0,30241,347,0,180,0.06222931710044167,0.0,20.41176470588235,151.205,3.40379172806563,0.0,0.5219303053968093,1259068895.04,0.829764253952924,2417716351.68,3.40379172806563,4.440892098500626e-16,1.4549999999999998,0.9439559117458836,0.32045369110718147
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,78,3.4512053828263247,0.7945546466112137,0.5829528731107712,0.9980747685824795,0.026553939011963932,8659499430.4,1000.0,0.9961720757434411,1.0,30513,616,0,45,0.051407484057625276,0.0,56.0,152.565,3.4512053828263243,0.0,0.5571726045825265,3156054689.6,1.175620680505579,6061649493.12,3.4512053828263243,4.440892098500626e-16,1.47,0.9437571982528395,0.3111207505847434
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,79,3.499803714624289,0.7946669805049896,0.5832297239700953,1.0,0.027863287716172636,21685769884.16,1000.0,1.0,1.0,30375,475,0,148,0.050064085906195474,0.0,29.6875,151.875,3.499803714624289,0.0,0.438142042607069,7905048478.72,0.7644598595798016,15180038576.64,3.499803714624289,0.0,1.485,0.9429567897146757,0.29920718842296107
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,80,3.549629201256186,0.7947306456168493,0.5831751457850138,0.9987012987012986,0.02751540159806609,54306874352.64,1000.0,0.9067599067599068,1.0,30373,475,0,150,0.05179342872388873,0.0,29.6875,151.865,3.549629201256186,0.0,0.42580930702388287,19796029360.64,0.8026695214211941,38014811253.76,3.549629201256186,0.0,1.5,0.9421667143908252,0.29163968229973153
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,81,3.600727022539671,0.7943259793519973,0.5852492054303488,1.0,0.028553245988275324,135871745904.64,1000.0,1.0,1.0,30529,629,0,86,0.05942126901041182,0.0,44.92857142857143,152.645,3.6007270225396715,0.0,0.5401907286473683,49536663137.28,1.0631878205708094,95110219335.68,3.6007270225396715,4.440892098500626e-16,1.515,0.9417024996269403,0.2795942280301116
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,82,3.653145283543021,0.7948269816239675,0.5835656774044037,1.0,0.030955937504768372,340568061255.68,1000.0,1.0,1.0,30012,112,0,12,0.051470515579039866,0.0,22.4,150.06,3.653145283543021,0.0,0.6705835103988648,124112164782.08,1.5063482522964478,238397638123.52,3.653145283543021,0.0,1.53,0.9416319535382175,0.27563450292296887
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,83,3.706935258484402,0.7947446445624033,0.5840088188648224,0.9969777777777777,0.02896783041457335,851945197568.0,1000.0,0.9940648723257418,1.0,30394,496,0,112,0.05910762578467428,0.0,33.06666666666667,151.97,3.7069352584844024,0.0,0.5275770803292592,310562585681.92,0.9061602711677551,596361628303.36,3.7069352584844024,4.440892098500626e-16,1.5450000000000002,0.9410880650709851,0.26942508226827416
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,84,3.7621516572892535,0.7949723138411839,0.582963306705157,1.0,0.02991554620010512,2133316951408.64,1000.0,1.0,1.0,30661,761,0,86,0.05143180504278463,0.0,54.357142857142854,153.305,3.762151657289253,0.0,0.5249993460518974,777506161704.96,0.9420123611177716,1493321826304.0,3.762151657289253,4.440892098500626e-16,1.56,0.9406479107648871,0.2574582844484324
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,85,3.818852916980401,0.7954413129885991,0.5822436126073202,0.9967213114754099,0.027324915242691834,5337091196190.72,1000.0,0.8279569892473119,1.0,30150,252,0,96,0.061242454068246986,0.0,21.0,150.75,3.818852916980401,0.0,0.6327456583579382,1945499742371.84,0.7498751861664156,3735963768586.24,3.818852916980401,0.0,1.575,0.9401442882245291,0.2554496383170712
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,86,3.874737541093223,0.7953819795449575,0.5824781531095504,1.0,0.02764219350435517,13365695669862.4,1000.0,1.0,1.0,30299,399,0,56,0.04593343016006777,0.0,36.27272727272727,151.495,3.874737541093224,0.0,0.5206113674423911,4871254750003.2,0.9679072499275208,9355986751979.52,3.874737541093224,8.881784197001252e-16,1.5899999999999999,0.939886730427678,0.2525391269580179
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,87,3.916240373005058,0.7955919802188873,0.5829147515694301,0.9986745666008339,0.029038179327141155,33501218833694.72,1000.0,0.9066969066969066,1.0,30388,491,0,47,0.06512003151567154,0.0,44.63636363636363,151.94,3.916240373005059,0.0,0.7114078456705267,12205810803015.68,1.1715322895483538,23450852815011.84,3.916240373005059,8.881784197001252e-16,1.6050000000000002,0.9396131752401943,0.2448858901615525
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,88,3.958594794875645,0.7955546470483145,0.5827884950240453,0.9973730136860476,0.027219728380441666,83665835901583.36,1000.0,0.8526785714285714,1.0,30189,292,0,49,0.046867504549236605,0.0,29.2,150.945,3.9585947948756446,0.0,0.5280925989151001,30503224234475.52,1.00285604596138,58566083965091.84,3.9585947948756446,4.440892098500626e-16,1.62,0.9393596264885195,0.24296263413780114
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,89,4.00182186932881,0.7958003147443136,0.5822693608204523,0.995466602363154,0.029765229672193527,209191027238502.4,1000.0,0.9911845730027548,1.0,30475,577,0,74,0.0601211027201449,0.0,44.38461538461539,152.375,4.00182186932881,0.0,0.5618089827207419,76261267320340.48,1.0630652354313777,146433716938342.4,4.00182186932881,0.0,1.635,0.9389715945382054,0.23360450491386
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,90,4.045943537463281,0.7957359792788824,0.5828400295972824,0.9947807640175486,0.027581732882105785,523226695797309.44,1000.0,0.9898809523809524,1.0,30680,784,0,272,0.05068007702048721,0.0,34.08695652173913,153.4,4.045943537463281,0.0,0.44357727014500165,190742669306101.75,0.6383613529412643,366258678828892.2,4.045943537463281,0.0,1.65,0.9375390908226374,0.22224084796729698
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,91,4.090982666874294,0.7960839792092641,0.5824010080099106,1.0,0.030080533027648924,1311739478770974.8,1000.0,1.0,1.0,30129,229,0,52,0.06294885914749374,0.0,22.9,150.645,4.090982666874294,0.0,0.7157231837511062,477935431707525.1,1.2289233088493348,918217621147484.1,4.090982666874294,0.0,1.6649999999999998,0.9372435310994461,0.2205074940037398
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,92,4.136963102650078,0.7959339807430903,0.5824035547176997,0.9940858161446396,0.027473134105093777,3280138935090544.5,1000.0,0.7188142046632613,1.0,30284,390,0,150,0.049945170848494556,0.0,24.375,151.42,4.136963102650079,0.0,0.4849005304276943,1195547996276654.0,0.7550402320921421,2296097206781870.0,4.136963102650079,8.881784197001252e-16,1.6800000000000002,0.9364647972571291,0.2178114151395816
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,93,4.183909721536838,0.7962923127412797,0.5823985558748245,0.9983606557377049,0.026648191385902464,8204166434390016.0,1000.0,0.8306451612903226,1.0,30408,511,0,123,0.046028581272441194,0.0,31.9375,152.04,4.183909721536838,0.0,0.4322749152779579,2990133001741926.5,0.7731287181377411,5742916382605967.0,4.183909721536838,0.0,1.695,0.9358805869601937,0.21125768408053566
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,94,4.231848489478358,0.7962963126103083,0.582615843017896,1.0,0.027791682800108738,2.0523993139962184e+16,1000.0,1.0,1.0,30316,416,0,54,0.04705322097299931,0.0,37.81818181818182,151.58,4.231848489478359,0.0,0.4789191348986192,7479771143340032.0,1.0155551812865518,1.4366794925243106e+16,4.231848489478359,8.881784197001252e-16,1.71,0.9355900322521946,0.2038796139039652
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,95,4.28080652274961,0.7961363116900126,0.5837119104464848,1.0,0.03121226075056352,5.128167513250595e+16,1000.0,0.9230769230769231,1.0,30556,657,0,191,0.04673372564885204,0.0,34.578947368421055,152.78,4.28080652274961,0.0,0.441543952414864,1.8695064856758844e+16,0.6653349023116263,3.589717181912318e+16,4.28080652274961,0.0,1.7249999999999999,0.9345406428494626,0.19812516789060328
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,96,4.330812152917754,0.7962383141120275,0.5831350048383077,1.0,0.027362470142543317,1.2851729416031568e+17,1000.0,1.0,1.0,30539,639,0,276,0.04226188845943231,0.0,31.95,152.695,4.330812152917754,0.0,0.3702759101986885,4.682428667425456e+16,0.5692179054021835,8.99621040589426e+16,4.330812152917754,0.0,1.7400000000000002,0.9330509581548769,0.19008316317402596
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,97,4.381894995878737,0.796434645652771,0.582758787671725,1.0,0.02638627029955387,3.212154745454487e+17,1000.0,0.9166666666666666,1.0,30567,668,0,153,0.04711770122946148,0.0,37.111111111111114,152.835,4.381894995878738,0.0,0.4200733072227902,1.1708623062747317e+17,0.7499138977792528,2.248508281101851e+17,4.381894995878738,8.881784197001252e-16,1.7550000000000001,0.9322573439436038,0.18028671330590496
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,98,4.434086025233358,0.7965606470902761,0.5829253902037939,1.0,0.026433910010382533,8.03754151529142e+17,1000.0,1.0,1.0,30139,239,0,30,0.04018698047137185,0.0,29.875,150.695,4.434086025233358,0.0,0.5052957981824875,2.9293165319506886e+17,1.005727358162403,5.6262789538452077e+17,4.434086025233358,0.0,1.77,0.9321027654361631,0.17935558861612244
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,99,4.4874176502831755,0.7967336450020472,0.5833135356505712,1.0,0.027721436228603125,2.0090520025164467e+18,1000.0,1.0,1.0,30280,380,0,70,0.05005934250822841,0.0,31.666666666666668,151.4,4.487417650283176,0.0,0.5028313472867012,7.323931885594214e+17,0.945735439658165,1.406336373346009e+18,4.487417650283176,8.881784197001252e-16,1.785,0.9317121797641443,0.17647907914209873
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,100,4.5419237989440235,0.7968699787060419,0.5831076500813166,0.9980769230769231,0.025108445435762405,5.033667984624504e+18,1000.0,0.9962121212121212,1.0,30253,354,0,111,0.04751968385352787,0.0,25.285714285714285,151.265,4.5419237989440235,0.0,0.4730944058724812,1.8341001231557722e+18,0.7696425744465419,3.523567504368599e+18,4.5419237989440235,0.0,1.7999999999999998,0.9311380890400929,0.17516208140227374
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,101,4.597640005893232,0.7970409778753916,0.5832406761248906,1.0,0.026070312955058537,nan,1000.0,1.0,1.0,30275,375,0,86,0.04616732570232708,0.0,28.846153846153847,151.375,4.597640005893232,0.0,0.4372490461056049,nan,0.8084398187123812,nan,4.597640005893232,0.0,1.8150000000000002,0.9307033617698266,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,102,4.65460350628586,0.7970133127768835,0.5836766634384791,0.9973365290464854,0.02669513751478756,nan,1000.0,0.8620967777937215,1.0,30753,859,0,114,0.043231756041679864,0.0,50.529411764705884,153.765,4.65460350628586,0.0,0.4031929426333484,nan,0.7341972168754128,nan,4.65460350628586,0.0,1.83,0.9300935816681393,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,103,4.712853335395463,0.7969053127368291,0.5841932437817255,0.9988851727982163,0.026568359488414392,nan,1000.0,0.9978021978021978,1.0,30512,613,0,159,0.04772637957436612,0.0,34.05555555555556,152.56,4.712853335395464,0.0,0.4355770382616255,nan,0.6976568665769365,nan,4.712853335395464,8.881784197001252e-16,1.845,0.9292345411330559,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,104,4.772430434556013,0.7966246473789215,0.5857620322704316,1.0,0.02757740393280983,nan,1000.0,1.0,1.0,30560,660,0,104,0.04146703861244272,0.0,44.0,152.8,4.772430434556013,0.0,0.4040570358435313,nan,0.7409007549285889,nan,4.772430434556013,0.0,1.8599999999999999,0.9287207026526406,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,105,4.833377763803692,0.7969053141276041,0.5855514307816824,1.0,0.027156287005969455,nan,1000.0,1.0,1.0,30067,167,0,26,0.04207421678907585,0.0,23.857142857142858,150.335,4.833377763803692,0.0,0.5000875890254974,nan,1.0131303582872664,nan,4.833377763803692,0.0,1.875,0.9285746342289123,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,106,4.895740421640309,0.7969249778985977,0.5850047741333644,1.0,0.02702338258839316,nan,1000.0,0.9090909090909091,1.0,30362,463,0,181,0.038326479007741915,0.0,25.72222222222222,151.81,4.895740421640309,0.0,0.3492935647567113,nan,0.5831810947921541,nan,4.895740421640309,0.0,1.8900000000000001,0.927630641614611,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,107,4.959565772364041,0.7971516486008962,0.5848287363847097,0.9935691157459106,0.025223106844350696,nan,1000.0,0.9115713346482577,1.0,30398,502,0,132,0.044662644514573954,0.0,31.375,151.99,4.959565772364042,0.0,0.42849715426564217,nan,0.6846935898065567,nan,4.959565772364042,8.881784197001252e-16,1.905,0.9269649475124588,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,108,5.024903581438015,0.7971636458237966,0.5856584505240122,0.9967914438502674,0.027237803985675175,nan,1000.0,0.9936862835959221,1.0,30405,507,0,62,0.04825548261106243,0.0,42.25,152.025,5.024903581438016,0.0,0.500899558266004,nan,0.9661396046479543,nan,5.024903581438016,8.881784197001252e-16,1.92,0.926632224332101,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,109,5.09180615939299,0.7971289795637131,0.5857080793380738,0.9967713343666467,0.025120933253604632,nan,1000.0,0.8989940176833843,1.0,30918,1026,0,310,0.04506923740869749,0.0,39.46153846153846,154.59,5.09180615939299,0.0,0.3775906218932225,nan,0.5363696148762336,nan,5.09180615939299,0.0,1.935,0.9250211928840095,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,110,5.16032851478683,0.7972363120317459,0.5862150675058365,0.9996890547263682,0.026041106476138037,nan,1000.0,0.9993811881188119,1.0,30644,745,0,325,0.04080031622985287,0.0,31.041666666666668,153.22,5.160328514786829,0.0,0.3396873076756795,nan,0.5333925870557626,nan,5.160328514786829,8.881784197001252e-16,1.95,0.923394248476675,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,111,5.207853168736674,0.7972476468483607,0.5864613711833954,0.975920216207986,0.027650588990322182,nan,1000.0,0.7848648207138773,1.0,30322,427,0,97,0.0471609907006977,0.0,30.5,151.61,5.207853168736674,0.0,0.4180963784456253,nan,0.7523921515260424,nan,5.207853168736674,0.0,1.965,0.9228858092675407,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,112,5.252493593221522,0.7974576463301977,0.5863457355896632,0.9990281827016521,0.024468237068504095,nan,1000.0,0.9980694980694981,1.0,30247,348,0,23,0.040221052739966665,0.0,43.5,151.235,5.252493593221522,0.0,0.492170587182045,nan,1.0582027807831764,nan,5.252493593221522,0.0,1.98,0.9228023773545437,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,113,5.297900042856843,0.7976459793249766,0.5866615470250448,0.998062015503876,0.026355520822107792,nan,1000.0,0.9195804195804196,1.0,30261,363,0,138,0.04030495985635502,0.0,22.6875,151.305,5.297900042856843,0.0,0.34883322566747665,nan,0.6075929515063763,nan,5.297900042856843,0.0,1.995,0.9221302955268256,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.79717597981294,0.587388527194659,0.9989462592202318,0.02619917777677377,nan,1000.0,0.997920997920998,1.0,30662,763,0,107,0.04006203457009099,0.0,50.86666666666667,153.31,5.344087390883104,0.0,0.4647158205509186,nan,0.7332063992818196,nan,5.344087390883104,8.881784197001252e-16,2.01,0.9216022954095932,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.7975516452391942,0.5874219199021657,1.0,0.027022106076280274,nan,1000.0,1.0,1.0,30424,524,0,110,0.03860606947536463,0.0,34.93333333333333,152.12,5.391070942635641,0.0,0.3747298936049143,nan,0.6799374024073283,nan,5.391070942635641,0.0,2.025,0.9210433953612468,nan
