algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,V_agg_norm_honest,V_agg_norm_attacker,n_rejected_honest,n_rejected_attacker,D_threshold_honest,D_threshold_attacker,eps_n_honest,eps_n_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,41,1.8612273687051577,0.78117517888546,0.6192144140005111,nan,0.03616109218549084,0.0,1000.0,0.0,nan,0,8,0,500,0.7646067359962979,0.0,0.21621621621621623,0.0,0.09939172471768411,0.0,1.861227368705158,0.0,1.0775325088887602,0.0,1.861227368705158,2.220446049250313e-16,0.915,0.9688926607621967,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,42,1.904583560352156,0.7816791801452637,0.6173855296373367,nan,0.035596920744232506,0.0,1000.0,0.0,nan,0,2,0,184,0.8952165336712546,0.0,0.08695652173913043,0.0,0.09640002222574119,0.0,1.9045835603521557,0.0,1.3415720048158064,0.0,1.9045835603521557,2.220446049250313e-16,0.9299999999999999,0.9683549678721713,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,43,1.9495402035165759,0.7825743798017502,0.615160402417183,nan,0.035636963579675246,0.0,1000.0,0.0,nan,0,5,0,319,0.6718503678667134,0.0,0.1724137931034483,0.0,0.0823429544908949,0.0,1.9495402035165765,0.0,1.019183319190453,0.0,1.9495402035165765,6.661338147750939e-16,0.945,0.9674509834487748,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,44,1.9962009572946733,0.7829965817928314,0.6134105696678162,nan,0.034702392633665695,0.0,1000.0,0.0,nan,0,6,0,432,0.7440929385748777,0.0,0.18181818181818182,0.0,0.09060153649037006,0.0,1.9962009572946728,0.0,1.0346681854941628,0.0,1.9962009572946728,4.440892098500626e-16,0.96,0.9662049472152884,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,45,2.044685814238566,0.783439779996872,0.6115798057317734,nan,0.03459776496445691,0.0,1000.0,0.0,nan,0,6,0,282,0.8295048607720269,0.0,0.2222222222222222,0.0,0.0959467254319742,0.0,2.0446858142385658,0.0,1.2473991160039548,0.0,2.0446858142385658,4.440892098500626e-16,0.975,0.9653971370820397,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,46,2.0786677031269156,0.784263380765915,0.6098522453308105,nan,0.033489782951380075,0.0,1000.0,0.0,nan,0,1,0,121,0.9411927085173758,0.0,0.05263157894736842,0.0,0.09589717269653746,0.0,2.0786677031269156,0.0,1.591507114862141,0.0,2.0786677031269156,0.0,0.99,0.9650664835366752,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,47,2.1134879265457753,0.7845735805034637,0.6083300212621688,nan,0.03243896195834333,0.0,1000.0,0.0,nan,0,7,0,435,0.714714220978997,0.0,0.21212121212121213,0.0,0.08677870453816576,0.0,2.1134879265457758,0.0,0.9819868116667776,0.0,2.1134879265457758,4.440892098500626e-16,1.005,0.9638234380852829,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,48,2.1493007737632155,0.7852313809394836,0.606773836016655,nan,0.03265421325340867,0.0,1000.0,0.0,nan,0,2,0,146,0.9450551182031631,0.0,0.1,0.0,0.09819335997858,0.0,2.1493007737632155,0.0,1.4438367903232574,0.0,2.1493007737632155,0.0,1.02,0.9634045016443994,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,49,2.1861402047376153,0.7856893799304963,0.6053267390727997,nan,0.03266713632778688,0.0,1000.0,0.0,nan,0,5,0,181,0.7190493155609478,0.0,0.22727272727272727,0.0,0.08056507426898797,0.0,2.1861402047376153,0.0,1.1836954111402684,0.0,2.1861402047376153,0.0,1.035,0.9629264833581008,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,50,2.2240427388792705,0.7860365812778473,0.6040047521591186,nan,0.031839018836617466,0.0,1000.0,0.0,nan,0,8,0,224,0.7466237533092499,0.0,0.32,0.0,0.0868030241395216,0.0,2.22404273887927,0.0,1.0810600996017456,0.0,2.22404273887927,4.440892098500626e-16,1.05,0.9622924580762264,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,51,2.2630477569582963,0.7865211813449859,0.6026543753147126,nan,0.03273059360005639,0.0,1000.0,0.0,nan,0,3,0,169,0.8551488450982354,0.0,0.13636363636363635,0.0,0.09177363782882501,0.0,2.2630477569582967,0.0,1.2564917694438587,0.0,2.2630477569582967,4.440892098500626e-16,1.065,0.9618230891583063,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,52,2.303197848143191,0.7869457809925079,0.6015058327913284,nan,0.03265250669348808,0.0,1000.0,0.0,nan,0,1,0,163,0.6316406414622352,0.0,0.047619047619047616,0.0,0.07201061965072746,0.0,2.3031978481431916,0.0,1.0793525037311373,0.0,2.3031978481431916,4.440892098500626e-16,1.08,0.9613738371062023,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,53,2.344539209861966,0.7873567799329758,0.600242219209671,nan,0.032238129949705166,0.0,1000.0,0.0,nan,0,3,0,193,0.7505114105614749,0.0,0.13636363636363635,0.0,0.08066271804332378,0.0,2.3445392098619666,0.0,1.1402492089705034,0.0,2.3445392098619666,4.440892098500626e-16,1.095,0.9608077415945329,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,54,2.3871221095865076,0.7877825800180435,0.5991261976957322,nan,0.03306254354538396,0.0,1000.0,0.0,nan,0,7,0,371,0.7759439330548048,0.0,0.21875,0.0,0.08868724410228586,0.0,2.387122109586507,0.0,1.0242487080395222,0.0,2.387122109586507,4.440892098500626e-16,1.11,0.9598008954278674,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,55,2.431001419315337,0.7878723785877227,0.5983661290407181,nan,0.030229493427802536,0.0,1000.0,0.0,nan,0,4,0,108,0.7883595613872304,0.0,0.23529411764705882,0.0,0.08051226436478125,0.0,2.431001419315337,0.0,1.2997786227394552,0.0,2.431001419315337,0.0,1.125,0.9594895653873915,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,56,2.4762372355197746,0.788723778963089,0.5967499605417251,nan,0.031596716094229906,0.0,1000.0,0.0,nan,0,4,0,68,1.0125094673463277,0.0,0.2857142857142857,0.0,0.08966379072688635,0.0,2.476237235519775,0.0,1.4036836879593986,0.0,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.9592793644635874,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,57,2.5228955996813527,0.788825380206108,0.5962026666402817,nan,0.03191112793449845,0.0,1000.0,0.0,nan,0,1,0,317,0.5794380200760705,0.0,0.03571428571428571,0.0,0.07216901077894564,0.0,2.5228955996813522,0.0,0.844341299363545,0.0,2.5228955996813522,4.440892098500626e-16,1.155,0.9583562608087869,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,58,2.5710493373515257,0.7892061802148819,0.5950536649227143,nan,0.03120008041150868,0.0,1000.0,0.0,nan,0,8,0,418,0.7206414230167866,0.0,0.25,0.0,0.08082721514379404,0.0,2.5710493373515257,0.0,0.9336288087069988,0.0,2.5710493373515257,0.0,1.1700000000000002,0.957173687521399,0.0
trust-aware,scale,fashion_mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,59,2.620779036985648,0.7895069807767868,0.5942881507873535,nan,0.031152314223025158,0.0,1000.0,0.0,nan,0,3,0,179,0.7988729075245236,0.0,0.13043478260869565,0.0,0.08429591706988003,0.0,2.6207790369856485,0.0,1.1689118354216865,0.0,2.6207790369856485,4.440892098500626e-16,1.185,0.9566479641644033,0.0
