algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_rejected_honest,n_rejected_attacker,eps_n_honest,eps_n_attacker,S_agg_norm_honest,S_agg_norm_attacker,V_agg_norm_honest,V_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.7920632301270962,0.5880597651004791,0.9790079529124589,0.030841951935806057,346904.355234375,1000.0,0.8556152927120669,1.0,10233,337,0,234,15.318181818181818,102.33,2.9870369056922645,0.0,0.8201920092105865,242833.043671875,0.4809777547012676,126527.6177734375,0.0616397584455531,0.0,2.9870369056922645,0.0,1.305,0.9480852773378158,0.45139222042865557
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.7921562285721302,0.5889461095631122,1.0,0.029662554945658753,869926.8471875,1000.0,0.6,1.0,10428,537,0,317,19.88888888888889,104.28,3.0244720059477883,0.0,0.8264564739333259,608948.77703125,0.5123433084399612,317418.176015625,0.069565909868502,0.0,3.0244720059477883,4.440892098500626e-16,1.32,0.9468534430480428,0.4328749577909408
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.7927397289872169,0.586983494758606,1.0,0.028359003675480682,2183272.494375,1000.0,1.0,1.0,10039,139,0,52,11.583333333333334,100.39,3.062778081137312,0.0,1.007546219509095,1528290.72625,0.5205775449673334,796360.11953125,0.054657847470694,0.0,3.062778081137312,0.0,1.335,0.9466402979764876,0.42978852203166285
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.7929807281494141,0.5861591790616513,0.9975308641975309,0.030065140042167444,5462120.50375,1000.0,0.710801393728223,1.0,10223,326,0,67,25.076923076923077,102.23,3.101979435118868,0.0,1.2289053935271044,3823484.2875,0.641401123542052,1993535.04375,0.06537139205877585,0.0,3.101979435118868,4.440892098500626e-16,1.3499999999999999,0.9463790596584337,0.4203539746925727
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.7928199805319309,0.5868060271441936,0.9988532110091743,0.029903701670906124,13729772.4575,1000.0,0.8868686868686869,1.0,10377,479,0,116,28.176470588235293,103.77,3.142101647529123,0.0,0.9748062596601599,9610840.61,0.5457346719854018,5005975.2425,0.055296033156929256,0.0,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9459456832901135,0.4081530487200795
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.7931624798476696,0.5859962387382984,1.0,0.02939554970515402,34310640.25,1000.0,0.6666666666666666,1.0,10221,324,0,147,17.05263157894737,102.21,3.1831716679912256,0.0,1.0670304988559924,24017447.755,0.6432115843421534,12522797.6775,0.06862631432203713,0.0,3.1831716679912256,4.440892098500626e-16,1.38,0.9453727279114085,0.39875091976988875
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.793496730029583,0.5851235875487327,0.9981818181818183,0.02948025727401609,86313348.48,1000.0,0.9058441558441559,1.0,10377,479,0,226,20.82608695652174,103.77,3.225217918574415,0.0,0.8929905399032261,60419342.84,0.5178020985230155,31460369.12,0.060727376014761254,0.0,3.225217918574415,8.881784197001252e-16,1.395,0.9445191363603963,0.3856202728870526
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.7935569785535336,0.585194212794304,1.0,0.028926685648529155,215541139.36,1000.0,0.875,1.0,10316,417,0,177,21.94736842105263,103.16,3.2682704052928386,0.0,1.0546783648039166,150878793.68,0.560602644556447,78662307.66,0.06345537588940037,0.0,3.2682704052928386,0.0,1.41,0.94383986601796,0.3740791444804607
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.7934799799323082,0.585832520276308,0.9960342687615416,0.02951156044084775,542295522.72,1000.0,0.9095309983896941,1.0,10345,449,0,150,23.63157894736842,103.45,3.3123608395086923,0.0,0.8938688510342648,379606858.4,0.6370515635139063,197603524.76,0.061265483497950524,0.0,3.3123608395086923,0.0,1.425,0.9432871803396697,0.36547691516133823
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.7941517293453216,0.5840251752734185,1.0,0.028271185958551034,1356145011.52,1000.0,0.875,1.0,10186,287,0,143,15.944444444444445,101.86,3.3575227701898553,0.0,0.8558312919404771,949301492.48,0.4638536075750987,494574389.04,0.05108871388602185,0.0,3.3575227701898553,4.440892098500626e-16,1.4400000000000002,0.9427979404611334,0.3576469037673907
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,77,3.4037917280656296,0.7941054807603359,0.5844727647304535,0.9923853036360176,0.02897336715388866,3401259726.72,1000.0,0.7391381766381766,1.0,10369,476,0,195,22.666666666666668,103.69,3.4037917280656296,0.0,0.9158859281312852,2380881758.08,0.5480642304534004,1239627984.0,0.06054138162349141,0.0,3.4037917280656296,0.0,1.4549999999999998,0.9420741646129246,0.3485318523244886
