algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,10,2.7113654228125212,0.7276014819741249,0.8505724251270295,nan,0.5860059586438265,4.305202572345734,1000.0,0.0,nan,0,50849,0,307,208.04805547540838,227.5314641825358,0.9811378771608527,0.8852354109287262,0.9219045725644108,1.008680712493169,2838.5840945656355,1493.4282810758407,0.516019425608895,9.968895910978317,0.9219045725644108,1.008680712493169,0.9555227087476116,2.5882159301620717,208.04805547540838,227.5314641825358,1.935138641596288,1.0493700639546395,0.8886274595735923,1.0056114599554957,141.09593572998048,958.5058187259485
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,11,2.7737650420267537,0.732241481244564,0.8255139794945717,nan,0.7688153661214389,4.686975487073263,1000.0,0.0,nan,0,51285,0,309,218.65134605994592,221.47909627278645,0.9179870027762193,0.9041264480352402,0.9693041777475704,0.9817209358186856,3174.2023333617667,1319.5413537217332,0.5066555600899917,12.152652297814686,0.9693041777475704,0.9817209358186856,1.0305369537375524,2.636370498229197,218.65134605994592,221.47909627278645,1.994037080432539,1.0467100194116554,0.904702126027677,0.9812052238221217,138.57239276123047,874.2540729004456
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,12,2.844897239792916,0.7364164793491363,0.8042114162445069,nan,0.9041151441633701,4.791206531524658,1000.0,0.0,nan,0,50288,0,304,222.4272232055664,225.48828002929687,0.8881830498576164,0.872911765575409,0.986093174969821,0.9996375890946282,3386.2089637021795,1219.4701518974261,0.4962272457778454,14.78833783954382,0.986093174969821,0.9996375890946282,1.0696066861761895,2.6807224195359307,222.4272232055664,225.48828002929687,2.0362761261920346,1.0526731298622638,0.8733084223100117,0.9992857861303476,138.8518035888672,785.8614345576904
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,13,2.934360568662443,0.7400889804959297,0.7852574470639229,nan,0.6506487876176834,5.043415669600169,1000.0,0.0,nan,0,50590,0,306,219.77826690673828,223.2199673461914,0.888649845123291,0.8728186651070913,0.9758714931500962,0.9897727799884024,3562.488646203935,1117.3064647003134,0.48585697412490847,20.48688432008028,0.9758714931500962,0.9897727799884024,1.1327929886772712,2.727283918241053,219.77826690673828,223.2199673461914,2.08948754641554,1.0508974021775888,0.8733293483334202,0.9893243513807151,138.32754574584962,741.6336517442666
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,14,3.013772354378667,0.7431759795546532,0.7692977297306061,nan,0.7732513206345695,5.156463664372762,1000.0,0.0,nan,0,50347,0,303,211.52784293038505,225.18524703979492,0.9214235884802682,0.8518354070186615,0.9376692858615703,0.9981663445016447,3586.555500454295,1033.5426935481019,0.47928119131496977,17.9893624629577,0.9376692858615703,0.9981663445016447,1.1844689831624513,2.7709096724012516,211.52784293038505,225.18524703979492,2.136333396705731,1.0510321169129164,0.8534221082246265,0.9967869327411218,138.07253802490234,670.3373931352212
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,15,3.1802369177356598,0.7462664791941642,0.7550601825118065,nan,0.7899659706486596,5.363608404795329,1000.0,0.0,nan,0,50393,0,305,221.0067867702908,223.37239959716797,0.8619118332862854,0.8493814033269882,0.9795615629654653,0.9903466039794676,3962.9860585987367,967.2395256234765,0.4702679514884949,15.798916317621867,0.9795615629654653,0.9903466039794676,1.2367244089455287,2.8214106925276874,221.0067867702908,223.37239959716797,2.187536179094824,1.0532205786728004,0.8497463673063852,0.9900324765712928,138.001561920166,651.6774644288632
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,16,3.2796065169884105,0.7488524812459946,0.742328180372715,nan,0.9751064360141755,5.544185704390208,1000.0,0.0,nan,0,50964,0,306,212.8423583984375,222.0751054382324,0.8928783357143402,0.8447710084915161,0.9434268498509599,0.9844212099476548,3995.2225619321243,911.7984569222713,0.6709147870540619,11.87347065726916,0.9434268498509599,0.9844212099476548,1.2809732428702052,2.8735457792854846,212.8423583984375,222.0751054382324,2.2365167647193727,1.059547702680844,0.8463228577567685,0.9830988112348582,137.5019104309082,626.9835253920053
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,17,3.395583297013823,0.7517699807882309,0.731090531051159,nan,0.7845404771241274,5.807389556566874,1000.0,0.0,nan,0,50685,0,307,220.66357838023794,218.11538696289062,0.840281914580952,0.8542072399457296,0.9784133458385704,0.9666650387686504,4175.978472609954,854.773419160984,0.48744780638001184,20.40183116833369,0.9784133458385704,0.9666650387686504,1.3353333144777741,2.935655137542872,220.66357838023794,218.11538696289062,2.2955264083168325,1.0645520348224824,0.853714704321895,0.9670805737454001,135.72383090209962,604.7355778940095
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,18,3.5120055487482396,0.7543779829144478,0.7208538374304772,nan,0.7493189062391009,5.888636886278788,1000.0,0.0,nan,0,50865,0,309,214.38693782261439,218.84868418375652,0.8625397639615195,0.8385176255305609,0.950086651827777,0.9701516284735547,4226.106867010045,798.7412244143035,0.43847983862672535,19.62944870173931,0.950086651827777,0.9701516284735547,1.4311723527660039,2.9976405787362177,214.38693782261439,218.84868418375652,2.3710532883481323,1.0533270592650237,0.839588676288629,0.9692570116804309,137.3120447692871,597.5757269248634
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,19,3.5421464403336675,0.756180479824543,0.7114473581314087,nan,0.9374577336841159,5.962292815049489,1000.0,0.0,nan,0,50564,0,306,218.76912265353732,219.36013666788736,0.8276727000872294,0.8240431332588196,0.969466768634025,0.9724682720750366,4403.463265764898,768.2231415636729,0.436679955985811,22.389384584526223,0.969466768634025,0.9724682720750366,1.474142041575119,3.0575310185274716,218.76912265353732,219.36013666788736,2.4241754277465306,1.0601052328071683,0.8241488487975112,0.9723808496447158,135.55392620849608,540.1962237219719
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,20,3.585947000302452,0.758441480398178,0.7029002463817596,nan,0.7342764368424048,6.044512660503387,1000.0,0.0,nan,0,50832,0,306,215.1344029353215,219.2976259358724,0.8353584546309251,0.8126998996734619,0.9535278495059273,0.9720791052699098,4654.541119920844,730.8407898817647,0.42825032426760745,14.692569734553496,0.9535278495059273,0.9720791052699098,1.5334275312206336,3.1191208689365513,215.1344029353215,219.2976259358724,2.484843533850184,1.0607725774369086,0.8136409898154652,0.9713086058292332,137.1720700378418,559.5225430470009
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,21,3.6244685517852706,0.7602369827032089,0.6952796649932861,nan,0.7438398812498365,6.097758305867513,1000.0,0.0,nan,0,50323,0,303,217.2736358642578,219.51333129882812,0.8101775050163269,0.7992309655745824,0.9644513699347073,0.9733244623540767,4816.78649225983,717.9672671364287,0.5190033061163766,13.942223890423774,0.9644513699347073,0.9733244623540767,1.5644162152401517,3.178194743882885,217.2736358642578,219.51333129882812,2.532683332425792,1.071316901898336,0.7994805609364463,0.9731221442858827,134.74982968139648,498.2153711734949
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,22,3.650642234196016,0.7621189820766449,0.6879440289735794,nan,0.9056538320504702,6.173610687255859,1000.0,0.0,nan,0,51045,0,309,227.40806344839243,218.97752446492512,0.7442420996152438,0.7902749586105347,1.0077693207486607,0.9708270860809833,4811.476738480205,693.1057217738519,0.35921866160172683,14.680257216294606,1.0077693207486607,0.9708270860809833,1.5974262497537524,3.2382071877772027,227.40806344839243,218.97752446492512,2.5818948125678225,1.0816352334261763,0.7883630507289411,0.9723614280959346,137.2991243286133,540.9618282647964
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,23,3.6784794823094917,0.763783483505249,0.6815351155400277,nan,1.0684962198138237,6.2480084093411765,1000.0,0.0,nan,0,50192,0,304,218.03668022155762,218.23717997233072,0.7828792706131935,0.7824332575003307,0.967043317801185,0.9673976902065117,4954.980788814404,670.4110405174536,0.3937280960381031,16.695801214377084,0.967043317801185,0.9673976902065117,1.6312475328950051,3.2967024128942417,218.03668022155762,218.23717997233072,2.630520460894547,1.090606445051064,0.7824448422565089,0.9673884857284512,134.43089486694336,481.5263169315028
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,24,3.708880948497966,0.7652274802327156,0.6756422418355942,nan,0.7880887575447559,6.27820773601532,1000.0,0.0,nan,0,50307,0,305,217.92835426330566,218.16574544270833,0.770429752767086,0.7703441915909449,0.9672142136119005,0.9672815184168788,4861.414655344567,648.487146785433,0.401351984590292,13.938646556437016,0.9672142136119005,0.9672815184168788,1.663468728254411,3.3578820894315795,217.92835426330566,218.16574544270833,2.6801167449607117,1.0998938136790342,0.7703464139591564,0.967279770240126,134.3863009338379,466.8749225567729
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,25,3.7472379000599485,0.7668889781832695,0.6700195217132568,nan,0.7620918287171258,6.321544773578644,1000.0,0.0,nan,0,50684,0,306,201.81404622395834,217.74554779052735,0.8529531028535631,0.7610475400090218,0.8933210217172702,0.9648971460292173,4789.022277940712,635.95412316038,0.38552751806047225,12.704872965315978,0.8933210217172702,0.9648971460292173,1.7300600378773334,3.414736822589589,201.81404622395834,217.74554779052735,2.7408661087046866,1.0938595911949045,0.7637244010627463,0.9628124045444031,134.27998150634767,467.77487489916086
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,26,3.7889660027585688,0.7683379796147346,0.6643367686867714,nan,0.7658636420965195,6.325525708198548,1000.0,0.0,nan,0,50197,0,301,223.87491099039713,217.7107911682129,0.7115639646848043,0.748141284485658,0.9934506482362414,0.9652476477993488,5511.32185131487,616.0548120218451,0.4196951935688655,16.05550715823968,0.9934506482362414,0.9652476477993488,1.763225066024953,3.469996098967927,223.87491099039713,217.7107911682129,2.7872876857907376,1.0995686037880235,0.7474240821366217,0.9658006478079155,133.3129736328125,435.76874942888554
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,27,3.8261209110253738,0.7697874817252159,0.659660364985466,nan,0.8375567164685991,6.205157430966695,1000.0,0.0,nan,0,50764,0,304,211.81443108452692,220.06402740478515,0.7712202734417386,0.7218500572443008,0.9380252463114223,0.9757134569875234,5222.235249513944,604.9382371388853,0.500180721282959,14.183522977828979,0.9380252463114223,0.9757134569875234,1.798369377980734,3.5150385180514148,211.81443108452692,220.06402740478515,2.8283708620231427,1.1013376687125263,0.7232880247063621,0.9746157421134624,135.8510762023926,456.96317677458217
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,28,3.8564718064448895,0.7711734807491303,0.6548989683389663,nan,0.9525211602449417,6.248102057774862,1000.0,0.0,nan,0,50486,0,306,210.19282073974608,218.9571453857422,0.7631218612194062,0.7156853518883387,0.9348123874523913,0.970664129956225,5167.831700691166,590.8279975189016,0.6572688400745392,10.352631481289864,0.9348123874523913,0.970664129956225,1.8201394386555643,3.558903748235351,210.19282073974608,218.9571453857422,2.863398024403436,1.1097015404644848,0.7172155618667603,0.9695076221335206,135.57814364624022,457.8534325251644
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,29,3.8739694257994355,0.7721749794483185,0.6508352407813072,nan,0.6984437145292759,6.168253231048584,1000.0,0.0,nan,0,50389,0,303,211.72393035888672,220.05719975789387,0.7434464320540428,0.6963685920337835,0.940233255604817,0.9754598881322692,5327.543179592583,587.163224221456,0.36775123327970505,7.516273510654767,0.940233255604817,0.9754598881322692,1.8597717347001457,3.5973252205032935,211.72393035888672,220.05719975789387,2.902303826182034,1.1077518067223326,0.6975913930732709,0.9745449106640236,135.42190274047852,437.5386254063549
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,30,3.893883361698254,0.7733169785141945,0.6466609981656074,nan,0.7394996927334712,6.164838904539744,1000.0,0.0,nan,0,50910,0,310,219.63631497896634,219.52817560831707,0.6866206733080057,0.6865932865937551,0.9729753358801159,0.9729956244570371,5738.233632786353,579.0381819450619,0.23790540259618026,13.626074277361234,0.9729753358801159,0.9729956244570371,1.9165524545607626,3.632592511181644,219.63631497896634,219.52817560831707,2.9461764885332915,1.097178842243822,0.6865944240611201,0.9729947818004879,137.42744955444337,496.6169836194823
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,31,3.927073551162505,0.7745584794878959,0.6427766960859299,nan,0.8344924066747937,6.041983314355215,1000.0,0.0,nan,0,50308,0,302,207.10582624162947,220.95250244140624,0.7491111883095333,0.6643659453590711,0.917460591509391,0.9796167320058953,5456.82291084123,567.3773391438269,0.6916248755795615,8.656490778326988,0.917460591509391,0.9796167320058953,1.9551359088017408,3.663469099259162,207.10582624162947,220.95250244140624,2.9801358230761936,1.091875344199741,0.6662982473155963,0.9781994910173757,135.47098303222657,416.8219242380734
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,32,3.9593715344552107,0.7754144808650016,0.6391773471236228,nan,0.9281770169734955,6.0292867970466615,1000.0,0.0,nan,0,50486,0,304,192.5912338256836,220.28010503133137,0.8248130083084106,0.6551247721413771,0.8533609023983753,0.9765798516937997,5056.593877154797,566.036078366911,0.4160747826099396,7.3122049675385155,0.8533609023983753,0.9765798516937997,2.015615051268624,3.694204102861038,192.5912338256836,220.28010503133137,3.022768482224073,1.0769773817711916,0.6605985862112814,0.9726050468778183,136.0198876953125,440.7535245632426
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,33,3.995790957088383,0.7766799807548523,0.6355903726816178,nan,0.9090831220149994,6.022049558162689,1000.0,0.0,nan,0,49918,0,302,186.34360961914064,219.37200002034504,0.8510441541671753,0.6470548618833224,0.8260116262345709,0.9726643698234148,4887.75359828126,554.9458466267934,0.36470383405685425,15.184524342517058,0.8260116262345709,0.9726643698234148,2.0559546403186597,3.7251441466139856,186.34360961914064,219.37200002034504,3.057468344095855,1.0710024426561384,0.650398948642074,0.9702602264858927,133.48663610839844,381.8450439588886
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,34,4.043207289515892,0.7774964800477028,0.6326076424121857,nan,0.7710469090021573,5.903887857198715,1000.0,0.0,nan,0,51125,0,307,218.93123215895432,220.35659194946288,0.6348918813925523,0.6277132002512614,0.971643446187082,0.9767530183800284,5945.640923618372,547.0794633084763,0.3450911595271184,10.147985619207223,0.971643446187082,0.9767530183800284,2.0776326642950176,3.751697366312398,218.93123215895432,220.35659194946288,3.0820714855054456,1.0718959489448663,0.6280113563370019,0.9765407997266471,137.90616720581053,482.83434199916337
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,35,4.068780201537421,0.7785079815983772,0.6293466007709503,nan,0.8659483356909319,5.813415546417236,1000.0,0.0,nan,0,50772,0,308,204.94467995383522,220.62068364461263,0.712251519615,0.6120207337538401,0.9074610166806818,0.9780924577001879,5832.050522917187,541.2842964228557,0.3533365076238459,5.54946149468422,0.9074610166806818,0.9780924577001879,2.122909026586633,3.7781299798194756,204.94467995383522,220.62068364461263,3.1160415985263383,1.0620226905684742,0.6155658740897654,0.9755942395290801,136.88119314575195,453.0756893578915
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,36,4.089000422313165,0.7790004804730415,0.6271830293536186,nan,0.6426719923814138,5.745746812423071,1000.0,0.0,nan,0,50163,0,301,193.2548624674479,220.45880742390952,0.7718987216552099,0.5992967072625955,0.8568171879187299,0.9772375271926285,5539.192081453002,539.6764111217162,0.29016729444265366,8.074107265770435,0.8568171879187299,0.9772375271926285,2.163273165918592,3.8047651041864494,193.2548624674479,220.45880742390952,3.1481683288793065,1.0536068587280167,0.6026810604859801,0.9748763440696109,134.59434280395507,390.2761516504658
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,37,4.109548293079022,0.7798669794201851,0.6248296272754669,nan,0.9811211228370667,5.594700147310893,1000.0,0.0,nan,0,50381,0,307,201.1605651855469,221.55914647420246,0.7072121769189834,0.5784330238898595,0.8929729316319888,0.9819251136996062,5657.654877517931,535.4446657959855,0.28405780494213106,9.777801236708958,0.8929729316319888,0.9819251136996062,2.212886609842881,3.8294020810072826,201.1605651855469,221.55914647420246,3.182795892541522,1.0428845397514768,0.5825871901166054,0.9790556884716185,136.95869918823243,434.4198970279499
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,38,4.168030980148753,0.7807384803891182,0.6219519558548927,nan,0.77117384556267,5.5414454587300614,1000.0,0.0,nan,0,51525,0,315,220.70287153455945,220.92575490315755,0.5695557710197237,0.5681916296978792,0.9782256062301334,0.979158489836855,6278.61388044223,528.9988485525965,0.18254431212941805,5.3217545105020205,0.9782256062301334,0.979158489836855,2.240488143393935,3.853875012595836,220.70287153455945,220.92575490315755,3.208520264915076,1.0415422942789079,0.5682688452443987,0.979105685104399,140.50075631713867,543.4294088274781
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,39,4.205908365134584,0.7810929813981056,0.6199437052011489,nan,0.8965764343738556,5.419403685728709,1000.0,0.0,nan,0,50333,0,305,192.48531036376954,221.29597930908204,0.7406526505947113,0.5513222295542558,0.8526497802958929,0.9808372434129653,5694.535213549675,530.5739795757507,0.2988829404115677,3.726618821918964,0.8526497802958929,0.9808372434129653,2.2898591229273446,3.8772792876691673,192.48531036376954,221.29597930908204,3.242311221772438,1.0291573871308495,0.5574296624910446,0.9767021639575757,136.6272937927246,432.23509201644396
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,40,4.254441849048229,0.7818874776363373,0.6177152583003044,nan,0.9554439385732015,5.385885060628255,1000.0,0.0,nan,0,50902,0,304,208.0611284044054,220.18689147949217,0.6222123901049296,0.5438960207253695,0.9235586540921972,0.9760556864200479,5520.26881071537,525.657397215665,0.6800691816541884,5.396175825794538,0.9235586540921972,0.9760556864200479,2.2946078468203837,3.9015813195245954,208.0611284044054,220.18689147949217,3.258791930442911,1.0379308642497629,0.5461770800276867,0.9745266466435087,135.85723519897462,414.75927692227566
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,41,4.307769873897665,0.7825429797172546,0.6160432139039039,nan,1.253693226724863,5.176414596835772,1000.0,0.0,nan,0,51201,0,311,199.74075317382812,221.79610972086587,0.6652320325374603,0.5186561236778895,0.8858190954804611,0.9830942340590737,5746.013529782747,521.2609445529698,0.7821742538362741,2.5507525570193925,0.8858190954804611,0.9830942340590737,2.313893097333665,3.92532937594238,199.74075317382812,221.79610972086587,3.280754864498894,1.0435377516347946,0.5260776886834374,0.9781689105867388,139.46936993408204,496.62899968482986
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,42,4.368625351867848,0.783165980875492,0.6138382172584533,nan,1.0203661719957988,5.056173923810323,1000.0,0.0,nan,0,50194,0,302,197.91277058919272,221.9046189880371,0.6628149350484213,0.5030070924758911,0.8785931944306249,0.9835944291744109,5829.241873149645,523.8875452324222,0.7788192182779312,4.359232947627703,0.8785931944306249,0.9835944291744109,2.3231010916726644,3.94866801289951,197.91277058919272,221.9046189880371,3.298441244408772,1.050042121902023,0.5061405795851565,0.9815355814343367,135.51772463989258,384.28342961724906
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,43,4.433491481960629,0.783824480175972,0.6115769863128662,nan,0.7844962670157353,5.048675686120987,1000.0,0.0,nan,0,50779,0,309,199.52940114339194,220.11258514404298,0.640018547574679,0.4998924825961391,0.8846803034576967,0.9758335831340271,5790.680880307365,517.7702791278265,0.06889118331794937,2.814965510914723,0.8846803034576967,0.9758335831340271,2.4018305943644958,3.9720696162388647,199.52940114339194,220.11258514404298,3.343974007489117,1.0259742541105563,0.5052819466337752,0.9723276877618608,136.8562567138672,449.6385086040726
