algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,44,4.4853565633511066,0.7843804809451104,0.6097685912251473,nan,0.9905515100274768,4.975061379174392,1000.0,0.0,nan,0,49926,0,302,179.8555646623884,219.4239645385742,0.7575343932424273,0.48981059921284514,0.800193102695041,0.9726169768406531,5161.967619193116,513.3349337692624,0.25956639647483826,2.405571326812108,0.800193102695041,0.9726169768406531,2.450094555718963,3.996275380977219,179.8555646623884,219.4239645385742,3.3778030508739167,1.014603802414306,0.4959150505425099,0.9686854878536195,134.17235662841796,380.2685069302611
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,45,4.511177847703974,0.7848639789223671,0.6081191888451576,nan,1.0105658559238209,4.737771881024043,1000.0,0.0,nan,0,51517,0,311,203.62417692296646,220.89629185994465,0.5847872662193635,0.4635760658234358,0.9023794795921442,0.9796671532564557,5864.035094790388,514.6652239218935,0.1613884712843334,1.075696282039086,0.9023794795921442,0.9796671532564557,2.47290957138739,4.0200167049061175,203.62417692296646,220.89629185994465,3.401173851498626,1.0186176130610571,0.4700763510181701,0.9755223884227231,139.46099713134765,508.1763275760094
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,46,4.533410265788591,0.785389478802681,0.6068084481358528,nan,1.249812160219465,4.613927884499232,1000.0,0.0,nan,0,50406,0,304,189.95920889718192,220.94123026529948,0.6651590892246791,0.4482619356860717,0.8426632363260298,0.9795868621119571,5594.522851580922,512.2261090589444,0.6044550112315586,1.3203008667627971,0.8426632363260298,0.9795868621119571,2.485254706917836,4.0432701772925865,189.95920889718192,220.94123026529948,3.4200639891426867,1.0244337829415702,0.45320747338890643,0.97646482504192,135.22416708374024,385.65898535749955
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,47,4.7464023579153265,0.7856434780359268,0.605798105597496,nan,1.7400055564939976,4.444583628674348,1000.0,0.0,nan,0,50728,0,304,175.96555137634277,221.27434046427408,0.7524521201848984,0.43080693929145736,0.7797202546757127,0.980749222316313,5193.307714162313,512.6201790935222,0.6086638607084751,0.6529966755708059,0.7797202546757127,0.980749222316313,2.5270620650862172,4.0664237476802105,175.96555137634277,221.27434046427408,3.4506790746426135,1.0203240536592693,0.43916135957440383,0.9755276906892844,135.58005310058593,390.66503088271037
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,4.7464023579153265,0.7862399798631668,0.6042113873362541,nan,1.0409442314079829,4.230283277928829,1000.0,0.0,nan,0,50303,0,301,206.46480669294084,222.27185302734375,0.5222016487802777,0.4078723746786515,0.9144370761732622,0.9851821321846006,6253.116272850435,515.7347014807827,0.3298880831238681,0.25410316773729086,0.9144370761732622,0.9851821321846006,2.535022800097214,4.0892652281811825,206.46480669294084,222.27185302734375,3.4675682569475956,1.0265909732069698,0.41047923109139217,0.9835690527315734,136.25361911010742,396.9844487083758
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,5.115081162249193,0.7866604813933372,0.6026714107394219,nan,1.2602870464324951,4.145056393096844,1000.0,0.0,nan,0,50128,0,300,179.65682678222657,221.3468862915039,0.6990250945091248,0.3980961564183235,0.7970115652752865,0.9813685755235995,5290.893630642297,517.744883199477,0.6052227824926376,0.7638576210538546,0.7970115652752865,0.9813685755235995,2.5434705867594833,4.1115643290045245,179.65682678222657,221.3468862915039,3.4843268321065075,1.0367370762092243,0.4030294176985006,0.9783463294539548,134.6047000427246,363.55586622610923
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.115081162249193,0.7870899823307991,0.6014919725060462,0.9552156684636472,1.020718949181693,8.668812487920125,1000.0,0.9159108365887692,1.0,50097,265,170,134,188.28091866629464,0.0,0.6213812359741756,0.0,0.8361745484367985,0.0,5578.930528921651,0.0,0.3309088242905481,44.70189860254526,0.8361745484367985,0.0,2.579849819362414,0.0,188.28091866629464,0.0,2.579849819362414,1.0911084061724374,0.6213812359741756,0.8361745484367985,6.589832153320312,195.2625685122578
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7873389798402787,0.600415150821209,0.9595971161485047,1.0715780556201935,20.346681873003643,1000.0,0.9252411627340945,1.0,50312,370,116,190,188.22271156311035,0.0,0.6089973039925098,0.0,0.8352909690684401,0.0,5431.007259611346,0.0,0.4757370576262474,38.60839915017287,0.8352909690684401,0.0,2.618505645680375,0.0,188.22271156311035,0.0,2.618505645680375,1.0982083150875857,0.6089973039925098,0.8352909690684401,7.528908462524414,217.24029038445383
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7876994812488556,0.5993164247274398,0.8924393970056615,0.803320403609957,26.561913491884866,1000.0,0.8440044730784042,1.0,50055,261,190,114,181.3737313406808,0.0,0.6510909199714661,0.0,0.8035851723282409,0.0,5386.237444278873,0.0,0.27535905156816753,53.04266224463781,0.8035851723282409,0.0,2.674787282679514,0.0,181.3737313406808,0.0,2.674787282679514,1.0976682050417241,0.6510909199714661,0.8035851723282409,6.348080596923828,188.51831054976057
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.78832798153162,0.597878645658493,0.895931033589319,0.8530301370403983,36.02609489917755,1000.0,0.8186067601045353,1.0,50244,521,196,111,181.8103290904652,0.0,0.6330004280263727,0.0,0.8056794781999351,0.0,5955.74261060682,0.0,0.3309637118469585,68.84433431943258,0.8056794781999351,0.0,2.7226329099155953,0.0,181.8103290904652,0.0,2.7226329099155953,1.100934775298103,0.6330004280263727,0.8056794781999351,9.999568099975585,327.5658435833751
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7885094818472862,0.597126587331295,0.842803860803507,1.0632288970730521,47.582772053082785,1000.0,0.7475620697089621,1.0,50139,384,179,130,178.5276336669922,0.0,0.6406468911604448,0.0,0.7921606485354006,0.0,5548.803269786134,0.0,0.4160087379542264,114.71052234848341,0.7921606485354006,0.0,2.749635199413998,0.0,178.5276336669922,0.0,2.749635199413998,1.105869530229064,0.6406468911604448,0.7921606485354006,9.81901985168457,305.18417983823736
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,55,5.231838267806581,0.7888574793934822,0.5961775115132332,0.8317734850487739,1.0006902255117893,59.79471710364024,1000.0,0.763010665409859,1.0,49980,216,197,109,175.0765552520752,0.0,0.6566178277134895,0.0,0.7750640895692285,0.0,6059.568422880085,0.0,0.6046571284532547,127.76756863335768,0.7750640895692285,0.0,2.7692270339485834,0.0,175.0765552520752,0.0,2.7692270339485834,1.1131810703561615,0.6566178277134895,0.7750640895692285,7.003062210083008,242.3827369152034
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,56,5.268389459213243,0.7893429797887802,0.5948046916723251,0.9248995061244663,0.7845382144053777,76.39020052750905,1000.0,0.8698408257672798,1.0,49977,201,201,101,169.16754913330078,0.0,0.6867980659008026,0.0,0.7501128474212556,0.0,5788.52854747649,0.0,0.5122307141621908,168.42235347429911,0.7501128474212556,0.0,2.7914897513456856,0.0,169.16754913330078,0.0,2.7914897513456856,1.1198243648430177,0.6867980659008026,0.7501128474212556,5.075026473999023,173.65585642429468
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,57,5.446859078288848,0.7894759806990623,0.5942877733707428,0.8924491322453811,0.7440134797777448,97.8398898267746,1000.0,0.8115410445495022,1.0,50492,733,154,157,171.53904724121094,0.0,0.6681285798549652,0.0,0.7606436620505311,0.0,5457.307346599586,0.0,0.2565424697739737,176.8321950006485,0.7606436620505311,0.0,2.8915860070844777,0.0,171.53904724121094,0.0,2.8915860070844777,1.1072066077642535,0.6681285798549652,0.7606436620505311,12.007733306884766,382.011514261971
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,58,5.446859078288848,0.7900649788975715,0.5930306652188301,0.8631858894084931,0.8735600882454923,118.52023789405823,1000.0,0.7827973810799973,1.0,50848,1100,119,197,176.15678245142885,0.0,0.6109871895689714,0.0,0.7819513411284108,0.0,5586.447163276834,0.0,0.258067839239773,173.15122561310727,0.7819513411284108,0.0,2.9911828893010424,0.0,176.15678245142885,0.0,2.9911828893010424,1.0967482853995905,0.6109871895689714,0.7819513411284108,16.73489433288574,530.7124805112992
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,59,5.446859078288848,0.7902274799346923,0.592572840154171,0.9354055831649762,0.7909785335262617,139.9579388920466,1000.0,0.8871349802046229,1.0,50569,681,122,186,179.52507400512695,0.0,0.5718047035237154,0.0,0.7955127697173482,0.0,5702.248454257405,0.0,0.33745118851463,179.59143222361803,0.7955127697173482,0.0,3.0492362818141943,0.0,179.52507400512695,0.0,3.0492362818141943,1.08676529177013,0.5718047035237154,0.7955127697173482,10.771504440307616,342.13490725544426
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,60,5.446859078288848,0.7905749800801277,0.5919531947374344,0.8879116882132185,1.0684705637395382,162.71048391819,1000.0,0.8283145440444718,1.0,50288,392,129,177,186.81536356608072,0.0,0.4892711958123578,0.0,0.829105546720592,0.0,5367.439855133841,0.0,0.8354952385028204,181.53094905664523,0.829105546720592,0.0,3.0610551654449285,0.0,186.81536356608072,0.0,3.0610551654449285,1.0972299846150404,0.4892711958123578,0.829105546720592,8.406691360473634,241.5347934810228
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,61,5.446859078288848,0.7907719817757607,0.5913756668567658,0.8217867393369621,1.0886708291677327,184.63192041397096,1000.0,0.7540496843755021,1.0,50386,602,155,155,166.57701932466946,0.0,0.6464308248116419,0.0,0.7398382340812533,0.0,5616.236776719305,0.0,0.4076192012199989,188.51339654068153,0.7398382340812533,0.0,3.1271446740450695,0.0,166.57701932466946,0.0,3.1271446740450695,1.103112178021602,0.6464308248116419,0.7398382340812533,10.827506256103515,365.05539048675485
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,62,5.446859078288848,0.7910669806599617,0.5907552516460419,0.9231640735374328,0.932683590385649,209.40355482260387,1000.0,0.8621234421384496,1.0,50193,373,166,140,162.56013997395834,0.0,0.6873828967412313,0.0,0.7199560992902428,0.0,5594.201515008825,0.0,0.3042949421538247,185.15651476249099,0.7199560992902428,0.0,3.197500807826429,0.0,162.56013997395834,0.0,3.197500807826429,1.0840372961634723,0.6873828967412313,0.7199560992902428,7.315206298828125,251.7390681753971
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,63,5.446859078288848,0.7912054795026779,0.5902281644940376,0.868744569783314,1.0341535264795476,233.94162819226582,1000.0,0.7785763682090235,1.0,50135,431,203,105,173.3371152010831,0.0,0.5568494065241381,0.0,0.7686101737034818,0.0,5850.430979288119,0.0,0.3718760758638382,231.51807341367007,0.7686101737034818,0.0,3.22758404900169,0.0,173.3371152010831,0.0,3.22758404900169,1.0947640025994958,0.5568494065241381,0.7686101737034818,9.53354133605957,321.7737038608465
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,64,5.446859078288848,0.7912709826231002,0.5903840720653534,0.918175785175354,1.3808058670588903,263.96809696038565,1000.0,0.8546400860160553,1.0,50664,870,143,167,170.2219467163086,0.0,0.5699007000241961,0.0,0.7540805265065085,0.0,5616.420040444753,0.0,0.7601468222481864,229.12507111171882,0.7540805265065085,0.0,3.276359456093427,0.0,170.2219467163086,0.0,3.276359456093427,1.097874102513127,0.5699007000241961,0.7540805265065085,11.915536270141601,393.1494028311326
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,65,5.446859078288848,0.791868980228901,0.5890544611215591,0.8689524026757071,0.7852618992328644,287.3300513299306,1000.0,0.7775336113023016,1.0,50225,525,195,115,173.6753362019857,0.0,0.526193535576264,0.0,0.7693944405154959,0.0,6189.244921004337,0.0,0.18765544643004736,257.0991262236237,0.7693944405154959,0.0,3.295143531000298,0.0,173.6753362019857,0.0,3.295143531000298,1.1088836679982341,0.526193535576264,0.7693944405154959,10.42052017211914,371.35469526026014
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,66,5.446859078288848,0.7922149813175201,0.5885050427913666,0.9304913005069457,0.8079852256923914,318.54673811117806,1000.0,0.8743910318863455,1.0,50110,326,190,114,168.117769241333,0.0,0.5544263087213039,0.0,0.7471466914434857,0.0,5439.981638499416,0.0,0.43036320619285107,277.72760365774235,0.7471466914434857,0.0,3.3104883242041967,0.0,168.117769241333,0.0,3.3104883242041967,1.1192517609803325,0.5544263087213039,0.7471466914434857,6.724710769653321,217.5992655399766
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,67,5.446859078288848,0.7920959809422493,0.5883692407608032,0.8639976545064911,1.0608762736831392,349.5780792204539,1000.0,0.7835659648798818,1.0,50451,682,151,160,157.74903106689453,0.0,0.6687247944729668,0.0,0.700193619425716,0.0,5414.315588702428,0.0,0.27646005685840336,349.519774261117,0.700193619425716,0.0,3.4307442721544352,0.0,157.74903106689453,0.0,3.4307442721544352,1.083292906206572,0.6687247944729668,0.700193619425716,11.042432174682617,379.0020912091698
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,68,5.446859078288848,0.7922629809379578,0.5886776134371757,0.9085975851264358,1.3451660248366268,380.5307318798701,1000.0,0.8414448325234605,1.0,50309,487,153,155,165.24631292169744,0.0,0.5747983672402122,0.0,0.7319715192764875,0.0,5114.897461424076,0.0,0.25224929641593585,364.78684324714044,0.7319715192764875,0.0,3.494471465737771,0.0,165.24631292169744,0.0,3.494471465737771,1.0709885631147975,0.5747983672402122,0.7319715192764875,9.08854721069336,281.3193603783242
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,69,5.4596954584744575,0.7923974788188934,0.587928022146225,0.969410351221964,0.668697622915109,414.6908745733897,1000.0,0.9410820442536988,1.0,49990,300,246,56,176.94771830240884,0.0,0.4345850422978401,0.0,0.7851746809414548,0.0,5677.412936868004,0.0,7.992620977262656,373.3222138971587,0.7851746809414548,0.0,3.505623918181499,0.0,176.94771830240884,0.0,3.505623918181499,1.0793988060574542,0.4345850422978401,0.7851746809414548,5.3084315490722656,170.32238810604008
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,70,5.4596954584744575,0.7924939820170402,0.5875102108716965,0.9397465136637748,1.3988901495933532,457.6018319225311,1000.0,0.8903411694875111,1.0,49895,161,224,78,157.62420959472655,0.0,0.590810626745224,0.0,0.6997827330173487,0.0,5127.465722007024,0.0,1.9377877235412597,784.4117261405786,0.6997827330173487,0.0,3.5327955434218072,0.0,157.62420959472655,0.0,3.5327955434218072,1.0757588233748696,0.590810626745224,0.6997827330173487,3.940605239868164,128.18664305017563
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,71,5.4596954584744575,0.7928954800963401,0.5870036596059799,0.9641367710421419,0.8190662463506063,533.0486766767502,1000.0,0.9312347061507196,1.0,49715,50,264,35,162.94397989908853,0.0,0.5306199987729391,0.0,0.7224121514684704,0.0,4855.700883197073,0.0,0.7193101048469543,7308.952675415675,0.7224121514684704,0.0,3.542307383473697,0.0,162.94397989908853,0.0,3.542307383473697,1.0781824985305868,0.5306199987729391,0.7224121514684704,2.4441596984863283,72.8355132479561
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,72,5.4596954584744575,0.7929594784975051,0.5868016630411148,0.9412290553208589,1.1885941740539339,1165.0381913105646,1000.0,0.8955758229474282,1.0,50262,453,174,133,161.06437174479166,0.0,0.5350444954302576,0.0,0.7130703967303007,0.0,5613.9718968499765,0.0,0.45204590757687885,11558.982433128655,0.7130703967303007,0.0,3.587256679946753,0.0,161.06437174479166,0.0,3.587256679946753,1.087186361557023,0.5350444954302576,0.7130703967303007,7.247896728515625,252.62873535824895
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,73,5.4596954584744575,0.7930744805932045,0.5870806360244751,0.8841993338263111,1.2172401040792464,2898.1711274162926,1000.0,0.7970317621282724,1.0,50463,704,147,166,159.77686665852863,0.0,0.5311133285363515,0.0,0.7078696924020059,0.0,5370.051118535582,0.0,0.7007829467455546,7564.322604651054,0.7078696924020059,0.0,3.6532255136381666,0.0,159.77686665852863,0.0,3.6532255136381666,1.0951859115342764,0.5311133285363515,0.7078696924020059,11.983264999389649,402.7538338901686
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,74,5.4596954584744575,0.793216479420662,0.5864314180612564,0.9918166866482775,1.0753786444664002,3592.5973158852257,1000.0,0.9838263777863535,1.0,50094,224,162,140,150.6742736816406,0.0,0.6114231526851654,0.0,0.6656564323944043,0.0,4704.872560178853,0.0,2.3163391828536986,5787.07234366854,0.6656564323944043,0.0,3.6821591409543566,0.0,150.6742736816406,0.0,3.6821591409543566,1.104638210047257,0.6114231526851654,0.6656564323944043,3.766856842041016,117.62181400447133
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,75,5.4596954584744575,0.7931644788384438,0.5863882356882095,0.8595153894889228,0.9329187544909391,4001.4940282678604,1000.0,0.7680749806041279,1.0,50184,439,186,123,168.16299438476562,0.0,0.4205678538842635,0.0,0.746070918149033,0.0,5331.896339396186,0.0,0.194214483553713,5672.268182041794,0.746070918149033,0.0,3.7207450864594613,0.0,168.16299438476562,0.0,3.7207450864594613,1.1130791712516614,0.4205678538842635,0.746070918149033,9.24896469116211,293.2542986667902
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,76,5.4596954584744575,0.7935014802217484,0.5862579226493836,0.8665006956247496,1.2903455251997167,4307.645213111242,1000.0,0.783201938481,1.0,50208,425,170,139,148.1817987615412,0.0,0.6256435107101094,0.0,0.6575441479512967,0.0,5146.765984366598,0.0,0.4466215805573897,15700.760592025916,0.6575441479512967,0.0,3.79503105745394,0.0,148.1817987615412,0.0,3.79503105745394,1.1081229762710458,0.6256435107101094,0.6575441479512967,8.149998931884765,283.0721291401629
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,77,5.4596954584744575,0.7932144773006439,0.5872561937570572,0.8810748029713599,1.382208247979482,6845.388322531382,1000.0,0.8005091739263495,1.0,50535,794,157,156,150.74376627604167,0.0,0.5654265999794006,0.0,0.6684176149358663,0.0,5210.939394807783,0.0,1.1620603720347087,11284.20144052585,0.6684176149358663,0.0,3.8664643446088833,0.0,150.74376627604167,0.0,3.8664643446088833,1.1256148296253912,0.5654265999794006,0.6684176149358663,11.305782470703125,390.82045461058385
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,78,5.495036931826103,0.7936404785513878,0.5864340457320213,0.9554936363180936,1.2948064463479179,8475.292778751056,1000.0,0.9164880780692725,1.0,50115,303,181,125,154.32281058175224,0.0,0.5075221189430782,0.0,0.6847317790505214,0.0,5129.4198549228095,0.0,1.3438397816249303,4645.443842376868,0.6847317790505214,0.0,3.888124638005324,0.0,154.32281058175224,0.0,3.888124638005324,1.1367029204133678,0.5075221189430782,0.6847317790505214,5.401298370361328,179.52969492229832
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,79,5.495036931826103,0.7938189807534218,0.5862696251273155,0.8761753874880055,0.6338234146436056,8736.038970262209,1000.0,0.7982791315126351,1.0,49922,185,219,82,162.72147115071616,0.0,0.47910696268081665,0.0,0.7225993819222541,0.0,5397.9581801599115,0.0,0.13305293023586273,22275.786357359637,0.7225993819222541,0.0,3.936000010609578,0.0,162.72147115071616,0.0,3.936000010609578,1.1109426321987765,0.47910696268081665,0.7225993819222541,4.881644134521484,161.93874540479734
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,80,5.883317029997062,0.7938189780712128,0.5866087949275971,0.8660379582906581,1.1020870529688322,12188.062420632044,1000.0,0.7774040328344778,1.0,50293,600,193,118,148.7961660531851,0.0,0.5476237948124225,0.0,0.6598991411550793,0.0,5076.461531648889,0.0,0.31393677454728347,14606.285445038478,0.6598991411550793,0.0,3.9853509529561713,0.0,148.7961660531851,0.0,3.9853509529561713,1.1343059459032427,0.5476237948124225,0.6598991411550793,9.671750793457031,329.9699995571778
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,81,5.883317029997062,0.7938564810156822,0.5865246403217316,0.9501366165767002,0.6884396858513355,14303.836182433764,1000.0,0.9084390353794431,1.0,50190,360,168,138,162.57149505615234,0.0,0.37849372904747725,0.0,0.7213401440643117,0.0,5293.835181287555,0.0,0.26681242883205414,8504.204682658612,0.7213401440643117,0.0,4.00840185761838,0.0,162.57149505615234,0.0,4.00840185761838,1.13459070215645,0.37849372904747725,0.7213401440643117,6.5028598022460935,211.7534072515022
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,82,5.883317029997062,0.7942679810523987,0.5857669463753701,0.9529675638371291,1.0297889212767284,15211.023800330162,1000.0,0.9115504995786686,1.0,49704,85,287,12,148.93084208170572,0.0,0.5018468201160431,0.0,0.6618520607860212,0.0,5043.045944053684,0.0,1.5144892930984497,27533.379235086442,0.6618520607860212,0.0,4.018990214345862,0.0,148.93084208170572,0.0,4.018990214345862,1.1409640034993644,0.5018468201160431,0.6618520607860212,2.233962631225586,75.64568916080526
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,83,5.883317029997062,0.7941459798812867,0.5866741761565208,0.9164114194270114,1.417505919933319,19829.33906897545,1000.0,0.8507456418098543,1.0,50199,424,181,126,146.03329162597657,0.0,0.55844064950943,0.0,0.6472399707254363,0.0,5155.701327607041,0.0,0.9945042729377747,18906.93595012029,0.6472399707254363,0.0,4.081057677673738,0.0,146.03329162597657,0.0,4.081057677673738,1.1418320037893728,0.55844064950943,0.6472399707254363,7.301664581298828,257.7850663803521
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,84,5.883317029997062,0.791198481246829,0.7390135213732719,0.9603564372856539,1.1288974114826746,20487.714764521916,1000.0,0.9270279993080066,0.9984126984126984,50163,403,207,97,144.65099007742745,0.0,0.5554455901895251,0.0,0.6400949646037011,0.0,5426.331951092167,0.0,8.583869201796395,6375.543227184415,0.6400949646037011,0.0,4.119202691867881,0.0,144.65099007742745,0.0,4.119202691867881,1.1449630654240412,0.5554455901895251,0.6400949646037011,5.062784652709961,189.9216182882259
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,85,6.069580281006019,0.790230979770422,5283206.027872627,0.9173244384196542,1.2327877059578896,20982.502536907195,1000.0,0.870513898020272,0.9987373737373737,50230,481,207,98,152.9509162902832,0.0,0.4471207521855831,0.0,0.6780523949146017,0.0,5365.3777671771395,0.0,248482.95831588656,403532.83984562336,0.6780523949146017,0.0,4.150718397864535,0.0,152.9509162902832,0.0,4.150718397864535,1.1442233603057625,0.4471207521855831,0.6780523949146017,6.1180366516113285,214.61511068708558
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,86,6.069580281006019,0.7898599800188094,430132.1471060243,0.8835972540045767,1.2833886861801147,48981.27150002162,1000.0,0.7959706959706959,1.0,49746,107,272,31,140.5330078125,0.0,0.6144603610038757,0.0,0.6231091489763643,0.0,5279.46929153754,0.0,0.8944021701812744,515064.8964831106,0.6231091489763643,0.0,4.17739678576696,0.0,140.5330078125,0.0,4.17739678576696,1.1544459755980305,0.6144603610038757,0.6231091489763643,3.5133251953125,131.98673228843847
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,87,6.069580281006019,0.7907969800382852,280058.9504132706,0.900257110362451,0.993181623518467,72884.30250395458,1000.0,0.8361322924231421,1.0,49936,217,230,73,143.98655700683594,0.0,0.5216753780841827,0.0,0.6394460472925215,0.0,5754.411541269027,0.0,0.509222482641538,40083.322714601454,0.6394460472925215,0.0,4.2046689330757365,0.0,143.98655700683594,0.0,4.2046689330757365,1.1547986895673545,0.5216753780841827,0.6394460472925215,4.3195967102050785,172.63234623807082
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,88,6.069580281006019,0.7916469807177782,195560.40507970302,0.8580238672190145,0.4790181279182434,76647.31438415527,1000.0,0.8074603174603174,1.0,49846,175,258,45,162.02977294921874,0.0,0.2684953449293971,0.0,0.7181985424203969,0.0,5763.828939855163,0.0,0.2713469475507736,1255733.337749504,0.7181985424203969,0.0,4.217948324565807,0.0,162.02977294921874,0.0,4.217948324565807,1.1557665991731683,0.2684953449293971,0.7181985424203969,4.050744323730469,144.0957234963791
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,89,6.069580281006019,0.7923759804666042,91271.16568318396,0.8872074824060113,1.258491039276123,127978.00259943644,1000.0,0.8193437504616864,1.0,50153,412,203,102,145.75711398654514,0.0,0.45879731410079533,0.0,0.6458578772673373,0.0,5509.616248002681,0.0,0.5036963191297319,41881.450763470726,0.6458578772673373,0.0,4.26960050787423,0.0,145.75711398654514,0.0,4.26960050787423,1.1487399083703875,0.45879731410079533,0.6458578772673373,6.559070129394531,247.93273116012068
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,90,6.069580281006019,0.792590479850769,103851.5455496037,0.8194946653718818,1.1157016839299883,132125.31424316406,1000.0,0.7198098456389788,1.0,50251,578,186,125,144.86014665876115,0.0,0.47224329518420355,0.0,0.6420536027246341,0.0,5262.385034177522,0.0,0.16056394497198717,473655.99117764673,0.6420536027246341,0.0,4.339448259464681,0.0,144.86014665876115,0.0,4.339448259464681,1.1464857724946247,0.47224329518420355,0.6420536027246341,10.14021026611328,368.36695239242647
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,91,6.069580281006019,0.7928109805285931,21263.157933626473,0.8809790265103326,1.3462642431259155,162369.98290166218,1000.0,0.8045529407935422,1.0,49999,263,218,86,137.2302965436663,0.0,0.6230328764234271,0.0,0.6069972928389851,0.0,5544.990069998162,0.0,2.20052478994642,11772055.763855878,0.6069972928389851,0.0,4.385325633631927,0.0,137.2302965436663,0.0,4.385325633631927,1.1478425153140175,0.6230328764234271,0.6069972928389851,4.80306037902832,194.07465244993568
