algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,krum_score_honest,krum_score_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,6.828242693504562,0.8792146433393161,593.6592592723171,0.8621161304614714,1.6487266434275585,20729.264193229676,1000.0,0.53779159181879,1.0,30625,892,55,164,1.1864060707714246,1466.1848236584663,7022.5360739202815,0.0,0.6091887694387957,0.0,137.41234024711278,0.0,4.981193628838455,0.0,137.41234024711278,0.0,0.6091887694387957,0.0,0.6775169945929361,0.0,4.981193628838455,1.1213346108236226,0.6775169945929361,0.6091887694387957,10.53494608561198,538.3944323338882
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,6.828242693504562,0.8791613123814265,736.934092083474,0.7873947812652866,1.60396648645401,21038.451132888793,1000.0,0.4231729770559909,1.0,29963,241,166,40,3.2143926858901977,42833.727046999935,6772.944919838727,0.0,0.6176544941372836,0.0,139.26111297607423,0.0,5.006681507916406,0.0,139.26111297607423,0.0,0.6176544941372836,0.0,0.66143718957901,0.0,5.006681507916406,1.1174803466516425,0.66143718957901,0.6176544941372836,4.642037099202474,225.76483066129092
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,6.828242693504562,0.8790039781729381,775.8460038757324,0.825963004865633,1.861921139061451,24082.475699996947,1000.0,0.3816860512430178,1.0,30220,391,64,149,2.682189330458641,12.946850477457046,7125.752984367344,0.0,0.6002290721471661,0.0,135.45554637908936,0.0,5.0421288408509195,0.0,135.45554637908936,0.0,0.6002290721471661,0.0,0.7288691811263561,0.0,5.0421288408509195,1.1228389043607199,0.7288691811263561,0.6002290721471661,7.224295806884766,380.0401591662583
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,7.247935214491967,0.8789059759179751,499.73477860063315,0.9261673111560336,2.008897665888071,24184.141546401977,1000.0,0.5422268050902181,1.0,30334,496,74,138,2.618959903717041,646.4102233397961,6661.526141997274,0.0,0.6014735220471921,0.0,135.70280838012695,0.0,5.076945610800056,0.0,135.70280838012695,0.0,0.6014735220471921,0.0,0.7176464218646288,0.0,5.076945610800056,1.1290553703667727,0.7176464218646288,0.6014735220471921,7.237483113606771,355.2813942398546
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,7.247935214491967,0.8791383109490076,571.9615038328369,0.9513091030350399,1.5196713507175446,24434.290879478456,1000.0,0.5797638357797417,1.0,30238,341,78,129,1.9892178232019597,368.3497910654545,7505.684603663561,0.0,0.6002290721471661,0.0,135.49377996271306,0.0,5.112435397221209,0.0,135.49377996271306,0.0,0.6002290721471661,0.0,0.7512280724265359,0.0,5.112435397221209,1.0962058394928613,0.7512280724265359,0.6002290721471661,4.968105265299479,275.2084354676639
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,7.247935214491967,0.8792456459999084,244.7157065508763,0.8647749694046571,1.510485009143227,24610.08273674011,1000.0,0.5088669782702664,1.0,30483,705,73,143,0.7040483308465857,9560.216860462428,7170.929305190104,0.0,0.6094084926941172,0.0,137.56353679456208,0.0,5.163158575033407,0.0,137.56353679456208,0.0,0.6094084926941172,0.0,0.6875217129525385,0.0,5.163158575033407,1.0808278847345638,0.6875217129525385,0.6094084926941172,8.712357330322266,454.15885599537324
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,7.464738274225713,0.8797666436433792,170.15267057875792,0.7286510222807479,1.4734241232275962,25546.69508079529,1000.0,0.47230941890223044,1.0,30420,817,119,98,1.004911758005619,105052.3882886982,7171.586070010839,0.0,0.6055442553751662,0.0,136.54462203979492,0.0,5.2039937139971695,0.0,136.54462203979492,0.0,0.6055442553751662,0.0,0.7222367376089096,0.0,5.2039937139971695,1.0771381545064325,0.7222367376089096,0.6055442553751662,9.102974802652994,478.1057380007227
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,7.464738274225713,0.8802363129456838,121.05092819551626,0.8875282028623533,1.6778216792477503,30261.982477493286,1000.0,0.5064979002846075,1.0,30535,639,32,182,1.8116848203870985,9.795491276979446,7763.343583172588,0.0,0.600229072147166,0.0,135.51344553629556,0.0,5.24589796282333,0.0,135.51344553629556,0.0,0.600229072147166,0.0,0.7251994444264306,0.0,5.24589796282333,1.0701022958112958,0.7251994444264306,0.600229072147166,8.130806732177735,465.8006149903553
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,7.464738274225713,0.8792283121744792,145.13858481705188,0.9125068373604618,1.6208673864603043,30198.638831939697,1000.0,0.5373392365579865,1.0,30024,179,115,90,3.219694957137108,99810.65712955952,7311.840635485911,0.0,0.6139908839960353,0.0,138.59840393066406,0.0,5.262866795677963,0.0,138.59840393066406,0.0,0.6139908839960353,0.0,0.6563655510544777,0.0,5.262866795677963,1.0676499197487335,0.6563655510544777,0.6139908839960353,3.6959574381510416,194.98241694629095
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,7.464738274225713,0.879742977420489,159.6320261714856,0.8961763498206752,1.6127268075942993,35163.51802692413,1000.0,0.489609448522492,1.0,30219,303,61,147,2.1350446343421936,12.40384518623352,7558.773288619636,0.0,0.600421500263716,0.0,135.42613220214844,0.0,5.2809290809056275,0.0,135.42613220214844,0.0,0.600421500263716,0.0,0.6964234759410223,0.0,5.2809290809056275,1.0716442919544196,0.6964234759410223,0.600421500263716,5.417045288085937,302.35093154478545
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,7.464738274225713,0.8797556459903717,123.11992584804693,0.893703693286857,1.9097530586378915,35213.440831871034,1000.0,0.4673417816537565,1.0,30153,354,100,111,3.1576613017490933,43897.22789911747,7665.702278395144,0.0,0.6024284160268023,0.0,136.11229378836495,0.0,5.311917095398534,0.0,136.11229378836495,0.0,0.6024284160268023,0.0,0.7419533218656268,0.0,5.311917095398534,1.0663607174080967,0.7419533218656268,0.6024284160268023,6.3519070434570315,357.7327729917734
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,7.464738274225713,0.880353977282842,58.3087958774964,0.8201741217457835,1.6457889400995696,37570.00039722442,1000.0,0.5139261287362774,1.0,30191,336,84,125,1.9775542937792265,4083.613973194957,7504.260187815862,0.0,0.6002290721471661,0.0,135.52828392615686,0.0,5.339408075014966,0.0,135.52828392615686,0.0,0.6002290721471661,0.0,0.7065327992806067,0.0,5.339408075014966,1.0639492230995713,0.7065327992806067,0.6002290721471661,5.872892303466797,325.18460813868734
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,7.464738274225713,0.8797966436545054,68.97942313502232,0.9247057804574875,1.7295898409450756,38080.33005317688,1000.0,0.6652404811922176,1.0,30711,802,42,171,1.8254855380338781,2290.992833506465,7531.714349820424,0.0,0.6002290721471661,0.0,135.44053919175093,0.0,5.373289591428594,0.0,135.44053919175093,0.0,0.6002290721471661,0.0,0.7104406882734859,0.0,5.373289591428594,1.0586546876042895,0.7104406882734859,0.6002290721471661,7.674963887532552,426.79714648982406
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,7.464738274225713,0.8801019775867462,46.29390245497227,0.8447286520371894,1.697657306989034,38379.6749445343,1000.0,0.5451329659657592,1.0,30487,583,25,189,1.4701672080490324,7.448030722141266,8198.136471995864,0.0,0.600229072147166,0.0,135.2670839097765,0.0,5.4242208086690225,0.0,135.2670839097765,0.0,0.600229072147166,0.0,0.7456275324026743,0.0,5.4242208086690225,1.0078416786984141,0.7456275324026743,0.600229072147166,8.116025034586588,491.88818831975186
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,7.464738274225713,0.8797286432981491,63.36740728497505,0.9011757432514065,1.570163643360138,38445.40628425598,1000.0,0.6727476693430492,1.0,30503,610,57,154,2.0838728745778403,33.58866265177727,8165.1005250115995,0.0,0.6045695475867149,0.0,136.30670471191405,0.0,5.452321969087653,0.0,136.30670471191405,0.0,0.6045695475867149,0.0,0.6727722987532616,0.0,5.452321969087653,1.00749477192092,0.6727722987532616,0.6045695475867149,6.815335235595703,408.25502625058
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,7.464738274225713,0.8798949776093165,41.41945793171724,0.9219708900023861,2.043732081140791,38489.58561477661,1000.0,0.4940084586466166,1.0,29887,169,180,24,3.1352913039071217,140943.41703087807,7696.070756453955,0.0,0.6002290721471661,0.0,135.45674569266183,0.0,5.469109392574953,0.0,135.45674569266183,0.0,0.6002290721471661,0.0,0.7838952711650303,0.0,5.469109392574953,1.0000498967703895,0.7838952711650303,0.6002290721471661,3.1606573994954426,179.57498431725895
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,7.464738274225713,0.8796846447388331,68.85129593034586,0.8422102594740511,1.8294885555903118,44335.28192699432,1000.0,0.42429390865505934,1.0,30298,493,64,151,1.4239173001713223,15.847909784913064,8195.191154672917,0.0,0.600229072147166,0.0,135.32955169677734,0.0,5.494290943834198,0.0,135.32955169677734,0.0,0.600229072147166,0.0,0.74040886759758,0.0,5.494290943834198,1.012811417665658,0.74040886759758,0.600229072147166,8.11977310180664,491.71146928037496
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,7.464738274225713,0.8795806429783504,40.73777098119259,0.8675134868843996,2.104861840605736,44385.27715057373,1000.0,0.586483478173387,1.0,30300,518,98,116,3.410491243004799,1254.6636326372623,7815.616037636217,0.0,0.6002290721471661,0.0,135.43526363372803,0.0,5.516721642830449,0.0,135.43526363372803,0.0,0.6002290721471661,0.0,0.7320056706666946,0.0,5.516721642830449,1.0241291459245414,0.7320056706666946,0.6002290721471661,7.223214060465494,416.8328553405982
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,7.464738274225713,0.879163976709048,89.64171768744787,0.9498724438602146,2.176873912413915,44696.4231917572,1000.0,0.6057106002461142,1.0,30379,388,26,181,5.056668758392334,19.266404621601104,7694.598621338417,0.0,0.6002290721471661,0.0,135.26618576049805,0.0,5.5333450534530355,0.0,135.26618576049805,0.0,0.6002290721471661,0.0,0.7194124112526575,0.0,5.5333450534530355,1.0330884080207303,0.7194124112526575,0.6002290721471661,5.410647430419922,307.7839448535367
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,7.464738274225713,0.878943310379982,44.40637563248475,0.8800336573082527,2.0055447083253126,44782.903635635375,1000.0,0.5796615836876523,1.0,30885,1148,33,188,1.6954495998529286,7.06431534588337,7761.702075583701,0.0,0.600229072147166,0.0,135.45279341477615,0.0,5.585397191805202,0.0,135.45279341477615,0.0,0.600229072147166,0.0,0.7509282002082238,0.0,5.585397191805202,1.021303720038767,0.7509282002082238,0.600229072147166,11.739242095947265,672.6808465505875
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,7.464738274225713,0.878262645204862,45.45568455715974,0.8256183742259983,2.0697848051786423,44744.57714683533,1000.0,0.48711871917055305,1.0,30605,888,39,182,3.2493490974108377,1988.868372118473,8219.710005195926,0.0,0.6002290721471661,0.0,135.42169761657715,0.0,5.635060670499636,0.0,135.42169761657715,0.0,0.6002290721471661,0.0,0.7361079851786295,0.0,5.635060670499636,1.0057660563598152,0.7361079851786295,0.6002290721471661,10.833735809326171,657.5768004156741
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,7.464738274225713,0.8784523123502731,47.721248024006684,0.8161361522344002,2.124963802950723,44951.11317230225,1000.0,0.4831306257672478,1.0,30267,368,55,156,3.5234058925083707,194.5974909257889,8445.330517647491,0.0,0.6002290721471661,0.0,135.3447505405971,0.0,5.663123389963171,0.0,135.3447505405971,0.0,0.6002290721471661,0.0,0.756139657327107,0.0,5.663123389963171,0.9975874700834078,0.756139657327107,0.6002290721471661,6.316088358561198,394.1154241568829
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,7.464738274225713,0.8785709770520528,39.63811197131872,0.956336395445267,1.9981656521558762,45154.837765846256,1000.0,0.8041192899623621,1.0,30171,242,76,129,6.16308006644249,381.87530564546586,7118.839901512001,0.0,0.6002290721471661,0.0,135.34190368652344,0.0,5.673943163722352,0.0,135.34190368652344,0.0,0.6002290721471661,0.0,0.7337261885404587,0.0,5.673943163722352,1.0052937467082788,0.7337261885404587,0.6002290721471661,3.609117431640625,189.8357307069867
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,7.464738274225713,0.8781296443939209,45.524255173007646,0.7650534111353955,2.2336946725845337,45175.79235855103,1000.0,0.5071019004596132,1.0,30146,403,115,98,2.8491017520427704,17041.731597437858,7786.550216463005,0.0,0.6002290721471661,0.0,135.37492084503174,0.0,5.700480721614755,0.0,135.37492084503174,0.0,0.6002290721471661,0.0,0.7085605300962925,0.0,5.700480721614755,1.0073541756460185,0.7085605300962925,0.6002290721471661,7.219995778401692,415.2826782113603
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,7.464738274225713,0.8784076432387035,34.598869731922946,0.933536787770201,1.8300428628921508,46767.11738353729,1000.0,0.7616061433122691,1.0,30607,713,55,157,2.7950831333796184,10.658199508786202,7857.1556087701565,0.0,0.6034708309639714,0.0,136.19153849283853,0.0,5.725024230334591,0.0,136.19153849283853,0.0,0.6034708309639714,0.0,0.6600394636392594,0.0,5.725024230334591,1.004929731015248,0.6600394636392594,0.6034708309639714,6.809576924641927,392.8577804385079
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,7.464738274225713,0.8782596455017726,37.94209268202384,0.9206144793954046,1.8322940270105998,46821.28507465363,1000.0,0.5169570554264703,1.0,30383,464,41,170,2.0074509143829347,605.4827424520254,8168.221553410029,0.0,0.6002290721471663,0.0,135.295122273763,0.0,5.749147120045597,0.0,135.295122273763,0.0,0.6002290721471663,0.0,0.675240174929301,0.0,5.749147120045597,1.0092412254432919,0.675240174929301,0.6002290721471663,6.764756113688151,408.41107767050147
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,7.569086904623589,0.8776989809672038,35.36731128295263,0.7186496314159248,2.1353873177008196,46959.96649131775,1000.0,0.4465207951675327,1.0,30314,644,81,137,1.9489600550044666,21705.15593908548,7848.581859753839,0.0,0.603383511783454,0.0,135.99736508456144,0.0,5.783706867020952,0.0,135.99736508456144,0.0,0.603383511783454,0.0,0.6939801851456816,0.0,5.783706867020952,1.0133995345448041,0.6939801851456816,0.603383511783454,9.973140106201171,575.5626697152816
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,7.569086904623589,0.8780193092425664,34.37632878035307,0.9026539751434147,1.804562427780845,48929.89944831848,1000.0,0.46717579559374384,1.0,30228,292,58,148,3.0305104038932105,2329.534851293564,8848.641550745453,0.0,0.6002290721471661,0.0,135.43773165616122,0.0,5.814828908781209,0.0,135.43773165616122,0.0,0.6002290721471661,0.0,0.7332737879319624,0.0,5.814828908781209,0.9802864913543344,0.7332737879319624,0.6002290721471661,4.966050160725912,324.4501901939999
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,7.569086904623589,0.8766669764121373,64.67785200566054,0.829068380420994,2.23912157535553,49206.75590694427,1000.0,0.5059573308477457,1.0,30821,1064,22,199,2.3967119359970095,8.425927691459655,7532.789026241778,0.0,0.6026217911852899,0.0,136.0152801513672,0.0,5.857600408371392,0.0,136.0152801513672,0.0,0.6026217911852899,0.0,0.7013625395298004,0.0,5.857600408371392,0.9702209688134248,0.7013625395298004,0.6026217911852899,11.334606679280599,627.7324188534815
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,7.569086904623589,0.8771953117847443,35.40446095734835,0.8849986161179118,1.7563494056463242,49179.78387138367,1000.0,0.48636949301592597,1.0,30457,673,59,157,1.8021661937236786,9909.32382638216,8685.350911289896,0.0,0.6002290721471659,0.0,135.33269882202148,0.0,5.8896642657081175,0.0,135.33269882202148,0.0,0.6002290721471659,0.0,0.7317343302071094,0.0,5.8896642657081175,0.9653146039931032,0.7317343302071094,0.6002290721471659,9.0221799214681,579.023394085993
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,7.569086904623589,0.8764586440722147,50.74738472789526,0.8504391756744537,2.1683842539787292,49991.90798641205,1000.0,0.5484040011774177,1.0,30625,808,39,178,3.529479208446684,11.464989154338836,8219.357129063292,0.0,0.6002290721471659,0.0,135.3567134312221,0.0,5.917468053440817,0.0,135.3567134312221,0.0,0.6002290721471659,0.0,0.7247195243835449,0.0,5.917468053440817,0.9753975504061864,0.7247195243835449,0.6002290721471659,9.474969940185547,575.3549990344304
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,7.596679411591728,0.8765873122215271,33.784521849056084,0.866103042239083,2.21852841797997,50094.96501304626,1000.0,0.507720018617305,1.0,30295,512,86,129,3.3383732683518352,528.6206342220306,7175.526189484662,0.0,0.6002290721471661,0.0,135.20000771915213,0.0,5.939082671827638,0.0,135.20000771915213,0.0,0.6002290721471661,0.0,0.6798074438291437,0.0,5.939082671827638,0.9863237564352676,0.6798074438291437,0.6002290721471661,7.661333770751953,406.6131507374642
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,7.596679411591728,0.8763886425892512,33.00803553829591,0.8659730922685271,2.4931936264038086,50095.756068458555,1000.0,0.5567156999168934,1.0,30263,369,68,142,5.292742490768433,1483.2216628539563,7838.290134229133,0.0,0.6002290721471661,0.0,135.39461576021634,0.0,5.957636444793505,0.0,135.39461576021634,0.0,0.6002290721471661,0.0,0.7520596981048584,0.0,5.957636444793505,0.987363973782422,0.7520596981048584,0.6002290721471661,5.867100016276042,339.65923914992914
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,7.596679411591728,0.8763639791806539,32.777100868920485,0.8819229325072749,2.31974634859297,50473.26449394226,1000.0,0.46189220469771314,1.0,30044,221,120,87,4.201709932751125,312235.1379350424,7233.848513554481,0.0,0.6002290721471661,0.0,135.50725809733072,0.0,5.968601278403128,0.0,135.50725809733072,0.0,0.6002290721471661,0.0,0.6600420574347178,0.0,5.968601278403128,0.9919018286529314,0.6600420574347178,0.6002290721471661,4.065217742919922,217.01545540663443
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,7.596679411591728,0.876562645037969,31.82604682693879,0.9702174296291943,1.7579864892694685,57938.54921470642,1000.0,0.5236741540201357,1.0,30123,222,82,123,2.6017577383253307,13618.905494110584,8127.473880839116,0.0,0.6002290721471661,0.0,135.40757412380643,0.0,5.984131443409529,0.0,135.40757412380643,0.0,0.6002290721471661,0.0,0.6602204872502221,0.0,5.984131443409529,0.9882890428707429,0.6602204872502221,0.6002290721471661,4.062227223714193,243.82421642517346
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,7.596679411591728,0.8762226428588231,34.07236064304908,0.9406848561059465,2.1307740052541098,58754.88154624939,1000.0,0.7117874476445178,1.0,30452,581,72,139,3.73312087059021,8350.19997730732,9225.99429633685,0.0,0.6002290721471663,0.0,135.3237782796224,0.0,6.0051160694589,0.0,135.3237782796224,0.0,0.6002290721471663,0.0,0.7628723422686259,0.0,6.0051160694589,0.9913381459179958,0.7628723422686259,0.6002290721471663,6.76618891398112,461.2997148168425
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,7.596679411591728,0.8763563118378321,32.59813207606474,0.9158983053316537,2.3334170281887054,59444.03414665222,1000.0,0.6375080695019553,1.0,30011,225,139,65,6.132562220096588,6011.955938956738,8743.851783011905,0.0,0.6002290721471661,0.0,135.08853912353516,0.0,6.014591672846233,0.0,135.08853912353516,0.0,0.6002290721471661,0.0,0.7541149780154228,0.0,6.014591672846233,0.9925419528999193,0.7541149780154228,0.6002290721471661,3.602361043294271,233.16938088031748
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,7.596679411591728,0.8760216448704402,31.875210521519183,0.8685367290626589,2.2062210477888584,60123.425297698974,1000.0,0.49266376796391986,1.0,30278,455,78,135,2.9959786236286163,266.7548472583294,8627.609730955151,0.0,0.6002290721471661,0.0,135.44738674163818,0.0,6.04573403607432,0.0,135.44738674163818,0.0,0.6002290721471661,0.0,0.6676729116588831,0.0,6.04573403607432,0.9753937705792972,0.6676729116588831,0.6002290721471661,7.223860626220703,460.1391856509414
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,7.596679411591728,0.8762333112955093,37.21272227803866,0.8401094762936867,1.3999631504217784,60582.358679504396,1000.0,0.5808384532447578,1.0,30146,370,127,81,1.8459469576676686,13317.945273822546,10505.333364919603,0.0,0.6002290721471661,0.0,135.49770736694336,0.0,6.071575545222125,0.0,135.49770736694336,0.0,0.6002290721471661,0.0,0.6865976999203364,0.0,6.071575545222125,0.9562556560195924,0.6865976999203364,0.6002290721471661,5.419908294677734,420.21333459678414
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,7.686992818364994,0.8758436441421509,33.46980568349361,0.8724983264621825,2.113838334878286,62520.38843322754,1000.0,0.5368323276608303,1.0,30488,623,45,170,3.2506304449505277,721.3683702123166,9181.458127153928,0.0,0.600229072147166,0.0,135.49195777045355,0.0,6.094331545276909,0.0,135.49195777045355,0.0,0.600229072147166,0.0,0.7671833369466994,0.0,6.094331545276909,0.9617594264896134,0.7671833369466994,0.600229072147166,8.129517466227213,550.8874876292357
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,7.686992818364994,0.8757489776611328,32.26993097643057,0.942245289920517,2.4190034703774885,63076.90648925781,1000.0,0.5698129214906096,1.0,30199,336,91,116,4.599992968819358,4464.221888270378,8836.804159418187,0.0,0.6002290721471661,0.0,135.5126620205966,0.0,6.1105987830571395,0.0,135.5126620205966,0.0,0.6002290721471661,0.0,0.7682521180673079,0.0,6.1105987830571395,0.9605225633802963,0.7682521180673079,0.6002290721471661,4.968797607421875,324.0161525120002
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,7.686992818364994,0.8756989773114522,31.132405533194543,0.8533004159156311,2.3322623426263984,64747.915910949705,1000.0,0.7120229289934795,1.0,30302,353,53,154,6.207272442904386,13878.928508813382,8310.431367530073,0.0,0.6002290721471661,0.0,135.32919172807172,0.0,6.123842276355207,0.0,135.32919172807172,0.0,0.6002290721471661,0.0,0.6865013593977148,0.0,6.123842276355207,0.9650836868523036,0.6865013593977148,0.6002290721471661,4.96207036336263,304.7158168094359
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,7.723437656111214,0.8751726452509562,31.879396454493204,0.7570422607933329,2.0918275713920593,67209.48116836548,1000.0,0.30417007397337864,1.0,29987,382,152,63,3.74111069651211,58497.56531812191,8886.2458276301,0.0,0.6002290721471661,0.0,135.11445079130286,0.0,6.153113701465188,0.0,135.11445079130286,0.0,0.6002290721471661,0.0,0.6966813995557672,0.0,6.153113701465188,0.9559233723301503,0.6966813995557672,0.6002290721471661,7.6564855448404945,503.55393023237235
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,7.733824891572718,0.8748103115955989,32.71155645986398,0.9184549598843629,2.3231955275816074,73294.02730682373,1000.0,0.5569456638116257,1.0,30503,619,47,167,3.4136390265296486,9384.08484393835,8219.791087248756,0.0,0.6002290721471661,0.0,135.4266985724954,0.0,6.17650991895864,0.0,135.4266985724954,0.0,0.6002290721471661,0.0,0.6858014350428301,0.0,6.17650991895864,0.9561481296694864,0.6858014350428301,0.6002290721471661,7.6741795857747395,465.78816161076287
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,7.733824891572718,0.8747749783595403,33.982311348815756,0.9279935810284509,1.9732968524098395,75012.33835144043,1000.0,0.6961196656391331,1.0,30472,591,65,146,1.9988254845142364,6362.76920317173,8620.715603876857,0.0,0.6002290721471663,0.0,135.32593383789063,0.0,6.202684662653323,0.0,135.32593383789063,0.0,0.6002290721471663,0.0,0.6570917633672555,0.0,6.202684662653323,0.9389160518649348,0.6570917633672555,0.6002290721471663,6.7662966918945315,431.03578019384287
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,7.733824891572718,0.8744506450494131,33.95303042848905,0.9027491590356964,2.014956013361613,76497.57399353027,1000.0,0.4457005449294021,1.0,30269,392,56,155,3.076324478785197,7255.09556179285,7870.399256316984,0.0,0.6002290721471663,0.0,135.37616984049478,0.0,6.221416851160164,0.0,135.37616984049478,0.0,0.6002290721471663,0.0,0.6279476632674535,0.0,6.221416851160164,0.9449221038745673,0.6279476632674535,0.6002290721471663,6.76880849202474,393.51996281584917
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,7.733824891572718,0.8746343098084132,31.035413404107093,0.9508592491826113,1.719245433807373,78168.62269927979,1000.0,0.6808701457560761,1.0,30323,463,90,118,3.9820866187413535,43975.71519192338,10161.549434914572,0.0,0.6002290721471661,0.0,135.39739863077799,0.0,6.237154845880358,0.0,135.39739863077799,0.0,0.6002290721471661,0.0,0.6472330465912819,0.0,6.237154845880358,0.9449081408912797,0.6472330465912819,0.6002290721471661,5.41589594523112,406.46197739658294
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,7.8478704789016,0.874508643746376,30.0525131158034,0.8636165671427738,2.481095278964323,83288.90238128662,1000.0,0.6124859711787402,1.0,30667,722,19,194,5.484830617904663,97.82660501658917,8794.511200559155,0.0,0.6002290721471661,0.0,135.32290918686812,0.0,6.258390537282324,0.0,135.32290918686812,0.0,0.6002290721471661,0.0,0.6704547383329448,0.0,6.258390537282324,0.9459916217120311,0.6704547383329448,0.6002290721471661,7.66829818725586,498.3556346983521
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,7.8478704789016,0.8740246446927389,43.312874617477256,0.9231553408874945,2.5279674254930935,83369.63271408081,1000.0,0.5960100531563091,1.0,30189,350,96,113,8.22213495694674,1983.1149542331696,9443.652780535242,0.0,0.6002290721471661,0.0,135.47448143592248,0.0,6.276577213191778,0.0,135.47448143592248,0.0,0.6002290721471661,0.0,0.7110188374152551,0.0,6.276577213191778,0.94899831489511,0.7110188374152551,0.6002290721471661,5.870560862223307,409.2249538231938
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,7.8478704789016,0.8739086465040843,31.41067561040322,0.9206411877582746,2.514931145836325,84213.97906600952,1000.0,0.6055204313341503,1.0,30504,618,47,167,5.10379031125237,664.0116958761215,9561.53213908311,0.0,0.6002290721471661,0.0,135.4554874195772,0.0,6.299234573168804,0.0,135.4554874195772,0.0,0.6002290721471661,0.0,0.7411988903494442,0.0,6.299234573168804,0.9481863991664848,0.7411988903494442,0.6002290721471661,7.6758109537760415,541.8201545480429
