algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,krum_score_honest,krum_score_attacker
dpsgd-kurtosis,scale,mnist,42,500,0,0.85,0.0234,0.05,iid,1.0,10,98,6.097013964940417,0.37210599052906035,3.2824885149002077,0.0,4.487325039863586,0.0,4.0,0.0,0.0,39.510472433907644,0.0
dpsgd-kurtosis,scale,mnist,42,500,0,0.85,0.0234,0.05,iid,1.0,10,99,6.12740944308293,0.37298919042944906,3.2951925048828126,0.0,4.486663368225098,0.0,4.0,0.0,0.0,39.78474791153617,0.0
dpsgd-kurtosis,scale,mnist,42,500,0,0.85,0.0234,0.05,iid,1.0,10,100,6.157804921225442,0.37349999105930326,3.306409197807312,0.0,4.4874377460479735,0.0,4.0,0.0,0.0,39.862205505371094,0.0
dpsgd-kurtosis,scale,mnist,42,500,0,0.85,0.0234,0.05,iid,1.0,10,101,6.188200399367955,0.3761835906803608,3.3025734786987306,0.0,4.48763861656189,0.0,4.0,0.0,0.0,39.814065043131514,0.0
dpsgd-kurtosis,scale,mnist,42,500,0,0.85,0.0234,0.05,iid,1.0,10,102,6.2185958775104675,0.37794419065117835,3.3013291773796083,0.0,4.486807288169861,0.0,4.0,0.0,0.0,39.69929094667788,0.0
dpsgd-kurtosis,scale,mnist,42,500,0,0.85,0.0234,0.05,iid,1.0,10,103,6.24899135565298,0.38019399031996726,3.3025125570297242,0.0,4.486367517471313,0.0,4.0,0.0,0.0,39.78875528063093,0.0
dpsgd-kurtosis,scale,mnist,42,500,0,0.85,0.0234,0.05,iid,1.0,10,104,6.279386833795493,0.3805681904256344,3.314231577396393,0.0,4.486709312438965,0.0,4.0,0.0,0.0,39.622324498494464,0.0
dpsgd-kurtosis,scale,mnist,42,500,0,0.85,0.0234,0.05,iid,1.0,10,105,6.309782311938005,0.38158959010243415,3.32359104013443,0.0,4.486065779685974,0.0,4.0,0.0,0.0,39.66786873858908,0.0
dpsgd-kurtosis,scale,mnist,42,500,0,0.85,0.0234,0.05,iid,1.0,10,106,6.338094785467038,0.38228459030389783,3.3310954432487487,0.0,4.48749942779541,0.0,3.0,0.0,0.0,39.763551773563506,0.0
dpsgd-kurtosis,scale,mnist,42,500,0,0.85,0.0234,0.05,iid,1.0,10,107,6.3524536948635255,0.3830761894881725,3.341764923095703,0.0,4.487131488800049,0.0,3.0,0.0,0.0,39.83577034690163,0.0
