algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,5.066620555334078,0.8813193102677663,0.40348005374272666,nan,1.2907225007102603,5.904755957126618,1000.0,0.0,nan,0,31568,0,218,0.7836220027040971,0.906579859469052,0.7710360643409547,0.5781997592747211,176.9794427780878,204.47301635742187,6107.716954549887,379.5033979391516,0.7342676605497088,6.130285128951073,0.7836220027040971,0.906579859469052,2.7214287185268025,4.402142006839517,176.9794427780878,204.47301635742187,3.3937140338518885,1.1984896603035737,0.5965235710683452,0.894896081224418,89.22234313964844,408.3254712667559
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,5.14012002657823,0.8816673119862874,0.4018902396162351,nan,1.2771236029538242,5.806336840391159,1000.0,0.0,nan,0,30773,0,205,0.7542162600595053,0.9054998846401412,0.805265643379905,0.5656211893260479,169.84413840553978,204.3163540649414,6158.051408595595,379.84951709456533,2.1917544928464023,4.753386292457581,0.7542162600595053,0.9054998846401412,2.757259789002155,4.440574408703249,169.84413840553978,204.3163540649414,3.4305856368825927,1.1988776174470688,0.5781145020966282,0.8976130606098711,85.46311267089844,287.4169378269292
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,5.14012002657823,0.8815919786691666,0.40112209210793176,nan,1.4401176291353561,5.6510518014431,1000.0,0.0,nan,0,31543,0,213,0.7522719679701744,0.9076267138119403,0.796369219527525,0.5478025282919406,169.66527961282168,204.67702095031737,5614.9613122974515,381.7811586648687,0.6577197260716382,2.330948383063078,0.7522719679701744,0.9076267138119403,2.8123752394339134,4.478163856814712,169.66527961282168,204.67702095031737,3.478690686386232,1.1948269493529498,0.5672754948864335,0.8954560655201892,87.63942788696289,343.62114808406085
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,5.14012002657823,0.8818866469462713,0.39976907322804134,nan,1.2692910487001592,5.495581899881363,1000.0,0.0,nan,0,30388,0,208,0.8130589605235652,0.9094471146761635,0.686036226424304,0.5302657978236676,183.37476695667613,205.12439430236816,6447.1191866548215,382.3127908543567,1.01515823060816,12.043263685703277,0.8130589605235652,0.9094471146761635,2.826832276342763,4.51406046910887,183.37476695667613,205.12439430236816,3.5017235534492053,1.2040357481973754,0.5383865310682505,0.9044221398151274,86.08400259399414,294.7617384481488
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,5.197857103797928,0.8821459780136744,0.3985160854458809,nan,1.5375329797918147,5.392893607616425,1000.0,0.0,nan,0,30482,0,206,0.7496045090030949,0.9078598773772316,0.7764084014025602,0.5180855967104435,169.25071716308594,204.82136360168457,5865.578301328294,381.5712075838796,2.4860819469798696,13.190158457756043,0.7496045090030949,0.9078598773772316,2.840928001139355,4.549205366947508,169.25071716308594,204.82136360168457,3.5242389474626163,1.2197646224515015,0.5315526623578998,0.8996095975093856,85.65206121826172,281.67120566277436
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.14012002657823,0.882137979666392,0.3978456872701645,0.8574733959783974,1.3585234731435776,10.844707698822022,1000.0,0.6775750063083443,1.0,30340,466,71,139,0.7313449788247347,0.0,0.794215977191925,0.0,164.9675805228097,0.0,5958.9189090901,0.0,0.4470104532582419,34.368877261728045,0.7313449788247347,0.0,2.900928642413124,0.0,164.9675805228097,0.0,2.900928642413124,1.1366259546539659,0.794215977191925,0.7313449788247347,7.698487091064453,278.0828824242047
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8822973116238912,0.3968814530968666,0.9722616610845198,1.3488311171531677,18.953930535316466,1000.0,0.6022846787076006,1.0,30327,381,57,149,0.7186793489622194,0.0,0.803189608183774,0.0,162.1365009654652,0.0,6059.4072859543285,0.0,1.1453052000565962,25.886967783570288,0.7186793489622194,0.0,2.93970643582001,0.0,162.1365009654652,0.0,2.93970643582001,1.140506824356855,0.803189608183774,0.7186793489622194,5.94500503540039,222.1782671516587
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8823823098341624,0.39612458835045494,0.8985219816583047,1.421372814820363,24.895609135627748,1000.0,0.5856451998219993,1.0,30328,443,72,137,0.6961018921179793,0.0,0.8306145851428692,0.0,157.10538306603064,0.0,5683.6464380421185,0.0,0.655474841594696,43.204123564362526,0.6961018921179793,0.0,2.9979234383380526,0.0,157.10538306603064,0.0,2.9979234383380526,1.1474623133334547,0.8306145851428692,0.6961018921179793,6.8078999328613286,246.29134564849178
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8825119775533676,0.3952322907249133,0.8953090170208716,1.0508110548059146,29.892655487060548,1000.0,0.6811793560663729,1.0,30237,462,118,89,0.7227809772643273,0.0,0.7736897592743238,0.0,162.78845087687174,0.0,6438.965016195776,0.0,0.40500032901763916,83.76841537624597,0.7227809772643273,0.0,3.0427526649705343,0.0,162.78845087687174,0.0,3.0427526649705343,1.155230776486274,0.7736897592743238,0.7227809772643273,6.51153803507487,257.55860064783104
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8825776455799739,0.3946864400307337,0.9066271951194274,1.4418086356976454,43.31695574760437,1000.0,0.5472425539425069,1.0,30490,590,38,176,0.7163041228998435,0.0,0.7708172096925623,0.0,161.5884848201976,0.0,6258.22391802236,0.0,1.0980873809141272,23.15420847415924,0.7163041228998435,0.0,3.092237429086106,0.0,161.5884848201976,0.0,3.092237429086106,1.1730207146355938,0.7708172096925623,0.7163041228998435,9.156680806477864,354.63268868793375
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.282587583260621,0.8827106455961863,0.393987271686395,0.9350743765580631,1.3450742409779475,45.47319405555725,1000.0,0.6099313404354538,1.0,30221,381,93,117,0.7041671571633336,0.0,0.7795001497635474,0.0,158.66529141939603,0.0,6088.135827658649,0.0,0.9564430255156297,76.50261170327663,0.7041671571633336,0.0,3.1289589715203516,0.0,158.66529141939603,0.0,3.1289589715203516,1.1925408290653272,0.7795001497635474,0.7041671571633336,6.875495961507162,263.81921919854136
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.387102299270631,0.8829279780387879,0.3930530218283335,0.9464514276428023,1.0162510573863983,50.360455298423766,1000.0,0.6300180405608036,1.0,30105,254,103,104,0.6927973285988906,0.0,0.7922192215919495,0.0,156.4156509399414,0.0,6455.4133716400265,0.0,0.5414560824632645,128.79919684350492,0.6927973285988906,0.0,3.17221514995669,0.0,156.4156509399414,0.0,3.17221514995669,1.1900201418966718,0.7922192215919495,0.6927973285988906,5.21385503133138,215.1804457213342
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.403424519231914,0.8830586463212967,0.39231571853160857,0.8459826242307452,1.069179892539978,71.83411534786224,1000.0,0.34848472625342214,1.0,30277,561,79,139,0.6577674637440173,0.0,0.8491645246744156,0.0,148.37579345703125,0.0,6206.843296519145,0.0,0.26673304885625837,40.28858791589737,0.6577674637440173,0.0,3.2949988418886824,0.0,148.37579345703125,0.0,3.2949988418886824,1.1875644711161224,0.8491645246744156,0.6577674637440173,9.891719563802083,413.7895531012763
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.403424519231914,0.8831146452824274,0.39180711527665457,0.9023953653682456,1.203063043455283,81.56688614845275,1000.0,0.48179312583423717,1.0,30618,938,67,153,0.6823727694993954,0.0,0.787258692085743,0.0,153.93126678466797,0.0,6384.058502503382,0.0,0.43476494153340656,109.05945508539676,0.6823727694993954,0.0,3.4143846197939767,0.0,153.93126678466797,0.0,3.4143846197939767,1.1831494121401895,0.787258692085743,0.6823727694993954,12.314501342773438,510.7246802002706
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.403424519231914,0.8832483096917471,0.3910819000999133,0.9115946002181412,1.0530160506566366,97.63857932567596,1000.0,0.5084766314623085,1.0,30269,421,74,138,0.6936970290050676,0.0,0.7540990153948466,0.0,156.53837890625,0.0,6569.966824290431,0.0,0.7815693418184916,179.0488714301586,0.6936970290050676,0.0,3.471121593338904,0.0,156.53837890625,0.0,3.471121593338904,1.1790063662329737,0.7540990153948466,0.6936970290050676,7.8269189453125,328.4983412145216
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.614279050067113,0.8833333112796148,0.3906499453385671,0.9368635611329705,1.580621103445689,125.15892590999603,1000.0,0.6641147364302987,1.0,30294,402,73,135,0.6911918185523739,0.0,0.7405663927396139,0.0,155.6678098042806,0.0,6126.105889923371,0.0,2.095361510912577,162.75804570496084,0.6911918185523739,0.0,3.5007184011916017,0.0,155.6678098042806,0.0,3.5007184011916017,1.1932476551903728,0.7405663927396139,0.6911918185523739,6.2267123921712235,245.04423559693484
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.614279050067113,0.8833153094847997,0.3904843916495641,0.8405714430424642,1.4381163287907839,148.20360100269318,1000.0,0.42602721891669093,1.0,30175,416,97,114,0.6728806872640449,0.0,0.7681517824530602,0.0,151.66613388061523,0.0,6319.516745397168,0.0,0.5811972673982382,278.52655402749775,0.6728806872640449,0.0,3.5596148811265635,0.0,151.66613388061523,0.0,3.5596148811265635,1.1913463180970998,0.7681517824530602,0.6728806872640449,8.088860473632813,337.040893087849
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.614279050067113,0.8833059765895208,0.3900694489479065,0.9292702870919779,1.2543401047587395,188.36031342506408,1000.0,0.544555577350815,1.0,30453,547,39,173,0.6427599316563561,0.0,0.820379875600338,0.0,144.98530864715576,0.0,6092.170867327501,0.0,0.6047591231763363,37.35452602386474,0.6427599316563561,0.0,3.6426036021764623,0.0,144.98530864715576,0.0,3.6426036021764623,1.1890817133130243,0.820379875600338,0.6427599316563561,7.732549794514974,324.9157795908
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.614279050067113,0.8833063125610352,0.38998634696006773,0.8861404976131375,1.3167011878992383,190.4743863582611,1000.0,0.5552060580056293,1.0,30464,690,77,139,0.6811342133936483,0.0,0.7220515389191476,0.0,153.6546960127981,0.0,6469.779506606563,0.0,0.9860692290883315,42.11228495180607,0.6811342133936483,0.0,3.7029735389359963,0.0,153.6546960127981,0.0,3.7029735389359963,1.2064036438092856,0.7220515389191476,0.6811342133936483,9.731464080810547,409.7527020850824
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.614279050067113,0.8831133113304774,0.39024560739596686,0.9235906766053744,1.7109232114420996,198.60908059597014,1000.0,0.7200042102861554,1.0,30893,962,15,200,0.6621327497102194,0.0,0.751962509420183,0.0,149.4656049940321,0.0,6319.434643786906,0.0,1.7429969873693254,12.989899024665355,0.6621327497102194,0.0,3.7786134845458546,0.0,149.4656049940321,0.0,3.7786134845458546,1.1934995026793023,0.751962509420183,0.6621327497102194,8.967936299641927,379.16607862721435
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.614279050067113,0.8831619773308436,0.3899609833955765,0.8937759537483241,1.2741921449962414,199.5206697654724,1000.0,0.6437176449349217,1.0,30577,755,57,159,0.6423763898156212,0.0,0.7729224374419764,0.0,144.73276399311266,0.0,6311.338137607101,0.0,0.7097218852294119,36.94171397209168,0.6423763898156212,0.0,3.8310238499992297,0.0,144.73276399311266,0.0,3.8310238499992297,1.2226911357865295,0.7729224374419764,0.6423763898156212,9.166408386230469,399.71808204844973
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.817597065439444,0.8831296449899674,0.38979241987069446,0.8887228321153164,1.463309422135353,207.32873928546906,1000.0,0.5136295648389021,1.0,30360,574,94,118,0.6396705764897836,0.0,0.7714060544967651,0.0,144.3109016418457,0.0,6064.079642755704,0.0,1.257056262344122,44.08049897670746,0.6396705764897836,0.0,3.870242405799561,0.0,144.3109016418457,0.0,3.870242405799561,1.2460949832930808,0.7714060544967651,0.6396705764897836,7.696581420898437,323.4175809469709
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.817597065439444,0.883085311849912,0.39001099159320196,0.8369847240198195,1.319939285516739,214.86893135547638,1000.0,0.4505826041967677,1.0,30386,627,68,149,0.6446399942684602,0.0,0.7737230241298676,0.0,145.38676071166992,0.0,6391.831727508684,0.0,0.3492689818143845,39.89834163367748,0.6446399942684602,0.0,3.9766415212855533,0.0,145.38676071166992,0.0,3.9766415212855533,1.2063600533440118,0.7737230241298676,0.6446399942684602,9.692450714111327,426.1221151672456
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.987258242527832,0.8829386438926061,0.3902673487861951,0.8267142779775113,1.5730674437114172,221.0742575788498,1000.0,0.5682209597695576,1.0,30675,824,23,194,0.6368202786866173,0.0,0.7621648141316005,0.0,143.64308021182106,0.0,6241.641677873765,0.0,0.7049813355718341,14.469991453886031,0.6368202786866173,0.0,4.070550699698177,0.0,143.64308021182106,0.0,4.070550699698177,1.198505022529184,0.7621648141316005,0.6368202786866173,10.055015614827473,436.91491745116355
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.987258242527832,0.8832719775040945,0.38943507879972455,0.9904573327530957,0.9303134249316322,223.31328051567078,1000.0,0.4361256309067938,1.0,30096,262,121,83,0.6230323224473555,0.0,0.783930606312222,0.0,140.64898851182727,0.0,6313.582195384627,0.0,8.1248509950108,49.365487255752086,0.6230323224473555,0.0,4.104577064719216,0.0,140.64898851182727,0.0,4.104577064719216,1.186928531597975,0.783930606312222,0.6230323224473555,4.219469655354818,189.4074658615388
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.987258242527832,0.8832539780934652,0.38925559798876447,0.9396491228070175,1.682758241891861,234.0610413169861,1000.0,0.3331326929218977,1.0,29903,127,144,58,0.626750838790081,0.0,0.7405672296881676,0.0,141.69924545288086,0.0,6250.966209474086,0.0,2.502571076154709,801.7809819793702,0.626750838790081,0.0,4.138247481735228,0.0,141.69924545288086,0.0,4.138247481735228,1.1889231416653971,0.7405672296881676,0.626750838790081,3.7786465454101563,166.6924322526423
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,6.226487341245442,0.8832366456588109,0.3892745301127434,0.7919528216089666,1.4736857742071152,347.9554465484619,1000.0,0.5807596996364961,1.0,30036,278,145,61,0.6132859865499232,0.0,0.7668692529201507,0.0,138.16109313964844,0.0,5970.068345148086,0.0,1.5303284168243407,6410.723720507622,0.6132859865499232,0.0,4.1732405958408885,0.0,138.16109313964844,0.0,4.1732405958408885,1.1981405238139118,0.7668692529201507,0.6132859865499232,4.605369771321614,199.00227817160288
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,6.226487341245442,0.8832659794886907,0.389234901368618,0.9479452261916872,1.5571473598480225,965.1845556068421,1000.0,0.4830429343424998,1.0,30377,503,64,146,0.6251730569774419,0.0,0.7535038153330486,0.0,141.16468404134113,0.0,6513.971578412955,0.0,1.449175810813904,3929.4468532013893,0.6251730569774419,0.0,4.232183036845087,0.0,141.16468404134113,0.0,4.232183036845087,1.2032554245920275,0.7535038153330486,0.6251730569774419,7.058234202067057,325.6985789206477
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,6.226487341245442,0.8828983108202616,0.38999325384696326,0.9121906166789073,1.656334000825882,1224.7143873977661,1000.0,0.5057145230156859,1.0,30459,666,59,158,0.6221112570419802,0.0,0.7361645966768264,0.0,140.24658279418946,0.0,6227.864522132704,0.0,1.4750144243240357,1010.2191936123371,0.6221112570419802,0.0,4.302423292940311,0.0,140.24658279418946,0.0,4.302423292940311,1.2110961869032724,0.7361645966768264,0.6221112570419802,9.349772186279298,415.1909681421802
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,6.226487341245442,0.8829753120740255,0.3899001494050026,0.8760137966521675,1.4656696756680807,1326.9934060668945,1000.0,0.6900116730577496,1.0,30515,594,31,180,0.617828498338763,0.0,0.7551870524883271,0.0,139.34392191569012,0.0,6429.888249160114,0.0,1.0263911366462708,207.397876432389,0.617828498338763,0.0,4.369109996752931,0.0,139.34392191569012,0.0,4.369109996752931,1.1891858129063018,0.7551870524883271,0.617828498338763,6.967196095784505,321.49441245800574
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,6.226487341245442,0.8829776453971863,0.390001299281915,0.9220921230830343,1.6031768385853087,1354.822702732086,1000.0,0.5564420830545086,1.0,30406,475,38,173,0.6319618225962554,0.0,0.7021168512957436,0.0,142.66500745500838,0.0,6525.690139883677,0.0,0.815112612077168,312.44778242498637,0.6319618225962554,0.0,4.410056939878872,0.0,142.66500745500838,0.0,4.410056939878872,1.1898011958134498,0.7021168512957436,0.6319618225962554,6.6577003479003904,304.53220652790486
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,6.337869138333807,0.8827023116747538,0.3906475554903348,0.9066381097586431,1.8537558075040579,1393.2562174797058,1000.0,0.530039631575768,1.0,30426,563,63,148,0.607793965044367,0.0,0.7777880635112524,0.0,136.99524974822998,0.0,6046.077632143468,0.0,1.8391303047537804,8250.831173636914,0.607793965044367,0.0,4.468069070684607,0.0,136.99524974822998,0.0,4.468069070684607,1.178579698329574,0.7777880635112524,0.607793965044367,7.306413319905599,322.45747371431827
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,6.337869138333807,0.8825699778397879,0.39101425419251123,0.89221745457232,1.7097778074881609,2049.3491699409483,1000.0,0.33624775973708754,1.0,30119,435,122,92,0.6126003271012921,0.0,0.7201854306108811,0.0,138.13891422047334,0.0,6390.887699692208,0.0,2.1896599390927483,4336.707435827255,0.6126003271012921,0.0,4.521493131052841,0.0,138.13891422047334,0.0,4.521493131052841,1.1809862488296885,0.7201854306108811,0.6126003271012921,7.827871805826823,362.1503029825585
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,6.396595930102288,0.8825013118982316,0.3913363992174466,0.9583722463910848,1.9476566043767063,2491.9903752708433,1000.0,0.7547442901799496,1.0,30496,472,17,189,0.6003753436374802,0.0,0.7696347019889138,0.0,135.16956121271306,0.0,6206.739722779079,0.0,3.278254920786077,124.10468450546264,0.6003753436374802,0.0,4.545763424386407,0.0,135.16956121271306,0.0,4.545763424386407,1.1923866282304827,0.7696347019889138,0.6003753436374802,4.956217244466146,227.58045650189956
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,6.396595930102288,0.8825536469618479,0.39139549881219865,0.7915657494122763,1.4756819605827332,2510.6140505981443,1000.0,0.5601360866197609,1.0,30271,515,104,108,0.6033796472182325,0.0,0.7664063759148121,0.0,136.13640880584717,0.0,6602.245214929982,0.0,0.8121636062860489,20198.87049898237,0.6033796472182325,0.0,4.60955442719629,0.0,136.13640880584717,0.0,4.60955442719629,1.169373457926135,0.7664063759148121,0.6033796472182325,7.260608469645183,352.1197447962657
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,6.396595930102288,0.8824476436773936,0.3916448818643888,0.8482516425550699,1.4979201443493366,4533.737165470124,1000.0,0.47545636308360695,1.0,30292,494,81,131,0.6100576262667644,0.0,0.7245699800550938,0.0,137.58128547668457,0.0,6708.000340352986,0.0,0.983299482613802,9051.522852337062,0.6100576262667644,0.0,4.654833538477139,0.0,137.58128547668457,0.0,4.654833538477139,1.172416403035216,0.7245699800550938,0.6100576262667644,7.33766855875651,357.76001815215926
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,6.396595930102288,0.88249831199646,0.3915634212891261,0.8918507982080689,1.506329676934651,5492.790908641815,1000.0,0.7124928747346992,1.0,30493,541,36,174,0.606375335501942,0.0,0.7476036548614502,0.0,136.87093571254186,0.0,7125.6370940648785,0.0,1.083409343447004,937.7171939247846,0.606375335501942,0.0,4.698351435422834,0.0,136.87093571254186,0.0,4.698351435422834,1.1652614255202682,0.7476036548614502,0.606375335501942,6.387310333251953,332.52973105636096
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,6.396595930102288,0.8826643097400665,0.3912825906276703,0.9627297774333807,1.464707863330841,5559.483200149536,1000.0,0.5580066637693756,1.0,29858,78,154,46,0.6002290721471661,0.0,0.7318828105926514,0.0,135.49668884277344,0.0,6940.694235852674,0.0,2.956598329544067,27022.159275107384,0.6002290721471661,0.0,4.711835271455855,0.0,135.49668884277344,0.0,4.711835271455855,1.1671835852715888,0.7318828105926514,0.6002290721471661,2.2582781473795572,115.67823726421123
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,6.396595930102288,0.882479977607727,0.3920305096109708,0.879798515324481,1.9413838744163514,8905.71382768631,1000.0,0.5467952931274696,1.0,30312,480,82,128,0.6009998760296459,0.0,0.7895893613497417,0.0,135.46460774739583,0.0,6598.663758519994,0.0,3.5495747566223144,2787.3642334735396,0.6009998760296459,0.0,4.754631502921152,0.0,135.46460774739583,0.0,4.754631502921152,1.168450063334247,0.7895893613497417,0.6009998760296459,6.773230387369792,329.93318792599973
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,6.42874718626527,0.8823839777708054,0.3924132264653842,0.8872299199688076,1.6396630321230208,9184.537139873504,1000.0,0.7753311924447716,1.0,30632,666,29,181,0.6022613258430379,0.0,0.7485078019755227,0.0,135.86565617152624,0.0,7015.822642490619,0.0,1.7656359246798925,203.24304471552372,0.6022613258430379,0.0,4.793289984871208,0.0,135.86565617152624,0.0,4.793289984871208,1.1710978136928105,0.7485078019755227,0.6022613258430379,6.340397288004557,327.4050566495622
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,6.42874718626527,0.8797746443748474,98167.62478081892,0.9176476339250048,1.9102989335854847,9314.895544071198,1000.0,0.35555097377402795,0.997979797979798,29985,304,165,44,0.6002290721471661,0.0,0.7767298718293508,0.0,135.42180887858072,0.0,6814.418483446335,0.0,14940.572250713905,39837.86036363602,0.6002290721471661,0.0,4.827799367482153,0.0,135.42180887858072,0.0,4.827799367482153,1.1681022139949548,0.7767298718293508,0.6002290721471661,5.416872355143229,272.5767393378533
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,6.42874718626527,0.879657646442453,9259.311860825022,0.8762261284654369,2.0031402598727834,13235.092322368622,1000.0,0.596334569452849,1.0,30201,346,98,109,0.6029492591039761,0.0,0.7429676164280284,0.0,136.0342351740057,0.0,6400.092622521039,0.0,4.413551547310569,28393.00051926136,0.6029492591039761,0.0,4.852094048562405,0.0,136.0342351740057,0.0,4.852094048562405,1.1744944407164577,0.7429676164280284,0.6029492591039761,4.987921956380208,234.67006282577137
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,6.8029316906565445,0.8796833093216022,6522.766459086537,0.920637011528852,1.4650753004984423,16385.889110012053,1000.0,0.7859399766700389,1.0,30330,389,58,149,0.6099525000299315,0.0,0.7167373245412653,0.0,137.6304335160689,0.0,7167.216684648138,0.0,1.40485511042855,3628.1266277810932,0.6099525000299315,0.0,4.895418073075481,0.0,137.6304335160689,0.0,4.895418073075481,1.152927872014007,0.7167373245412653,0.6099525000299315,5.046449228922526,262.797945103765
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,6.8029316906565445,0.8804149760802586,2095.5812311118843,0.9358580520205795,2.05233097076416,16860.88044403076,1000.0,0.5304377603962858,1.0,30036,287,153,54,0.6002290721471661,0.0,0.7492015719413757,0.0,135.2835693359375,0.0,6866.330566433967,0.0,2.942488193511963,46328.70890250683,0.6002290721471661,0.0,4.918080880757312,0.0,135.2835693359375,0.0,4.918080880757312,1.1565278673898356,0.7492015719413757,0.6002290721471661,4.509452311197917,228.87768554779885
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,6.8029316906565445,0.8801746450861295,2894.888401491841,0.9060006576372879,1.691322853932014,22321.396186351776,1000.0,0.7107936430533771,1.0,30459,458,16,193,0.6002290721471661,0.0,0.7309800478128287,0.0,135.29766845703125,0.0,7281.246775139581,0.0,2.0922940235871534,143.87015745401382,0.6002290721471661,0.0,4.961780030489358,0.0,135.29766845703125,0.0,4.961780030489358,1.1426883274623592,0.7309800478128287,0.6002290721471661,5.862898966471354,315.5206935893819
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,6.993192606782565,0.8801086439689001,1649.713796544075,0.8626166889362293,1.8301412074462227,22025.820174980163,1000.0,0.53834972483842,1.0,30625,891,55,165,0.6002290721471659,0.0,0.7295553476914115,0.0,135.51773801057234,0.0,6983.979544475985,0.0,1.7344244977702266,8167.964194927215,0.6002290721471659,0.0,5.033668886314573,0.0,135.51773801057234,0.0,5.033668886314573,1.1201965397054023,0.7295553476914115,0.6002290721471659,10.389693247477213,535.438431743159
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,6.993192606782565,0.8800056436657906,1793.8106384253501,0.7929503368208421,1.8418898463249207,23128.304225559234,1000.0,0.42793488181789574,1.0,29963,240,166,41,0.6002290721471661,0.0,0.7449305832386017,0.0,135.40508880615235,0.0,7001.227853118275,0.0,4.296266388893128,38538.47526161194,0.6002290721471661,0.0,5.060618846678561,0.0,135.40508880615235,0.0,5.060618846678561,1.1167392412761483,0.7449305832386017,0.6002290721471661,4.513502960205078,233.37426177060917
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,6.993192606782565,0.8802016446987788,617.4611140486599,0.825963004865633,1.8425940535962582,27705.46360364914,1000.0,0.3816860512430178,1.0,30220,391,64,149,0.6023745972524277,0.0,0.7223202921450138,0.0,136.05178356170654,0.0,7038.666830464081,0.0,2.5269727408885956,427.3666760480404,0.6023745972524277,0.0,5.093104967075637,0.0,136.05178356170654,0.0,5.093104967075637,1.120941023241923,0.7223202921450138,0.6023745972524277,7.256095123291016,375.39556429141766
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,7.349417001027606,0.8800056419769923,741.6879675251246,0.9274726724613951,2.0752480663359165,27979.90460855484,1000.0,0.5434714708085681,1.0,30334,495,74,139,0.6002290721471661,0.0,0.737522266805172,0.0,135.51895236968994,0.0,6830.73720489502,0.0,2.6478533893823624,5073.152021377086,0.6002290721471661,0.0,5.123827574070868,0.0,135.51895236968994,0.0,5.123827574070868,1.129538948722511,0.737522266805172,0.6002290721471661,7.227677459716797,364.30598426106775
