algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,7.349417001027606,0.8805056442817052,501.2978497029344,0.9513091030350399,1.534637134183537,28272.050864048004,1000.0,0.5797638357797417,1.0,30238,341,78,129,0.6002290721471661,0.0,0.7573389573530718,0.0,135.4480341131037,0.0,7473.9491472392165,0.0,1.9350296258926392,3737.6457797795533,0.6002290721471661,0.0,5.159926542176879,0.0,135.4480341131037,0.0,5.159926542176879,1.0946359500407152,0.7573389573530718,0.6002290721471661,4.966427917480469,274.0448020654379
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,7.349417001027606,0.8806309781471888,300.85760671764615,0.8652504554570662,1.6312024420813511,29096.06918045044,1000.0,0.5094238170757441,1.0,30483,704,73,144,0.600229072147166,0.0,0.7128526756637975,0.0,135.33554398386102,0.0,7383.455288711962,0.0,1.1402582902657359,18469.327492121458,0.600229072147166,0.0,5.211026612826858,0.0,135.33554398386102,0.0,5.211026612826858,1.0795808751277325,0.7128526756637975,0.600229072147166,8.571251118977864,467.61883495175744
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,7.49017623638829,0.880592644015948,153.08325624297063,0.7281644572843788,1.5157559216022491,30888.72136156082,1000.0,0.47159543765755857,1.0,30431,807,108,108,0.6002290721471659,0.0,0.7396396666765213,0.0,135.46642608642577,0.0,7090.378155067828,0.0,1.2884963870048523,69116.19331545055,0.6002290721471659,0.0,5.25635945229552,0.0,135.46642608642577,0.0,5.25635945229552,1.0715552063462008,0.7396396666765213,0.6002290721471659,9.031095072428386,472.69187700452187
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,7.49017623638829,0.8804313119252523,334.3776649913192,0.8875282028623533,1.7025570571422577,39193.12441020965,1000.0,0.5064979002846075,1.0,30535,639,32,182,0.600229072147166,0.0,0.7337186104721494,0.0,135.41342078314887,0.0,7898.458823833977,0.0,1.8021469579802618,219.55410655617715,0.600229072147166,0.0,5.298235195938412,0.0,135.41342078314887,0.0,5.298235195938412,1.0630047348318619,0.7337186104721494,0.600229072147166,8.124805246988933,473.9075294300386
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,7.49017623638829,0.8805509767929713,165.53494286686183,0.9126679636920964,2.129055455327034,39272.3414661026,1000.0,0.5375162378252056,1.0,30024,179,115,90,0.6002290721471661,0.0,0.7777562811970711,0.0,135.23431396484375,0.0,7028.031741101231,0.0,5.8755225241184235,65847.5078818798,0.6002290721471661,0.0,5.314682209359758,0.0,135.23431396484375,0.0,5.314682209359758,1.0627431410299175,0.7777562811970711,0.6002290721471661,3.606248372395833,187.4141797626995
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,7.49017623638829,0.8802663101752599,265.6263053991397,0.8961763498206752,1.7027319222688675,46979.56629629135,1000.0,0.489609448522492,1.0,30259,263,21,187,0.6002290721471661,0.0,0.7189822047948837,0.0,135.53145472208658,0.0,7357.302327799004,0.0,2.126073181629181,390.98233477115633,0.6002290721471661,0.0,5.331469910199254,0.0,135.53145472208658,0.0,5.331469910199254,1.0689433673144928,0.7189822047948837,0.6002290721471661,5.4212581888834634,294.2920931119601
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,7.49017623638829,0.8801446463664373,255.6546551946799,0.8943014933825049,1.9991137725966317,47622.82591878891,1000.0,0.4679958894507214,1.0,30153,353,100,112,0.6002290721471661,0.0,0.7694585238184247,0.0,135.46146937779017,0.0,7938.6598341278195,0.0,3.488116434642247,30450.535881183147,0.6002290721471661,0.0,5.360424940525433,0.0,135.46146937779017,0.0,5.360424940525433,1.0653503023501512,0.7694585238184247,0.6002290721471661,6.321535237630209,370.4707922592982
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,7.49017623638829,0.880424977739652,187.41237390846015,0.8236993897871806,1.6179703978391795,50832.600096702576,1000.0,0.5157745886178433,1.0,30191,336,84,125,0.6002290721471661,0.0,0.6971832399184887,0.0,135.4409907414363,0.0,7615.212562344434,0.0,1.9341025260778575,10946.054602842927,0.6002290721471661,0.0,5.388602945793224,0.0,135.4409907414363,0.0,5.388602945793224,1.0617345241945109,0.6971832399184887,0.6002290721471661,5.869109598795573,329.99254436825885
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,7.49017623638829,0.8803116458654404,124.78825296799342,0.925070085818241,1.790823354440577,52835.80929023743,1000.0,0.6657689944843268,1.0,30711,801,42,172,0.6002290721471661,0.0,0.725369435899398,0.0,135.29143299775964,0.0,7619.964722255478,0.0,1.8497461290920483,8029.556581725478,0.6002290721471661,0.0,5.422686943754823,0.0,135.29143299775964,0.0,5.422686943754823,1.0574156800527352,0.725369435899398,0.6002290721471661,7.666514536539713,431.79800092781034
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,7.49017623638829,0.8798149770498276,347.662575981915,0.8447286520371894,1.6984107080433104,52991.744566841124,1000.0,0.5451329659657592,1.0,30488,582,24,190,0.600229072147166,0.0,0.746902346611023,0.0,135.39944203694662,0.0,8178.156428673519,0.0,1.468693595793512,177.90853911280632,0.600229072147166,0.0,5.473689895185063,0.0,135.39944203694662,0.0,5.473689895185063,1.0043940182707396,0.746902346611023,0.600229072147166,8.123966522216797,490.68938572041117
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,7.49017623638829,0.8802603113651276,122.40300951401393,0.9011757432514065,1.6861279328664145,53636.584576072695,1000.0,0.6727476693430492,1.0,30503,610,57,154,0.6009431393020023,0.0,0.7102532505989074,0.0,135.5199178059896,0.0,8032.207041239529,0.0,2.2793923536936442,1410.1869763928653,0.6009431393020023,0.0,5.502818592804129,0.0,135.5199178059896,0.0,5.502818592804129,1.0025286112153542,0.7102532505989074,0.6009431393020023,6.7759958902994795,401.6103520619763
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,7.49017623638829,0.8803096449375153,122.16040916879972,0.9219708900023861,1.9934491770608085,53351.113773174286,1000.0,0.4940084586466166,1.0,29887,169,180,24,0.6002290721471661,0.0,0.7672958629471915,0.0,135.49627031598772,0.0,7760.312359223223,0.0,3.1269700867789134,96254.5872460413,0.6002290721471661,0.0,5.5194431485162845,0.0,135.49627031598772,0.0,5.5194431485162845,0.9947497687498736,0.7672958629471915,0.6002290721471661,3.16157964070638,181.07395504854188
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,7.49017623638829,0.8802589768171311,96.48327348967393,0.8422102594740511,1.6831383009751637,63270.091095561984,1000.0,0.42429390865505934,1.0,30298,494,64,150,0.6019634150359826,0.0,0.7004595034652286,0.0,135.8498018052843,0.0,8052.983567258245,0.0,1.2408047914505005,401.88800819933414,0.6019634150359826,0.0,5.544020342749813,0.0,135.8498018052843,0.0,5.544020342749813,1.0060585962421604,0.7004595034652286,0.6019634150359826,8.150988108317057,483.1790140354947
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,7.49017623638829,0.87991164346536,101.14434560646613,0.8668286996951876,2.0946020632982254,63821.05496070862,1000.0,0.5855955000313104,1.0,30300,520,98,114,0.6002290721471661,0.0,0.7261791713535786,0.0,135.51004314422607,0.0,7731.17968545413,0.0,3.3684112280607224,5294.884155266285,0.6002290721471661,0.0,5.566451215076817,0.0,135.51004314422607,0.0,5.566451215076817,1.0163197730368743,0.7261791713535786,0.6002290721471661,7.2272023010253905,412.32958322422024
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,7.49017623638829,0.8794733107089996,365.71997598409655,0.9498724438602146,2.084748531381289,64435.53967033386,1000.0,0.6057106002461142,1.0,30379,388,26,181,0.6002290721471661,0.0,0.6904154668251673,0.0,135.63997650146484,0.0,7723.099785950639,0.0,4.662268181641896,240.9609651327133,0.6002290721471661,0.0,5.583159478364468,0.0,135.63997650146484,0.0,5.583159478364468,1.0248655083004745,0.6904154668251673,0.6002290721471661,5.425599060058594,308.92399143802555
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,7.49017623638829,0.8793249775966009,110.59988242655993,0.8800336573082527,2.0053791541319628,64830.257658939365,1000.0,0.5796615836876523,1.0,30886,1146,32,190,0.600229072147166,0.0,0.7489982614150414,0.0,135.38893655630258,0.0,7758.591034284581,0.0,1.6660546499949236,228.4947792956233,0.600229072147166,0.0,5.635224308998553,0.0,135.38893655630258,0.0,5.635224308998553,1.0115612161433742,0.7489982614150414,0.600229072147166,11.733707834879556,672.4112229713304
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,7.49017623638829,0.8788183112939199,123.37692933291197,0.8256183742259983,2.1050935089588165,63345.173231582645,1000.0,0.48711871917055305,1.0,30605,888,39,182,0.6002290721471661,0.0,0.7438250233729681,0.0,135.46997197469076,0.0,8261.964864955173,0.0,3.177876134713491,6441.109946615696,0.6002290721471661,0.0,5.683436340548531,0.0,135.46997197469076,0.0,5.683436340548531,0.9985954641654631,0.7438250233729681,0.6002290721471661,10.83759775797526,660.9571891964138
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,7.49017623638829,0.8789039760828018,99.82397985676924,0.8154465846658517,2.154558462756021,65917.07042106628,1000.0,0.48229288326283865,1.0,30267,369,55,155,0.6002290721471661,0.0,0.7635845158781324,0.0,135.4213420322963,0.0,8615.741492764128,0.0,3.4268446138926913,2152.402482409477,0.6002290721471661,0.0,5.711382229667771,0.0,135.4213420322963,0.0,5.711382229667771,0.9892415947305029,0.7635845158781324,0.6002290721471661,6.319662628173828,402.06793632899263
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,7.49017623638829,0.8790613104899724,86.72360350439946,0.9555805805467739,2.086626246571541,65161.34082891464,1000.0,0.8028174982490364,1.0,30171,243,76,128,0.6002290721471661,0.0,0.7631183788180351,0.0,135.1713161468506,0.0,7042.098452996134,0.0,7.184142291545868,2808.624217514992,0.6002290721471661,0.0,5.722208251139187,0.0,135.1713161468506,0.0,5.722208251139187,0.9968292322741544,0.7631183788180351,0.6002290721471661,3.6045684305826824,187.7892920798969
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,7.49017623638829,0.8784423130750656,129.40657939533392,0.7650534111353955,2.2013734728097916,65395.30835886001,1000.0,0.5071019004596132,1.0,30146,403,115,98,0.6002290721471661,0.0,0.7006998918950558,0.0,135.5589780807495,0.0,7765.414361971202,0.0,2.8787771463394165,25642.46694051266,0.6002290721471661,0.0,5.74935763659453,0.0,135.5589780807495,0.0,5.74935763659453,0.9987065041825717,0.7006998918950558,0.6002290721471661,7.22981216430664,414.1554326384641
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,7.49017623638829,0.8786676432689031,75.4296567756931,0.933536787770201,1.8389118750890097,67556.80891870499,1000.0,0.7616061433122691,1.0,30607,713,55,157,0.6033748733473698,0.0,0.6650279585272074,0.0,136.22936604817707,0.0,7872.418563772691,0.0,2.733050068219503,384.7725745648146,0.6033748733473698,0.0,5.772937361301754,0.0,136.22936604817707,0.0,5.772937361301754,0.9982109460655806,0.6650279585272074,0.6033748733473698,6.811468302408854,393.6209281886346
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,7.49017623638829,0.8783563109238942,109.66085393091043,0.9206144793954046,1.920222814877828,67469.23187849045,1000.0,0.5169570554264703,1.0,30385,462,39,172,0.6002290721471663,0.0,0.7043904781341552,0.0,135.61760355631512,0.0,8163.982974064945,0.0,2.240565776824951,4103.55543782115,0.6002290721471663,0.0,5.797247352021189,0.0,135.61760355631512,0.0,5.797247352021189,1.0019760746585094,0.7043904781341552,0.6002290721471663,6.780880177815755,408.1991487032473
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,7.522735911044826,0.8779299781719844,88.31101478199164,0.7191377687575103,2.217519321224906,68906.09258615493,1000.0,0.44711828795252545,1.0,30314,643,81,138,0.6002290721471659,0.0,0.7236776866696097,0.0,135.25557708740234,0.0,8010.843505629886,0.0,3.0552108829671685,30722.34363843441,0.6002290721471659,0.0,5.8322604602694215,0.0,135.25557708740234,0.0,5.8322604602694215,1.0051045966858192,0.7236776866696097,0.6002290721471659,9.918742319742838,587.461857079525
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,7.522735911044826,0.8777516426642736,237.15453835199276,0.9026539751434147,1.8563035238872876,72389.74206523896,1000.0,0.46717579559374384,1.0,30228,292,58,148,0.6002290721471661,0.0,0.7533503662456166,0.0,135.37337424538353,0.0,8812.98433820053,0.0,3.0955804586410522,6994.350413959026,0.6002290721471661,0.0,5.863104139360318,0.0,135.37337424538353,0.0,5.863104139360318,0.9697311940194338,0.7533503662456166,0.6002290721471661,4.963690388997396,323.14275906735276
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,7.539064909485271,0.8769153134028117,117.69480504562458,0.829406033661033,2.37338782787323,72433.81740125656,1000.0,0.5063490842251666,1.0,30821,1064,22,199,0.6002290721471661,0.0,0.7273524343967438,0.0,135.46704833984376,0.0,7385.469939586938,0.0,2.974242715835571,152.98552412986754,0.6002290721471661,0.0,5.906688595556396,0.0,135.46704833984376,0.0,5.906688595556396,0.9606999717233566,0.7273524343967438,0.6002290721471661,11.28892069498698,615.4558282989115
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,7.539064909485271,0.8769883116086324,233.7368723013997,0.8855485356819157,1.8437230199575425,73691.98828544616,1000.0,0.4869572123141716,1.0,30457,672,59,158,0.6002290721471659,0.0,0.7523956418037414,0.0,135.43055572509766,0.0,8704.21628270893,0.0,2.4642400979995727,16305.533067991733,0.6002290721471659,0.0,5.93876318385401,0.0,135.43055572509766,0.0,5.93876318385401,0.9540742462476725,0.7523956418037414,0.6002290721471659,9.028703715006511,580.2810855139287
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,7.539064909485271,0.8767506448427836,73.9943508952856,0.8504391756744537,2.293610686347598,75854.98363822937,1000.0,0.5484040011774177,1.0,30625,808,39,178,0.6002290721471659,0.0,0.7516834906169346,0.0,135.43089149111793,0.0,8063.148612815688,0.0,3.0534958442052207,292.85273701906203,0.6002290721471659,0.0,5.966603903630104,0.0,135.43089149111793,0.0,5.966603903630104,0.9626308974885498,0.7516834906169346,0.6002290721471659,9.480162404378255,564.420402897098
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,7.594761300286557,0.876549311876297,68.36171268781027,0.866103042239083,2.270943115739261,74405.82123182296,1000.0,0.507720018617305,1.0,30295,512,86,129,0.6002290721471661,0.0,0.6927848177797654,0.0,135.31995705997244,0.0,7462.24393170178,0.0,3.6966402530670166,3668.1402235722544,0.6002290721471661,0.0,5.988214425009771,0.0,135.31995705997244,0.0,5.988214425009771,0.9729442515766423,0.6927848177797654,0.6002290721471661,7.668130900065104,422.86048946310086
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,7.594761300286557,0.876275308529536,76.59038590321938,0.8669863622075361,2.575335355905386,74182.47154571534,1000.0,0.5574481858826774,1.0,30263,369,68,142,0.6002290721471661,0.0,0.7769491901764503,0.0,135.40400578425482,0.0,8146.256392570104,0.0,6.13612882907574,5859.464056988954,0.6002290721471661,0.0,6.005526048348659,0.0,135.40400578425482,0.0,6.005526048348659,0.9743370188634832,0.7769491901764503,0.6002290721471661,5.867506917317709,353.00444367803783
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,7.594761300286557,0.8762563131252925,73.35068445175887,0.8806965174129353,2.495901942253113,76047.45743927002,1000.0,0.4605873768346197,1.0,30044,222,120,86,0.6002290721471661,0.0,0.6788453989558749,0.0,135.37514411078558,0.0,6975.777217615899,0.0,4.2030953831142845,168794.2957428074,0.6002290721471661,0.0,6.015997838541001,0.0,135.37514411078558,0.0,6.015997838541001,0.9785542050222228,0.6788453989558749,0.6002290721471661,4.061254323323568,209.27331652847695
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,7.594761300286557,0.876342311501503,95.00604392458995,0.9702174296291943,1.566673904657364,88816.5862020874,1000.0,0.5236741540201357,1.0,30123,222,82,123,0.6002290721471661,0.0,0.6209727894100878,0.0,135.3251020643446,0.0,8025.642633113787,0.0,1.3951386147075229,18973.818999488354,0.6002290721471661,0.0,6.0314030758194965,0.0,135.3251020643446,0.0,6.0314030758194965,0.9743617909299931,0.6209727894100878,0.6002290721471661,4.059753061930339,240.76927899341362
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,7.594761300286557,0.8763116457064947,70.51826392312844,0.9406848561059465,2.161934558550517,92539.84728601456,1000.0,0.7117874476445178,1.0,30452,581,72,139,0.6002290721471663,0.0,0.7875421841939291,0.0,135.44275410970053,0.0,9676.521239293212,0.0,4.191596364974975,12898.902144105434,0.6002290721471663,0.0,6.0523877018688665,0.0,135.44275410970053,0.0,6.0523877018688665,0.9773983154428709,0.7875421841939291,0.6002290721471663,6.772137705485026,483.8260619646606
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,7.594761300286557,0.8763429782787959,82.95413846770923,0.9158983053316537,2.3585951179265976,93606.18908159256,1000.0,0.6375080695019553,1.0,30011,225,139,65,0.6002290721471661,0.0,0.75825584679842,0.0,135.30488395690918,0.0,9132.077568215478,0.0,6.15616637468338,10873.988448007107,0.6002290721471661,0.0,6.061799728585899,0.0,135.30488395690918,0.0,6.061799728585899,0.9786706004849384,0.75825584679842,0.6002290721471661,3.6081302388509116,243.52206848574608
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,7.594761300286557,0.8756603137652079,94.4851926307877,0.8692447900648377,2.3896625377237797,94605.81986907958,1000.0,0.4934811723904792,1.0,30278,454,78,136,0.6002290721471661,0.0,0.6994218546897173,0.0,135.4249963760376,0.0,8564.787571117013,0.0,3.0840110182762146,11404.92305777073,0.6002290721471661,0.0,6.091982647428195,0.0,135.4249963760376,0.0,6.091982647428195,0.9598535061956084,0.6994218546897173,0.6002290721471661,7.222666473388672,456.788670459574
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,7.594761300286557,0.8761193122466405,74.13506952345371,0.8400892132334139,1.5454156001408894,96519.49299209594,1000.0,0.580815330788228,1.0,30146,370,127,81,0.6002290721471661,0.0,0.7485928485790888,0.0,135.43261082967123,0.0,10789.247568701461,0.0,2.391127626101176,45963.987997977136,0.6002290721471661,0.0,6.110455086933916,0.0,135.43261082967123,0.0,6.110455086933916,0.9565022637285856,0.7485928485790888,0.6002290721471661,5.417304433186849,431.56990274805844
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,7.68194057176097,0.8758516450723012,61.91462345083555,0.8724983264621825,2.0791713661617703,103276.09992599487,1000.0,0.5368323276608303,1.0,30488,623,45,170,0.600229072147166,0.0,0.759481797615687,0.0,135.40364922417535,0.0,9211.850550804338,0.0,3.2264862987730236,11701.201554820538,0.600229072147166,0.0,6.133201367717055,0.0,135.40364922417535,0.0,6.133201367717055,0.9618241185226624,0.759481797615687,0.600229072147166,8.124218953450521,552.7110330482603
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,7.68194057176097,0.8754503128925959,145.40694006145,0.9407745574957695,2.314605615355752,104304.35827934265,1000.0,0.5680735893941345,1.0,30199,337,91,115,0.6002290721471661,0.0,0.7459536248987372,0.0,135.35839150168678,0.0,8920.103704002431,0.0,4.329206510023638,42422.408075127605,0.6002290721471661,0.0,6.150893601138317,0.0,135.35839150168678,0.0,6.150893601138317,0.9557506360667408,0.7459536248987372,0.6002290721471661,4.963141021728515,327.07046914675584
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,7.68194057176097,0.8756516454617183,69.90458216587703,0.8529955008056186,2.412890380079096,113917.0862928772,1000.0,0.7115311388328783,1.0,30302,353,53,154,0.6002290721471661,0.0,0.7059987593780864,0.0,135.58178433504972,0.0,8519.070924146676,0.0,6.437893780795011,69224.19300165653,0.6002290721471661,0.0,6.164208176285445,0.0,135.58178433504972,0.0,6.164208176285445,0.9605612578655903,0.7059987593780864,0.6002290721471661,4.971332092285156,312.3659338853782
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,7.724794367485531,0.8754283120234807,63.74725989808639,0.7570422607933329,2.0729231869473175,124021.31666389466,1000.0,0.30417007397337864,1.0,29987,382,152,63,0.6002290721471661,0.0,0.7017068582422593,0.0,135.38102273380056,0.0,8791.685848920746,0.0,3.7102704328649185,215224.9824986708,0.6002290721471661,0.0,6.192924024970133,0.0,135.38102273380056,0.0,6.192924024970133,0.9497213747614561,0.7017068582422593,0.6002290721471661,7.671591288248698,498.1955314388423
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,7.741694406179333,0.8749169762929281,71.825565520823,0.9166519613525264,2.5588485283010147,155366.37686889648,1000.0,0.5559464707709101,1.0,30503,619,47,167,0.6002290721471661,0.0,0.7395509832045611,0.0,135.3892561968635,0.0,8418.88557324727,0.0,4.581964576945586,65968.38391774177,0.6002290721471661,0.0,6.215061787481073,0.0,135.3892561968635,0.0,6.215061787481073,0.9508857961627534,0.7395509832045611,0.6002290721471661,7.672057851155599,477.0701824840119
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,7.741694406179333,0.8748126419385275,65.76476320097844,0.9279587099788354,2.2638847082853317,167201.6818295288,1000.0,0.6960869956253826,1.0,30472,591,65,146,0.6002290721471663,0.0,0.697844768812259,0.0,135.3819844563802,0.0,8415.848428691657,0.0,2.5213684837023416,60715.351635065075,0.6002290721471663,0.0,6.241153611818905,0.0,135.3819844563802,0.0,6.241153611818905,0.9330648100502231,0.697844768812259,0.6002290721471663,6.76909922281901,420.7924214345828
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,7.741694406179333,0.8746919786930084,59.06326349288225,0.9047152812377534,2.056282464663188,174719.4694996643,1000.0,0.44744785675735904,1.0,30269,391,56,156,0.6002290721471663,0.0,0.6454955374201139,0.0,135.54149068196614,0.0,8222.931843885439,0.0,3.225046157836914,59239.835258831976,0.6002290721471663,0.0,6.258059649039835,0.0,135.54149068196614,0.0,6.258059649039835,0.9396982419907144,0.6454955374201139,0.6002290721471663,6.777074534098308,411.14659219427193
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,7.785111002547088,0.874788978099823,61.428781856795155,0.94954955281291,1.923928235967954,185337.00592468263,1000.0,0.6793005586477928,1.0,30323,464,90,117,0.6002290721471661,0.0,0.6781061676641306,0.0,135.39488728841147,0.0,9953.09767354201,0.0,3.413386662801107,238229.995115453,0.6002290721471661,0.0,6.273797643760029,0.0,135.39488728841147,0.0,6.273797643760029,0.939209798202285,0.6781061676641306,0.6002290721471661,5.415795491536458,398.12390694168033
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,7.909543825337474,0.8742083116372427,61.51257622490326,0.8639834797539667,2.7977662086486816,215278.0257926941,1000.0,0.612927632448856,1.0,30667,723,19,193,0.6002290721471661,0.0,0.7233454830506268,0.0,135.5820285572725,0.0,8507.879235012377,0.0,8.314094571506276,2800.4037461042403,0.6002290721471661,0.0,6.295260568240472,0.0,135.5820285572725,0.0,6.295260568240472,0.9404120955237033,0.7233454830506268,0.6002290721471661,7.682981618245443,482.1131566507014
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,7.909543825337474,0.87396431128184,64.55612975637118,0.9226773751775418,2.5984085981662455,216393.265075531,1000.0,0.595442634344484,1.0,30189,350,96,113,0.6002290721471661,0.0,0.7294805875191321,0.0,135.40809396597055,0.0,9388.827080676769,0.0,8.401745319366455,29074.65614804745,0.6002290721471661,0.0,6.313263167729098,0.0,135.40809396597055,0.0,6.313263167729098,0.943342523741383,0.7294805875191321,0.6002290721471661,5.867684071858724,406.8491734959933
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,7.909543825337474,0.8736643103758494,67.94323819269736,0.9211581439203922,2.3998451197848603,217958.29734283447,1000.0,0.6062012592208607,1.0,30504,618,47,167,0.6002290721471661,0.0,0.713284012149362,0.0,135.52423993278953,0.0,9548.27796094324,0.0,4.7186629421570725,11611.357377766371,0.6002290721471661,0.0,6.335920038087274,0.0,135.52423993278953,0.0,6.335920038087274,0.9422558024298251,0.713284012149362,0.6002290721471661,7.679706929524739,541.0690844534502
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,7.909543825337474,0.87396664361159,64.46009853939215,0.8989488169348101,1.9557956619696184,221926.82226394652,1000.0,0.38975630792164323,1.0,30224,232,30,176,0.6002290721471661,0.0,0.7589929916641929,0.0,135.28198658336294,0.0,10612.666366938349,0.0,3.7346406308087436,29636.586015725137,0.6002290721471661,0.0,6.349917565123305,0.0,135.28198658336294,0.0,6.349917565123305,0.9460338662699881,0.7589929916641929,0.6002290721471661,4.960339508056641,389.1311001210728
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,8.03397664812786,0.873351644873619,75.40308932652076,0.8073074353748291,2.5662172958254814,223540.38048324586,1000.0,0.40290226019592557,1.0,30126,337,85,128,0.6002290721471661,0.0,0.7600239180028439,0.0,135.53030681610107,0.0,9212.002004980512,0.0,4.6830021142959595,174285.07731076478,0.6002290721471661,0.0,6.370109434743717,0.0,135.53030681610107,0.0,6.370109434743717,0.9525661518335748,0.7600239180028439,0.6002290721471661,7.228283030192057,491.3067735989606
