algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,D_threshold_honest,D_threshold_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_n_honest,eps_n_attacker,n_rejected_honest,n_rejected_attacker,V_agg_norm_honest,V_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,53,2.344539209861966,0.8805064743757248,0.40191916391253474,0.8272934224321634,0.02603404935110699,27.685545892715453,1000.0,0.9988193624557261,0.7588770902057516,50335,541,105,91,0.08168781331372348,0.0,1.1757792288606816,19.379881804784137,2.344539209861967,0.0,39.63636363636363,168.13333333333333,0.6035029779780995,8.553359452883402,2.344539209861967,8.881784197001252e-16,1.095,0.9629562468445655,0.634102030562611
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,54,2.3871221095865076,0.8835819774866104,0.39153812736272814,0.9962237286037081,0.025019869377667255,144.1936964670817,1000.0,0.9926322043969104,1.0,50318,420,0,94,0.0836217817860205,0.0,1.0483229756355286,100.935585231781,2.387122109586507,0.0,38.18181818181818,167.72666666666666,0.5764609521085565,44.931943578720094,2.387122109586507,4.440892098500626e-16,1.11,0.9620606828580138,0.6176725647072302
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,55,2.431001419315337,0.8835609766840935,0.39130455508828166,0.9985955056179775,0.024635199457406998,771.7179660542806,1000.0,0.9972222222222222,1.0,50177,278,0,47,0.08095193908663165,0.0,1.164066642522812,540.2025628662109,2.431001419315337,0.0,34.75,167.25666666666666,0.5863490179181099,240.32912996927897,2.431001419315337,0.0,1.125,0.9616123028497642,0.609014259817804
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,56,2.4762372355197746,0.8839604759216309,0.3899293749034405,1.0,0.02432131829361121,4020.374551188151,1000.0,1.0,1.0,50178,278,0,24,0.0785096153401848,0.0,1.6301496823628743,2814.262134399414,2.476237235519775,0.0,46.333333333333336,167.26,0.8033063014348348,1252.3856139119466,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.9613789693974735,0.598825785347638
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.8837869787216186,0.38984615474939344,1.0,0.02433447872421571,20844.00310546875,1000.0,1.0,1.0,50646,746,0,144,0.07346594716304915,0.0,0.7824945960726056,14590.801884765626,2.5228955996813522,0.0,53.285714285714285,168.82,0.42030006859983715,6484.722968343099,2.5228955996813522,4.440892098500626e-16,1.155,0.9599371265268865,0.5694617491586486
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.883861477971077,0.38923248708248137,0.997496882371501,0.02431814686248177,105939.20606770834,1000.0,0.9951124014489666,1.0,50967,1071,0,226,0.0808935723988856,0.0,0.8986914597059551,74157.44287109375,2.5710493373515253,0.0,56.36842105263158,169.89,0.5078275486042625,32995.93055013021,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.9577369857123926,0.5300299726577227
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.8843614766001702,0.38770635351538657,0.9995126705653021,0.024589266317586105,541008.1958333333,1000.0,0.9990310077519379,1.0,50691,792,0,75,0.07646810797845294,0.0,1.1503348847230275,378705.729609375,2.6207790369856485,0.0,66.0,168.97,0.5715255166093508,168377.44841145835,2.6207790369856485,4.440892098500626e-16,1.185,0.9569964847896868,0.5034853772723714
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.8843829771876335,0.3869828462600708,0.9993861264579498,0.02442061383691099,2722979.1397916665,1000.0,0.9987789987789988,1.0,50417,518,0,51,0.06881282896177982,0.0,1.221249242623647,1906085.368125,2.6721741937302523,0.0,57.55555555555556,168.05666666666667,0.592473202281528,848721.1747395833,2.6721741937302523,4.440892098500626e-16,1.2,0.9565386646131426,0.49465842789018144
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.8842854762077331,0.38716170758008955,0.9979429558913471,0.023401622732098285,13909503.289166667,1000.0,0.9959278493691449,1.0,50541,644,0,113,0.06860699027909424,0.0,0.8611403061793401,9736652.124166667,2.725334547975326,0.0,49.53846153846154,168.47,0.4861915890987103,4329643.989375,2.725334547975326,4.440892098500626e-16,1.215,0.9554210496560364,0.47273792839824197
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.883940978050232,0.38804510816931725,0.994147994147994,0.02259107989569505,70009489.51333334,1000.0,0.9885964912280701,1.0,50359,461,0,52,0.05868498749518621,0.0,0.9082946644888984,49006641.54666667,2.7803716539313506,0.0,51.22222222222222,167.86333333333334,0.43392491671774125,21821148.635,2.7803716539313506,0.0,1.2299999999999998,0.9549178054050544,0.4544313916981622
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.8847724774479866,0.38550411984324456,0.9910043704302077,0.023268614641644737,357709690.74666667,1000.0,0.9827129859387924,1.0,50338,442,0,94,0.07291614655571266,0.0,0.8634336861697111,250396778.44,2.837410719872669,0.0,40.18181818181818,167.79333333333332,0.4801929999481548,111330142.45333333,2.837410719872669,4.440892098500626e-16,1.245,0.9540306430655622,0.4399505095446524
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.8847729781270027,0.38507640480995176,0.989155885730649,0.02276916043566806,1795586650.56,1000.0,0.9794014250905221,1.0,50807,920,0,117,0.07826782768416475,0.0,1.1098966257912772,1256910629.8666666,2.8797317800857956,0.0,65.71428571428571,169.35666666666665,0.5720180422067642,559718518.96,2.8797317800857956,0.0,1.26,0.9529651655473538,0.41870955673766047
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.8841719770431519,0.38679819568991664,0.9994623655913979,0.02243941059956948,9134683549.013334,1000.0,0.9989316239316239,1.0,50420,521,0,119,0.050609744492494786,0.0,0.6646773815155029,6394278379.093333,2.9146882802902803,0.0,43.416666666666664,168.06666666666666,0.37770500779151917,2844191335.8933334,2.9146882802902803,0.0,1.275,0.9518562841156433,0.4060718337415929
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.8850024795532226,0.3842376920580864,1.0,0.022843595826998353,45852684434.77333,1000.0,1.0,1.0,50300,400,0,40,0.055894051672807886,0.0,1.0641450583934784,32096878438.4,2.9504496656185597,0.0,50.0,167.66666666666666,0.5125663764774799,14296367444.48,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.9514840343109915,0.399384526053987
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.8851019755005837,0.38381337076425553,0.9840944481995961,0.022079832585794584,233392936837.12,1000.0,0.9709524989544808,1.0,50602,710,0,132,0.05656257838808716,0.0,0.6940058214323861,163375052513.28,2.9870369056922645,0.0,50.714285714285715,168.67333333333335,0.40411477642399923,72686088410.45334,2.9870369056922645,0.0,1.305,0.9502089753893158,0.3771540909987502
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.8849239772558213,0.3842107038199902,0.9850787510361979,0.022698932242664425,1175526135889.92,1000.0,0.9734848484848485,1.0,50462,567,0,75,0.05817989628402145,0.0,0.9117407852953131,822868282463.5734,3.0244720059477883,0.0,51.54545454545455,168.20666666666668,0.4776311598040841,366443384094.72,3.0244720059477883,4.440892098500626e-16,1.32,0.9495565874787071,0.35837413761303094
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.8852544769644737,0.3831275171041489,1.0,0.02196350476394097,5960633542246.4,1000.0,1.0,1.0,50236,336,0,20,0.03846520808212536,0.0,0.7612845795229077,4172443414473.3867,3.062778081137312,0.0,56.0,167.45333333333335,0.3932616710662842,1857111861056.8533,3.062778081137312,0.0,1.335,0.9493769884067195,0.35141227707057165
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.8853999784588814,0.3828460568189621,0.9944347826086956,0.02101996950805187,30019167946014.72,1000.0,0.9890225563909775,1.0,50119,222,0,17,0.0747243245028229,0.0,1.5973474264144898,21013417145576.105,3.101979435118868,0.0,44.4,167.06333333333333,0.7500780701637269,9360189210842.453,3.101979435118868,4.440892098500626e-16,1.3499999999999999,0.9492225262562681,0.3439832037215505
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.8853959763050079,0.38265045046806334,0.98989898989899,0.019873620321353275,153128034740032.84,1000.0,0.9803921568627452,1.0,49979,80,0,5,0.043614516760500356,0.0,1.432148814201355,107189621860160.86,3.142101647529123,0.0,26.666666666666668,166.59666666666666,0.6512943704922994,47686508962556.586,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9491798425334913,0.34295814720143813
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.8855099791288376,0.38238141760230066,1.0,0.020919424585170217,767888481943115.1,1000.0,1.0,1.0,50436,536,0,50,0.0565104462142659,0.0,0.9949888388315836,537521926309587.6,3.1831716679912256,0.0,59.55555555555556,168.12,0.49953242805269027,239508803586184.53,3.1831716679912256,4.440892098500626e-16,1.38,0.9487319399847427,0.3322252907411548
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.8854949781298638,0.38208051189780234,0.9961954370941044,0.02151610478758812,3921272270431628.0,1000.0,0.9925009678668215,1.0,50610,714,0,156,0.05921008372619331,0.0,0.7566914717356364,2744890532662258.5,3.225217918574415,0.0,47.6,168.7,0.4522298475106557,1221057140221105.5,3.225217918574415,8.881784197001252e-16,1.395,0.947310568289113,0.3177911630456363
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.8855064758658409,0.3819079607725143,0.9989528795811518,0.020488759130239488,1.9670771224707508e+16,1000.0,0.9979166666666668,1.0,50256,357,0,7,0.0729212338865465,0.0,2.43460373878479,1.376953954107829e+16,3.2682704052928386,0.0,71.4,167.52,1.0249978661537171,6135449859062934.0,3.2682704052928386,0.0,1.41,0.9472281358200036,0.3090144451544101
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.8856314784288406,0.3817303350567818,0.9945439557958188,0.020223292776129463,1.004099831667989e+17,1000.0,0.989283083287291,1.0,50370,474,0,88,0.05875498779438093,0.0,0.7536865906281904,7.028698667987676e+16,3.3123608395086923,0.0,43.09090909090909,167.9,0.4516186091032895,3.1268747451644424e+16,3.3123608395086923,0.0,1.425,0.9464375092484443,0.2992116463197084
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.8853089794516563,0.3824320161342621,1.0,0.020306945016438312,5.0360763772278144e+17,1000.0,1.0,1.0,50378,478,0,86,0.03911753653738543,0.0,0.6433882550759749,3.525253386692792e+17,3.3575227701898553,0.0,43.45454545454545,167.92666666666668,0.35696954889730975,1.57085438809501e+17,3.3575227701898553,4.440892098500626e-16,1.4400000000000002,0.9457320777241226,0.2913152787807098
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,77,3.4037917280656296,0.8856164774298668,0.3815342038869858,0.9902242436932336,0.020165335138638815,2.565860976192875e+18,1000.0,0.9812769637769637,1.0,50692,799,0,151,0.05946426101612342,0.0,0.7157878835995992,1.7961026544041126e+18,3.4037917280656296,0.0,53.266666666666666,168.97333333333333,0.411446879307429,7.992697390096047e+17,3.4037917280656296,0.0,1.4549999999999998,0.9443806146170679,0.2783574681989897
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,78,3.4512053828263247,0.8857064753770828,0.3813095797598362,0.997524702463188,0.01990144114409174,inf,1000.0,0.9950783830987101,1.0,50296,399,0,29,0.04999089657629707,0.0,1.0311409490449088,inf,3.4512053828263243,0.0,57.0,167.65333333333334,0.5061414241790771,4.025384181903368e+18,3.4512053828263243,4.440892098500626e-16,1.47,0.9441501161588579,0.27465239732543323
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,79,3.499803714624289,0.885734477341175,0.3813182350993156,0.9988814317673378,0.01892914219448964,nan,1000.0,0.9977777777777778,1.0,50141,242,0,25,0.0494406010793129,0.0,1.036466161410014,nan,3.49980371462429,0.0,40.333333333333336,167.13666666666666,0.5475158244371414,nan,3.49980371462429,8.881784197001252e-16,1.485,0.9438977694807335,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,80,3.549629201256186,0.8858084791898727,0.3810805368423462,0.9981738691416111,0.01942209483912358,nan,1000.0,0.9963909522010995,1.0,50486,588,0,130,0.040577488497415035,0.0,0.5715377560028663,nan,3.5496292012561854,0.0,45.23076923076923,168.28666666666666,0.34120680735661435,nan,3.5496292012561854,4.440892098500626e-16,1.5,0.9427600606596807,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,81,3.600727022539671,0.8858249762654304,0.38093162685632703,0.9991496598639455,0.019493663450703025,nan,1000.0,0.9983108108108107,1.0,50358,459,0,39,0.04937633168796539,0.0,1.032807119190693,nan,3.600727022539672,0.0,57.375,167.86,0.5668462924659252,nan,3.600727022539672,8.881784197001252e-16,1.515,0.9424114458800059,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,82,3.653145283543021,0.8858429792523385,0.38099612832069396,1.0,0.020113397389650345,nan,1000.0,1.0,1.0,49991,91,0,6,0.04490944501842684,0.0,1.312793254852295,nan,3.6531452835430205,0.0,30.333333333333332,166.63666666666666,0.6127762198448181,nan,3.6531452835430205,4.440892098500626e-16,1.53,0.9423513169768328,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,83,3.706935258484402,0.8859084776043892,0.38090737447142603,0.9941084045077421,0.019156542606651783,nan,1000.0,0.9884935897435898,1.0,50380,483,0,67,0.05197194737657984,0.0,0.7607962846755981,nan,3.706935258484401,0.0,48.3,167.93333333333334,0.41102936267852785,nan,3.706935258484401,8.881784197001252e-16,1.5450000000000002,0.9418221850048821,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,84,3.7621516572892535,0.8856874772906304,0.3815362860262394,1.0,0.019247792395097867,nan,1000.0,1.0,1.0,50370,470,0,30,0.04888868114635422,0.0,0.7510461123394114,nan,3.762151657289252,0.0,67.14285714285714,167.9,0.48996130909238544,nan,3.762151657289252,1.3322676295501878e-15,1.56,0.94157318764905,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,85,3.818852916980401,0.8858654776215553,0.38098526433110236,0.9944490820762624,0.018666148651391268,nan,1000.0,0.9891570794796601,1.0,50437,541,0,38,0.062211746329093674,0.0,0.7431627182522789,nan,3.818852916980402,0.0,67.625,168.12333333333333,0.5154686197638512,nan,3.818852916980402,8.881784197001252e-16,1.575,0.9411909356176057,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,86,3.874737541093223,0.8860154768824577,0.38094986975193024,1.0,0.01832662373781204,nan,1000.0,1.0,1.0,50018,118,0,20,0.042244268221668345,0.0,0.8492386817932129,nan,3.8747375410932245,0.0,23.6,166.72666666666666,0.49935993552207947,nan,3.8747375410932245,1.3322676295501878e-15,1.5899999999999999,0.9410027457436242,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,87,3.916240373005058,0.8860014787316323,0.3808827073872089,0.9836421748186455,0.01783862089117368,nan,1000.0,0.9691932891299979,1.0,50166,270,0,20,0.061199059109906,0.0,1.0973939696947734,nan,3.9162403730050594,0.0,45.0,167.22,0.7331150074799856,nan,3.9162403730050594,1.3322676295501878e-15,1.6050000000000002,0.9407802013685763,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,88,3.958594794875645,0.8860644778609276,0.3808645682036877,0.9302564102564101,0.018144553899765013,nan,1000.0,0.8939393939393939,1.0,50104,206,0,14,0.041017955886320366,0.0,1.0280076503753661,nan,3.958594794875645,0.0,41.2,167.01333333333332,0.5095390021800995,nan,3.958594794875645,0.0,1.62,0.9406583141340236,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,89,4.00182186932881,0.8861124753952027,0.3808992578089237,0.9916068358782487,0.01930947829451826,nan,1000.0,0.983692578686321,1.0,50356,461,0,53,0.0570584730685613,0.0,0.9273533423741659,nan,4.0018218693288095,0.0,51.22222222222222,167.85333333333332,0.5098181996080611,nan,4.0018218693288095,8.881784197001252e-16,1.635,0.9401747411168236,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,90,4.045943537463281,0.886086976826191,0.38086570337414744,0.9934726943719749,0.017732224028025354,nan,1000.0,0.9873947884238442,1.0,50437,542,0,161,0.04545918768485058,0.0,0.5098818072250911,nan,4.045943537463281,0.0,38.714285714285715,168.12333333333333,0.36083087218659265,nan,4.045943537463281,0.0,1.65,0.9386493017141859,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,91,4.090982666874294,0.886122478544712,0.38103102713823317,1.0,0.017790191673806736,nan,1000.0,1.0,1.0,50217,317,0,32,0.0632369488734953,0.0,1.2260504109518868,nan,4.090982666874295,0.0,45.285714285714285,167.39,0.6962678687913078,nan,4.090982666874295,8.881784197001252e-16,1.6649999999999998,0.9383407946777674,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,92,4.136963102650078,0.8861274772882461,0.3810558579862118,0.9948966343197111,0.017561912705952473,nan,1000.0,0.9899547546291244,1.0,50559,665,0,70,0.04812878061154417,0.0,0.7835483280095187,nan,4.136963102650078,0.0,60.45454545454545,168.53,0.442883082411506,nan,4.136963102650078,0.0,1.6800000000000002,0.9377077448276757,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,93,4.183909721536838,0.8861399772763252,0.3811108772456646,0.9922827596851366,0.017881081354889004,nan,1000.0,0.9852272727272727,1.0,50319,422,0,93,0.03853040318553174,0.0,0.6072874882004478,nan,4.183909721536837,0.0,38.36363636363637,167.73,0.3509144864299081,nan,4.183909721536837,8.881784197001252e-16,1.695,0.9369861802053754,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,94,4.231848489478358,0.8860599771142006,0.38142273902893065,0.9993183367416497,0.01717645436939266,nan,1000.0,0.9986449864498645,1.0,50357,458,0,49,0.04025157676714483,0.0,0.6321367687649198,nan,4.2318484894783595,0.0,50.888888888888886,167.85666666666665,0.3520290752251943,nan,4.2318484894783595,1.7763568394002505e-15,1.71,0.9365107858131558,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,95,4.28080652274961,0.8862074747681618,0.3812273719906807,1.0,0.01759653826328841,nan,1000.0,1.0,1.0,50402,502,0,88,0.039282401558117026,0.0,0.611999587579207,nan,4.280806522749609,0.0,45.63636363636363,168.00666666666666,0.382332292470065,nan,4.280806522749609,8.881784197001252e-16,1.7249999999999999,0.9357129521498956,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,96,4.330812152917754,0.8860574775934219,0.38175242871046067,1.0,0.017164783818381175,nan,1000.0,1.0,1.0,50264,364,0,34,0.03808516323651573,0.0,0.7742008311407906,nan,4.330812152917753,0.0,52.0,167.54666666666665,0.47058050121579853,nan,4.330812152917753,8.881784197001252e-16,1.7400000000000002,0.9353966208225896,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,97,4.381894995878737,0.8861594763398171,0.38147679761052133,0.9993425378040762,0.01694862745129145,nan,1000.0,0.998696219035202,1.0,50630,731,0,109,0.040507239361503765,0.0,0.6035985258909372,nan,4.381894995878738,0.0,56.23076923076923,168.76666666666668,0.36139087264354414,nan,4.381894995878738,8.881784197001252e-16,1.7550000000000001,0.9344539949029042,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,98,4.434086025233358,0.8860974797606468,0.3817427697777748,1.0,0.016886040940880774,nan,1000.0,1.0,1.0,50077,177,0,18,0.03363046991814485,0.0,0.8111458420753479,nan,4.434086025233357,0.0,35.4,166.92333333333335,0.4456953048706055,nan,4.434086025233357,8.881784197001252e-16,1.77,0.9343002944098718,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,99,4.4874176502831755,0.8861459767818451,0.38181632161140444,1.0,0.01645995141007006,nan,1000.0,1.0,1.0,50356,456,0,32,0.03782873911433242,0.0,0.8558470383286476,nan,4.487417650283176,0.0,57.0,167.85333333333332,0.446103535592556,nan,4.487417650283176,8.881784197001252e-16,1.785,0.9340152857044138,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,100,4.5419237989440235,0.8862254765629768,0.38184520840644837,0.9917478354978355,0.016295630484819412,nan,1000.0,0.9840263691683571,1.0,50173,277,0,48,0.047228630589918594,0.0,0.7678382247686386,nan,4.541923798944024,0.0,34.625,167.24333333333334,0.4396381974220276,nan,4.541923798944024,8.881784197001252e-16,1.7999999999999998,0.9335878592390348,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,101,4.597640005893232,0.8862504774332046,0.3820367830991745,1.0,0.01606110731760661,nan,1000.0,1.0,1.0,50275,375,0,58,0.03157918039540818,0.0,0.5469169252448611,nan,4.597640005893233,0.0,41.666666666666664,167.58333333333334,0.34818055894639754,nan,4.597640005893233,8.881784197001252e-16,1.8150000000000002,0.9330723713381525,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,102,4.65460350628586,0.8862309780716896,0.38215914130210876,0.9933283914010378,0.016331402119249105,nan,1000.0,0.9872222222222222,1.0,50354,456,0,68,0.03075467948103642,0.0,0.506056398153305,nan,4.654603506285859,0.0,45.6,167.84666666666666,0.30035779625177383,nan,4.654603506285859,8.881784197001252e-16,1.83,0.9324541707409818,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,103,4.712853335395463,0.8862739768624306,0.3823421834409237,0.9944278967935745,0.01632167670565347,nan,1000.0,0.9892482517482518,1.0,50599,703,0,86,0.04258141183953576,0.0,0.5953228150804838,nan,4.712853335395464,0.0,58.583333333333336,168.66333333333333,0.405228133002917,nan,4.712853335395464,8.881784197001252e-16,1.845,0.9316170691425434,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,104,4.772430434556013,0.8862649804353714,0.3824112495779991,0.9956989247311827,0.016000935497383278,nan,1000.0,0.9916310541310541,1.0,50491,593,0,46,0.03238763692386226,0.0,0.6378503243128458,nan,4.772430434556013,0.0,65.88888888888889,168.30333333333334,0.38043955630726284,nan,4.772430434556013,0.0,1.8599999999999999,0.9312155143680033,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,105,4.833377763803692,0.8862074783444405,0.3826625648140907,1.0,0.015064483042806387,nan,1000.0,1.0,1.0,50079,179,0,10,0.02414887574834795,0.0,0.7333265691995621,nan,4.833377763803691,0.0,44.75,166.93,0.39990275353193283,nan,4.833377763803691,8.881784197001252e-16,1.875,0.9311297117822904,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,106,4.895740421640309,0.8862259790301323,0.38296232402324676,1.0,0.015397189262633523,nan,1000.0,1.0,1.0,50440,540,0,100,0.027460614411824274,0.0,0.44406044731537503,nan,4.89574042164031,0.0,45.0,168.13333333333333,0.31900125990311307,nan,4.89574042164031,8.881784197001252e-16,1.8900000000000001,0.9302894245719228,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,107,4.959565772364041,0.8862674796581268,0.382987053245306,0.9822138028020381,0.0159859855405309,nan,1000.0,0.9678847017556694,1.0,50346,452,0,92,0.03880020193791706,0.0,0.4645841121673584,nan,4.959565772364042,0.0,41.09090909090909,167.82,0.3268040039322593,nan,4.959565772364042,8.881784197001252e-16,1.905,0.9294530005304297,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,108,5.024903581438015,0.8862179771065712,0.38325059935450556,0.9991341991341992,0.016018431101526533,nan,1000.0,0.9982788296041308,1.0,50431,532,0,17,0.04198218590823842,0.0,0.9864649857793536,nan,5.024903581438016,0.0,76.0,168.10333333333332,0.48225063937050955,nan,5.024903581438016,8.881784197001252e-16,1.92,0.9292925499812691,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,109,5.09180615939299,0.8862809786200523,0.38333688348531725,0.9962790303975844,0.014716594914595286,nan,1000.0,0.9926461977242365,1.0,50568,674,0,164,0.03676721200447359,0.0,0.4078347643216451,nan,5.0918061593929895,0.0,44.93333333333333,168.56,0.31571869254112245,nan,5.0918061593929895,8.881784197001252e-16,1.935,0.9278074704281576,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,110,5.16032851478683,0.8862234789133072,0.3836171492934227,0.9942466997030011,0.014702361578551622,nan,1000.0,0.9889367043213197,1.0,50644,748,0,100,0.032498842863016825,0.0,0.4792964022893172,nan,5.160328514786829,0.0,57.53846153846154,168.81333333333333,0.3152635074578799,nan,5.160328514786829,8.881784197001252e-16,1.95,0.9269444425712422,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,111,5.207853168736674,0.8862139770388603,0.3838801772892475,0.9538054538054538,0.014773851881424585,nan,1000.0,0.9272141706924315,1.0,50332,437,0,51,0.04027270805602872,0.0,0.6355995535850525,nan,5.207853168736674,0.0,48.55555555555556,167.77333333333334,0.36638060212135315,nan,5.207853168736674,0.0,1.965,0.9264771156413087,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,112,5.252493593221522,0.8863379782438279,0.38399317517876624,1.0,0.015058506978675723,nan,1000.0,1.0,1.0,50122,222,0,8,0.029994546109593696,0.0,0.7734487801790237,nan,5.252493593221523,0.0,55.5,167.07333333333332,0.3925988972187042,nan,5.252493593221523,8.881784197001252e-16,1.98,0.9263955661058394,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,113,5.297900042856843,0.8863384783267975,0.38417799696326255,0.9925161437238733,0.014673608044783274,nan,1000.0,0.9855295741485001,1.0,50152,256,0,68,0.03501314101613707,0.0,0.4850611388683319,nan,5.297900042856844,0.0,28.444444444444443,167.17333333333335,0.3067178726196289,nan,5.297900042856844,8.881784197001252e-16,1.995,0.9258160978741187,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.886295975446701,0.3844768020510674,1.0,0.014424492774361914,nan,1000.0,1.0,1.0,50578,678,0,88,0.03268356958558221,0.0,0.52000231905417,nan,5.3440873908831055,0.0,61.63636363636363,168.59333333333333,0.3354836702346802,nan,5.3440873908831055,8.881784197001252e-16,2.01,0.9250919837830771,nan
