algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,78,7.01859670680247,0.8827555775642395,0.39051676803827284,0.0,1.5172077919307507,0.0,1000.0,0.0,0.0,135.39389680561266,0.0,135.39389680561266,0.0,6224.993756267923,0.0,15.371923296075119,0.0,0.600229072147166,0.0,4.974244251897779,0.0,0.600229072147166,0.0,0.7488536615120737,0.0,4.974244251897779,1.2655902724106338,0.7488536615120737,0.600229072147166,5.144968078613282,236.54976273818104
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,79,7.01859670680247,0.8827511792182923,0.39053777998685835,0.0,1.529886856675148,0.0,1000.0,0.0,0.0,135.20840454101562,0.0,135.20840454101562,0.0,6863.347810148542,0.0,24.47582791068337,0.0,0.6002290721471659,0.0,5.015193005834593,0.0,0.6002290721471659,0.0,0.7919933985580098,0.0,5.015193005834593,1.2478940889111876,0.7919933985580098,0.6002290721471659,5.949169799804688,301.98730364653585
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,80,7.086898510621215,0.8826223779916763,0.3910958862900734,0.0,1.6316416071993964,0.0,1000.0,0.0,0.0,135.36888831002372,0.0,135.36888831002372,0.0,6478.908781637096,0.0,31.570805856159755,0.0,0.600229072147166,0.0,5.055315094512116,0.0,0.600229072147166,0.0,0.7568764047963279,0.0,5.055315094512116,1.2494231748945004,0.7568764047963279,0.600229072147166,7.580657745361328,362.8188917716773
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,81,7.086898510621215,0.8825337771177292,0.3913899371027946,0.0,1.6528896021842956,0.0,1000.0,0.0,0.0,135.37328552246095,0.0,135.37328552246095,0.0,6654.709976618607,0.0,27.284159202575683,0.0,0.6002290721471661,0.0,5.097586449167033,0.0,0.6002290721471661,0.0,0.7582031869888306,0.0,5.097586449167033,1.2402647920514993,0.7582031869888306,0.6002290721471661,6.768664276123046,332.73549883093034
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,82,7.086898510621215,0.8826613771915436,0.39113024914264677,0.0,1.3810161623087795,0.0,1000.0,0.0,0.0,135.5464005903764,0.0,135.5464005903764,0.0,7007.820789620088,0.0,6.0387315208261665,0.0,0.6002290721471661,0.0,5.123302624076188,0.0,0.6002290721471661,0.0,0.7948670820756392,0.0,5.123302624076188,1.215994858849747,0.7948670820756392,0.6002290721471661,2.982020812988281,154.17205737164198
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,83,7.086898510621215,0.8825815776586533,0.3915193104147911,0.0,1.7480703115463256,0.0,1000.0,0.0,0.0,135.2925941467285,0.0,135.2925941467285,0.0,6589.394899515447,0.0,29.165684700012207,0.0,0.6002290721471659,0.0,5.158685705732964,0.0,0.6002290721471659,0.0,0.7818432748317719,0.0,5.158685705732964,1.1944341649259778,0.7818432748317719,0.6002290721471659,5.411703765869141,263.57579598061795
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,84,7.368688748289123,0.8825019773244858,0.39206292808055876,0.0,1.5622099433094263,0.0,1000.0,0.0,0.0,135.39246940612793,0.0,135.39246940612793,0.0,6874.413291650133,0.0,36.01122850179672,0.0,0.6002290721471661,0.0,5.192671579816502,0.0,0.6002290721471661,0.0,0.7790145967155695,0.0,5.192671579816502,1.203385411260004,0.7790145967155695,0.6002290721471661,8.665118041992187,439.9624506656085
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,85,7.368688748289123,0.88246517765522,0.39225660675764085,0.0,1.6020235798575662,0.0,1000.0,0.0,0.0,135.36242190274325,0.0,135.36242190274325,0.0,6635.5808062045435,0.0,23.63344331221147,0.0,0.6002290721471659,0.0,5.222886225505661,0.0,0.6002290721471659,0.0,0.7181788547472521,0.0,5.222886225505661,1.2033802746441373,0.7181788547472521,0.6002290721471659,5.955946563720703,291.96555547299994
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,86,7.368688748289123,0.8823545788526534,0.39283722287416456,0.0,1.8272351220898007,0.0,1000.0,0.0,0.0,135.33230590820312,0.0,135.33230590820312,0.0,6635.621172350004,0.0,32.84044012816056,0.0,0.6002290721471659,0.0,5.248647012742421,0.0,0.6002290721471659,0.0,0.7399854971014935,0.0,5.248647012742421,1.207471526616635,0.7399854971014935,0.6002290721471659,6.225286071777344,305.23857392810015
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,87,7.368688748289123,0.8822991778850555,0.3929331567287445,0.0,1.4476426802575588,0.0,1000.0,0.0,0.0,135.4463815689087,0.0,135.4463815689087,0.0,6848.899131759711,0.0,9.192145496606827,0.0,0.6004218020831165,0.0,5.278941647195128,0.0,0.6004218020831165,0.0,0.7262814193964005,0.0,5.278941647195128,1.1893784684163031,0.7262814193964005,0.6004218020831165,4.3342842102050785,219.16477221631075
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,88,7.368688748289123,0.8820789784193039,0.3936720396280289,0.0,2.0067224415640035,0.0,1000.0,0.0,0.0,135.34047317504883,0.0,135.34047317504883,0.0,6788.71875033573,0.0,42.532137950261436,0.0,0.6002290721471661,0.0,5.311652016052069,0.0,0.6002290721471661,0.0,0.8039791733026505,0.0,5.311652016052069,1.1746990908596198,0.8039791733026505,0.6002290721471661,6.496342712402344,325.85850001611504
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,89,7.368688748289123,0.8821403779983521,0.39393420147895813,0.0,1.539755384127299,0.0,1000.0,0.0,0.0,135.25145212809244,0.0,135.25145212809244,0.0,6923.529912444437,0.0,16.94053313467238,0.0,0.600229072147166,0.0,5.33885639975979,0.0,0.600229072147166,0.0,0.7037643475664986,0.0,5.33885639975979,1.1656307326415551,0.7037643475664986,0.600229072147166,4.8690522766113284,249.24707684799972
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,90,7.408367447348314,0.8817583768367767,0.3950037181377411,0.0,1.7799019209648435,0.0,1000.0,0.0,0.0,135.40589543392784,0.0,135.40589543392784,0.0,7092.89153032899,0.0,54.13134424309982,0.0,0.600229072147166,0.0,5.408691234217345,0.0,0.600229072147166,0.0,0.7518172781718405,0.0,5.408691234217345,1.1146289749639928,0.7518172781718405,0.600229072147166,10.290848052978516,539.0597563050034
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,91,7.408367447348314,0.8818115770816803,0.395075025677681,0.0,1.6129560911137124,0.0,1000.0,0.0,0.0,135.45577405846637,0.0,135.45577405846637,0.0,7139.633958537494,0.0,23.910526648811672,0.0,0.6002290721471659,0.0,5.438457288387226,0.0,0.6002290721471659,0.0,0.7181985494883164,0.0,5.438457288387226,1.1064127623418019,0.7181985494883164,0.6002290721471659,6.230965606689453,328.4231620927248
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,92,7.408367447348314,0.8817021771669388,0.39550780940055846,0.0,1.8341445078452427,0.0,1000.0,0.0,0.0,135.45085080464682,0.0,135.45085080464682,0.0,7183.973160921606,0.0,37.916199366251625,0.0,0.6002290721471661,0.0,5.463912347052873,0.0,0.6002290721471661,0.0,0.7483230531215668,0.0,5.463912347052873,1.1100227134754181,0.7483230531215668,0.6002290721471661,6.501640838623047,344.83071172423706
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,93,7.507677248991202,0.8815655773878097,0.39638164126873016,0.0,1.731846449466852,0.0,1000.0,0.0,0.0,135.32990206204929,0.0,135.32990206204929,0.0,7084.544241345635,0.0,33.6541621868427,0.0,0.600229072147166,0.0,5.491989857584555,0.0,0.600229072147166,0.0,0.7363360524177551,0.0,5.491989857584555,1.1115051023167724,0.7363360524177551,0.600229072147166,7.0371549072265625,368.39630054997303
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,94,7.507677248991202,0.8816251777410508,0.39649571698904035,0.0,1.5876105070114135,0.0,1000.0,0.0,0.0,135.23902053833007,0.0,135.23902053833007,0.0,7324.903697350627,0.0,18.888067889213563,0.0,0.6002290721471659,0.0,5.523554226384254,0.0,0.6002290721471659,0.0,0.7585510790348053,0.0,5.523554226384254,1.0797634341977018,0.7585510790348053,0.6002290721471659,5.409560821533203,292.99614789402506
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,95,7.507677248991202,0.8815231770277023,0.39704104214906694,0.0,1.581233383252703,0.0,1000.0,0.0,0.0,135.41324536553745,0.0,135.41324536553745,0.0,7368.720106995478,0.0,30.462417470997778,0.0,0.600229072147166,0.0,5.562307631930549,0.0,0.600229072147166,0.0,0.7082436434153853,0.0,5.562307631930549,1.0641818997995853,0.7082436434153853,0.600229072147166,7.853968231201172,427.3857662057377
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,96,7.632110071781586,0.8813009784221649,0.3978867527842522,0.0,1.523403068951198,0.0,1000.0,0.0,0.0,135.37569667271205,0.0,135.37569667271205,0.0,7446.745274212471,0.0,38.31458282470703,0.0,0.600229072147166,0.0,5.611670509184756,0.0,0.600229072147166,0.0,0.7403189301490783,0.0,5.611670509184756,1.0362448871277297,0.7403189301490783,0.600229072147166,9.476298767089844,521.272169194873
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,97,7.632110071781586,0.8813297795057297,0.398085913836956,0.0,1.5955842286348343,0.0,1000.0,0.0,0.0,135.44794518607003,0.0,135.44794518607003,0.0,7687.063548721645,0.0,28.993494033813477,0.0,0.600229072147166,0.0,5.641383948357847,0.0,0.600229072147166,0.0,0.7434787995048932,0.0,5.641383948357847,1.03358588252735,0.7434787995048932,0.600229072147166,7.585084930419922,430.4755587284121
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,98,7.632110071781586,0.881342977643013,0.3982977775335312,0.0,1.7174920184271676,0.0,1000.0,0.0,0.0,135.56039101736886,0.0,135.56039101736886,0.0,7168.580991207146,0.0,19.86269886153085,0.0,0.6002290721471661,0.0,5.657954143365074,0.0,0.6002290721471661,0.0,0.7205067053437233,0.0,5.657954143365074,1.0304993238541542,0.7205067053437233,0.6002290721471661,3.795690948486328,200.72026775380007
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,99,7.632110071781586,0.8812437772750854,0.39893032002449036,0.0,1.710145406101061,0.0,1000.0,0.0,0.0,135.32601265285325,0.0,135.32601265285325,0.0,7409.197721259361,0.0,28.956190358037535,0.0,0.6002290721471659,0.0,5.67980646872658,0.0,0.6002290721471659,0.0,0.7279942826084469,0.0,5.67980646872658,1.0324834947556754,0.7279942826084469,0.6002290721471659,6.22499658203125,340.8230951779306
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,100,7.632110071781586,0.8810563764572144,0.3997861479520798,0.0,2.0755763313044673,0.0,1000.0,0.0,0.0,135.39468649159306,0.0,135.39468649159306,0.0,7460.485471725877,0.0,43.09186255413553,0.0,0.6002290721471659,0.0,5.70347746315278,0.0,0.6002290721471659,0.0,0.7783704736958379,0.0,5.70347746315278,1.0310086693264082,0.7783704736958379,0.6002290721471659,6.228155578613281,343.18233169939026
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,101,7.632110071781586,0.8809837768077851,0.40026690930128095,0.0,1.654261361559232,0.0,1000.0,0.0,0.0,135.48150024414062,0.0,135.48150024414062,0.0,7810.631826512862,0.0,34.541887219746904,0.0,0.6002290721471659,0.0,5.744555862826035,0.0,0.6002290721471659,0.0,0.7234843224287033,0.0,5.744555862826035,0.9931147262572436,0.7234843224287033,0.6002290721471659,8.128890014648437,468.63790959077164
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,102,7.632110071781586,0.8807291783094406,0.4013909505605698,0.0,1.799685420813384,0.0,1000.0,0.0,0.0,135.38876681857639,0.0,135.38876681857639,0.0,7505.240979273129,0.0,41.76022829832854,0.0,0.600229072147166,0.0,5.775627489935787,0.0,0.600229072147166,0.0,0.7151096220369693,0.0,5.775627489935787,0.9829849686079332,0.7151096220369693,0.600229072147166,7.310993408203125,405.28301288074897
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,103,7.632110071781586,0.8806329777240753,0.40189729279279707,0.0,1.6966624760201998,0.0,1000.0,0.0,0.0,135.34000614711218,0.0,135.34000614711218,0.0,8317.596571939383,0.0,34.07785279410226,0.0,0.600229072147166,0.0,5.812406321451713,0.0,0.600229072147166,0.0,0.771827540227345,0.0,5.812406321451713,0.9467488172376597,0.771827540227345,0.600229072147166,7.579040344238281,465.78540802860545
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,104,7.632110071781586,0.8804875782728195,0.4027572606801987,0.0,1.82430326739947,0.0,1000.0,0.0,0.0,135.31917622884114,0.0,135.31917622884114,0.0,7888.280957844199,0.0,43.28600622812907,0.0,0.6002290721471659,0.0,5.844337002812075,0.0,0.6002290721471659,0.0,0.7408025066057841,0.0,5.844337002812075,0.9360421773025698,0.7408025066057841,0.6002290721471659,8.119150573730469,473.29685747065196
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,105,7.632110071781586,0.8803713774681091,0.403361910879612,0.0,1.8884069686350615,0.0,1000.0,0.0,0.0,135.2661776335343,0.0,135.2661776335343,0.0,7678.306072562251,0.0,48.590482608131744,0.0,0.6002290721471659,0.0,5.865859189937569,0.0,0.6002290721471659,0.0,0.7292142614074375,0.0,5.865859189937569,0.9349823277812387,0.7292142614074375,0.6002290721471659,6.222244171142578,353.2020793378635
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,106,7.705156636722013,0.8802173773050308,0.4043016763329506,0.0,1.8043368747157436,0.0,1000.0,0.0,0.0,135.31142893145162,0.0,135.31142893145162,0.0,7832.832184696765,0.0,44.372561916228264,0.0,0.6002290721471659,0.0,5.8924238451214155,0.0,0.6002290721471659,0.0,0.7148545326725129,0.0,5.8924238451214155,0.9412580961825119,0.7148545326725129,0.6002290721471659,8.38930859375,485.6355954511993
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,107,7.705156636722013,0.8800443778038025,0.40521454125642775,0.0,2.0402411086992784,0.0,1000.0,0.0,0.0,135.43642009388316,0.0,135.43642009388316,0.0,7610.768746182284,0.0,41.32480140165849,0.0,0.6002290721471659,0.0,5.915709265789182,0.0,0.6002290721471659,0.0,0.7324610515074297,0.0,5.915709265789182,0.9358153922039031,0.7324610515074297,0.6002290721471659,5.959202484130859,334.87382483202055
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,108,7.705156636722013,0.8798941758871078,0.40604347944259644,0.0,1.9888233101886252,0.0,1000.0,0.0,0.0,135.418841154679,0.0,135.418841154679,0.0,7846.238561294621,0.0,37.922054954197094,0.0,0.6002290721471659,0.0,5.937254604159889,0.0,0.6002290721471659,0.0,0.7139700495678446,0.0,5.937254604159889,0.9340386863403239,0.7139700495678446,0.6002290721471659,6.2292666931152345,360.9269738195526
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,109,7.705156636722013,0.8795337779521942,0.4076501570343971,0.0,1.8798929970515401,0.0,1000.0,0.0,0.0,135.39577765213815,0.0,135.39577765213815,0.0,7993.843119967008,0.0,56.23847188447651,0.0,0.600229072147166,0.0,5.977411335916468,0.0,0.600229072147166,0.0,0.7493659148090764,0.0,5.977411335916468,0.9217545960208884,0.7493659148090764,0.600229072147166,10.2900791015625,607.5320771174926
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,110,7.705156636722013,0.879228376865387,0.4089768632054329,0.0,2.0944802835583687,0.0,1000.0,0.0,0.0,135.3058638572693,0.0,135.3058638572693,0.0,8119.849143468171,0.0,70.87214088439941,0.0,0.6002290721471661,0.0,6.005690008191177,0.0,0.6002290721471661,0.0,0.739115746691823,0.0,6.005690008191177,0.923735365377056,0.739115746691823,0.6002290721471661,8.659575286865234,519.670345181963
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,111,7.705156636722013,0.87915797996521,0.4096676508188248,0.0,2.010989625453949,0.0,1000.0,0.0,0.0,135.43016540527344,0.0,135.43016540527344,0.0,8146.170474631008,0.0,38.522833557128905,0.0,0.6002290721471661,0.0,6.029810604344015,0.0,0.6002290721471661,0.0,0.7207306551933289,0.0,6.029810604344015,0.9195719059350493,0.7207306551933289,0.6002290721471661,6.771508270263672,407.30852373155045
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,112,7.705156636722013,0.8790507780313492,0.41026579397916796,0.0,1.9102296687307811,0.0,1000.0,0.0,0.0,135.4927498953683,0.0,135.4927498953683,0.0,7499.786175362289,0.0,38.88097408839634,0.0,0.6002290721471659,0.0,6.0455252568693725,0.0,0.6002290721471659,0.0,0.7285500920954204,0.0,6.0455252568693725,0.9267837397799195,0.7285500920954204,0.6002290721471659,5.6906954956054685,314.9910193652161
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,113,7.705156636722013,0.8786229776144028,0.412234146296978,0.0,2.1262681700966577,0.0,1000.0,0.0,0.0,135.45875919226444,0.0,135.45875919226444,0.0,7946.266084082447,0.0,60.24941484855883,0.0,0.6002290721471661,0.0,6.07058190084989,0.0,0.6002290721471661,0.0,0.7450625733895735,0.0,6.07058190084989,0.9325932190361153,0.7450625733895735,0.6002290721471661,8.940278106689453,524.4535615494417
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,114,7.705156636722013,0.8785335773229599,0.41304420709609985,0.0,1.9771252212853268,0.0,1000.0,0.0,0.0,135.44533670359644,0.0,135.44533670359644,0.0,8164.847190685053,0.0,55.36464717470366,0.0,0.600229072147166,0.0,6.093588279710497,0.0,0.600229072147166,0.0,0.7291130485205815,0.0,6.093588279710497,0.936671412834359,0.7291130485205815,0.600229072147166,7.855829528808593,473.56113705973297
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,115,7.705156636722013,0.8783887783288956,0.41395824110507967,0.0,1.9217669740319252,0.0,1000.0,0.0,0.0,135.41814041137695,0.0,135.41814041137695,0.0,8162.1776002679635,0.0,44.11156851904733,0.0,0.600229072147166,0.0,6.115939962554839,0.0,0.600229072147166,0.0,0.7235113297189985,0.0,6.115939962554839,0.9411714699682893,0.7235113297189985,0.600229072147166,7.58341586303711,457.0819456150059
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,116,7.705156636722013,0.87807237803936,0.4155872235298157,0.0,2.1272150549021633,0.0,1000.0,0.0,0.0,135.48828587387547,0.0,135.48828587387547,0.0,7779.751733760538,0.0,70.8465303363222,0.0,0.6002290721471661,0.0,6.143471270319754,0.0,0.6002290721471661,0.0,0.7329031156771111,0.0,6.143471270319754,0.943801984640147,0.7329031156771111,0.6002290721471661,8.942226867675782,513.4636144281955
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,117,7.705156636722013,0.8778963775634766,0.41642352551221845,0.0,2.0408083399136863,0.0,1000.0,0.0,0.0,135.53503545125326,0.0,135.53503545125326,0.0,7968.949888421164,0.0,41.90410089492798,0.0,0.6002290721471661,0.0,6.169756824766517,0.0,0.6002290721471661,0.0,0.7276658539970716,0.0,6.169756824766517,0.926655551826345,0.7276658539970716,0.6002290721471661,6.505681701660157,382.5095946442159
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,118,7.757449561341694,0.8773485769033432,0.41867989307641984,0.0,2.2466264367103577,0.0,1000.0,0.0,0.0,135.32832680979084,0.0,135.32832680979084,0.0,7463.498966357897,0.0,78.28555568572014,0.0,0.6002290721471659,0.0,6.198499047590595,0.0,0.6002290721471659,0.0,0.7236925209722211,0.0,6.198499047590595,0.9169449702821821,0.7236925209722211,0.6002290721471659,8.390356262207032,462.7369359141896
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,119,7.757449561341694,0.8774701775312423,0.4186933125257492,0.0,1.7890593434373538,0.0,1000.0,0.0,0.0,135.2384179433187,0.0,135.2384179433187,0.0,8603.084717143876,0.0,41.91757686932882,0.0,0.6002290721471661,0.0,6.21893783252268,0.0,0.6002290721471661,0.0,0.7320347962280115,0.0,6.21893783252268,0.9144611109264571,0.7320347962280115,0.6002290721471661,6.491444061279297,412.94806642290604
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,120,7.757449561341694,0.8771061784029007,0.42039464139938354,0.0,2.1222697030752897,0.0,1000.0,0.0,0.0,135.35475730895996,0.0,135.35475730895996,0.0,8210.14439836061,0.0,67.55035197734833,0.0,0.6002290721471661,0.0,6.242457907825038,0.0,0.6002290721471661,0.0,0.7061639372259378,0.0,6.242457907825038,0.9164800504783367,0.7061639372259378,0.6002290721471661,8.662704467773438,525.449241495079
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,121,7.757449561341694,0.8767545772790909,0.422164938211441,0.0,2.2641597986221313,0.0,1000.0,0.0,0.0,135.47935380606816,0.0,135.47935380606816,0.0,7932.008852683796,0.0,67.05755075915107,0.0,0.600229072147166,0.0,6.264125925089475,0.0,0.600229072147166,0.0,0.7383337863560381,0.0,6.264125925089475,0.9232664621061101,0.7383337863560381,0.600229072147166,7.857802520751953,460.05651345566025
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,122,7.757449561341694,0.8766403778791427,0.4228780220150948,0.0,2.3507122271939327,0.0,1000.0,0.0,0.0,135.26843823884664,0.0,135.26843823884664,0.0,8213.404073087919,0.0,41.612407885099714,0.0,0.600229072147166,0.0,6.279107027883102,0.0,0.600229072147166,0.0,0.7501221079575388,0.0,6.279107027883102,0.9244731507802966,0.7501221079575388,0.600229072147166,5.140200653076172,312.1093547773409
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,123,7.757449561341694,0.8765057772397995,0.42400999277830126,0.0,2.3901767625528225,0.0,1000.0,0.0,0.0,135.40078555836396,0.0,135.40078555836396,0.0,7761.972728026546,0.0,38.53752461601706,0.0,0.6002290721471661,0.0,6.291425564989498,0.0,0.6002290721471661,0.0,0.7341596869861379,0.0,6.291425564989498,0.9267042387347629,0.7341596869861379,0.6002290721471661,4.603626708984375,263.90707275290265
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,124,7.809095345085117,0.8765507769584656,0.4242000942826271,0.0,1.78136459381684,0.0,1000.0,0.0,0.0,135.50654668393344,0.0,135.50654668393344,0.0,9158.695917710571,0.0,34.19129313593326,0.0,0.6002290721471659,0.0,6.312277154765622,0.0,0.6002290721471659,0.0,0.72178097911503,0.0,6.312277154765622,0.9184946575229865,0.72178097911503,0.6002290721471659,6.233301147460938,421.30001221468626
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,125,7.809095345085117,0.8765101770162582,0.42481035417318347,0.0,1.838054030029862,0.0,1000.0,0.0,0.0,135.36116423430266,0.0,135.36116423430266,0.0,8820.703973868001,0.0,38.15326796637641,0.0,0.600229072147166,0.0,6.3428114221045755,0.0,0.600229072147166,0.0,0.7206745677524142,0.0,6.3428114221045755,0.8773896119252895,0.7206745677524142,0.600229072147166,7.309502868652344,476.31801458887196
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,126,7.809095345085117,0.8763761787414551,0.4258596179485321,0.0,2.1606169656703345,0.0,1000.0,0.0,0.0,135.29489697908102,0.0,135.29489697908102,0.0,8449.7638027506,0.0,35.456799707914655,0.0,0.600229072147166,0.0,6.3559542096724195,0.0,0.600229072147166,0.0,0.7498839528937089,0.0,6.3559542096724195,0.8789755180327999,0.7498839528937089,0.600229072147166,5.141206085205078,321.09102450452286
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,127,7.829589459512398,0.8760089784860611,0.42789401692152024,0.0,2.4497090469707143,0.0,1000.0,0.0,0.0,135.36588287353516,0.0,135.36588287353516,0.0,8590.131898555097,0.0,54.316043160178445,0.0,0.6002290721471659,0.0,6.37664948094496,0.0,0.6002290721471659,0.0,0.7351967922665856,0.0,6.37664948094496,0.8649866033359205,0.7351967922665856,0.6002290721471659,5.956098846435546,377.96580353642423
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,128,7.829589459512398,0.8761785786151886,0.4275649487376213,0.0,1.8379429076847278,0.0,1000.0,0.0,0.0,135.54734802246094,0.0,135.54734802246094,0.0,9736.791333302152,0.0,27.5061943154586,0.0,0.600229072147166,0.0,6.391539695891848,0.0,0.600229072147166,0.0,0.7513423436566403,0.0,6.391539695891848,0.8642644725085121,0.7513423436566403,0.600229072147166,5.1507992248535155,369.99807066548175
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,129,7.829589459512398,0.8759281777143478,0.4289578458666801,0.0,1.8995466738036184,0.0,1000.0,0.0,0.0,135.29245041355944,0.0,135.29245041355944,0.0,9542.79421439692,0.0,52.594297987042054,0.0,0.6002290721471661,0.0,6.417235191197852,0.0,0.6002290721471661,0.0,0.7336840643124147,0.0,6.417235191197852,0.8639027899000883,0.7336840643124147,0.6002290721471661,8.929301727294922,629.8244181501967
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,130,7.829589459512398,0.8756625778675079,0.430552088201046,0.0,2.38997749487559,0.0,1000.0,0.0,0.0,135.5324954078311,0.0,135.5324954078311,0.0,8614.4153947674,0.0,55.53817967006138,0.0,0.6002290721471659,0.0,6.431695042555342,0.0,0.6002290721471659,0.0,0.764365417616708,0.0,6.431695042555342,0.8656841609710385,0.764365417616708,0.6002290721471659,5.692364807128906,361.80544658023086
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,131,7.954022282302784,0.875521179318428,0.4315208311676979,0.0,2.274196971030462,0.0,1000.0,0.0,0.0,135.51078360421317,0.0,135.51078360421317,0.0,8823.771022510113,0.0,47.22211547124954,0.0,0.6002290721471659,0.0,6.446513349466049,0.0,0.6002290721471659,0.0,0.7169095221019927,0.0,6.446513349466049,0.8690293944758828,0.7169095221019927,0.6002290721471659,5.691452911376953,370.5983829454247
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,132,8.078455105093168,0.875125578045845,0.433243927359581,0.0,2.1271842850579157,0.0,1000.0,0.0,0.0,135.38900417751736,0.0,135.38900417751736,0.0,8693.211491310825,0.0,75.06703186035156,0.0,0.600229072147166,0.0,6.473648152244412,0.0,0.600229072147166,0.0,0.7250756952497694,0.0,6.473648152244412,0.8660364013027693,0.7250756952497694,0.600229072147166,9.74800830078125,625.9112273743795
