algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,28,3.596189817008292,0.8749223785400391,0.4480273288488388,0.0,0.7980318179836979,0.0,1000.0,0.0,0.0,186.464027122215,0.0,186.464027122215,0.0,4917.072332282141,0.0,7.573104310918738,0.0,0.8262814626591449,0.0,2.011117155658524,0.0,0.8262814626591449,0.0,0.8437521038232026,0.0,2.011117155658524,1.2181103891679355,0.8437521038232026,0.8262814626591449,10.06905746459961,265.5219059432356
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,29,3.671821869249025,0.8756389799118042,0.44330721092224123,0.0,0.7764839203584761,0.0,1000.0,0.0,0.0,184.3067641485305,0.0,184.3067641485305,0.0,4944.927610433524,0.0,5.532897881099156,0.0,0.8177132960120549,0.0,2.0525921653424186,0.0,0.8177132960120549,0.0,0.8419280591465178,0.0,2.0525921653424186,1.221485043477039,0.8419280591465178,0.8177132960120549,7.7408840942382815,207.68695963820804
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,30,3.754052792860233,0.8762325783967971,0.43916616654396057,0.0,0.9578519966453314,0.0,1000.0,0.0,0.0,184.7899045944214,0.0,184.7899045944214,0.0,5087.115525661953,0.0,12.980494976043701,0.0,0.8188138802759886,0.0,2.118833853924108,0.0,0.8188138802759886,0.0,0.8263699803501368,0.0,2.118833853924108,1.2271817189949483,0.8263699803501368,0.8188138802759886,11.826553894042968,325.575393642365
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,31,3.8827060047225066,0.8767643789052963,0.4352891924381256,0.0,1.0771233803696103,0.0,1000.0,0.0,0.0,183.07921515570746,0.0,183.07921515570746,0.0,5061.020368737865,0.0,9.810083442264133,0.0,0.8116126632181077,0.0,2.1497898351372755,0.0,0.8116126632181077,0.0,0.8226479027006361,0.0,2.1497898351372755,1.2337286564622485,0.8226479027006361,0.8116126632181077,6.590851745605469,182.19673327456314
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,32,3.9366727124911343,0.8773383783102036,0.43162999707460403,0.0,0.9892890801032385,0.0,1000.0,0.0,0.0,174.8204606374105,0.0,174.8204606374105,0.0,4999.415433639878,0.0,10.568721294403076,0.0,0.775113333659049,0.0,2.221081244231912,0.0,0.775113333659049,0.0,0.8620208924015363,0.0,2.221081244231912,1.2342806392208927,0.8620208924015363,0.775113333659049,8.391382110595703,239.97194081471412
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,33,4.0361732605315135,0.8777257767915726,0.4283837203979492,0.0,1.0502085900306701,0.0,1000.0,0.0,0.0,176.18548706054688,0.0,176.18548706054688,0.0,5100.813265996221,0.0,11.896653289794921,0.0,0.7813278651537843,0.0,2.2777878982617286,0.0,0.7813278651537843,0.0,0.8390488982200622,0.0,2.2777878982617286,1.2365161798925965,0.8390488982200622,0.7813278651537843,8.809274353027345,255.0406632998111
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,34,4.140570287900334,0.8781939774751664,0.425488723218441,0.0,1.0445192056266885,0.0,1000.0,0.0,0.0,180.0603585494192,0.0,180.0603585494192,0.0,5284.026001103001,0.0,18.512678874166387,0.0,0.7982907006808866,0.0,2.3530843876277023,0.0,0.7982907006808866,0.0,0.7995247276205766,0.0,2.3530843876277023,1.2400573407687887,0.7995247276205766,0.7982907006808866,13.68458724975586,401.5859760838281
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,35,4.24949817428469,0.87867757833004,0.4224745392799377,0.0,1.0912035580943613,0.0,1000.0,0.0,0.0,175.31779300465303,0.0,175.31779300465303,0.0,5205.999835462477,0.0,7.682305139653823,0.0,0.7769488301164111,0.0,2.3914920716858976,0.0,0.7769488301164111,0.0,0.8175137498799492,0.0,2.3914920716858976,1.2408310942784226,0.8175137498799492,0.7769488301164111,5.960804962158203,177.0039944057242
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,36,4.362650773108438,0.8790589778423309,0.4196873193979263,0.0,0.9003088806684201,0.0,1000.0,0.0,0.0,174.281984769381,0.0,174.281984769381,0.0,5330.772605940866,0.0,10.702033253816458,0.0,0.7724661362425462,0.0,2.4634696290729816,0.0,0.7724661362425462,0.0,0.8101432850727668,0.0,2.4634696290729816,1.2398888666144245,0.8101432850727668,0.7724661362425462,9.062663208007812,277.200175508925
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,37,4.4797831391553204,0.8795343780517578,0.41716975629329683,0.0,0.9628148779273034,0.0,1000.0,0.0,0.0,171.3391891479492,0.0,171.3391891479492,0.0,5289.326318982244,0.0,8.318272721767425,0.0,0.759313103278717,0.0,2.522033195298019,0.0,0.759313103278717,0.0,0.8162836551666259,0.0,2.522033195298019,1.2361054955110804,0.8162836551666259,0.759313103278717,6.8535675659179685,211.57305275928968
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,38,4.91640433018511,0.8797427788972855,0.41511579728126524,0.0,1.096989617959873,0.0,1000.0,0.0,0.0,179.28989307300463,0.0,179.28989307300463,0.0,5654.711453771111,0.0,19.17541351833859,0.0,0.7938040409913397,0.0,2.5743934101938577,0.0,0.7938040409913397,0.0,0.7475754006488903,0.0,2.5743934101938577,1.2494865051451824,0.7475754006488903,0.7938040409913397,13.267452087402344,418.4486475790623
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,39,4.955717654108667,0.8801469784975052,0.41272443962097166,0.0,0.8910200142342112,0.0,1000.0,0.0,0.0,173.84038178817084,0.0,173.84038178817084,0.0,5549.766438049107,0.0,7.557543101518051,0.0,0.7700754059032716,0.0,2.6225464520495416,0.0,0.7700754059032716,0.0,0.770345591980478,0.0,2.6225464520495416,1.2541645830142965,0.770345591980478,0.7700754059032716,7.9966575622558596,255.28925615025895
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,40,4.955717654108667,0.8804531781673431,0.41074371290206907,0.0,1.0846631785233816,0.0,1000.0,0.0,0.0,170.7242446899414,0.0,170.7242446899414,0.0,5592.031502162786,0.0,14.837890561421712,0.0,0.7565816042418566,0.0,2.6835322597585543,0.0,0.7565816042418566,0.0,0.7773078362147013,0.0,2.6835322597585543,1.2605230107014045,0.7773078362147013,0.7565816042418566,10.243454681396484,335.52189012976703
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,41,5.0798499111044535,0.8806259781122208,0.4092072198390961,0.0,1.20000120514148,0.0,1000.0,0.0,0.0,164.18538026551943,0.0,164.18538026551943,0.0,5412.291005630167,0.0,24.989823083619815,0.0,0.7271473848640155,0.0,2.769802569057954,0.0,0.7271473848640155,0.0,0.8106892849947955,0.0,2.769802569057954,1.279532048881547,0.8106892849947955,0.7271473848640155,12.149718139648437,400.5095344166323
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,42,5.18875419194655,0.8809653779268265,0.4071409235596657,0.0,0.8575813692549,0.0,1000.0,0.0,0.0,163.08238087529722,0.0,163.08238087529722,0.0,5457.219700677041,0.0,6.552788921024488,0.0,0.7233386704628052,0.0,2.8389696454864444,0.0,0.7233386704628052,0.0,0.802636259275934,0.0,2.8389696454864444,1.283445579848076,0.802636259275934,0.7233386704628052,7.501789520263672,251.0321062311438
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,43,5.194253122102357,0.8812003769874572,0.4056035653948784,0.0,1.0962536057521557,0.0,1000.0,0.0,0.0,159.0450913001751,0.0,159.0450913001751,0.0,5292.5338979951175,0.0,14.915857150636871,0.0,0.7044857302159697,0.0,2.913942300944166,0.0,0.7044857302159697,0.0,0.8205344039818336,0.0,2.913942300944166,1.297108363165324,0.8205344039818336,0.7044857302159697,9.224615295410157,306.96696608371684
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,44,5.308172590106531,0.8813673776388168,0.40438437056541443,0.0,1.1250028023214051,0.0,1000.0,0.0,0.0,156.2496134440104,0.0,156.2496134440104,0.0,5415.623874588277,0.0,20.04544261007598,0.0,0.6928555955247836,0.0,3.019868238498802,0.0,0.6928555955247836,0.0,0.8284573211814418,0.0,3.019868238498802,1.3049540050840396,0.8284573211814418,0.6928555955247836,10.312474487304687,357.43117572282637
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,45,5.308172590106531,0.8815753784179687,0.4030051407814026,0.0,1.2735484529424597,0.0,1000.0,0.0,0.0,162.423587375217,0.0,162.423587375217,0.0,5535.647172610813,0.0,20.41695225680316,0.0,0.7198625520639481,0.0,3.0597216518024606,0.0,0.7198625520639481,0.0,0.7647109208283601,0.0,3.0597216518024606,1.3214555714823557,0.7647109208283601,0.7198625520639481,8.770873718261718,298.92494732098396
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,46,5.32571761036155,0.8819047780036926,0.4013458664417267,0.0,1.2173904870685779,0.0,1000.0,0.0,0.0,157.79116098504318,0.0,157.79116098504318,0.0,5509.528345666974,0.0,11.380329207370156,0.0,0.6994259506390459,0.0,3.107733949029402,0.0,0.6994259506390459,0.0,0.7875241135296068,0.0,3.107733949029402,1.3286290608255866,0.7875241135296068,0.6994259506390459,5.996064117431641,209.36207713534498
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,47,5.32571761036155,0.8818829774856567,0.4005590648055077,0.0,1.3056957225004833,0.0,1000.0,0.0,0.0,154.93872763893822,0.0,154.93872763893822,0.0,5390.33255767562,0.0,23.674388249715168,0.0,0.6865073420505102,0.0,3.2027393382320204,0.0,0.6865073420505102,0.0,0.8000020755059791,0.0,3.2027393382320204,1.3371618059501496,0.8000020755059791,0.6865073420505102,10.225956024169921,355.7619488065909
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,48,5.32571761036155,0.8821443773508072,0.399217253267765,0.0,1.3332927137613297,0.0,1000.0,0.0,0.0,156.5052146911621,0.0,156.5052146911621,0.0,5658.655105531723,0.0,13.715974903106689,0.0,0.6933321699926681,0.0,3.243948601703836,0.0,0.6933321699926681,0.0,0.7666254773736,0.0,3.243948601703836,1.35677678048269,0.7666254773736,0.6933321699926681,6.260208587646485,226.34620422126895
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,49,5.531503297106483,0.8822269784212112,0.3982658531665802,0.0,1.473894864320755,0.0,1000.0,0.0,0.0,147.3537167635831,0.0,147.3537167635831,0.0,5304.979889637668,0.0,19.75033070824363,0.0,0.6532540563932129,0.0,3.2923031961380294,0.0,0.6532540563932129,0.0,0.8275574039329182,0.0,3.2923031961380294,1.3812197189502018,0.8275574039329182,0.6532540563932129,6.483563537597656,233.4191151440574
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,50,5.531503297106483,0.8823855781555175,0.3973329102396965,0.0,1.2704558289051056,0.0,1000.0,0.0,0.0,148.4173126220703,0.0,148.4173126220703,0.0,5399.4622863775885,0.0,16.529274883270265,0.0,0.6579602959857528,0.0,3.37010053700449,0.0,0.6579602959857528,0.0,0.8123608160018921,0.0,3.37010053700449,1.3851608986891417,0.8123608160018921,0.6579602959857528,7.420865631103515,269.9731143188794
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,51,5.531503297106483,0.8823955785036087,0.39664867097139356,0.0,1.355891147797758,0.0,1000.0,0.0,0.0,149.80923600630328,0.0,149.80923600630328,0.0,5525.2720883844295,0.0,14.880839434537021,0.0,0.664990287454753,0.0,3.434512473029623,0.0,0.664990287454753,0.0,0.7833982624790885,0.0,3.434512473029623,1.3853766559996985,0.7833982624790885,0.664990287454753,6.591606384277344,243.1119718889148
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,52,5.531503297106483,0.8824727776050567,0.3957954753637314,0.0,1.341016377721514,0.0,1000.0,0.0,0.0,143.26631673177084,0.0,143.26631673177084,0.0,5308.054834879034,0.0,17.261995769682386,0.0,0.6347836489523867,0.0,3.496059580968253,0.0,0.6347836489523867,0.0,0.8324325992947533,0.0,3.496059580968253,1.3860696526865024,0.8324325992947533,0.6347836489523867,6.017185302734375,222.93830306491944
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,5.531503297106483,0.8826471800804139,0.39490354019403456,0.0,1.0958879793232137,0.0,1000.0,0.0,0.0,148.41318095814097,0.0,148.41318095814097,0.0,5711.105077083423,0.0,12.081875887784092,0.0,0.657945632518737,0.0,3.5513270359696847,0.0,0.657945632518737,0.0,0.7641138461503115,0.0,3.5513270359696847,1.3935748819613998,0.7641138461503115,0.657945632518737,6.530179962158203,251.2886233916706
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,5.85577011822041,0.8826083779335022,0.3946026428937912,0.0,1.531374060548842,0.0,1000.0,0.0,0.0,145.0533242225647,0.0,145.0533242225647,0.0,5548.483761288533,0.0,32.99892529845238,0.0,0.6430889058236221,0.0,3.621563645008021,0.0,0.6430889058236221,0.0,0.771040178835392,0.0,3.621563645008021,1.4205031306514455,0.771040178835392,0.6430889058236221,9.28341275024414,355.1029607224661
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,5.85577011822041,0.882783378124237,0.39373582988977435,0.0,1.3637206905028398,0.0,1000.0,0.0,0.0,143.88535084443933,0.0,143.88535084443933,0.0,5476.22661553553,0.0,13.054782306446748,0.0,0.6378449001638886,0.0,3.653798705755502,0.0,0.6378449001638886,0.0,0.7800891749999103,0.0,3.653798705755502,1.4335923340435073,0.7800891749999103,0.6378449001638886,4.892101928710938,186.19170492820803
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,5.85577011822041,0.8829793766736984,0.39272232973575594,0.0,0.9912997760943004,0.0,1000.0,0.0,0.0,147.01257978166853,0.0,147.01257978166853,0.0,5965.104735647597,0.0,5.073713064193726,0.0,0.651334613367707,0.0,3.696426617681277,0.0,0.651334613367707,0.0,0.7465181201696396,0.0,3.696426617681277,1.4332786132609432,0.7465181201696396,0.651334613367707,4.116352233886719,167.02293259813277
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,6.060769043005112,0.8830761785507202,0.39201001840829847,0.0,0.9981740031923566,0.0,1000.0,0.0,0.0,139.68845639910018,0.0,139.68845639910018,0.0,5690.942176402214,0.0,12.39138376712799,0.0,0.6186970741413588,0.0,3.8054406407270736,0.0,0.6186970741413588,0.0,0.8197512115750994,0.0,3.8054406407270736,1.3991695409732139,0.8197512115750994,0.6186970741413588,7.822553558349609,318.692761878524
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,6.060769043005112,0.8831193792819977,0.3916353249549866,0.0,1.2639031037688255,0.0,1000.0,0.0,0.0,140.43431282043457,0.0,140.43431282043457,0.0,5785.346881299448,0.0,21.967450350522995,0.0,0.6225711356569394,0.0,3.913206138459415,0.0,0.6225711356569394,0.0,0.7816781867295504,0.0,3.913206138459415,1.401014429199997,0.7816781867295504,0.6225711356569394,8.987796020507812,370.2622004031647
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,59,6.275462639207816,0.8831901776790619,0.3910680203437805,0.0,1.1988514869109443,0.0,1000.0,0.0,0.0,142.31128792140794,0.0,142.31128792140794,0.0,5806.58047601752,0.0,11.256232925083326,0.0,0.630738552199668,0.0,3.9810101378859093,0.0,0.630738552199668,0.0,0.7629984720893528,0.0,3.9810101378859093,1.3910718446851418,0.7629984720893528,0.630738552199668,6.546319244384765,267.1027018968059
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,60,6.275462639207816,0.8832171767950058,0.39075243496894835,0.0,1.3811608329415321,0.0,1000.0,0.0,0.0,139.2052377065023,0.0,139.2052377065023,0.0,5598.107177937195,0.0,20.510647495587666,0.0,0.6162063937763698,0.0,4.024528186995747,0.0,0.6162063937763698,0.0,0.7590563024083773,0.0,4.024528186995747,1.4035130195961454,0.7590563024083773,0.6162063937763698,6.68185140991211,268.70914454098533
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,61,6.275462639207816,0.8833195775747299,0.3903145681619644,0.0,1.3293555550850356,0.0,1000.0,0.0,0.0,139.65767669677734,0.0,139.65767669677734,0.0,5841.86473732257,0.0,19.677870383629433,0.0,0.6194318978626442,0.0,4.111088225912847,0.0,0.6194318978626442,0.0,0.7646962518875415,0.0,4.111088225912847,1.3844053136777152,0.7646962518875415,0.6194318978626442,7.2621991882324215,303.77696634077364
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,6.399917413996448,0.8832741783857345,0.39002379989624025,0.0,1.348438242307076,0.0,1000.0,0.0,0.0,136.16492931659405,0.0,136.16492931659405,0.0,5821.081890355893,0.0,20.187244525322548,0.0,0.6038149785618528,0.0,4.1802985653302205,0.0,0.6038149785618528,0.0,0.8033516636261573,0.0,4.1802985653302205,1.3765234751187163,0.8033516636261573,0.6038149785618528,7.080576324462891,302.6962582985065
