algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,10,2.7160254894597524,0.7275176491340002,0.8503938740491868,nan,0.7392016053199768,4.371810499429703,1000.0,0.0,nan,0,31819,0,215,213.1510339034231,224.66100952148437,0.9312826561239281,2.6139468751716324,2901.5450559417,1469.7913699211726,0.9563843388306467,0.8990534773468971,0.5158050938656455,1.0981957471370698,213.1510339034231,224.66100952148437,0.9443025002743684,0.9961776089531017,0.9443025002743684,0.9961776089531017,1.6043483437430095,1.1694193231229302,0.9040273877039348,0.9916770287480974,97.96414309692383,698.1752600942538
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,11,2.7824571262166953,0.7321079816420873,0.8255210439364116,nan,0.8392101162009769,4.704777150154114,1000.0,0.0,nan,0,31466,0,214,217.55833943684897,220.7511252593994,0.9981537297128433,2.663310600962659,3164.9229052150827,1343.6764563749475,0.9234088758627573,0.9076615068316459,0.5060294469197592,5.9496570819616315,217.55833943684897,220.7511252593994,0.9644470787594039,0.978554109478585,0.9644470787594039,0.978554109478585,1.6642164782127695,1.1732364785180855,0.9089617483112791,0.9773893087770013,96.13255032348633,651.4078071377219
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,12,2.861608361559468,0.7361533131202062,0.8041737385590871,nan,0.8817993998527527,4.916398847103119,1000.0,0.0,nan,0,30495,0,205,214.48984042080966,220.84384635925292,1.0411268619042906,2.7146974099910666,3318.6258951722107,1199.1153801586859,0.9268713756041094,0.8958191165328026,0.49595706029371783,11.365286269038915,214.48984042080966,220.84384635925292,0.9517797082028859,0.9793205913794634,0.9517797082028859,0.9793205913794634,1.710555081139001,1.1819072547008065,0.8974379546834395,0.9778848107399263,93.05631503295898,552.6559217572631
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,13,2.9407875912654653,0.7396853135029475,0.7857574947675069,nan,0.8246662984876072,5.0968908905982975,1000.0,0.0,nan,0,30761,0,215,219.89569809857537,221.51298500061034,1.0925421646400166,2.767403601737848,3594.5412427828132,1108.6648331328522,0.8894393724553725,0.8821662539243698,0.5168176959542667,11.83991892784834,219.89569809857537,221.51298500061034,0.9751782128072086,0.9815647049578257,0.9751782128072086,0.9815647049578257,1.762486739479149,1.1882052047943863,0.8827360374037572,0.9810643806879618,96.08164773559571,565.6803355077566
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,3.047688816619308,0.7429706462224325,0.7694752140839894,nan,0.9016988476117452,5.374105091094971,1000.0,0.0,nan,0,30430,0,202,215.19269137912326,218.03942893981935,1.12836417881876,2.8269087615419126,3699.548092558604,999.7512036881412,0.9051232205496894,0.8878980362415314,1.018775953186883,11.346644710600376,215.19269137912326,218.03942893981935,0.9518401449620496,0.9668150007966091,0.9518401449620496,0.9668150007966091,1.8077820119080208,1.200186828400534,0.8886397905897295,0.9661701505453602,91.08924002075196,466.49234714131137
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,3.1295276388378284,0.7459883159399032,0.7551623107989629,nan,0.8957263510674238,5.510533496141433,1000.0,0.0,nan,0,31040,0,210,216.52223873138428,218.87185264587401,1.1829993071230596,2.886686759802284,3875.5351482158035,941.0658095292252,0.8828278761357069,0.8727564921975136,0.46687236800789833,7.124651550203562,216.52223873138428,218.87185264587401,0.9615589580497199,0.970227478538962,0.9615589580497199,0.970227478538962,1.8644742881947496,1.2073568360479665,0.8735025206373798,0.9695853659101293,94.4774526977539,500.44344855459576
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,3.2560365839930707,0.7486616478363672,0.7425714981555939,nan,0.9794940813021227,5.705420509576798,1000.0,0.0,nan,0,30796,0,206,211.24657648259944,217.3365739440918,1.2128720045022376,2.952418473162112,3910.0380729972244,886.1954686987749,0.9022789597511292,0.8694461372494697,0.7224759730425748,13.643736439943314,211.24657648259944,217.3365739440918,0.9354161664656037,0.9633944522346229,0.9354161664656037,0.9633944522346229,1.9086905919661874,1.2233694007678357,0.8711578009817837,0.961935868616333,91.58205426025391,440.4990250854489
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,3.333084234010536,0.7515183132886887,0.7310479207833608,nan,0.6972914561629295,5.7782667136192325,1000.0,0.0,nan,0,30843,0,211,217.40754890441895,218.8542000579834,1.2843539065871585,3.013547865425875,4095.7286566920766,824.2559033127944,0.8584938924759626,0.8500252079963684,0.4614887163043022,10.511379271149636,217.40754890441895,218.8542000579834,0.9630485408479188,0.9701932719862083,0.9630485408479188,0.9701932719862083,1.976031490122645,1.223442928167487,0.8506525179578198,0.9696640326426312,94.49872158813477,460.76567833926424
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,3.457870148790003,0.7541179819901784,0.7207753485441208,nan,0.7697479370981455,5.991610218286514,1000.0,0.0,nan,0,30646,0,212,218.3373556137085,216.0476404571533,1.3486512441116263,3.086162368678188,4438.609443675297,779.3457303293051,0.8404774591326714,0.8532909500598908,0.4111062213778496,11.33400064304471,218.3373556137085,216.0476404571533,0.9685146378463889,0.9578119105706938,0.9685146378463889,0.9578119105706938,2.04365569393825,1.2284614330628123,0.8523418025838004,0.9586047051837083,93.4058515625,453.7737943293315
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,3.53018153735513,0.7560816460847855,0.7114972925186157,nan,0.8209849406372417,6.0217898559570315,1000.0,0.0,nan,0,30814,0,206,216.07450450550425,217.79427474975586,1.39516586467325,3.150586401363206,4358.136240448877,747.9074963918799,0.8418605327606201,0.8323611152172089,0.43383975462480023,7.502027386128902,216.07450450550425,217.79427474975586,0.9577340108139044,0.9655896409185704,0.9577340108139044,0.9655896409185704,2.0973340793492325,1.2357225055663725,0.8328563455156806,0.9651801056998436,91.87134899902344,395.04199584662734
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,3.56457188352966,0.7582443137963613,0.7029398455222448,nan,0.6915871719519298,6.192947716712951,1000.0,0.0,nan,0,30523,0,209,216.5060078938802,215.5369058227539,1.4439646250072697,3.2239942825618586,4526.388390841702,719.7302821900353,0.8262875994046529,0.8327627119421959,0.4329740663369497,18.52868397116661,216.5060078938802,215.5369058227539,0.9609544376363944,0.9556530638722671,0.9609544376363944,0.9556530638722671,2.1559764880291055,1.2453279691573944,0.832310959904693,0.9560229271581364,92.70994256591797,423.6837646012652
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,3.608985233921994,0.7599556485811869,0.6955140658219655,nan,0.8489779233932495,6.084570508003235,1000.0,0.0,nan,0,30603,0,207,216.8795623779297,219.8711074066162,1.4768672752777312,3.2837368119818233,4809.507277172228,700.8454951613862,0.8135824650526047,0.7975949165225029,0.4856678619980812,6.8897136783599855,216.8795623779297,219.8711074066162,0.9616913629711427,0.9746506179413268,0.9616913629711427,0.9746506179413268,2.199615089959368,1.2564979215442273,0.7984998720996784,0.9739170752071654,93.15355245971679,395.7663727166879
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,3.6510180364576463,0.7618146473169327,0.6880776331822077,nan,0.777379279073916,6.199623637199402,1000.0,0.0,nan,0,31164,0,214,224.2111093621505,218.37155952453614,1.5287578741279073,3.3427549241148586,4936.752288420103,682.4583107441711,0.7614269789896513,0.793704634308815,0.3190484031250602,7.3607133412361145,224.2111093621505,218.37155952453614,0.9939781320099805,0.9680747068621983,0.9939781320099805,0.9680747068621983,2.2543566941226882,1.2597516353717222,0.7909042897834081,0.9703220359846086,95.86864596557618,460.5799112576323
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,3.697019777501658,0.7635793143510818,0.681634814341863,nan,0.8472433457007775,6.264314388036728,1000.0,0.0,nan,0,30467,0,207,210.28086970402643,217.83952293395996,1.5918104379751488,3.396191032420549,4713.461021576616,667.162158861853,0.8248937038274912,0.7845712280273438,0.36665873344127947,10.866532479524613,210.28086970402643,217.83952293395996,0.9336614388222931,0.965699000781638,0.9336614388222931,0.965699000781638,2.313562675753309,1.2559331451609541,0.7870322242029396,0.9637436566244948,92.60311178588867,389.41485010573314
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,3.74201840879412,0.7652873142560324,0.6753737701972325,nan,0.7572628835837046,6.280068567991257,1000.0,0.0,nan,0,30718,0,212,213.9615956624349,218.24149528503418,1.646130586695302,3.445675206868633,5051.231950808598,647.0132097411657,0.7932925681273143,0.770654948502779,0.3516797204812368,8.138585947453976,213.9615956624349,218.24149528503418,0.9492296860671247,0.9670370683720109,0.9492296860671247,0.9670370683720109,2.365948434764634,1.253268241826724,0.7722343173137931,0.9657946928623676,93.71544598388672,410.34224242072423
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,3.779079745672999,0.7666513133049011,0.6699786913394928,nan,0.6862742255131403,6.34391199350357,1000.0,0.0,nan,0,30650,0,208,194.0928955078125,217.22292098999023,1.7218694831954873,3.4940388101486026,4654.579387681951,632.7558843883859,0.895044540365537,0.7638196277618409,0.3851880008975665,10.205481122285128,194.0928955078125,217.22292098999023,0.8605401772223439,0.9627382419165791,0.8605401772223439,0.9627382419165791,2.430737213976733,1.2405079388107203,0.7712474530035595,0.9569534458018111,91.5473978881836,364.81225905972116
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,3.8081869524748493,0.7679276444514592,0.6645800350109736,nan,0.790447473526001,6.241662650108338,1000.0,0.0,nan,0,30683,0,211,214.0857708270733,219.45381370544433,1.7775940034950144,3.5355301312522682,5006.838523218301,615.804416234733,0.7694929746481088,0.7382998599112034,0.42977839479079616,7.043688324540853,214.0857708270733,219.45381370544433,0.9487843932400046,0.9728358938240484,0.9487843932400046,0.9728358938240484,2.4807684545979156,1.232386291644176,0.740203665035991,0.9713679618635199,93.34775552368164,376.49956809756907
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,3.8317939435702923,0.7695603124300638,0.6597335950533549,nan,0.856399408158134,6.1872506368160245,1000.0,0.0,nan,0,31156,0,212,214.02966398351333,220.40215789794922,1.8256084180135304,3.5713748426307834,5396.821396792356,607.6288212894925,0.7581878830404842,0.7198657244443893,0.370061877895804,7.160310913175344,214.02966398351333,220.40215789794922,0.9479739059059324,0.9772282559569159,0.9479739059059324,0.9772282559569159,2.5239149878604317,1.2257442700950791,0.7228679212007655,0.9749364405151338,95.43787173461914,426.543456006737
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,3.873666182799542,0.7708639790614445,0.655020809173584,nan,0.7433653035584618,6.171195499897003,1000.0,0.0,nan,0,31024,0,214,209.99777760225183,220.4316022491455,1.8737304109858668,3.6075338900115796,5234.961489390589,597.1629081140441,0.7678471435518825,0.7069852170348168,0.412522636792239,4.105875184834003,209.99777760225183,220.4316022491455,0.9312410958917177,0.9772395504269891,0.9312410958917177,0.9772395504269891,2.567251802596152,1.2186369135761337,0.7117532020614993,0.9736359848643181,95.31256533813476,416.85385388489766
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,3.9321379148016975,0.7721013138691585,0.6507097772757212,nan,0.7048337645828724,6.134351943731308,1000.0,0.0,nan,0,31208,0,210,215.8169231414795,220.70376640319824,1.912696601010873,3.6414218442626494,5510.372233384255,591.5574640894674,0.7203506734222174,0.6926388563215733,0.3440193608403206,2.815165369808674,215.8169231414795,220.70376640319824,0.9575149703546003,0.9782507134824128,0.9575149703546003,0.9782507134824128,2.6041866983115836,1.2144228619777069,0.6946915835142136,0.9767147325099822,95.18764810180664,412.9548971040832
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,3.9942981764327516,0.773270312945048,0.6467105478048325,nan,0.8079302554780786,6.192283681631088,1000.0,0.0,nan,0,31285,0,219,204.81834064830434,218.90637260437012,1.9889712519631895,3.6734570853240895,5256.5277998029,581.536869260441,0.7746010327881033,0.6897259205579758,0.2543494924902916,5.202140981256962,204.81834064830434,218.90637260437012,0.907797882515132,0.9706749121376163,0.907797882515132,0.9706749121376163,2.6627655853075494,1.1933462231138336,0.6981369677159164,0.9644438551480007,96.57455603027344,463.901970895504
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,4.048399724434027,0.7744563154379527,0.6427793474992116,nan,0.9048618401090304,6.031076462268829,1000.0,0.0,nan,0,30682,0,206,212.79822158813477,221.19439483642577,2.014947984810945,3.70161345002581,5415.298305267745,571.2207721673909,0.7121121510863304,0.6632598207890987,0.6794903750220934,5.589146362543106,212.79822158813477,221.19439483642577,0.9445974227439781,0.9804280157049464,0.9445974227439781,0.9804280157049464,2.689614170896891,1.1914000086924819,0.6660250470323382,0.978399868933571,93.58491525268555,358.4554681933823
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,4.092010005046832,0.7753179794549943,0.6393720748027166,nan,0.8777880737414727,5.983636502027512,1000.0,0.0,nan,0,30648,0,208,194.44558363694412,221.07461128234863,2.0654346054131443,3.7282910602247945,5202.9802802879185,565.0543584066596,0.8125545244950515,0.6502240064740181,0.42916471224564773,5.085666391253471,194.44558363694412,221.07461128234863,0.8622623886154295,0.9801385379640764,0.8622623886154295,0.9801385379640764,2.7305771873378037,1.1774917418853486,0.6601315028790576,0.9729442189897457,93.4854296875,361.2992306501497
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,4.108833927981031,0.7764476468165715,0.6358941209316253,nan,0.8660214816530546,5.907645926475525,1000.0,0.0,nan,0,30601,0,209,206.40789286295572,221.41664764404297,2.1037137040599627,3.754209954796942,5449.435743769277,560.6441773950394,0.7264127184947332,0.6348110577464103,0.3411126509308815,8.773041972517968,206.40789286295572,221.41664764404297,0.9156121232711841,0.9814667312049329,0.9156121232711841,0.9814667312049329,2.763912204354754,1.1680527182938742,0.6399960574114097,0.9777391118879282,93.52044848632812,355.0441288084784
