algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,4.134718107298936,0.777280647555987,0.6329697895050049,nan,0.8777442470840786,5.810407639741897,1000.0,0.0,nan,0,32136,0,220,219.71036960767663,221.91250312805175,2.1395405982653872,3.7799048944098184,5702.13052398368,551.8250726012785,0.6324627341135688,0.617805764824152,0.24974592677924945,1.4768771094828843,219.71036960767663,221.91250312805175,0.9733724411298819,0.9838048368917317,0.9733724411298819,0.9838048368917317,2.79568631672316,1.1634608709890077,0.6193174701768721,0.982728849884904,98.87167825317383,483.02803314376064
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,4.1723082391643045,0.7781543167432149,0.629798878232638,nan,0.8384658892949423,5.784360659122467,1000.0,0.0,nan,0,30566,0,208,208.18000157674155,221.08149681091308,2.1681582191189106,3.8052772335791802,5746.290499440744,549.970648730154,0.6892982423305511,0.6090173882246017,0.3789008359114329,10.575147570967674,208.18000157674155,221.08149681091308,0.9236359178030439,0.9802088795239521,0.9236359178030439,0.9802088795239521,2.8230058249030185,1.1588891976371887,0.6135615875136178,0.9770066364076744,93.42891876220703,357.8992314786395
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,4.197276776348038,0.7787046474218369,0.6272791794935862,nan,0.6770680646101633,5.688090250492096,1000.0,0.0,nan,0,30724,0,206,197.47588221232095,221.44639221191406,2.209620094233508,3.8289525010054124,5772.399164704264,541.4577626784655,0.744044840335846,0.5933539651334285,0.24794036770860353,5.316185821965337,197.47588221232095,221.44639221191406,0.8762501815044422,0.981383637688093,0.8762501815044422,0.981383637688093,2.85735305694227,1.1485511980920788,0.6018836373146975,0.9754326873380751,93.31797805786132,355.1206850242885
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,4.210868632371855,0.7796949807802837,0.6248892082770665,nan,0.9232406101443551,5.653986122608185,1000.0,0.0,nan,0,30061,0,207,200.01362332430753,220.6507276916504,2.252075813411454,3.8532477229673914,5591.001209288588,536.0311098186696,0.7157830541784113,0.5846046094596385,0.28877647627483716,13.045899240970611,200.01362332430753,220.6507276916504,0.887052732465223,0.9776621876720938,0.887052732465223,0.9776621876720938,2.8925445772338287,1.137077246275039,0.5914432961511386,0.9729384719978019,92.66059078979492,337.4144705318168
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,4.223230826651416,0.7803596466779709,0.6221937563021978,nan,0.7982301712036133,5.437042537331581,1000.0,0.0,nan,0,31182,0,220,220.1851552327474,222.4561450958252,2.275592698233686,3.8755123186749585,6113.165691905109,528.3908375199745,0.5737673205633959,0.5575282139331103,0.18579219126453003,2.598994513899088,220.1851552327474,222.4561450958252,0.9753454900242303,0.9864507883687671,0.9753454900242303,0.9864507883687671,2.915560546410195,1.136867025637074,0.5592681182149265,0.9852609349747097,99.55134548950195,504.78828821943506
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,4.247274207853687,0.7811703127622605,0.6197533941268921,nan,0.8003742030033698,5.289406625628471,1000.0,0.0,nan,0,30449,0,209,197.4372042142428,223.2031085205078,2.3096366920968396,3.8977185206698373,5336.382451903364,536.073212664785,0.7059958026959345,0.5381558011844754,0.3147955513917483,1.8235911110043526,197.4372042142428,223.2031085205078,0.8761144374141969,0.9897516642533125,0.8761144374141969,0.9897516642533125,2.9448694235260393,1.1305770701707254,0.5483995571452687,0.9828160588593761,94.41461071777344,353.1752288154015
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,4.279929103075247,0.7818379801511764,0.6177142324050268,nan,0.9413759668668111,5.41530453979969,1000.0,0.0,nan,0,30855,0,211,200.13694559733074,219.71093048095702,2.3447867042203243,3.9226932976495603,5714.680065396442,531.7912375668651,0.6750048756599426,0.5469331800192595,0.33922735253969827,0.9618437710404396,200.13694559733074,219.71093048095702,0.888170792744625,0.97401981766235,0.888170792744625,0.97401981766235,2.9759493415920186,1.1252202330646963,0.555868414598842,0.9680303508076251,93.88848056030274,384.15689698863923
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,4.305033228918844,0.7825476485490799,0.6155919073025385,nan,1.1148718193821285,5.255560546517372,1000.0,0.0,nan,0,31207,0,219,202.8138646664827,220.48333045959473,2.364072455244167,3.946390568952365,5753.595588311814,523.5591299661205,0.645109421533087,0.5271823769062758,0.5866423301074816,3.4679395163059237,202.8138646664827,220.48333045959473,0.8991734713069093,0.9774357839713295,0.8991734713069093,0.9774357839713295,2.996999700727446,1.1322017280220498,0.5393452559485029,0.9693638862525776,97.5227699584961,474.08904904879165
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,4.354425931286957,0.7829839803775152,0.6137506818771362,nan,0.8106240225689751,5.028947410583496,1000.0,0.0,nan,0,31107,0,209,190.8622283935547,222.21071922302247,2.3994054606798536,3.9682754361857646,5589.880519574127,523.0918860148895,0.7100899560110909,0.501163762062788,0.6317043964351926,1.5421238778531552,190.8622283935547,222.21071922302247,0.8475312922504123,0.984805583560209,0.8475312922504123,0.984805583560209,3.0269534508822185,1.124565536519416,0.5148318308257611,0.9758250224464838,94.22843008422852,365.7534089540313
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,4.401117248249386,0.7838139808177949,0.6116021436452865,nan,0.9202042586273618,5.079467939734459,1000.0,0.0,nan,0,31010,0,214,196.09765455457898,219.75601638793944,2.4522461226422774,3.9909749357806263,5604.130549618172,522.4299671605997,0.661783860789405,0.5027012012898922,0.2667529773381021,1.823182655274868,196.09765455457898,219.75601638793944,0.870521769262016,0.9740064860792215,0.870521769262016,0.9740064860792215,3.067737647897617,1.1097821958751302,0.5158364667531548,0.9654618764337642,94.96192211914062,410.7206866504941
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,4.461495595187903,0.7844369810819626,0.6095739603042603,nan,0.832331476940049,5.0159085303544995,1000.0,0.0,nan,0,31097,0,215,196.19540405273438,218.84167404174804,2.5061016782996584,4.014707554900948,5732.199525606798,515.9948647909654,0.6483496046728559,0.4939123834297061,0.23782970839076573,3.232945878282189,196.19540405273438,218.84167404174804,0.8705120831621072,0.9699752784135706,0.8705120831621072,0.9699752784135706,3.109544028940174,1.0960772402658066,0.5066640805965716,0.9617627210074865,94.59970416259766,412.7571288382308
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,4.512716577225425,0.7848383146524429,0.6080252993106842,nan,0.9735098353454045,4.797769974470139,1000.0,0.0,nan,0,31569,0,217,205.9018024262928,220.0634765625,2.5232313313029193,4.038790306131274,6003.699898284022,511.55182764688493,0.5700789008821759,0.46980439718812705,0.3047563022091275,1.1707971876859664,205.9018024262928,220.0634765625,0.9117579473954726,0.9756957938406998,0.9117579473954726,0.9756957938406998,3.129454921234261,1.1008835257967577,0.47933274369299145,0.9696202518707913,96.6732663269043,456.7761267866829
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,4.6418344701202585,0.7854956456025441,0.6063685315847397,nan,1.071475551886992,4.5898602801561355,1000.0,0.0,nan,0,30772,0,206,192.08523559570312,221.19304634094237,2.5574878714500695,4.061827449386962,5865.185660419573,507.728198125056,0.6486375467343763,0.4470937290415168,1.0610554733059623,1.709703920483589,192.08523559570312,221.19304634094237,0.8530930158987058,0.9803243318612374,0.8530930158987058,0.9803243318612374,3.1592237026248267,1.0976979160208866,0.4576007527127085,0.97369141965466,92.70309371948242,332.12536377925295
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,4.7464023579153265,0.7857526457309723,0.6051247706015904,nan,1.1808409112341263,4.444220127388835,1000.0,0.0,nan,0,31543,0,213,187.95860021254595,221.18299224853516,2.6025758557844854,4.085370142027972,5696.459549949452,514.8379064777741,0.6663721133680904,0.4306622514873743,0.4028713628101875,0.3350513857835904,187.95860021254595,221.18299224853516,0.833520454190008,0.9808396525220577,0.833520454190008,0.9808396525220577,3.19569357028188,1.090341077755504,0.44912800103563316,0.9692985171688556,94.86378930664063,399.6147872893909
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,4.7464023579153265,0.7864243117968241,0.6035263121128083,nan,1.0913422188975594,4.2862837895751,1000.0,0.0,nan,0,30390,0,206,197.93605735085228,221.4218408203125,2.610583294267029,4.108148261323105,6111.570096117943,513.6634965724436,0.5816171873699535,0.41354108348488805,0.6092265356670726,2.0604731941223147,197.93605735085228,221.4218408203125,0.8776717276787541,0.9816744293223162,0.8776717276787541,0.9816744293223162,3.2096092810894588,1.0967105847638865,0.4223033448248678,0.9762524875304716,92.92332958984375,339.91994074357217
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,4.811863228737066,0.7868373129765193,0.6022182160615921,nan,1.1975972652435303,4.142526181638241,1000.0,0.0,nan,0,30482,0,206,198.38735961914062,221.51745361328125,2.6175294658370745,4.131108287151503,5940.473308202723,513.4394079878872,0.5656129365617578,0.39731151657179,0.6472552886063402,0.8755004562623799,198.38735961914062,221.51745361328125,0.8787433745389436,0.9818492666035147,0.8787433745389436,0.9818492666035147,3.2229609943628463,1.1054892220713708,0.4060855242489921,0.976474077917684,92.9715033569336,336.0661759756148
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.074807043784342,0.7871193144718805,0.6012323492765427,0.8577666622313355,1.0982039208923067,4.357928563356399,1000.0,0.6780318650432815,1.0,30341,466,70,139,187.4111807686942,0.0,2.6622914089282634,0.0,5556.290794921725,0.0,0.6301985760884625,0.0,0.23068885185888835,5.095209541991353,187.4111807686942,0.0,0.8308265613203695,0.0,0.8308265613203695,0.0,2.6622914089282634,1.050255807647211,0.6301985760884625,0.8308265613203695,8.745855102539062,259.2935704296805
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7876823115348816,0.5997142008940379,0.9737309725117554,0.9684337133711035,5.492315680980682,1000.0,0.6039853589797096,1.0,30327,380,57,150,187.9151056463068,0.0,2.6934422521135857,0.0,5687.124298148401,0.0,0.6126463819633831,0.0,0.3858346505598588,4.476904559284448,187.9151056463068,0.0,0.8330997138801896,0.0,0.8330997138801896,0.0,2.6934422521135857,1.0528637080443877,0.6126463819633831,0.8330997138801896,6.8902205403645835,208.52789093210802
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7878689801692963,0.5990268504619598,0.8985219816583047,1.122856786617866,6.530378241539001,1000.0,0.5856451998219993,1.0,30328,443,72,137,178.83272376427283,0.0,2.739361677015384,0.0,5535.267105792414,0.0,0.6687142573870145,0.0,0.4035555880803328,7.083543726801873,178.83272376427283,0.0,0.7923549636919441,0.0,0.7923549636919441,0.0,2.739361677015384,1.0537942122812507,0.6687142573870145,0.7923549636919441,7.749418029785156,239.86157458433794
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.7882236456871032,0.5976409840583802,0.8954257191499508,0.7688402285178503,7.8032867312431335,1000.0,0.6813232926770075,1.0,30236,463,119,88,182.7456029256185,0.0,2.773580585155441,0.0,6094.318200015328,0.0,0.6231082094212373,0.0,0.2960606689254443,11.660632648319005,182.7456029256185,0.0,0.811414025849723,0.0,0.811414025849723,0.0,2.773580585155441,1.0578751952131284,0.6231082094212373,0.811414025849723,7.30982411702474,243.77272800061314
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7886169781287511,0.5968801867961884,0.9066271951194274,1.1081342048504774,9.42079129934311,1000.0,0.5472425539425069,1.0,30490,590,38,176,185.03802131204043,0.0,2.795194544489387,0.0,5870.18875030364,0.0,0.5924385312725516,0.0,0.4966572882498012,5.238331760466099,185.03802131204043,0.0,0.8202539860098867,0.0,0.8202539860098867,0.0,2.795194544489387,1.064834602635869,0.5924385312725516,0.8202539860098867,10.485487874348959,332.64402918387293
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.194253122102357,0.7887516464789709,0.595923654238383,0.9341428441873132,1.0189677820755885,9.915728118419647,1000.0,0.6087579375671357,1.0,30212,390,102,108,182.46888263408954,0.0,2.8125796396356204,0.0,5823.273141560153,0.0,0.5964523760172037,0.0,0.4818391387279217,10.751049522310495,182.46888263408954,0.0,0.8097765355168569,0.0,0.8097765355168569,0.0,2.8125796396356204,1.0737132532964129,0.5964523760172037,0.8097765355168569,7.90698491414388,252.34183613427322
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.259064152361495,0.7894899821281434,0.5943958135445913,0.9464514276428023,0.7927968323230743,11.57888697743416,1000.0,0.6300180405608036,1.0,30105,254,103,104,176.412060546875,0.0,2.8442307778788236,0.0,5510.280371047741,0.0,0.6372251987457276,0.0,0.3413084387779236,11.542008679360151,176.412060546875,0.0,0.7813313192910428,0.0,0.7813313192910428,0.0,2.8442307778788236,1.071304457596644,0.6372251987457276,0.7813313192910428,5.880402018229167,183.67601236825809
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.299235446488961,0.7894779803355535,0.5940492540597916,0.8449348659461449,0.7669687617570162,13.402785712480545,1000.0,0.3477046101431174,1.0,30277,562,79,138,173.12151489257812,0.0,2.9339334694692236,0.0,5513.0971286977165,0.0,0.6552713643759489,0.0,0.19105418361723422,6.596219606027007,173.12151489257812,0.0,0.7674189782826473,0.0,0.7674189782826473,0.0,2.9339334694692236,1.0659894735839266,0.6552713643759489,0.7674189782826473,11.541434326171874,367.53980857984783
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.299235446488961,0.7899739805857341,0.5929383387168249,0.9031865046087519,0.9279342343409857,14.76093966603279,1000.0,0.4825296578207691,1.0,30629,926,56,165,175.00213305155435,0.0,3.020801596683393,0.0,5672.958613343916,0.0,0.6203189864754677,0.0,0.25692878601451713,8.793619042485952,175.00213305155435,0.0,0.7758420379854977,0.0,0.7758420379854977,0.0,3.020801596683393,1.066124972206125,0.6203189864754677,0.7758420379854977,14.00017064412435,453.8366890675133
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.299235446488961,0.7902723129590352,0.5922439674536387,0.9106481992717401,0.6574664831161499,15.405018463134766,1000.0,0.5074635786666725,1.0,30268,422,75,137,188.61012471516926,0.0,3.048748722431215,0.0,6211.164952377596,0.0,0.49751824935277306,0.0,0.3273344933986664,11.397029918432235,188.61012471516926,0.0,0.8359267483602699,0.0,0.8359267483602699,0.0,3.048748722431215,1.058823384555599,0.49751824935277306,0.8359267483602699,9.430506235758463,310.55824761887976
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.299235446488961,0.7904216462373733,0.5918009320894877,0.9371479989174082,1.074650230507056,17.465000524520875,1000.0,0.6644628191223556,1.0,30294,402,73,135,184.60791778564453,0.0,3.0598997541209867,0.0,5778.822092792995,0.0,0.5063596442341805,0.0,1.088576724131902,11.30670796573162,184.60791778564453,0.0,0.8197272073839031,0.0,0.8197272073839031,0.0,3.0598997541209867,1.0604128307595466,0.5063596442341805,0.8197272073839031,7.3843167114257815,231.15288371171982
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.313890437540346,0.790591314236323,0.5913810386260351,0.8405714430424642,1.0951430704444647,19.162525507211686,1000.0,0.42602721891669093,1.0,30187,403,85,127,172.5731611251831,0.0,3.1080638419506497,0.0,5570.980988750524,0.0,0.5975643824785948,0.0,0.42216294445097446,17.80378044307232,172.5731611251831,0.0,0.76556949929333,0.0,0.76556949929333,0.0,3.1080638419506497,1.0591916551670895,0.5975643824785948,0.76556949929333,9.203901926676432,297.1189860666946
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.373024523780642,0.7911456449826558,0.5900842305024465,0.9296766887087017,0.8925601434893906,22.017702045440675,1000.0,0.5450596115410955,1.0,30436,563,56,157,168.62743091583252,0.0,3.1698756023194026,0.0,5472.91178808011,0.0,0.6248200237751007,0.0,0.20173833053559065,5.454904741421342,168.62743091583252,0.0,0.7475559982208226,0.0,0.7475559982208226,0.0,3.1698756023194026,1.0511734572865443,0.6248200237751007,0.7475559982208226,8.993462982177734,291.88862869760584
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.373024523780642,0.7912203121185303,0.5898356344302496,0.8860945001733911,1.057894085582934,23.333217804431914,1000.0,0.5551801795210987,1.0,30474,680,67,149,171.04897509123148,0.0,3.219985464475983,0.0,5812.19535269368,0.0,0.5773413157776782,0.0,0.3894371562882474,6.363468479812145,171.04897509123148,0.0,0.7582290660649934,0.0,0.7582290660649934,0.0,3.219985464475983,1.0685089843581055,0.5773413157776782,0.7582290660649934,10.833101755777994,368.10570567059983
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.373024523780642,0.7914313139518102,0.589594152768453,0.9239847687138099,1.3972028808461294,24.126130484342575,1000.0,0.7205696821002274,1.0,30894,961,14,201,165.39662170410156,0.0,3.284823806579427,0.0,5464.3758266318555,0.0,0.6180703093608221,0.0,0.8999317073159747,2.7526942226290703,165.39662170410156,0.0,0.7327330924399766,0.0,0.7327330924399766,0.0,3.284823806579427,1.0697746442682974,0.6180703093608221,0.7327330924399766,9.923797302246093,327.8625495979113
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.497927823988711,0.7917666472991307,0.5886805959542593,0.8939202061143916,0.8708560039338312,24.188686788082123,1000.0,0.6440671656818794,1.0,30584,748,50,166,178.4509462055407,0.0,3.3125262270640192,0.0,5732.098693132037,0.0,0.48264672450329127,0.0,0.13835290726274252,6.07543447561562,178.4509462055407,0.0,0.7921278693275513,0.0,0.7921278693275513,0.0,3.3125262270640192,1.0815981876937073,0.48264672450329127,0.7921278693275513,11.301893259684245,363.03291723169565
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.497927823988711,0.792189645767212,0.588058142264684,0.8877820450806333,0.9930310361087322,25.24429452300072,1000.0,0.5126449233801635,1.0,30387,547,67,145,172.09670734405518,0.0,3.3415551136358292,0.0,5709.297108838206,0.0,0.5235752109438181,0.0,0.5299822445958853,7.627671800106764,172.09670734405518,0.0,0.7630921225003131,0.0,0.7630921225003131,0.0,3.3415551136358292,1.1005227474703794,0.5235752109438181,0.7630921225003131,9.178491058349609,304.49584580470435
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.497927823988711,0.7920013135671615,0.5882117144266764,0.8369847240198195,0.9644931636750698,26.17773785829544,1000.0,0.4505826041967677,1.0,30383,630,71,146,164.93972244262696,0.0,3.426430302022468,0.0,5566.070269032749,0.0,0.5967268481850624,0.0,0.2176545850932598,5.795433407425881,164.93972244262696,0.0,0.7313449829153542,0.0,0.7313449829153542,0.0,3.426430302022468,1.0686342563080196,0.5967268481850624,0.7313449829153542,10.99598149617513,371.07135126884987
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.497927823988711,0.7923163121938706,0.5878068343798319,0.8275266750069593,1.0431822112628393,27.13470991253853,1000.0,0.5684713109672328,1.0,30675,824,23,194,171.8409423828125,0.0,3.476790042078572,0.0,5577.942497471601,0.0,0.5050809127943856,0.0,0.23719991388775052,2.1257031858712434,171.8409423828125,0.0,0.7618091298748578,0.0,0.7618091298748578,0.0,3.476790042078572,1.0563738721301354,0.5050809127943856,0.7618091298748578,12.028865966796875,390.4559748230121
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.520048667146168,0.7923509818315506,0.5872379426161448,0.9888851324789684,0.7377534210681915,27.650744993686676,1000.0,0.4347543228899161,1.0,30096,262,121,83,162.88283962673611,0.0,3.5098323863738,0.0,5655.060804855357,0.0,0.588886891802152,0.0,1.4910348686907027,7.669652694314718,162.88283962673611,0.0,0.7214653672704475,0.0,0.7214653672704475,0.0,3.5098323863738,1.0527245967905121,0.588886891802152,0.7214653672704475,4.886485188802084,169.6518241456607
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.579704094723113,0.7927463128169377,0.5866187959909439,0.9350715865999049,1.167267881333828,29.8623029756546,1000.0,0.3304405615292712,1.0,29875,154,172,31,165.11460876464844,0.0,3.5338682557541854,0.0,5919.09401832306,0.0,0.530568078160286,0.0,1.0509194657206535,50.01233825802803,165.11460876464844,0.0,0.7303502133587718,0.0,0.7303502133587718,0.0,3.5338682557541854,1.0513860113537554,0.530568078160286,0.7303502133587718,4.403056233723959,157.8425071552816
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,5.579704094723113,0.7929066463311514,0.5865545759598414,0.7887522526189239,1.1496645987033844,38.65883189916611,1000.0,0.576022857531233,1.0,30034,279,147,60,152.9883560180664,0.0,3.5637000036069844,0.0,5413.611420184219,0.0,0.6188571006059647,0.0,1.0563374400138854,227.16457850158216,152.9883560180664,0.0,0.679030892351491,0.0,0.679030892351491,0.0,3.5637000036069844,1.0662387378199654,0.6188571006059647,0.679030892351491,5.09961186726888,180.45371400614064
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,5.579704094723113,0.7928813141584397,0.5864256004492442,0.9486507205477324,1.2627542674541474,67.47837270736694,1000.0,0.48374943757709293,1.0,30376,503,65,146,151.36878255208333,0.0,3.626358027692877,0.0,5039.781758391177,0.0,0.6319818178812663,0.0,1.201782484849294,130.4942418062687,151.36878255208333,0.0,0.6703489473557774,0.0,0.6703489473557774,0.0,3.626358027692877,1.084620051054932,0.6319818178812663,0.6703489473557774,7.568439127604167,251.9890879195589
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,5.579704094723113,0.7929466466108958,0.5867579591274261,0.9131063675946582,1.1870064079761504,74.40864113330841,1000.0,0.5065478563490191,1.0,30462,663,56,161,162.46389694213866,0.0,3.682463245969347,0.0,5297.942738263822,0.0,0.5061884850263596,0.0,0.29477810859680176,33.9351941549778,162.46389694213866,0.0,0.7206097663509581,0.0,0.7206097663509581,0.0,3.682463245969347,1.091739208829765,0.5061884850263596,0.7206097663509581,10.830926462809245,353.1961825509215
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,5.579704094723113,0.7931719807783763,0.5861750481526057,0.8776121609180915,1.0980916957060496,78.03712538003921,1000.0,0.691210522675992,1.0,30515,594,31,180,152.31564127604167,0.0,3.741206430629924,0.0,5351.761043098785,0.0,0.6019135355949402,0.0,0.49258467157681785,9.503941569328308,152.31564127604167,0.0,0.6753235258108748,0.0,0.6753235258108748,0.0,3.741206430629924,1.086707065453563,0.6019135355949402,0.6753235258108748,7.615782063802083,267.5880521549393
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,5.579704094723113,0.7931433133284251,0.5861390244960785,0.9220921230830343,1.2006381366934096,80.07614022254944,1000.0,0.5564420830545086,1.0,30406,475,38,173,161.3636932373047,0.0,3.7776018724239644,0.0,5447.908454306019,0.0,0.4973496762769563,0.0,0.23560005319969995,13.826413800120354,161.3636932373047,0.0,0.7148323788150223,0.0,0.7148323788150223,0.0,3.7776018724239644,1.0964675690622505,0.4973496762769563,0.7148323788150223,7.530305684407552,254.23572786761423
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,5.579704094723113,0.7936659802993139,0.5856997835636139,0.9081144370319431,1.1070889066904783,81.81816826343537,1000.0,0.5305935237424262,1.0,30426,561,63,150,161.0849084854126,0.0,3.835591957285225,0.0,5068.792432732835,0.0,0.508051123470068,0.0,0.6265625786036253,212.27002833247184,161.0849084854126,0.0,0.7145877590409137,0.0,0.7145877590409137,0.0,3.835591957285225,1.0906000939466292,0.508051123470068,0.7145877590409137,8.591195119222006,270.33559641241783
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,5.579704094723113,0.7933493131399154,0.5862786004940669,0.89221745457232,1.230124121203142,96.17851140975952,1000.0,0.33624775973708754,1.0,30121,434,120,93,155.62985229492188,0.0,3.8858527063590547,0.0,5450.272141935742,0.0,0.509356661754496,0.0,0.6539948056725895,104.93869243741035,155.62985229492188,0.0,0.6901873457987425,0.0,0.6901873457987425,0.0,3.8858527063590547,1.096896667645979,0.509356661754496,0.6901873457987425,8.819024963378906,308.8487547096921
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,5.5935811985415045,0.7937833124399185,0.5858930424849192,0.9590295662894407,1.5974108630960637,107.7405279994011,1000.0,0.75578834416518,1.0,30496,471,17,190,145.32648814808238,0.0,3.914930064859646,0.0,5260.376978098676,0.0,0.6255714947527106,0.0,1.87477737123316,10.800274546146392,145.32648814808238,0.0,0.6455274387295701,0.0,0.6455274387295701,0.0,3.914930064859646,1.1126029221218987,0.6255714947527106,0.6455274387295701,5.328637898763021,192.88048919695143
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,5.999396615710519,0.7938716461261114,0.5859058930476506,0.793074045038219,1.187543798238039,108.82296783208847,1000.0,0.5610289437626181,1.0,30279,508,96,115,145.2057056427002,0.0,3.9808934392366844,0.0,5279.514661957947,0.0,0.6201511900871992,0.0,0.47088947147130966,734.8152501538395,145.2057056427002,0.0,0.643507081158095,0.0,0.643507081158095,0.0,3.9808934392366844,1.108837231187728,0.6201511900871992,0.643507081158095,7.744304300944011,281.57411530442386
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,5.999396615710519,0.7937676465511322,0.5863213483492533,0.8497104675053174,1.119506123708561,156.23780304670333,1000.0,0.47681303446503076,1.0,30295,489,78,136,149.1747636795044,0.0,4.020314604860705,0.0,5395.5581421398265,0.0,0.5537390694953501,0.0,0.6118229618296027,240.21307803444563,149.1747636795044,0.0,0.6613880080796111,0.0,0.6613880080796111,0.0,4.020314604860705,1.1228974932323188,0.5537390694953501,0.6613880080796111,7.955987396240235,287.7631009141241
