algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_rejected_honest,n_rejected_attacker,eps_n_honest,eps_n_attacker,D_threshold_honest,D_threshold_attacker,V_agg_norm_honest,V_agg_norm_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.8857953117291133,0.38598565926154454,0.9989462592202318,0.015003694283465544,nan,1000.0,0.997920997920998,1.0,30662,763,0,107,50.86666666666667,153.31,5.344087390883104,0.0,0.03184320341190416,0.0,0.4006824771563212,nan,0.5487254122893016,nan,5.344087390883104,8.881784197001252e-16,2.01,0.9210740197775578,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.8858329757054647,0.38617310126622517,1.0,0.014253403184314568,nan,1000.0,0.9,1.0,30424,525,0,109,35.0,152.12,5.391070942635641,0.0,0.027875046808815883,0.0,0.29129227101802824,nan,0.46821270187695824,nan,5.391070942635641,0.0,2.025,0.9205079287995804,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.8857293111085892,0.3866951553026835,0.9325572930177725,0.014233841476115313,nan,1000.0,0.751899409540222,1.0,30395,513,0,268,23.318181818181817,151.975,5.438866451018774,0.0,0.03136592850919109,0.0,0.2943628897721117,nan,0.3430812101472508,nan,5.438866451018774,1.7763568394002505e-15,2.04,0.919181345087137,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.8858223106463751,0.3866772628823916,0.9794734493529674,0.013799069618636911,nan,1000.0,0.5776190476190476,1.0,30286,395,0,45,35.90909090909091,151.43,5.487490132582891,0.0,0.0363898604249078,0.0,0.5393885401162234,nan,0.7730319662527605,nan,5.487490132582891,8.881784197001252e-16,2.055,0.9189059080391883,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,118,5.536958684228259,0.885743311047554,0.3870591111977895,0.9791221979867667,0.014217109233140946,nan,1000.0,0.9627869672986097,1.0,30843,953,0,310,38.12,154.215,5.536958684228259,0.0,0.026995538927449013,0.0,0.2660745406150818,nan,0.3314560759067535,nan,5.536958684228259,0.0,2.07,0.9174099994106525,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,119,5.5872893005602045,0.8856479783852895,0.3875637768705686,0.9934335701409479,0.014241991704329849,nan,1000.0,0.9112591212316631,1.0,30516,624,0,206,31.2,152.58,5.587289300560204,0.0,0.03349088732765185,0.0,0.29687260985374453,nan,0.4214335769414902,nan,5.587289300560204,8.881784197001252e-16,2.085,0.91629451256497,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,120,5.638499691921221,0.8858039772510529,0.38736926784118014,1.0,0.013623957566562154,nan,1000.0,0.8823529411764706,1.0,30664,766,0,220,36.476190476190474,153.32,5.63849969192122,0.0,0.02637141104713254,0.0,0.26631795437563033,nan,0.34902645292736234,nan,5.63849969192122,8.881784197001252e-16,2.1,0.9152252987445096,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,121,5.690608103126535,0.8857323110103608,0.3878244236111641,0.9895156312282833,0.013907547108829021,nan,1000.0,0.8290598290598291,1.0,30381,489,0,152,28.764705882352942,151.905,5.690608103126535,0.0,0.024594605768108544,0.0,0.23560657133074367,nan,0.38225346277741823,nan,5.690608103126535,0.0,2.115,0.9145458386887105,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,122,5.743633332930533,0.8857773105303447,0.38793722867965696,0.9753086419753088,0.013930401621529689,nan,1000.0,0.8623188405797102,1.0,30331,436,0,75,33.53846153846154,151.655,5.743633332930534,0.0,0.033995517007297,0.0,0.3432881717498486,nan,0.578884081198619,nan,5.743633332930534,8.881784197001252e-16,2.13,0.9141461230431718,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,123,5.797594754252546,0.8857596453030904,0.3881804976860682,1.0,0.013081978696087996,nan,1000.0,0.8333333333333334,1.0,30164,265,0,43,29.444444444444443,150.82,5.797594754252545,0.0,0.022508190452109115,0.0,0.29903311530749005,nan,0.5042438275284238,nan,5.797594754252545,8.881784197001252e-16,2.145,0.9139473695865855,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,124,5.852512335191406,0.8858283110459646,0.3883520350853602,0.9985185185185184,0.01350085913307137,nan,1000.0,0.9970588235294118,1.0,30205,306,0,39,34.0,151.025,5.852512335191406,0.0,0.02653208787558223,0.0,0.32551460299226975,nan,0.539975666337543,nan,5.852512335191406,0.0,2.16,0.9137368394155485,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,125,5.908406660859312,0.8858089756965637,0.38862978339195253,1.0,0.012814778337876002,nan,1000.0,0.9230769230769231,1.0,30524,625,0,95,41.666666666666664,152.62,5.908406660859312,0.0,0.02738708790545304,0.0,0.2937379320462545,nan,0.4377870460351308,nan,5.908406660859312,0.0,2.175,0.9132362437106378,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,126,5.9652989560665395,0.8858536438147226,0.38889338334401446,1.0,0.012274840963073075,nan,1000.0,0.8571428571428571,1.0,30150,252,0,38,31.5,150.75,5.9652989560665395,0.0,0.028329159148131167,0.0,0.28870584070682526,nan,0.538648184388876,nan,5.9652989560665395,0.0,2.19,0.9130291052176371,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,127,6.023211108889667,0.8857953105370203,0.38918955385684967,0.9952325782047835,0.012682839995250106,nan,1000.0,0.825476415373117,1.0,30356,465,0,125,29.0625,151.78,6.023211108889668,0.0,0.029437615359081612,0.0,0.2985929539427161,nan,0.42558566853404045,nan,6.023211108889668,8.881784197001252e-16,2.205,0.9123537063724637,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,128,6.0821656951570935,0.8857099775473277,0.3896570338805517,1.0,0.012588481496398648,nan,1000.0,0.8181818181818182,1.0,30273,375,0,76,31.25,151.365,6.0821656951570935,0.0,0.026023670091562177,0.0,0.3039206216732661,nan,0.4935658151904742,nan,6.0821656951570935,0.0,2.22,0.9119245419778156,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,129,6.142186003886753,0.8858229748408,0.389654374619325,0.987557603686636,0.012772180812640322,nan,1000.0,0.9028599605522682,1.0,30533,636,0,157,35.333333333333336,152.665,6.142186003886753,0.0,0.023106295927084037,0.0,0.22648313807116616,nan,0.3494984606901805,nan,6.142186003886753,0.0,2.235,0.9110999996007263,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,130,6.203296063712107,0.8858099778493246,0.38999957462151846,1.0,0.013906817290593277,nan,1000.0,0.7777777777777778,1.0,30290,393,0,59,35.72727272727273,151.45,6.203296063712108,0.0,0.02478378192354808,0.0,0.2863221656192433,nan,0.5410978360609575,nan,6.203296063712108,1.7763568394002505e-15,2.25,0.9108008220919794,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,131,6.26552067033368,0.8858173108100891,0.3902297294139862,0.9991150442477876,0.01295791007578373,nan,1000.0,0.9982456140350877,1.0,30355,456,0,51,41.45454545454545,151.775,6.26552067033368,0.0,0.023057238870500627,0.0,0.27586288343776355,nan,0.4379648268222809,nan,6.26552067033368,0.0,2.265,0.9105474961472165,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,132,6.328885415034608,0.8858449772993724,0.3904099089900653,0.9400438429279452,0.012431111515444867,nan,1000.0,0.4813576208737499,1.0,30139,253,0,192,14.882352941176471,150.695,6.328885415034607,0.0,0.023833317240006334,0.0,0.26601138710975647,nan,0.2874038964509964,nan,6.328885415034607,8.881784197001252e-16,2.2800000000000002,0.9095515990875331,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,133,6.393416714299886,0.8858143117030461,0.39073139786720273,0.9984591679506933,0.012240916928824256,nan,1000.0,0.8435897435897436,1.0,30550,653,0,133,38.411764705882355,152.75,6.393416714299887,0.0,0.022008195708635294,0.0,0.22184074801557205,nan,0.34737659727825837,nan,6.393416714299887,8.881784197001252e-16,2.295,0.9089272938449527,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,134,6.459141840580268,0.8858056451876958,0.3910087851683299,1.0,0.011732117210825285,nan,1000.0,1.0,1.0,30537,637,0,100,42.46666666666667,152.685,6.459141840580267,0.0,0.02342127491084939,0.0,0.26722106635570525,nan,0.38243037859598794,nan,6.459141840580267,8.881784197001252e-16,2.31,0.908427483324352,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,135,6.526088954243005,0.8857936437924703,0.3912357262770335,0.9931477214350196,0.012162331119179725,nan,1000.0,0.7175049817906961,1.0,30325,431,0,116,28.733333333333334,151.625,6.526088954243007,0.0,0.01914702481562389,0.0,0.2155612270037333,nan,0.34327898025512693,nan,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.9078917182223362,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,136,6.594287136752883,0.8858529802163442,0.3914783866206805,0.9975868783523875,0.012125651895379027,nan,1000.0,0.8957070707070708,1.0,30413,516,0,65,43.0,152.065,6.594287136752884,0.0,0.023335519065392867,0.0,0.2589522662262122,nan,0.4438394134243329,nan,6.594287136752884,8.881784197001252e-16,2.3400000000000003,0.907560686357895,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,137,6.663766425128326,0.8857736430565516,0.39186353554328285,0.9825743298793191,0.011896156048511757,nan,1000.0,0.8989428591934739,1.0,30686,798,0,118,46.94117647058823,153.43,6.663766425128328,0.0,0.024338755002194443,0.0,0.24570739356910481,nan,0.3546639382839203,nan,6.663766425128328,1.7763568394002505e-15,2.355,0.9070637103909746,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,138,6.734557847718581,0.8858099774519602,0.3920671874284744,1.0,0.012056102259800984,nan,1000.0,1.0,1.0,30285,385,0,78,29.615384615384617,151.425,6.734557847718584,0.0,0.020463963671976386,0.0,0.24647028973469368,nan,0.4001610577106476,nan,6.734557847718584,2.6645352591003757e-15,2.37,0.9067407061574282,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,139,6.80669346134933,0.8858343104521433,0.39230056782563527,0.9875063574336794,0.011820614064002739,nan,1000.0,0.781673642444127,1.0,30551,664,0,121,39.05882352941177,152.755,6.806693461349332,0.0,0.02494002870494306,0.0,0.2511812054059085,nan,0.3681722423609565,nan,6.806693461349332,1.7763568394002505e-15,2.385,0.9061269994950538,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,140,6.880206389885328,0.8858289778232574,0.392569142083327,1.0,0.011558381671255285,nan,1000.0,0.8333333333333334,1.0,30254,355,0,53,32.27272727272727,151.27,6.880206389885328,0.0,0.019247268765648844,0.0,0.29906016046350653,nan,0.46379747174002905,nan,6.880206389885328,0.0,2.4,0.9058544041636201,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,141,6.95513086425999,0.8858093116680781,0.39292675485213596,1.0,0.011588021356146783,nan,1000.0,1.0,1.0,30211,311,0,154,19.4375,151.055,6.95513086425999,0.0,0.0195818373028682,0.0,0.2139243632555008,nan,0.3140210472047329,nan,6.95513086425999,0.0,2.415,0.9050807157962161,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,142,7.031502264023105,0.8858259751399358,0.393174580236276,0.9923076923076923,0.011618328125526508,nan,1000.0,0.9857142857142858,1.0,30288,389,0,67,32.416666666666664,151.44,7.0315022640231035,0.0,0.018597311512337178,0.0,0.2044884661833445,nan,0.3454668000340462,nan,7.0315022640231035,1.7763568394002505e-15,2.43,0.9047431093327226,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,143,7.109357160459109,0.8858083113034566,0.39344176282485327,1.0,0.010995796881616116,nan,1000.0,1.0,1.0,30371,471,0,98,33.642857142857146,151.855,7.109357160459111,0.0,0.01997463884209503,0.0,0.2768434200968061,nan,0.3377098036663873,nan,7.109357160459111,1.7763568394002505e-15,2.445,0.9042443496564686,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,144,7.188733361329623,0.8858176440000534,0.3938200637698174,1.0,0.01141955220902508,nan,1000.0,1.0,1.0,30370,470,0,54,42.72727272727273,151.85,7.188733361329623,0.0,0.0215745458916731,0.0,0.26722229339859704,nan,0.43348697098818695,nan,7.188733361329623,0.0,2.4599999999999995,0.904002249014514,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,145,7.269669957295138,0.8858499797185262,0.39398067226012545,0.9901951496779083,0.010873388731852174,nan,1000.0,0.653956228956229,1.0,30213,321,0,152,20.0625,151.065,7.269669957295138,0.0,0.019315030697623553,0.0,0.19955058302730322,nan,0.2754627326503396,nan,7.269669957295138,0.0,2.475,0.9032771972818574,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,146,7.352207370071938,0.8858613103628159,0.39425709466139475,0.9988123904532573,0.011203762299070755,nan,1000.0,0.8551218161683278,1.0,30477,582,0,161,32.333333333333336,152.385,7.352207370071939,0.0,0.0202361272724816,0.0,0.23712097770637935,nan,0.3104174956679344,nan,7.352207370071939,8.881784197001252e-16,2.49,0.9024811443485434,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,147,7.436387402381476,0.8858436427513758,0.3946238667766253,0.994299889314497,0.011428686986236196,nan,1000.0,0.8367074393860109,1.0,30516,623,0,181,32.78947368421053,152.58,7.4363874023814756,0.0,0.019035674874636938,0.0,0.20187006733919444,nan,0.28851863585020365,nan,7.4363874023814756,8.881784197001252e-16,2.5050000000000003,0.9015464153640003,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,148,7.522253289750495,0.885794977347056,0.3948665425181389,0.9943947886683837,0.010921710636466742,nan,1000.0,0.9066320014595877,1.0,30602,706,0,74,50.42857142857143,153.01,7.522253289750496,0.0,0.021493895403696592,0.0,0.27205478293555124,nan,0.3701299492801939,nan,7.522253289750496,8.881784197001252e-16,2.52,0.9012242909556041,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,149,7.609849754221228,0.8858186437686284,0.39523714244365693,0.997267237161539,0.01089289884216019,nan,1000.0,0.8288327105417016,1.0,30389,494,0,89,35.285714285714285,151.945,7.609849754221229,0.0,0.021287179662124976,0.0,0.22047312344823564,nan,0.3399723491498402,nan,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.9007901803704268,nan
