algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,S_agg_norm_honest,S_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,V_agg_norm_honest,V_agg_norm_attacker,eps_n_honest,eps_n_attacker,n_rejected_honest,n_rejected_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,40,1.8193813121440443,0.8801089778542519,0.41168905586004256,nan,0.03044403321109712,0.03402190616354346,1000.0,0.0,nan,0,308,0,11198,0.7608223333954811,0.3018480008840561,0.10705209440648056,0.06560372518633496,0.6260726147641739,0.15667322769761086,1.8193813121440445,1.8193813121440439,0.25,3.02,1.8193813121440445,2.220446049250313e-16,0.8999999999999999,0.9688943982932674,0.6902378166918587
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,41,1.8612273687051577,0.880416479408741,0.4097178172320127,nan,0.030369486287236215,0.033814395498484376,1000.0,0.0,nan,0,390,0,11434,0.8182160764932632,0.31786529630422594,0.1020021741408086,0.06408009232322001,0.5936666217943033,0.15910640493035316,1.8612273687051581,1.8612273687051581,0.16666666666666666,3.85,1.861227368705158,2.220446049250313e-16,0.915,0.9674987420727544,0.6854529418666631
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,42,1.904583560352156,0.8807519793510437,0.40772637076675894,nan,0.029500488849247202,0.03300154767930508,1000.0,0.0,nan,0,213,0,10691,0.8669217316543355,0.30021386057138444,0.09101724917146349,0.06262120289641343,0.5790221568416146,0.15404115319252015,1.9045835603521555,1.9045835603521561,0.058823529411764705,2.12,1.9045835603521557,2.220446049250313e-16,0.9299999999999999,0.9670476362479128,0.6837356788888026
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,43,1.9495402035165759,0.8809944759309292,0.4059419739246368,nan,0.029510530978441238,0.03261755043640733,1000.0,0.0,nan,0,225,0,11095,0.6948225724697114,0.27577213168144227,0.08185368128782647,0.061210516656699666,0.48295382618904115,0.14497173845767974,1.9495402035165765,1.9495402035165759,0.24,2.19,1.9495402035165765,6.661338147750939e-16,0.945,0.9659966553166408,0.6811298161999044
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,44,1.9962009572946733,0.8813379767537117,0.4043009100109339,nan,0.029398202344223304,0.032351125422865154,1000.0,0.0,nan,0,186,0,10906,0.7557561916333658,0.2786183673143387,0.0917401227701841,0.059920373467628824,0.6252003610134125,0.1427794373035431,1.9962009572946733,1.9962009572946726,0.3333333333333333,1.77,1.9962009572946728,4.440892098500626e-16,0.96,0.9644872331488146,0.678954879129194
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,45,2.044685814238566,0.8816049762070179,0.40271152518689635,nan,0.029128087237477302,0.031711170710623265,1000.0,0.0,nan,0,622,0,11196,0.762358558177948,0.26628588944673537,0.09863927445304857,0.05864632335436979,0.5616119486093522,0.13801561087369918,2.044685814238566,2.0446858142385658,0.28,6.15,2.0446858142385658,4.440892098500626e-16,0.975,0.9634569993316163,0.6822999009954896
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,46,2.0786677031269156,0.8818849766254425,0.4010648047924042,nan,0.028088181714216866,0.031327977646142244,1000.0,0.0,nan,0,380,0,10442,1.002548982699712,0.25993926376104354,0.09816562354763242,0.05735470777313536,0.6707585046688715,0.13381337642669677,2.078667703126915,2.078667703126915,0.06666666666666667,3.79,2.0786677031269156,0.0,0.99,0.9631593578332354,0.6844816081291143
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,47,2.1134879265457753,0.8820737284421921,0.39976691782474516,nan,0.028161825412618264,0.03093954859301448,1000.0,0.0,nan,0,606,0,11608,0.6289496006710189,0.2698011258244514,0.08519505105934598,0.056184259307564224,0.47462198537375244,0.135517498254776,2.113487926545776,2.113487926545776,0.32142857142857145,5.97,2.1134879265457758,4.440892098500626e-16,1.005,0.9618322369105761,0.6802299346801719
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,48,2.1493007737632155,0.882332228422165,0.3984126228839159,nan,0.028029278037138283,0.030436853338032963,1000.0,0.0,nan,0,179,0,10349,1.0101894121617079,0.2507644459605217,0.11000665498220602,0.05501360327858634,0.7948364187031984,0.12930026173591613,2.1493007737632155,2.149300773763216,0.25,1.75,2.1493007737632155,0.0,1.02,0.9613601566677746,0.6812093625195201
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,49,2.1861402047376153,0.882571729272604,0.39703079290688037,nan,0.027582940412685275,0.03016174094751477,1000.0,0.0,nan,0,240,0,10492,0.7813918497413397,0.2435118332505226,0.07042797461045683,0.05387779858630731,0.4596443809568882,0.12565687462687491,2.1861402047376153,2.1861402047376157,0.1875,2.37,2.1861402047376153,0.0,1.035,0.9609712597011034,0.6805827843453259
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,50,2.2240427388792705,0.8827704767882824,0.39589939162135124,0.9975347937340073,0.027167179133920444,0.592799723148346,1000.0,0.7463636363636363,1.0,10579,687,0,156,1.1746540750776018,0.4149598053097725,0.08869402183439788,0.0,0.6590301039673033,0.1705515553057194,2.22404273887927,0.0,32.714285714285715,105.79,2.22404273887927,4.440892098500626e-16,1.05,0.9603367438309507,0.6539786903534406
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,51,2.2630477569582963,0.8826307265460491,0.39564570315182207,0.9694400169468128,0.02598939693587668,1.1428765255212783,1000.0,0.7650390189520626,0.9462374561662102,10356,489,28,99,1.0318975097992842,0.8000135713815689,0.0908157112480394,0.0,0.6494912592803731,0.3980386394262314,2.2630477569582967,0.0,27.11764705882353,103.84,2.2630477569582967,4.440892098500626e-16,1.065,0.959927057054386,0.6377394877643774
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,52,2.303197848143191,0.8818797278404236,0.3978319389373064,0.7779187684536423,0.0265391403261353,6.129954187870026,1000.0,0.875,0.6496355138975415,10085,285,99,127,0.8688599817893085,4.290967879295349,0.06422983641057736,0.0,0.5057254293385673,1.914574500322342,2.3031978481431916,0.0,10.941176470588236,101.84,2.3031978481431916,4.440892098500626e-16,1.08,0.9594378317329075,0.6318773906481779
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,53,2.344539209861966,0.8804319781064988,0.4017060823738575,0.8237824431921495,0.025559764458901353,29.16220838546753,1000.0,0.9296875,0.7560874584108355,10431,690,157,128,1.2898998392952814,20.41354567527771,0.08227777702225873,0.0,0.6633888648615943,9.001295022964477,2.344539209861967,0.0,29.61111111111111,105.88,2.344539209861967,8.881784197001252e-16,1.095,0.958892052967618,0.6136147786100208
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,54,2.3871221095865076,0.8821947281062603,0.3988031928986311,0.9978585794014935,0.034517720055121645,152.1611758041382,1000.0,0.733710788589992,1.0,10701,811,0,254,1.0707232493620653,106.51282035827637,0.09015533749533934,0.0,0.6556707356984799,47.426234092712406,2.387122109586507,0.0,31.192307692307693,107.01,2.387122109586507,4.440892098500626e-16,1.11,0.9578738722624932,0.5875616078142207
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,55,2.431001419315337,0.8834394773840905,0.3916344652324915,0.9901908328874621,0.025661457702517508,813.6701098632813,1000.0,0.840981240981241,1.0,10092,195,0,101,1.133629020055135,569.5690701293945,0.08108007026602104,0.0,0.7060415983200073,253.47189483642578,2.431001419315337,0.0,13.0,100.92,2.431001419315337,0.0,1.125,0.9574585774122916,0.5819738903316408
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,56,2.4762372355197746,0.8836624774336815,0.39047855414450167,1.0,0.025039353252698977,4227.269791259766,1000.0,0.7142857142857143,1.0,10126,228,0,58,1.38051504890124,2959.0888037109376,0.07591929633653811,0.0,0.778296634554863,1317.4929364013672,2.476237235519775,0.0,19.0,101.26,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.9572082733436722,0.5734526233073358
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.8836222285032272,0.390237956866622,1.0,0.024380169585347177,21920.175625,1000.0,0.8888888888888888,1.0,10419,520,0,279,0.7377153158187866,15344.122734375,0.0628080160417154,0.0,0.4954789048433304,6822.133029785156,2.5228955996813522,0.0,20.8,104.19,2.5228955996813522,4.440892098500626e-16,1.155,0.9560308895277335,0.5541638027758934
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.8839542284607887,0.38896280638873576,0.9911491448887966,0.02438250128869657,112064.6944140625,1000.0,0.8430692114902641,1.0,10663,770,0,315,0.9506307111846076,78445.2843359375,0.07899083162007413,0.0,0.6238723121307514,34889.52484375,2.5710493373515253,0.0,28.51851851851852,106.63,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.9547385255527682,0.525461396845009
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.8840862280130386,0.3883187577873468,0.9987878787878788,0.023993536084890365,570149.1075,1000.0,0.8441295546558704,1.0,10478,581,0,141,1.112045568227768,399104.36625,0.07531246267014662,0.0,0.681302011013031,177512.86515625,2.6207790369856485,0.0,29.05,104.78,2.6207790369856485,4.440892098500626e-16,1.185,0.9541329062619355,0.5083528271122605
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.8841532276570797,0.38770143061876294,0.9994977398292316,0.024197067627135443,2895931.68125,1000.0,0.9157509157509157,1.0,10479,581,0,102,1.1402375768212711,2027152.1325,0.07468938337265466,0.0,0.6816541184397304,901714.1553125,2.6721741937302523,0.0,34.1764705882353,104.79,2.6721741937302523,4.440892098500626e-16,1.2,0.9537213287801068,0.49531825211338437
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.8843554791808128,0.387076324224472,0.9985639341025261,0.024086172447392817,14717810.165,1000.0,0.7478601807549176,1.0,10395,502,0,157,0.9685099281762776,10302466.995,0.06868332477824068,0.0,0.6123149065594924,4581743.20375,2.725334547975326,0.0,26.42105263157895,103.95,2.725334547975326,4.440892098500626e-16,1.215,0.9530568327353659,0.4745505206979409
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.8843799771368503,0.386583484262228,0.9845062453758106,0.023295425979251213,74184071.9,1000.0,0.6731825866441251,1.0,10355,463,0,204,0.8219067698175256,51928849.44,0.06855419956706789,0.0,0.5031515684994784,23114097.1,2.7803716539313506,0.0,21.045454545454547,103.55,2.7803716539313506,0.0,1.2299999999999998,0.9522171775582424,0.46035193904468086
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.8844767268002033,0.38614499919116496,0.9785803765218106,0.023435725451067643,375478062.08,1000.0,0.7360859728506787,1.0,10427,545,0,308,0.8416425828580503,262834639.76,0.07399218467050539,0.0,0.6293014817767673,116974003.32,2.837410719872669,0.0,20.185185185185187,104.27,2.837410719872669,4.440892098500626e-16,1.245,0.9510162385055841,0.4470290644124927
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.8844342269003391,0.38594782702624797,0.9897761058966708,0.025007014122346172,1895620470.4,1000.0,0.9228449492537542,1.0,10907,1022,0,183,0.9829559766727946,1326934309.76,0.07269018938015721,0.0,0.5874736490456954,590839799.04,2.8797317800857956,0.0,44.43478260869565,109.07,2.8797317800857956,0.0,1.26,0.9502832178713548,0.42462837441851337
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.8843642273545265,0.3859488894045353,0.9991728701406121,0.022711275070905687,9647768350.72,1000.0,0.9983553861104882,1.0,10680,782,0,236,0.7921663618087769,6753437711.36,0.055909743955752746,0.0,0.4587492907047272,3004678080.0,2.9146882802902803,0.0,31.28,106.8,2.9146882802902803,0.0,1.275,0.9493650055404886,0.4041432030663717
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.8847934786975383,0.3847022986412048,1.0,0.022377537253002327,48437963489.28,1000.0,1.0,1.0,10176,276,0,146,0.8805441988839043,33906573824.0,0.05546843387208997,0.0,0.4978018071916368,15106244142.08,2.9504496656185597,0.0,15.333333333333334,101.76,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.948799287264332,0.3984816147034636
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.8848504778742791,0.384338997900486,0.9790079529124589,0.02231197567148642,246596830003.2,1000.0,0.5923490488006617,1.0,10233,342,0,229,0.697478939186443,172617778339.84,0.05714127494152576,0.0,0.45310685309496795,76822732677.12,2.9870369056922645,0.0,15.545454545454545,102.33,2.9870369056922645,0.0,1.305,0.9478611636408046,0.3869735251442526
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.8847399774193764,0.38436857499182225,1.0,0.022209772978115966,1251820625592.32,1000.0,0.5454545454545454,1.0,10428,543,0,311,0.7247353549356814,876274431098.88,0.06537806376268229,0.0,0.49435873715965833,390007278141.44,3.0244720059477883,0.0,20.11111111111111,104.28,3.0244720059477883,4.440892098500626e-16,1.32,0.9466140819617191,0.3712357178269339
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.8849999776482582,0.3836639475077391,1.0,0.021666481780509155,6354732580864.0,1000.0,1.0,1.0,10039,139,0,52,0.8010571576499691,4448312706990.08,0.046780059796537175,0.0,0.4500417138139407,1979285058355.2,3.062778081137312,0.0,11.583333333333334,100.39,3.062778081137312,0.0,1.335,0.9463981528357535,0.36817103598436224
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.8850377281010151,0.3833725607395172,0.9975308641975309,0.021387628494546965,32020588899860.48,1000.0,0.710801393728223,1.0,10223,326,0,67,1.1038772142850435,22414411814666.24,0.06372338126212802,0.0,0.628814717898002,9980865966243.84,3.101979435118868,0.0,25.076923076923077,102.23,3.101979435118868,4.440892098500626e-16,1.3499999999999999,0.9461330465885972,0.35974064631897384
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.884765727519989,0.3841373679786921,0.9977272727272728,0.021368497325217024,163377566827151.38,1000.0,0.7964285714285715,1.0,10377,481,0,114,0.8069746950093437,114364295612989.44,0.05035068998820559,0.0,0.5099299567587235,50860065564917.76,3.142101647529123,0.0,28.294117647058822,103.77,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9456939772860983,0.3495308032967919
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.8851409769058227,0.38291935689747336,1.0,0.02133597992360592,820874829207961.6,1000.0,0.6666666666666666,1.0,10221,324,0,147,0.9500528856327659,574612372056965.1,0.06455872850808268,0.0,0.6306958371087125,255899771275837.44,3.1831716679912256,0.0,17.05263157894737,102.21,3.1831716679912256,4.440892098500626e-16,1.38,0.9451154911887857,0.34080667640704604
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.885203478038311,0.38266522087156774,0.9969769989047098,0.021072175758688347,4187654596056842.0,1000.0,0.7646520146520146,1.0,10377,482,0,223,0.7869684592537258,2931358172813721.5,0.05725610925272538,0.0,0.4909885940344437,1303629966973337.5,3.225217918574415,0.0,20.956521739130434,103.77,3.225217918574415,8.881784197001252e-16,1.395,0.9442526485054495,0.32880884960494905
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.8852094772458077,0.38249462090432645,0.9992520568436799,0.020862310438563948,2.1080909617278484e+16,1000.0,0.6354166666666667,1.0,10316,421,0,173,0.9992587754600927,1.4756636421783552e+16,0.061075401372920876,0.0,0.5583927937244114,6569947679005082.0,3.2682704052928386,0.0,22.157894736842106,103.16,3.2682704052928386,0.0,1.41,0.9435661145592088,0.3189056377729581
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.8851714785397052,0.3826568674296141,0.9960342687615416,0.02086521900798145,1.0721428918570582e+17,1000.0,0.8395670754366407,1.0,10345,450,0,149,0.7578182534167641,7.505000057456821e+16,0.054069165615763984,0.0,0.6191579228953311,3.338367653424136e+16,3.3123608395086923,0.0,23.68421052631579,103.45,3.3123608395086923,0.0,1.425,0.9430101273034929,0.3114395511089065
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.8853224773705005,0.3821326334774494,1.0,0.020143097990916833,5.3784575515826323e+17,1000.0,0.7777777777777778,1.0,10186,288,0,142,0.7089886731571622,3.7649202074240416e+17,0.0440440273819731,0.0,0.4160729646682739,1.677110451923583e+17,3.3575227701898553,0.0,16.0,101.86,3.3575227701898553,4.440892098500626e-16,1.4400000000000002,0.9425175672752184,0.3039090070646679
