algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,S_agg_norm_honest,S_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,V_agg_norm_honest,V_agg_norm_attacker,eps_n_honest,eps_n_attacker,n_rejected_honest,n_rejected_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,10,0.6852937746268957,0.8340504804253578,0.7437135075032711,nan,0.09603338191906612,0.12097041748464107,1000.0,nan,nan,0,0,0,11542,3.0854242742061615,1.9021204686164856,0.28445732195032725,0.375418244147972,1.4543310602506,1.0136322283744812,0.6852937746268957,0.6852937746268958,0.0,0.0,0.6852937746268957,0.0,0.44999999999999996,0.9916913180686184,0.8187920184800387
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,11,0.7214611380882578,0.8396454802155495,0.7000452727079391,nan,0.08843585507323344,0.10987262152135373,1000.0,nan,nan,0,0,0,11890,2.7384681155284247,1.6701874339580536,0.27361255891582353,0.336629303895349,1.360552209119002,0.9079040682315827,0.7214611380882578,0.7214611380882578,0.0,0.0,0.721461138088258,1.1102230246251565e-16,0.46499999999999997,0.990845569745406,0.7984117355300526
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,12,0.7596944884031196,0.8443932293355465,0.6639052312076091,nan,0.07976569364900174,0.10045254334807396,1000.0,nan,nan,0,0,0,12078,2.407838386038075,1.4941759765148164,0.24869022181437372,0.30110067316697514,1.1654664692671404,0.8132099604606629,0.7596944884031196,0.7596944884031193,0.0,0.0,0.7596944884031196,0.0,0.48,0.9899368895871509,0.775255111337372
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,13,0.8001526997791856,0.8481102274358272,0.6335615181922912,nan,0.07582037039101124,0.09141649536788464,1000.0,0.0,nan,0,3,0,10549,2.5363235414028167,1.2538786733150482,0.23626450501398585,0.2694662758334792,1.4190323263406754,0.7021851044893265,0.8001526997791858,0.8001526997791859,0.15,0.0,0.8001526997791857,1.1102230246251565e-16,0.49499999999999994,0.9890472178034619,0.7722325405521206
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,14,0.8430464367132451,0.8517117290198803,0.6076243880391121,nan,0.06990708857774734,0.08361094973981381,1000.0,nan,nan,0,0,0,10898,2.325860691070557,1.218645108938217,0.22352299611669674,0.2419737244225032,1.1597598870595296,0.6458792442083359,0.843046436713245,0.8430464367132453,0.0,0.0,0.843046436713245,1.1102230246251565e-16,0.51,0.9886921773640971,0.7616067157730592
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,15,0.8793723681465165,0.8546599780023098,0.5858052043616772,nan,0.06588043928855941,0.07749630004167557,1000.0,0.0,nan,0,53,0,10915,2.277239407811846,1.0434653609991074,0.2122126997146526,0.21852349244812355,1.2385860653150649,0.5729236263036728,0.8793723681465165,0.8793723681465166,0.09523809523809523,0.51,0.8793723681465164,1.1102230246251565e-16,0.525,0.9879581438257039,0.7564203863659437
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,16,0.9126284626054437,0.8572387278079987,0.5665444552898407,nan,0.06169170867651701,0.0720912029594183,1000.0,0.0,nan,0,151,0,11659,1.8991083830595017,0.9573166674375534,0.22366445239336122,0.19849738797600092,1.0630392000079154,0.5163511875271797,0.9126284626054436,0.9126284626054435,0.1,1.49,0.9126284626054437,0.0,0.54,0.9873715343559688,0.7507653946556871
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,17,0.9474622637610021,0.859552728831768,0.5499550193548203,nan,0.057805343841513,0.06779765427112579,1000.0,nan,nan,0,66,0,10736,1.9883707728650835,0.8837747132778168,0.18642295552601507,0.18141657495287128,1.0839071091678407,0.47230044186115266,0.947462263761002,0.9474622637610018,0.0,0.66,0.9474622637610021,0.0,0.555,0.9867980312429795,0.7470442482708054
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,18,0.9839586158871577,0.8615674781799316,0.5354664973914623,nan,0.05541136399621055,0.06389653861522675,1000.0,nan,nan,0,96,0,11060,1.8337059730575198,0.8191179341077804,0.20561450647892027,0.16694742139604346,1.2111322652725947,0.43604104429483415,0.9839586158871577,0.9839586158871579,0.0,0.96,0.9839586158871577,0.0,0.57,0.9859908940978815,0.7407497234054492
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,19,1.022216540748102,0.8633417293429375,0.5225055199861527,nan,0.052711162302229136,0.06042605649679899,1000.0,0.0,nan,0,223,0,11047,1.5221655666828156,0.764002509713173,0.1660987193624232,0.15465671978877443,0.804696574807167,0.40476434856653215,1.0222165407481023,1.0222165407481025,0.05555555555555555,2.22,1.0222165407481025,4.440892098500626e-16,0.5850000000000001,0.9854393907858037,0.7367359742512172
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,20,1.0623545611125644,0.8649967281520367,0.5111774607747793,nan,0.04996639015999707,0.05748119100928307,1000.0,nan,nan,0,108,0,11158,1.4702322591434827,0.7417332315444947,0.1562845313148715,0.14412026359083221,0.8486717560074546,0.3839989313483238,1.0623545611125642,1.0623545611125644,0.0,1.08,1.0623545611125642,2.220446049250313e-16,0.6,0.984635356908014,0.7271028355778902
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,21,1.1045192595593831,0.8664874784648419,0.5009521482884884,nan,0.04860550984740257,0.054958686493337155,1000.0,nan,nan,0,48,0,10686,1.8192993124326071,0.6328285545110702,0.163491532436324,0.1350412576409996,1.079792453845342,0.3438457381725311,1.1045192595593836,1.1045192595593833,0.0,0.48,1.1045192595593836,4.440892098500626e-16,0.6149999999999999,0.9842655781851953,0.7248544287275089
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,22,1.148899646893674,0.8678982296586036,0.4916915459930897,nan,0.04715787165838739,0.052739113345742224,1000.0,0.0,nan,0,347,0,10999,1.40636088018832,0.602851328253746,0.16417887551793547,0.12708131423726468,0.8784651963607125,0.3194949647784233,1.1488996468936743,1.148899646893674,0.043478260869565216,3.46,1.1488996468936743,2.220446049250313e-16,0.63,0.983410489846714,0.7233873459412294
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,23,1.1932226547715872,0.8691067290306091,0.483352125659585,nan,0.04506667061812348,0.05099337734282017,1000.0,0.0,nan,0,157,0,10787,1.551212923394309,0.5634392321109771,0.159814467299133,0.12018154947691166,0.9422437184386783,0.2975057217478752,1.1932226547715867,1.193222654771587,0.1111111111111111,1.55,1.193222654771587,2.220446049250313e-16,0.6450000000000001,0.982935953658062,0.7218439772777462
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,24,1.2237170788729461,0.8701027286052704,0.4759413047134876,nan,0.04299131231872659,0.04887177046388388,1000.0,nan,nan,0,301,0,10731,1.3568279774565446,0.5386769580841064,0.15474611084079956,0.11404288166390027,0.899187517793555,0.2819995668530464,1.2237170788729461,1.2237170788729463,0.0,3.01,1.2237170788729463,2.220446049250313e-16,0.66,0.9823589141585954,0.7206387304470501
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,25,1.255370164114324,0.8712987281382084,0.468953824788332,nan,0.04178323916026524,0.04738836109638214,1000.0,nan,nan,0,28,0,10766,1.2851707594735282,0.5224628561735153,0.11960084173144944,0.10861787297923209,0.6703167238405773,0.27020370423793794,1.2553701641143242,1.2553701641143242,0.0,0.28,1.2553701641143242,2.220446049250313e-16,0.6749999999999999,0.9820384864601116,0.7155197808613718
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,26,1.2882265209338715,0.8722179789841175,0.4625974854081869,nan,0.04117788396337453,0.04571749720722437,1000.0,0.0,nan,0,84,0,10342,1.5360754377701704,0.47222193866968154,0.16269393742054142,0.10367773024978773,1.0963124808143168,0.2507098892331123,1.2882265209338717,1.2882265209338717,0.23529411764705882,0.8,1.288226520933872,4.440892098500626e-16,0.69,0.9814523843511704,0.7166792560211499
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,27,1.3223351707503768,0.8729747271537781,0.4571346955001354,nan,0.04020868727694387,0.04438019152730703,1000.0,0.0,nan,0,89,0,10611,1.2619085389634837,0.4654703268408775,0.14750901600163607,0.09924403273792935,0.9541170946929766,0.24065560474991798,1.3223351707503763,1.322335170750376,0.17391304347826086,0.85,1.3223351707503765,2.220446049250313e-16,0.705,0.9802183846722926,0.7153864651356924
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,28,1.3577503788831171,0.8738039784133435,0.45178117372095583,nan,0.03866323814369165,0.04324053384363651,1000.0,0.0,nan,0,326,0,11320,0.9821360787520041,0.4895661747455597,0.12469862124816619,0.09518554145031301,0.68903254201779,0.24476377442479133,1.3577503788831173,1.3577503788831171,0.07692307692307693,3.24,1.3577503788831173,2.220446049250313e-16,0.7200000000000001,0.9790704307320173,0.7077287637855565
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,29,1.3945327218869124,0.8745849779248238,0.4467800456285477,nan,0.03746065373222033,0.04215525429695845,1000.0,nan,nan,0,213,0,10571,1.2160582608646817,0.41677729845046996,0.12703413056344404,0.0915650756940828,0.8060215413570404,0.22353166654706003,1.3945327218869124,1.3945327218869128,0.0,2.13,1.3945327218869124,0.0,0.735,0.9784993706244736,0.706753658125848
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,30,1.4327504734265042,0.8752349787950515,0.44230502858757975,nan,0.03718646114262251,0.041261310651898385,1000.0,nan,nan,0,245,0,10861,1.0002314987090917,0.411950004696846,0.1296984678812904,0.08825072608535159,0.7839097311863532,0.21286588922142982,1.432750473426504,1.4327504734265037,0.0,2.45,1.4327504734265044,2.220446049250313e-16,0.75,0.9771851939833678,0.7051450846833203
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,31,1.4724814279430891,0.8758384773135185,0.43813442982733247,nan,0.03671915106037084,0.040258144326508045,1000.0,0.0,nan,0,160,0,10678,1.168357500258614,0.39278166204690934,0.13843860372227917,0.085236669381318,0.7923919839017531,0.20374504163861273,1.4724814279430891,1.4724814279430887,0.29411764705882354,1.55,1.472481427943089,2.220446049250313e-16,0.7649999999999999,0.9767306251397192,0.705175150844937
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,32,1.5138153326430999,0.8765504774451256,0.434281290397048,nan,0.035759415850043295,0.03944988284260034,1000.0,0.0,nan,0,341,0,11099,0.9170514583587647,0.39525061458349225,0.1274423943481507,0.08245119348679875,0.6466768853366375,0.20164572536945344,1.5138153326430999,1.5138153326431,0.05,3.4,1.5138153326430996,2.220446049250313e-16,0.78,0.9760619578832472,0.7027111471424216
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,33,1.5568571736316952,0.877054977864027,0.4306803587824106,nan,0.03476974512967798,0.03869002822786569,1000.0,0.0,nan,0,171,0,10631,1.1454838497771158,0.3640990835428238,0.12010682923021936,0.0798932194863688,0.7463357895612717,0.19091348975896835,1.556857173631695,1.5568571736316952,0.16666666666666666,1.68,1.5568571736316952,0.0,0.795,0.9754973358618998,0.7027108941660181
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,34,1.5961356544147973,0.8775874768197537,0.4273913409560919,nan,0.0346097019982749,0.037721412293612956,1000.0,0.0,nan,0,319,0,11607,0.8830947814316585,0.3698755520582199,0.12283108944427029,0.07746975438644721,0.7106803023609621,0.18822902143001558,1.5961356544147975,1.596135654414798,0.06896551724137931,3.17,1.5961356544147978,4.440892098500626e-16,0.81,0.9741058095456457,0.6996489108337752
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,35,1.6303152389904,0.8781644776463509,0.4242570110410452,nan,0.03331429825630039,0.037200836576521394,1000.0,0.0,nan,0,185,0,10921,1.0447017177939415,0.36523441910743715,0.11703713513753397,0.07518847780547784,0.7166998833417892,0.18528423547744752,1.6303152389903997,1.6303152389903994,0.0625,1.84,1.6303152389903999,2.220446049250313e-16,0.825,0.9736942639812415,0.6952694470657703
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,36,1.6656394806877934,0.8785852269828319,0.42139406479895114,nan,0.03254787556149743,0.0364337444677949,1000.0,0.0,nan,0,119,0,10911,0.8877445703203027,0.36806627094745636,0.10513687079029245,0.07305463624986787,0.6724629605358298,0.18556168675422668,1.6656394806877939,1.6656394806877934,0.045454545454545456,1.18,1.6656394806877939,4.440892098500626e-16,0.84,0.9726591045730071,0.6892701680582098
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,37,1.7021545775828013,0.8790547263622284,0.4187117132544518,nan,0.0317790387198329,0.035625197477638725,1000.0,0.0,nan,0,177,0,10445,1.1062039754220419,0.33264334470033646,0.10162442617611944,0.07100157138359543,0.7046337393777711,0.17506486773490906,1.7021545775828013,1.7021545775828013,0.07142857142857142,1.76,1.7021545775828018,4.440892098500626e-16,0.855,0.9722709323894035,0.6875732766522059
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,38,1.7399113538860758,0.879327977001667,0.416388510465622,nan,0.03178130049491301,0.03523497100919485,1000.0,0.0,nan,0,717,0,11323,0.8422708790749311,0.3126779580116272,0.1320369492522168,0.06909498296768954,0.8158548758365214,0.16485068514943124,1.7399113538860758,1.7399113538860755,0.125,7.13,1.7399113538860753,4.440892098500626e-16,0.8700000000000001,0.970555581094602,0.6913165960230881
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,39,1.7789660529514504,0.8797227272391319,0.4139627614617348,nan,0.031544556748121975,0.034564634822309016,1000.0,0.0,nan,0,308,0,10886,0.8364932879805564,0.322352494597435,0.10499055164371754,0.06732339171098067,0.6072468288242817,0.16344913721084595,1.7789660529514504,1.7789660529514506,0.05,3.07,1.7789660529514502,2.220446049250313e-16,0.885,0.9698951939008179,0.6894208032957974
